gene_names,labels
Taf1d,nascent_all
Gm22579,nascent_all
Gm2005,nascent_all
Gabbr1,nascent_all
Rapgef5,nascent_all
Cytip,nascent_all
Gm45866,nascent_all
Srr,nascent_all
Thnsl2,nascent_all
Nup93,nascent_all
Gm48954,nascent_all
Cyth1,nascent_all
Zfp868,nascent_all
Prkn,nascent_all
Gas8,nascent_all
Dexi,nascent_all
Uap1,nascent_all
Dok5,nascent_all
Ltbp1,nascent_all
Slc46a3,nascent_all
Gm13449,nascent_all
Terc,nascent_all
Rpl36,nascent_all
Dmrta2,nascent_all
Il1a,nascent_all
Mcm9,nascent_all
Rasal2,nascent_all
Dtx3l,nascent_all
Cep250,nascent_all
Slc35f4,nascent_all
Cstf2t,nascent_all
Zfp81,nascent_all
Rpl23a,nascent_all
Tmem114,nascent_all
Gm47583,nascent_all
Nrp2,nascent_all
Pgap2,nascent_all
Atp2b1,nascent_all
E030030I06Rik,nascent_all
Fam208a,nascent_all
Ptpn3,nascent_all
Tmem237,nascent_all
Gm26225,nascent_all
Ace,nascent_all
n-R5s125,nascent_all
Rhox2c,nascent_all
Ikzf3,nascent_all
Ahcyl1,nascent_all
Gm26583,nascent_all
Tnfrsf11b,nascent_all
Vmn2r-ps139,nascent_all
Tapbp,nascent_all
Gm49686,nascent_all
Gm7684,nascent_all
Zkscan6,nascent_all
Il1r1,nascent_all
Gm45012,nascent_all
Gm6542,nascent_all
Gm18269,nascent_all
Gm47956,nascent_all
Calhm2,nascent_all
AC171111.1,nascent_all
Vsig10l,nascent_all
Commd8,nascent_all
Fopnl,nascent_all
Chd2,nascent_all
AC109138.7,nascent_all
Rps27a-ps2,nascent_all
Gm31409,nascent_all
Sssca1,nascent_all
Tctn1,nascent_all
Fmnl2,nascent_all
Cd5,nascent_all
Rftn1,nascent_all
Wdr25,nascent_all
Gm4577,nascent_all
Efna5,nascent_all
Mrps36-ps1,nascent_all
Kirrel,nascent_all
Cebpb,nascent_all
Rps3,nascent_all
Gm45058,nascent_all
Ano6,nascent_all
Gm12992,nascent_all
Sri,nascent_all
Tfap2a,nascent_all
Gm15584,nascent_all
Tnfaip8,nascent_all
Cep85l,nascent_all
Gm37134,nascent_all
Slc39a12,nascent_all
Fhdc1,nascent_all
Cerk,nascent_all
Yipf3,nascent_all
Cyp4x1,nascent_all
Tmem51,nascent_all
Emp2,nascent_all
4930512J16Rik,nascent_all
Stpg2,nascent_all
Snora7a,nascent_all
Ccp110,nascent_all
Strbp,nascent_all
Slc25a27,nascent_all
Ttc7b,nascent_all
Gm49292,nascent_all
Fam193b,nascent_all
Gm5559,nascent_all
Csrp2,nascent_all
Gm4705,nascent_all
Oma1,nascent_all
Gm24145,nascent_all
Mir8097,nascent_all
Arih1,nascent_all
Cdkl2,nascent_all
Tmem65,nascent_all
Celrr,nascent_all
Pkig,nascent_all
Gm37240,nascent_all
Gm43633,nascent_all
Kcnk13,nascent_all
Gm16157,nascent_all
Rpia,nascent_all
Rpl23a-ps2,nascent_all
Ubash3a,nascent_all
Ddi2,nascent_all
Fam114a2,nascent_all
Kit,nascent_all
Gm12371,nascent_all
Gm43738,nascent_all
Nln,nascent_all
Tsga13,nascent_all
Cd38,nascent_all
Nat3,nascent_all
Epha7,nascent_all
Gm19303,nascent_all
1-Mar,nascent_all
Mdm4,nascent_all
Tmc1,nascent_all
4833417C18Rik,nascent_all
Gm3764,nascent_all
Bik,nascent_all
Dlgap5,nascent_all
Trdn,nascent_all
4930595D18Rik,nascent_all
Rbm33,nascent_all
Gm49327,nascent_all
Sec11a,nascent_all
Ccdc77,nascent_all
Mir1198,nascent_all
Vmn2r7,nascent_all
Rab12,nascent_all
Gm37853,nascent_all
Mir1930,nascent_all
Emc4,nascent_all
Slc38a7,nascent_all
Mpzl1,nascent_all
Gm5533,nascent_all
Edaradd,nascent_all
Efcab7,nascent_all
Gm26612,nascent_all
Hrk,nascent_all
Rufy1,nascent_all
Mtfmt,nascent_all
Zfp574,nascent_all
Vwce,nascent_all
Apbb2,nascent_all
Gm30159,nascent_all
Obscn,nascent_all
Gm37366,nascent_all
Pak7,nascent_all
Gm8188,nascent_all
Lysmd2,nascent_all
Rapgefl1,nascent_all
Acss3,nascent_all
Traj44,nascent_all
Gm43145,nascent_all
Baat,nascent_all
Dalrd3,nascent_all
Gm38359,nascent_all
Cyp39a1,nascent_all
Stx6,nascent_all
Gm8633,nascent_all
Apip,nascent_all
Cep112,nascent_all
Gm12623,nascent_all
Ccsap,nascent_all
Gm6852,nascent_all
Cars2,nascent_all
Stt3b,nascent_all
Chrne,nascent_all
Setd7,nascent_all
Gm47922,nascent_all
Gm17334,nascent_all
Gm13490,nascent_all
Vmn2r69,nascent_all
Izumo1r,nascent_all
C1qtnf12,nascent_all
Gm39526,nascent_all
H2-M3,nascent_all
Rbfox1,nascent_all
Coq10a,nascent_all
Clstn1,nascent_all
Gm15682,nascent_all
AC133509.1,nascent_all
Zkscan1,nascent_all
Gm5087,nascent_all
2900005J15Rik,nascent_all
Gm11630,nascent_all
Akap17b,nascent_all
Gm37469,nascent_all
Rab3c,nascent_all
Gm29282,nascent_all
Gm27164,nascent_all
Ddx3y,nascent_all
Gsdme,nascent_all
Gm15731,nascent_all
Adam5,nascent_all
Lsm8,nascent_all
Gm11809,nascent_all
Gm45708,nascent_all
Foxn2,nascent_all
Rab26os,nascent_all
Zpr1,nascent_all
Prpf19,nascent_all
Hyls1,nascent_all
Spata25,nascent_all
Mtpap,nascent_all
Has2os,nascent_all
Gm42418,nascent_all
Gm9726,nascent_all
Snrpe,nascent_all
Pum2,nascent_all
Fgf14,nascent_all
Gm43811,nascent_all
Elmsan1,nascent_all
Has2,nascent_all
Gm44829,nascent_all
Gm8341,nascent_all
Chd1,nascent_all
Fam20b,nascent_all
Zfp428,nascent_all
Dsg1b,nascent_all
Enah,nascent_all
Gm45594,nascent_all
Dcaf6,nascent_all
Vmn2r-ps49,nascent_all
Chrna10,nascent_all
A730090N16Rik,nascent_all
Gm38257,nascent_all
Dnajb8,nascent_all
Gm11213,nascent_all
Ide,nascent_all
Tnfrsf18,nascent_all
Trak1,nascent_all
Gm5106,nascent_all
Nrd1,nascent_all
Olfml2b,nascent_all
Fbln5,nascent_all
Adgre4,nascent_all
Gm47075,nascent_all
Gm34240,nascent_all
Snrnp25,nascent_all
Fsip2,nascent_all
Trim47,nascent_all
Zfp84,nascent_all
Vmn2r48,nascent_all
Gm21926,nascent_all
Scn5a,nascent_all
Syt13,nascent_all
Gm47139,nascent_all
Tcte1,nascent_all
Mir155hg,nascent_all
Cyb5d1,nascent_all
Tcaf2,nascent_all
Gm13803,nascent_all
Pias3,nascent_all
Gm44667,nascent_all
4931406B18Rik,nascent_all
Gm7707,nascent_all
Zfp445,nascent_all
Cnot9,nascent_all
Gm8326,nascent_all
5930412G12Rik,nascent_all
Erbb4,nascent_all
AC134908.4,nascent_all
Gm13562,nascent_all
Gm47541,nascent_all
Mbd3l2,nascent_all
Gm14371,nascent_all
Armt1,nascent_all
Rps12-ps3,nascent_all
CT010433.1,nascent_all
Gm26763,nascent_all
Nol7,nascent_all
Zfand3,nascent_all
Arl4a,nascent_all
Lekr1,nascent_all
Prr18,nascent_all
Gm3695,nascent_all
AC122252.3,nascent_all
Vmn2r58,nascent_all
Mbd5,nascent_all
Eftud2,nascent_all
Rcor1,nascent_all
AW146154,nascent_all
Rnu73b,nascent_all
Gm3978,nascent_all
Cmbl,nascent_all
Rab33b,nascent_all
Tshz1,nascent_all
Dhrs4,nascent_all
Hace1,nascent_all
Tk1,nascent_all
Gm6198,nascent_all
Ift43,nascent_all
Gm29571,nascent_all
Cdca7,nascent_all
Gm35315,nascent_all
Cpne2,nascent_all
Rab32,nascent_all
Gm47126,nascent_all
Gm12791,nascent_all
Btbd11,nascent_all
Zfp185,nascent_all
Crabp2,nascent_all
Gm15416,nascent_all
Bcl3,nascent_all
Cyb5r4,nascent_all
Mybpc1,nascent_all
6430553K19Rik,nascent_all
Stk11ip,nascent_all
Cx3cr1,nascent_all
4933412E12Rik,nascent_all
Eif3l,nascent_all
Gm12714,nascent_all
Mrpl35,nascent_all
Trmt9b,nascent_all
Scarna3a,nascent_all
Mir6997,nascent_all
Gm45778,nascent_all
Eif6,nascent_all
Hs6st1,nascent_all
B430219N15Rik,nascent_all
Slc6a11,nascent_all
Zfp300,nascent_all
Vps53,nascent_all
Gm5812,nascent_all
Gm10475,nascent_all
Vps11,nascent_all
Gm38706,nascent_all
Timm21,nascent_all
Asxl2,nascent_all
Gm6085,nascent_all
Spata2l,nascent_all
Zbtb24,nascent_all
Trmt2a,nascent_all
Epb41l3,nascent_all
Traip,nascent_all
Gm5963,nascent_all
Bdh2,nascent_all
Oc90,nascent_all
Gm16372,nascent_all
Il3ra,nascent_all
Gm9320,nascent_all
Suv39h1,nascent_all
Gm26247,nascent_all
Gm10550,nascent_all
Cep83os,nascent_all
Rab10,nascent_all
Eya3,nascent_all
AC151410.1,nascent_all
Lsm11,nascent_all
Plekho2,nascent_all
Ankar,nascent_all
AC137605.4,nascent_all
Gm45738,nascent_all
Gm41361,nascent_all
Gm6365,nascent_all
Mnt,nascent_all
Repin1,nascent_all
Smco2,nascent_all
Gm20236,nascent_all
0610030E20Rik,nascent_all
Frzb,nascent_all
1110032A03Rik,nascent_all
Sdr16c6,nascent_all
Sh3pxd2b,nascent_all
Igfbp2,nascent_all
Gm42690,nascent_all
Gm16793,nascent_all
Ankrd55,nascent_all
Rad54l2,nascent_all
Gm38248,nascent_all
Myh7b,nascent_all
C1qtnf7,nascent_all
Gm4353,nascent_all
Gm16004,nascent_all
Brd1,nascent_all
Gm22175,nascent_all
Prdx6,nascent_all
Gm47450,nascent_all
Col11a2,nascent_all
Zfp606,nascent_all
Redrum,nascent_all
Vmn2r110,nascent_all
Insig2,nascent_all
Sntb1,nascent_all
Pex2,nascent_all
Ezh1,nascent_all
Pacsin2,nascent_all
Gm6712,nascent_all
Glb1,nascent_all
Cd37,nascent_all
Gm23966,nascent_all
Itgb6,nascent_all
Emc10,nascent_all
Cnbd2,nascent_all
Hspa9-ps1,nascent_all
Tent4a,nascent_all
Itfg1,nascent_all
Gm13147,nascent_all
Ubald1,nascent_all
H2-Ke6,nascent_all
Gm35822,nascent_all
Gm37472,nascent_all
Pramef12,nascent_all
Arhgap29,nascent_all
Fam126a,nascent_all
Rpe,nascent_all
Gkap1,nascent_all
Ipo9,nascent_all
4732491K20Rik,nascent_all
Map3k8,nascent_all
Tnfrsf12a,nascent_all
Gm33524,nascent_all
Gm37799,nascent_all
Gm28342,nascent_all
Pih1d1,nascent_all
Urm1,nascent_all
Pskh1,nascent_all
Hist1h1b,nascent_all
Msto1,nascent_all
Slc25a46,nascent_all
Fmo1,nascent_all
Cdh9,nascent_all
Pcdha12,nascent_all
Kpna2,nascent_all
Ankrd13a,nascent_all
Mms19,nascent_all
Asxl3,nascent_all
Gm27913,nascent_all
Ndufa4,nascent_all
Gm6288,nascent_all
Gm9696,nascent_all
Gm26826,nascent_all
Traj16,nascent_all
Adam6a,nascent_all
Gm13849,nascent_all
Oxct1,nascent_all
5330406M23Rik,nascent_all
Fzd5,nascent_all
Ldb1,nascent_all
4930558J18Rik,nascent_all
Gm31597,nascent_all
Nubp2,nascent_all
Gm49037,nascent_all
Arhgef1,nascent_all
Gm44104,nascent_all
Sft2d2,nascent_all
Plac9b,nascent_all
Kel,nascent_all
Iqcg,nascent_all
Rgs7bp,nascent_all
Gm2762,nascent_all
Furin,nascent_all
Lrp2bp,nascent_all
Gm15385,nascent_all
Gm34678,nascent_all
Gm13378,nascent_all
Barx2,nascent_all
Gm8909,nascent_all
Gm10366,nascent_all
Gm16090,nascent_all
Gm47819,nascent_all
Gm8522,nascent_all
Cacna2d1,nascent_all
Gm29016,nascent_all
Otud4,nascent_all
Wwp2,nascent_all
Lias,nascent_all
Gm22027,nascent_all
Mks1,nascent_all
Gm11769,nascent_all
D430020J02Rik,nascent_all
Fgr,nascent_all
Arnt2,nascent_all
Fam81b,nascent_all
Ttc7,nascent_all
Hist1h2bq,nascent_all
Snord78,nascent_all
Cyb5b,nascent_all
Gm11127,nascent_all
Cacng3,nascent_all
Gm17178,nascent_all
Cops9,nascent_all
Wdtc1,nascent_all
Cfdp1,nascent_all
Dsg4,nascent_all
Gm45844,nascent_all
Gm36955,nascent_all
Gm29724,nascent_all
Scaper,nascent_all
Rpl8,nascent_all
Rnf217,nascent_all
Gm5900,nascent_all
Gm44130,nascent_all
Gm47167,nascent_all
Fyb2,nascent_all
Ccdc146,nascent_all
Keap1,nascent_all
Fam174a,nascent_all
Gm47208,nascent_all
A730081D07Rik,nascent_all
Gm6877,nascent_all
A430005L14Rik,nascent_all
AA467197,nascent_all
Zbtb12,nascent_all
Ncmap,nascent_all
Tecrl,nascent_all
Megf8,nascent_all
Gm39325,nascent_all
Gm7046,nascent_all
Gm44291,nascent_all
Gm37569,nascent_all
Gfod2,nascent_all
Gm48764,nascent_all
Gm12178,nascent_all
CR974462.6,nascent_all
Mgat1,nascent_all
Gm7652,nascent_all
Gm47899,nascent_all
Synj2bp,nascent_all
Gm14536,nascent_all
Slc6a8,nascent_all
Gm4316,nascent_all
Gpt2,nascent_all
Arl14ep,nascent_all
Pnpla7,nascent_all
Grm4,nascent_all
Vmn2r-ps159,nascent_all
Yrdc,nascent_all
Arhgef12,nascent_all
Gm28359,nascent_all
Gm17872,nascent_all
Gm43462,nascent_all
Gm12411,nascent_all
Tmem248,nascent_all
Gm48727,nascent_all
Gm29155,nascent_all
Gm38575,nascent_all
Gm32772,nascent_all
Ubxn2b,nascent_all
Actr1a,nascent_all
Gm23143,nascent_all
Supt7l,nascent_all
Utp6,nascent_all
Ctcfl,nascent_all
Gm11405,nascent_all
Ppm1m,nascent_all
Foxp1,nascent_all
Etv3,nascent_all
Gm17831,nascent_all
Nup35,nascent_all
Bfar,nascent_all
Nup160,nascent_all
Gm21973,nascent_all
Rexo5,nascent_all
Glipr1l2,nascent_all
Palm,nascent_all
Pdcl3,nascent_all
Traj32,nascent_all
Gm9442,nascent_all
Pigg,nascent_all
Coq4,nascent_all
Gm29506,nascent_all
AC110262.1,nascent_all
Gm4876,nascent_all
Gm38413,nascent_all
Tnfaip1,nascent_all
AC169506.3,nascent_all
Mrpl33,nascent_all
Lmbr1l,nascent_all
Arhgef4,nascent_all
C2cd3,nascent_all
AC121821.3,nascent_all
Gm13817,nascent_all
Gpr26,nascent_all
Rps27a,nascent_all
Mphosph6,nascent_all
Fam171b,nascent_all
Ddx49,nascent_all
Ryr1,nascent_all
Snapin,nascent_all
Ifitm10,nascent_all
Sox13,nascent_all
n-R5s110,nascent_all
Dusp3,nascent_all
Mir5121,nascent_all
Adprh,nascent_all
Prkar1b,nascent_all
Wwox,nascent_all
Gm43658,nascent_all
Gm7399,nascent_all
Plcz1,nascent_all
Gm48301,nascent_all
Foxo6os,nascent_all
AC165409.1,nascent_all
Slf1,nascent_all
Gli1,nascent_all
Cfap43,nascent_all
Cpsf2,nascent_all
Ttll10,nascent_all
Aup1,nascent_all
Ydjc,nascent_all
Sspn,nascent_all
Prkdc,nascent_all
Bscl2,nascent_all
Tmbim6,nascent_all
Zfp507,nascent_all
2900060B14Rik,nascent_all
Snca,nascent_all
Sox5os2,nascent_all
Cdc14a,nascent_all
9230116N13Rik,nascent_all
Gm31024,nascent_all
Gm19084,nascent_all
Tob2,nascent_all
CR555305.3,nascent_all
Erfe,nascent_all
Gm20521,nascent_all
Pcdhgc4,nascent_all
Kcnn3,nascent_all
Cmip,nascent_all
Gm10302,nascent_all
Kdm5a,nascent_all
Cpt2,nascent_all
Nlrc5,nascent_all
Gm11223,nascent_all
Ist1,nascent_all
Cdkn2d,nascent_all
Sdk2,nascent_all
Napsa,nascent_all
Ttc39b,nascent_all
Rapgef4os1,nascent_all
Herc4,nascent_all
Cacna1b,nascent_all
Gm9044,nascent_all
Bloc1s2,nascent_all
Gm21987,nascent_all
Gm40603,nascent_all
Gsk3b,nascent_all
Gm13453,nascent_all
Gm5819,nascent_all
Gm36660,nascent_all
Tec,nascent_all
Rph3al,nascent_all
Steap3,nascent_all
Hmcn1,nascent_all
Gm29811,nascent_all
Ssb,nascent_all
Med12,nascent_all
Ing4,nascent_all
Plg,nascent_all
Oosp1,nascent_all
4930481A15Rik,nascent_all
Apbb1,nascent_all
Pin4,nascent_all
Gm13357,nascent_all
Retreg2,nascent_all
Mpv17l2,nascent_all
Zc3h6,nascent_all
Gss,nascent_all
Rnf169,nascent_all
Ceacam3,nascent_all
Lrrn3,nascent_all
Enthd1,nascent_all
Gm16558,nascent_all
Gm41481,nascent_all
Gm7308,nascent_all
Mysm1,nascent_all
Stk10,nascent_all
Mir7015,nascent_all
Gm28035,nascent_all
Gucy2d,nascent_all
Ccnl1,nascent_all
Smg7,nascent_all
Nasp-ps1,nascent_all
Nabp1,nascent_all
Shisa7,nascent_all
Gm45403,nascent_all
A430028G04Rik,nascent_all
Dapk2,nascent_all
Trdmt1,nascent_all
Galnt12,nascent_all
Tgm7,nascent_all
1110059G10Rik,nascent_all
D930007P13Rik,nascent_all
Rpl22-ps1,nascent_all
Gm44907,nascent_all
Gm42825,nascent_all
Gfm1,nascent_all
4930405O22Rik,nascent_all
Grb2,nascent_all
Colec10,nascent_all
P2rx5,nascent_all
AC110730.1,nascent_all
Gm13328,nascent_all
Gm10362,nascent_all
H2afj,nascent_all
Kif11,nascent_all
Gm43677,nascent_all
Gm37062,nascent_all
Nmbr,nascent_all
Gm3325,nascent_all
Gm23557,nascent_all
Qser1,nascent_all
Pex3,nascent_all
Gm15421,nascent_all
Gm14541,nascent_all
Mir6913,nascent_all
Gm7421,nascent_all
Arhgef25,nascent_all
Gm11423,nascent_all
Reck,nascent_all
Gm7646,nascent_all
Gm24371,nascent_all
Becn1,nascent_all
Elk4,nascent_all
Mccc1os,nascent_all
Adal,nascent_all
Gm12620,nascent_all
Cdca4,nascent_all
Gm15981,nascent_all
BC002059,nascent_all
Gm21638,nascent_all
Zfp664,nascent_all
Polr3e,nascent_all
AC125381.1,nascent_all
Slco1a1,nascent_all
Ccdc62,nascent_all
Rabac1,nascent_all
Rps6-ps3,nascent_all
Gm12128,nascent_all
Itpkc,nascent_all
Nmnat3,nascent_all
Gm49303,nascent_all
Gm5833,nascent_all
Cnih2,nascent_all
Ppp4r1l-ps,nascent_all
Arid5a,nascent_all
Sf3a1,nascent_all
Cdca7l,nascent_all
AC141639.2,nascent_all
Gm39388,nascent_all
Gm45155,nascent_all
9330020H09Rik,nascent_all
Gucy2g,nascent_all
Fndc8,nascent_all
P2rx2,nascent_all
Gm12082,nascent_all
1700063D05Rik,nascent_all
Zfp462,nascent_all
Gm21814,nascent_all
Gm9830,nascent_all
Snora44,nascent_all
Gm7367,nascent_all
Gm28941,nascent_all
Gm11969,nascent_all
Man2a1,nascent_all
Traf3ip1,nascent_all
Zfp960,nascent_all
Gm45592,nascent_all
Pde6h,nascent_all
Gm33782,nascent_all
Ctnnal1,nascent_all
Dnah12,nascent_all
AC148021.1,nascent_all
AC123853.3,nascent_all
Gm26672,nascent_all
Emd,nascent_all
Gm26745,nascent_all
Cers1,nascent_all
A530013C23Rik,nascent_all
Pou6f2,nascent_all
Rpl18a,nascent_all
Sde2,nascent_all
Spock1,nascent_all
Kif18a,nascent_all
Map3k19,nascent_all
Mir1892,nascent_all
Gm15489,nascent_all
Gm6781,nascent_all
C130046K22Rik,nascent_all
Rabgef1,nascent_all
Ptp4a2,nascent_all
Optn,nascent_all
Sgcg,nascent_all
B130046B21Rik,nascent_all
Gm43379,nascent_all
Camk4,nascent_all
Rnf167,nascent_all
Col4a2,nascent_all
Gm9200,nascent_all
Tmem150cos,nascent_all
Gm11823,nascent_all
2610300M13Rik,nascent_all
Plppr1,nascent_all
Draxin,nascent_all
Gm2446,nascent_all
Gm45223,nascent_all
Nip7,nascent_all
Hs1bp3,nascent_all
Gm15454,nascent_all
Cmtm7,nascent_all
Gm34667,nascent_all
D830044D21Rik,nascent_all
Epb41l5,nascent_all
Ccnb2,nascent_all
Tmem191c,nascent_all
Tjap1,nascent_all
Kctd8,nascent_all
Lpp,nascent_all
Gm24312,nascent_all
Serpina12,nascent_all
1700123O12Rik,nascent_all
Rrh,nascent_all
Gm43430,nascent_all
Tprn,nascent_all
Dync1h1,nascent_all
Lonrf2,nascent_all
Gm48680,nascent_all
Gm44271,nascent_all
Gm6159,nascent_all
Gm28376,nascent_all
Gm16349,nascent_all
Ppil3,nascent_all
Gm16677,nascent_all
Tnmd,nascent_all
Gssos1,nascent_all
Gm10698,nascent_all
Tbc1d13,nascent_all
Gm5781,nascent_all
Trip11,nascent_all
Gm13266,nascent_all
Larp1,nascent_all
Fam240b,nascent_all
Gm26586,nascent_all
Vmn2r94,nascent_all
Gm20275,nascent_all
Lpar5,nascent_all
Gm12346,nascent_all
Emcn,nascent_all
Gm11342,nascent_all
Ddx46,nascent_all
Gm13695,nascent_all
Zfp617,nascent_all
Gm37170,nascent_all
Nmnat1,nascent_all
Mcm3ap,nascent_all
Gm16310,nascent_all
Gm30771,nascent_all
Pafah1b3,nascent_all
Mboat2,nascent_all
Scx,nascent_all
Tfap2b,nascent_all
Tulp3,nascent_all
Cops7b,nascent_all
Iqcd,nascent_all
Slco2b1,nascent_all
Gm32592,nascent_all
Dnah1,nascent_all
Mal,nascent_all
Nfib,nascent_all
Cdh1,nascent_all
Acad12,nascent_all
Gm48677,nascent_all
Cbx6,nascent_all
1700081B01Rik,nascent_all
D030028A08Rik,nascent_all
Tmem183a,nascent_all
Alkal1,nascent_all
Gm38146,nascent_all
Trpc4,nascent_all
Sp140,nascent_all
Traj31,nascent_all
Zfp3,nascent_all
Gm47980,nascent_all
Vmn2r17,nascent_all
Gtf2a2,nascent_all
Rab34,nascent_all
1700057H21Rik,nascent_all
Gm42921,nascent_all
1810019N24Rik,nascent_all
Tshz3,nascent_all
Cyp4a10,nascent_all
Gm48084,nascent_all
Trim12a,nascent_all
Gm4204,nascent_all
Spatc1l,nascent_all
AC154457.3,nascent_all
Zfp940,nascent_all
Wdr78,nascent_all
Fam129b,nascent_all
Fzd3,nascent_all
Mphosph9,nascent_all
Gm26712,nascent_all
Dyx1c1,nascent_all
Tubd1,nascent_all
Trav15-2-dv6-2,nascent_all
Uts2b,nascent_all
Xpo6,nascent_all
Supt20,nascent_all
Scrg1,nascent_all
Atg2a,nascent_all
Zfp524,nascent_all
Aarsd1,nascent_all
5031439G07Rik,nascent_all
Gm43484,nascent_all
Gm2788,nascent_all
1700016L21Rik,nascent_all
Lrrc51,nascent_all
Gm37256,nascent_all
Rfx6,nascent_all
Pax2,nascent_all
Gm43481,nascent_all
Mtmr3,nascent_all
Sla2,nascent_all
Gm12500,nascent_all
Gm31108,nascent_all
BC034090,nascent_all
Gm43006,nascent_all
Zfp971,nascent_all
Gm44078,nascent_all
Gm49249,nascent_all
Zfp821,nascent_all
Mat1a,nascent_all
Phf20,nascent_all
Aff2,nascent_all
Pcdhga9,nascent_all
Vmn2r12,nascent_all
Xndc1,nascent_all
Gm23037,nascent_all
Zfand2b,nascent_all
Pepd,nascent_all
Gm26533,nascent_all
Il20rb,nascent_all
Gm25896,nascent_all
Gm5525,nascent_all
Gm42684,nascent_all
Mtch1,nascent_all
Gm43584,nascent_all
Gm8752,nascent_all
Glt8d2,nascent_all
Gm43187,nascent_all
Gm17828,nascent_all
Ank3,nascent_all
Ranbp6,nascent_all
Zfp865,nascent_all
Vamp1,nascent_all
Gm35167,nascent_all
AC142100.3,nascent_all
Gm39132,nascent_all
Iqsec2,nascent_all
Gm13075,nascent_all
Gm15477,nascent_all
Tent2,nascent_all
Lta4h,nascent_all
Gm5586,nascent_all
Cacna1a,nascent_all
Sh3bp5l,nascent_all
Bcl7c,nascent_all
Gm26930,nascent_all
Fam117a,nascent_all
Srebf1,nascent_all
Gm10874,nascent_all
Rmdn2,nascent_all
Rasl10b,nascent_all
1700030J22Rik,nascent_all
Gm28981,nascent_all
Nsmce4a,nascent_all
Gm25894,nascent_all
Cd99l2,nascent_all
Gm16278,nascent_all
Meikin,nascent_all
Pcdhga12,nascent_all
Yae1d1,nascent_all
Gm42929,nascent_all
B930036N10Rik,nascent_all
Dmkn,nascent_all
Mylk,nascent_all
Ncoa5,nascent_all
Rad21,nascent_all
Hemgn,nascent_all
Gm30489,nascent_all
Gmip,nascent_all
Gm13437,nascent_all
Rfc5,nascent_all
Gm42462,nascent_all
Epha4,nascent_all
Trim12c,nascent_all
Tpm3-rs7,nascent_all
Zfp628,nascent_all
Dirc2,nascent_all
Gm28019,nascent_all
Scyl2,nascent_all
Gm48089,nascent_all
Gm48889,nascent_all
Gm24878,nascent_all
4930429F24Rik,nascent_all
Mkln1,nascent_all
Tspan32,nascent_all
Tns2,nascent_all
Adgrg4,nascent_all
Fbxo39,nascent_all
Gm17017,nascent_all
A730056A06Rik,nascent_all
Gm28551,nascent_all
Skor2,nascent_all
Crlf2,nascent_all
Eif3h,nascent_all
Apobec3,nascent_all
Acsm3,nascent_all
Gm6664,nascent_all
4933433G15Rik,nascent_all
Usf3,nascent_all
Unc119b,nascent_all
Midn,nascent_all
Ripor1,nascent_all
Tnn,nascent_all
Gmfg,nascent_all
AC125101.1,nascent_all
Gm7327,nascent_all
Gm18129,nascent_all
Slc24a2,nascent_all
Smpdl3b,nascent_all
Gpaa1,nascent_all
CT033759.2,nascent_all
Gm14391,nascent_all
Ehbp1,nascent_all
Gm44525,nascent_all
Phf10,nascent_all
Stard3,nascent_all
Eomes,nascent_all
Nup107,nascent_all
Arf3,nascent_all
Gm28230,nascent_all
Sytl5,nascent_all
Lrfn5,nascent_all
Etv6,nascent_all
Adamts10,nascent_all
Acbd3,nascent_all
Pik3cd,nascent_all
Rab11fip4os1,nascent_all
Tubb5,nascent_all
Tfap4,nascent_all
Gm16513,nascent_all
Ncstn,nascent_all
AC105061.2,nascent_all
Gm41409,nascent_all
Rbm26,nascent_all
Taf9,nascent_all
Gm9333,nascent_all
Zfp408,nascent_all
Bicd2,nascent_all
AC121600.1,nascent_all
Gm15616,nascent_all
Gm41414,nascent_all
Ppp1r35,nascent_all
Gm12147,nascent_all
Bcl10,nascent_all
5430401F13Rik,nascent_all
Zfp37,nascent_all
2900026A02Rik,nascent_all
Rps19bp1,nascent_all
Gm48979,nascent_all
Ccdc107,nascent_all
Ercc6,nascent_all
Gprin3,nascent_all
1700054A03Rik,nascent_all
Dph5,nascent_all
Gm5809,nascent_all
Cnot4,nascent_all
Zfp91,nascent_all
Agpat5,nascent_all
Lrrc2,nascent_all
Mrps6,nascent_all
Actn2,nascent_all
Gm38026,nascent_all
Tmed1,nascent_all
Traj35,nascent_all
Gm1826,nascent_all
Fbxo4,nascent_all
Otop1,nascent_all
Ehbp1l1,nascent_all
Slc6a6,nascent_all
Gm44664,nascent_all
Cox10,nascent_all
Gm35288,nascent_all
Maged1,nascent_all
Gm12454,nascent_all
Gm46102,nascent_all
Trim8,nascent_all
Gm11225,nascent_all
C230004F18Rik,nascent_all
4930578E11Rik,nascent_all
Gm25692,nascent_all
Gm13599,nascent_all
Chchd4,nascent_all
Itm2a,nascent_all
Pkd2l1,nascent_all
Kcng1,nascent_all
Gm45518,nascent_all
Vmn2r82,nascent_all
4930405A21Rik,nascent_all
Rsc1a1,nascent_all
Rcc2,nascent_all
C530008M17Rik,nascent_all
Pi15,nascent_all
Pcdhgc5,nascent_all
Gm44643,nascent_all
Gm37529,nascent_all
Sult4a1,nascent_all
Kifc2,nascent_all
Gm35533,nascent_all
Gm42876,nascent_all
Rps11-ps2,nascent_all
Fdxacb1,nascent_all
Gm13071,nascent_all
Iars,nascent_all
St3gal2,nascent_all
