gene_name,Ctrl_vs_Chd7_1,Ctrl_vs_Chd7_2,Ctrl_vs_Chd7_3,Chd7_1_vs_Ctrl,Chd7_1_vs_Chd7_2,Chd7_1_vs_Chd7_3,Chd7_2_vs_Ctrl,Chd7_2_vs_Chd7_1,Chd7_2_vs_Chd7_3,Chd7_3_vs_Ctrl,Chd7_3_vs_Chd7_1,Chd7_3_vs_Chd7_2
Efcab2,0.99,0.866,0.505,0.99,0.869,0.535,0.866,0.869,0.652,0.505,0.535,0.652
Gm5874,,,,,,,,,,,,
Vmn2r25,0.492,0.192,0.599,0.492,0.07,0.267,0.192,0.07,0.474,0.599,0.267,0.474
Gm17174,,,,,,,,,,,,
Ccni,0.665,0.556,0.643,0.665,0.886,0.413,0.556,0.886,0.336,0.643,0.413,0.336
Gm36028,0.889,0.494,0.822,0.889,0.45,0.738,0.494,0.45,0.67,0.822,0.738,0.67
Olfr984,0.467,0.964,0.293,0.467,0.48,0.772,0.964,0.48,0.316,0.293,0.772,0.316
Tacr1,0.863,0.55,0.475,0.863,0.481,0.622,0.55,0.481,0.235,0.475,0.622,0.235
Ncbp3,0.872,0.455,0.524,0.872,0.593,0.664,0.455,0.593,0.92,0.524,0.664,0.92
Rfx2,0.036,0.179,0.165,0.036,0.479,0.505,0.179,0.479,0.968,0.165,0.505,0.968
Gm10571,0.756,0.507,0.692,0.756,0.373,0.518,0.507,0.373,0.805,0.692,0.518,0.805
Gm47435,0.827,0.937,0.789,0.827,0.786,1.0,0.937,0.786,0.752,0.789,1.0,0.752
Skp2,0.925,0.157,0.881,0.925,0.169,0.959,0.157,0.169,0.152,0.881,0.959,0.152
Gm11271,1.0,1.0,0.652,1.0,1.0,0.678,1.0,1.0,0.659,0.652,0.678,0.659
Gm3526,,,,,,,,,,,,
Car1,0.923,0.807,0.97,0.923,0.756,0.957,0.807,0.756,0.797,0.97,0.957,0.797
Klf16,0.645,0.898,0.941,0.645,0.761,0.723,0.898,0.761,0.96,0.941,0.723,0.96
4931440P22Rik,0.63,0.382,0.892,0.63,0.211,0.569,0.382,0.211,0.494,0.892,0.569,0.494
Tgfbr1,0.3,0.749,0.229,0.3,0.511,0.88,0.749,0.511,0.418,0.229,0.88,0.418
Gm14989,1.0,1.0,0.803,1.0,1.0,0.815,1.0,1.0,0.796,0.803,0.815,0.796
Gm37771,,,,,,,,,,,,
Nob1,0.947,0.275,0.562,0.947,0.29,0.64,0.275,0.29,0.126,0.562,0.64,0.126
Usp5,0.843,0.851,0.987,0.843,0.993,0.868,0.851,0.993,0.875,0.987,0.868,0.875
Cldn22,,,,,,,,,,,,
Krt4,,,,,,,,,,,,
Gm14706,0.924,0.939,0.789,0.924,0.986,0.74,0.939,0.986,0.753,0.789,0.74,0.753
Foxn2,0.356,0.421,0.589,0.356,0.913,0.181,0.421,0.913,0.219,0.589,0.181,0.219
Olfr1063-ps1,,,,,,,,,,,,
Gm12895,0.798,0.915,0.407,0.798,0.741,0.602,0.915,0.741,0.393,0.407,0.602,0.393
Tmem116,0.507,0.311,0.879,0.507,0.737,0.627,0.311,0.737,0.412,0.879,0.627,0.412
Olfr933,0.502,0.94,0.964,0.502,0.492,0.564,0.94,0.492,0.912,0.964,0.564,0.912
Bsg,0.761,0.711,0.914,0.761,0.951,0.707,0.711,0.951,0.662,0.914,0.707,0.662
Gm2767,0.173,0.174,0.21,0.173,0.987,0.018,0.174,0.987,0.018,0.21,0.018,0.018
Hbb-bh3,,,,,,,,,,,,
Olfr1036,,,,,,,,,,,,
Olfr548-ps1,,,,,,,,,,,,
Vwa1,0.704,0.162,0.436,0.704,0.106,0.29,0.162,0.106,0.568,0.436,0.29,0.568
Osmr,0.252,0.547,0.516,0.252,0.63,0.651,0.547,0.63,0.972,0.516,0.651,0.972
Kdm5a,0.625,0.497,0.645,0.625,0.861,0.979,0.497,0.861,0.841,0.645,0.979,0.841
Gm48788,,,,,,,,,,,,
Asb5,0.126,0.722,0.49,0.126,0.246,0.392,0.722,0.246,0.748,0.49,0.392,0.748
Zfp512,0.391,0.101,0.916,0.391,0.476,0.378,0.101,0.476,0.11,0.916,0.378,0.11
Psap,0.691,0.901,0.808,0.691,0.803,0.888,0.901,0.803,0.914,0.808,0.888,0.914
Gm7019,0.662,0.642,0.626,0.662,1.0,1.0,0.642,1.0,1.0,0.626,1.0,1.0
Stau1,0.78,0.656,0.822,0.78,0.508,0.645,0.656,0.508,0.84,0.822,0.645,0.84
Hykk,0.794,0.616,0.875,0.794,0.826,0.702,0.616,0.826,0.544,0.875,0.702,0.544
Gm28917,,,,,,,,,,,,
Obp1a,,,,,,,,,,,,
Gm19031,0.759,1.0,1.0,0.759,0.756,0.741,1.0,0.756,1.0,1.0,0.741,1.0
Gm28749,1.0,0.619,0.621,1.0,0.647,0.648,0.619,0.647,0.998,0.621,0.648,0.998
Vmn2r70,0.709,0.588,0.527,0.709,0.877,0.814,0.588,0.877,0.935,0.527,0.814,0.935
Gm14760,1.0,0.418,1.0,1.0,0.46,1.0,0.418,0.46,0.432,1.0,1.0,0.432
Zfp599,0.589,0.179,0.874,0.589,0.465,0.725,0.179,0.465,0.276,0.874,0.725,0.276
Gm20770,,,,,,,,,,,,
Gm18198,,,,,,,,,,,,
Kdm6b,0.538,0.739,0.957,0.538,0.796,0.541,0.739,0.796,0.724,0.957,0.541,0.724
H2-Ab1,0.693,0.328,0.185,0.693,0.209,0.396,0.328,0.209,0.035,0.185,0.396,0.035
Dnajc22,0.614,0.863,0.946,0.614,0.765,0.597,0.863,0.765,0.825,0.946,0.597,0.825
Gm11908,,,,,,,,,,,,
Traj8,0.974,0.501,0.658,0.974,0.522,0.665,0.501,0.522,0.833,0.658,0.665,0.833
Gm7052,,,,,,,,,,,,
Zfp7,0.904,0.173,0.92,0.904,0.176,0.985,0.173,0.176,0.18,0.92,0.985,0.18
Gm48141,0.979,0.456,0.127,0.979,0.512,0.172,0.456,0.512,0.477,0.127,0.172,0.477
Gm19045,,,,,,,,,,,,
Fgd4,0.607,0.638,0.877,0.607,0.368,0.742,0.638,0.368,0.567,0.877,0.742,0.567
Zup1,0.786,0.34,0.678,0.786,0.263,0.896,0.34,0.263,0.211,0.678,0.896,0.211
Gm6811,,,,,,,,,,,,
Krtap5-3,,,,,,,,,,,,
B3gat3,0.736,0.981,0.272,0.736,0.742,0.487,0.981,0.742,0.305,0.272,0.487,0.305
Gm15515,0.732,0.755,0.973,0.732,0.977,0.777,0.755,0.977,0.798,0.973,0.777,0.798
Cox7a2l,0.599,0.588,0.453,0.599,0.988,0.838,0.588,0.988,0.849,0.453,0.838,0.849
Gm14868,,,,,,,,,,,,
Usp11,0.442,0.004,0.599,0.442,0.058,0.821,0.004,0.058,0.032,0.599,0.821,0.032
Gm17374,0.936,0.188,0.917,0.936,0.254,0.983,0.188,0.254,0.259,0.917,0.983,0.259
Olfr782,0.762,0.634,0.528,0.762,0.479,0.398,0.634,0.479,0.888,0.528,0.398,0.888
4930415H17Rik,,,,,,,,,,,,
Omt2a,,,,,,,,,,,,
Gm7367,0.692,0.923,0.166,0.692,0.784,0.356,0.923,0.784,0.234,0.166,0.356,0.234
Pfdn6,0.725,0.523,0.747,0.725,0.365,0.537,0.523,0.365,0.772,0.747,0.537,0.772
Gm14132,0.241,0.87,0.647,0.241,0.217,0.504,0.87,0.217,0.569,0.647,0.504,0.569
Gm21901,,,,,,,,,,,,
Gm28035,0.021,0.801,0.038,0.021,0.058,0.811,0.801,0.058,0.095,0.038,0.811,0.095
Lrrc63,0.198,0.603,0.592,0.198,0.471,0.477,0.603,0.471,0.991,0.592,0.477,0.991
Dpm3,0.816,0.79,0.99,0.816,0.648,0.822,0.79,0.648,0.816,0.99,0.822,0.816
Phf19,0.1,0.255,0.189,0.1,0.642,0.761,0.255,0.642,0.872,0.189,0.761,0.872
Gm44580,,,,,,,,,,,,
Gm10583,0.687,0.577,0.858,0.687,0.376,0.836,0.577,0.376,0.496,0.858,0.836,0.496
Gm8906,0.716,0.659,0.306,0.716,0.471,0.557,0.659,0.471,0.183,0.306,0.557,0.183
1700084J12Rik,0.717,0.831,0.705,0.717,0.894,0.496,0.831,0.894,0.589,0.705,0.496,0.589
Chchd10,0.111,0.015,0.035,0.111,0.439,0.638,0.015,0.439,0.761,0.035,0.638,0.761
Crhr1,,,,,,,,,,,,
Gm12779,,,,,,,,,,,,
Gm11336,0.818,0.98,0.24,0.818,0.815,0.198,0.98,0.815,0.29,0.24,0.198,0.29
Cdsn,,,,,,,,,,,,
Spaca7,,,,,,,,,,,,
Vmn1r72,0.7,0.943,0.4,0.7,0.775,0.678,0.943,0.775,0.483,0.4,0.678,0.483
Gm6863,0.851,0.281,0.1,0.851,0.418,0.185,0.281,0.418,0.604,0.1,0.185,0.604
Rab31,0.714,0.306,0.659,0.714,0.549,0.947,0.306,0.549,0.591,0.659,0.947,0.591
Nr3c2,0.254,0.365,0.345,0.254,0.075,0.069,0.365,0.075,1.0,0.345,0.069,1.0
Zfp941,0.685,0.807,0.473,0.685,0.88,0.305,0.807,0.88,0.379,0.473,0.305,0.379
Gm26923,0.688,0.668,0.652,0.688,1.0,1.0,0.668,1.0,1.0,0.652,1.0,1.0
Gm18588,1.0,1.0,0.359,1.0,1.0,0.403,1.0,1.0,0.389,0.359,0.403,0.389
Rbms3,0.504,0.272,0.312,0.504,0.668,0.736,0.272,0.668,0.924,0.312,0.736,0.924
Csrp3,1.0,1.0,0.803,1.0,1.0,0.815,1.0,1.0,0.796,0.803,0.815,0.796
Ankrd6,0.919,0.136,0.209,0.919,0.207,0.295,0.136,0.207,0.826,0.209,0.295,0.826
Gm6838,,,,,,,,,,,,
Gm42886,,,,,,,,,,,,
Gm43044,,,,,,,,,,,,
Abcc3,0.997,0.754,0.181,0.997,0.772,0.225,0.754,0.772,0.132,0.181,0.225,0.132
Gm49873,1.0,1.0,0.768,1.0,1.0,0.783,1.0,1.0,0.765,0.768,0.783,0.765
Fgfr3,0.399,0.051,0.679,0.399,0.012,0.259,0.051,0.012,0.182,0.679,0.259,0.182
Olfr342,,,,,,,,,,,,
Gm8960,0.504,0.167,0.529,0.504,0.487,0.965,0.167,0.487,0.456,0.529,0.965,0.456
Zscan4f,1.0,0.78,1.0,1.0,0.795,1.0,0.78,0.795,0.761,1.0,1.0,0.761
Nucb2,0.576,0.396,0.963,0.576,0.793,0.634,0.396,0.793,0.457,0.963,0.634,0.457
Hoxc11,,,,,,,,,,,,
Rps2,0.808,0.423,0.975,0.808,0.34,0.846,0.423,0.34,0.447,0.975,0.846,0.447
Gm12583,0.636,0.598,0.855,0.636,0.963,0.782,0.598,0.963,0.745,0.855,0.782,0.745
Ak7,0.353,0.321,0.625,0.353,0.944,0.686,0.321,0.944,0.639,0.625,0.686,0.639
Gm13714,,,,,,,,,,,,
Gm18769,,,,,,,,,,,,
Gm8703,,,,,,,,,,,,
Gm37108,0.431,0.93,0.379,0.431,0.419,0.941,0.93,0.419,0.372,0.379,0.941,0.372
AC127236.1,0.657,0.909,0.907,0.657,0.765,0.766,0.909,0.765,0.998,0.907,0.766,0.998
Szrd1,0.912,0.151,0.932,0.912,0.158,0.981,0.151,0.158,0.164,0.932,0.981,0.164
Slc8a2,0.846,0.45,0.164,0.846,0.384,0.141,0.45,0.384,0.588,0.164,0.141,0.588
Igkv3-8,,,,,,,,,,,,
Arnt,0.432,0.662,0.38,0.432,0.264,0.934,0.662,0.264,0.23,0.38,0.934,0.23
Gm8529,0.828,0.778,0.935,0.828,0.647,0.784,0.778,0.647,0.857,0.935,0.784,0.857
Cops7b,0.911,0.311,0.42,0.911,0.41,0.401,0.311,0.41,0.096,0.42,0.401,0.096
Zfhx2,0.225,0.677,0.447,0.225,0.136,0.677,0.677,0.136,0.282,0.447,0.677,0.282
Gm5371,1.0,0.768,0.768,1.0,0.783,0.783,0.768,0.783,0.999,0.768,0.783,0.999
Gm17973,,,,,,,,,,,,
Pole3,0.839,0.529,1.0,0.839,0.446,0.852,0.529,0.446,0.564,1.0,0.852,0.564
Fscn3,0.486,0.328,0.55,0.486,0.129,0.924,0.328,0.129,0.151,0.55,0.924,0.151
Gm12271,0.757,1.0,0.594,0.757,0.755,0.845,1.0,0.755,0.606,0.594,0.845,0.606
Olfr588-ps1,0.411,0.333,0.738,0.411,0.897,0.652,0.333,0.897,0.56,0.738,0.652,0.56
R3hcc1,0.15,0.244,0.125,0.15,0.795,0.936,0.244,0.795,0.733,0.125,0.936,0.733
Gm47724,0.594,1.0,1.0,0.594,0.606,0.592,1.0,0.606,1.0,1.0,0.592,1.0
Actn2,0.107,0.482,0.567,0.107,0.404,0.343,0.482,0.404,0.907,0.567,0.343,0.907
Gm11834,,,,,,,,,,,,
Cyp2d12,0.58,1.0,1.0,0.58,0.594,0.58,1.0,0.594,1.0,1.0,0.58,1.0
Gm48813,,,,,,,,,,,,
Terb2,0.671,0.651,0.635,0.671,1.0,1.0,0.651,1.0,1.0,0.635,1.0,1.0
Irf2bpl,0.788,0.093,0.317,0.788,0.198,0.504,0.093,0.198,0.535,0.317,0.504,0.535
H2afv,0.879,0.511,0.919,0.879,0.645,0.963,0.511,0.645,0.611,0.919,0.963,0.611
Marco,0.737,0.741,0.895,0.737,0.987,0.67,0.741,0.987,0.676,0.895,0.67,0.676
Faxc,0.601,0.845,0.235,0.601,0.763,0.546,0.845,0.763,0.363,0.235,0.546,0.363
Aes,0.737,0.756,0.747,0.737,0.555,0.548,0.756,0.555,0.992,0.747,0.548,0.992
Prdx1,0.495,0.913,0.701,0.495,0.601,0.785,0.913,0.601,0.803,0.701,0.785,0.803
AC124231.2,,,,,,,,,,,,
Gjc3,0.725,0.657,0.776,0.725,0.935,0.948,0.657,0.935,0.883,0.776,0.948,0.883
Gm20804,,,,,,,,,,,,
Gm6264,0.177,0.786,0.627,0.177,0.319,0.092,0.786,0.319,0.484,0.627,0.092,0.484
Gm14124,0.747,0.569,0.613,0.747,0.823,0.868,0.569,0.823,0.953,0.613,0.868,0.953
Hdgfl2,0.657,0.148,0.993,0.657,0.084,0.69,0.148,0.084,0.183,0.993,0.69,0.183
Fam207a,0.429,0.736,0.39,0.429,0.677,0.132,0.736,0.677,0.273,0.39,0.132,0.273
Rplp0-ps1,0.743,0.695,0.876,0.743,0.511,0.657,0.695,0.511,0.825,0.876,0.657,0.825
Gm21939,0.554,0.741,0.806,0.554,0.393,0.436,0.741,0.393,0.938,0.806,0.436,0.938
Dock4,0.656,0.83,0.724,0.656,0.831,0.927,0.83,0.831,0.901,0.724,0.927,0.901
Rpl31-ps23,,,,,,,,,,,,
Gm21497,,,,,,,,,,,,
Apold1,0.617,0.687,0.469,0.617,0.409,0.841,0.687,0.409,0.302,0.469,0.841,0.302
Smt3h1-ps,,,,,,,,,,,,
Gm20604,0.484,0.254,0.331,0.484,0.689,0.807,0.254,0.689,0.875,0.331,0.807,0.875
Lilr4b,0.711,0.72,0.549,0.711,0.992,0.835,0.72,0.992,0.827,0.549,0.835,0.827
Pdc,,,,,,,,,,,,
Gm7413,0.871,0.249,0.958,0.871,0.345,0.919,0.249,0.345,0.298,0.958,0.919,0.298
H3f3c,0.804,0.166,0.157,0.804,0.134,0.127,0.166,0.134,1.0,0.157,0.127,1.0
Ptpa,0.766,0.824,0.452,0.766,0.635,0.678,0.824,0.635,0.373,0.452,0.678,0.373
Hoxd3,,,,,,,,,,,,
Cebpd,0.284,0.223,0.263,0.284,0.897,0.971,0.223,0.897,0.925,0.263,0.971,0.925
Slc8a3,0.321,0.889,0.87,0.321,0.304,0.294,0.889,0.304,1.0,0.87,0.294,1.0
Gm49626,0.821,0.748,0.351,0.821,0.933,0.518,0.748,0.933,0.572,0.351,0.518,0.572
Sec62,0.314,0.101,0.277,0.314,0.563,0.942,0.101,0.563,0.612,0.277,0.942,0.612
Gm12936,0.828,0.807,0.791,0.828,1.0,1.0,0.807,1.0,1.0,0.791,1.0,1.0
Gm18119,0.548,0.524,0.485,0.548,0.975,0.934,0.524,0.975,0.959,0.485,0.934,0.959
Nme9,,,,,,,,,,,,
Tspan6,0.791,0.002,0.359,0.791,0.003,0.55,0.002,0.003,0.0,0.359,0.55,0.0
Lyplal1,1.0,0.78,1.0,1.0,0.795,1.0,0.78,0.795,0.761,1.0,1.0,0.761
Gm9246,0.828,0.807,0.791,0.828,1.0,1.0,0.807,1.0,1.0,0.791,1.0,1.0
Gm21994,1.0,0.503,1.0,1.0,0.54,1.0,0.503,0.54,0.51,1.0,1.0,0.51
Scp2d1,,,,,,,,,,,,
Upp1,0.595,0.724,0.704,0.595,0.409,0.397,0.724,0.409,0.978,0.704,0.397,0.978
Gm4796,0.747,0.766,0.263,0.747,0.572,0.467,0.766,0.572,0.206,0.263,0.467,0.206
Psg20,,,,,,,,,,,,
Akr1c14,,,,,,,,,,,,
Olfr1492-ps1,,,,,,,,,,,,
Gm49855,,,,,,,,,,,,
Il1r2,0.94,0.787,0.423,0.94,0.861,0.43,0.787,0.861,0.328,0.423,0.43,0.328
Gm12216,0.227,0.818,0.156,0.227,0.369,0.852,0.818,0.369,0.276,0.156,0.852,0.276
Gm11803,0.828,0.807,0.791,0.828,1.0,1.0,0.807,1.0,1.0,0.791,1.0,1.0
Gm21119,0.994,0.213,0.201,0.994,0.251,0.239,0.213,0.251,1.0,0.201,0.239,1.0
Maf1,0.634,0.522,0.486,0.634,0.881,0.841,0.522,0.881,0.959,0.486,0.841,0.959
Adamdec1,0.703,0.495,0.54,0.703,0.332,0.834,0.495,0.332,0.238,0.54,0.834,0.238
Mms22l,0.702,0.402,0.912,0.702,0.265,0.804,0.402,0.265,0.386,0.912,0.804,0.386
Gm45673,,,,,,,,,,,,
Rpl21-ps15,0.168,1.0,0.273,0.168,0.2,0.792,1.0,0.2,0.303,0.273,0.792,0.303
Gm45420,1.0,0.767,1.0,1.0,0.783,1.0,0.767,0.783,0.749,1.0,1.0,0.749
Gm18901,0.959,0.817,0.952,0.959,0.797,0.994,0.817,0.797,0.789,0.952,0.994,0.789
Pelp1,0.48,0.239,0.984,0.48,0.669,0.504,0.239,0.669,0.272,0.984,0.504,0.272
Mup-ps1,,,,,,,,,,,,
Gpi1,0.931,0.778,0.298,0.931,0.858,0.384,0.778,0.858,0.489,0.298,0.384,0.489
Zfp964,0.581,0.669,0.629,0.581,0.909,0.948,0.669,0.909,0.96,0.629,0.948,0.96
Gm18962,,,,,,,,,,,,
Serp1,0.941,0.768,0.96,0.941,0.736,0.909,0.768,0.736,0.823,0.96,0.909,0.823
Gm28688,,,,,,,,,,,,
Frrs1l,0.951,0.644,0.777,0.951,0.716,0.84,0.644,0.716,0.869,0.777,0.84,0.869
Gm15227,,,,,,,,,,,,
Gm19418,,,,,,,,,,,,
Gm13887,0.828,0.807,0.791,0.828,1.0,1.0,0.807,1.0,1.0,0.791,1.0,1.0
Rxfp2,,,,,,,,,,,,
Gm13720,,,,,,,,,,,,
Gfpt1,0.51,0.72,0.745,0.51,0.784,0.76,0.72,0.784,0.975,0.745,0.76,0.975
Mbtps1,0.726,0.129,0.336,0.726,0.287,0.23,0.129,0.287,0.023,0.336,0.23,0.023
Gm8689,,,,,,,,,,,,
Gm17786,0.738,0.578,0.751,0.738,0.848,0.985,0.578,0.848,0.832,0.751,0.985,0.832
Gm14570,,,,,,,,,,,,
Olfr1088-ps1,,,,,,,,,,,,
Gm28184,,,,,,,,,,,,
Gm28203,,,,,,,,,,,,
Gm6334,,,,,,,,,,,,
Myf6,,,,,,,,,,,,
Gm7592,1.0,1.0,0.413,1.0,1.0,0.454,1.0,1.0,0.439,0.413,0.454,0.439
Trip12,0.261,0.209,0.533,0.261,0.905,0.647,0.209,0.905,0.564,0.533,0.647,0.564
Obox4-ps8,,,,,,,,,,,,
Fmr1,0.797,0.721,0.804,0.797,0.927,0.993,0.721,0.927,0.92,0.804,0.993,0.92
Armc12,0.919,0.896,0.733,0.919,0.979,0.688,0.896,0.979,0.667,0.733,0.688,0.667
Gm17542,,,,,,,,,,,,
Gm8050,0.228,0.922,0.21,0.228,0.296,0.03,0.922,0.296,0.219,0.21,0.03,0.219
Olfr715b,0.799,0.917,0.732,0.799,0.889,0.584,0.917,0.889,0.682,0.732,0.584,0.682
H60c,0.751,0.767,1.0,0.751,0.984,0.734,0.767,0.984,0.749,1.0,0.734,0.749
Bdh1,0.277,0.05,0.177,0.277,0.005,0.026,0.05,0.005,0.58,0.177,0.026,0.58
Gm28768,,,,,,,,,,,,
Setd6,0.647,0.611,0.196,0.647,0.964,0.446,0.611,0.964,0.472,0.196,0.446,0.472
Fam8a1,0.812,0.135,0.158,0.812,0.25,0.283,0.135,0.25,0.937,0.158,0.283,0.937
Mcfd2,0.982,0.661,0.95,0.982,0.703,0.971,0.661,0.703,0.729,0.95,0.971,0.729
Gm38119,,,,,,,,,,,,
Gm43675,,,,,,,,,,,,
Mettl7b,,,,,,,,,,,,
Nop16,0.941,0.931,0.499,0.941,0.883,0.493,0.931,0.883,0.59,0.499,0.493,0.59
Gm8774,1.0,1.0,0.803,1.0,1.0,0.815,1.0,1.0,0.796,0.803,0.815,0.796
Tmem211,,,,,,,,,,,,
Gm14568,,,,,,,,,,,,
Birc5,0.993,0.53,0.603,0.993,0.561,0.64,0.53,0.561,0.294,0.603,0.64,0.294
Prss23,0.902,0.793,0.976,0.902,0.724,0.889,0.793,0.724,0.832,0.976,0.889,0.832
Gm8319,0.947,0.58,0.934,0.947,0.569,0.891,0.58,0.569,0.662,0.934,0.891,0.662
Gm8693,,,,,,,,,,,,
Aadacl3,,,,,,,,,,,,
Cpne7,0.922,0.041,0.59,0.922,0.05,0.684,0.041,0.05,0.018,0.59,0.684,0.018
Gm13024,1.0,1.0,0.803,1.0,1.0,0.815,1.0,1.0,0.796,0.803,0.815,0.796
Epha8,0.158,0.17,0.281,0.158,0.965,0.75,0.17,0.965,0.783,0.281,0.75,0.783
Mmp1b,,,,,,,,,,,,
Olfr1281,0.441,0.316,0.507,0.441,0.829,0.913,0.316,0.829,0.743,0.507,0.913,0.743
Gm13196,0.822,0.774,0.745,0.822,0.639,0.613,0.774,0.639,0.972,0.745,0.613,0.972
Rdh16,0.439,0.766,0.751,0.439,0.329,0.317,0.766,0.329,0.988,0.751,0.317,0.988
Gm20008,0.996,0.702,1.0,0.996,0.723,0.997,0.702,0.723,0.725,1.0,0.997,0.725
Gm19989,,,,,,,,,,,,
Foxp4,0.151,0.484,0.501,0.151,0.502,0.484,0.484,0.502,0.978,0.501,0.484,0.978
Mon1a,0.722,0.607,0.533,0.722,0.885,0.808,0.607,0.885,0.921,0.533,0.808,0.921
Oosp3,,,,,,,,,,,,
Arid3b,0.892,0.34,0.305,0.892,0.319,0.417,0.34,0.319,0.07,0.305,0.417,0.07
Abi3bp,0.751,1.0,1.0,0.751,0.749,0.734,1.0,0.749,1.0,1.0,0.734,1.0
Lmbr1,0.929,0.725,0.996,0.929,0.682,0.937,0.725,0.682,0.738,0.996,0.937,0.738
Vmn1r19,0.944,0.99,0.471,0.944,0.939,0.556,0.99,0.939,0.504,0.471,0.556,0.504
Olfr518,0.576,0.952,0.732,0.576,0.647,0.839,0.952,0.647,0.796,0.732,0.839,0.796
Ear-ps2,0.828,0.807,0.791,0.828,1.0,1.0,0.807,1.0,1.0,0.791,1.0,1.0
Tnrc6a,0.188,0.588,0.318,0.188,0.48,0.77,0.588,0.48,0.678,0.318,0.77,0.678
Pggt1b,0.362,0.667,0.193,0.362,0.661,0.724,0.667,0.661,0.428,0.193,0.724,0.428
Rpl10-ps3,0.747,0.39,0.765,0.747,0.28,0.983,0.39,0.28,0.29,0.765,0.983,0.29
Usp12,0.081,0.328,0.456,0.081,0.484,0.361,0.328,0.484,0.832,0.456,0.361,0.832
Gm13687,1.0,1.0,0.803,1.0,1.0,0.815,1.0,1.0,0.796,0.803,0.815,0.796
Gm9360,,,,,,,,,,,,
Gm44208,0.751,1.0,0.767,0.751,0.75,0.984,1.0,0.75,0.764,0.767,0.984,0.764
Cyp11b1,0.587,1.0,0.652,0.587,0.6,0.933,1.0,0.6,0.659,0.652,0.933,0.659
Gm43214,,,,,,,,,,,,
Timm21,0.902,0.728,0.774,0.902,0.667,0.707,0.728,0.667,0.957,0.774,0.707,0.957
Cpsf7,0.354,0.26,0.513,0.354,0.858,0.801,0.26,0.858,0.666,0.513,0.801,0.666
Veph1,0.92,0.45,0.713,0.92,0.432,0.807,0.45,0.432,0.3,0.713,0.807,0.3
Mapt,0.814,0.87,0.333,0.814,0.948,0.266,0.87,0.948,0.294,0.333,0.266,0.294
Gm6358,,,,,,,,,,,,
Gm48864,,,,,,,,,,,,
AC129217.1,0.799,0.113,0.108,0.799,0.216,0.209,0.113,0.216,1.0,0.108,0.209,1.0
Traj21,0.83,0.942,0.213,0.83,0.896,0.348,0.942,0.896,0.283,0.213,0.348,0.283
Gm8356,0.818,0.942,0.765,0.818,0.782,0.626,0.942,0.782,0.838,0.765,0.626,0.838
3110082J24Rik,0.751,1.0,1.0,0.751,0.749,0.734,1.0,0.749,1.0,1.0,0.734,1.0
Map3k20,0.966,0.021,0.39,0.966,0.034,0.45,0.021,0.034,0.16,0.39,0.45,0.16
Gm5788,,,,,,,,,,,,
Gm45753,0.828,0.933,0.791,0.828,0.783,1.0,0.933,0.783,0.749,0.791,1.0,0.749
Bcl9,0.155,0.78,0.235,0.155,0.115,0.823,0.78,0.115,0.174,0.235,0.823,0.174
Gm9644,0.481,0.606,0.845,0.481,0.269,0.406,0.606,0.269,0.769,0.845,0.406,0.769
Gm5487,0.751,0.767,1.0,0.751,0.984,0.734,0.767,0.984,0.749,1.0,0.734,0.749
Ighv9-3,0.429,0.444,0.775,0.429,0.981,0.655,0.444,0.981,0.672,0.775,0.655,0.672
Gm11279,,,,,,,,,,,,
Gm813,,,,,,,,,,,,
Ipo5,0.957,0.387,0.939,0.957,0.459,0.983,0.387,0.459,0.471,0.939,0.983,0.471
Gm13193,0.751,1.0,1.0,0.751,0.749,0.734,1.0,0.749,1.0,1.0,0.734,1.0
Hcrtr2,,,,,,,,,,,,
Fitm2,0.444,0.567,0.759,0.444,0.858,0.673,0.567,0.858,0.807,0.759,0.673,0.807
Gm28882,0.828,0.807,0.791,0.828,1.0,1.0,0.807,1.0,1.0,0.791,1.0,1.0
Crtap,0.891,0.793,0.919,0.891,0.908,0.974,0.793,0.908,0.883,0.919,0.974,0.883
Hormad2,0.233,0.084,0.605,0.233,0.581,0.532,0.084,0.581,0.252,0.605,0.532,0.252
Fam3b,0.293,0.711,0.946,0.293,0.198,0.366,0.711,0.198,0.684,0.946,0.366,0.684
Kif21a,1.0,0.513,0.877,1.0,0.548,0.884,0.513,0.548,0.645,0.877,0.884,0.645
Zfp658,0.913,0.611,0.268,0.913,0.716,0.362,0.611,0.716,0.583,0.268,0.362,0.583
Gm19131,0.439,0.58,0.947,0.439,0.837,0.442,0.58,0.837,0.57,0.947,0.442,0.57
AC120011.1,,,,,,,,,,,,
Pmpca,0.81,0.468,0.66,0.81,0.658,0.856,0.468,0.658,0.794,0.66,0.856,0.794
Cldn2,,,,,,,,,,,,
Iyd,1.0,0.767,1.0,1.0,0.783,1.0,0.767,0.783,0.749,1.0,1.0,0.749
Gm6763,,,,,,,,,,,,
Pcdha8,,,,,,,,,,,,
Btbd35f13,,,,,,,,,,,,
Gm43393,,,,,,,,,,,,
Gm6486,,,,,,,,,,,,
Dok7,0.078,0.371,0.084,0.078,0.417,0.945,0.371,0.417,0.448,0.084,0.945,0.448
Ppm1d,0.422,0.54,0.437,0.422,0.86,0.979,0.54,0.86,0.88,0.437,0.979,0.88
Gm49480,,,,,,,,,,,,
Dscaml1,,,,,,,,,,,,
Tfap2d,,,,,,,,,,,,
Olfr955,,,,,,,,,,,,
