gene_name,Ctrl_vs_Chd7_1,Ctrl_vs_Chd7_2,Ctrl_vs_Chd7_3,Chd7_1_vs_Ctrl,Chd7_1_vs_Chd7_2,Chd7_1_vs_Chd7_3,Chd7_2_vs_Ctrl,Chd7_2_vs_Chd7_1,Chd7_2_vs_Chd7_3,Chd7_3_vs_Ctrl,Chd7_3_vs_Chd7_1,Chd7_3_vs_Chd7_2
Cdt1,-0.024,-0.36,-0.135,0.024,-0.335,-0.111,0.36,0.335,0.224,0.135,0.111,-0.224
Zfp42,-0.077,0.598,0.84,0.077,0.675,0.917,-0.598,-0.675,0.242,-0.84,-0.917,-0.242
Gm47062,-0.558,-0.049,0.842,0.558,0.509,1.401,0.049,-0.509,0.892,-0.842,-1.401,-0.892
Gm14234,,,,,,,,,,,,
Actl6b,-0.938,-2.077,-1.416,0.938,-1.14,-0.478,2.077,1.14,0.661,1.416,0.478,-0.661
Vamp1,0.131,-0.181,0.079,-0.131,-0.312,-0.053,0.181,0.312,0.259,-0.079,0.053,-0.259
Gm14986,,,,,,,,,,,,
Rpl21-ps3,1.143,0.366,4.42,-1.143,-0.776,3.277,-0.366,0.776,4.054,-4.42,-3.277,-4.054
Gm29742,,,,,,,,,,,,
Paics,0.052,-0.13,0.058,-0.052,-0.182,0.006,0.13,0.182,0.189,-0.058,-0.006,-0.189
Tmem167b,0.052,0.122,0.18,-0.052,0.07,0.127,-0.122,-0.07,0.057,-0.18,-0.127,-0.057
Gm14515,,,,,,,,,,,,
Msantd2,-0.193,-0.173,-0.087,0.193,0.02,0.106,0.173,-0.02,0.086,0.087,-0.106,-0.086
Gm18021,,,,,,,,,,,,
Gm6351,,,,,,,,,,,,
Taar7a,,,,,,,,,,,,
Mymk,,,,,,,,,,,,
Ccdc173,0.293,0.136,0.048,-0.293,-0.156,-0.244,-0.136,0.156,-0.088,-0.048,0.244,0.088
Gm10190,-1.416,-1.256,-1.137,1.416,0.16,0.279,1.256,-0.16,0.119,1.137,-0.279,-0.119
Asrgl1,0.264,-0.018,0.216,-0.264,-0.282,-0.047,0.018,0.282,0.235,-0.216,0.047,-0.235
Olfr432,-0.236,-0.619,-0.196,0.236,-0.384,0.039,0.619,0.384,0.423,0.196,-0.039,-0.423
Rangrf,0.58,0.191,-0.18,-0.58,-0.389,-0.759,-0.191,0.389,-0.371,0.18,0.759,0.371
Gm18559,,,,,,,,,,,,
Gm37330,,,,,,,,,,,,
Vmn2r-ps44,,,,,,,,,,,,
Traf6,0.086,-0.015,-0.006,-0.086,-0.101,-0.092,0.015,0.101,0.009,0.006,0.092,-0.009
Gm18782,,,,,,,,,,,,
Tcf25,-0.092,-0.044,0.159,0.092,0.048,0.251,0.044,-0.048,0.203,-0.159,-0.251,-0.203
Gm48451,0.0,-1.271,0.0,0.0,-1.299,0.0,1.271,1.299,1.522,0.0,0.0,-1.522
Adtrp,-2.026,-2.361,-1.087,2.026,-0.334,0.94,2.361,0.334,1.274,1.087,-0.94,-1.274
Olfr141,,,,,,,,,,,,
Gm13254,,,,,,,,,,,,
Cep89,-0.029,0.098,-0.079,0.029,0.127,-0.049,-0.098,-0.127,-0.176,0.079,0.049,0.176
Gm14660,,,,,,,,,,,,
Ces1c,,,,,,,,,,,,
Vmn2r53,-0.092,0.004,-0.11,0.092,0.096,-0.018,-0.004,-0.096,-0.114,0.11,0.018,0.114
Zbtb5,-0.008,0.01,0.023,0.008,0.017,0.031,-0.01,-0.017,0.013,-0.023,-0.031,-0.013
Rpl19-ps12,1.882,2.583,0.25,-1.882,0.701,-1.631,-2.583,-0.701,-2.333,-0.25,1.631,2.333
Olfr19,,,,,,,,,,,,
Irx3,0.0,-1.347,0.0,0.0,-1.374,0.0,1.347,1.374,1.597,0.0,0.0,-1.597
Svep1,-0.176,0.5,-0.175,0.176,0.675,0.001,-0.5,-0.675,-0.674,0.175,-0.001,0.674
Adm,0.059,2.351,1.762,-0.059,2.293,1.703,-2.351,-2.293,-0.59,-1.762,-1.703,0.59
Gm42472,,,,,,,,,,,,
Gm8190,,,,,,,,,,,,
Bag2,0.262,-0.101,0.363,-0.262,-0.363,0.101,0.101,0.363,0.464,-0.363,-0.101,-0.464
Zfp346,-0.095,0.095,-0.03,0.095,0.19,0.065,-0.095,-0.19,-0.125,0.03,-0.065,0.125
Gm3099,,,,,,,,,,,,
Gm37380,,,,,,,,,,,,
Gm5373,-0.142,-0.432,-0.693,0.142,-0.29,-0.55,0.432,0.29,-0.26,0.693,0.55,0.26
Smim3,0.399,-0.215,0.204,-0.399,-0.614,-0.195,0.215,0.614,0.42,-0.204,0.195,-0.42
Ablim1,-0.108,-0.072,-0.088,0.108,0.036,0.02,0.072,-0.036,-0.016,0.088,-0.02,0.016
Lrriq4,-1.404,-1.27,0.0,1.404,0.134,1.654,1.27,-0.134,1.52,0.0,-1.654,-1.52
Gm4654,-2.717,-3.012,-2.475,2.717,-0.295,0.242,3.012,0.295,0.537,2.475,-0.242,-0.537
Gm28628,,,,,,,,,,,,
Gm8091,-1.404,0.0,-1.135,1.404,1.553,0.269,0.0,-1.553,-1.285,1.135,-0.269,1.285
Plk-ps1,-1.448,-1.346,0.0,1.448,0.102,1.698,1.346,-0.102,1.597,0.0,-1.698,-1.597
Scml1,,,,,,,,,,,,
Gm44018,-1.402,0.0,0.0,1.402,1.552,1.652,0.0,-1.552,0.0,0.0,-1.652,0.0
Gm5145,,,,,,,,,,,,
Ppil6,-1.188,-0.169,-0.504,1.188,1.019,0.684,0.169,-1.019,-0.336,0.504,-0.684,0.336
Olfr1043,0.454,0.995,1.66,-0.454,0.541,1.206,-0.995,-0.541,0.665,-1.66,-1.206,-0.665
Tm4sf20,2.078,-0.306,2.301,-2.078,-2.385,0.0,0.306,2.385,2.607,-2.301,0.0,-2.607
Baiap2l1,0.0,-1.347,0.0,0.0,-1.374,0.0,1.347,1.374,1.597,0.0,0.0,-1.597
Mvk,0.182,-0.096,-0.054,-0.182,-0.278,-0.236,0.096,0.278,0.042,0.054,0.236,-0.042
Tnrc6b,-0.209,-0.188,-0.25,0.209,0.021,-0.041,0.188,-0.021,-0.062,0.25,0.041,0.062
Ighv1-41,,,,,,,,,,,,
Fkbp1a-ps1,,,,,,,,,,,,
Tgm7,1.203,0.408,0.982,-1.203,-0.795,-0.22,-0.408,0.795,0.575,-0.982,0.22,-0.575
Gm28443,,,,,,,,,,,,
AC125059.2,0.989,1.112,1.212,-0.989,0.0,0.0,-1.112,0.0,0.0,-1.212,0.0,0.0
Ttll9,-0.116,-1.147,-0.917,0.116,-1.032,-0.801,1.147,1.032,0.23,0.917,0.801,-0.23
Tnfsf15,-0.441,0.622,-0.459,0.441,1.063,-0.017,-0.622,-1.063,-1.081,0.459,0.017,1.081
Gm19410,,,,,,,,,,,,
Slamf7,0.266,0.365,0.241,-0.266,0.098,-0.025,-0.365,-0.098,-0.124,-0.241,0.025,0.124
9530077C05Rik,1.055,-0.518,-0.446,-1.055,-1.573,-1.501,0.518,1.573,0.072,0.446,1.501,-0.072
Gm7818,,,,,,,,,,,,
Dio1,,,,,,,,,,,,
Gm13577,-2.99,-5.095,0.0,2.99,-2.105,3.24,5.095,2.105,5.346,0.0,-3.24,-5.346
Gm7450,0.175,0.277,-0.102,-0.175,0.102,-0.277,-0.277,-0.102,-0.379,0.102,0.277,0.379
Btnl5-ps,-0.304,-0.148,0.636,0.304,0.156,0.939,0.148,-0.156,0.783,-0.636,-0.939,-0.783
Sec16a,-0.08,-0.015,-0.07,0.08,0.065,0.011,0.015,-0.065,-0.055,0.07,-0.011,0.055
Egln2,0.134,0.291,0.117,-0.134,0.157,-0.017,-0.291,-0.157,-0.174,-0.117,0.017,0.174
Adam26a,,,,,,,,,,,,
Gm21677,,,,,,,,,,,,
Gm20935,,,,,,,,,,,,
Gm5157,-0.85,-0.513,-0.568,0.85,0.338,0.282,0.513,-0.338,-0.056,0.568,-0.282,0.056
Olfr715,-0.272,0.102,-0.133,0.272,0.374,0.139,-0.102,-0.374,-0.235,0.133,-0.139,0.235
Umad1,0.175,0.315,0.495,-0.175,0.14,0.32,-0.315,-0.14,0.18,-0.495,-0.32,-0.18
Bicc1,-0.574,-1.011,-0.637,0.574,-0.437,-0.063,1.011,0.437,0.375,0.637,0.063,-0.375
Ppcs,-0.012,0.083,-0.104,0.012,0.095,-0.093,-0.083,-0.095,-0.188,0.104,0.093,0.188
Gm42906,1.863,1.985,2.086,-1.863,0.0,0.0,-1.985,0.0,0.0,-2.086,0.0,0.0
Taf12,0.016,-0.067,0.037,-0.016,-0.082,0.021,0.067,0.082,0.103,-0.037,-0.021,-0.103
Upk2,,,,,,,,,,,,
Blvra,-0.083,-0.084,-0.104,0.083,-0.001,-0.022,0.084,0.001,-0.021,0.104,0.022,0.021
Gm7298,,,,,,,,,,,,
Krtap31-1,,,,,,,,,,,,
Cybb,-0.462,0.055,-0.383,0.462,0.516,0.079,-0.055,-0.516,-0.438,0.383,-0.079,0.438
Cdc42se1,0.009,0.016,0.055,-0.009,0.007,0.047,-0.016,-0.007,0.039,-0.055,-0.047,-0.039
Perm1,0.428,-0.701,-0.168,-0.428,-1.129,-0.596,0.701,1.129,0.533,0.168,0.596,-0.533
Gm50040,-1.442,0.0,-1.141,1.442,1.592,0.301,0.0,-1.592,-1.291,1.141,-0.301,1.291
Gm43752,-0.622,0.561,0.511,0.622,1.182,1.133,-0.561,-1.182,-0.049,-0.511,-1.133,0.049
Gm15803,,,,,,,,,,,,
Scai,-0.157,0.053,-0.033,0.157,0.211,0.124,-0.053,-0.211,-0.087,0.033,-0.124,0.087
Gm3370,,,,,,,,,,,,
Fam136a,-0.091,-0.27,-0.207,0.091,-0.18,-0.117,0.27,0.18,0.063,0.207,0.117,-0.063
Pi4kb,-0.08,0.041,0.25,0.08,0.121,0.33,-0.041,-0.121,0.209,-0.25,-0.33,-0.209
Rcsd1,-0.012,0.017,0.151,0.012,0.029,0.163,-0.017,-0.029,0.134,-0.151,-0.163,-0.134
H2af-ps,0.0,0.0,-1.339,0.0,0.0,-1.367,0.0,0.0,-1.489,1.339,1.367,1.489
Jmjd7,-0.032,-0.387,-0.07,0.032,-0.355,-0.038,0.387,0.355,0.317,0.07,0.038,-0.317
Olfr754-ps1,1.978,2.101,0.816,-1.978,0.0,-1.163,-2.101,0.0,-1.285,-0.816,1.163,1.285
Ndfip1,0.07,0.011,0.127,-0.07,-0.06,0.057,-0.011,0.06,0.117,-0.127,-0.057,-0.117
Dtd1,0.111,-0.104,-0.107,-0.111,-0.215,-0.219,0.104,0.215,-0.004,0.107,0.219,0.004
Gm29216,0.102,0.024,0.277,-0.102,-0.079,0.174,-0.024,0.079,0.253,-0.277,-0.174,-0.253
Gm12879,-0.034,0.135,-0.396,0.034,0.169,-0.363,-0.135,-0.169,-0.532,0.396,0.363,0.532
Wtip,0.003,1.738,0.321,-0.003,1.735,0.318,-1.738,-1.735,-1.417,-0.321,-0.318,1.417
Mansc1,0.289,-0.483,-0.182,-0.289,-0.771,-0.471,0.483,0.771,0.301,0.182,0.471,-0.301
Gm11450,-3.458,-2.33,-1.985,3.458,1.127,1.473,2.33,-1.127,0.346,1.985,-1.473,-0.346
Tex36,,,,,,,,,,,,
Tceanc,0.04,-0.269,0.034,-0.04,-0.31,-0.007,0.269,0.31,0.303,-0.034,0.007,-0.303
Gm11298,,,,,,,,,,,,
Gm13792,,,,,,,,,,,,
Gm28552,,,,,,,,,,,,
Gm13358,,,,,,,,,,,,
Gm4525,0.0,-1.271,0.0,0.0,-1.299,0.0,1.271,1.299,1.522,0.0,0.0,-1.522
Pik3r1,0.132,0.21,0.131,-0.132,0.078,-0.0,-0.21,-0.078,-0.078,-0.131,0.0,0.078
Vmn2r85,0.99,-0.309,1.212,-0.99,-1.298,0.0,0.309,1.298,1.521,-1.212,0.0,-1.521
Ttc19,0.135,0.137,0.069,-0.135,0.001,-0.066,-0.137,-0.001,-0.068,-0.069,0.066,0.068
Ddx43,-0.185,-0.535,-0.079,0.185,-0.35,0.106,0.535,0.35,0.456,0.079,-0.106,-0.456
Gm28356,-1.451,1.113,-0.363,1.451,2.565,1.088,-1.113,-2.565,-1.476,0.363,-1.088,1.476
Kcna6,0.062,0.207,-0.5,-0.062,0.145,-0.562,-0.207,-0.145,-0.707,0.5,0.562,0.707
Gm7240,-0.36,-0.224,-0.129,0.36,0.137,0.232,0.224,-0.137,0.095,0.129,-0.232,-0.095
Gnb3,0.991,1.114,-0.169,-0.991,0.0,-1.16,-1.114,0.0,-1.283,0.169,1.16,1.283
Prl5a1,,,,,,,,,,,,
Cdh3,,,,,,,,,,,,
Gm5649,,,,,,,,,,,,
Igkv4-59,-3.738,-2.799,-2.038,3.738,0.939,1.699,2.799,-0.939,0.76,2.038,-1.699,-0.76
Fbp2,,,,,,,,,,,,
Ttc7b,-0.011,0.435,-0.192,0.011,0.446,-0.181,-0.435,-0.446,-0.627,0.192,0.181,0.627
Vma21-ps,0.0,-1.271,0.0,0.0,-1.299,0.0,1.271,1.299,1.522,0.0,0.0,-1.522
Gtse1,0.14,-0.197,0.189,-0.14,-0.337,0.049,0.197,0.337,0.386,-0.189,-0.049,-0.386
Ldha-ps3,2.487,0.102,2.709,-2.487,-2.385,0.0,-0.102,2.385,2.607,-2.709,0.0,-2.607
Gm9630,,,,,,,,,,,,
Gm4017,-0.416,-0.57,-0.209,0.416,-0.154,0.207,0.57,0.154,0.361,0.209,-0.207,-0.361
Ypel1,-0.086,0.142,-0.01,0.086,0.228,0.076,-0.142,-0.228,-0.151,0.01,-0.076,0.151
Prdx2-ps1,-1.42,-0.359,-1.233,1.42,1.061,0.187,0.359,-1.061,-0.874,1.233,-0.187,0.874
Gm4302,,,,,,,,,,,,
Gm42543,,,,,,,,,,,,
Gm8950,,,,,,,,,,,,
Gm5935,,,,,,,,,,,,
Dpp9,0.038,0.047,0.021,-0.038,0.009,-0.017,-0.047,-0.009,-0.026,-0.021,0.017,0.026
Gm11787,,,,,,,,,,,,
Zdhhc5,-0.117,-0.118,-0.113,0.117,-0.001,0.004,0.118,0.001,0.006,0.113,-0.004,-0.006
Zbtb10,0.353,0.157,0.191,-0.353,-0.196,-0.162,-0.157,0.196,0.034,-0.191,0.162,-0.034
Gm18537,-0.724,-0.794,-0.777,0.724,-0.07,-0.053,0.794,0.07,0.017,0.777,0.053,-0.017
Aamp,0.047,-0.041,0.04,-0.047,-0.088,-0.007,0.041,0.088,0.081,-0.04,0.007,-0.081
Traj30,-0.017,0.038,-0.584,0.017,0.054,-0.567,-0.038,-0.054,-0.622,0.584,0.567,0.622
Psmf1,-0.113,-0.078,-0.122,0.113,0.034,-0.009,0.078,-0.034,-0.043,0.122,0.009,0.043
Gm20865,0.0,-1.347,0.0,0.0,-1.374,0.0,1.347,1.374,1.597,0.0,0.0,-1.597
Mapkapk2,-0.049,-0.051,0.046,0.049,-0.002,0.095,0.051,0.002,0.097,-0.046,-0.095,-0.097
Usp17ld,0.0,-1.271,0.0,0.0,-1.299,0.0,1.271,1.299,1.522,0.0,0.0,-1.522
Hist1h4h,0.088,-0.314,-0.077,-0.088,-0.402,-0.165,0.314,0.402,0.237,0.077,0.165,-0.237
Rpl23a-ps5,0.749,0.352,-0.386,-0.749,-0.398,-1.136,-0.352,0.398,-0.738,0.386,1.136,0.738
Igkv8-28,0.0,-2.565,-2.252,0.0,-2.592,-2.279,2.565,2.592,0.313,2.252,2.279,-0.313
Smpd1,0.05,0.202,0.12,-0.05,0.153,0.07,-0.202,-0.153,-0.083,-0.12,-0.07,0.083
Olfr1249,,,,,,,,,,,,
Gm8290,0.042,0.933,-0.036,-0.042,0.892,-0.078,-0.933,-0.892,-0.969,0.036,0.078,0.969
Tcap,-0.548,0.34,0.072,0.548,0.888,0.62,-0.34,-0.888,-0.268,-0.072,-0.62,0.268
Gm15225,,,,,,,,,,,,
Syngr1,2.726,-0.474,1.436,-2.726,-3.199,-1.29,0.474,3.199,1.909,-1.436,1.29,-1.909
Thap12,0.163,-0.246,-0.107,-0.163,-0.409,-0.27,0.246,0.409,0.138,0.107,0.27,-0.138
Zfp691,-0.12,0.041,0.014,0.12,0.161,0.134,-0.041,-0.161,-0.027,-0.014,-0.134,0.027
Vps50,0.28,-0.097,0.018,-0.28,-0.377,-0.262,0.097,0.377,0.116,-0.018,0.262,-0.116
Gpr142,,,,,,,,,,,,
Gm5272,-0.477,-1.259,-0.175,0.477,-0.782,0.302,1.259,0.782,1.084,0.175,-0.302,-1.084
Idua,-0.146,0.052,-0.503,0.146,0.198,-0.357,-0.052,-0.198,-0.555,0.503,0.357,0.555
Gm14983,,,,,,,,,,,,
Trgj2,-0.194,-0.097,-0.518,0.194,0.097,-0.325,0.097,-0.097,-0.421,0.518,0.325,0.421
Abcc5,-0.359,0.155,-0.093,0.359,0.514,0.266,-0.155,-0.514,-0.248,0.093,-0.266,0.248
Gm6092,-0.461,-0.39,0.48,0.461,0.071,0.941,0.39,-0.071,0.87,-0.48,-0.941,-0.87
Samsn1,0.152,0.008,0.221,-0.152,-0.144,0.069,-0.008,0.144,0.213,-0.221,-0.069,-0.213
Tex21,1.032,-0.233,1.254,-1.032,-1.265,0.0,0.233,1.265,1.487,-1.254,0.0,-1.487
Gm26959,,,,,,,,,,,,
Gm14586,-0.031,-0.874,0.068,0.031,-0.843,0.099,0.874,0.843,0.941,-0.068,-0.099,-0.941
Tmem189,0.062,-0.02,0.025,-0.062,-0.082,-0.037,0.02,0.082,0.045,-0.025,0.037,-0.045
Mtfmt,-0.062,-0.052,-0.103,0.062,0.01,-0.041,0.052,-0.01,-0.051,0.103,0.041,0.051
Rcan3,-0.259,-0.23,-0.023,0.259,0.029,0.235,0.23,-0.029,0.206,0.023,-0.235,-0.206
Ppp3cb,-0.045,-0.044,-0.014,0.045,0.001,0.031,0.044,-0.001,0.03,0.014,-0.031,-0.03
Marveld2,-0.338,-0.184,0.124,0.338,0.154,0.462,0.184,-0.154,0.308,-0.124,-0.462,-0.308
Tmbim6,0.032,0.025,0.018,-0.032,-0.007,-0.013,-0.025,0.007,-0.007,-0.018,0.013,0.007
Gm47387,,,,,,,,,,,,
Wfdc17,-0.899,-0.278,-0.977,0.899,0.621,-0.077,0.278,-0.621,-0.698,0.977,0.077,0.698
Zfp362,0.165,0.265,0.316,-0.165,0.1,0.151,-0.265,-0.1,0.051,-0.316,-0.151,-0.051
Trav13-1,0.598,0.662,0.143,-0.598,0.064,-0.455,-0.662,-0.064,-0.519,-0.143,0.455,0.519
Bcar3,-0.413,-0.031,0.147,0.413,0.383,0.56,0.031,-0.383,0.178,-0.147,-0.56,-0.178
Gm48244,,,,,,,,,,,,
Slc13a3,-2.37,0.128,-2.566,2.37,2.497,-0.197,-0.128,-2.497,-2.694,2.566,0.197,2.694
Myom1,1.379,0.005,0.883,-1.379,-1.374,-0.496,-0.005,1.374,0.878,-0.883,0.496,-0.878
Snap29,0.028,0.02,0.069,-0.028,-0.008,0.041,-0.02,0.008,0.049,-0.069,-0.041,-0.049
Trappc2,-0.351,0.11,-0.009,0.351,0.462,0.342,-0.11,-0.462,-0.12,0.009,-0.342,0.12
Nyap1,0.016,0.213,0.124,-0.016,0.197,0.108,-0.213,-0.197,-0.089,-0.124,-0.108,0.089
Bhlha9,,,,,,,,,,,,
Gm6040,,,,,,,,,,,,
Gm13379,0.469,0.551,-0.315,-0.469,0.082,-0.784,-0.551,-0.082,-0.866,0.315,0.784,0.866
Wnk2,-3.414,-1.3,0.0,3.414,2.114,3.665,1.3,-2.114,1.551,0.0,-3.665,-1.551
Gm18409,,,,,,,,,,,,
Tfcp2l1,0.221,0.193,0.542,-0.221,-0.027,0.321,-0.193,0.027,0.349,-0.542,-0.321,-0.349
Plpp3,1.264,2.74,0.413,-1.264,1.476,-0.851,-2.74,-1.476,-2.328,-0.413,0.851,2.328
Dnajc6,-0.097,-0.517,-0.622,0.097,-0.419,-0.525,0.517,0.419,-0.106,0.622,0.525,0.106
Thoc6,-0.089,-0.19,-0.087,0.089,-0.101,0.003,0.19,0.101,0.104,0.087,-0.003,-0.104
Btbd35f6,,,,,,,,,,,,
Rgl2,0.034,0.008,-0.104,-0.034,-0.026,-0.138,-0.008,0.026,-0.112,0.104,0.138,0.112
Tlr4,0.325,0.252,0.298,-0.325,-0.074,-0.028,-0.252,0.074,0.046,-0.298,0.028,-0.046
Zbtb18,0.474,1.522,1.191,-0.474,1.049,0.717,-1.522,-1.049,-0.332,-1.191,-0.717,0.332
Rpl14,-0.011,-0.153,-0.021,0.011,-0.141,-0.01,0.153,0.141,0.131,0.021,0.01,-0.131
Bmpr1b,,,,,,,,,,,,
Ly6g6d,,,,,,,,,,,,
Gm9149,,,,,,,,,,,,
Fam124a,-0.623,-1.962,-0.618,0.623,-1.338,0.005,1.962,1.338,1.343,0.618,-0.005,-1.343
Gm11800,,,,,,,,,,,,
Tmem39b,-0.337,-0.174,-0.301,0.337,0.163,0.036,0.174,-0.163,-0.128,0.301,-0.036,0.128
Gm28859,,,,,,,,,,,,
Arhgap23,-0.449,-0.429,-0.302,0.449,0.02,0.147,0.429,-0.02,0.127,0.302,-0.147,-0.127
Gm21868,,,,,,,,,,,,
Aqp8,,,,,,,,,,,,
Tmem138,0.396,0.032,0.287,-0.396,-0.364,-0.109,-0.032,0.364,0.254,-0.287,0.109,-0.254
Btbd35f2,,,,,,,,,,,,
Mbd5,-0.021,0.019,0.067,0.021,0.04,0.088,-0.019,-0.04,0.048,-0.067,-0.088,-0.048
Bcl10,0.046,0.064,0.077,-0.046,0.017,0.03,-0.064,-0.017,0.013,-0.077,-0.03,-0.013
Ears2,-0.128,-0.058,-0.415,0.128,0.069,-0.287,0.058,-0.069,-0.357,0.415,0.287,0.357
Fbxo24,1.636,1.836,0.443,-1.636,0.201,-1.193,-1.836,-0.201,-1.394,-0.443,1.193,1.394
Zfp119a,0.061,0.115,0.264,-0.061,0.053,0.203,-0.115,-0.053,0.149,-0.264,-0.203,-0.149
4930451G09Rik,-1.329,-1.496,-0.834,1.329,-0.168,0.495,1.496,0.168,0.663,0.834,-0.495,-0.663
Znf41-ps,0.16,0.111,0.363,-0.16,-0.049,0.203,-0.111,0.049,0.252,-0.363,-0.203,-0.252
Naaladl1,-0.564,-0.571,-0.506,0.564,-0.007,0.058,0.571,0.007,0.066,0.506,-0.058,-0.066
Gm16071,0.395,-0.517,-1.734,-0.395,-0.912,-2.13,0.517,0.912,-1.217,1.734,2.13,1.217
Gm21736,,,,,,,,,,,,
Gm48849,-1.145,0.619,2.133,1.145,1.765,3.278,-0.619,-1.765,1.514,-2.133,-3.278,-1.514
Mtfp1,0.412,-0.772,0.256,-0.412,-1.184,-0.156,0.772,1.184,1.027,-0.256,0.156,-1.027
Slfn10-ps,0.129,0.146,0.299,-0.129,0.017,0.169,-0.146,-0.017,0.153,-0.299,-0.169,-0.153
Dr1,0.185,0.176,0.276,-0.185,-0.009,0.091,-0.176,0.009,0.1,-0.276,-0.091,-0.1
Gm9402,2.507,4.078,1.094,-2.507,1.572,-1.413,-4.078,-1.572,-2.985,-1.094,1.413,2.985
Pgk2,,,,,,,,,,,,
Syk,-0.357,0.724,-0.403,0.357,1.08,-0.046,-0.724,-1.08,-1.127,0.403,0.046,1.127
Tbce,-0.025,-0.055,-0.133,0.025,-0.03,-0.108,0.055,0.03,-0.079,0.133,0.108,0.079
Fam102a,-0.203,0.038,-0.063,0.203,0.242,0.14,-0.038,-0.242,-0.102,0.063,-0.14,0.102
Scoc,-0.051,-0.024,0.237,0.051,0.027,0.288,0.024,-0.027,0.261,-0.237,-0.288,-0.261
Farp1,-0.791,-0.09,-0.395,0.791,0.701,0.396,0.09,-0.701,-0.305,0.395,-0.396,0.305
Morc1,0.136,0.165,-0.083,-0.136,0.029,-0.219,-0.165,-0.029,-0.248,0.083,0.219,0.248
Efl1,0.053,0.184,0.053,-0.053,0.131,-0.0,-0.184,-0.131,-0.131,-0.053,0.0,0.131
Arg1,-1.707,-3.499,1.051,1.707,-1.793,2.757,3.499,1.793,4.55,-1.051,-2.757,-4.55
Has3,1.485,2.292,0.952,-1.485,0.807,-0.533,-2.292,-0.807,-1.34,-0.952,0.533,1.34
Gm8083,0.394,-0.406,2.051,-0.394,-0.799,1.658,0.406,0.799,2.457,-2.051,-1.658,-2.457
Polr2k,0.256,0.08,0.055,-0.256,-0.177,-0.201,-0.08,0.177,-0.024,-0.055,0.201,0.024
Gm44703,-0.441,1.111,1.212,0.441,1.552,1.653,-1.111,-1.552,0.0,-1.212,-1.653,0.0
Gm28925,0.989,1.112,1.212,-0.989,0.0,0.0,-1.112,0.0,0.0,-1.212,0.0,0.0
Larp1,-0.161,-0.054,-0.159,0.161,0.107,0.002,0.054,-0.107,-0.105,0.159,-0.002,0.105
Gm48156,,,,,,,,,,,,
Fbxo4,0.224,0.226,0.138,-0.224,0.002,-0.086,-0.226,-0.002,-0.088,-0.138,0.086,0.088
Asah2,0.515,0.352,0.137,-0.515,-0.164,-0.379,-0.352,0.164,-0.215,-0.137,0.379,0.215
Olfr356,,,,,,,,,,,,
Tktl2,1.818,1.94,2.04,-1.818,0.0,0.0,-1.94,0.0,0.0,-2.04,0.0,0.0
Gm42627,,,,,,,,,,,,
Ranbp2-ps1,,,,,,,,,,,,
E330034G19Rik,2.059,-0.156,2.313,-2.059,-2.215,0.254,0.156,2.215,2.469,-2.313,-0.254,-2.469
Gm9162,,,,,,,,,,,,
Gm15565,,,,,,,,,,,,
Ints5,-0.061,-0.212,-0.034,0.061,-0.15,0.027,0.212,0.15,0.178,0.034,-0.027,-0.178
Gm14782,,,,,,,,,,,,
Nr4a3,0.418,0.335,0.226,-0.418,-0.083,-0.192,-0.335,0.083,-0.109,-0.226,0.192,0.109
Pde6b,0.989,1.112,1.212,-0.989,0.0,0.0,-1.112,0.0,0.0,-1.212,0.0,0.0
Gm2916,0.989,-0.386,1.212,-0.989,-1.375,0.0,0.386,1.375,1.597,-1.212,0.0,-1.597
Pik3c2g,-1.402,0.0,0.0,1.402,1.552,1.652,0.0,-1.552,0.0,0.0,-1.652,0.0
Olfr655,-0.635,-0.01,-0.482,0.635,0.625,0.153,0.01,-0.625,-0.472,0.482,-0.153,0.472
Gm28057,,,,,,,,,,,,
Gm49033,,,,,,,,,,,,
Itga2b,-0.347,-0.367,0.25,0.347,-0.02,0.598,0.367,0.02,0.617,-0.25,-0.598,-0.617
Amy2a1,,,,,,,,,,,,
Col18a1,0.016,1.926,0.375,-0.016,1.91,0.359,-1.926,-1.91,-1.551,-0.375,-0.359,1.551
Gm47021,1.908,0.558,-1.126,-1.908,-1.35,-3.034,-0.558,1.35,-1.684,1.126,3.034,1.684
Gm44459,,,,,,,,,,,,
Htr7,,,,,,,,,,,,
Gm40466,0.079,0.025,-0.595,-0.079,-0.054,-0.674,-0.025,0.054,-0.62,0.595,0.674,0.62
Lefty2,-1.24,0.306,0.256,1.24,1.546,1.496,-0.306,-1.546,-0.05,-0.256,-1.496,0.05
Gm28837,,,,,,,,,,,,
Obox4-ps10,,,,,,,,,,,,
1700037C18Rik,0.03,-0.446,-0.281,-0.03,-0.476,-0.311,0.446,0.476,0.165,0.281,0.311,-0.165
Gm18416,,,,,,,,,,,,
Gm46448,1.863,1.985,2.086,-1.863,0.0,0.0,-1.985,0.0,0.0,-2.086,0.0,0.0
Trabd,-0.099,-0.092,0.024,0.099,0.007,0.123,0.092,-0.007,0.116,-0.024,-0.123,-0.116
Kansl2,-0.078,-0.014,-0.012,0.078,0.064,0.066,0.014,-0.064,0.002,0.012,-0.066,-0.002
Gm11077,0.94,2.181,2.165,-0.94,1.241,1.225,-2.181,-1.241,-0.016,-2.165,-1.225,0.016
