gene_name,Ctrl_vs_Chd7_1,Ctrl_vs_Chd7_2,Ctrl_vs_Chd7_3,Chd7_1_vs_Ctrl,Chd7_1_vs_Chd7_2,Chd7_1_vs_Chd7_3,Chd7_2_vs_Ctrl,Chd7_2_vs_Chd7_1,Chd7_2_vs_Chd7_3,Chd7_3_vs_Ctrl,Chd7_3_vs_Chd7_1,Chd7_3_vs_Chd7_2
Fam207a,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rplp0-ps1,1.0,,,1.0,,1.0,,,,,1.0,
Gm21939,,,,,,1.0,,,,,1.0,
Dock4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rpl31-ps23,,,,,,,,,,,,
Gm21497,,,,,,,,,,,,
Apold1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Smt3h1-ps,,,,,,,,,,,,
Gm20604,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Lilr4b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Pdc,,,,,,,,,,,,
Gm7413,1.0,,,1.0,,1.0,,,,,1.0,
H3f3c,1.0,,,1.0,,1.0,,,,,1.0,
Ptpa,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hoxd3,,,,,,,,,,,,
Cebpd,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0
Slc8a3,,,,,,1.0,,,,,1.0,
Gm49626,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0
Sec62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm12936,,,,,,1.0,,,,,1.0,
Gm18119,,,,,,1.0,,,,,1.0,
Nme9,,,,,,,,,,,,
Tspan6,1.0,0.293,1.0,1.0,0.385,1.0,0.293,0.385,0.212,1.0,1.0,0.212
Lyplal1,,,,,,1.0,,,,,1.0,
Gm9246,,,,,,1.0,,,,,1.0,
Gm21994,,,,,,1.0,,,,,1.0,
Scp2d1,,,,,,,,,,,,
Upp1,1.0,,,1.0,,1.0,,,,,1.0,
Gm4796,1.0,,,1.0,,1.0,,,,,1.0,
Psg20,,,,,,,,,,,,
Akr1c14,,,,,,,,,,,,
Olfr1492-ps1,,,,,,,,,,,,
Gm49855,,,,,,,,,,,,
Il1r2,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0
Gm12216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm11803,,,,,,1.0,,,,,1.0,
Gm21119,,,,,,1.0,,,,,1.0,
Maf1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Adamdec1,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0
Mms22l,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm45673,,,,,,,,,,,,
Rpl21-ps15,1.0,,,1.0,,1.0,,,,,1.0,
Gm45420,,,,,,1.0,,,,,1.0,
Gm18901,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0
Pelp1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mup-ps1,,,,,,,,,,,,
Gpi1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Zfp964,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm18962,,,,,,,,,,,,
Serp1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm28688,,,,,,,,,,,,
Frrs1l,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm15227,,,,,,,,,,,,
Gm19418,,,,,,,,,,,,
Gm13887,,,,,,1.0,,,,,1.0,
Rxfp2,,,,,,,,,,,,
Gm13720,,,,,,,,,,,,
Gfpt1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mbtps1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm8689,,,,,,,,,,,,
Gm17786,,,,,,1.0,,,,,1.0,
Gm14570,,,,,,,,,,,,
Olfr1088-ps1,,,,,,,,,,,,
Gm28184,,,,,,,,,,,,
Gm28203,,,,,,,,,,,,
Gm6334,,,,,,,,,,,,
Myf6,,,,,,,,,,,,
Gm7592,,,,,,1.0,,,,,1.0,
Trip12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Obox4-ps8,,,,,,,,,,,,
Fmr1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Armc12,,,,,,1.0,,,,,1.0,
Gm17542,,,,,,,,,,,,
Gm8050,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0
Olfr715b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
H60c,,,,,,1.0,,,,,1.0,
Bdh1,1.0,1.0,1.0,1.0,0.539,1.0,1.0,0.539,1.0,1.0,1.0,1.0
Gm28768,,,,,,,,,,,,
Setd6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Fam8a1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mcfd2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm38119,,,,,,,,,,,,
Gm43675,,,,,,,,,,,,
Mettl7b,,,,,,,,,,,,
Nop16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm8774,,,,,,1.0,,,,,1.0,
Tmem211,,,,,,,,,,,,
Gm14568,,,,,,,,,,,,
Birc5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Prss23,,,,,,1.0,,,,,1.0,
Gm8319,1.0,,,1.0,,1.0,,,,,1.0,
Gm8693,,,,,,,,,,,,
Aadacl3,,,,,,,,,,,,
Cpne7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm13024,,,,,,1.0,,,,,1.0,
Epha8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mmp1b,,,,,,,,,,,,
Olfr1281,1.0,,,1.0,,1.0,,,,,1.0,
Gm13196,,,,,,1.0,,,,,1.0,
Rdh16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm20008,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm19989,,,,,,,,,,,,
Foxp4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mon1a,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Oosp3,,,,,,,,,,,,
Arid3b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Abi3bp,,,,,,1.0,,,,,1.0,
Lmbr1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Vmn1r19,1.0,,,1.0,,1.0,,,,,1.0,
Olfr518,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0
Ear-ps2,,,,,,1.0,,,,,1.0,
Tnrc6a,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Pggt1b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rpl10-ps3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Usp12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm13687,,,,,,1.0,,,,,1.0,
Gm9360,,,,,,,,,,,,
Gm44208,,,,,,1.0,,,,,1.0,
Cyp11b1,,,,,,1.0,,,,,1.0,
Gm43214,,,,,,,,,,,,
Timm21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cpsf7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Veph1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mapt,,,,,,1.0,,,,,1.0,
Gm6358,,,,,,,,,,,,
Gm48864,,,,,,,,,,,,
AC129217.1,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0
Traj21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm8356,,,,,,1.0,,,,,1.0,
3110082J24Rik,,,,,,1.0,,,,,1.0,
Map3k20,1.0,0.858,1.0,1.0,1.0,1.0,0.858,1.0,1.0,1.0,1.0,1.0
Gm5788,,,,,,,,,,,,
Gm45753,,,,,,1.0,,,,,1.0,
Bcl9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm9644,1.0,,,1.0,,1.0,,,,,1.0,
Gm5487,,,,,,1.0,,,,,1.0,
Ighv9-3,,,,,,1.0,,,,,1.0,
Gm11279,,,,,,,,,,,,
Gm813,,,,,,,,,,,,
Ipo5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm13193,,,,,,1.0,,,,,1.0,
Hcrtr2,,,,,,,,,,,,
Fitm2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm28882,,,,,,1.0,,,,,1.0,
Crtap,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Hormad2,1.0,,,1.0,,1.0,,,,,1.0,
Fam3b,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0
Kif21a,,,,,,1.0,,,,,1.0,
Zfp658,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm19131,1.0,,,1.0,,1.0,,,,,1.0,
AC120011.1,,,,,,,,,,,,
Pmpca,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cldn2,,,,,,,,,,,,
Iyd,,,,,,1.0,,,,,1.0,
Gm6763,,,,,,,,,,,,
Pcdha8,,,,,,,,,,,,
Btbd35f13,,,,,,,,,,,,
Gm43393,,,,,,,,,,,,
Gm6486,,,,,,,,,,,,
Dok7,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0
Ppm1d,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm49480,,,,,,,,,,,,
Dscaml1,,,,,,,,,,,,
Tfap2d,,,,,,,,,,,,
Olfr955,,,,,,,,,,,,
Trim13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm6312,,,,,,,,,,,,
Defb13,,,,,,,,,,,,
Gm18502,,,,,,,,,,,,
Clgn,1.0,,,1.0,,1.0,,,,,1.0,
Gm12569,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0
Gm18519,,,,,,,,,,,,
Atg3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm15057,,,,,,1.0,,,,,1.0,
Gm10172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Pfdn1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm47125,,,,,,,,,,,,
Rpn1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Calr3,1.0,,,1.0,,1.0,,,,,1.0,
B020004J07Rik,,,,,,,,,,,,
Gm13719,,,,,,1.0,,,,,1.0,
Itgb4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rcbtb1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Aldh1l2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm17430,,,,,,1.0,,,,,1.0,
Tgif2-ps1,,,,,,1.0,,,,,1.0,
Pald1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm3912,1.0,,,1.0,,1.0,,,,,1.0,
Gm28283,,,,,,,,,,,,
Gm7075,,,,,,1.0,,,,,1.0,
Ighv9-2,,,,,,,,,,,,
Unc5a,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Btbd16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rpl9-ps5,,,,,,1.0,,,,,1.0,
Gm13130,,,,,,,,,,,,
Cfap70,,,,,,1.0,,,,,1.0,
Clec5a,,,,,,1.0,,,,,1.0,
Gm7208,,,,,,,,,,,,
Gm10704,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0
Srbd1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Susd6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cep112,,,,,,1.0,,,,,1.0,
Zbtb7b,0.46,1.0,0.003,0.46,1.0,1.0,1.0,1.0,0.558,0.003,1.0,0.558
Stambp-ps2,,,,,,,,,,,,
A430060F13Rik,,,,,,,,,,,,
Fam234b,1.0,0.981,1.0,1.0,1.0,1.0,0.981,1.0,1.0,1.0,1.0,1.0
Gm10563,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Usp29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm15161,,,,,,,,,,,,
Gm13798,,,,,,,,,,,,
Adh4,,,,,,1.0,,,,,1.0,
Gm47793,,,,,,,,,,,,
Gm17916,,,,,,,,,,,,
Nipsnap2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm29072,,,,,,1.0,,,,,1.0,
Gm7232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Actbl2,,,,,,1.0,,,,,1.0,
Olfr543,,,,,,,,,,,,
Gm20884,,,,,,,,,,,,
Dbf4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm15237,,,,,,,,,,,,
Pex13-ps,,,,,,,,,,,,
9130409I23Rik,,,,,,1.0,,,,,1.0,
Abcg2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cfap43,1.0,,,1.0,,1.0,,,,,1.0,
Caps2,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0
Tmem38b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Olfr887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm42933,,,,,,1.0,,,,,1.0,
Gm14770,,,,,,,,,,,,
Il6ra,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Ocel1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm10581,,,,,,1.0,,,,,1.0,
Gm17791,,,,,,1.0,,,,,1.0,
Igkv5-48,,,,,,1.0,,,,,1.0,
Vmn1r77,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0
Gm28614,,,,,,,,,,,,
Nuf2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm6489,,,,,,,,,,,,
Abcc12,,,,,,1.0,,,,,1.0,
Gm10302,,,,,,,,,,,,
Gm48352,,,,,,1.0,,,,,1.0,
Crebrf,1.0,0.591,1.0,1.0,1.0,1.0,0.591,1.0,1.0,1.0,1.0,1.0
Gm7708,,,,,,,,,,,,
Slpi,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0
Gbx1,,,,,,1.0,,,,,1.0,
Msmb,,,,,,,,,,,,
Coasy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Capza1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Tnnt3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Enam,,,,,,,,,,,,
Gm4969,1.0,,,1.0,,1.0,,,,,1.0,
Cdh5,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0
Gm45434,,,,,,,,,,,,
Gm8342,,,,,,1.0,,,,,1.0,
Gm38213,,,,,,,,,,,,
Igkv11-118,,,,,,,,,,,,
Asl,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm49193,,,,,,,,,,,,
Gon7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Scgb1b30,,,,,,,,,,,,
Prok1,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0
Uqcrb,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm29048,,,,,,,,,,,,
Olfr651,,,,,,,,,,,,
Tspan9,1.0,,,1.0,,1.0,,,,,1.0,
AC102156.2,,,,,,,,,,,,
Gm1673,,,,,,1.0,,,,,1.0,
Ptprn2,,,,,,1.0,,,,,1.0,
Gm12433,,,,,,,,,,,,
Hspe1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Olfr26,,,,,,,,,,,,
Katnb1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm17194,,,,,,1.0,,,,,1.0,
Gm5828,,,,,,1.0,,,,,1.0,
Pvrig,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm19118,,,,,,,,,,,,
Gm15897,,,,,,1.0,,,,,1.0,
Gm3565,,,,,,1.0,,,,,1.0,
Gm11991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Klhdc8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mterf2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Lce1j,,,,,,,,,,,,
Gm7190,,,,,,1.0,,,,,1.0,
Abhd14b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm8275,,,,,,,,,,,,
Gm47837,,,,,,,,,,,,
Rad51ap2,,,,,,1.0,,,,,1.0,
Gm47534,,,,,,1.0,,,,,1.0,
Gm7204,1.0,,,1.0,,1.0,,,,,1.0,
Ckmt1,,,,,,1.0,,,,,1.0,
Rps23-ps2,1.0,,,1.0,,1.0,,,,,1.0,
Tecpr2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm14333,,,,,,,,,,,,
Vmn1r-ps127,,,,,,,,,,,,
Stmn4,,,,,,1.0,,,,,1.0,
Slc22a27,,,,,,,,,,,,
Slc22a3,,,,,,,,,,,,
Cyb5r1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm7572,,,,,,,,,,,,
Gm15027,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0
Gm17085,,,,,,1.0,,,,,1.0,
Gm49589,,,,,,,,,,,,
Camsap3,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0
Gm34593,,,,,,,,,,,,
Gm38840,,,,,,1.0,,,,,1.0,
Il31,,,,,,,,,,,,
Nlrp4g,,,,,,,,,,,,
Lipi,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0
Wwtr1,,,,,,,,,,,,
Abcg3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gale,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Vmn1r54,,,,,,1.0,,,,,1.0,
Gm7089,,,,,,,,,,,,
1700025C18Rik,,,,,,,,,,,,
Gm17937,,,,,,,,,,,,
Hpn,1.0,,,1.0,,1.0,,,,,1.0,
Rsl1d1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm19099,,,,,,,,,,,,
Mtnr1a,,,,,,,,,,,,
Olfr408-ps1,,,,,,,,,,,,
Gm7435,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm6353,,,,,,1.0,,,,,1.0,
Gm38080,,,,,,,,,,,,
Naif1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm47650,,,,,,1.0,,,,,1.0,
Hecw2,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0
Gm20796,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0
Klf14,,,,,,,,,,,,
Spats1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Ncbp2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Atp2b4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Endov,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Sipa1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Wdr18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm37191,,,,,,1.0,,,,,1.0,
Aimp1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gpr15,1.0,,,1.0,,1.0,,,,,1.0,
Gm6485,1.0,,,1.0,,1.0,,,,,1.0,
Gm19426,,,,,,,,,,,,
F2rl1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mup-ps12,,,,,,,,,,,,
Dennd1c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Ptp4a1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Bcat2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Slc10a6,,,,,,,,,,,,
Nfat5,1.0,1.0,1.0,1.0,0.865,1.0,1.0,0.865,1.0,1.0,1.0,1.0
Gm8082,,,,,,,,,,,,
Gm13394,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0
Olfr811,,,,,,1.0,,,,,1.0,
Ppia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Dnajc28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Stat6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm21800,,,,,,,,,,,,
Gm6003,,,,,,,,,,,,
Gm16968,,,,,,,,,,,,
Olfr472,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm11891,,,,,,,,,,,,
Gm33866,,,,,,,,,,,,
Mrps28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm32886,,,,,,,,,,,,
Cdkn1b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Galnt3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm47876,,,,,,1.0,,,,,1.0,
Gm17148,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0
Gm11349,,,,,,,,,,,,
Gm11245,,,,,,,,,,,,
Gm20108,,,,,,,,,,,,
Smg9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cib3,1.0,1.0,1.0,1.0,0.66,1.0,1.0,0.66,1.0,1.0,1.0,1.0
Cygb,,,,,,1.0,,,,,1.0,
4931406C07Rik,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Vangl2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Serinc4,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0
Vmn1r-ps47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Wbp2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Olfr722,,,,,,,,,,,,
Gm3678,,,,,,1.0,,,,,1.0,
Zfp418,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Galc,1.0,0.982,1.0,1.0,0.996,1.0,0.982,0.996,1.0,1.0,1.0,1.0
Gm29574,,,,,,,,,,,,
Trbj1-5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Dpep2nb,,,,,,1.0,,,,,1.0,
Slco4a1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm43096,,,,,,1.0,,,,,1.0,
Trav15n-3,,,,,,,,,,,,
Gm34658,,,,,,,,,,,,
Gm36996,,,,,,1.0,,,,,1.0,
Gm45856,,,,,,1.0,,,,,1.0,
Vmn2r92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm2040,,,,,,,,,,,,
Gm19089,,,,,,,,,,,,
Yju2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Ighv15-1,,,,,,,,,,,,
Nek11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Olfr1027-ps1,,,,,,,,,,,,
Gm10232,,,,,,,,,,,,
Trnau1ap,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cenpj,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Zfp871,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Gm15554,,,,,,1.0,,,,,1.0,
Gm17651,,,,,,,,,,,,
Gm8849,,,,,,,,,,,,
Gm4981,,,,,,,,,,,,
Clptm1l,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6430531B16Rik,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
