type,Il2ra_ref_promoted,Il2ra_ref_repressed,Il2ra_d6_promoted,Il2ra_d6_repressed,Il2ra_24h_promoted,Il2ra_24h_repressed,Il2ra_48h_promoted,Il2ra_48h_repressed,Brg1_repressed,Brg1_promoted,Ccnt1_repressed,Ccnt1_promoted,runx3_D5EEC_promoted,runx3_D5EEC_repressed,runx3_D5SLEC_promoted,runx3_D5SLEC_repressed,runx3_D8EEC_promoted,runx3_D8EEC_repressed,runx3_D8SLEC_promoted,runx3_D8SLEC_repressed,runx3_D8MPEC_promoted,runx3_D8MPEC_repressed,Blimp1_ref_promoted,Blimp1_repressed,Blimp1_ref_promoted2,Blimp1_repressed2,Tbet_ref_promoted,Tbet_ref_repressed,Hobit_ref_promoted,Hobit_ref_repressed,Tcf7_ref_repressed,Tcf7_ref_promoted,Tcf7_ref_repressed2,Tcf7_ref_promoted2,Tox_ref_repressed,Tox_ref_promoted,Tox_ref_repressed2,Tox_ref_promoted2,Klf2_ref_promoted,Klf2_ref_repressed,Chd7_1_Chd7_D5_promoted,Chd7_1_Chd7_D5_repressed,Chd7_2_Chd7_D5_promoted,Chd7_2_Chd7_D5_repressed,Chd7_3_Chd7_D5_promoted,Chd7_3_Chd7_D5_repressed,Chd7_Naive_promoted,Chd7_Naive_repressed,Chd7_DP_promoted,Chd7_DP_repressed,Chd7_48h_promoted,Chd7_48h_repressed,Chd7_EE_promoted,Chd7_EE_repressed,Chd7_MP_promoted,Chd7_MP_repressed,Chd7_TE_promoted,Chd7_TE_repressed
Tcf7_ref_promoted2,0.03515625,0.18359375,0.01171875,0.0703125,0.01953125,0.19921875,0.09765625,0.21484375,0.21484375,0.0859375,0.19140625,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0234375,0.140625,0.0125,0.08205128205128205,0.04296875,0.203125,0.032,0.08391608391608392,0.0,0.5348837209302325,0.0,1.0,0.01953125,0.44140625,0.1328125,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05859375,0.05859375,0.0625,0.0546875,0.04296875,0.03125,0.09375,0.046875,0.09765625,0.03125,0.03515625,0.09375
Tox_ref_repressed,0.17164816396242527,0.035483870967741936,0.24850555081127243,0.06231454005934718,0.1657142857142857,0.09801762114537445,0.11187019641332195,0.12344582593250444,0.19982920580700256,0.2408198121263877,0.1099554234769688,0.22456140350877193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2064516129032258,0.033846153846153845,0.125,0.10256410256410256,0.1933404940923738,0.059743954480796585,0.136,0.1048951048951049,0.391304347826087,0.046511627906976744,0.45588235294117646,0.01953125,1.0,0.0,0.15798462852263023,0.10076857386848848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11443210930828351,0.08710503842869342,0.11265432098765432,0.07213114754098361,0.05631399317406143,0.2199074074074074,0.07536764705882353,0.13012477718360071,0.05752961082910321,0.19575856443719414,0.11885895404120443,0.0970556161395856
Tox_ref_promoted,0.11414565826330532,0.16236559139784945,0.22567287784679088,0.40059347181008903,0.12285714285714286,0.14977973568281938,0.21209964412811388,0.18650088809946713,0.15337763012181616,0.1592814371257485,0.24814264487369986,0.07719298245614035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12741935483870967,0.2523076923076923,0.1625,0.22564102564102564,0.08055853920515575,0.27880512091038406,0.096,0.16783216783216784,0.0,0.5813953488372093,0.029411764705882353,0.44140625,0.0,1.0,0.1330909090909091,0.2230861244019139,0.0020325203252032522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13459950454170108,0.18374741200828157,0.13734567901234568,0.12786885245901639,0.18771331058020477,0.12268518518518519,0.19852941176470587,0.08021390374331551,0.18274111675126903,0.07504078303425775,0.1410459587955626,0.16902944383860413
Tox_ref_repressed2,0.09963636363636363,0.06666666666666667,0.12872727272727272,0.17507418397626112,0.12285714285714286,0.1277533039647577,0.08654545454545455,0.15985790408525755,0.17745454545454545,0.07781818181818181,0.19167904903417535,0.04912280701754386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06290322580645161,0.09230769230769231,0.0625,0.16923076923076924,0.079484425349087,0.112375533428165,0.024,0.16083916083916083,0.0,0.18604651162790697,0.09558823529411764,0.1328125,0.15798462852263023,0.1330909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12386457473162675,0.10981818181818181,0.11882716049382716,0.08360655737704918,0.06825938566552901,0.13194444444444445,0.0661764705882353,0.0962566844919786,0.0727580372250423,0.12071778140293637,0.07448494453248812,0.08287895310796074
Tox_ref_promoted2,0.08123249299719888,0.11935483870967742,0.26973684210526316,0.11275964391691394,0.15142857142857144,0.039647577092511016,0.15800711743772242,0.04440497335701599,0.07655502392344497,0.20059880239520958,0.06983655274888559,0.13508771929824562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12741935483870967,0.06153846153846154,0.11875,0.07179487179487179,0.07841031149301826,0.07396870554765292,0.072,0.04195804195804196,0.0,0.046511627906976744,0.08455882352941177,0.0625,0.10076857386848848,0.2230861244019139,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0726672171758877,0.22009569377990432,0.08024691358024691,0.09508196721311475,0.17918088737201365,0.09490740740740741,0.13051470588235295,0.0748663101604278,0.07952622673434856,0.08809135399673736,0.098256735340729,0.128680479825518
Klf2_ref_promoted,0.0,0.0020325203252032522,0.0,0.0,0.0,0.0,0.0,0.0,0.0020325203252032522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020325203252032522,0.0,0.0,0.0,0.0,0.003676470588235294,0.0,0.0,0.0020325203252032522,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Klf2_ref_repressed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chd7_1_Chd7_D5_promoted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.28599221789883267,0.013618677042801557,0.31494252873563217,0.007874015748031496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chd7_1_Chd7_D5_repressed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.018469656992084433,0.30606860158311344,0.0,0.3403693931398417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chd7_2_Chd7_D5_promoted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28599221789883267,0.018469656992084433,1.0,0.0,0.3057471264367816,0.013123359580052493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chd7_2_Chd7_D5_repressed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013618677042801557,0.30606860158311344,0.0,1.0,0.004597701149425287,0.29133858267716534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chd7_3_Chd7_D5_promoted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31494252873563217,0.0,0.3057471264367816,0.004597701149425287,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chd7_3_Chd7_D5_repressed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007874015748031496,0.3403693931398417,0.013123359580052493,0.29133858267716534,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chd7_Naive_promoted,0.16019818331957061,0.043010752688172046,0.1568951279933939,0.06231454005934718,0.07142857142857142,0.06938325991189427,0.09661436829066887,0.07726465364120781,0.1635012386457473,0.08422791081750619,0.11144130757800892,0.06842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11612903225806452,0.06153846153846154,0.09375,0.041025641025641026,0.08485499462943072,0.06401137980085349,0.064,0.03496503496503497,0.0,0.06976744186046512,0.06985294117647059,0.05859375,0.11443210930828351,0.13459950454170108,0.12386457473162675,0.0726672171758877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,0.04426229508196721,0.05802047781569966,0.09722222222222222,0.10477941176470588,0.0784313725490196,0.13874788494077833,0.040783034257748776,0.14896988906497624,0.026172300981461286
Chd7_Naive_repressed,0.0665266106442577,0.17956989247311828,0.33365384615384613,0.34718100890207715,0.11428571428571428,0.04955947136563876,0.15088967971530248,0.1127886323268206,0.0725359911406423,0.2688622754491018,0.0713224368499257,0.14210526315789473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06129032258064516,0.09230769230769231,0.04375,0.12307692307692308,0.07089151450053706,0.09388335704125178,0.048,0.0979020979020979,0.043478260869565216,0.11627906976744186,0.08455882352941177,0.05859375,0.08710503842869342,0.18374741200828157,0.10981818181818181,0.22009569377990432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.040123456790123455,0.19508196721311474,0.4402730375426621,0.14814814814814814,0.10477941176470588,0.1265597147950089,0.043993231810490696,0.21207177814029363,0.07448494453248812,0.17448200654307525
Chd7_DP_promoted,0.14506172839506173,0.05864197530864197,0.10493827160493827,0.06528189910979229,0.07142857142857142,0.041666666666666664,0.12037037037037036,0.08796296296296297,0.14660493827160495,0.1419753086419753,0.09104938271604938,0.04912280701754386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05161290322580645,0.07384615384615385,0.0625,0.035897435897435895,0.07561728395061729,0.06327160493827161,0.072,0.07692307692307693,0.08695652173913043,0.13953488372093023,0.025735294117647058,0.0625,0.11265432098765432,0.13734567901234568,0.11882716049382716,0.08024691358024691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.040123456790123455,1.0,0.0,0.07508532423208192,0.05324074074074074,0.2426470588235294,0.016042780748663103,0.24027072758037224,0.0032626427406199023,0.2662440570522979,0.006172839506172839
Chd7_DP_repressed,0.08032786885245902,0.05573770491803279,0.11475409836065574,0.03560830860534125,0.05142857142857143,0.05573770491803279,0.07868852459016394,0.11311475409836065,0.1180327868852459,0.1,0.04918032786885246,0.03859649122807018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040983606557377046,0.043076923076923075,0.05,0.06153846153846154,0.040983606557377046,0.07213114754098361,0.04,0.03496503496503497,0.043478260869565216,0.09302325581395349,0.0661764705882353,0.0546875,0.07213114754098361,0.12786885245901639,0.08360655737704918,0.09508196721311475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04426229508196721,0.19508196721311474,0.0,1.0,0.03754266211604096,0.12731481481481483,0.02022058823529412,0.24955436720142601,0.005076142131979695,0.3590163934426229,0.013114754098360656,0.45901639344262296
Chd7_48h_promoted,0.08361774744027303,0.07679180887372014,0.2781569965870307,0.03857566765578635,0.022857142857142857,0.06313993174061433,0.10409556313993173,0.10409556313993173,0.09556313993174062,0.19112627986348124,0.051194539249146756,0.04736842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03924914675767918,0.03076923076923077,0.025,0.046153846153846156,0.05802047781569966,0.05460750853242321,0.056,0.03496503496503497,0.0,0.023255813953488372,0.04044117647058824,0.04296875,0.05631399317406143,0.18771331058020477,0.06825938566552901,0.17918088737201365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05802047781569966,0.4402730375426621,0.07508532423208192,0.03754266211604096,1.0,0.0,0.11397058823529412,0.016042780748663103,0.05460750853242321,0.023890784982935155,0.08361774744027303,0.027303754266211604
Chd7_48h_repressed,0.10648148148148148,0.05555555555555555,0.16435185185185186,0.04747774480712166,0.05714285714285714,0.10648148148148148,0.0763888888888889,0.16898148148148148,0.19907407407407407,0.16435185185185186,0.0787037037037037,0.06712962962962964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04398148148148148,0.04,0.04375,0.03076923076923077,0.0787037037037037,0.07175925925925926,0.04,0.013986013986013986,0.043478260869565216,0.023255813953488372,0.08455882352941177,0.03125,0.2199074074074074,0.12268518518518519,0.13194444444444445,0.09490740740740741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09722222222222222,0.14814814814814814,0.05324074074074074,0.12731481481481483,0.0,1.0,0.03009259259259259,0.1550925925925926,0.020833333333333332,0.16203703703703703,0.020833333333333332,0.18518518518518517
Chd7_EE_promoted,0.0900735294117647,0.10661764705882353,0.12867647058823528,0.0712166172106825,0.022857142857142857,0.07904411764705882,0.0900735294117647,0.10110294117647059,0.09926470588235294,0.15441176470588236,0.07536764705882353,0.04044117647058824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05514705882352941,0.08307692307692308,0.0625,0.05128205128205128,0.0625,0.08823529411764706,0.104,0.027972027972027972,0.08695652173913043,0.2558139534883721,0.03676470588235294,0.09375,0.07536764705882353,0.19852941176470587,0.0661764705882353,0.13051470588235295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10477941176470588,0.10477941176470588,0.2426470588235294,0.02022058823529412,0.11397058823529412,0.03009259259259259,1.0,0.0,0.24632352941176472,0.0055147058823529415,0.28860294117647056,0.016544117647058824
Chd7_EE_repressed,0.0855614973262032,0.05169340463458111,0.0677361853832442,0.03857566765578635,0.037142857142857144,0.0659536541889483,0.0659536541889483,0.1051693404634581,0.16934046345811052,0.09269162210338681,0.06951871657754011,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05525846702317291,0.03076923076923077,0.075,0.05641025641025641,0.06417112299465241,0.040998217468805706,0.04,0.04895104895104895,0.043478260869565216,0.06976744186046512,0.08088235294117647,0.046875,0.13012477718360071,0.08021390374331551,0.0962566844919786,0.0748663101604278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0784313725490196,0.1265597147950089,0.016042780748663103,0.24955436720142601,0.016042780748663103,0.1550925925925926,0.0,1.0,0.0106951871657754,0.3244206773618538,0.0213903743315508,0.34402852049910876
Chd7_MP_promoted,0.0676818950930626,0.05922165820642978,0.077834179357022,0.06824925816023739,0.05142857142857143,0.05922165820642978,0.12013536379018612,0.077834179357022,0.12859560067681894,0.09983079526226735,0.08798646362098139,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0338409475465313,0.07076923076923076,0.0875,0.05128205128205128,0.047377326565143825,0.06429780033840947,0.04,0.06293706293706294,0.0,0.23255813953488372,0.01838235294117647,0.09765625,0.05752961082910321,0.18274111675126903,0.0727580372250423,0.07952622673434856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13874788494077833,0.043993231810490696,0.24027072758037224,0.005076142131979695,0.05460750853242321,0.020833333333333332,0.24632352941176472,0.0106951871657754,1.0,0.0,0.2927241962774958,0.01692047377326565
Chd7_MP_repressed,0.14355628058727568,0.037520391517128875,0.17455138662316477,0.032640949554896145,0.06571428571428571,0.0701468189233279,0.06199021207177814,0.13376835236541598,0.17944535073409462,0.14192495921696574,0.048939641109298535,0.08070175438596491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0734094616639478,0.021538461538461538,0.0375,0.06666666666666667,0.08972267536704731,0.03588907014681892,0.016,0.04895104895104895,0.08695652173913043,0.023255813953488372,0.12867647058823528,0.03125,0.19575856443719414,0.07504078303425775,0.12071778140293637,0.08809135399673736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040783034257748776,0.21207177814029363,0.0032626427406199023,0.3590163934426229,0.023890784982935155,0.16203703703703703,0.0055147058823529415,0.3244206773618538,0.0,1.0,0.0065252854812398045,0.4535073409461664
Chd7_TE_promoted,0.12995245641838352,0.04595879556259905,0.12836767036450078,0.05637982195845697,0.04857142857142857,0.0491283676703645,0.08874801901743265,0.098256735340729,0.10142630744849446,0.1537242472266244,0.06339144215530904,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07903225806451612,0.06153846153846154,0.0625,0.05641025641025641,0.09033280507131537,0.05229793977812995,0.088,0.03496503496503497,0.043478260869565216,0.09302325581395349,0.03308823529411765,0.03515625,0.11885895404120443,0.1410459587955626,0.07448494453248812,0.098256735340729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14896988906497624,0.07448494453248812,0.2662440570522979,0.013114754098360656,0.08361774744027303,0.020833333333333332,0.28860294117647056,0.0213903743315508,0.2927241962774958,0.0065252854812398045,1.0,0.0
Chd7_TE_repressed,0.06324972737186478,0.05779716466739367,0.15812431842966193,0.06824925816023739,0.1,0.051762114537444934,0.09269356597600872,0.12213740458015267,0.1723009814612868,0.13522355507088332,0.06835066864784546,0.06842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0532258064516129,0.08307692307692308,0.05,0.08717948717948718,0.04143947655398037,0.10810810810810811,0.048,0.04895104895104895,0.043478260869565216,0.13953488372093023,0.08823529411764706,0.09375,0.0970556161395856,0.16902944383860413,0.08287895310796074,0.128680479825518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026172300981461286,0.17448200654307525,0.006172839506172839,0.45901639344262296,0.027303754266211604,0.18518518518518517,0.016544117647058824,0.34402852049910876,0.01692047377326565,0.4535073409461664,0.0,1.0
