"","gene_name","log2FC1","log2FC2","Highlight"
"459","Ice1",-0.477115049672638,0.409300055642866,"No"
"460","Slc6a3",-4.56838972440337,-3.82471864336092,"No"
"461","Clptm1l",-1.22298443661428,0.532041102470423,"Yes"
"462","Slc12a7",0.762217253088649,-0.699807402065801,"No"
"463","Nkd2",1.83759147806081,2.23908554473482,"No"
"464","Trip13",3.64549844277903,0.644604438344258,"No"
"465","Glrx",3.08859292432543,-1.0555852599849,"Yes"
"466","Arrdc3",3.54506635063642,0.734130712529779,"Yes"
"467","Polr3g",0.45285396049356,0.541813097606771,"No"
"468","Rps23",-0.864632330553557,0.628292763440253,"No"
"469","Ssbp2",2.04898848256253,-0.838714260886735,"Yes"
"470","F2rl2",3.76877069894445,2.49816189736577,"Yes"
"471","Gcnt4",-0.713196999955661,2.80976858490036,"Yes"
"472","Hexb",3.01029186778816,-0.443163389977123,"No"
"473","Btf3",-0.688952308435471,0.621210965663719,"No"
"474","Mrps27",-0.3376440048542,0.500790625508133,"No"
"475","Map1b",-1.18808086873861,1.50723891962069,"Yes"
"476","Cd180",-3.87915207663911,-2.67662962574444,"No"
"477","Mast4",0.580389115836178,-0.559044846502781,"No"
"478","Ipo11",1.09354215245668,0.603716345721473,"No"
"479","Ercc8",-0.647277975570829,0.939980743083279,"No"
"480","Depdc1b",5.00119968553915,-0.847924146174946,"No"
"481","Il6st",-0.738348158545064,-0.736680942033504,"Yes"
"482","Dhx29",-0.496586736315676,0.836710494489525,"No"
"483","Emb",1.05056230492069,-1.09794743065957,"Yes"
"484","BC147527",1.83048590972704,-1.77230903222916,"No"
"485","Flnb",1.13313367683891,-0.66962682530847,"Yes"
"486","Abhd6",0.50383649990821,-0.61673343230257,"Yes"
"487","Pxk",0.625991713167803,-0.320239293773376,"No"
"488","Fhit",2.89291873142351,0.712805142463396,"Yes"
"489","Slc4a7",0.716105754312182,0.751609010011928,"Yes"
"490","Rpl15",-1.03018309260003,0.516020196888819,"No"
"491","Kcnk5",2.20366899397594,1.73354238051611,"Yes"
"492","Rps24",-1.04880694943891,0.693477256046243,"No"
"493","Zcchc24",1.43455987441754,1.10704743840085,"No"
"494","Arhgef3",-0.903055109271889,-0.489721309647771,"Yes"
"495","Gnl3",-1.39360027757201,0.84156047379732,"No"
"496","Colq",-0.86029069084597,-2.40221208290621,"No"
"497","Gm49387",1.38068900547101,-1.04264653041602,"No"
"498","Hacl1",2.44961077786687,-0.642502035353311,"Yes"
"499","Timm23",-0.510847601930821,0.600867871566009,"No"
"500","Arhgap22",-1.3767897233601,-1.52570273407985,"No"
"501","Glud1",0.807083629176726,0.555645579774289,"No"
"502","Bmpr1a",3.09309961897581,1.41880274878079,"No"
"503","Tspan14",1.45416333180537,-0.538539556621193,"No"
"504","Nkx3",-0.270883557574121,-0.168233330574031,"No"
"505","Txndc16",2.49792315403689,-0.875152307743872,"Yes"
"506","Ero1l",2.27930963526387,1.18132690680648,"No"
"507","Samd4",-4.99945371120039,-1.13324692907888,"No"
"508","Rpgrip1",1.21113253354682,-0.53638587525251,"No"
"509","Slc22a17",1.64195537147707,-1.62092519552248,"No"
"510","Zfhx2",-0.836965988008012,-0.849259351498524,"No"
"511","Pck2",-1.9671281560497,1.0877047496097,"No"
"512","Irf9",-0.932006491967463,-0.71732261087728,"Yes"
"513","Gzmb",5.66530443084225,3.45104605538635,"Yes"
"514","Cryl1",1.16955292298916,-0.534428414284866,"No"
"515","Xpo4",0.701278959076688,0.506646058577307,"No"
"516","Phf11a",1.25772094552724,-1.58343183223202,"No"
"517","Phf11b",2.2855152625207,-1.89704007754213,"No"
"518","Atp8a2",-1.51310744311472,-1.0416957604561,"Yes"
"519","Spata13",1.38735755625007,-0.815948505897663,"Yes"
"520","Mipep",0.312418080881314,0.34971476992663,"No"
"521","Pinx1",-0.82628931148574,0.859846370082149,"No"
"522","Kif13b",0.827226947924114,-0.630092971661176,"No"
"523","Zfp395",1.96801913191522,-1.32037460766806,"No"
"524","Ptk2b",0.505362052610061,-0.373957069117408,"No"
"525","Trim35",-0.591099850471297,0.507352475926853,"No"
"526","Slc25a37",-0.654254138503348,0.401247545503004,"No"
"527","Gm16867",-0.630049103756455,0.358459725096479,"No"
"528","Slc39a14",-0.50453762998235,0.960338567655342,"No"
"529","Piwil2",-1.27599428589266,0.792698448549737,"No"
"530","Polr3d",-2.47508354581699,0.711932255600412,"No"
"531","Fndc3a",0.601355511979086,0.91126174532726,"Yes"
"532","Cysltr2",1.74045546415619,-1.48613811431409,"No"
"533","Rcbtb2",1.33696333634467,-1.16302048748471,"Yes"
"534","Itm2b",2.29779093749321,-0.566501115021185,"No"
"535","Cog3",0.757332035238082,0.410686511564126,"No"
"536","Slc25a30",0.959920693668875,0.581178921735317,"Yes"
"537","Serp2",1.37682050304777,-1.28216083071741,"No"
"538","Dnajc15",1.2197723575356,-1.42044522284147,"No"
"539","Epsti1",4.65894930862557,-1.7333393254547,"Yes"
"540","Tnfsf11",-1.24254480471805,-1.03896404816032,"Yes"
"541","Dgkh",2.72913587825164,2.01993617248906,"No"
"542","Vwa8",1.96300873620815,0.600377464739539,"Yes"
"543","Naa16",0.870193019335537,0.46310174111816,"Yes"
"544","Elf1",1.34739474179434,-0.559476804668538,"No"
"545","Tbc1d4",1.377656562962,-1.78747394748634,"Yes"
"546","Abcc4",-0.324206114769084,-0.344992145700566,"No"
"547","Dzip1",2.97413119650596,-1.18018058460157,"No"
"548","Rap2a",1.03889318780158,0.515220431474656,"No"
"549","Ipo5",-0.65826245856981,0.850469744646671,"No"
"550","Farp1",1.84013230027747,-0.88973479701069,"No"
"551","Gpr18",-1.15407956820881,-0.61576868232867,"Yes"
"552","Gpr183",-1.81274142186925,-1.77039053266397,"No"
"553","Card6",0.989816872073984,-1.22198239967387,"No"
"554","Rpl37",-0.866616646701208,0.59065277255286,"No"
"555","Fyb",3.19369284889845,-0.91449555188998,"No"
"556","Nadk2",0.55173235303,0.419467376195759,"No"
"557","Il7r",3.96967450549747,0.94142946554411,"Yes"
"558","Spef2",2.18984183397008,1.40206147972923,"Yes"
"559","Brix1",-0.96901862730692,0.514734643937918,"No"
"560","Tars",-1.18083783232214,1.10691636608319,"Yes"
"561","Basp1",3.19556595391969,0.85657462986196,"Yes"
"562","Myo10",-1.5473203761138,0.864303856344946,"No"
"563","Otulin",0.711206502761464,1.0256152959315,"Yes"
"564","Trio",-0.525550518380596,0.71317981733688,"No"
"565","Cct5",-0.763027072326656,0.68717732713735,"No"
"566","Cpq",1.52214776536024,-1.57619478672948,"No"
"567","Pabpc1",-0.671576674267399,0.603080681183913,"Yes"
"568","Azin1",0.6164237213101,0.622175915412422,"No"
"569","Med30",1.06397088104043,-0.509087380817333,"No"
"570","Sntb1",0.778888601123589,-3.26998846542038,"No"
"571","Zhx2",-2.76992007602254,-0.696685402144565,"No"
"572","Tatdn1",0.669012444937558,0.538515252364092,"No"
"573","Myc",-2.63378910805616,0.796054496899832,"No"
"574","Fam49b",1.63874739800834,0.441695477794248,"Yes"
"575","Lrrc6",-2.13569662907657,-1.47240871354829,"No"
"576","Tmem71",1.19309020071924,-2.73160066717972,"Yes"
"577","Sla",-0.681049691770789,-1.42110554726646,"No"
"578","Ptk2",0.75457525573077,0.996794722562314,"Yes"
"579","Dennd3",1.2177697338285,0.56567313311371,"No"
"580","Arc",-2.25841280355632,-2.25864920773332,"No"
"581","Gsdmd",-1.38223926780337,-1.7292008501886,"No"
"582","Pla2g6",-0.938400889746269,0.747758069059358,"No"
"583","Maff",-2.67948089674764,0.862271511977394,"No"
"584","Csnk1e",-1.84956867263246,0.628854801215901,"No"
"585","Rpl3",-1.15629077090047,0.927640170172219,"No"
"586","Atf4",-1.37613135029269,0.759022260781843,"No"
"587","Enthd1",2.66779805535653,1.88321502580264,"No"
"588","Tnrc6b",1.31227977002885,-0.55272747785986,"Yes"
"589","Adsl",-0.883381934486293,0.585417052911022,"No"
"590","Serhl",0.674694151326791,-0.510707680881749,"No"
"591","Shisal1",-4.43728743654362,-3.67077940292964,"No"
"592","Prr5",2.41565843367868,-1.04027283115902,"No"
"593","Ttc38",1.13324618993367,-0.955828096277498,"No"
"594","Plxnb2",1.04988668455383,1.12213585167908,"No"
"595","Gxylt1",0.78329684914175,0.398102865735714,"No"
"596","Yaf2",0.489403631457616,0.477084224949992,"No"
"597","Prickle1",3.1074870285643,0.830457550851049,"No"
"598","Amigo2",-2.58944711407935,-1.58967341174892,"No"
"599","Pced1b",-0.415545328434481,-0.631270285002422,"Yes"
"600","Ddn",2.00493089649478,2.56630753476582,"No"
"601","Spats2",1.49932342358186,1.16212278591627,"Yes"
"602","Cela1",1.43355949865769,1.68870508765307,"No"
"603","Galnt6",1.20558875818135,0.923973855107631,"No"
"604","Slc4a8",3.06963274787501,0.677327575070383,"No"
"605","Acvrl1",2.07789424967799,1.86772556849208,"No"
"606","Eif4b",-0.708782441804451,0.507075131870147,"No"
"607","Itgb7",2.80959625976342,-0.9956314143997,"No"
"608","Hnrnpa1",-0.571575742325136,0.654293547611366,"No"
"609","Nckap1l",0.620396513191009,-0.349738134018679,"No"
"610","Nlrc3",3.15322337936375,-0.438375532746025,"No"
"611","Nmral1",2.09100228516411,-1.39512720188017,"No"
"612","Hmox2",0.523484322474372,-0.985475334994158,"No"
"613","Ubald1",-0.989869359449789,-0.940820139370287,"No"
"614","Abat",-2.22888954784692,-1.46778736254632,"No"
"615","Clec16a",-0.334771787949001,0.273719934767744,"Yes"
"616","Txndc11",0.676012764813626,0.531984546654833,"No"
"617","Rsl1d1",-0.835773942621288,0.603427758120642,"No"
"618","Snx29",0.728755633431157,-0.465453859896739,"Yes"
"619","Spidr",1.9922886456088,0.552573543661682,"No"
"620","Ppm1f",-0.777048149971449,0.35439307877741,"No"
"621","Sdf2l1",1.19183186374861,0.851351555174179,"No"
"622","Ccdc116",-1.13320181501128,1.09184009195309,"No"
"623","Ydjc",-1.51834932407394,1.02165325643924,"No"
"624","Ranbp1",-0.653095684444158,0.602955732702139,"No"
"625","Tango2",0.823060060460414,-0.444016055428564,"No"
"626","Gnb1l",-0.898669068153054,0.526513093901129,"Yes"
"627","Rtl10",-0.905733529052677,0.572801494392705,"No"
"628","Gm28539",0.524156124459943,0.47976919364142,"No"
"629","Hira",0.625078810091365,0.503812857272033,"No"
"630","B3gnt5",1.24242128210113,-1.04441518462617,"No"
"631","Alg3",-2.1558814384887,0.646362838253919,"No"
"632","Eif4g1",-1.52090766001055,0.6343817697641,"No"
"633","Polr2h",-1.62876654641046,0.994596196503746,"No"
"634","Vps8",-0.445134751490408,0.600599667096805,"Yes"
"635","Etv5",1.68538992523814,1.79700459332978,"No"
"636","Rtp4",-1.88400454530321,-2.00050246526676,"No"
"637","Bcl6",-2.10531348093255,-1.4352307410049,"Yes"
"638","Lsg1",-1.00328794909702,0.393167687730197,"No"
"639","Xxylt1",-0.944744412633437,0.715312406629946,"No"
"640","Pcyt1a",2.39061319301469,0.568819919070495,"Yes"
"641","Lrch3",0.498410875591736,0.320028597912338,"No"
"642","Rpl35a",-0.550865849501747,0.687936791155294,"No"
"643","Umps",-0.852773229455717,0.484927575178918,"No"
"644","Kalrn",-1.23713864955267,-1.11121660898394,"No"
"645","Dtx3l",1.27254355821681,-0.646243067764413,"No"
"646","Parp9",1.98552680190895,-0.784680118102618,"Yes"
"647","Ccdc58",0.785587784205682,0.796173502943723,"No"
"648","Lrrc58",0.460017161069456,0.377749014050263,"No"
"649","Maats1",3.49846388115995,3.6959130014788,"No"
"650","Cox17",1.36064021341675,0.855482718638455,"No"
"651","Gm21987",1.28323033440676,0.834668786179295,"No"
"652","Adprh",1.00042354005027,0.621233232636537,"No"
"653","Cd80",3.96558892680951,1.32708775767725,"No"
"654","B4galt4",2.29819203655615,1.87570927107606,"Yes"
"655","Gramd1c",1.3035873059912,-0.635826660972238,"No"
"656","Sidt1",0.895883025522917,-1.29861699077644,"No"
"657","Cd200r1",1.44199119080047,-1.92528017730732,"No"
"658","BC016579",3.03305680170869,1.72211797130282,"Yes"
"659","Cd96",2.38265146722963,-1.43976778816661,"No"
"660","Ift57",0.863328772214552,0.810974282072343,"Yes"
"661","Alcam",2.75163273091128,0.736755089298788,"Yes"
"662","Cep97",2.28443658044695,-0.643130537321988,"Yes"
"663","Rpl24",-0.60352564537867,0.612955622955406,"Yes"
"664","Impg2",1.55437416524066,-1.03137484411515,"No"
"665","Filip1l",0.698472481193461,-1.63328360089199,"Yes"
"666","Crybg3",4.4442916644632,1.87784177161562,"No"
"667","Pros1",3.2811165964155,1.84686313900622,"Yes"
"668","Nrip1",-0.715619488871876,-0.827326416854121,"Yes"
"669","Btg3",-0.569373827704461,0.545067321175772,"Yes"
"670","Urb1",-1.79180015732397,0.64233551883017,"No"
"671","Paxbp1",0.671105237985216,0.590368306935455,"Yes"
"672","Ifnar1",0.318750048336075,-0.822921408056762,"No"
"673","Gart",-0.786635673696273,0.572727119372544,"No"
"674","Runx1",0.98187628854115,-0.736718892480663,"Yes"
"675","Erg",3.00243524416498,1.14552409863269,"Yes"
"676","Ets2",-1.71557115714856,-0.613793004313362,"No"
"677","B3galt5",-1.31379293841913,-2.24151663587077,"No"
"678","Dscam",-2.86984725207321,-2.51842630895048,"No"
"679","Mx1",2.77609722293004,-1.98504413580292,"No"
"680","Zdhhc14",1.38968878422735,1.3539507950275,"No"
"681","Snx9",-1.8394234281618,-0.797209864598441,"No"
"682","Ccr6",5.13272158864992,-2.02346871856031,"Yes"
"683","Agpat4",-0.547494825141822,0.964574253760082,"Yes"
"684","Sod2",-1.05931935267777,0.799205321194577,"No"
"685","Afdn",1.24627228551875,0.607262024498703,"No"
"686","Phf10",-0.833644820358416,0.869534566924327,"No"
"687","Rgmb",-1.99824453913162,-1.81056502884261,"No"
"688","Zfp944",1.76488417005354,0.620231315674258,"Yes"
"689","Zfp945",1.28021682644393,-1.63882135889394,"No"
"690","Tnfrsf12a",-2.77898857530879,1.16323773643557,"No"
"691","Tbc1d24",0.934679261035009,0.635097088790873,"No"
"692","Hagh",-1.58449333794439,-0.774415277187779,"No"
"693","Mcrip2",-1.9645506143983,0.943925466491864,"No"
"694","Syngap1",1.910995976132,0.839027567987875,"No"
"695","Rps10",-1.38640464720998,0.605109938755707,"No"
"696","Pacsin1",-1.71600989604295,-1.39362417173299,"No"
"697","Uhrf1bp1",-1.11694621888616,0.559370766218378,"No"
"698","Srpk1",-0.670666403166432,0.534363367906993,"No"
"699","Fgd2",2.01870870100743,3.79201974743095,"Yes"
"700","Pim1",-2.10485330369689,1.95063222146059,"Yes"
"701","Dnah8",1.73882554131385,-1.41509632606634,"Yes"
"702","Abcg1",3.78697640656847,-1.07422972099518,"Yes"
"703","Rrp1b",-1.68849942106985,0.765487386780864,"Yes"
"704","Notch3",1.60884682382184,1.65152788660107,"No"
"705","Marchf2",0.366949096222539,-0.350985445827898,"No"
"706","Rps28",-1.69348798290281,0.581361054191089,"No"
"707","Tapbp",-0.928374045456028,-0.845482944952614,"No"
"708","Notch4",-1.78338863370336,-1.94110947276548,"No"
"709","Prrt1",3.36506381240162,-2.43201578285369,"No"
"710","Tnf",-3.17613832512157,1.15796266427612,"No"
"711","Lta",-1.19636604047445,4.29105811196313,"Yes"
"712","Gm16181",-2.74057376411227,2.15987844275075,"No"
"713","Ddr1",-1.9964605800669,1.06388541295274,"No"
"714","2310061I04Rik",-1.88928379244048,0.72887444004016,"No"
"715","Mrps18b",-1.6671559944684,0.760929339056136,"No"
"716","Gm6034",-0.842980147378799,-1.04626093210589,"No"
"717","Gm19684",-0.579838444390071,-0.889625026603094,"No"
"718","Trim26",-0.315590639286072,-0.43767704687833,"No"
"719","Olfr753",-4.06759948480071,-3.71139588086299,"No"
"720","Tnfrsf21",-1.97991591368839,1.15860818777536,"No"
"721","Nfkbie",-2.350194642752,-1.10067756257396,"No"
"722","Hsp90ab1",-0.736022193877678,0.793767962828777,"No"
"723","Vegfa",-1.0603358195501,0.896075297317264,"No"
"724","Mrps18a",-1.13827932453169,0.40542702255369,"No"
"725","Xpo5",-0.897364642864176,0.56714788628303,"No"
"726","Rpl7l1",-1.56497224242469,0.495933809014006,"No"
"727","Bysl",-1.93425015368964,0.873494481737479,"No"
"728","Tomm6",-1.00327925442588,0.918043124721038,"No"
"729","Gm21981",-0.926050521261528,1.00014527573167,"No"
"730","Treml2",2.00250083332398,1.40216138639442,"Yes"
"731","Unc5cl",0.703547864772557,-0.68410324412295,"No"
"732","Kat2b",2.96526300386899,-0.638438120225574,"Yes"
"733","Pot1b",1.76763243717594,-0.452749354958537,"No"
"734","Mydgf",-1.81100889075673,0.575428067045317,"No"
"735","Tnfsf9",-1.6228416448595,-1.18236984971643,"No"
"736","Efna5",1.76525632501931,3.89334655614054,"No"
"737","Twsg1",1.16622316604507,0.586158070902371,"Yes"
"738","Ankrd12",0.407254000702827,-0.50964583085275,"No"
"739","Emilin2",4.08479673172654,4.79795012081756,"Yes"
"740","Wdr43",-0.832905057532132,0.720527590190656,"No"
"741","Galnt14",-2.43864895159905,-2.03935491006835,"No"
"742","Ehd3",1.12726007447107,-1.62185954000312,"No"
"743","Xdh",1.52826476285096,-1.96723600110651,"No"
"744","Ttc27",-0.979330202015731,0.361708235393363,"No"
"745","Crim1",1.65146751736474,1.32350952214884,"Yes"
"746","Fez2",1.53322784093807,0.659307761252135,"No"
"747","Qpct",-1.80865912774197,-1.35106058423001,"No"
"748","Galm",2.13033676008787,-0.798728071016053,"Yes"
"749","Rhoq",1.42214006143772,1.75072425540736,"Yes"
"750","Socs5",-0.794549882608222,-0.42355559400728,"No"
"751","Crem",1.86084532088161,1.50729939469332,"Yes"
"752","Jcad",1.22145181644477,1.69387425971896,"Yes"
"753","Snrpd1",-0.466643831988165,0.346501163443836,"No"
"754","Tmem241",1.47538680480511,-0.409608268345206,"No"
"755","Ttc39c",3.18957286175916,1.71721479223618,"Yes"
"756","Osbpl1a",0.973677369866595,1.67136866296784,"No"
"757","Elp2",0.519362479134812,0.478993454805378,"Yes"
"758","Mocos",2.08797311304016,1.67714634571761,"No"
"759","Stard4",2.46895684898718,0.561505312336687,"Yes"
"760","Etf1",-0.846270041291663,0.550018187402641,"No"
"761","Hspa9",-0.602115865389935,0.989148364909499,"No"
"762","Sil1",0.544390968036805,0.242432099032126,"No"
"763","Nrg2",-1.49669571811671,-2.41112085114979,"No"
"764","Pfdn1",0.917240387877235,0.439988912973166,"Yes"
"765","Hbegf",2.25126609568307,3.19489503863166,"Yes"
"766","Gm42416",-0.981424174890399,-0.612174127558674,"No"
"767","Gm37013",-0.994570045286106,-0.597318696963821,"No"
"768","Gm37388",-0.994717946598263,-0.59919518518853,"No"
"769","Pcdhga1",-0.582743218062981,-0.665178065088576,"No"
"770","Pcdhga2",-0.564086732192761,-0.660384433358649,"No"
"771","Pcdhga3",-0.556031101573931,-0.651059748560852,"No"
"772","Pcdhgb1",-0.555537727928328,-0.650957298258169,"No"
"773","Pcdhga4",-0.543567984492431,-0.642924105959501,"No"
"774","Pcdhgb2",-0.545309862197449,-0.648572435669638,"No"
"775","Pcdhga5",-0.547525847475664,-0.652428647472789,"No"
"776","Pcdhga6",-0.568024826925063,-0.658050321675986,"No"
"777","Pcdhga7",-0.573754491597233,-0.652222921649078,"No"
"778","Pcdhgb4",-0.567568148785367,-0.642948119885918,"No"
"779","Pcdhga8",-0.590242183344636,-0.633490338030782,"No"
"780","Pcdhgb5",-0.55020206059917,-0.619517784955559,"Yes"
"781","Pcdhga9",-0.487491854237325,-0.653124309432034,"No"
"782","Pcdhgb6",-0.406532570189211,-0.64696661061515,"No"
"783","Pcdhgc4",0.748660918246484,-0.78101615161575,"No"
"784","Diaph1",1.41908366681826,0.575173318829576,"Yes"
"785","Spry4",-2.24128065122877,1.48411752543965,"No"
"786","Prelid2",4.3287928470273,0.738954466165915,"No"
"787","Ticam2",1.2139293367223,-1.72986922055795,"No"
"788","Eno1b",4.13433916044001,0.961083551748116,"No"
"789","Tnfaip8",0.892873990737735,0.440418684270541,"Yes"
"790","Ppic",-1.37439556504307,-2.39704577838297,"No"
"791","Zfp608",2.93447580591083,3.98990488194681,"Yes"
"792","Gramd3",1.18327496424585,-2.51244921003879,"Yes"
"793","Aldh7a1",1.80767527591567,0.486112801254384,"No"
"794","Isoc1",1.49470508972007,0.503918298788886,"Yes"
"795","Gm4951",1.46720533983218,-2.53904919738925,"No"
"796","F830016B08Rik",1.83373230321256,-2.13623247878543,"No"
"797","Cd74",-0.917025092272096,-1.4915585481453,"No"
"798","Hmgxb3",-0.781626771541886,0.471534317606917,"No"
"799","Nars",-1.03223657657065,1.03462034118108,"No"
"800","Nedd4l",2.78009885686066,0.500165754829067,"Yes"
"801","Malt1",-0.895572363929184,0.854466187801911,"Yes"
"802","Sec11c",2.02777568701892,-0.643537946663296,"Yes"
"803","Lman1",0.504072055396789,0.481151797734063,"No"
"804","Mppe1",2.23115744157216,-1.07109639553611,"No"
"805","Ptpn2",0.448915187583127,0.528036143629139,"Yes"
"806","Ldlrad4",0.727751189719805,-1.74932408550386,"No"
"807","Fam210a",-0.74293163372159,0.518818850493762,"No"
"808","Tcf4",1.39195233207049,0.611584502500818,"Yes"
"809","Me2",1.43363999374922,0.677617819483728,"No"
"810","Acaa2",1.88724089667478,-0.464112877963208,"No"
"811","Lipg",2.76279939753879,1.65568857327134,"No"
"812","Rpl17",-1.09559161916866,0.657789602037641,"No"
"813","Setbp1",2.3999937944343,2.29258622585245,"Yes"
"814","Mbp",-3.15152570058806,-0.472664113533081,"No"
"815","Neto1",-3.12450420706668,-2.20095788893846,"No"
"816","Lrp5",0.643606972897981,0.444238618153734,"No"
"817","Unc93b1",2.40389254967624,-0.975026229394843,"No"
"818","Cdk2ap2",-1.08246865619226,-1.04906974162167,"No"
"819","Aip",-1.59371772248597,-0.97166328570954,"No"
"820","Clcf1",-3.47930048297161,-0.738163132174015,"No"
"821","Gm45928",-3.45253965445916,-0.820550574278271,"No"
"822","Pcx",3.55550741750582,1.33859623556037,"Yes"
"823","Npas4",-3.03941131142249,-2.1669568677481,"Yes"
"824","Slc29a2",-3.49324398233965,1.0587542101719,"No"
"825","Fosl1",-3.97314906633129,2.14945076460531,"No"
"826","Rasgrp2",2.09312696910728,-0.923379997831685,"No"
"827","Plaat3",1.85146229515311,-0.912622365981852,"No"
"828","Slc3a2",-1.84323018774329,0.922962686907965,"No"
"829","Wdr74",-1.63032861171295,0.657663035614228,"No"
"830","Tut1",-0.755763900280409,0.446126875846066,"No"
"831","Eef1g",-1.05153141942263,0.831867492453769,"No"
"832","Ccdc86",-3.03217866006779,0.629837064308555,"No"
"833","Gm8369",1.45077981712676,-0.804798785441151,"Yes"
"834","Ms4a6b",1.66536351383743,-1.16168545733225,"No"
"835","Tle4",1.26053127087807,-0.947256553962461,"No"
"836","Psat1",-0.949377866803755,1.24401487153785,"No"
"837","Gnaq",1.92279673117144,0.660132789823626,"Yes"
"838","Gna14",-2.74978982676122,-1.95008439684072,"No"
"839","Nmrk1",3.23887042902259,-0.543981985712369,"No"
"840","Abhd17b",0.57269495098269,0.555432721931293,"No"
"841","Klf9",-1.18652815688961,1.01585095609544,"Yes"
"842","Tjp2",0.962079568026267,-1.40871282290728,"No"
"843","Dock8",1.16355859120777,-0.705277431200973,"No"
"844","Smarca2",1.90783203333755,-0.588404276193955,"No"
"845","Vldlr",4.68198155906952,1.56362670322093,"Yes"
"846","Pum3",-1.00341848001732,0.489564999264995,"No"
"847","Jak2",-2.44628020856428,-0.628431758015654,"No"
"848","Plgrkt",0.684576737573374,-0.911597694812171,"No"
"849","Cd274",-2.33682715734166,-0.68262332648933,"No"
"850","Ermp1",2.03446154482951,-0.406980032741087,"No"
"851","Asah2",1.54362568860293,-0.958512474481157,"No"
"852","Pten",0.489587788707604,-0.581521332789779,"Yes"
"853","Lipa",2.04157817734793,-0.563362653777642,"No"
"854","Ifit2",3.02491985956729,-1.08720650046349,"No"
"855","Ifit3",-1.83305383000834,-2.42850970057162,"Yes"
"856","Ifit3b",-1.93584085800141,-1.85932725217758,"Yes"
"857","Pcgf5",1.22774315500592,0.490652850471008,"Yes"
"858","Sorbs1",1.25922816807318,-0.688984849628039,"No"
"859","Aldh18a1",-1.00962367807289,1.05488472514009,"Yes"
"860","Rrp12",-2.0924297368331,1.04635767457631,"No"
"861","Exosc1",-0.892539118714663,0.743995034935226,"No"
"862","Pyroxd2",-2.35802751067425,-1.76168955541541,"No"
"863","Erlin1",0.746380354485591,0.68569588814573,"No"
"864","Scd1",5.87251348302313,1.37047248931135,"Yes"
"865","Wnt8b",-4.08840031040164,-3.71129624758016,"No"
"866","Sfxn3",-0.66670690445809,-0.739962624474387,"Yes"
"867","Npm3",-1.9640072017209,0.940227461766364,"No"
"868","Pprc1",-2.27560651595986,0.785420336634282,"No"
"869","Nolc1",-2.09900309048351,0.941600644646472,"No"
"870","Wbp1l",-0.530849959980099,-0.438936352709407,"Yes"
"871","As3mt",1.10405806238873,0.685465450409914,"No"
"872","Pcgf6",-1.16491590663016,0.413882407243006,"No"
"873","Pdcd11",-1.39589041944853,0.544392199004051,"No"
"874","Xpnpep1",0.33021965239154,0.556724884139845,"No"
"875","Casp7",1.73577638749116,-0.932974923091777,"No"
"876","Ablim1",1.61138768384767,-0.833454234503148,"Yes"
"877","Trub1",-0.840343181768639,0.471978062470179,"No"
"878","Gfra1",1.14285721149015,1.68368342661592,"No"
"879","Rab11fip2",1.1868318450885,0.942174771910896,"Yes"
"880","Prdx3",-0.72779652044811,0.531006372199175,"No"
"881","Grk5",0.92231377055748,-0.732552677805834,"No"
"882","Frmd4a",-0.752220045723222,-1.25779806557792,"Yes"
"883","Phyh",1.33120771538492,-0.989527543601669,"No"
"884","Itih5",3.39775917480117,1.67265170636356,"No"
"885","Vim",3.26565428273266,1.37550415419566,"Yes"
"886","Hacd1",-0.547548411085883,0.55208986369783,"No"
"887","Plxdc2",2.62598438435701,-1.44166182212661,"Yes"
"888","Armc3",-1.76798654741727,-1.50683320724973,"No"
"889","Arhgap21",1.51993009344979,0.887960096885122,"Yes"
"890","Pdss1",0.910699323972497,0.779724852955702,"No"
"891","Zmynd19",-0.59532519064678,0.704178208321183,"No"
"892","Pnpla7",-0.78797803903215,-0.631923891750884,"No"
"893","Qsox2",-0.73025212615693,0.617666428581089,"No"
"894","Surf6",-1.24247056509176,0.487314596175566,"No"
"895","Slc2a6",1.64441964715842,-1.33318002757847,"No"
"896","Wdr5",-1.21086896922592,0.543654873847267,"No"
"897","Rxra",-1.24638311437869,-0.855429380536255,"No"
"898","Gtf3c4",-0.547112464784696,0.524435648465255,"No"
"899","Ddx31",-1.361444711408,0.659286732266792,"No"
"900","Cfap77",2.60356112337181,-2.10369124352981,"No"
"901","Coq4",-1.95235374523678,0.68466496857976,"No"
"902","Ntmt1",-2.11808104375374,0.552035827795865,"No"
"903","Ncs1",-1.61629753197123,0.933881777661121,"No"
"904","Ass1",-0.952701238181853,0.534610137403306,"No"
"905","Fibcd1",-3.71601832407231,1.02821031263974,"No"
"906","Fam78a",1.29928376561572,-1.68387419734481,"No"
"907","St6galnac4",-2.27156425372712,0.878242043014236,"No"
"908","Fpgs",-1.61344379842764,0.910120332377688,"No"
"909","Stxbp1",2.27009094849999,-0.515111252027429,"No"
"910","Rpl12",-1.57670991328644,0.814445626600409,"No"
"911","Ralgps1",-0.566711337080349,-0.444540316223845,"No"
"912","Mvb12b",-0.711673357179893,0.491866099571163,"No"
"913","Gapvd1",0.522879817575931,0.426556877923748,"No"
"914","Traf1",-2.55841845727608,-0.797492522089815,"Yes"
"915","Ggta1",1.65527479056896,0.62040823251763,"Yes"
"916","Dab2ip",-1.11609846978874,1.55530210662327,"No"
