gene_name,P2_Arm,P3_Arm,P4_Arm,P5_Arm,P6_Arm,P7_Arm,P8_Arm,P9_Arm,P10_Arm,P2_Cl13,P3_Cl13,P4_Cl13,P5_Cl13,P6_Cl13,P7_Cl13,P8_Cl13,P9_Cl13,P10_Cl13
Dlgap5,0.8481411,1.6613138,1.2094662,0.6140689,0.8249813,0.2921648,0.08448648,0.07229483,0.056050066,0.788209,1.7408502,1.4845048,0.5878427,0.7800187,0.20241147,0.12883902,0.08178981,0.05931052
Atg14,0.039444532,0.024164598,0.042816438,0.038319297,0.04536502,0.06721638,0.07160849,0.080320165,0.05864155,0.03548201,0.022523876,0.026096296,0.036967497,0.04500141,0.05752173,0.0524454,0.051684067,0.029413646
Exoc5,0.52384347,0.5594799,0.54058975,0.5386231,0.5481604,0.51976717,0.50007373,0.5420099,0.5520863,0.603321,0.5940201,0.6002215,0.55527776,0.5580553,0.5116693,0.55102,0.62058717,0.65436774
Ttc5,0.28451195,0.31094268,0.2957118,0.2827546,0.33116943,0.290677,0.45368943,0.38457128,0.3521796,0.27686188,0.2894056,0.3001281,0.24609406,0.3167196,0.40067512,0.27611065,0.28926462,0.26800898
Ccnb1ip1,0.30809137,0.13638374,0.23433879,0.18725008,0.1509296,0.07402549,0.07489973,0.028567975,0.024415577,0.21962595,0.11802513,0.23990764,0.1438296,0.10708117,0.044323456,0.03604639,0.04436702,0.08074457
Tep1,0.060854632,0.04983459,0.07290582,0.07241258,0.064892866,0.11567001,0.12088601,0.08983763,0.075331606,0.0676586,0.07613162,0.06841678,0.049925346,0.048686557,0.06903433,0.06700547,0.08504929,0.06730672
Osgep,0.2987222,0.2696985,0.3052601,0.32050627,0.28544164,0.2048107,0.2468146,0.24906263,0.19491361,0.25609767,0.2518992,0.26125893,0.30469394,0.275654,0.31566435,0.22875223,0.2264855,0.34002244
Pip4p1,0.16997816,0.14854169,0.16134539,0.18139577,0.1734252,0.16692281,0.26556033,0.2638607,0.29793164,0.19423552,0.16002044,0.15877542,0.1881178,0.19188167,0.17718941,0.23658004,0.21234624,0.21911125
Hnrnpc,4.16942,2.826295,3.4279451,3.4266372,3.188198,2.8048475,2.6385806,2.0757701,2.1109188,4.029036,2.8406193,3.6266532,3.209241,3.261278,2.8986993,1.7774225,2.350253,2.6306865
Supt16,3.8598523,2.8862176,3.4041636,2.9891648,2.705722,1.8814667,1.645913,1.1607845,1.1758052,3.9388993,3.0917392,3.780823,3.2862415,2.581278,1.9823222,1.6574569,1.5580549,1.6056361
Chd8,0.44343585,0.5486125,0.5107212,0.44168815,0.43432695,0.69203496,0.6936283,0.75481385,0.8540255,0.46358556,0.5429798,0.5283486,0.47257015,0.4624666,0.58947706,0.5313581,0.45952198,0.5927366
Rab2b,0.03145812,0.044369277,0.03860187,0.02713022,0.034699976,0.09069453,0.05547078,0.07334335,0.08233274,0.032522943,0.053060997,0.03530647,0.030659005,0.04755578,0.03458585,0.073063016,0.07015181,0.12708925
Mettl3,0.16409558,0.189864,0.18667328,0.16300315,0.20190543,0.15085931,0.12575933,0.13124263,0.10609206,0.16276884,0.18540266,0.1876134,0.14301766,0.1598743,0.15910596,0.14120857,0.20475936,0.17875859
Dad1,4.657653,4.4223475,4.696471,4.776955,5.1310062,4.2814703,5.413312,4.711951,4.4871106,4.826449,4.5516963,4.7888694,4.7149816,5.2512,4.651309,4.948871,5.2866426,5.009823
Prmt5,0.55103725,0.28099695,0.41378993,0.45740283,0.35042673,0.33575633,0.27815562,0.25113806,0.21432267,0.5190428,0.29635298,0.3676432,0.402938,0.2794646,0.30680197,0.21587424,0.25571308,0.23004279
Haus4,0.9550458,1.1013417,0.9749464,1.07792,0.83518285,0.52696854,0.33327818,0.3471341,0.35529166,0.91433865,1.1863619,0.9404716,1.1865373,0.7334587,0.4104094,0.45230147,0.27990806,0.36219448
4931414P19Rik,0.014228966,0.034049403,0.022255203,0.018566487,0.019618416,0.01657041,0.028927846,0.014013182,0.01154303,0.018492023,0.028883269,0.024028026,0.030038381,0.027484508,0.024221906,0.045537584,0.044418603,0.0
Psmb5,2.6978655,2.3544693,2.4737816,2.4034483,2.5652416,1.831206,1.9420762,1.6314453,1.3231161,2.9140816,2.3573353,2.5930085,2.4252093,2.5430534,2.0069077,1.9765531,1.9662066,1.8874674
Cdh24,0.02126897,0.0420764,0.015900165,0.019457944,0.026916632,0.038523234,0.025363747,0.0358876,0.04084806,0.027802039,0.05091521,0.018583752,0.025418283,0.027492436,0.028657641,0.042633455,0.038725905,0.02579081
Acin1,2.2080185,2.2922966,2.3146136,1.9159917,2.074955,2.3952405,1.920879,2.310887,2.2178917,2.1705675,2.3719053,2.4778223,1.9340835,2.089542,2.3040266,2.0089705,2.1719878,2.340798
Ppp1r3e,0.015665356,0.0057339272,0.010953937,0.008436492,0.0089749545,0.017862951,0.016064197,0.0071890564,0.003926113,0.012410125,0.0065353587,0.008883285,0.010449,0.0097504305,0.0125664575,0.013648013,0.014893358,0.05402621
Zfhx2,0.045530476,0.07491512,0.06248526,0.04250565,0.049400877,0.2403639,0.22228572,0.33912447,0.42573106,0.04112282,0.13335364,0.06449368,0.11533746,0.109318525,0.19233184,0.3882795,0.29130593,0.36175653
Ap1g2,0.29330716,0.3491343,0.33744198,0.29361612,0.35022694,0.34218892,0.3682727,0.44989362,0.36171192,0.27057067,0.36924073,0.33402127,0.34646297,0.42552295,0.32280535,0.38403615,0.34793788,0.28392005
Emc9,0.19169474,0.38284433,0.30536112,0.22898887,0.31612507,0.30312783,0.15523458,0.23090398,0.19549839,0.16182882,0.44679743,0.33028916,0.28062525,0.37685728,0.37857836,0.19134092,0.31134096,0.23761556
Psme2,3.465325,4.8037033,4.3104463,4.6988335,4.965954,4.5134897,5.4198713,4.518477,2.6592388,3.724704,4.6082053,4.2433796,4.8495955,5.2167015,4.687386,5.9639163,5.7691927,5.8133087
Tm9sf1,0.01627921,0.029712684,0.022126725,0.027657766,0.02085188,0.015078372,0.031811316,0.027526857,0.047335356,0.012605566,0.027073275,0.020601524,0.02055022,0.021181043,0.015838305,0.024644792,0.025263349,0.0
Mdp1,0.6806897,0.8653101,0.7434738,0.708604,0.77690136,1.0408835,1.0177028,1.1681744,1.2009459,0.71993583,0.9151567,0.81075037,0.74951416,0.86858934,1.1092153,1.2638656,1.0945396,1.0810902
Nedd8,1.0711972,0.9495649,1.0468693,1.0356891,1.1162786,0.8901242,0.8313193,0.8884865,0.78493464,1.0556589,1.0228848,1.0365188,1.0280402,1.1768762,1.0347489,1.0227196,1.136063,0.9804337
Tinf2,0.036489237,0.06814112,0.052799966,0.062079083,0.042622894,0.016637262,0.006929164,0.020819057,0.026810925,0.031079777,0.06824211,0.060007267,0.05784441,0.030680284,0.027045075,0.026637472,0.018047532,0.017888254
Rabggta,0.14212167,0.16229112,0.1500304,0.15728666,0.16550398,0.15037237,0.20278239,0.22521783,0.26460648,0.10760751,0.15561095,0.15306793,0.11531242,0.13733791,0.14677526,0.14598978,0.13097659,0.07576488
Dhrs1,0.3047121,0.49062014,0.45799667,0.43350112,0.50531816,0.34964386,0.6496648,0.42021167,0.52888054,0.27596104,0.52462876,0.47344035,0.45325187,0.5575696,0.4204721,0.5485214,0.7542845,0.6140814
Ripk3,0.55102617,0.5941305,0.615019,0.6125871,0.7189972,0.40509355,0.5278894,0.25662336,0.18838978,0.43100193,0.4984434,0.54345304,0.43132997,0.5797224,0.38235617,0.31840074,0.2615957,0.39923036
Sdr39u1,0.018413294,0.016346501,0.017615194,0.01879474,0.020582963,0.013769182,0.019554265,0.0061962246,0.009339084,0.022664938,0.024596775,0.020923123,0.019073455,0.012183969,0.014361664,0.0028473416,0.005913494,0.0
Gzmc,0.041083157,0.053061623,0.059501976,0.05481533,0.060703363,0.0124985725,0.030351648,0.021051738,0.0007909328,0.035387848,0.02254553,0.030392917,0.03150343,0.02573058,0.0009883055,0.015303127,0.010850396,0.0
Gzmb,30.275084,38.087612,35.345673,38.04448,41.707607,4.85726,47.336304,18.792885,15.864671,19.585428,25.49194,27.498104,27.839172,31.065878,3.8979633,32.27951,29.002735,25.167973
Cenpj,0.15090623,0.26151463,0.19480674,0.19506991,0.15981707,0.084012344,0.1793373,0.12348278,0.10873604,0.14851311,0.1875971,0.18293224,0.20339829,0.13337809,0.06330204,0.12807855,0.114758894,0.03635345
Pspc1,0.75770587,0.50112236,0.60015106,0.6490811,0.59495133,0.3790945,0.39012247,0.297189,0.31221655,0.6888686,0.53796625,0.58603185,0.57720643,0.5762054,0.4645289,0.4432269,0.37857288,0.50463057
Zmym5,0.20853272,0.23368053,0.2256751,0.21289171,0.21223973,0.37577924,0.35217035,0.34745735,0.49509138,0.18986672,0.29775953,0.24243246,0.19599737,0.21536699,0.3544716,0.3099757,0.29556257,0.26892164
Cryl1,0.04139568,0.073321365,0.05012751,0.047630712,0.05419361,0.03794698,0.023496058,0.03472284,0.0340522,0.05957106,0.07511839,0.04015174,0.055839803,0.053308796,0.053305015,0.027970873,0.046224304,0.0
Eef1akmt1,0.8225616,0.6222434,0.7159724,0.69531214,0.7699186,0.6157927,0.6563292,0.54652256,0.5040102,0.87822616,0.60127974,0.69140154,0.7402155,0.7465463,0.6853489,0.57444304,0.6120879,0.42161262
Xpo4,0.17976171,0.121082604,0.1573607,0.17343742,0.1373223,0.10405125,0.14643793,0.13463353,0.11857609,0.21489917,0.13474111,0.14617193,0.16591448,0.11968132,0.122931294,0.11123254,0.14475738,0.09100449
Ska3,0.18396491,0.41562182,0.26553303,0.23543817,0.11581449,0.05934335,0.021662258,0.022700418,0.019335082,0.18893833,0.4200518,0.33450738,0.24870989,0.08639291,0.05350393,0.04733518,0.056107502,0.0
Zdhhc20,0.49741936,0.6632053,0.57556784,0.49206704,0.73060215,1.1112276,0.93889374,1.3709956,2.020418,0.383713,0.50840807,0.4365283,0.42215693,0.6103223,0.7101396,0.8948579,0.87693065,1.0154557
Micu2,0.4674338,0.5198911,0.5469315,0.4743684,0.52661127,0.47985828,0.48475152,0.5291775,0.4933575,0.61503243,0.62366223,0.6404687,0.5475384,0.6299422,0.63391185,0.63494754,0.5314453,0.42210495
Phf11a,0.40698364,0.50146085,0.4806447,0.46604335,0.58727235,0.31418222,0.52959985,0.49099535,0.3404659,0.23085749,0.314199,0.36082244,0.35419208,0.46087518,0.28090298,0.39174253,0.41428146,0.55338734
Phf11b,1.4942297,2.1014822,1.9334573,1.8972446,2.3955164,1.6955478,2.0700438,1.8858345,1.3006734,1.2779064,2.1987083,2.1189096,1.9693388,2.5767336,2.027956,2.1775756,2.7325134,2.0612576
Phf11c,0.21522278,0.31132138,0.2739373,0.23560564,0.35186076,0.609364,0.3064245,0.43291825,0.17800008,0.29310402,0.42501384,0.32875273,0.3472342,0.47157753,0.86192024,0.46813008,0.51045704,0.2956192
Setdb2,0.15236667,0.16040196,0.15648028,0.18355621,0.13326642,0.20628054,0.14234906,0.19488265,0.13064303,0.12721874,0.13655932,0.1357676,0.15202607,0.114352934,0.12694457,0.21887356,0.1541835,0.2425763
Cdadc1,0.09403073,0.11719717,0.10908342,0.104267605,0.10494962,0.12316019,0.12359365,0.12900855,0.13252296,0.10237908,0.1122352,0.118357435,0.10977661,0.13507147,0.098423295,0.102941446,0.097379506,0.0836552
Ebpl,0.4251912,0.41778198,0.4478197,0.5268706,0.53706914,0.605806,0.783001,0.65019476,0.68823737,0.48165345,0.40221754,0.45984814,0.5297865,0.6644269,0.62999177,0.6503414,0.7431225,0.6966565
Kpna3,0.8229563,0.48750713,0.626962,0.70948315,0.4972429,0.35795736,0.39551595,0.28864422,0.28579873,0.8554037,0.5377354,0.6083426,0.74315214,0.44461435,0.3470712,0.3597548,0.34174544,0.32623672
Spryd7,0.10745122,0.04581921,0.077861555,0.07548152,0.09171361,0.074631795,0.1072962,0.09643768,0.085287616,0.11104322,0.052252874,0.07353104,0.07313351,0.07221457,0.05487685,0.07944559,0.05975052,0.054171793
Ints6,0.08194539,0.06686922,0.08242869,0.08524378,0.06889923,0.101927556,0.084525995,0.08155724,0.072661676,0.08853868,0.093315415,0.07604674,0.08227843,0.07124726,0.07995235,0.06757696,0.07387534,0.12964672
Fdft1,0.14681606,0.17602454,0.15111683,0.16535057,0.13974962,0.12387306,0.14545812,0.095552415,0.06024738,0.18095478,0.17396356,0.1855294,0.18438937,0.13088556,0.117997915,0.12783697,0.12954785,0.16967124
Blk,0.00042103304,0.0009674676,0.0012372833,1.0737263e-05,1.241677e-05,5.0779938e-05,0.0,1.9053801e-05,0.0,0.0010427545,0.0,0.0,0.00058398687,0.0001097668,0.0015945701,0.00219439,0.0,0.0
Mtmr9,0.061719365,0.04853646,0.05442326,0.05369746,0.065668866,0.041019175,0.100815974,0.05324535,0.03866426,0.05749783,0.07687075,0.061530657,0.061455566,0.06626595,0.04260671,0.046441097,0.06660136,0.015379266
Msra,0.08798404,0.12540844,0.12374796,0.13358212,0.13944164,0.17119667,0.12744191,0.1376345,0.08848723,0.12949778,0.14324167,0.12277393,0.10703662,0.16227533,0.15246949,0.1689392,0.16106333,0.16046211
Hmbox1,0.04606511,0.039492153,0.044616677,0.050784286,0.051989388,0.07565852,0.05699958,0.11501319,0.106272206,0.035489105,0.041278776,0.02889118,0.03357825,0.034234148,0.08330562,0.07338498,0.06678213,0.108336404
Extl3,0.12072543,0.111918084,0.11029149,0.09742359,0.11451918,0.08419254,0.06315144,0.11222115,0.09825922,0.10235341,0.11931705,0.11053212,0.11658295,0.11522399,0.11449352,0.16772991,0.1593028,0.05114319
Elp3,0.21142256,0.12469683,0.16080976,0.14699443,0.16580063,0.1743255,0.24260654,0.12426453,0.17467467,0.19274077,0.1354591,0.17187794,0.17101766,0.14331493,0.16054341,0.13873374,0.17839587,0.18901594
Esco2,0.36904413,0.66676235,0.42222926,0.46804056,0.07422499,0.09130216,0.018013714,0.010582373,0.011216794,0.34887242,0.7224326,0.4704655,0.48425817,0.049896117,0.063494146,0.07196299,0.03795468,0.013058685
Ptk2b,0.48429456,0.74730307,0.6498368,0.58380437,0.53058493,0.61430025,0.83165586,0.83509237,0.8850532,0.5749263,0.83948076,0.8402618,0.7377463,0.6046931,0.77386093,0.9236715,0.94438195,1.1544663
Dpysl2,1.078085,1.5317783,1.2917273,1.390162,1.2783033,1.0215875,1.2179317,1.0390292,1.1307157,1.1505724,1.3461641,1.3071876,1.4962444,1.2210684,1.1400177,1.2212373,1.2038232,1.2057941
Bnip3l,0.38424626,0.448397,0.4839122,0.5110512,0.58007455,1.0018885,1.0484245,1.1127955,1.2997912,0.4253211,0.5214251,0.4552325,0.5221006,0.73387104,0.8928691,0.9444786,1.0490241,0.94840896
Ppp2r2a,0.34458447,0.29836416,0.3092224,0.2844976,0.31546676,0.28886834,0.34161428,0.34756756,0.30498126,0.28212753,0.2961572,0.3161418,0.293447,0.3414735,0.39166266,0.29490888,0.31152135,0.30006436
Cdca2,0.25196204,0.798603,0.48768312,0.32565522,0.107408404,0.11749071,0.045159232,0.031462718,0.032031488,0.27472275,0.8930582,0.6190775,0.38459644,0.09927876,0.08137288,0.08244089,0.092642,0.06867005
Dock5,0.09249563,0.23137115,0.16517207,0.15941705,0.20136695,0.15950748,0.27018154,0.48233452,0.7588033,0.11197674,0.18332529,0.17190807,0.23458083,0.17916098,0.12376156,0.2809183,0.31942803,0.36063832
Slc25a37,0.20178552,0.105207,0.13928561,0.16876261,0.13184825,0.09186295,0.16981867,0.12516731,0.11548719,0.14811069,0.08178156,0.11999744,0.12068596,0.08747806,0.10566538,0.12561557,0.07426654,0.1729776
R3hcc1,0.20464957,0.14035681,0.16962335,0.1703555,0.18029349,0.17416172,0.13288085,0.17581004,0.16805165,0.26428092,0.17470045,0.2099855,0.20898968,0.16508403,0.15334481,0.19061747,0.12024386,0.028909666
Chmp7,0.17129236,0.17968524,0.17387138,0.14710008,0.15523769,0.16224988,0.17819989,0.1418588,0.15538445,0.18397233,0.1937228,0.1910518,0.14796123,0.14821702,0.1619752,0.19917932,0.15981051,0.42653936
Rhobtb2,0.052866396,0.04837843,0.04352361,0.039785907,0.04679494,0.09582975,0.040605582,0.06197174,0.037238028,0.03437516,0.053148393,0.04290592,0.047610372,0.038022052,0.052373283,0.043033868,0.03732458,0.0
Ccar2,0.14918949,0.19766976,0.180879,0.12902395,0.16914538,0.1932391,0.19555958,0.16454908,0.16533901,0.17176679,0.20972376,0.2017446,0.14739454,0.19229066,0.15295616,0.18889363,0.16670735,0.17336878
Pdlim2,0.48590073,0.7905585,0.6727528,0.57996273,0.7506982,0.90318197,1.1998957,0.9273354,0.7842034,0.54022336,0.8030876,0.73412347,0.6161974,0.8604559,0.8032731,1.1197313,1.1768204,1.3159227
Ppp3cc,0.3289088,0.5901392,0.47699714,0.42869943,0.5052408,0.6412035,0.7567056,0.87728554,0.80746645,0.3363449,0.57546467,0.44887623,0.46541086,0.4812232,0.48745158,0.70888734,0.5640197,0.68491554
Slc39a14,0.06910417,0.021509586,0.039715387,0.035197448,0.04155027,0.035666317,0.023540527,0.042673074,0.045510586,0.09852057,0.070407294,0.0752045,0.06718215,0.05753038,0.068966016,0.09890755,0.03739304,0.06868961
Polr3d,0.1933469,0.08551922,0.12072052,0.12911633,0.13506171,0.13653013,0.11790574,0.16023605,0.10648745,0.25973636,0.0912817,0.13560067,0.15051793,0.18442638,0.16591576,0.14620678,0.12691686,0.110846154
Fam160b2,0.09295048,0.12777133,0.11897227,0.09605525,0.12076293,0.17959285,0.16791734,0.20120254,0.23043764,0.079739004,0.11874663,0.12276362,0.113855064,0.1191233,0.1551366,0.12366786,0.14132635,0.11839633
Xpo7,0.40463966,0.28124866,0.33026657,0.34144992,0.29134634,0.33437583,0.24379738,0.27744177,0.3022357,0.42281494,0.29533654,0.32187673,0.3314266,0.30126283,0.25067398,0.23383945,0.19601451,0.101844884
Fndc3a,0.14313161,0.11651645,0.14165515,0.15424064,0.15206464,0.24502838,0.19898841,0.20393991,0.15802051,0.14071994,0.18840492,0.17525151,0.17429811,0.19936839,0.26236135,0.2152093,0.19445863,0.20657258
Cysltr2,0.028168999,0.051675722,0.041353937,0.038190648,0.05337634,0.052932687,0.018046958,0.060155258,0.091986656,0.01895714,0.09467223,0.052675806,0.050619796,0.075744644,0.063181624,0.14503905,0.12310743,0.092595086
Rb1,0.09138502,0.12730312,0.1121822,0.10957577,0.083851956,0.10370708,0.12549534,0.08415762,0.12824489,0.077234246,0.13627353,0.103749976,0.13360825,0.073890015,0.06803891,0.083348185,0.080829434,0.07445921
Itm2b,6.4358497,10.555699,8.695433,8.827051,10.408644,10.201138,15.230417,13.105352,13.759338,5.6325593,9.249963,7.5580354,7.8242674,9.520582,8.547176,13.016287,12.225408,12.243137
Lrch1,0.12396208,0.18584704,0.16258632,0.16678417,0.14390503,0.20379314,0.24515541,0.23936637,0.2691849,0.16366167,0.18805845,0.15566196,0.16174129,0.15035975,0.21367247,0.17109251,0.18926434,0.190034
Cog3,0.108512275,0.10371727,0.11933837,0.10091841,0.14406475,0.13172732,0.11350691,0.1683795,0.16612941,0.08558146,0.11049574,0.10331942,0.091633014,0.12243896,0.12252288,0.10103723,0.084325865,0.019822119
Slc25a30,0.2190549,0.24892633,0.2421835,0.2299502,0.24406365,0.28866884,0.38599646,0.334512,0.34075508,0.17492186,0.20362665,0.20381325,0.21295863,0.25043,0.19508469,0.3123777,0.30959946,0.41296852
Gtf2f2,0.6701181,0.46387258,0.5807198,0.5801388,0.5281746,0.44645426,0.45579925,0.413695,0.41586503,0.6879396,0.51466185,0.62394804,0.66500634,0.59507555,0.5039135,0.4260594,0.5426012,0.3539072
Gpalpp1,0.27591908,0.27420214,0.28695878,0.24537288,0.30063137,0.31716073,0.13987538,0.2786761,0.29233867,0.28878984,0.23169358,0.26422146,0.21691214,0.24686909,0.25961718,0.32365364,0.3479386,0.25943583
Serp2,0.124868095,0.3169169,0.22402035,0.2400422,0.24725167,0.21071003,0.20394251,0.2840556,0.17376697,0.11990094,0.20533644,0.1501877,0.15533988,0.20586355,0.17800671,0.20819658,0.18993025,0.32906622
Lacc1,0.015581524,0.0069260728,0.017002609,0.017897451,0.008031515,0.011029205,0.0021102466,0.008038647,0.004057663,0.012607952,0.01237146,0.023091922,0.018742878,0.0074987654,0.016342,0.0058617624,0.015405778,0.0
Dnajc15,7.9852524,10.428357,9.864028,9.752144,11.048941,10.267056,10.560409,11.346075,9.05782,7.632737,9.255731,9.667333,9.688796,11.366352,9.17043,8.67311,10.535474,9.711765
Tnfsf11,0.00822936,0.0033088326,0.0053398963,0.0032773323,0.0014691396,0.025972515,0.0,0.0024937398,3.9061742e-05,0.01646792,0.011323865,0.0067070946,0.009342541,0.0031219837,0.091911666,0.0016545076,0.0031461606,0.062330626
Akap11,0.18377624,0.12998343,0.16440329,0.16832255,0.12895851,0.18341284,0.18889816,0.17704535,0.23523167,0.2062863,0.15189011,0.15800056,0.20638081,0.15859577,0.23518527,0.20494832,0.14530052,0.26788735
Dgkh,0.21622646,0.37432134,0.34643695,0.36203334,0.34776375,0.2647968,0.6390479,0.5666854,0.5492221,0.20498101,0.47846454,0.40182036,0.37044856,0.35883656,0.3054838,0.8193188,0.79877865,0.95306766
Rgcc,0.34908438,0.28206757,0.27941874,0.30724078,0.2726255,0.32868347,0.15951523,0.20616159,0.23218969,0.35723892,0.28794822,0.34169766,0.28965807,0.24658476,0.32497433,0.078720026,0.09867365,0.08104065
Naa16,0.44408935,0.39881277,0.39965975,0.43674597,0.30425182,0.34196246,0.28981173,0.30970147,0.3330232,0.50442964,0.42114753,0.4220222,0.47557676,0.3081434,0.35683033,0.33215693,0.36004555,0.37860107
Wbp4,0.8473248,0.77451044,0.75165266,0.6867988,0.70643914,0.7211975,0.6600244,0.6673815,0.6779192,0.86476177,0.8556436,0.7789221,0.6953073,0.7141701,0.7046209,0.7860885,0.6453252,0.5212861
Diaph3,0.44353226,1.069158,0.6734271,0.47512394,0.5031872,0.22405697,0.10523856,0.06775753,0.053634338,0.4966668,1.1601468,0.92819804,0.52599394,0.49876788,0.17941648,0.12786646,0.08747512,0.08252927
Dach1,0.0071844133,0.0003420196,0.0022865122,0.0003665063,0.0,0.004953254,0.0,0.0,0.0,0.0014606549,0.0,0.0014102942,0.0,0.000125894,0.00019941942,0.0016954044,0.0,0.0
Mzt1,0.42793816,0.58926755,0.44306928,0.46149734,0.5383585,0.366924,0.39822817,0.46551758,0.5334549,0.46604013,0.5881744,0.45374912,0.45943865,0.5587886,0.45888397,0.38927335,0.3595284,0.2384313
Dis3,0.3181299,0.12702501,0.17419277,0.2070515,0.1564488,0.15386744,0.08190193,0.06552811,0.045590997,0.36136,0.1567936,0.20756336,0.29392996,0.12941119,0.13923311,0.09983598,0.034517962,0.17664696
Klf12,0.00027027677,0.0049298634,0.0017990717,0.00018568308,0.0023453329,0.0,0.0,1.40054635e-05,0.0034833048,0.0007500876,0.0011056677,0.0002803878,0.0018532042,0.0001709269,0.0,0.0019607532,0.0,0.0
Tbc1d4,0.022496069,0.0065057976,0.02322184,0.0134486975,0.011444993,0.20292708,0.010167084,0.057328615,0.0053426353,0.030736238,0.006645508,0.023004035,0.016343972,0.025476364,0.12670109,0.023394914,0.047565185,0.18705894
Commd6,0.77652174,0.72725594,0.7887681,0.79029423,1.0013764,0.9571111,1.1059725,0.9467537,0.91303474,0.8282628,0.7615449,0.8308206,0.7806834,1.0484744,1.0426589,0.98084086,1.2724004,1.1435771
Fbxl3,0.20576899,0.27223656,0.23558278,0.21333647,0.26228708,0.4163216,0.25358978,0.39088687,0.36238182,0.1964803,0.22162881,0.23504023,0.2276623,0.33121818,0.27173838,0.3228328,0.25410035,0.28789192
Mycbp2,1.0756028,0.9743914,1.0871184,0.9548138,0.82240903,2.1550245,1.6936347,2.1191957,1.9612473,1.0748947,1.2108744,1.14283,1.1698898,1.0681615,1.8668202,1.7998207,1.7815156,1.6492761
Rnf219,0.1336012,0.08932925,0.09856745,0.12936127,0.102764726,0.08855468,0.15524718,0.12641893,0.1256971,0.20157656,0.113594405,0.084121026,0.16858427,0.122035205,0.084658794,0.1621699,0.059645656,0.037535846
Rbm26,0.42184186,0.3479273,0.38186103,0.3087723,0.3672453,0.5768734,0.5294705,0.5418829,0.55543756,0.49000347,0.4470925,0.44414425,0.38318074,0.40993226,0.6107636,0.57499623,0.59678465,0.249353
Spry2,0.034586187,0.025829464,0.036904346,0.016572252,0.03394047,0.10192164,0.19553548,0.054368235,0.0640546,0.099218465,0.08328117,0.048357867,0.06287354,0.044422846,0.26414374,0.18762049,0.09141181,0.18118405
Tgds,0.21439499,0.19623736,0.20190136,0.19935682,0.22614723,0.17816566,0.2120085,0.20060112,0.18637712,0.21194126,0.1909306,0.21752161,0.22689994,0.28298658,0.19276789,0.19123508,0.23700912,0.2283693
Abcc4,0.07626735,0.043764383,0.069777206,0.07091772,0.06669595,0.12669079,0.06580144,0.069123425,0.09762887,0.056637567,0.065790586,0.07313552,0.0803866,0.06095408,0.102694646,0.07357428,0.07154705,0.044018034
Dzip1,0.014325808,0.012390582,0.017327499,0.017434161,0.027990725,0.058871448,0.02715635,0.042258386,0.047736477,0.011267563,0.01334943,0.015811456,0.010872817,0.0058250357,0.054100215,0.0091368705,0.020404954,0.0
Stk24,0.9903853,1.5693222,1.225565,1.1571699,1.1533728,1.3633575,1.8107656,2.0935345,2.3238897,1.0564117,1.9199711,1.5666112,1.6152487,1.5492073,1.2225018,2.5944254,1.9189105,2.207455
Dock9,0.084513515,0.070023954,0.08041026,0.050380427,0.06058378,0.13456784,0.0977451,0.1191269,0.054869305,0.05886181,0.06896401,0.079295814,0.06647103,0.06143885,0.05203952,0.13184454,0.14076355,0.15624689
Gpr18,0.41273275,0.6457718,0.57401466,0.5186609,0.64092916,0.9324289,0.8554888,0.7068358,0.44613844,0.4365624,0.7226169,0.60983217,0.6569769,0.6640738,1.1037443,0.51348376,0.72530603,0.43577242
Gpr183,0.89797556,1.3526361,1.1930343,0.9537952,1.1522045,3.4470916,1.9899864,3.505075,1.0627652,0.91371965,1.5632831,1.4471593,1.4239253,1.6720566,2.6084068,0.8615181,2.444293,1.8687688
Ggact,0.0039518424,0.0040679765,0.003910755,0.0061129183,0.0076035378,0.0045132847,0.012977313,0.009059889,0.0051436005,0.003719549,0.00034354843,0.0016298958,0.00620661,0.0019644366,0.0025193614,0.027092427,0.0076976377,0.03232153
Tmtc4,0.053626068,0.06062866,0.06295165,0.060336918,0.06880886,0.038612537,0.059427693,0.06263576,0.06932205,0.09516136,0.07836772,0.062252026,0.08212729,0.057247546,0.06836215,0.12830469,0.08202016,0.092743926
Flnb,0.4508207,0.2898658,0.41277134,0.34418786,0.31095946,0.23414752,0.3037155,0.16917697,0.16649154,0.49961227,0.3708986,0.49569458,0.4201694,0.36510524,0.2327359,0.2212604,0.23901324,0.13945319
Abhd6,0.062169846,0.040296424,0.053974032,0.07081066,0.03648133,0.09032078,0.053423308,0.0533556,0.0592932,0.054382704,0.06447548,0.07744768,0.07912892,0.041680574,0.09123341,0.05037296,0.052094918,0.059291877
Rpp14,0.3448773,0.183277,0.24087979,0.26834556,0.25947666,0.32028022,0.18843181,0.1810581,0.15039551,0.42089057,0.16955334,0.2287704,0.31210262,0.2676001,0.2832007,0.25874022,0.17665848,0.30271626
Pxk,0.2839584,0.30721265,0.29019147,0.33117288,0.31861603,0.36698705,0.3342381,0.5104055,0.4022053,0.26880425,0.33098587,0.28734645,0.40992996,0.31116834,0.39086622,0.43049878,0.44023114,0.57546556
Gm49355,0.005262034,0.0017951209,0.0032204855,0.0050278306,0.00566692,0.0037771596,0.0043230755,0.0025362594,0.0025465246,0.0064947815,0.0019549362,0.0010829675,0.003194852,0.0022645334,0.0063129347,0.004697119,0.0,0.0
