,N-P0,A-P1,A-P2,C-P2,A-P3,C-P3,A-P4,C-P4,A-P5,C-P5,A-P6,C-P6,A-P7,C-P7,C-P8,A-P9,A-P10
Klf11,0.015542601235210896,0.0407906137406826,0.1074778214097023,0.0932895764708519,0.10107061266899109,0.12783393263816833,0.11672110110521317,0.1521078646183014,0.1224241629242897,0.09389983117580414,0.09164808690547943,0.12874232232570648,0.06249761953949928,0.061503034085035324,0.07481423765420914,0.062332216650247574,0.05061424523591995
Rnf19a,0.10422532260417938,0.18362867832183838,0.13126905262470245,0.09666746109724045,0.21541084349155426,0.2893926799297333,0.17433461546897888,0.24327945709228516,0.14412155747413635,0.1987440139055252,0.17990517616271973,0.2166595458984375,0.30745863914489746,0.3095239996910095,0.2103293538093567,0.1616201549768448,0.25766128301620483
Tbp,0.07165206223726273,0.06566891074180603,0.1279280185699463,0.1304103583097458,0.11002526432275772,0.10996996611356735,0.13247932493686676,0.13439804315567017,0.09927509725093842,0.10236407816410065,0.10044237226247787,0.06405486166477203,0.05917515233159065,0.0680217444896698,0.058598749339580536,0.07071685791015625,0.07517626881599426
Ar,0.147822767496109,0.11337853968143463,0.06975503265857697,0.11235149949789047,0.08408690989017487,0.17196306586265564,0.10175476223230362,0.1377808153629303,0.04316301643848419,0.12869368493556976,0.05323459208011627,0.1440935730934143,0.20949096977710724,0.23658865690231323,0.19582204520702362,0.12422050535678864,0.11835944652557373
Zfp143,0.08483981341123581,0.04430707171559334,0.10637696832418442,0.10282667726278305,0.14704975485801697,0.12859144806861877,0.11225201189517975,0.12942594289779663,0.08721460402011871,0.09587907791137695,0.07305332273244858,0.07062841206789017,0.09141628444194794,0.07713189721107483,0.05298888310790062,0.07116133719682693,0.06601464003324509
Btg1,2.4977025985717773,2.664146661758423,0.7313054800033569,0.5777992010116577,1.4514621496200562,1.4411333799362183,1.0961062908172607,0.9633098840713501,0.9266929626464844,0.9874717593193054,1.1890026330947876,1.2799192667007446,2.0606906414031982,1.7428703308105469,2.1655333042144775,2.5884721279144287,2.63448166847229
Smad7,0.7697334289550781,1.0171643495559692,0.33473601937294006,0.24938124418258667,0.5536379814147949,0.48983678221702576,0.5251264572143555,0.5103562474250793,0.3838217854499817,0.36456912755966187,0.49616095423698425,0.462257981300354,0.7606592774391174,0.5396249890327454,0.40516307950019836,0.7586285471916199,0.5593666434288025
Batf,0.18470214307308197,0.23223015666007996,0.9196252822875977,1.3067822456359863,0.6486194729804993,0.99436354637146,0.7230260372161865,1.1499940156936646,0.6998603343963623,0.9554207921028137,0.704657793045044,1.0124133825302124,0.9235902428627014,1.235830307006836,0.6972106695175171,0.5159363746643066,0.3148207664489746
Pwp1,0.12403110414743423,0.10452596843242645,0.24578772485256195,0.2836901545524597,0.14379218220710754,0.14792804419994354,0.1688445657491684,0.22051768004894257,0.17019787430763245,0.1898406594991684,0.1814499944448471,0.16596470773220062,0.10870406031608582,0.17629048228263855,0.13057580590248108,0.09577210992574692,0.08600547909736633
Prmt6,0.058254092931747437,0.03864685073494911,0.10337407886981964,0.10054509341716766,0.04425729438662529,0.057026393711566925,0.06934276968240738,0.047661468386650085,0.07919739931821823,0.07408269494771957,0.06847601383924484,0.09437030553817749,0.05181204527616501,0.10323148220777512,0.0686623826622963,0.06478086113929749,0.05312342569231987
Ssb,0.86112380027771,0.7775746583938599,1.5641295909881592,1.6561919450759888,1.4007612466812134,1.4244511127471924,1.4754304885864258,1.539139986038208,1.449149250984192,1.410928726196289,1.4202044010162354,1.3494058847427368,1.1957533359527588,1.2119965553283691,1.1169977188110352,1.003118634223938,0.9566389322280884
Ash1l,0.610039472579956,0.518556535243988,0.3133126497268677,0.290188729763031,0.33983108401298523,0.3543179929256439,0.3185389041900635,0.2755082845687866,0.28959110379219055,0.2808431088924408,0.2679084837436676,0.2624399662017822,0.5267781019210815,0.43178993463516235,0.5586259961128235,0.521377682685852,0.5171067118644714
Tnfsf8,0.19312669336795807,0.2669805884361267,0.038896750658750534,0.11951471120119095,0.014380316250026226,0.10414862632751465,0.052746836096048355,0.08557428419589996,0.02739795856177807,0.07786175608634949,0.011453802697360516,0.05559519678354263,0.4639666676521301,0.7098208665847778,0.07727199792861938,0.02933112531900406,0.013467569835484028
Kmt5a,0.21835248172283173,0.21825668215751648,0.8090612292289734,0.748412013053894,0.8170749545097351,0.8126521110534668,0.7786218523979187,0.7975860238075256,0.6945137977600098,0.6493182182312012,0.6061093807220459,0.49229854345321655,0.37454885244369507,0.3878854513168335,0.3838522136211395,0.3018547594547272,0.3606567680835724
Irf4,0.011962843127548695,0.059742629528045654,0.22286701202392578,0.19792936742305756,0.20538002252578735,0.18359437584877014,0.25276806950569153,0.1913224458694458,0.17387428879737854,0.1872449666261673,0.1752338409423828,0.2030843198299408,0.19915087521076202,0.17147381603717804,0.14938122034072876,0.1206720694899559,0.06167642027139664
Ybx1,1.4073262214660645,1.2809313535690308,2.713999032974243,2.7153797149658203,2.38681960105896,2.312337636947632,2.621211290359497,2.614889621734619,2.6267502307891846,2.569427490234375,2.4803214073181152,2.345158338546753,2.0581583976745605,2.0448739528656006,1.8136053085327148,1.6425602436065674,1.571129322052002
Pcbd2,0.22448180615901947,0.21005879342556,0.4328101575374603,0.46393531560897827,0.6302822828292847,0.6369211077690125,0.5335170030593872,0.6636875867843628,0.5397036075592041,0.6264949440956116,0.5927700400352478,0.6339916586875916,0.3831231892108917,0.4337881803512573,0.32484179735183716,0.2974972426891327,0.23818546533584595
Zfp296,0.008244886994361877,0.02953323721885681,0.03513427451252937,0.05170012265443802,0.020151423290371895,0.036994192749261856,0.030815282836556435,0.0724811851978302,0.03099091164767742,0.03244340792298317,0.03796335682272911,0.03593875840306282,0.10333112627267838,0.05693787336349487,0.027247563004493713,0.01977240853011608,0.0063301026821136475
Sp110,0.7649824023246765,0.6539201140403748,0.37943339347839355,0.3081664741039276,0.6598261594772339,0.6250839233398438,0.5187143683433533,0.49793341755867004,0.510297954082489,0.5289984345436096,0.4126565754413605,0.42985543608665466,0.7951154112815857,0.7610681653022766,0.7311102747917175,0.9954750537872314,0.8768020868301392
Zfp36,0.7992057204246521,1.049391746520996,0.5057423114776611,0.3960404396057129,0.6455827355384827,0.5617175102233887,0.6463792324066162,0.5420570373535156,0.6061038970947266,0.5548635721206665,0.5945286750793457,0.5561232566833496,0.9376358389854431,0.7329058647155762,0.5683136582374573,0.9369717836380005,0.8080306053161621
Trim25,0.17106018960475922,0.16397105157375336,0.20983681082725525,0.16699150204658508,0.172713041305542,0.21940405666828156,0.2145596742630005,0.24295082688331604,0.17697925865650177,0.20047836005687714,0.23153242468833923,0.28263333439826965,0.23907460272312164,0.31271812319755554,0.23331023752689362,0.20353451371192932,0.2199392318725586
Cdc5l,0.42529788613319397,0.4713501036167145,0.7567194700241089,0.8640081882476807,0.74163818359375,0.7390574812889099,0.7674630880355835,0.8434827923774719,0.6675745248794556,0.7047913074493408,0.6351994276046753,0.6608196496963501,0.626428484916687,0.6061047911643982,0.5659785270690918,0.5246688723564148,0.4818621873855591
Zfp707,0.05071437731385231,0.0293122548609972,0.05111587792634964,0.022175373509526253,0.1047619879245758,0.10207851231098175,0.07371668517589569,0.060302071273326874,0.05978597328066826,0.04701574519276619,0.05334903299808502,0.04216315597295761,0.05279071256518364,0.07431410998106003,0.08872096985578537,0.07591845840215683,0.06239437684416771
Itgae,0.253502756357193,0.02718834951519966,0.0052893562242388725,0.006718355696648359,0.006295531988143921,0.003723926143720746,0.0074472143314778805,0.005900403019040823,0.0033508192282170057,0.004026846494525671,0.014546089805662632,0.002485454548150301,0.014413672499358654,0.00511585921049118,0.02661128155887127,0.004773406311869621,0.017830979079008102
Cebpg,0.09999215602874756,0.09724036604166031,0.28993335366249084,0.2637248635292053,0.22382448613643646,0.2597304880619049,0.23734775185585022,0.33383384346961975,0.3186511695384979,0.33744245767593384,0.25616660714149475,0.23704500496387482,0.1834590882062912,0.19643548130989075,0.22465309500694275,0.15306413173675537,0.1594989001750946
Cnot6,0.2762109637260437,0.2294372022151947,0.5749572515487671,0.5491998791694641,0.4824049472808838,0.47084325551986694,0.5224635004997253,0.5184649229049683,0.4748055636882782,0.4943974018096924,0.472309947013855,0.43153026700019836,0.3460174798965454,0.3840557038784027,0.3563920259475708,0.28440868854522705,0.25380945205688477
Eif2ak2,0.12452011555433273,0.1301891803741455,0.20661717653274536,0.2267589271068573,0.12502045929431915,0.18135331571102142,0.18173471093177795,0.2471337467432022,0.16529551148414612,0.21089404821395874,0.18438388407230377,0.194257453083992,0.2622995674610138,0.38197651505470276,0.28372445702552795,0.179219588637352,0.12011364847421646
Sp4,0.22778593003749847,0.16237027943134308,0.1587991714477539,0.1431093066930771,0.3357008695602417,0.2955798804759979,0.23979853093624115,0.24584552645683289,0.1857900321483612,0.17350678145885468,0.1878403276205063,0.18261058628559113,0.17710861563682556,0.1371956169605255,0.2567357122898102,0.26357266306877136,0.19324108958244324
Pias4,0.12911595404148102,0.08582385629415512,0.1467064619064331,0.14411118626594543,0.1965346485376358,0.2240108847618103,0.1523844301700592,0.20906446874141693,0.1615460366010666,0.13012699782848358,0.13087718188762665,0.12348249554634094,0.102098248898983,0.13032475113868713,0.15768179297447205,0.1313398778438568,0.135550856590271
Dek,0.6764526963233948,0.7482798099517822,1.7903887033462524,1.7101134061813354,1.9462698698043823,1.9066603183746338,1.7533973455429077,1.763184905052185,1.924778699874878,1.9146209955215454,1.6612608432769775,1.4858689308166504,1.0658515691757202,0.9881964325904846,1.0738481283187866,0.906093418598175,0.9165880680084229
Sin3a,0.14395590126514435,0.1301780641078949,0.2545735538005829,0.2171870917081833,0.2631664276123047,0.25553664565086365,0.2582308053970337,0.26851603388786316,0.2500438392162323,0.24107007682323456,0.15177509188652039,0.1293596625328064,0.17490717768669128,0.1570402830839157,0.15440641343593597,0.14686225354671478,0.1516951322555542
Ing5,0.12370363622903824,0.11710726469755173,0.18008223176002502,0.19823305308818817,0.12881305813789368,0.15826837718486786,0.1692953258752823,0.17711904644966125,0.18333522975444794,0.22162045538425446,0.16026203334331512,0.13657963275909424,0.06371738016605377,0.10430880635976791,0.13472765684127808,0.1015818640589714,0.11702541261911392
Nfatc3,0.5571557283401489,0.49464738368988037,0.48934316635131836,0.4732365310192108,0.6174474954605103,0.6270127892494202,0.6244952082633972,0.600098729133606,0.5818808674812317,0.6007924675941467,0.5860061645507812,0.6008428931236267,0.5931402444839478,0.5917627811431885,0.613599956035614,0.7029141187667847,0.7868720293045044
Polr2j,0.46107637882232666,0.43180200457572937,1.027637004852295,1.030820369720459,0.9105448126792908,0.9244827628135681,0.9508718252182007,0.9880999326705933,0.9711605310440063,0.9509305357933044,0.9590728282928467,0.9117205142974854,0.740807056427002,0.7246533036231995,0.740571141242981,0.6109153032302856,0.530851423740387
Igf2r,0.15098083019256592,0.19899246096611023,0.1819995492696762,0.17543569207191467,0.31236732006073,0.3050023019313812,0.3121170103549957,0.3105796277523041,0.31311362981796265,0.29764169454574585,0.3044371008872986,0.31380537152290344,0.3022691607475281,0.3181594908237457,0.357011616230011,0.4414922297000885,0.28250306844711304
Phf5a,0.41592973470687866,0.5095508694648743,1.2336318492889404,1.2785791158676147,1.0110194683074951,0.9806880950927734,1.112230658531189,1.1349804401397705,1.1134073734283447,1.126246452331543,1.0278847217559814,0.9841083288192749,0.7579161524772644,0.8417137861251831,0.7929377555847168,0.6826857924461365,0.5492751002311707
Ccr5,0.017389649525284767,0.11841452121734619,0.2789182662963867,0.10886123776435852,0.745383083820343,0.29329192638397217,0.4945860803127289,0.22297866642475128,0.48832300305366516,0.234488844871521,0.6791136264801025,0.4539373517036438,0.23407982289791107,0.08902487903833389,0.40184131264686584,0.8098586201667786,0.5199017524719238
Zfp593,0.272670716047287,0.31757423281669617,0.47732919454574585,0.533237636089325,0.27278926968574524,0.28989121317863464,0.34273549914360046,0.3987165689468384,0.32828953862190247,0.369794100522995,0.32139870524406433,0.3408214747905731,0.328261137008667,0.3720608949661255,0.304481565952301,0.26936373114585876,0.17816761136054993
Hdac6,0.014530990272760391,0.025695886462926865,0.03714841604232788,0.04269983246922493,0.02707611583173275,0.03961450234055519,0.035614389926195145,0.05347137898206711,0.026966620236635208,0.032637011259794235,0.03267546370625496,0.018723594024777412,0.0,0.01816401816904545,0.02304597944021225,0.011026833206415176,0.018238892778754234
Junb,1.96439790725708,2.489619493484497,1.3138657808303833,1.2789902687072754,1.6485391855239868,1.721467137336731,1.6436320543289185,1.7755340337753296,1.4846230745315552,1.7176696062088013,1.4687443971633911,1.7551950216293335,2.134286642074585,2.0234720706939697,1.4667739868164062,2.4795033931732178,2.685375213623047
Ctsl,0.1059490516781807,0.09731902927160263,0.03947483375668526,0.026072297245264053,0.010566341690719128,0.010740051977336407,0.0390729084610939,0.019529500976204872,0.023601951077580452,0.00968498457223177,0.027858689427375793,0.013532114215195179,0.036902353167533875,0.03553619608283043,0.005986455827951431,0.011335528455674648,0.0114832678809762
Mxd3,0.012589300982654095,0.015811961144208908,0.2500980794429779,0.19593018293380737,0.6428792476654053,0.6237478852272034,0.39923176169395447,0.39755386114120483,0.33229854702949524,0.2917407155036926,0.14142398536205292,0.06617061048746109,0.0674467384815216,0.04360438510775566,0.037673089653253555,0.009305606596171856,0.006615960039198399
Jmy,0.13608361780643463,0.18881845474243164,0.04534556716680527,0.032109335064888,0.019346462562680244,0.018028447404503822,0.045304249972105026,0.017187925055623055,0.04545106366276741,0.04422890022397041,0.028082536533474922,0.036074090749025345,0.11581521481275558,0.08312990516424179,0.05537622421979904,0.10385225713253021,0.07576934248209
Tnfrsf18,0.3021523356437683,0.28956156969070435,0.22031176090240479,0.3258586525917053,0.27989810705184937,0.4263680577278137,0.2870093286037445,0.31885582208633423,0.2664514482021332,0.33292391896247864,0.2684847414493561,0.3929699957370758,0.42238011956214905,0.3913393020629883,0.5463560819625854,0.43820860981941223,0.21897973120212555
Mcm6,0.2044772356748581,0.21205897629261017,1.283914566040039,1.2959599494934082,0.9060786962509155,0.9532650113105774,1.1853286027908325,1.207011103630066,1.4085544347763062,1.494892954826355,1.0145025253295898,1.0325301885604858,0.614982008934021,0.7362787127494812,0.8988125920295715,0.41475701332092285,0.35205522179603577
Zbtb32,0.02401372604072094,0.0193465705960989,0.6979978084564209,0.6756325364112854,0.4668305814266205,0.711545467376709,0.6399876475334167,0.8036946058273315,0.5093129277229309,0.6318686008453369,0.6130409240722656,0.7401381731033325,0.4427553713321686,0.7024482488632202,0.6439448595046997,0.17697949707508087,0.15222278237342834
Selplg,1.4364311695098877,1.2725640535354614,1.3294833898544312,1.1755903959274292,1.814914345741272,1.697019338607788,1.6574292182922363,1.60152006149292,1.5940438508987427,1.5412189960479736,1.7471559047698975,1.7449026107788086,1.690172553062439,1.3453140258789062,1.7704612016677856,2.051396131515503,2.0915822982788086
Bard1,0.009854373522102833,0.02221325784921646,0.22432827949523926,0.2525280714035034,0.2653200626373291,0.2501617968082428,0.24736475944519043,0.27132222056388855,0.2719883620738983,0.30862465500831604,0.14170628786087036,0.08724017441272736,0.07851563394069672,0.05226244777441025,0.08482379466295242,0.024737674742937088,0.02066778391599655
Ing1,0.36826881766319275,0.32604241371154785,0.4201684892177582,0.37949874997138977,0.5528846979141235,0.5256162285804749,0.46372002363204956,0.41149184107780457,0.3997994363307953,0.35791975259780884,0.3527916967868805,0.3012629747390747,0.30117619037628174,0.3070327937602997,0.3400534391403198,0.3216007947921753,0.3999295234680176
Ifitm1,0.0029070971067994833,0.005413112696260214,0.03932718560099602,0.02858475036919117,0.08820974081754684,0.0924360528588295,0.09298400580883026,0.1838507354259491,0.07210959494113922,0.08621005713939667,0.11541785299777985,0.08529946208000183,0.0825275406241417,0.007832741364836693,0.06075465306639671,0.032947082072496414,0.017510198056697845
Smarca4,0.3249616026878357,0.36884936690330505,0.682822585105896,0.7125580906867981,0.6010425090789795,0.6207260489463806,0.6288946270942688,0.6771255135536194,0.5362958908081055,0.5161898732185364,0.531561017036438,0.5350350737571716,0.4881281852722168,0.4791232943534851,0.4299022853374481,0.3647836446762085,0.3084242343902588
Dpp4,0.3963708281517029,0.44763606786727905,0.26053372025489807,0.2563301920890808,0.2649012804031372,0.24057386815547943,0.3121587038040161,0.21924258768558502,0.27137160301208496,0.2123485654592514,0.27601271867752075,0.2414165735244751,0.6238229274749756,0.46524691581726074,0.23212413489818573,0.40495842695236206,0.3104814291000366
Suv39h2,0.006804373115301132,0.01608446054160595,0.14045296609401703,0.1651100218296051,0.12589149177074432,0.13700178265571594,0.11682267487049103,0.1514119654893875,0.12409713864326477,0.1615416407585144,0.08070988953113556,0.08631925284862518,0.06471902132034302,0.05250856280326843,0.020866481587290764,0.020409610122442245,0.010091430507600307
Rpa3,0.21816501021385193,0.19037878513336182,0.8772767186164856,0.9073651432991028,0.8705421090126038,0.7941157221794128,0.8467026948928833,0.9033327102661133,0.9024551510810852,0.8755406737327576,0.7204721570014954,0.6533964276313782,0.43396320939064026,0.3787600100040436,0.39333099126815796,0.26412200927734375,0.24970345199108124
Rnps1,0.384352445602417,0.39498844742774963,0.8773100972175598,0.8781827688217163,0.7370977997779846,0.7573698163032532,0.7826614379882812,0.7839372158050537,0.8172038197517395,0.811915934085846,0.6656152606010437,0.6866752505302429,0.5022152066230774,0.5587224364280701,0.5113099813461304,0.39749810099601746,0.3856128454208374
Chd7,0.5486939549446106,0.6084451079368591,0.4591200351715088,0.4004931151866913,0.6695573925971985,0.5865130424499512,0.6721545457839966,0.5941550135612488,0.5640648007392883,0.4972090423107147,0.6199232935905457,0.5814559459686279,0.543237566947937,0.47306138277053833,0.6233332753181458,0.7704987525939941,0.8629095554351807
Cbx6,0.09543389081954956,0.04482049494981766,0.13486571609973907,0.16374269127845764,0.08549631386995316,0.12039762735366821,0.10821642726659775,0.08170861750841141,0.11171387135982513,0.1395043283700943,0.09436000883579254,0.1034618467092514,0.10072674602270126,0.11647496372461319,0.1219455674290657,0.056508395820856094,0.07987578213214874
Klf9,0.03134223446249962,0.12008459866046906,0.012738487683236599,0.052516695111989975,0.0146755026653409,0.026413172483444214,0.021110855042934418,0.015375588089227676,0.009784121997654438,0.029557639732956886,0.010392311960458755,0.019781118258833885,0.050614070147275925,0.07454533874988556,0.026450691744685173,0.017521044239401817,0.022255823016166687
Lepr,0.003868553088977933,0.00814682524651289,0.051707588136196136,0.019166233018040657,0.0137379365041852,0.00891878455877304,0.01843876950442791,0.013963567093014717,0.023248398676514626,0.008038278669118881,0.008727986365556717,0.0069956290535628796,0.018815435469150543,0.008155466988682747,0.005925655830651522,0.004801807925105095,0.0017626460175961256
Hnrnpr,0.6928967833518982,0.44340047240257263,0.8322451710700989,0.8512043356895447,0.8014320135116577,0.9186725616455078,0.8074115514755249,0.9035248160362244,0.7299999594688416,0.8231866359710693,0.6352353096008301,0.6519414782524109,0.6209103465080261,0.6206772327423096,0.5685309767723083,0.5206248164176941,0.47570371627807617
Cd69,1.0220471620559692,1.9586718082427979,1.2908722162246704,0.7413890361785889,1.544289469718933,1.2688546180725098,1.475045919418335,1.1864628791809082,1.4259241819381714,1.2003709077835083,1.3549755811691284,1.2217674255371094,1.8005324602127075,1.414986252784729,0.7461255788803101,1.6086519956588745,0.9969283938407898
Cbfb,0.2680196762084961,0.23706674575805664,0.6267121434211731,0.5824775695800781,0.7257332801818848,0.7259184122085571,0.6171886324882507,0.6081922054290771,0.6422513127326965,0.6407536268234253,0.6300442218780518,0.5726107954978943,0.3903706967830658,0.38607385754585266,0.45095887780189514,0.3208521008491516,0.32061707973480225
Bin1,0.37792497873306274,0.32596099376678467,0.5119196772575378,0.43667903542518616,0.6967915296554565,0.6264441013336182,0.6347782611846924,0.5780307054519653,0.5607223510742188,0.4989658296108246,0.7269376516342163,0.6685434579849243,0.5351107120513916,0.508976399898529,0.5758572816848755,0.5323300957679749,0.576962411403656
Stat5a,0.15808477997779846,0.1761116087436676,0.2258799523115158,0.26044702529907227,0.19330352544784546,0.23353484272956848,0.22162139415740967,0.3207542896270752,0.20456421375274658,0.23482221364974976,0.21710175275802612,0.27292031049728394,0.29103517532348633,0.3297518491744995,0.16426794230937958,0.2244204431772232,0.18283188343048096
Tardbp,0.37864962220191956,0.40905848145484924,0.7977845668792725,0.7518215775489807,0.5739598274230957,0.5867317318916321,0.6928642392158508,0.6485579013824463,0.6539135575294495,0.5665126442909241,0.5663478374481201,0.47759950160980225,0.4177609980106354,0.46806904673576355,0.4623529314994812,0.3561357259750366,0.353690505027771
Elf4,0.2461739331483841,0.2361210286617279,0.3479125499725342,0.35392796993255615,0.501575767993927,0.4435586929321289,0.4387947618961334,0.422127902507782,0.3775790333747864,0.3510546088218689,0.40060684084892273,0.37124624848365784,0.2511754631996155,0.3016570508480072,0.407113641500473,0.36637377738952637,0.49555328488349915
Pbx3,0.006120217964053154,0.009903080761432648,0.03616911917924881,0.07146133482456207,0.03986198082566261,0.06903430819511414,0.03354832902550697,0.060114551335573196,0.04133038967847824,0.05809953808784485,0.030772117897868156,0.03246992826461792,0.015391497872769833,0.025001853704452515,0.0981135368347168,0.028414221480488777,0.02526291459798813
Paxip1,0.10381537675857544,0.0798526182770729,0.3026602864265442,0.3536596894264221,0.22899329662322998,0.27173227071762085,0.3118880093097687,0.2954064607620239,0.33292144536972046,0.3659052848815918,0.20459412038326263,0.20356354117393494,0.12692883610725403,0.14279556274414062,0.16772043704986572,0.09327002614736557,0.09687188267707825
Nfx1,0.20577192306518555,0.20366740226745605,0.2718881368637085,0.25907570123672485,0.19242562353610992,0.2343408614397049,0.2759546637535095,0.2777843773365021,0.27253544330596924,0.3140171766281128,0.18147745728492737,0.20563481748104095,0.21386529505252838,0.2045535147190094,0.18719452619552612,0.20299209654331207,0.16852594912052155
Mlx,0.20472297072410583,0.19102320075035095,0.3365536630153656,0.3602119982242584,0.40131500363349915,0.4107036888599396,0.38459399342536926,0.408983051776886,0.2907935380935669,0.29896658658981323,0.3598102033138275,0.3377537429332733,0.2232234925031662,0.2906559705734253,0.24582472443580627,0.30011117458343506,0.2636760473251343
Btla,0.11183567345142365,0.105654776096344,0.06969626247882843,0.09184953570365906,0.043910373002290726,0.11197066307067871,0.0696437656879425,0.10076094418764114,0.06007153540849686,0.09744177013635635,0.06873336434364319,0.1053476557135582,0.19466917216777802,0.2207586169242859,0.1401766836643219,0.06722521781921387,0.030410613864660263
Cd28,0.4194090962409973,1.2384942770004272,1.1096580028533936,0.9618256092071533,1.5431944131851196,1.452519416809082,1.402014970779419,1.4226162433624268,1.3800948858261108,1.38484525680542,1.3164875507354736,1.3327248096466064,1.6880557537078857,1.5254380702972412,1.073230504989624,1.8271822929382324,1.1453940868377686
Klrb1c,0.002357733901590109,0.01112337689846754,0.008038034662604332,0.02186400815844536,0.012978984974324703,0.07993245124816895,0.03200129419565201,0.023304855450987816,0.003801785409450531,0.020268645137548447,0.008258276619017124,0.03535293787717819,0.012922572903335094,0.022251524031162262,0.2898117005825043,0.08991289883852005,0.3389968276023865
Smarcd1,0.16354387998580933,0.10392892360687256,0.2623116672039032,0.24056756496429443,0.22105254232883453,0.26529231667518616,0.2148587703704834,0.2874341309070587,0.20680850744247437,0.22116582095623016,0.18024438619613647,0.1817687600851059,0.15485553443431854,0.23777492344379425,0.16299521923065186,0.16026271879673004,0.1392020881175995
Tdg,0.08796781301498413,0.12024784088134766,0.3545116186141968,0.42358994483947754,0.2791587710380554,0.2794034481048584,0.2950282096862793,0.3270646929740906,0.2685057818889618,0.29492342472076416,0.27986809611320496,0.2986425459384918,0.22754208743572235,0.2299865484237671,0.2010800987482071,0.1551370918750763,0.11090454459190369
Cops2,0.18345671892166138,0.2709634602069855,0.5053027272224426,0.5181475877761841,0.41944801807403564,0.4080645740032196,0.4508948028087616,0.5432363152503967,0.3851298987865448,0.37139078974723816,0.42814314365386963,0.3980542719364166,0.4380429685115814,0.44582507014274597,0.33428582549095154,0.28125929832458496,0.25784048438072205
Klrc1,0.02466667629778385,0.09394050389528275,0.46605026721954346,0.49216118454933167,0.9206207990646362,0.9980039000511169,0.6673446297645569,0.8636004328727722,0.6913360357284546,0.7284538149833679,0.7209874391555786,0.7451872825622559,0.6287844181060791,0.7024331092834473,1.0368274450302124,1.0668306350708008,1.4471075534820557
Pms1,0.08452719449996948,0.04344717413187027,0.11499389261007309,0.1199045404791832,0.07564445585012436,0.08899788558483124,0.08200813084840775,0.09880077838897705,0.11370237171649933,0.11686152219772339,0.081667959690094,0.06180783361196518,0.11311055719852448,0.09520868957042694,0.0827963575720787,0.06460215896368027,0.035195134580135345
Kat2a,0.0913315862417221,0.08384080976247787,0.16970063745975494,0.15226338803768158,0.07686425745487213,0.06286612898111343,0.10283507406711578,0.17267125844955444,0.10028568655252457,0.1152571439743042,0.0853118821978569,0.07865049690008163,0.11859181523323059,0.09349792450666428,0.07550390809774399,0.05418069660663605,0.04321148619055748
Ascc1,0.1752641350030899,0.18306027352809906,0.15644784271717072,0.14730750024318695,0.16777817904949188,0.1906938999891281,0.1637662798166275,0.18617498874664307,0.12329434603452682,0.16738460958003998,0.14965690672397614,0.14854757487773895,0.17497436702251434,0.26548752188682556,0.1701403558254242,0.14149104058742523,0.1096884086728096
Med30,0.48100557923316956,0.403103232383728,0.9397855401039124,0.9650343656539917,1.160322904586792,1.0827621221542358,1.0323141813278198,1.0376944541931152,0.9145675301551819,0.8938151597976685,1.032750129699707,0.9206419587135315,0.665538489818573,0.5592978596687317,0.5702731609344482,0.521990954875946,0.5679870247840881
Rbm14,0.03813586011528969,0.06680429726839066,0.318364679813385,0.2950268089771271,0.1893143355846405,0.20618516206741333,0.2576470673084259,0.24570341408252716,0.26376137137413025,0.23638932406902313,0.21236982941627502,0.1838379204273224,0.1323079913854599,0.15571579337120056,0.11509000509977341,0.07396932691335678,0.05532272905111313
Pecam1,0.4021371603012085,0.28154346346855164,0.0907372385263443,0.1366974264383316,0.09821096062660217,0.23733410239219666,0.12371329963207245,0.17828986048698425,0.06764309108257294,0.14638736844062805,0.06822515279054642,0.15111646056175232,0.3119731545448303,0.4330332279205322,0.27714622020721436,0.2143348604440689,0.06873304396867752
Ccr6,0.0012656550388783216,0.0,0.001430388423614204,0.0,0.0011857084464281797,0.00659814802929759,0.0005537352990359068,0.0042934054508805275,0.001291053369641304,0.005215398967266083,0.0,0.0,0.024441948160529137,0.11088555306196213,0.0,0.00047288171481341124,0.0
Brpf1,0.12537923455238342,0.11271573603153229,0.20957250893115997,0.23156756162643433,0.1913508027791977,0.1653374284505844,0.1952938437461853,0.24428516626358032,0.22743330895900726,0.19142548739910126,0.17371322214603424,0.16317827999591827,0.110193632543087,0.11971233040094376,0.1395225077867508,0.13721756637096405,0.15212862193584442
Timeless,0.06725568324327469,0.05368741229176521,0.3424016833305359,0.3693268895149231,0.2535671591758728,0.21215826272964478,0.33110642433166504,0.28952184319496155,0.3944944739341736,0.3591252863407135,0.3152311444282532,0.21612553298473358,0.14615797996520996,0.0945873111486435,0.15709197521209717,0.04194601997733116,0.031085722148418427
Cd160,0.15041908621788025,0.11472298949956894,0.5284252762794495,0.6376943588256836,0.4283750355243683,0.6296390295028687,0.5114575028419495,0.596261739730835,0.45453402400016785,0.6182618737220764,0.47821974754333496,0.597957193851471,0.5708909034729004,0.849790096282959,0.950450599193573,0.24373352527618408,0.17772822082042694
Prmt7,0.13124491274356842,0.1212913915514946,0.244084432721138,0.2675449550151825,0.11399366706609726,0.11683975905179977,0.18621745705604553,0.16134263575077057,0.15482960641384125,0.15792275965213776,0.15049122273921967,0.14312173426151276,0.09719444811344147,0.1417725384235382,0.13403438031673431,0.09042570739984512,0.05882668122649193
