,ChIP,ChIP gene #,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE,2017_PNAS_Li___STAT5B_noIL2-CD8,2017_PNAS_Li___STAT5B_IL2-WT-CD4,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-CD8,2017_PNAS_Li___STAT5B_IL2-CD4,2017_PNAS_Li___STAT3_noIL21-CD4,2017_PNAS_Li___STAT3_IL21-CD4,2017_PNAS_Li___H3K4me3-noIL2-CD4,2017_PNAS_Li___H3K4me3_IL2-CD4,2017_PNAS_Li___H3K27Ac-noIL2-CD4,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-CD4,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT,2016_SCIENCE_Mackay___Hobit_invitro-CD8,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
34,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,8010,0.3039,0.3049,0.3884,0.1383,0.0043,0.3171,0.1423,0.2346,0.0130,0.2113,0.3386,0.3047,0.2290,0.2454,0.3823,0.0215,0.2847,0.3822,0.3791,0.3628,0.3708,0.3792,0.3592,0.3821,0.3630,0.2500,0.3149,0.3132,0.3694,0.3636,0.3763,0.3737,0.3766,0.2276,1.0000,0.7093,0.1034,0.2817,0.3700,0.3582,0.3278,0.3842,0.3878,0.3744,0.5451,0.4500,0.3058,0.3285,0.2857,0.0043,0.3481,0.0214,0.2000,0.3135,0.0215,0.3086,0.3502,0.3460,0.1270,0.3870,0.3460,0.2844,0.0873,0.2825,0.0403,0.0684,0.0174,0.3275,0.0044,0.3739,0.3702,0.3217,0.4733,0.3727,0.1672,0.2557,0.2650,0.3201,0.3801,0.3313,0.2151,0.1538
35,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP,8024,0.2731,0.2677,0.3490,0.1292,0.0047,0.2849,0.1472,0.2308,0.0000,0.2209,0.2941,0.2770,0.2348,0.2328,0.3385,0.0184,0.2930,0.3432,0.3402,0.3287,0.3333,0.3445,0.3199,0.3446,0.3241,0.2251,0.2992,0.2765,0.3298,0.3429,0.3478,0.3462,0.3551,0.2780,0.7093,1.0000,0.1274,0.2302,0.3474,0.3210,0.2845,0.3473,0.3476,0.3559,0.5789,0.4977,0.2683,0.2934,0.2507,0.0000,0.3146,0.0183,0.1748,0.2629,0.0231,0.2761,0.3171,0.3150,0.1172,0.3573,0.3324,0.2628,0.0888,0.2393,0.0255,0.0688,0.0188,0.2967,0.0000,0.3351,0.3408,0.2788,0.4939,0.3395,0.1511,0.2449,0.2400,0.2939,0.3491,0.2883,0.1882,0.1365
36,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory,2344,0.0266,0.0185,0.0444,0.0750,0.0000,0.0480,0.0439,0.1019,0.0000,0.0531,0.0403,0.0346,0.0714,0.0698,0.0549,0.0000,0.0769,0.0424,0.0405,0.0374,0.0347,0.0413,0.0364,0.0381,0.0376,0.0208,0.0312,0.0331,0.0345,0.0465,0.0437,0.0450,0.0485,0.2658,0.1034,0.1274,1.0000,0.0238,0.0392,0.0349,0.0258,0.0426,0.0420,0.0627,0.1667,0.1870,0.0335,0.0326,0.0480,0.0000,0.0504,0.0278,0.0722,0.0269,0.0286,0.0446,0.0579,0.0487,0.0649,0.0424,0.0542,0.0718,0.0543,0.0489,0.0182,0.0435,0.0000,0.0723,0.0000,0.0426,0.0406,0.0300,0.1720,0.0390,0.0370,0.0462,0.0541,0.0761,0.0441,0.0472,0.0301,0.0316
37,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN,6290,0.6021,0.6044,0.5270,0.0867,0.0031,0.4422,0.1890,0.1361,0.0063,0.1393,0.5011,0.4762,0.1421,0.1758,0.3300,0.0219,0.2116,0.5439,0.5429,0.5534,0.5497,0.5344,0.5523,0.5448,0.5573,0.6025,0.5699,0.5570,0.5704,0.5287,0.5285,0.5471,0.5201,0.0569,0.2817,0.2302,0.0238,1.0000,0.5589,0.5786,0.6471,0.5305,0.5293,0.3803,0.1683,0.1208,0.5837,0.5741,0.4569,0.0063,0.4877,0.0155,0.1225,0.4875,0.0187,0.4339,0.4748,0.4775,0.0877,0.5304,0.3318,0.2569,0.1587,0.2778,0.0745,0.0274,0.0063,0.2874,0.0032,0.5512,0.5331,0.5714,0.1791,0.5366,0.2823,0.2266,0.2355,0.2481,0.5313,0.3056,0.2341,0.1652
38,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE,11362,0.7404,0.7150,0.8868,0.1061,0.0036,0.4466,0.1592,0.1634,0.0072,0.1634,0.6042,0.4759,0.1652,0.1953,0.3886,0.0162,0.2424,0.9063,0.8951,0.9139,0.8929,0.8893,0.8948,0.8950,0.9071,0.5516,0.7417,0.6549,0.9096,0.8603,0.9231,0.8942,0.8305,0.1113,0.3700,0.3474,0.0392,0.5589,1.0000,0.9414,0.7115,0.9012,0.8803,0.5636,0.2373,0.1989,0.8409,0.8654,0.4466,0.0036,0.6000,0.0162,0.1385,0.4709,0.0162,0.5168,0.6074,0.5925,0.0989,0.8902,0.4429,0.3108,0.1219,0.2939,0.0522,0.0378,0.0090,0.3872,0.0018,0.8868,0.8934,0.7457,0.2509,0.9209,0.2900,0.2747,0.2298,0.3029,0.9162,0.3804,0.1935,0.1277
39,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP,10683,0.7532,0.7367,0.8737,0.1037,0.0037,0.4542,0.1691,0.1605,0.0074,0.1627,0.6104,0.4790,0.1624,0.1978,0.3843,0.0168,0.2463,0.8868,0.8788,0.9075,0.8829,0.8761,0.8947,0.8883,0.9038,0.5709,0.7482,0.6777,0.8963,0.8468,0.8945,0.8682,0.8103,0.0952,0.3582,0.3210,0.0349,0.5786,0.9414,1.0000,0.7363,0.8752,0.8606,0.5409,0.2210,0.1777,0.8698,0.8815,0.4704,0.0037,0.5975,0.0167,0.1413,0.4927,0.0168,0.5018,0.5907,0.5927,0.1004,0.8676,0.4321,0.3025,0.1262,0.2923,0.0540,0.0372,0.0093,0.3705,0.0019,0.8705,0.8771,0.7616,0.2327,0.9017,0.3050,0.2679,0.2356,0.2920,0.8876,0.3784,0.2026,0.1322
40,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory,7810,0.6839,0.6851,0.6615,0.1111,0.0049,0.4522,0.1808,0.1752,0.0048,0.1671,0.5671,0.4880,0.1721,0.1918,0.3783,0.0169,0.2545,0.6793,0.6839,0.7176,0.7043,0.6678,0.6975,0.6801,0.7196,0.5601,0.6654,0.6289,0.7110,0.6673,0.6834,0.7019,0.6800,0.0852,0.3278,0.2845,0.0258,0.6471,0.7115,0.7363,1.0000,0.6627,0.6609,0.4800,0.1970,0.1597,0.7164,0.7106,0.4812,0.0024,0.5585,0.0194,0.1482,0.4978,0.0194,0.4833,0.5484,0.5464,0.1175,0.6621,0.3938,0.3062,0.1371,0.3174,0.0628,0.0335,0.0073,0.3677,0.0024,0.6788,0.6822,0.6744,0.1883,0.6968,0.2860,0.2812,0.2471,0.2991,0.6875,0.3802,0.2375,0.1504
41,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT,12441,0.7202,0.6892,0.9294,0.1014,0.0018,0.4409,0.1519,0.1540,0.0071,0.1622,0.6000,0.4571,0.1661,0.1918,0.3785,0.0161,0.2363,0.9329,0.9247,0.8851,0.8836,0.9157,0.8855,0.9052,0.8879,0.5235,0.7215,0.6302,0.8967,0.8451,0.9201,0.8629,0.8094,0.1184,0.3842,0.3473,0.0426,0.5305,0.9012,0.8752,0.6627,1.0000,0.9540,0.5434,0.2443,0.1975,0.8224,0.8594,0.4409,0.0036,0.5846,0.0179,0.1355,0.4625,0.0161,0.4974,0.5920,0.5744,0.0943,0.9197,0.4373,0.2949,0.1170,0.2782,0.0480,0.0357,0.0071,0.3700,0.0018,0.9162,0.8779,0.7199,0.2579,0.9211,0.2880,0.2637,0.2238,0.2892,0.9133,0.3728,0.1901,0.1268
42,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO,12244,0.7193,0.6878,0.9284,0.1004,0.0018,0.4537,0.1564,0.1501,0.0074,0.1585,0.6028,0.4624,0.1582,0.1887,0.3721,0.0165,0.2387,0.9152,0.9071,0.8739,0.8852,0.9111,0.8872,0.9139,0.8735,0.5221,0.7115,0.6307,0.8953,0.8336,0.8935,0.8485,0.8007,0.1117,0.3878,0.3476,0.0420,0.5293,0.8803,0.8606,0.6609,0.9540,1.0000,0.5589,0.2446,0.1968,0.8136,0.8673,0.4485,0.0037,0.5872,0.0184,0.1374,0.4758,0.0165,0.4877,0.5807,0.5740,0.0971,0.9021,0.4243,0.2872,0.1204,0.2816,0.0514,0.0367,0.0073,0.3635,0.0018,0.9085,0.8574,0.7219,0.2585,0.8975,0.2893,0.2599,0.2236,0.2860,0.8961,0.3687,0.1934,0.1284
43,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO,5794,0.4883,0.4960,0.5266,0.1548,0.0030,0.3565,0.1317,0.2168,0.0030,0.2063,0.4414,0.3977,0.2161,0.2325,0.3975,0.0242,0.2948,0.5353,0.5344,0.5418,0.5326,0.5260,0.5325,0.5360,0.5456,0.4083,0.4922,0.4449,0.5416,0.5842,0.5539,0.5853,0.6038,0.1519,0.3744,0.3559,0.0627,0.3803,0.5636,0.5409,0.4800,0.5434,0.5589,1.0000,0.2857,0.2410,0.5101,0.5385,0.3952,0.0030,0.4654,0.0304,0.1941,0.4215,0.0181,0.4483,0.5211,0.4714,0.1463,0.5459,0.4595,0.3412,0.1145,0.3378,0.0468,0.0542,0.0121,0.4352,0.0030,0.5292,0.5704,0.4839,0.2526,0.5465,0.2296,0.3054,0.3048,0.3624,0.5542,0.4877,0.2436,0.1594
44,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT,5983,0.1774,0.1811,0.2439,0.1189,0.0000,0.2273,0.1163,0.2000,0.0066,0.2060,0.2241,0.2104,0.2296,0.2160,0.2837,0.0129,0.2565,0.2430,0.2404,0.2286,0.2286,0.2429,0.2208,0.2397,0.2281,0.1345,0.1898,0.1869,0.2278,0.2414,0.2429,0.2447,0.2519,0.2849,0.5451,0.5789,0.1667,0.1683,0.2373,0.2210,0.1970,0.2443,0.2446,0.2857,1.0000,0.6380,0.1857,0.2004,0.1842,0.0000,0.2157,0.0194,0.1780,0.2000,0.0064,0.1941,0.2347,0.2084,0.1093,0.2496,0.2591,0.2406,0.0846,0.2124,0.0231,0.0563,0.0200,0.2310,0.0000,0.2417,0.2387,0.1925,0.4806,0.2340,0.1321,0.2032,0.1940,0.2559,0.2453,0.2415,0.1416,0.1173
45,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO,5135,0.1350,0.1319,0.1993,0.1338,0.0000,0.1750,0.1223,0.1854,0.0000,0.1921,0.1711,0.1637,0.2184,0.2042,0.2482,0.0159,0.2207,0.1986,0.1941,0.1801,0.1831,0.1957,0.1758,0.1921,0.1813,0.1069,0.1566,0.1501,0.1888,0.1974,0.1943,0.1996,0.1992,0.3241,0.4500,0.4977,0.1870,0.1208,0.1989,0.1777,0.1597,0.1975,0.1968,0.2410,0.6380,1.0000,0.1471,0.1560,0.1429,0.0000,0.1823,0.0157,0.1395,0.1608,0.0079,0.1667,0.2051,0.1865,0.1299,0.2007,0.2075,0.1897,0.0800,0.1633,0.0350,0.0606,0.0164,0.2028,0.0000,0.1930,0.1902,0.1463,0.4919,0.1852,0.1077,0.1717,0.1589,0.2185,0.1963,0.2000,0.1281,0.1176
46,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT,9399,0.7538,0.7268,0.8241,0.1054,0.0020,0.4528,0.1640,0.1504,0.0040,0.1572,0.6109,0.4788,0.1569,0.1898,0.3688,0.0181,0.2317,0.8339,0.8356,0.8539,0.8322,0.8325,0.8605,0.8313,0.8534,0.5756,0.7552,0.6718,0.8422,0.7934,0.8275,0.8121,0.7565,0.0795,0.3058,0.2683,0.0335,0.5837,0.8409,0.8698,0.7164,0.8224,0.8136,0.5101,0.1857,0.1471,1.0000,0.8912,0.4843,0.0040,0.6004,0.0181,0.1389,0.5049,0.0140,0.5057,0.5815,0.5833,0.0996,0.8151,0.4059,0.2933,0.1272,0.2899,0.0562,0.0339,0.0080,0.3546,0.0020,0.8241,0.8120,0.7724,0.2022,0.8370,0.3084,0.2592,0.2396,0.2821,0.8297,0.3810,0.2068,0.1315
47,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO,9882,0.7505,0.7336,0.8611,0.0983,0.0020,0.4545,0.1641,0.1486,0.0039,0.1641,0.6190,0.4886,0.1593,0.1939,0.3643,0.0176,0.2443,0.8678,0.8599,0.8818,0.8635,0.8537,0.8855,0.8624,0.8781,0.5633,0.7454,0.6667,0.8670,0.8146,0.8478,0.8205,0.7686,0.0855,0.3285,0.2934,0.0326,0.5741,0.8654,0.8815,0.7106,0.8594,0.8673,0.5385,0.2004,0.1560,0.8912,1.0000,0.4741,0.0020,0.5820,0.0176,0.1329,0.5000,0.0156,0.5009,0.5868,0.5741,0.0969,0.8328,0.4135,0.2953,0.1282,0.2920,0.0547,0.0370,0.0078,0.3630,0.0020,0.8515,0.8359,0.7623,0.2080,0.8639,0.3052,0.2619,0.2403,0.2892,0.8502,0.3710,0.2035,0.1345
48,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT,5180,0.4935,0.5022,0.4478,0.1533,0.0039,0.4561,0.2246,0.1871,0.0077,0.1672,0.4726,0.4493,0.1745,0.2105,0.3296,0.0310,0.2437,0.4539,0.4531,0.4492,0.4517,0.4464,0.4599,0.4529,0.4524,0.4254,0.4417,0.4389,0.4580,0.4550,0.4279,0.4534,0.4447,0.1000,0.2857,0.2507,0.0480,0.4569,0.4466,0.4704,0.4812,0.4409,0.4485,0.3952,0.1842,0.1429,0.4843,0.4741,1.0000,0.0078,0.5316,0.0349,0.2014,0.4499,0.0231,0.4091,0.4312,0.4572,0.1471,0.4437,0.3385,0.2912,0.1679,0.3096,0.0833,0.0570,0.0077,0.3577,0.0039,0.4504,0.4361,0.4639,0.1728,0.4344,0.2604,0.2764,0.3265,0.3375,0.4346,0.3390,0.2441,0.2015
49,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO,227,0.0046,0.0048,0.0036,0.0167,0.0000,0.0000,0.0000,0.0108,0.5000,0.0108,0.0056,0.0037,0.0106,0.0089,0.0090,0.1000,0.0000,0.0036,0.0035,0.0018,0.0018,0.0036,0.0037,0.0037,0.0018,0.0032,0.0046,0.0053,0.0037,0.0037,0.0034,0.0036,0.0039,0.0135,0.0043,0.0000,0.0000,0.0063,0.0036,0.0037,0.0024,0.0036,0.0037,0.0030,0.0000,0.0000,0.0040,0.0020,0.0078,1.0000,0.0057,0.0909,0.0260,0.0036,0.0000,0.0066,0.0056,0.0029,0.0000,0.0036,0.0038,0.0000,0.0000,0.0060,0.0000,0.0455,0.0000,0.0089,0.5000,0.0036,0.0036,0.0022,0.0063,0.0034,0.0000,0.0065,0.0077,0.0058,0.0034,0.0046,0.0090,0.0139
50,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT,6201,0.5403,0.5499,0.5781,0.1629,0.0029,0.4578,0.2022,0.2291,0.0086,0.1860,0.5629,0.4904,0.2016,0.2372,0.4064,0.0171,0.2701,0.5653,0.5670,0.5640,0.5717,0.5670,0.5659,0.5750,0.5762,0.4403,0.5474,0.4746,0.5752,0.5871,0.5779,0.6021,0.5944,0.1257,0.3481,0.3146,0.0504,0.4877,0.6000,0.5975,0.5585,0.5846,0.5872,0.4654,0.2157,0.1823,0.6004,0.5820,0.5316,0.0057,1.0000,0.0229,0.1740,0.5048,0.0200,0.4988,0.5359,0.6797,0.1580,0.5927,0.4561,0.3452,0.1297,0.3046,0.0531,0.0573,0.0115,0.4079,0.0029,0.5538,0.5899,0.5706,0.2317,0.5734,0.2893,0.2972,0.3324,0.4065,0.5784,0.3951,0.2514,0.1870
51,2016_SCIENCE_Mackay___Hobit_invitro-CD8,270,0.0206,0.0193,0.0178,0.0781,0.0000,0.0269,0.0200,0.0625,0.0769,0.0515,0.0193,0.0292,0.0510,0.0431,0.0264,0.1176,0.0414,0.0178,0.0177,0.0162,0.0166,0.0181,0.0165,0.0183,0.0163,0.0219,0.0183,0.0210,0.0185,0.0187,0.0168,0.0181,0.0195,0.0000,0.0214,0.0183,0.0278,0.0155,0.0162,0.0167,0.0194,0.0179,0.0184,0.0304,0.0194,0.0157,0.0181,0.0176,0.0349,0.0909,0.0229,1.0000,0.0875,0.0249,0.0000,0.0264,0.0223,0.0265,0.0317,0.0178,0.0300,0.0323,0.0256,0.0414,0.0263,0.0690,0.0000,0.0398,0.1000,0.0178,0.0178,0.0198,0.0183,0.0171,0.0229,0.0446,0.0451,0.0343,0.0170,0.0413,0.0435,0.0385
52,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8,1716,0.1375,0.1369,0.1312,0.2035,0.0260,0.1597,0.1118,0.3203,0.0385,0.2336,0.1622,0.1791,0.2319,0.2617,0.2397,0.0361,0.2976,0.1307,0.1305,0.1344,0.1363,0.1372,0.1355,0.1392,0.1354,0.1293,0.1403,0.1400,0.1379,0.1373,0.1277,0.1369,0.1456,0.1111,0.2000,0.1748,0.0722,0.1225,0.1385,0.1413,0.1482,0.1355,0.1374,0.1941,0.1780,0.1395,0.1389,0.1329,0.2014,0.0260,0.1740,0.0875,1.0000,0.1794,0.0361,0.2115,0.1826,0.1920,0.2222,0.1348,0.2258,0.2392,0.1053,0.2462,0.0495,0.1395,0.0380,0.2583,0.0130,0.1292,0.1348,0.1398,0.1471,0.1297,0.1031,0.2762,0.2638,0.2850,0.1290,0.2672,0.1911,0.1562
53,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT,5013,0.5127,0.5054,0.4668,0.1385,0.0036,0.3896,0.1974,0.1783,0.0036,0.2052,0.4837,0.4249,0.1968,0.2349,0.3878,0.0287,0.2697,0.4754,0.4720,0.4761,0.4739,0.4630,0.4793,0.4749,0.4848,0.4595,0.4916,0.4932,0.4855,0.5018,0.4655,0.4884,0.4953,0.0901,0.3135,0.2629,0.0269,0.4875,0.4709,0.4927,0.4978,0.4625,0.4758,0.4215,0.2000,0.1608,0.5049,0.5000,0.4499,0.0036,0.5048,0.0249,0.1794,1.0000,0.0214,0.4548,0.5047,0.5049,0.1365,0.4729,0.3995,0.3218,0.1523,0.3175,0.0623,0.0565,0.0143,0.3307,0.0036,0.4694,0.4677,0.4980,0.1918,0.4702,0.3264,0.2632,0.3214,0.3206,0.4703,0.3712,0.2805,0.2034
54,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT,185,0.0183,0.0144,0.0160,0.0462,0.0000,0.0231,0.0306,0.0202,0.0000,0.0306,0.0222,0.0218,0.0303,0.0345,0.0220,0.0000,0.0204,0.0160,0.0160,0.0162,0.0167,0.0163,0.0166,0.0165,0.0163,0.0188,0.0207,0.0211,0.0166,0.0168,0.0152,0.0162,0.0175,0.0123,0.0215,0.0231,0.0286,0.0187,0.0162,0.0168,0.0194,0.0161,0.0165,0.0181,0.0064,0.0079,0.0140,0.0156,0.0231,0.0000,0.0200,0.0000,0.0361,0.0214,1.0000,0.0197,0.0167,0.0235,0.0323,0.0160,0.0224,0.0160,0.0128,0.0294,0.0270,0.0000,0.0000,0.0218,0.0000,0.0160,0.0160,0.0109,0.0122,0.0154,0.0171,0.0124,0.0299,0.0227,0.0153,0.0320,0.0348,0.0256
55,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT,5885,0.4711,0.4722,0.4811,0.1576,0.0066,0.3577,0.1837,0.2476,0.0099,0.2320,0.4887,0.4289,0.2313,0.2875,0.4356,0.0231,0.3038,0.4897,0.4914,0.5035,0.4911,0.4878,0.4938,0.4894,0.5071,0.4249,0.4779,0.4226,0.4868,0.5218,0.5017,0.5187,0.5158,0.1299,0.3086,0.2761,0.0446,0.4339,0.5168,0.5018,0.4833,0.4974,0.4877,0.4483,0.1941,0.1667,0.5057,0.5009,0.4091,0.0066,0.4988,0.0264,0.2115,0.4548,0.0197,1.0000,0.7407,0.5166,0.1558,0.4948,0.5549,0.4461,0.1778,0.4024,0.0714,0.0698,0.0132,0.4943,0.0033,0.4735,0.5185,0.4698,0.2213,0.5042,0.2467,0.3957,0.3030,0.3842,0.5042,0.4510,0.2380,0.1923
56,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO,7855,0.5309,0.5278,0.5746,0.1460,0.0056,0.3860,0.1572,0.2268,0.0056,0.2201,0.5063,0.4427,0.2228,0.2857,0.4758,0.0223,0.3003,0.5862,0.5852,0.5962,0.5764,0.5771,0.5845,0.5825,0.5947,0.4473,0.5499,0.4899,0.5772,0.6090,0.5983,0.5982,0.5847,0.1436,0.3502,0.3171,0.0579,0.4748,0.6074,0.5907,0.5484,0.5920,0.5807,0.5211,0.2347,0.2051,0.5815,0.5868,0.4312,0.0056,0.5359,0.0223,0.1826,0.5047,0.0167,0.7407,1.0000,0.5297,0.1444,0.5889,0.5589,0.4335,0.1541,0.3836,0.0634,0.0588,0.0140,0.5117,0.0028,0.5692,0.6140,0.5370,0.2567,0.5993,0.2554,0.3848,0.3029,0.3714,0.5963,0.4569,0.2354,0.1758
57,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO,5711,0.5226,0.5192,0.5571,0.1706,0.0059,0.3796,0.1776,0.2350,0.0029,0.1808,0.5196,0.4376,0.1934,0.2363,0.3842,0.0175,0.2698,0.5525,0.5515,0.5620,0.5530,0.5486,0.5556,0.5536,0.5687,0.4523,0.5480,0.4804,0.5648,0.5823,0.5654,0.5805,0.5749,0.1226,0.3460,0.3150,0.0487,0.4775,0.5925,0.5927,0.5464,0.5744,0.5740,0.4714,0.2084,0.1865,0.5833,0.5741,0.4572,0.0029,0.6797,0.0265,0.1920,0.5049,0.0235,0.5166,0.5297,1.0000,0.1622,0.5660,0.4381,0.3325,0.1457,0.3117,0.0698,0.0588,0.0118,0.3824,0.0029,0.5358,0.5742,0.5409,0.2277,0.5608,0.3439,0.2872,0.3183,0.3896,0.5632,0.4148,0.2507,0.1748
