ChIP,ChIP gene #,2020_PNAS_KwesiMaliepaard___H3K79me2_naive-CD8,2020_PNAS_KwesiMaliepaard___H3K79me2_mem-CD8,2020_PNAS_KwesiMaliepaard___H3K4me3_mem-CD8,2019_IMMUNITY_Veeken___Eomes_LCMV-d07-CD8,2018_SCIENCE_Pace_native___H3K9me3_native_invitro-d3-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-WT,2018_IMMUNITY_Page___Tox_LCMVova_CNS-OTI-CD8-ToxKO,2018_FRONTIERS_IMMUNOL_Li___Eomes_invitro-act-OTI-EomesOE,2017_PNAS_Li___STAT5B_noIL2-CD8,2017_PNAS_Li___STAT5B_IL2-WT-CD4,2017_PNAS_Li___STAT5B_IL2-UP-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN2-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-IN1-deletion-CD4,2017_PNAS_Li___STAT5B_IL2-CD8,2017_PNAS_Li___STAT5B_IL2-CD4,2017_PNAS_Li___STAT3_noIL21-CD4,2017_PNAS_Li___STAT3_IL21-CD4,2017_PNAS_Li___H3K4me3-noIL2-CD4,2017_PNAS_Li___H3K4me3_IL2-CD4,2017_PNAS_Li___H3K27Ac-noIL2-CD4,2017_PNAS_Li___H3K27Ac_IL2-WT-CD4,2017_PNAS_Li___H3K27Ac_IL2-UP-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN2-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-IN1-deletion-CD4,2017_PNAS_Li___H3K27Ac_IL2-CD4,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K4me1_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP,2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT,2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT,2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO,2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT,2016_SCIENCE_Mackay___Hobit_invitro-CD8,2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8,2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT,2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-WT,2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Il12-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-WT,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-PI-1h-Nfat1KO,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO-CA-RIT-RV,2015_IMMUNITY_Martinez___Nfat1_invitro-CD8-Nfat1KO,2014_NAT_IMMUNOL_Kurachi___JunD-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___JunB-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IRF4-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___IgG-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K4me1-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K36me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27me3-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___H3K27ac-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___cJun-invitro-d3-CD8,2014_NAT_IMMUNOL_Kurachi___BATF-invitro-d3-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___Runx3_invitro-Il2-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-NAV-CD8,2013_PLOS_ONE_Lotem___H3K4me1_invitro-Il2-CD8,2013_IMMUNITY_KIM___Foxo1_naive-CD8-WT,2013_IMMUNITY_KIM___Foxo1_Biotin_naive-CD8-WT
2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-TE,8010,0.2646,0.2560,0.4522,0.0838,0.0045,0.2946,0.1266,0.1883,0.0224,0.2182,0.3747,0.3423,0.2190,0.2642,0.3493,0.0133,0.2344,0.4315,0.4403,0.3583,0.4146,0.4416,0.3961,0.4356,0.3951,0.2038,0.2510,0.2541,0.3942,0.4323,0.4385,0.4040,0.4284,0.3814,1.0000,0.7368,0.2799,0.2241,0.3431,0.3252,0.2796,0.4424,0.4458,0.3813,0.6163,0.5116,0.2863,0.3104,0.2715,0.0178,0.3052,0.0266,0.1605,0.2739,0.0177,0.3157,0.3615,0.3020,0.0538,0.4609,0.3744,0.3096,0.0827,0.2607,0.0275,0.0449,0.0089,0.3096,0.0045,0.4386,0.4247,0.3198,0.5371,0.4177,0.1528,0.2655,0.1966,0.2565,0.4427,0.2871,0.1562,0.0952
2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-MP,8024,0.2424,0.2403,0.4397,0.0845,0.0015,0.2975,0.1253,0.1818,0.0247,0.2188,0.3648,0.3346,0.2226,0.2582,0.3424,0.0137,0.2309,0.4174,0.4251,0.3470,0.4043,0.4284,0.3850,0.4233,0.3801,0.1897,0.2310,0.2365,0.3775,0.4224,0.4257,0.3864,0.4138,0.4170,0.7368,1.0000,0.2881,0.2105,0.3333,0.3155,0.2671,0.4274,0.4339,0.3702,0.6098,0.5216,0.2659,0.2891,0.2677,0.0261,0.2960,0.0289,0.1552,0.2613,0.0121,0.3055,0.3487,0.2799,0.0459,0.4394,0.3678,0.3060,0.0702,0.2650,0.0252,0.0493,0.0107,0.2975,0.0046,0.4215,0.4115,0.3032,0.5242,0.4020,0.1419,0.2609,0.1793,0.2422,0.4280,0.2765,0.1541,0.0915
2017_NAT_IMMUNOL_Yu___H3K27me3_P14-CD8-Memory,2344,0.0484,0.0419,0.1330,0.0712,0.0000,0.0873,0.0446,0.1102,0.0197,0.0977,0.1073,0.1137,0.0960,0.1023,0.1261,0.0195,0.0904,0.1242,0.1270,0.0785,0.1125,0.1288,0.0999,0.1228,0.0973,0.0332,0.0433,0.0478,0.1108,0.1320,0.1253,0.1109,0.1304,0.4540,0.2799,0.2881,1.0000,0.0296,0.0702,0.0623,0.0517,0.1349,0.1365,0.1710,0.3554,0.4181,0.0468,0.0598,0.0790,0.0193,0.0751,0.0235,0.0874,0.0765,0.0000,0.1016,0.1111,0.0891,0.0333,0.1335,0.1292,0.1198,0.0404,0.1034,0.0174,0.0427,0.0000,0.1201,0.0052,0.1287,0.1146,0.0657,0.3227,0.1106,0.0562,0.1248,0.1026,0.1282,0.1274,0.1007,0.0620,0.0532
2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TN,6290,0.5829,0.5901,0.4836,0.0586,0.0028,0.4333,0.2214,0.1190,0.0124,0.1975,0.4871,0.4230,0.1955,0.2295,0.3340,0.0096,0.2171,0.4993,0.4874,0.5438,0.5051,0.4828,0.5127,0.4925,0.5167,0.5411,0.5571,0.5106,0.5274,0.4824,0.4831,0.5193,0.4883,0.0605,0.2241,0.2105,0.0296,1.0000,0.5696,0.5834,0.6642,0.4748,0.4707,0.2925,0.1497,0.1191,0.6046,0.5777,0.4479,0.0123,0.4944,0.0276,0.1650,0.4383,0.0250,0.4346,0.4588,0.4352,0.0530,0.4692,0.3429,0.2751,0.1239,0.2630,0.0497,0.0405,0.0167,0.3044,0.0028,0.4951,0.4915,0.5488,0.1778,0.4983,0.2686,0.2367,0.1671,0.2077,0.4814,0.2315,0.1843,0.1283
2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-TE,11362,0.6646,0.6387,0.7937,0.0668,0.0025,0.4815,0.1794,0.1607,0.0090,0.2396,0.6649,0.5327,0.2343,0.2908,0.4496,0.0157,0.2592,0.8098,0.8039,0.8598,0.8303,0.8050,0.8433,0.8135,0.8568,0.5020,0.6388,0.5853,0.8207,0.7467,0.8149,0.8101,0.7234,0.1299,0.3431,0.3333,0.0702,0.5696,1.0000,0.9057,0.7001,0.7697,0.7623,0.4210,0.2272,0.1790,0.8304,0.8405,0.4424,0.0131,0.5557,0.0197,0.1486,0.4585,0.0190,0.5383,0.6181,0.5088,0.0461,0.7655,0.4734,0.3604,0.1013,0.3123,0.0337,0.0411,0.0107,0.3823,0.0025,0.8144,0.8093,0.7576,0.2695,0.8315,0.2724,0.2778,0.1802,0.2478,0.8052,0.2861,0.1676,0.1001
2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-MP,10683,0.6770,0.6535,0.7941,0.0653,0.0025,0.4944,0.1816,0.1550,0.0075,0.2287,0.6679,0.5330,0.2244,0.2813,0.4369,0.0142,0.2565,0.8053,0.8018,0.8622,0.8283,0.7967,0.8428,0.8090,0.8484,0.5107,0.6417,0.6083,0.8281,0.7307,0.7995,0.7949,0.7108,0.1192,0.3252,0.3155,0.0623,0.5834,0.9057,1.0000,0.7150,0.7674,0.7599,0.4083,0.2127,0.1617,0.8460,0.8501,0.4487,0.0125,0.5551,0.0183,0.1493,0.4580,0.0193,0.5375,0.6047,0.5125,0.0451,0.7525,0.4608,0.3503,0.1040,0.3019,0.0343,0.0392,0.0101,0.3679,0.0017,0.8061,0.7910,0.7722,0.2513,0.8232,0.2792,0.2712,0.1765,0.2389,0.7899,0.2734,0.1696,0.1037
2017_NAT_IMMUNOL_Yu___H3K27ac_P14-CD8-Memory,7810,0.6314,0.6217,0.5915,0.0717,0.0022,0.4648,0.2062,0.1496,0.0134,0.2352,0.5678,0.4814,0.2309,0.2767,0.4021,0.0156,0.2547,0.6064,0.5981,0.6583,0.6228,0.5960,0.6345,0.6025,0.6374,0.4976,0.5989,0.5517,0.6388,0.5794,0.6020,0.6286,0.5927,0.1069,0.2796,0.2671,0.0517,0.6642,0.7001,0.7150,1.0000,0.5767,0.5739,0.3527,0.1769,0.1449,0.7049,0.6841,0.4609,0.0145,0.5653,0.0245,0.1593,0.4735,0.0224,0.4902,0.5226,0.5087,0.0544,0.5754,0.4078,0.3293,0.1176,0.2845,0.0424,0.0385,0.0112,0.3477,0.0022,0.6018,0.6115,0.6397,0.2058,0.6198,0.2752,0.2605,0.1930,0.2430,0.5947,0.2682,0.1957,0.1211
2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-WT,12441,0.5965,0.5661,0.9140,0.0656,0.0023,0.4779,0.1649,0.1537,0.0123,0.2296,0.6700,0.5324,0.2301,0.2844,0.4528,0.0146,0.2461,0.8896,0.8964,0.7952,0.8526,0.8913,0.8423,0.8796,0.8451,0.4272,0.5380,0.5179,0.8560,0.7754,0.8586,0.7865,0.7383,0.2047,0.4424,0.4274,0.1349,0.4748,0.7697,0.7674,0.5767,1.0000,0.9659,0.4442,0.3108,0.2521,0.7178,0.7663,0.4180,0.0146,0.5163,0.0207,0.1502,0.4087,0.0169,0.5000,0.5947,0.4648,0.0414,0.8428,0.4767,0.3503,0.0913,0.2884,0.0275,0.0383,0.0092,0.3659,0.0023,0.8983,0.8192,0.6999,0.3422,0.8383,0.2632,0.2721,0.1683,0.2372,0.8562,0.2704,0.1583,0.0926
2017_NAT_IMMUNOL_Shan___H3K4Me3_LCMVarmD4-P14-CD8-Runx3KO,12244,0.5892,0.5633,0.9131,0.0660,0.0023,0.4737,0.1649,0.1554,0.0116,0.2298,0.6686,0.5261,0.2294,0.2840,0.4530,0.0147,0.2455,0.8953,0.8981,0.7953,0.8542,0.8904,0.8426,0.8799,0.8364,0.4231,0.5307,0.5139,0.8509,0.7755,0.8564,0.7854,0.7407,0.2076,0.4458,0.4339,0.1365,0.4707,0.7623,0.7599,0.5739,0.9659,1.0000,0.4529,0.3184,0.2572,0.7152,0.7625,0.4181,0.0139,0.5168,0.0201,0.1466,0.4056,0.0154,0.4960,0.5908,0.4629,0.0408,0.8392,0.4781,0.3521,0.0910,0.2899,0.0276,0.0369,0.0085,0.3678,0.0023,0.8987,0.8219,0.7021,0.3480,0.8336,0.2598,0.2735,0.1657,0.2376,0.8552,0.2737,0.1565,0.0914
2017_NAT_IMMUNOL_Shan___H3K4Me1_LCMVarmD4-P14-CD8-Runx3KO,5794,0.3314,0.3339,0.4375,0.1105,0.0015,0.2993,0.1264,0.2307,0.0133,0.2832,0.4148,0.3738,0.2745,0.3094,0.3820,0.0163,0.3059,0.4452,0.4460,0.4283,0.4404,0.4454,0.4374,0.4484,0.4422,0.2600,0.3195,0.3133,0.4133,0.4858,0.4489,0.4755,0.4872,0.2269,0.3813,0.3702,0.1710,0.2925,0.4210,0.4083,0.3527,0.4442,0.4529,1.0000,0.3049,0.2603,0.3858,0.4070,0.3298,0.0117,0.3643,0.0205,0.1854,0.3531,0.0222,0.4189,0.4409,0.3763,0.0645,0.4333,0.4587,0.3818,0.1016,0.3310,0.0274,0.0571,0.0164,0.3791,0.0015,0.4383,0.4557,0.3836,0.2873,0.4458,0.1841,0.3103,0.2438,0.2996,0.4493,0.3728,0.1917,0.1119
2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-WT,5983,0.1641,0.1576,0.3273,0.0846,0.0043,0.2134,0.0836,0.1575,0.0189,0.1766,0.2758,0.2468,0.1844,0.2120,0.2698,0.0167,0.1934,0.3075,0.3139,0.2367,0.2922,0.3136,0.2706,0.3054,0.2629,0.1443,0.1547,0.1750,0.2707,0.3092,0.3073,0.2770,0.3008,0.4328,0.6163,0.6098,0.3554,0.1497,0.2272,0.2127,0.1769,0.3108,0.3184,0.3049,1.0000,0.6720,0.1738,0.1947,0.2009,0.0145,0.1972,0.0248,0.1477,0.1868,0.0082,0.2068,0.2504,0.2101,0.0395,0.3216,0.2805,0.2215,0.0587,0.1922,0.0199,0.0440,0.0084,0.2288,0.0043,0.3123,0.2938,0.2001,0.5432,0.2865,0.1167,0.2000,0.1588,0.2038,0.3122,0.2157,0.1277,0.0858
2017_NAT_IMMUNOL_Shan___H3K27Me3_LCMVarmD4-P14-CD8-Runx3KO,5135,0.1336,0.1286,0.2629,0.0853,0.0000,0.1823,0.0878,0.1522,0.0235,0.1612,0.2275,0.2158,0.1639,0.1943,0.2326,0.0234,0.1802,0.2495,0.2540,0.1771,0.2353,0.2525,0.2120,0.2450,0.2047,0.1214,0.1249,0.1343,0.2213,0.2494,0.2454,0.2211,0.2447,0.4738,0.5116,0.5216,0.4181,0.1191,0.1790,0.1617,0.1449,0.2521,0.2572,0.2603,0.6720,1.0000,0.1318,0.1477,0.1617,0.0206,0.1639,0.0307,0.1342,0.1598,0.0076,0.1856,0.2095,0.1700,0.0384,0.2613,0.2365,0.1987,0.0548,0.1686,0.0145,0.0515,0.0104,0.2052,0.0080,0.2551,0.2341,0.1615,0.5505,0.2242,0.1113,0.1789,0.1431,0.1759,0.2493,0.1796,0.1267,0.0749
2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-WT,9399,0.6980,0.6762,0.7394,0.0648,0.0018,0.4794,0.1937,0.1562,0.0082,0.2284,0.6272,0.5105,0.2269,0.2751,0.4210,0.0128,0.2389,0.7523,0.7453,0.8058,0.7601,0.7364,0.7766,0.7493,0.7834,0.5250,0.6437,0.6043,0.7703,0.6714,0.7267,0.7297,0.6563,0.0999,0.2863,0.2659,0.0468,0.6046,0.8304,0.8460,0.7049,0.7178,0.7152,0.3858,0.1738,0.1318,1.0000,0.8730,0.4585,0.0100,0.5696,0.0201,0.1521,0.4647,0.0193,0.5300,0.5844,0.5216,0.0485,0.6867,0.4405,0.3397,0.1069,0.2960,0.0367,0.0392,0.0110,0.3697,0.0018,0.7458,0.7245,0.7572,0.2192,0.7507,0.2895,0.2719,0.1764,0.2383,0.7223,0.2808,0.1699,0.1046
2017_NAT_IMMUNOL_Shan___H3K27Ac_LCMVarmD4-P14-CD8-Runx3KO,9882,0.6902,0.6592,0.7671,0.0719,0.0026,0.4760,0.1865,0.1607,0.0087,0.2395,0.6368,0.5242,0.2360,0.2868,0.4352,0.0131,0.2590,0.7785,0.7714,0.8212,0.7893,0.7674,0.8048,0.7757,0.8063,0.4996,0.6160,0.5822,0.7822,0.6984,0.7603,0.7556,0.6864,0.1067,0.3104,0.2891,0.0598,0.5777,0.8405,0.8501,0.6841,0.7663,0.7625,0.4070,0.1947,0.1477,0.8730,1.0000,0.4545,0.0122,0.5618,0.0209,0.1578,0.4580,0.0184,0.5435,0.6012,0.5116,0.0499,0.7193,0.4644,0.3517,0.1066,0.3092,0.0349,0.0427,0.0105,0.3867,0.0017,0.7682,0.7543,0.7644,0.2412,0.7779,0.2804,0.2881,0.1792,0.2492,0.7569,0.2893,0.1680,0.1054
2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-WT,5180,0.4157,0.4101,0.4276,0.1024,0.0017,0.4303,0.2459,0.1865,0.0231,0.2171,0.4564,0.4283,0.2085,0.2707,0.3568,0.0213,0.2667,0.4174,0.4172,0.4360,0.4171,0.4194,0.4233,0.4213,0.4252,0.3455,0.4004,0.3849,0.4238,0.4065,0.4065,0.4285,0.4092,0.1343,0.2715,0.2677,0.0790,0.4479,0.4424,0.4487,0.4609,0.4180,0.4181,0.3298,0.2009,0.1617,0.4585,0.4545,1.0000,0.0297,0.5683,0.0361,0.2012,0.4686,0.0195,0.4216,0.4086,0.4585,0.0747,0.4155,0.3718,0.3110,0.1179,0.2996,0.0452,0.0545,0.0165,0.3509,0.0066,0.4076,0.4184,0.4156,0.2058,0.4104,0.2474,0.2723,0.2807,0.3081,0.4041,0.2972,0.1905,0.1440
2017_NAT_IMMUNOL_Shan___CBFb_Naive_P14-CD8-CbfbKO,227,0.0196,0.0198,0.0161,0.0259,0.0000,0.0176,0.0366,0.0207,0.4815,0.0140,0.0136,0.0063,0.0170,0.0395,0.0231,0.0769,0.0237,0.0142,0.0142,0.0139,0.0132,0.0136,0.0124,0.0137,0.0131,0.0090,0.0108,0.0114,0.0142,0.0125,0.0149,0.0123,0.0133,0.0319,0.0178,0.0261,0.0193,0.0123,0.0131,0.0125,0.0145,0.0146,0.0139,0.0117,0.0145,0.0206,0.0100,0.0122,0.0297,1.0000,0.0283,0.3077,0.0596,0.0160,0.0000,0.0270,0.0225,0.0174,0.0658,0.0156,0.0190,0.0203,0.0000,0.0238,0.0000,0.0405,0.0606,0.0252,0.1818,0.0142,0.0144,0.0129,0.0151,0.0140,0.0232,0.0270,0.0194,0.0137,0.0149,0.0144,0.0339,0.0274
2017_NAT_IMMUNOL_Shan___CBFb_LCMVarmD8_P14-CD8-WT,6201,0.4995,0.4902,0.5198,0.1041,0.0027,0.4531,0.2455,0.2062,0.0229,0.2385,0.5177,0.4427,0.2351,0.2913,0.3963,0.0228,0.2710,0.5138,0.5091,0.5405,0.5155,0.5099,0.5221,0.5157,0.5238,0.3865,0.4736,0.4411,0.5197,0.5034,0.4990,0.5358,0.5054,0.1204,0.3052,0.2960,0.0751,0.4944,0.5557,0.5551,0.5653,0.5163,0.5168,0.3643,0.1972,0.1639,0.5696,0.5618,0.5683,0.0283,1.0000,0.0363,0.1935,0.5128,0.0214,0.4657,0.4654,0.6082,0.0782,0.5063,0.4286,0.3503,0.1143,0.3142,0.0369,0.0515,0.0148,0.3771,0.0054,0.5021,0.5146,0.5168,0.2157,0.5073,0.2992,0.2947,0.2671,0.3152,0.4983,0.3157,0.2083,0.1374
2016_SCIENCE_Mackay___Hobit_invitro-CD8,270,0.0261,0.0279,0.0212,0.0769,0.0000,0.0295,0.0607,0.0542,0.2703,0.0308,0.0225,0.0227,0.0369,0.0534,0.0332,0.0652,0.0450,0.0199,0.0199,0.0216,0.0198,0.0200,0.0190,0.0202,0.0205,0.0226,0.0179,0.0229,0.0205,0.0212,0.0197,0.0200,0.0216,0.0280,0.0266,0.0289,0.0235,0.0276,0.0197,0.0183,0.0245,0.0207,0.0201,0.0205,0.0248,0.0307,0.0201,0.0209,0.0361,0.3077,0.0363,1.0000,0.0968,0.0322,0.0400,0.0347,0.0300,0.0321,0.0732,0.0206,0.0299,0.0332,0.0174,0.0390,0.0278,0.0633,0.0769,0.0378,0.1379,0.0199,0.0194,0.0206,0.0168,0.0196,0.0439,0.0365,0.0385,0.0443,0.0197,0.0386,0.0636,0.0537
2016_SCIENCE_Mackay___Blimp1-Bio_invitro-CD8,1716,0.1398,0.1404,0.1484,0.1953,0.0047,0.1490,0.0995,0.2624,0.0558,0.2315,0.1597,0.1647,0.2330,0.2705,0.2244,0.0315,0.2721,0.1440,0.1460,0.1491,0.1465,0.1455,0.1473,0.1460,0.1461,0.1331,0.1440,0.1376,0.1462,0.1511,0.1419,0.1482,0.1542,0.1039,0.1605,0.1552,0.0874,0.1650,0.1486,0.1493,0.1593,0.1502,0.1466,0.1854,0.1477,0.1342,0.1521,0.1578,0.2012,0.0596,0.1935,0.0968,1.0000,0.1879,0.0175,0.2086,0.1975,0.1903,0.1120,0.1445,0.2198,0.2395,0.0725,0.2336,0.0201,0.1000,0.0472,0.2533,0.0143,0.1404,0.1482,0.1468,0.1417,0.1440,0.1166,0.2651,0.2262,0.2350,0.1417,0.2577,0.1906,0.1463
2016_NAT_IMMUNOL_Xing___Tcf1_naive-CD8-WT,5013,0.4397,0.4211,0.4185,0.1164,0.0033,0.3737,0.2138,0.1822,0.0177,0.2316,0.4357,0.3926,0.2293,0.2674,0.3489,0.0226,0.2747,0.4174,0.4153,0.4469,0.4213,0.4185,0.4295,0.4224,0.4334,0.3724,0.4047,0.3936,0.4195,0.4279,0.4114,0.4425,0.4305,0.1187,0.2739,0.2613,0.0765,0.4383,0.4585,0.4580,0.4735,0.4087,0.4056,0.3531,0.1868,0.1598,0.4647,0.4580,0.4686,0.0160,0.5128,0.0322,0.1879,1.0000,0.0291,0.4394,0.4310,0.5147,0.0787,0.4116,0.3849,0.3165,0.1396,0.3023,0.0478,0.0503,0.0129,0.3223,0.0033,0.4077,0.4225,0.4259,0.2036,0.4233,0.2983,0.2625,0.2746,0.2917,0.4099,0.3118,0.2426,0.1578
2016_NAT_IMMUNOL_Roychoudhuri___p300_invitro-CD8-WT,185,0.0184,0.0221,0.0160,0.0256,0.0000,0.0191,0.0199,0.0335,0.0000,0.0197,0.0176,0.0203,0.0228,0.0275,0.0246,0.0238,0.0264,0.0157,0.0149,0.0154,0.0139,0.0136,0.0146,0.0137,0.0161,0.0166,0.0193,0.0153,0.0142,0.0173,0.0156,0.0178,0.0183,0.0000,0.0177,0.0121,0.0000,0.0250,0.0190,0.0193,0.0224,0.0169,0.0154,0.0222,0.0082,0.0076,0.0193,0.0184,0.0195,0.0000,0.0214,0.0400,0.0175,0.0291,1.0000,0.0283,0.0225,0.0278,0.0250,0.0149,0.0245,0.0221,0.0181,0.0304,0.0303,0.0400,0.0000,0.0233,0.0000,0.0149,0.0166,0.0181,0.0094,0.0161,0.0179,0.0244,0.0476,0.0249,0.0156,0.0316,0.0338,0.0342
2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-WT,5885,0.4561,0.4550,0.5102,0.1079,0.0013,0.3254,0.1598,0.2376,0.0219,0.3180,0.4888,0.4311,0.3113,0.3852,0.4858,0.0179,0.3157,0.5160,0.5209,0.5402,0.5253,0.5228,0.5341,0.5254,0.5413,0.3854,0.4532,0.4401,0.5085,0.5250,0.5217,0.5506,0.5231,0.1556,0.3157,0.3055,0.1016,0.4346,0.5383,0.5375,0.4902,0.5000,0.4960,0.4189,0.2068,0.1856,0.5300,0.5435,0.4216,0.0270,0.4657,0.0347,0.2086,0.4394,0.0283,1.0000,0.7173,0.4893,0.0678,0.4993,0.5596,0.4768,0.1341,0.4317,0.0406,0.0681,0.0168,0.4910,0.0052,0.5097,0.5340,0.5039,0.2459,0.5348,0.2648,0.3964,0.2418,0.3131,0.5168,0.3591,0.1769,0.1092
2016_NAT_IMMUNOL_Roychoudhuri___JunD_invitro-stim-CD8-Bach2KO,7855,0.4919,0.4822,0.6091,0.0971,0.0021,0.3719,0.1628,0.2222,0.0182,0.3106,0.5493,0.4632,0.3102,0.3837,0.5342,0.0171,0.3061,0.6148,0.6131,0.6147,0.6117,0.6167,0.6219,0.6200,0.6259,0.3926,0.4848,0.4619,0.5902,0.6188,0.6178,0.6348,0.5983,0.1756,0.3615,0.3487,0.1111,0.4588,0.6181,0.6047,0.5226,0.5947,0.5908,0.4409,0.2504,0.2095,0.5844,0.6012,0.4086,0.0225,0.4654,0.0300,0.1975,0.4310,0.0225,0.7173,1.0000,0.4811,0.0577,0.6003,0.5794,0.4679,0.1184,0.4002,0.0361,0.0591,0.0140,0.5076,0.0043,0.6069,0.6347,0.5601,0.2989,0.6291,0.2474,0.3994,0.2183,0.3091,0.6169,0.3550,0.1765,0.1031
2015_JEM_Dominguez___Tbet_LCMVarm-D8-CD8-Zeb2KO,5711,0.4540,0.4554,0.4699,0.1198,0.0015,0.3850,0.2063,0.2286,0.0175,0.2445,0.4655,0.4120,0.2454,0.2822,0.3900,0.0234,0.2759,0.4669,0.4656,0.4902,0.4687,0.4640,0.4794,0.4704,0.4790,0.3683,0.4494,0.4269,0.4683,0.4758,0.4550,0.4958,0.4815,0.1277,0.3020,0.2799,0.0891,0.4352,0.5088,0.5125,0.5087,0.4648,0.4629,0.3763,0.2101,0.1700,0.5216,0.5116,0.4585,0.0174,0.6082,0.0321,0.1903,0.5147,0.0278,0.4893,0.4811,1.0000,0.0853,0.4567,0.4353,0.3580,0.1395,0.3294,0.0493,0.0546,0.0132,0.3725,0.0029,0.4577,0.4694,0.4743,0.2157,0.4683,0.3241,0.2886,0.2707,0.3269,0.4554,0.3300,0.2209,0.1496
