Union_likelihood_genes,All_ranked,All_ranked_likelihood,Arm_ranked,Arm_ranked_likelihood,Cl13_ranked,Cl13_ranked_likelihood,Arm_unique,Cl13_unique,Arm-Cl13_common
Zdhhc13,,,,,,,,,
Crebzf,,,,,,,,,
Elk3,,,,,,,,,
Rel,,,,,,,,,
Atp1b3,,,,,,,,,
Mbd1,,,,,,,,,
Gtf3c4,,,,,,,,,
Mllt3,,,,,,,,,
Zfp36l1,,,,,,,,,
Top2b,,,,,,,,,
Tox,,,,,,,,,
Ssbp2,,,,,,,,,
Nap1l1,,,,,,,,,
Setbp1,,,,,,,,,
Cd86,,,,,,,,,
Smarca2,,,,,,,,,
Orc1,,,,,,,,,
Ddb1,,,,,,,,,
Slamf1,,,,,,,,,
Snapc1,,,,,,,,,
Pml,,,,,,,,,
Itga2,,,,,,,,,
Pou2af1,,,,,,,,,
Hmgb2,,,,,,,,,
Zfp213,,,,,,,,,
Atf3,,,,,,,,,
Sp4,,,,,,,,,
Batf,,,,,,,,,
Cnbp,,,,,,,,,
Wdhd1,,,,,,,,,
Tlr1,,,,,,,,,
Foxj2,,,,,,,,,
Fcgr2b,,,,,,,,,
Kntc1,,,,,,,,,
Chaf1a,,,,,,,,,
Mcm6,,,,,,,,,
Il7r,,,,,,,,,
Hmmr,,,,,,,,,
Kmt5c,,,,,,,,,
Ebf1,,,,,,,,,
Parp2,,,,,,,,,
Kdm5b,,,,,,,,,
E4f1,,,,,,,,,
Arid1a,,,,,,,,,
Cd300lf,,,,,,,,,
Hdac7,,,,,,,,,
Rbbp7,,,,,,,,,
Brd7,,,,,,,,,
Tardbp,,,,,,,,,
Rfc1,,,,,,,,,
Tnfrsf8,,,,,,,,,
Parp1,,,,,,,,,
Tcf7,,,,,,,,,
Hlf,,,,,,,,,
Tfdp1,,,,,,,,,
Hells,,,,,,,,,
Cxcr6,,,,,,,,,
Tox2,,,,,,,,,
Entpd1,,,,,,,,,
Il6st,,,,,,,,,
Scml4,,,,,,,,,
Nt5e,,,,,,,,,
Gadd45b,,,,,,,,,
E2f3,,,,,,,,,
Actb,,,,,,,,,
Ikzf2,,,,,,,,,
Mbd2,,,,,,,,,
Sf1,,,,,,,,,
Abcb1a,,,,,,,,,
Vax2,,,,,,,,,
Cebpz,,,,,,,,,
Sub1,,,,,,,,,
Brwd3,,,,,,,,,
Myb,,,,,,,,,
Zbtb10,,,,,,,,,
Atf1,,,,,,,,,
H2-Eb1,,,,,,,,,
Aurkb,,,,,,,,,
Itga6,,,,,,,,,
Trim27,,,,,,,,,
Znfx1,,,,,,,,,
Ncoa3,,,,,,,,,
Ybx1,,,,,,,,,
Klrg1,,,,,,,,,
Trip11,,,,,,,,,
Prpf4b,,,,,,,,,
Ly75,,,,,,,,,
Itgax,,,,,,,,,
Pdcd1,,,,,,,,,
Fiz1,,,,,,,,,
Plrg1,,,,,,,,,
Dek,,,,,,,,,
Rarg,,,,,,,,,
Padi2,,,,,,,,,
Cd38,,,,,,,,,
Gtf2a2,,,,,,,,,
Ssb,,,,,,,,,
Bcl11b,,,,,,,,,
Ccr2,,,,,,,,,
Cd28,,,,,,,,,
Brd8,,,,,,,,,
Spn,,,,,,,,,
Cd48,,,,,,,,,
Cx3cr1,,,,,,,,,
Prmt3,,,,,,,,,
Il2ra,,,,,,,,,
Nono,,,,,,,,,
Cd55,,,,,,,,,
Trp73,,,,,,,,,
Adam10,,,,,,,,,
Khdrbs1,,,,,,,,,
Snrpd1,,,,,,,,,
Itgb1,,,,,,,,,
Prmt6,,,,,,,,,
