gene_name,0,1,2,3,4,5,6,7,8,9
Slc35d1,-0.020912051,-0.005785382,0.11298137,-0.10590414,-0.016821144,0.15271187,0.009470394,-0.118434176,0.005167176,-0.0016831621
Ssbp3,0.0073017236,-0.1677923,-0.10666708,-0.020362008,-0.068394564,0.32535338,0.018717835,-0.050321136,0.34065634,0.043598205
Gm12802,0.071037695,0.002819537,-0.11840986,0.01647146,0.012996319,0.012080353,-0.054522865,-0.109304175,-0.0103962,-0.0013490443
Tmem59,-0.039882615,-0.16793492,0.04137468,-0.12149472,-0.024365032,0.42351913,-0.026647257,0.13166475,0.00013743661,0.13237157
Hspb11,-0.015151575,0.055812158,-0.16679741,-0.04815483,-0.10369149,0.03898014,0.24121228,0.08477706,0.0096278945,0.24841018
Cpt2,-0.054950275,-0.042923406,0.100676924,0.06246741,-0.10747777,0.18140647,-0.08894031,0.19385616,-0.053891353,-0.111205764
Coa7,-0.041582074,-0.06652532,-0.032322295,-0.14236823,0.22115077,0.06581538,0.07588019,0.0074510765,0.053157322,-0.030359348
Zcchc11,-0.06093747,0.047978625,0.0432172,0.1600941,-0.10574819,0.06463869,-0.056044824,-0.013145478,-0.11754628,0.05442439
Gm17354,0.025510408,-0.02555904,-0.08951291,-0.08691519,0.0798849,0.08852017,0.08075506,-0.122043,-0.059139874,0.16525455
Btf3l4,0.03697347,-0.12621258,-0.10915557,0.09443922,-0.037140016,0.14922221,-0.09338002,-0.10041642,0.29066405,-0.017293585
A730015C16Rik,-0.037213568,-0.06485985,-0.069133624,-0.00080162555,0.004227429,0.019674065,-0.06283081,-0.072006725,0.3068936,-0.02626578
Eps15,-0.123251766,-0.109437436,-0.0270209,0.0056588007,0.094638355,0.48574102,-0.037829623,0.04466657,0.04811848,-0.15136153
Rnf11,-0.08745662,-0.08767228,0.12389666,-0.023333935,0.046947658,0.24608444,-0.03425546,-0.057286613,0.025417529,-0.03811819
Cdkn2c,-0.08089757,-0.09801862,-0.19125712,1.0829376,-0.27072215,0.28593543,0.03272039,-0.31764653,-0.53233325,-0.594377
Bend5,0.010992093,0.23460943,-0.1774148,-0.053909834,-0.06422656,0.03522545,0.16211408,-0.1593143,-0.06988542,0.055281583
Mknk1,-0.016588744,-0.13322109,0.21987887,-0.0482982,0.03207402,0.084154494,-0.17826627,-0.062342405,0.09433968,-0.008992247
Faah,8.5751606e-05,-0.08516955,-0.09915755,-0.113669045,-0.04596113,0.20532438,0.2919442,-0.21277513,0.28219917,0.046512797
Nsun4,-0.024345784,0.07375024,0.012950976,-0.057051275,-0.024566142,0.028167432,0.061676178,-0.103797,-0.06227197,0.08998963
Lrrc41,-0.10596069,-0.06475486,0.14027114,0.08095174,0.018271415,0.054437447,-0.17520963,0.26362795,0.054684088,-0.13836974
Mast2,-0.0634714,-0.09001487,-0.16374661,0.41985002,-0.09092784,0.2679463,-0.113534644,0.11888685,-0.21488987,-0.075256504
Tmem69,0.056943804,-0.053403974,-0.03874729,0.0021435046,-0.05949411,-0.025460647,-0.1190708,0.1638163,0.06953524,0.04651114
Gpbp1l1,-0.11913188,-0.09422145,0.119718716,-0.07680497,-0.067293495,0.12565342,0.259492,0.020522542,0.21632355,0.018176764
Ccdc17,0.023799406,-0.0070664138,-0.09252266,-0.034670554,-0.0074042673,0.12202261,-0.111122474,-0.08404403,-0.06426994,0.1354184
Nasp,-0.07882855,-0.053525586,-0.32150674,0.33443782,0.55371505,0.2496809,-0.12106275,0.07210628,-0.75482136,-0.42979887
Prdx1,-0.20144202,-0.20007375,0.37188578,0.1776453,0.49135134,-0.17866981,-0.47805932,0.75669247,-0.2054993,-0.94660985
Tctex1d4,-0.05008826,0.04582949,-0.012520257,-0.01849158,-0.038431674,-0.10792125,-0.020725196,0.23468897,0.008296596,-0.043114103
Gm12840,0.17225249,-0.10837853,0.0648348,-0.090654895,-0.10064564,-0.47222131,0.4178352,-0.23931274,0.13429125,0.005108178
Ipo13,-0.073644,0.017967807,0.114890836,-0.0028793504,0.13641955,-0.13107105,0.01852088,-0.001242771,-0.08878058,-0.08629238
9530034E10Rik,0.07512913,-0.058852196,0.049589913,-0.027339352,-0.01352707,-0.073505744,-0.06284452,-0.052246485,0.003414636,-0.02413258
Cdc20,-0.12943038,-0.12936692,-0.3270827,0.8961408,-0.46350732,0.023981571,-0.033436883,1.7222503,-0.6822013,-0.6155173
Slc2a1,-0.079423554,-0.06686528,0.023326311,0.028135356,0.14578953,0.17641322,-0.16819918,0.09030957,-0.027884116,-0.043675777
Ybx1,-0.08231275,-0.5540183,0.18771283,0.13450785,0.41664734,-0.018977396,-0.02171843,0.6322505,-0.12807913,-0.6709815
Hivep3,0.14495516,-0.09127173,-0.021468896,0.021778774,0.028910542,-0.11406182,-0.178176,-0.03624672,-0.10006136,0.059547976
Scmh1,-0.022964891,0.09061727,-0.1494306,0.019812275,-0.061378498,0.27755728,-0.047370672,-0.06625637,-0.050879367,0.12789659
Rlf,-0.066961914,-0.07559389,0.04575976,0.056076754,-0.035826616,0.13770775,0.016633535,0.11100066,-0.042589556,0.03093058
Ppt1,0.033329956,-0.13028823,0.031183818,-0.0010184802,-0.033159986,0.23421843,-0.22516368,0.1037222,0.06545495,-0.042933736
Ppie,0.112466194,-0.10464999,-0.07779591,-0.06235708,0.14331888,0.12460394,-0.17831524,-0.2012491,0.021759316,0.012005058
Macf1,0.020554757,-0.09892781,-0.014154683,0.10731155,-0.009419571,0.19385028,-0.020260599,-0.1831637,-0.0045535406,-0.14460355
Pou3f1,-0.0037636075,-0.05503688,-0.049764942,0.010171086,-0.0320376,0.019068904,-0.05753982,-0.04622081,-0.03795507,-0.0042022676
Fhl3,0.017001979,-0.07859034,0.08074124,-0.00346494,-0.044200346,-0.045518044,-0.051777966,0.0016509629,-0.009533104,0.14141133
Mtf1,-0.09332673,-0.14219621,0.12562774,-0.01898316,0.058351155,0.24514855,-0.119693056,0.16921154,-0.07276053,0.09625344
Cdca8,-0.1671356,-0.1969756,-0.32711506,1.3310156,-0.4837762,0.045748085,-0.11289917,1.5971832,-0.8983515,-0.8925265
9930104L06Rik,0.07031209,0.047409084,-0.05766134,0.0051117386,0.0016935396,-0.032034416,-0.0743827,-0.14962082,-0.07963975,0.07669992
Gnl2,0.08272485,0.1354514,-0.1610567,-0.1330161,0.09534063,0.094412655,-0.12905918,-0.15008059,-0.009568765,-0.012186175
Zc3h12a,-0.06596756,-0.14592199,-0.056115597,-0.100945584,-0.050514203,0.25652182,0.17530358,-0.10924708,0.5032748,0.14603007
Csf3r,-0.0661222,-0.06484696,0.16420065,-0.04022533,-0.020637335,-0.06962256,-0.06693921,0.0041360664,0.032464527,-0.022353385
Eva1b,-0.3025088,-0.2353492,0.5627646,-0.046138275,-0.07422445,0.24112283,-0.07681409,0.1219993,0.6901265,-0.30078122
Sh3d21,0.020664217,-0.05685779,-0.051025815,0.021891838,-0.031415295,-0.06317769,-0.05962662,-0.04710519,-0.037961382,-0.0006230127
Adprhl2,0.008760487,-0.092833854,-0.08941234,0.025740277,0.17351358,0.046953887,0.06654683,-0.15751041,0.012305394,-0.099071644
Clspn,-0.07960194,-0.16072232,-0.36942434,0.7342807,0.6109758,0.12278296,-0.021966329,-0.34196857,-0.80797267,-0.637056
Zmym4,-0.024734082,-0.10930027,0.0013878774,0.03171261,-0.026788335,0.28957504,0.02240086,-0.155981,-0.03097861,0.12741332
Zmym6,-0.008327186,-0.083637565,0.05564976,-0.023023995,-0.029394563,0.022857144,0.12003591,-0.045302782,-0.038685795,-0.017556146
Zscan20,0.08553858,-0.04311633,-0.10849564,-0.013207161,-0.037495233,0.074441224,0.021522818,-0.08042719,-0.055447634,0.08856002
Tlr12,0.2325205,-0.10121082,-0.1618846,-0.046356495,-0.041792355,0.069405966,-0.020488732,-0.17122218,-0.13200101,0.054028567
Zfp362,0.03568775,-0.15654585,-0.06578101,-0.036118828,-0.035950158,0.19842948,0.1757168,-0.22914551,0.08287651,0.21190037
Trim62,-0.015733877,-0.04451087,0.09479641,-0.060522698,-0.0014531115,-0.09993069,-0.012906076,-0.08364975,0.06299207,-0.036564745
S100pbp,-0.036273807,-0.14519678,-0.038093925,0.05163436,0.0040819347,0.14706354,0.11787887,-0.023358794,0.0106318565,0.13673273
Gm12976,-0.05237441,-0.055020694,-0.014752366,0.0065574716,0.05142434,0.034557596,0.032344718,-0.07031338,-0.08465143,0.028113604
Dcdc2b,0.008784828,-0.04422604,-0.029549781,-0.014467919,-0.031715415,-0.028191803,-0.09985301,0.042489816,-0.047525898,0.04265585
Iqcc,0.03457815,-0.031027447,-0.027272182,-0.04847576,0.008892083,0.05733303,-0.055000357,-0.09788044,0.07189362,0.13595316
Adgrb2,0.19352491,-0.07295114,-0.07254905,-0.05063851,-0.016920626,0.050107144,-0.1758877,-0.08397596,-0.11579808,0.024229715
Fabp3,-0.048898514,-0.07369756,0.030775324,-0.041707333,0.0020136258,0.000101408936,-0.07641597,0.15948667,-0.055145245,-0.018486783
Pum1,0.020360716,0.045100346,-0.115235604,-0.018922066,0.024726642,0.07576956,0.020237291,-0.1485704,0.09704529,-0.026855955
Sdc3,-0.07925983,-0.030832585,0.06675347,0.008989295,0.024172895,0.08208827,-0.07893753,-0.08267002,0.017539253,-0.09652579
Snhg12,0.04351522,0.43888772,-0.26526985,-0.119877316,-0.14530349,-0.107939385,0.23644117,-0.29311284,-0.12346948,0.3434909
Ptafr,-0.050488934,-0.049024843,0.10372916,-0.020756919,-0.026952159,-0.054507677,-0.051426943,-0.040563952,-0.03263123,-0.00023826193
Rpa2,-0.31577325,-0.3140798,0.24069297,0.2349367,0.79669785,-0.10817181,-0.14972909,0.48843268,-0.44966748,-0.65493506
Fgr,-0.074199915,-0.12312111,0.28390965,0.072373725,-0.01724295,-0.025642538,-0.09083756,-0.039771557,0.0777603,-0.18790193
Ahdc1,0.0155395465,0.119088314,0.04164464,-0.045682516,-0.054355886,0.042832788,-0.09526018,-0.12698966,-0.103207216,0.117005445
Gm26615,0.14513193,-0.0630445,-0.07900039,-0.01003564,-0.040281914,-0.1201129,0.03128602,-0.0724572,-0.061985914,0.10786697
Sytl1,-0.08857822,-0.13245642,0.12634914,-0.084744334,0.0012352018,0.45478624,-0.09419946,0.099750504,0.011828612,-0.06169009
Wdtc1,-0.022201208,-0.03818745,0.09606328,0.040385533,-0.011412403,0.1275221,-0.032953724,-0.22352885,0.0002063828,-0.016716018
Trnp1,-0.009885668,0.11003525,-0.0735219,-0.017214043,-0.03224485,-0.099099666,-0.091625236,-0.0652696,-0.046023328,0.03256804
Arid1a,0.07966915,-0.2065453,-0.010636383,0.22694108,-0.11215299,0.22860518,-0.03602786,-0.1553991,-0.24286892,0.028951876
Hmgn2,-0.33087674,-0.41267014,0.0025834772,0.59217846,0.40018466,-0.032809272,-0.11294011,1.5128334,-0.60883504,-0.8204974
Cd52,0.11924783,-1.0528218,0.86103505,0.091419026,0.36518443,-0.35009181,-0.86514056,0.77475,0.469517,-0.8839927
Sh3bgrl3,-0.21152209,-0.97220224,0.82535106,0.3052535,0.44872525,0.13485838,-0.65629333,1.0154829,0.04824373,-1.1027759
Pdik1l,-0.020884745,-0.016808126,-0.045476604,0.12028858,0.068225846,0.033600237,0.055679552,-0.13258496,-0.07230622,-0.15026894
Stmn1,-0.37691697,-0.41731343,-0.16451287,1.1248174,0.50340366,-0.06141372,-0.22866604,1.6255169,-1.017939,-1.3099053
Paqr7,0.06017408,-0.15395345,0.051645994,-0.08307671,-0.09940342,0.1266637,0.08092036,-0.08905732,0.15288912,0.05488026
Selenon,-0.12469353,-0.08385899,0.2650569,0.047769748,-0.028549185,-0.1264646,-0.049241688,0.15688433,0.030734824,-0.018607877
Ldlrap1,0.09635483,-0.07838948,-0.14866255,0.0016594278,-0.1280646,0.20146145,0.12696144,-0.19204487,-0.010305076,0.19098769
Tmem57,-0.15513137,0.20661916,-0.046992067,-0.038473472,0.123426005,0.032284312,0.18121988,-0.1567303,-0.057431232,0.038922627
Rsrp1,-0.1125745,-0.36404312,0.3271138,-0.14494894,0.0021873624,0.3327419,-0.049766764,0.28524995,0.18994887,0.025117183
Gm16225,0.08164572,-0.09909915,-0.078446336,-0.10943457,-0.08080333,0.06704814,0.088123746,-0.108272694,0.065419376,0.1968689
Rcan3,0.0020498964,-0.040505987,-0.13495772,0.067569144,0.060352743,0.11141344,0.0030256426,-0.06036989,0.0008288567,-0.0573008
Cnr2,0.007931863,0.237783,-0.072111964,-0.04831763,-0.07260019,-0.041592773,-0.031829372,-0.12595232,-0.032813076,0.14938462
Hmgcl,-0.0743542,-0.16933948,0.10222486,0.029657735,0.11625685,0.1650538,-0.16959414,0.1250108,0.06416748,-0.057825256
Id3,0.2755599,-0.31761113,-0.5447049,-0.11389968,-0.24204704,1.0594754,0.046089854,-0.4902987,0.13151643,0.56060636
Hnrnpr,0.10208348,-0.14222714,-0.38050067,0.29374215,-0.030589065,0.25234544,0.091882184,0.015294579,-0.30347675,-0.039874744
Kdm1a,0.051976703,0.052791543,-0.06066876,0.08356687,-0.12765978,0.1529777,-0.059985116,-0.2445502,-0.003943506,0.0093300445
C1qb,-0.013808375,-0.016760588,0.022181988,-0.046541817,-0.010403573,-0.005704942,-0.011916962,-0.033821207,-0.049816832,-0.115134336
C1qc,-0.024384288,-0.028230956,0.0074940226,-0.001970862,-0.00041096876,-0.0138256885,-0.021919817,-0.050460577,-0.07130253,-0.07966076
C1qa,-0.021936897,-0.02553835,0.011029754,-0.04417851,-0.028864508,-0.012051384,-0.019629532,-0.046350885,-0.06586421,0.061936706
2810405F17Rik,-0.11831554,0.011474886,0.060961764,-0.0356654,-0.06405294,0.20502537,0.11431493,-0.009670201,-0.047977597,0.21349436
Hp1bp3,-0.18476786,-0.2318957,-0.08395242,0.17103614,-0.054854434,0.45745948,-0.0073151425,0.8636583,-0.11048002,-0.2019521
Pink1,-0.13033739,-0.022472918,0.037431877,-0.123112895,-0.065354966,0.49146295,0.09547024,-0.14332233,0.15508966,0.158511
Camk2n1,-0.15599126,-0.1470515,0.41798085,-0.030212767,0.114909165,-0.16594957,-0.0085482225,-0.03261523,0.19264114,-0.118714385
Capzb,-0.21659027,-0.64359766,0.7043797,0.20527253,0.40468,0.020130241,-0.5804698,0.7130464,0.19233109,-0.984049
Iffo2,-0.011750566,0.11651163,-0.059337314,0.028090943,-0.040581975,0.09008078,-0.05637447,-0.16953577,0.05865678,-0.019748429
Padi4,-0.06047083,-0.058665734,0.046294224,0.026490845,-0.031452067,-0.06542559,-0.061627313,-0.048234206,0.0414449,0.07620003
Padi2,-0.015431758,-0.04808667,0.15251064,-0.015145313,0.036540013,-0.07212407,-0.15665582,0.04947542,0.15013081,-0.14068529
Szrd1,-0.017273968,-0.0812736,0.009334205,0.11074484,0.04325624,0.009049941,-0.02166014,-0.06667202,0.087606564,-0.14741941
Gm13075,-0.056643795,-0.080334626,-0.054437637,0.073787466,-0.015684035,0.2503197,0.061138034,-0.16930547,-0.028109094,0.1016742
Spen,-0.07520817,-0.050169718,0.05748867,0.001296037,0.013408065,0.12188281,0.15420887,-0.0024752724,-0.054433905,-0.07359998
Dnajc16,0.012671534,-0.035121717,-0.013039715,-0.057960287,-0.055452354,-0.0071263593,0.13439985,-0.083089136,0.1690145,0.03819323
Casp9,-0.09937591,-0.016937843,0.082420096,-0.024693636,0.09338706,0.045815434,0.046912853,-0.0141773475,0.013644896,-0.102417804
Efhd2,-0.465512,-0.41633245,0.8701706,0.15390624,0.40803382,-0.04300032,-0.4313072,0.9531737,-0.007969661,-0.8351287
Tmem51,-0.0438738,-0.04473094,0.100085884,-0.06128007,-0.0068423646,-0.041521076,-0.043324657,-0.04968427,0.061407298,-0.07329249
Dhrs3,-0.05946262,-0.05835586,0.09338396,-0.036987096,0.009026416,-0.06250054,-0.060171697,0.05964806,-0.045963325,-0.021476286
Vps13d,-0.044604834,-0.05237599,0.049410168,-0.01348121,-0.053783577,0.11811577,0.18355685,-0.08754806,0.03670539,-0.021209344
Tnfrsf1b,-0.03838777,-0.13079202,0.09650261,-0.10641517,0.006502049,0.14084367,-0.20238648,0.48902294,0.086543284,-0.045638688
Zfp990,-0.023473328,-0.04759608,0.009516815,-0.0035637384,-0.0132139325,-0.056136575,-0.051337786,-0.034416735,-0.022060098,0.028397739
Gm13166,-0.024231672,-0.023194006,-0.07519906,0.01287803,0.006490751,0.20137374,-0.057837214,-0.040231247,0.0044951597,0.07271292
Gm16503,-0.0070851725,-0.05737172,0.0007044911,-0.008225381,-0.018996367,-0.06690413,-0.061547995,-0.0426617,-0.028869944,0.02744816
Zfp985,0.046326075,-0.01677554,0.014947226,-0.03501668,0.023966566,0.0070062666,-0.06879595,-0.11551247,-0.04353135,-0.0036175486
Gm20707,-0.009191725,-0.011564832,-0.05319303,-0.056088146,0.06792531,0.03643899,-0.02494693,-0.042177625,0.04060071,0.16077045
2510039O18Rik,-0.07608198,-0.03683101,0.017059462,0.050548065,0.011793832,0.113681085,-0.04932354,0.35963994,-0.06619325,-0.22367112
Agtrap,-0.07055545,-0.03154175,0.112593494,0.016064707,0.050144807,-0.10470223,-0.027622906,0.12279371,0.022213863,0.012802424
Fbxo6,-0.10118278,-0.08990713,0.15791108,-0.102309175,0.04105062,0.16836269,-0.024997907,-0.034262888,0.29982373,-0.062476426
Srm,0.25278553,0.06719177,-0.3348542,-0.23306103,0.24441361,-0.03933509,-0.091873035,-0.30654272,-0.22297181,0.30368784
Tardbp,-0.060303975,-0.1119576,0.030948699,0.13038215,0.13777909,0.06713156,-0.100105464,0.1288018,-0.23802818,-0.01344798
Casz1,0.011088235,-0.08762953,-0.11819191,0.03948398,-0.03214929,0.09577908,0.029831102,0.08363977,0.077113666,-0.0033333753
Pex14,-0.04127117,-0.100665145,0.062408235,-0.0454471,0.11400213,0.009058839,-0.10991813,0.103255294,0.14824057,0.0033723246
Kif1b,-0.09851009,0.4727139,-0.18313043,-0.057233337,-0.13572861,-0.1105607,0.37139362,-0.31658694,0.018710114,0.18265451
Spsb1,-0.00828115,0.015801024,-0.09736726,-0.03650354,0.030272663,0.116183996,-0.0332746,-0.088447265,-0.067643784,0.01730641
Eno1,0.041952517,-0.47937799,0.2963672,-0.10359526,0.417179,-0.0015942976,-0.49520782,0.561996,-0.06392272,-0.38235432
Rere,0.11057407,-0.046549696,-0.18054444,0.01153809,-0.14653301,0.12676954,0.13129492,-0.124420404,0.0101000955,0.14776534
Tnfrsf9,-0.014744799,-0.095466025,0.012744174,-0.040840723,0.20713009,0.056686174,-0.123716444,-0.019924412,0.11815209,-0.16903844
Per3,0.022350028,-0.058014788,-0.04915885,-0.02266518,-0.01895232,-0.004271329,-0.027487187,0.07972799,0.007821838,-0.026808977
Dnajc11,0.047404904,-0.0034823439,-0.0762007,-0.019812528,-0.028828638,0.06390997,-0.07331372,0.08313766,-0.015502288,0.039941028
Phf13,-0.08478675,-0.16019963,0.10896321,-0.047152746,0.18727681,0.0034744912,0.055656724,0.20655917,-0.03965948,-0.1356664
Klhl21,0.068828255,-0.06350482,-0.00083256175,-0.0603009,0.07155191,-0.03806152,0.00379261,-0.05724022,-0.08344694,0.026086343
Zbtb48,-0.029258018,0.09544733,-0.123147726,-0.0066341767,-0.0008441229,0.13231847,0.09505554,-0.030711833,-0.14597398,0.08423776
Tnfrsf25,-0.10985203,-0.17657179,-0.095740475,-0.064697035,-0.04312404,0.30571008,0.022845421,-0.13959782,1.0335532,0.009333518
Espn,0.012537435,0.0552033,-0.036466055,-0.059265386,-0.0246385,-0.0980594,-0.094518326,-0.082032114,0.033825804,0.15674987
Wrap73,-0.14518024,-0.16339242,0.061457288,0.13151437,0.12213516,0.23646307,0.053366557,0.06682107,-0.018398153,-0.22992763
Prdm16,-0.040261712,0.07868869,-0.02282065,-0.041608367,0.00456937,-0.06325698,-0.065878,-0.07511999,-0.08186898,0.18995465
Fam213b,0.028081223,-0.02609569,-0.041599195,-0.03221829,-0.030279936,0.15736522,-0.14898664,-0.06318513,0.04647949,0.10481388
Pank4,-0.076616675,-0.004407356,-0.07394401,0.050861873,-0.03253374,0.16588566,0.08852571,0.14376478,-0.017226646,-0.025008827
Fndc10,-0.006717015,0.00986154,-0.13119757,-0.048934154,0.0001924742,0.0031405194,0.057631664,-0.12242033,0.09681158,0.324012
1500002C15Rik,0.009889961,-0.09363823,-0.035642028,0.05566445,-0.010130622,0.05757293,-0.09768593,-0.07938105,-0.066013865,0.04243097
Atad3a,0.17150192,0.081980325,-0.21007635,-0.14573383,0.11320438,-0.0980084,-0.09041439,-0.22402647,-0.03196174,0.2123429
Pusl1,0.119588144,-0.05285526,-0.1287673,-0.009458065,0.09549995,0.06939774,-0.04127704,-0.22496237,-0.16718823,0.08779135
Tnfrsf4,-0.0102971075,-0.040537592,-0.0043568066,-0.008653676,-0.0296568,-0.090369485,-0.0065034893,0.023871547,0.11655052,-0.022564288
Gm16008,-0.049504254,7.5079624e-05,-0.046052948,-0.033774633,0.013625234,-0.051630355,-0.050000504,-0.044253476,-0.040056694,0.29085982
Tnfrsf18,0.16757362,-0.18272296,-0.03547907,-0.12194921,0.02383324,0.058877666,-0.17417409,-0.0796498,0.23036774,0.023233414
Isg15,-0.034701813,0.08028462,0.04860121,-0.04728755,-0.083742656,0.08993979,-0.2861957,0.5063178,0.005103419,-0.15482287
Perm1,0.0029066366,-0.049548633,-0.04851359,0.044026937,-0.045033175,-0.05067027,-0.050040036,-0.04781777,-0.046194956,0.117409885
Plekhn1,0.019366333,-0.054776292,0.08574359,0.014294378,0.011183776,0.088398345,-0.1306144,-0.16595227,-0.024946662,0.048209306
Cdk6,0.005885213,-0.13808978,0.018788246,-0.10256024,0.14444159,0.10453155,0.10276463,-0.104319915,0.07213999,-0.12826322
Gm17590,-0.04552013,-0.04606348,0.050614137,-0.05655416,-0.0034907665,0.03567954,-0.045172017,-0.04920345,-0.052147415,0.058272067
Fam133b,0.038661804,-0.15243384,-0.12264538,0.008361182,0.16100591,0.2813827,-0.1636682,0.14486393,-0.24286926,0.009077752
Rbm48,-0.04106443,-0.022270372,0.0044412822,0.058841374,0.012652658,0.03428027,0.2029548,-0.10366851,-0.1609987,-0.007594878
Pex1,0.041853644,-0.007764716,-0.025675772,-0.09721738,0.043698907,-0.027218843,-0.048851553,-0.035655852,0.15171856,0.0013150992
Ankib1,-0.033333544,-0.017306196,0.23996131,0.08183662,-0.0017839592,-0.045706335,-0.1632769,0.03770255,-0.1578828,-0.20067151
Krit1,-0.02299364,-0.0944479,0.03437009,0.022336802,-0.18094836,0.16785644,0.1737077,0.054556224,0.0051076915,0.078793526
Lrrd1,-0.007256047,-0.038487203,-0.07707091,0.013911584,-0.05189325,-0.09267251,0.07865314,0.04008711,-0.06029767,0.048126914
Mterf1a,0.080063514,-0.038514882,-0.07960938,-0.02675505,-0.009306072,0.06688451,-0.040426698,0.084670275,-0.09442097,-0.0324645
Akap9,0.0593619,-0.09123448,-0.029246815,-0.07108864,-0.090488024,0.37441424,-0.019605389,-0.2053116,-0.03588198,0.17303057
Cyp51,0.028885977,-0.1393125,-0.09275489,-0.11079185,0.2669883,-0.055255275,-0.054328598,0.41241845,-0.06901376,-0.1823131
Mterf1b,-0.03722384,-0.053697243,0.060147878,-0.015094801,0.07199239,0.14417939,-0.07957623,-0.071989805,-0.118405886,0.012583426
Gm26825,0.08570384,-0.23795335,0.09352344,0.031877436,0.09141241,-0.069737725,-0.07821098,-0.0944059,0.030203734,-0.047959547
Rundc3b,-0.03585346,0.057727583,-0.064798124,0.06291098,0.0052724583,0.12004429,-0.039460916,-0.083751544,-0.078944795,0.04354268
Abcb4,-0.044901207,-0.044135213,-0.041488122,0.020826856,-0.03258705,0.03273886,-0.045391962,0.07179277,-0.035558272,-0.018610666
Tmem243,0.102949314,-0.15614569,0.009422295,0.005961977,-0.017574398,-0.021076407,-0.016273757,-0.074808285,0.017857598,0.048615623
Magi2,0.015847657,-0.040414788,0.0542782,-0.029455516,-0.040063836,-0.011856408,-0.09051579,-0.0012124112,-0.08178891,-0.011217986
Phtf2,-0.009807617,-0.11152357,0.04392635,0.007702507,-0.052026384,0.20883356,-0.055153593,-0.09789539,0.10368564,0.08067812
Rsbn1l,-0.060311075,-0.22721891,0.060587272,0.1066487,0.02188938,0.2975604,-0.22505301,0.15686399,0.21420023,-0.17581877
A630072M18Rik,0.020176819,-0.05019942,-0.0071437224,-0.011435693,0.002682473,-0.03383304,-0.036028273,0.09863714,0.05380188,0.01455181
Fgl2,-0.19502002,-0.19650418,0.4862239,0.09500025,0.15277225,-0.10580385,-0.20316434,0.30314973,-0.12100356,-0.22624515
Lhfpl3,-0.021541467,-0.046762176,-0.04279836,-0.02461612,0.021140967,0.028712701,-0.048644066,-0.040133625,-0.03391886,-0.008541104
5031425E22Rik,0.039147113,-0.10530346,-0.0978005,-0.034243185,-0.0084636705,-0.0008960818,0.019811597,0.31112352,0.012511229,0.060614336
Kmt2e,-0.18412216,-0.054040574,0.13565704,0.06627752,-0.0062869843,0.35027853,0.1644145,-0.20838204,0.052601453,-0.12895334
Srpk2,0.089880474,-0.15430082,-0.044062775,0.076334625,-0.20195393,-0.0382494,0.13441913,0.1751393,0.07817791,-0.04310992
Pus7,0.13427055,0.05065386,-0.22062983,-0.12514889,0.06723339,-0.17393783,0.043301746,-0.083944246,-0.021765782,0.33218023
2700038G22Rik,0.03213584,0.08404282,-0.09651272,-0.103063256,0.04082353,0.11522844,-0.058723003,-0.07791735,-0.11353351,0.14139052
Klhl7,-0.023564978,-0.027803529,0.11243208,-0.029877396,0.00954675,0.09292122,-0.09387702,-0.072788864,-0.011018054,-0.024787629
Kcnh2,-0.06667165,-0.015054792,-0.054310653,-0.010335371,-0.022074124,0.085659504,-0.06844899,-0.047865774,-0.032834835,0.18540978
Atg9b,-0.023717962,-0.052105404,0.039654914,-0.057119597,-0.031383626,0.035061385,-0.04882496,-0.06366006,-0.07449344,0.15638968
Slc4a2,-0.016364608,0.018511795,-0.043767102,0.20816709,-0.06037714,0.14926508,-0.054579463,-0.084045805,-0.13703327,-0.17259434
Agap3,0.0101368455,0.036752645,-0.1231397,-0.05081451,0.15549614,0.033503436,0.040765192,-0.15808429,-0.026733069,0.0072081825
Abcf2,-0.048862007,0.14306913,-0.02332567,-0.09980925,0.118319124,0.00069380377,-0.06973936,0.007942096,-0.084718846,0.08506373
Chpf2,-0.029045867,-0.12079361,0.12708627,-0.05167525,0.0013447359,0.20185624,-0.10371403,-0.02165248,0.07991979,0.018874502
Kmt2c,0.059891548,0.016658086,-0.12446518,0.0605283,-0.07484834,0.13282053,0.14020531,-0.30741778,-0.08008354,0.0435875
Rbm33,0.008037456,-0.1693646,0.010330095,0.060701605,-0.056777067,0.23526563,-0.1163255,0.027949173,0.092713624,0.04174124
Tyms,-0.19499043,-0.25826073,-0.23143436,0.9711418,0.40263966,0.08027567,-0.09693106,0.06007453,-0.6093989,-0.781569
Cenpa,-0.18933322,-0.3279147,-0.25405574,0.48809224,-0.10524852,0.042005412,-0.1374959,2.3461547,-0.4776002,-0.68006027
Mapre3,0.011337539,0.081840746,-0.015732843,-0.04503261,-0.078795664,-0.14588095,-0.13838075,-0.021873642,0.3999159,-0.01375934
Emilin1,-0.00861168,-0.01918869,-0.113563284,-0.050744057,-0.0599772,0.43895146,-0.029673962,-0.026965467,-0.11517218,0.17767407
Khk,-0.03157,0.12184895,-0.070951216,0.0010836596,-0.0767513,0.039084855,0.19234812,-0.13209319,-0.005817676,0.009016697
Slc5a6,-0.0038522282,0.012187629,0.0053790305,-0.0010791374,-0.056223784,0.009419723,-0.071801886,0.041575976,0.07718453,-0.04085282
