gene_name,0_KO-NAV,1_KO-NAV,2_KO-NAV,3_KO-NAV,4_KO-NAV,5_KO-NAV,6_KO-NAV,7_KO-NAV,8_KO-NAV,9_KO-NAV,0_WT-NAV,1_WT-NAV,2_WT-NAV,3_WT-NAV,4_WT-NAV,5_WT-NAV,6_WT-NAV,7_WT-NAV,8_WT-NAV,9_WT-NAV
Zbtb34,-0.03580526,-0.051517706,-0.50205356,-0.4184263,0.05840282,-0.4643336,0.56760806,-0.3990543,0.021681026,-0.0043075946,-0.02535165,0.58899534,-0.4879004,0.0042886725,2.1986606,-0.50688934,0.6303035,-0.3729323,0.3396008,-0.24960929
Mvb12b,-0.056905456,0.2082639,-0.22563162,0.19878116,-0.47542584,1.2195742,0.12433397,-0.3652153,-0.054627057,-0.33852655,-0.14556508,0.46983182,-0.15435636,-0.12787534,0.30829647,1.1244773,0.23859039,-0.3516265,0.31326303,-0.23779616
Gapvd1,-0.37034982,0.10631669,-0.34735066,-0.09049967,-0.14955753,-0.16252841,-0.20825158,-0.050649628,0.26058775,-0.17758326,-0.59728986,1.0554389,-0.08498274,0.5748125,0.351611,0.1799803,-0.117589995,0.22557999,-0.060489338,-0.109772585
Hspa5,-0.310705,-1.139838,0.5069757,-0.6140146,2.3271961,-0.24825102,-2.5953734,2.7848828,-0.22627938,-0.6050856,-0.44148314,-0.75225174,0.79312176,-1.2696341,1.9474361,-0.28371313,-2.186555,2.473907,-1.4447582,-1.0708034
Gm34653,-0.022828342,0.009621193,-0.19353153,-0.20290378,0.6043841,-0.22288728,-0.21397321,-0.14606541,-0.11576242,-0.019130237,-0.018296795,-0.054753255,-0.19955899,-0.24004835,-0.15298603,-0.24498613,-0.21966726,-0.124977864,-0.1600182,0.024333773
Traf1,-0.39926034,0.005522545,0.94918185,-0.7685236,-0.7192423,-1.0394142,-1.0222272,-1.1094701,5.29251,0.16172834,-0.48561788,0.7665516,0.80764365,-0.7860806,-0.8700172,-0.7847626,-1.300656,-0.431195,4.8849063,-0.3875026
Gsn,1.6915554,-1.9491683,0.5995632,0.27235228,-0.8319972,0.31186816,0.21157879,0.19217859,1.3006291,-0.51032174,1.838674,-0.32638454,-0.14547253,-0.35466185,-0.43547648,0.25041676,0.22479108,-0.83590907,0.6348926,-0.3544689
Rbm18,-0.04887399,0.17341839,-0.21252409,-0.11191686,0.6239157,-0.49887624,-0.24509604,0.60591036,-0.39307496,-0.37141728,-0.06401243,0.68068475,0.80515134,-0.14054096,-0.6404483,-0.48438483,-0.25157857,0.28676438,0.42246062,0.19805111
Rc3h2,0.30084932,-0.00466483,-0.09497714,0.2466597,-0.4376511,0.43114343,-0.70575404,0.16290328,0.2515303,0.3895263,0.16031975,0.9902564,-0.016654154,-0.44516078,-0.22686498,0.4359967,-0.6182551,-0.18578966,0.30966082,0.8651037
Zbtb6,0.37176004,-0.029138299,0.49898574,-0.16378964,-0.44527555,-0.8844301,0.69756347,-0.20337397,0.37181175,-0.08955726,0.39385426,0.709984,0.21699664,-0.4691889,0.06602751,-0.5135595,0.2606858,-0.5699952,0.24277654,0.11764383
Rabgap1,0.34277627,-0.042287394,-0.9086526,-0.14248224,-0.06466909,0.67208076,0.8991579,0.35187107,0.06718679,0.24813588,0.37023428,0.53732944,-0.31710637,0.16303115,-1.1300466,0.54950833,0.7700364,-0.4420466,-0.14015058,0.28528285
Dennd1a,0.6739659,-0.15314493,0.027031614,1.1337909,-0.020963926,-0.23286988,-1.6529889,-0.2614321,-0.15107454,0.96481335,0.805913,0.10122591,0.08960027,-0.042615112,-0.038539868,-0.32695606,-1.0744506,-0.537502,-0.14112793,-0.03412506
Nr6a1,-0.15925756,0.26065442,-0.23515883,-0.15831405,-0.12395946,-0.32785162,-0.32433525,-0.16894364,-0.11723921,1.1085224,-0.15380307,-0.13055098,-0.24985288,-0.17788701,-0.112591065,-0.34845558,-0.3256136,-0.15079987,-0.15516812,0.15164937
Wdr38,0.15307882,-0.19999874,-0.32887432,-0.29889363,-0.29472855,0.032472484,-0.43277588,-0.2451823,0.6406439,-0.07314634,0.1629623,-0.22857296,-0.33805388,-0.067931734,0.20046933,-0.0015037488,-0.43175983,-0.22570509,-0.26261586,0.5029704
Golga1,0.67854464,-0.3220915,0.20247217,0.44946194,-0.26145762,0.96029073,-0.6098362,-0.54015565,-1.0079745,0.20163311,0.56386817,-0.010122055,-0.1488793,-0.71727234,0.49771535,0.8615711,-0.51345193,-0.40439606,-0.6634919,0.5107321
Scai,0.05456421,-0.62243223,0.7901682,-0.24654369,0.34264594,1.009212,0.23370247,-0.26296055,-0.54057384,0.86252975,0.085344136,-0.23001726,-0.32972234,-0.044898186,0.024828846,0.9795907,0.055290945,-0.8368031,0.5267854,0.97018737
Arhgap15,0.57711375,-0.12612608,0.039114155,0.30124936,-0.64282316,0.8364732,1.4545465,-1.1836342,-0.39509752,0.93463624,0.5602307,1.2090322,-1.1397488,0.16682513,-1.7030869,0.9301336,1.2477264,-0.6812172,1.0110565,0.5803843
Gtdc1,0.19029267,-0.17496078,0.028671948,0.4058322,-0.30441812,0.32540044,-0.7628227,-0.59683114,0.9199675,-0.67220336,0.054632455,-0.41287965,0.48603368,0.417288,-0.46902242,0.3074259,-0.7349764,-0.5721945,0.76228505,-0.8998907
Zeb2,-3.0006258,-2.0333033,3.4768777,2.7182221,0.87063026,-1.8420031,-2.1881433,0.9590708,-1.8824164,-2.0944843,-2.9837787,-1.7623539,4.8352923,1.335427,1.2616696,-1.9153808,-2.1461458,3.5277565,-0.6528915,-2.648814
Orc4,0.20336325,0.29108962,0.5248671,-0.05485502,0.43952733,-0.04595093,-0.4761695,-0.8905342,-0.20524332,0.025463374,0.2095128,0.9719698,-0.26120046,-0.35583082,0.0495789,-0.05532056,-0.13630198,-0.02963376,-0.066131055,0.05405661
Mbd5,0.2887241,0.4677349,-0.64636064,-0.017929137,0.55109996,-0.94161004,-0.2062417,-0.013786121,-0.15015982,0.3312614,0.21124564,0.91585547,0.62744814,-0.0023673212,-0.08908918,-0.99522805,-0.12345644,-0.10651237,-0.24359763,0.0075560296
Lypd6b,0.76860285,-0.0049648634,-0.8149906,-0.3027477,-0.47796133,-0.08269424,1.7633839,-0.56619245,-0.4991712,0.9781396,0.6406617,0.6256867,-0.8708979,-0.14244273,-0.41386938,-0.13247208,1.63418,-0.2382813,-0.46365476,0.9317566
Nr4a2,-1.9909576,-1.0700012,1.9534552,0.44797677,2.5894005,-0.13735369,-0.8961519,-0.1860718,2.8756695,-1.1256189,-1.9493219,-0.8489583,2.1509385,-0.5983368,0.2354566,-0.12430948,-0.766368,-0.12874147,2.3875408,-1.8908274
Gpd2,-0.7348212,-0.8807717,0.8200013,0.5875565,0.79470414,0.41956648,0.118224084,0.542487,0.18476795,-0.5452719,-0.6770293,-1.1341568,0.4316767,0.41836876,0.30937755,0.3892513,0.3161811,0.27380344,-0.66477156,-0.1760399
Pkp4,1.5387301,-0.7647318,-0.44598588,-0.17575763,-0.81121755,-0.009927014,0.024989903,0.7697683,0.077644914,0.707026,1.6284723,1.2115023,-0.32414532,-0.8098293,-1.511985,0.06056178,0.39406952,-0.042588703,1.7572176,0.44074664
Dapl1,4.891976,4.058778,-3.1417108,-1.2762624,-2.2872767,-3.243354,2.16188,-2.3452992,-1.2717763,2.3848097,5.106572,3.5936003,-3.2106533,-1.0477731,-2.1070182,-3.2549295,2.2559736,-2.2810774,-1.1888887,2.2376482
Tanc1,0.9953893,-0.4383621,-0.29500273,-0.33030346,-0.8621858,1.3746113,0.62393475,-1.1653684,-0.4064199,0.937562,1.0333961,0.74350053,-0.5142424,-0.20558023,-0.00011863908,1.2469536,0.30625567,-1.0458798,0.42095092,0.75818795
Baz2b,-0.940142,-0.49564585,1.1998489,-0.6398311,0.5032557,1.4815449,0.42851925,0.039268874,1.0710166,0.38979062,-1.0197728,-0.27905074,-0.037801936,-0.5933911,0.28466868,1.396829,-0.002622099,0.18465534,-0.5966286,0.84719455
Gm13572,0.28916067,-0.09659356,-0.25484055,-0.21817204,-0.18920499,-0.3242068,-0.32948324,-0.18806848,-0.15614465,-0.010040423,0.29831296,-0.14199512,-0.26522607,-0.24931628,-0.18483794,-0.34724185,-0.33124232,-0.16864252,-0.19263455,0.76045257
March7,-0.99505574,0.2740399,0.70397526,0.19805935,-0.7270267,0.8842615,-0.12630123,0.31966463,-0.06448322,0.00014907069,-0.9552744,-0.8689163,1.2370398,-0.080012314,-0.38761324,1.0158796,-0.37165517,-0.37415093,0.34723556,0.42961654
Cd302,0.11640284,0.08878921,0.294105,-0.48257127,-0.42919955,-0.5045609,-0.08738708,-0.1864484,-0.25735772,0.28351116,0.119615264,0.0030087682,0.19755104,-0.58558756,-0.4728295,-0.5302804,-0.10067972,-0.15674698,0.9911671,-0.4737574
Ly75,1.3630159,-0.55167866,-0.07704055,-0.749085,0.29406148,0.3596188,0.50142115,0.04713525,-0.7571135,1.3537196,1.515863,-1.4369409,-0.96209705,0.074264355,-0.5868252,0.24227895,-0.10394625,-1.0659071,0.76874965,0.28973317
Tank,0.112040356,-0.44746405,-0.27154636,-0.44670543,0.090209864,-0.21538267,0.14843573,-0.27446368,1.9383272,-0.09232877,0.14994949,-0.23056494,0.5749451,-0.3778507,-0.06725356,-0.38426733,0.57890755,-0.15428036,1.4187782,-0.56653386
Tbr1,-0.36071113,0.283439,-0.21375772,-0.1178499,-0.076863736,-0.7530605,-0.30442983,-0.1506754,-0.08655805,0.09102462,-0.3572304,-0.11068626,0.15792122,-0.13088821,-0.061821233,-0.7645894,-0.3059668,0.54551685,-0.12652394,0.20341474
Dpp4,-1.0745425,0.99721336,0.26183262,0.58058804,0.08992094,1.6168388,0.008290823,-0.8668913,2.44228,0.76259416,-1.1202873,0.9973055,-0.3022554,-0.6704523,-1.4064159,1.50969,-0.31072474,-0.8611448,1.0642998,-0.32406172
Ifih1,-1.0783887,-0.23270449,1.5592102,-0.067494266,-0.48408017,1.1327921,-0.77088964,0.48344833,-0.073581785,0.061158855,-1.1876832,1.6396385,0.30953196,-0.42368376,0.5164106,1.011554,-0.703387,0.2357955,1.18844,-0.3380603
Spc25,-0.12769009,-0.70705736,-1.546396,8.631899,-3.9941087,0.058356248,-0.26557672,-0.9042731,-3.474404,-3.397084,-0.17835166,-0.77398825,-1.194176,8.713893,-3.2150447,-0.0380797,-0.16386451,0.22086385,-3.4167972,-2.8773553
Abcb11,-0.22967587,0.5534658,-0.27255255,-0.1972937,-0.1755226,-0.807798,0.7457651,-0.19760734,-0.15587336,0.022665236,-0.22384585,-0.1748207,-0.2868236,-0.22049329,-0.1654994,-0.82273316,0.8071862,-0.1794969,-0.18963471,0.119863346
Ppig,-0.75584173,-0.19812818,0.631718,-0.36281228,1.2998037,-0.16976754,-0.5098132,0.15933856,-1.0907053,-1.2353182,-0.7514456,-0.43199894,0.7559122,0.78810674,1.5917184,-0.0737895,-0.8075973,0.022267165,0.30802062,-1.1363863
Ccdc173,-0.15245463,0.04113673,0.117107086,-0.43538946,-0.16467054,-0.057506297,0.15903573,-0.41371137,-0.42551324,1.2506745,0.06705777,0.40088743,-0.28777525,-0.35577983,0.26946783,-0.10223936,-0.23161082,1.2840816,-0.425643,0.7114185
Mettl5,0.807307,-0.4595121,0.002311993,0.0765402,-0.25742725,-0.40390077,-1.4367393,0.83899176,0.65213084,-0.9906227,0.721374,0.2717727,0.041556142,-0.02973146,1.076705,-0.35252973,-1.3267887,-0.14192422,-0.16223453,-0.80337965
Myo3b,-0.16822453,-0.09545855,-0.2558268,-0.22554368,-0.19670929,-0.32100332,-0.32720068,-0.1894756,-0.16015805,-0.018370042,-0.1628261,-0.14125092,0.5093081,-0.25834158,-0.19339247,-0.34433213,-0.3291226,0.50858223,-0.1966597,0.04959832
Mettl8,0.34929353,0.85279334,-0.7157622,-0.41367722,-0.034819644,0.55700636,1.1597705,-0.5931395,-0.22193396,-0.004413053,0.26800576,1.5925972,-0.33224377,-1.0387129,-0.22104894,0.46210682,1.4833876,-0.114574365,-0.14744174,0.51751906
Dcaf17,-0.32793567,0.7660173,-0.23553152,-0.14455074,0.0006330757,-0.08563079,0.6466256,0.31335282,-0.035582934,0.48776242,-0.36369908,0.8602687,-0.20905104,-0.48675278,-0.19198917,0.008358689,0.36435872,0.33134577,-0.26816934,-0.02549006
Dync1i2,-0.20612173,-1.6807522,0.4639714,1.0111481,-0.10570136,0.2617142,-0.4573712,0.95492995,-0.05409051,-0.6297051,-0.2288023,-0.9302386,0.6802058,-0.15852554,-0.092516735,0.3451714,-0.26598346,1.7006967,0.20159294,-0.5551019
Metap1d,1.0519309,-0.18193027,-0.4171632,-0.23548062,-0.093621925,-0.6292416,-0.3180914,-0.19941065,1.3019793,0.30710235,1.0904269,0.4955059,-0.3278358,-0.43323272,-0.7473081,-0.2628484,-0.2114403,-0.5270603,1.5787338,0.7938419
Pdk1,2.4047866,1.7234633,-2.0961084,-0.6390381,-0.9748015,0.46815363,1.9924791,-1.7726051,-0.66319287,1.898734,2.28225,0.31710675,-2.3903322,-0.759572,-1.2582614,0.34003803,1.7653191,-1.8983946,-0.993958,2.038874
Rapgef4,1.6884325,0.8625267,-1.0953432,-0.5960853,-0.6207794,-1.2282462,2.2049038,-0.8910217,0.3095117,0.78912646,1.7418673,-0.2035362,-1.0871915,-0.5598973,-0.75629044,-1.283009,1.3617808,-0.89468724,-0.0666997,1.2026306
Cdca7,-0.6595483,-0.32093722,-0.73741174,-1.7045889,5.8053513,-0.5901653,-0.20827176,-0.6290051,-1.6055698,1.0871308,-0.7503199,-0.9689979,-0.7116078,-1.7407689,8.94162,-0.63028586,-0.450699,-0.8962246,-1.9887602,-1.6913182
Cir1,-1.2131412,-0.42413363,0.8480627,-0.3704064,-0.84197706,0.1693235,1.8013115,0.70070124,0.39426506,-0.29086438,-1.1881273,0.09370168,0.48594043,-0.226458,-0.5214519,0.009311992,1.6109958,1.1821507,1.0246199,-0.08503915
Gpr155,-0.12379151,0.26750413,0.40110955,-0.16978791,-0.53518665,-0.565567,-0.64140433,0.5410113,-0.40813097,-0.22761908,-0.112460926,-0.40668857,-0.10053384,-0.121266514,1.0290765,-0.6003482,-0.635065,1.0170007,-0.41944,0.52395636
Lnpk,0.40930003,-0.11527881,-0.76322836,1.3845894,-0.90008056,0.03259969,1.1394565,0.063514866,-1.7150353,-0.27645865,0.41910177,-0.98917186,-0.7800694,1.2353157,0.2421037,-0.051147223,0.8709115,0.113241635,-0.50414145,-0.89544815
Nfe2l2,0.13833915,-0.30076784,-0.09549846,-0.5187712,0.2860272,1.6276728,-0.051031042,-0.28352913,-0.5831223,-0.23054451,0.21877214,0.042812593,0.3067718,-0.06798248,-0.38017148,1.6113398,-0.02635463,-1.0777805,1.1590563,0.1503899
Pde11a,0.41839454,0.17437476,-0.3028513,-0.25129876,-0.2390194,-0.8272695,-0.40763706,-0.22313376,-0.19776095,0.56110126,0.42999744,0.86190516,0.07341361,-0.28294364,-0.23367283,-0.84446883,-0.40698647,-0.2043096,-0.2285755,0.05264596
Rbm45,-0.3413542,-0.32163247,0.2821352,-0.6980905,0.2837268,0.3343516,-0.15836053,0.02371585,2.0413926,-0.6263553,-0.2705372,0.6297778,0.7873105,-0.6354996,1.2427577,0.24443801,-0.08561626,-0.1603901,-1.0125453,-0.36832067
Prkra,-0.3546992,-0.714711,1.4361255,-0.1862509,-0.2561776,-0.33354384,0.7391542,-0.1632966,0.21958835,-0.031302437,-0.34020108,-0.66279274,0.41561845,-0.18640427,-0.2038116,-0.056362793,0.005974597,-0.5386692,1.203486,0.47445473
Fkbp7,0.103880435,0.24955738,0.29638252,-0.41295022,-0.15212825,-0.58006334,0.48315233,-0.34766203,-0.36262155,0.23605113,0.11717469,-0.40037394,0.23046848,-0.30166647,0.26066023,-0.61184555,0.55201405,-0.32927907,-0.37502524,-0.06992889
Ccdc141,-0.31631938,1.527419,-0.28436518,-0.3093154,-0.5935386,-0.6045077,0.06631788,-0.70742226,0.31770054,0.7094604,-0.2949935,1.5006398,0.40505725,-0.13636579,0.17045921,-0.667014,0.5344098,-0.21801451,0.14498575,0.47364193
Sestd1,-0.36912403,0.08623131,-0.40884367,0.6490546,0.3930514,0.46880803,-0.46870062,-0.32023802,0.3010247,0.8544077,-0.5951386,-0.28285593,-0.40319955,-0.05714475,-0.20838906,0.418551,-0.17567123,-0.29640436,-0.40215972,0.027813388
Ube2e3,-0.83997214,-0.60392797,0.2351516,1.3766954,2.547739,0.97425455,-0.91086966,0.4059547,-1.432677,-1.0304757,-0.8190222,-1.4164234,0.3815159,-0.23194464,0.88426864,0.7720046,-0.59895295,1.4509989,-1.1884987,-0.3659803
Itga4,-5.247673,-2.2890148,4.4015536,0.23942605,2.0022376,-0.32969353,-0.5218111,3.4872496,1.618232,-2.9100025,-5.2553773,-2.1414638,4.2389255,0.9202864,2.1950626,-0.47760028,-0.5175736,2.831971,0.51902837,-3.3838222
Dnajc10,0.34666926,-0.47234166,-0.0325551,0.3338902,-0.17124882,0.3866724,-0.13635744,0.37497565,-0.36124226,-0.70942694,0.06990173,0.5344185,0.03585717,0.366565,-0.497369,0.43956,-0.05866067,0.24038775,-0.44507784,-0.3001129
Itgav,-0.59744465,0.03185661,0.7756746,0.47057027,-0.008032332,-0.1233494,0.20781597,-0.047426514,0.29862982,0.13625285,-0.57926023,-0.61879975,0.097932555,-0.295018,0.68540955,-0.12865262,0.3027847,0.31497395,-0.31933892,-0.5173874
Calcrl,1.0555156,-0.3485507,-0.16279063,0.11980132,-0.49652678,-0.61329216,0.84454215,-0.3032919,0.15438356,-0.14252195,1.0915436,-0.6649374,-0.35554418,-0.10719838,-0.563953,-0.6782712,0.73129946,0.70124394,-0.09614289,0.2419948
Selenoh,-1.2318059,-1.6188862,0.03587879,1.3914812,1.983422,-0.5422564,-0.46052763,3.6588013,-2.313726,-1.6009632,-1.2079291,-1.5375957,-0.24018697,1.5944666,1.7776011,-0.5388146,-0.38440743,5.2143908,-3.6866634,-2.1035223
Tmx2,0.28511703,-0.5651475,-1.1897922,0.06956458,-0.433358,0.119877726,0.7128341,0.7212263,-0.3730659,-0.2452686,0.1028472,-1.1260766,0.28977236,0.18129417,0.7089205,0.05076837,0.8160647,0.47162426,-0.16640654,-0.2944522
Ube2l6,-0.6439343,0.5099965,-0.24394909,0.6308738,0.31971398,0.4912602,-0.25373232,1.3232136,-0.43349394,-0.091280006,-0.6279683,-0.8415662,0.9819294,-0.20071247,-0.21029621,0.41047803,-0.18666364,-0.47089353,0.008015564,-0.26947975
Tnks1bp1,-0.03830055,-0.5265996,0.69507056,1.4566884,-0.63191473,-0.48783293,0.26747018,-0.58640105,-0.8663606,-0.9858465,-0.026169593,-0.51832217,1.2296816,-0.06021694,-0.79452413,-0.5517776,0.49708283,0.082696386,0.23592424,0.13982858
Celf1,0.6538597,-0.40562,-0.53274405,-0.68547887,0.10742691,0.39652407,-0.74034595,-0.40237275,1.431726,-0.29434267,0.72377557,-0.6122928,-0.27037114,0.22381611,0.12896271,0.32301363,-0.91311836,0.14532751,0.56590974,-0.2623399
Spi1,-0.28394082,0.14977813,0.21970636,-0.16908991,0.06786295,-0.62018836,-0.2204054,-0.23916192,-0.31320325,-0.34926048,-0.2815742,-0.09935909,0.8938702,-0.61414057,-0.5273421,-0.6475706,-0.2293318,-0.21103247,1.3633783,-0.18444175
Madd,-0.35223016,-0.17275506,-0.1252578,-0.13574395,-1.3314229,0.5282967,0.8726928,-0.06781344,0.6393354,0.14059412,-0.24092259,-0.4013937,0.36573216,0.65038335,-0.49009365,0.49972084,1.1671038,-0.45915672,-0.025018176,0.73714644
Nr1h3,0.2911589,0.24261498,0.22457112,-0.31909835,-0.29626504,-0.7400801,-0.3219538,-0.2150452,0.6650265,0.48181328,0.30013728,-0.14932202,-0.28238243,-0.37102357,-0.30474776,-0.75979877,-0.32509944,-0.19317508,-0.25253344,-0.0973178
A330069E16Rik,-0.46144885,-0.47336292,0.007760334,0.26703295,-0.6461476,0.6313654,0.08309678,0.6744705,-0.7538228,-0.65744287,-0.44887593,-0.63589317,0.46277198,-0.2610372,-0.18546489,0.555003,-0.18930523,1.4279284,0.5223101,0.1051352
Atg13,-1.1109962,1.3472224,0.74756634,-0.4474923,0.86790603,-0.80398154,1.8823442,-0.19749515,0.005184342,-0.097765006,-0.9948646,0.41820577,-0.2926913,-0.037603505,-0.22992234,-0.89474994,2.5353138,-0.25859004,-0.27735597,-0.013284346
Harbi1,-0.13421753,0.21517235,0.5271699,0.060153488,-0.4982948,0.7626067,0.073245235,-0.038975447,-0.06982769,0.078953385,-0.21877025,0.9667514,-0.32459593,-0.1414288,-0.29048264,0.67516035,0.18612167,-0.344228,0.40684474,0.040962856
Ambra1,0.9882047,-0.1013319,-0.039629303,0.30290943,-0.31017026,-0.60384536,0.3018233,-0.6092888,-0.085420944,-0.31232694,0.98703825,-0.6576559,-0.223865,-0.6111069,0.027918842,-0.6161667,0.72395,0.050645795,-0.18240967,-0.08793503
Phf21a,-0.35390303,0.34565693,1.427638,0.03274459,-0.19947696,0.4127676,-0.34867665,-0.16964805,-0.28290403,0.3090929,-0.45304778,1.8331772,0.5220758,-0.16880961,-1.0179596,0.37230295,-0.45466927,-0.4456692,-0.6753442,0.50639296
Cry2,0.5384743,-0.071703486,0.44864535,-0.19027723,-0.2386737,-0.79184824,1.0499537,0.05945485,-0.47196892,-0.16696274,0.55974954,0.34241977,0.15301287,-0.52193576,0.29222223,-0.8271106,1.1712167,-0.43256518,-0.46707317,0.22543158
Prdm11,0.39598066,0.51471126,-0.083066955,-0.24562731,-0.19458258,0.8124897,-1.1402239,-0.19347581,-0.38603637,-0.2750797,0.3659416,3.5235467,-0.49966604,0.2627525,0.15373056,0.7316081,-0.78375226,-0.61685306,-0.7426595,-0.24710555
Trp53i11,0.4793749,-0.3951466,-0.0071180156,0.10795239,0.0037186039,2.099593,-1.347407,0.2592377,-0.13998856,-0.18897542,0.22724645,-0.39206338,-0.57154703,-0.57402486,0.060883444,2.0563846,-1.3292172,0.23230761,-0.16714172,0.605391
Cd82,-0.4113615,-1.4885827,1.3304597,0.62601554,0.052097917,0.55098885,-2.0893266,1.2783804,0.22209726,-1.2428434,-0.36553654,-1.394828,1.1693558,0.13005368,0.73161316,0.7855579,-1.9791576,0.4006024,1.119294,-1.170116
B230118H07Rik,0.3392569,0.117809236,0.6315213,-0.24170095,-0.24030545,-0.8862619,-0.47135666,-0.2410505,-0.2087381,-0.0039485623,0.11905644,-0.2497584,0.04284491,-0.024119142,-0.22967565,-0.90323967,-0.4683356,-0.2235559,-0.2356015,0.6234402
Prr5l,-0.17747088,-0.13935949,-0.39204583,0.15626591,0.23717566,-0.24682543,-0.30413485,-0.3322086,-0.47710875,-0.570728,-0.17283846,-0.19001386,0.8028835,-0.07272777,0.7078873,-0.2906001,-0.31258962,-0.3003626,0.09592618,-0.3575717
Trim44,0.44059905,0.017350618,-0.24135429,0.029053085,-0.19575083,-0.4678772,0.13905126,-1.084493,-0.06780021,-0.122879595,0.48603824,0.5738443,0.9420706,-0.29182222,0.28908244,-0.48633084,0.15741031,-0.17333783,-0.88791186,-0.4933757
Cd44,-2.2768118,-1.600316,3.1642463,1.1958613,0.8826848,-1.647531,-1.3771611,0.80330014,2.5044518,-1.9171917,-2.1873407,-0.28323233,2.4820466,0.24352346,0.8970532,-1.4598912,-1.3359461,0.7232045,2.7411814,-2.4004726
Cat,-0.36565065,-1.3692802,0.80574346,-0.7237807,1.3777335,0.24287705,-0.6787055,0.73903656,0.95869786,-0.48167333,-0.2999993,-0.70920235,0.89104027,-0.001211977,0.18270026,0.25304192,-0.7090937,0.7705231,0.7823527,-0.94815516
Lmo2,-0.18841085,0.026516765,0.23597547,-0.011346243,0.07685626,-0.10013781,0.42010054,0.4867835,-0.3439693,-0.45513815,-0.18676984,-0.05080289,0.14419276,-0.72021335,-0.6174474,-0.13803145,0.4379549,-0.20592217,0.9142516,-0.21869208
Fbxo3,-0.71954685,-0.46708894,0.633133,0.23319533,0.39064726,0.17721765,0.8964329,0.5304468,0.029888,-0.10128397,-0.81193227,-1.1549424,0.7868293,0.38492382,-0.43632346,0.123908944,0.82499075,-0.47665218,0.31924328,-1.042746
Cstf3,0.9352122,-1.2227526,-0.13359,0.6517161,0.6021704,-0.5427973,-0.27201357,0.5242932,-0.5600965,-0.54913735,1.0046155,-1.1262277,0.33043745,-0.51891464,1.2813126,-0.7109316,0.01036699,0.2182196,0.05645756,-0.4136731
Qser1,0.64573056,0.0039332137,-0.40494645,-0.29198915,-0.3161308,-0.54835457,-0.027439754,-0.29464644,0.083785355,-0.031122029,0.6624897,-0.344613,-0.0822509,0.107862264,-0.30394167,-0.5750933,0.010009947,-0.2780849,-0.29038846,0.08742033
Prrg4,0.03922763,0.069290444,-0.35603046,-0.23165108,-0.23962536,-0.49932334,1.1628678,-0.25619107,-0.21726227,0.018903513,0.049934756,0.77684724,-0.37482628,-0.25001308,0.11429287,-0.52344626,1.2601004,-0.23989476,-0.24070989,0.14628649
Arl14ep,-0.58104604,0.5402831,-0.8544758,-0.57521904,-0.102118246,0.54828215,0.2810156,-0.25918463,1.0266668,1.25152,-0.5589463,1.1875228,-0.32410342,0.08450156,0.5267503,0.5390893,0.12350153,-0.55639267,1.4290887,0.54044
Ccdc34,-0.82979244,-0.33796674,-1.3415523,4.4888697,-0.98066473,-0.06851802,0.64908904,1.3592005,-3.192764,-2.3167574,-0.89561087,0.43396762,-1.1138045,4.6896706,-0.91627693,-0.19931811,0.8286697,2.5648923,-2.999269,-1.2789776
Slc12a6,-0.5332156,-0.52070427,0.7004438,-0.0842173,0.20181638,0.35827634,-0.19950716,-0.2727819,0.9315002,0.3507749,-0.49526167,-0.8483281,1.0311875,-0.27123144,-0.072541416,0.23539262,-0.31945187,0.32508174,-0.5562172,0.35593376
Scg5,1.2188984,-0.05635976,-0.41137847,-0.16635159,-0.19681412,-0.64294,-0.6771742,-0.285993,-0.21638761,0.12117279,1.2419349,-0.3921128,-0.44232193,-0.15987347,-0.1636862,-0.6648406,-0.6660047,-0.27380943,-0.23130766,0.32668513
Aqr,0.25489786,-0.6410318,0.048639234,0.020741206,-0.10430398,-0.10005168,0.15122297,1.0886674,-1.116009,-0.99373263,0.3904568,-0.70254916,-0.42917407,0.07269237,1.7415043,-0.049481086,-0.06323474,0.3504361,-0.07614845,-0.65431094
Zfp770,0.73949254,-0.31184164,-0.66562074,-0.22103173,1.0202136,-0.40587136,0.52635175,0.65202606,-0.03655764,0.027034251,0.7644194,0.4502312,-0.43225783,0.098955356,-0.2521338,-0.4741272,0.6237066,0.06725941,-0.87963825,-0.4843518
Dph6,0.40834177,0.31103024,-0.77456325,-0.5010777,-0.15527946,0.1817019,-0.025958559,-1.0483141,0.24339536,0.021369506,0.12467322,1.1224729,-0.9636944,0.5524827,0.7444448,0.13277869,-0.025343323,-0.43288082,0.9001901,-0.45687374
Rasgrp1,0.5141678,-0.05503569,-0.9995503,-0.16567041,-0.19026974,0.87391865,2.030924,-0.73039234,-0.4580621,0.95605004,0.60392755,1.0368868,-0.03361212,0.15742831,-1.5513601,0.7578963,1.6948119,-1.1571965,0.014438132,0.75064516
Bmf,-0.10223645,-0.4893519,0.076398864,0.052271023,-0.4609787,1.4733021,0.72025037,-0.37470382,-0.38047254,-0.11534325,-0.08891368,-0.4677693,-0.525226,-0.4375509,-0.16752332,1.5784813,0.36406657,-0.3582001,0.37305203,0.58393806
Plcb2,0.6023633,0.089834064,-0.60529983,-0.10158858,-0.27797538,0.057673126,0.03666569,0.08315994,-0.18315782,-0.049891226,0.6405655,-0.9368072,-0.37069827,-0.17786278,-0.008085614,0.042673435,-0.09491189,0.21668528,1.1820022,0.3756
