gene_name,CD25KO,CD25WT,P14NAV
Gm16225,-0.81916183,-0.45551375,0.6030645
Rcan3,0.92981046,-0.46670502,-0.012921992
Cnr2,1.6143612,-0.3054881,-0.38714567
Hmgcl,0.72461396,0.34920555,-0.45152822
Id3,-4.789947,-2.591124,4.286875
Hnrnpr,-2.8157969,-0.16115855,1.5699836
Kdm1a,-0.77231336,-0.1988157,0.64936894
C1qb,0.24598715,-0.5347164,-0.11395681
C1qc,-0.23000322,-0.13284853,-0.22114184
C1qa,-0.38576344,-0.101234786,-0.19654988
2810405F17Rik,0.22161815,0.17034042,-0.1155876
Hp1bp3,-0.6378935,1.1120325,-0.38433635
Pink1,-0.4977282,-0.10356304,0.4513352
Camk2n1,1.0465916,1.032417,-1.1648147
Capzb,0.9969939,3.4038653,-2.841399
Iffo2,0.49582982,-0.4830955,0.24001285
Padi4,-0.5233113,0.5225778,-0.6351217
Padi2,0.605925,0.6938944,-0.6518442
Szrd1,-0.28361192,0.79014343,-0.3102689
Gm13075,-0.7588676,0.3389552,0.081418976
Spen,1.4018973,-0.92878276,0.18106245
Dnajc16,-0.11953114,-0.23488997,0.32982218
Casp9,0.43798947,0.22238798,-0.32723328
Efhd2,3.836936,3.2683017,-4.0591574
Tmem51,0.04084972,0.018321265,-0.44437438
Dhrs3,0.45059022,-0.06740993,-0.62055975
Vps13d,-0.48661387,-0.058725167,0.4129523
Tnfrsf1b,0.3308959,0.51473594,-0.39143193
Zfp990,0.12635547,-0.22333664,-0.35822722
Gm13166,0.18438171,-0.17475054,0.0928789
Gm16503,-0.37993,-0.06784965,-0.29880798
Zfp985,-0.09054143,-0.31452963,0.30446324
Gm20707,0.057727475,0.45073742,-0.26551074
2510039O18Rik,0.9818279,0.04368064,-0.34453082
Agtrap,0.55462325,0.7035905,-0.6352162
Fbxo6,0.49482462,0.4524239,-0.4213503
Srm,-1.274237,-1.1313087,1.5733037
Tardbp,-0.87781817,1.6663667,-0.6837214
Casz1,-0.04380881,-0.37474972,0.33012775
Pex14,0.46459815,0.41149276,-0.376991
Kif1b,1.6893584,-1.166624,0.22386795
Spsb1,-0.5797296,-0.42724842,0.34374642
Eno1,-1.0160906,1.8919245,-0.7866737
Rere,-2.230647,-0.24568354,1.3610077
Tnfrsf9,0.013784889,0.14748603,0.027885282
Per3,0.29889247,-0.44722843,0.012565074
Dnajc11,-0.3576023,-0.2215028,0.47368428
Phf13,1.0216408,0.26661694,-0.5580612
Klhl21,-0.3747359,-0.111539766,0.40015683
Zbtb48,0.29013872,-0.33444655,0.25671318
Tnfrsf25,0.9641246,-0.5325116,0.09063326
Espn,-0.019053934,-0.4128498,0.022508541
Wrap73,0.43956402,0.53543854,-0.45721236
Prdm16,0.5476667,-0.32536012,-0.34938163
Fam213b,0.32927576,-0.14616564,-0.046164155
Pank4,0.40250543,-0.35285035,0.2181931
Fndc10,-0.1433896,-0.104883574,0.096210055
1500002C15Rik,-0.5309375,0.12835032,-0.1771569
Atad3a,0.2627576,-0.79420006,0.6100906
Pusl1,0.3383119,-1.0877625,0.7925446
Tnfrsf4,1.1239499,-0.6469158,-0.26599982
Gm16008,0.583107,-0.23504512,-0.5131231
Tnfrsf18,-0.6276325,-0.11033176,0.516648
Isg15,0.19497047,0.75366026,-0.5053779
Perm1,0.06262371,-0.3281736,-0.18007806
Plekhn1,-0.5414868,0.25316933,0.20686284
Cdk6,0.018976467,-0.23214611,0.30677527
Gm17590,0.06481256,-0.22515069,-0.29665074
Fam133b,-1.2037184,0.32738352,0.45970994
Rbm48,-0.9594065,0.13626458,0.48792365
Pex1,-0.03316134,-0.014333048,0.15382159
Ankib1,0.07683106,0.9514831,-0.59712416
Krit1,-1.0630368,0.009352488,0.6300647
Lrrd1,-0.39227504,-0.006935057,-0.24469467
Mterf1a,0.3344575,-0.53485423,0.38463992
Akap9,-1.029738,-0.52070874,1.0073731
Cyp51,-0.3016616,0.619153,-0.1751905
Mterf1b,0.017219145,-0.076013565,0.039403442
Gm26825,0.7401985,-0.9516197,0.50512296
Rundc3b,0.17907913,-0.039867077,0.046287354
Abcb4,0.31014466,-0.40996298,-0.2972742
Tmem243,-1.3567046,0.01705827,0.76066583
Magi2,-0.2650353,-0.069709204,-0.1043674
Phtf2,-0.9681053,0.3667445,0.2962935
Rsbn1l,-0.54674226,0.7851529,-0.1844346
A630072M18Rik,0.35495332,-0.065488145,0.027335627
Fgl2,1.2579292,1.7907349,-1.8001534
Lhfpl3,-0.03954401,-0.38267118,-0.16425622
5031425E22Rik,-1.3386796,0.72862834,0.22504023
Kmt2e,-0.10387638,0.39438853,-0.10044998
Srpk2,0.07836966,-0.80427474,0.70314264
Pus7,1.832459,-1.4452173,0.36387727
2700038G22Rik,0.8153674,-0.83594406,0.33317423
Klhl7,0.073342435,0.31521925,-0.20053034
Kcnh2,0.25020096,-0.33234933,-0.37129587
Atg9b,-0.23487513,-0.16987261,-0.17017028
Slc4a2,-0.7344567,0.30663487,0.25726852
Agap3,0.48249555,-0.2979158,0.14035891
Abcf2,0.8811859,-0.043655135,-0.233102
Chpf2,-0.9334778,0.5432921,0.15772898
Kmt2c,-1.0396088,-0.30856356,0.8547596
Rbm33,0.13141112,0.11894534,-0.0055648633
Tyms,0.056988556,2.0798385,-1.4240023
Cenpa,0.3041521,2.1922219,-1.6220014
Mapre3,1.503237,-0.664682,-0.22488584
Emilin1,-0.05790325,-0.65233135,0.6241666
Khk,0.4219829,-0.23732632,0.12355133
Slc5a6,0.42251468,-0.29222876,0.01662023
Mpv17,-0.76441455,0.2378778,0.32212156
Krtcap3,-0.09128064,0.3612778,-0.08176207
Ift172,-0.6631176,0.13578682,-0.018485202
Zfp512,-0.3634482,-0.62421644,0.7748004
Supt7l,-0.20753841,-0.6056585,0.67574126
Slc4a1ap,-0.1542318,0.24386874,0.034455545
Fosl2,0.44167888,1.1224489,-0.8931567
Depdc5,-0.8902385,0.41930947,0.24363905
Ywhah,1.3507742,2.41668,-2.274128
Uvssa,-1.3666996,-1.2881578,1.7324438
Slbp,-1.4560838,1.9862905,-0.65236676
Tacc3,-0.6240477,1.7835599,-0.8883513
Mxd4,1.078996,1.2356865,-1.2728852
Fam193a,0.05533175,-0.3658763,0.38899165
Add1,-0.36067468,-0.053192984,0.35039625
Acox3,0.96901506,-0.2654464,-0.10952664
Sh3tc1,-0.002150966,-0.18756987,-0.3265561
Afap1,0.6592174,-0.37555313,0.026914597
Sorcs2,-0.39986047,-0.439804,0.026769599
2210406O10Rik,-0.15433784,-0.1977641,0.13384368
Tbc1d14,0.71832055,0.11820425,-0.2774398
Jakmip1,-2.3283134,0.0339093,1.1991686
Slc2a9,1.3657411,-0.22783847,-0.33530912
Bod1l,0.17805265,-0.4204635,0.37247667
Cpeb2,-0.49739686,0.7184812,-0.3140036
Gm42555,0.46315148,-0.33001512,-0.25031766
Bst1,0.04103356,0.019115143,-0.404192
Tapt1,0.05946641,-0.3530268,0.37755138
Gm42982,-0.3662205,-0.26976615,-0.15286365
Lap3,0.015456962,-0.299306,0.35817304
Adgra3,-0.0012005995,-0.25074983,-0.3477921
Sepsecs,0.96815646,-0.29698548,-0.18489727
Zcchc4,0.13275194,-0.34461787,0.33730376
Rbpj,-0.11142962,-0.21504124,0.3546312
Rell1,0.31903335,-0.08064493,0.05523943
5830416I19Rik,-0.91994333,0.022376291,0.030147258
Klf3,-0.44104037,-0.18370147,0.48440352
Tlr1,1.0720589,-1.2171075,0.5478054
Fam114a1,0.07054131,0.009880907,-0.46170545
Tmem156,-1.2073215,-0.21680425,0.86461455
Rfc1,-0.47184947,0.06881813,0.31159222
Lias,0.6733066,0.026994107,-0.18896097
Gm42726,0.747859,0.0041426,-0.30123782
N4bp2,-0.8094941,-0.52087176,0.9052639
Rhoh,-1.9814638,-0.63912874,1.5368799
Chrna9,-0.08335836,-0.1641535,-0.32945248
Gm42670,0.41857386,0.6024559,-0.60981756
Gm43698,-1.5244038,-1.8040562,2.1879153
Atp8a1,-0.10061644,-0.55775505,0.60355604
Cnga1,0.88574576,-0.89713496,0.3971927
Nipal1,-0.2700584,-0.6806758,0.7732871
Txk,0.8976285,-0.31093034,-0.042688612
Tec,-0.18048102,-0.27409688,0.4304416
Rasl11b,-0.24654663,0.21071991,-0.007149682
Clock,0.3627378,0.296413,-0.24443902
Gm7467,0.13346303,-0.36269563,-0.26528335
Aasdh,-1.1126353,-0.31261542,0.8682861
Igfbp7,0.40522042,-0.3838931,-0.23875971
Ythdc1,0.09579946,-0.4510396,0.4333122
Jchain,0.48924848,-0.6109757,-0.05064547
Dck,0.4799764,0.92390287,-0.76381457
Ankrd17,-1.0413327,0.30112132,0.40379566
Gm9958,-0.31352296,0.12326745,-0.23631947
Cxcl2,-0.19891492,0.12496976,-0.37711602
Mthfd2l,0.6414714,-0.41847715,0.15590107
Rchy1,1.0699875,0.6305929,-0.82034165
Art3,-0.01902966,-0.3036157,-0.27773097
Cxcl10,0.20824069,0.0026692883,-0.0979228
Scarb2,-1.0511205,0.488656,0.26937938
Sept11,1.3412771,2.897252,-2.625814
Cnot6l,0.122241996,0.6873967,-0.42251977
Mrpl1,0.09996779,0.86032164,-0.5403147
Gm9484,-0.0017951729,-0.25902036,-0.33340085
Antxr2,0.906481,0.48202956,-0.66924906
Plac8,-1.6470838,0.35485274,0.64515156
Abraxas1,0.23676762,-0.3387856,0.28284976
Aff1,-0.27611002,0.5674577,-0.14874543
Klhl8,-0.18635468,0.4195461,-0.3804454
Hsd17b11,0.8408305,-0.82875985,0.36737633
BC005561,-1.1292402,-0.7889766,1.2523398
D930016D06Rik,0.20300378,-0.9288263,0.6889629
Zfp951,-0.25141576,0.005256421,0.029074892
Gbp8,-0.12620698,-0.2474553,0.38550854
Gbp9,0.39556262,-0.63766634,0.43245864
Gbp4,0.6906362,-0.5782321,0.25145555
Gbp10,-0.016947016,-0.05437039,-0.48627916
Gbp6,1.6144785,-0.2738107,-0.40293175
Lrrc8b,-0.14690658,-0.30330598,0.3763509
Zfp644,0.39394233,-0.74671894,0.51401645
Tgfbr3,0.04897741,-0.21101895,0.277195
Brdt,0.2443359,-0.6493849,0.14478515
A830010M20Rik,-0.20775846,0.15980627,-0.0057654306
1700028K03Rik,0.45800027,-0.27790868,-0.5057009
Glmn,0.5504736,0.20678931,-0.26517048
Gm26692,-0.28685552,-0.21742405,0.03772308
Gfi1,0.20069456,-0.20802133,0.20455171
Pcgf3,-0.91659623,-0.11278078,0.6525901
5430403G16Rik,-0.36290666,-0.73928046,0.85980916
Gm26808,-0.24751769,0.17533615,-0.36489412
Zfp605,0.3332081,-0.48123416,0.18637908
Golga3,0.18902394,-0.32063305,0.25131935
Ankle2,0.04091143,-0.07896927,0.18309285
Fbrsl1,0.5698637,-0.4133272,0.16676964
A630023P12Rik,0.6560471,-0.017715864,-0.7319382
Galnt9,0.29438806,0.059249714,-0.6153806
Ulk1,0.8227568,0.53252345,-0.6491347
Ttc28,0.44645187,-0.54078144,0.3370478
Mn1,-0.39010462,-0.30408725,-0.12835698
2900026A02Rik,-0.57317877,0.33023673,-0.5095028
Ficd,0.9988681,-0.5725542,0.015445182
Usp30,1.1725446,0.15116724,-0.5491586
Ung,0.3137177,-0.38964024,0.286666
Kctd10,0.36611378,0.57525337,-0.45262107
Ube3b,-0.36155602,-0.106427796,0.39025125
Fam222a,-0.05110129,-0.24184316,-0.23003249
Git2,-0.49165708,-0.16688895,0.49544042
1500011B03Rik,1.8376814,-0.23254699,-0.53711087
Oasl2,0.037581004,-0.7437587,0.673341
Gm13822,0.74635136,-0.64856553,0.02193571
Oasl1,0.23673889,-0.3567829,0.29805043
Dynll1,0.272903,2.1027153,-1.541174
Cit,0.16630216,0.7194592,-0.4667287
Gm13842,-0.47674328,-0.41265213,0.6335226
BC051077,-0.5006287,0.12104493,0.21893422
Ksr2,-0.23505366,-0.18225972,-0.26970288
Tesc,0.2711392,0.16476697,-0.104374945
2410131K14Rik,0.31794885,0.2295511,-0.2043111
Med13l,0.4761261,-0.04387348,-0.044924818
Tpcn1,-1.5471416,-1.0210438,1.618273
Iqcd,-0.55427456,0.20634642,-0.22497208
Rita1,-0.40912607,-0.26008567,0.47134316
Dtx1,-0.8165804,-0.062206488,0.5686916
Oas2,-0.34739,-0.36352333,-0.073361985
Oas1g,-0.0036547047,-0.40448678,-0.14990947
Hectd4,-0.3358905,-0.4049652,0.59954834
Trafd1,1.4420291,0.4571934,-0.8645456
Naa25,-0.6593268,-0.38759407,0.73680514
Aldh2,-0.42901015,0.414628,-0.10421053
Acad12,-0.30855268,-0.21053965,-0.05815123
Acad10,-0.23004976,-0.5903244,0.13632087
Atxn2,0.024422059,-0.3052666,0.35842845
Sh2b3,0.43376172,-0.60003865,0.38684645
Fam109a,-0.2746114,-0.5445556,0.32296735
Hvcn1,-1.8868394,-0.9187531,1.7001543
Pptc7,0.2844852,-0.6604913,0.50093
Rad9b,-0.117432974,-0.16826896,0.24457562
Fam216a,-0.44215012,0.014941788,0.32863498
Gpn3,-0.665783,-0.004496001,0.45593408
Atp2a2,0.30136904,-0.11866916,0.0916138
Ift81,0.095004246,-0.35836872,-0.23981059
P2rx7,-1.5341853,-0.5143826,1.1544614
P2rx4,-1.0266366,-1.0614159,1.4065866
Orai1,-0.27748975,-0.4388723,0.59756505
AI480526,-1.0100058,-0.14505115,0.7198595
Setd1b,0.23341443,-0.2253224,0.20218396
Bcl7a,-0.038748544,-0.85294783,0.7935708
Mlxip,-0.33172947,0.6417747,-0.17799616
Clip1,0.12045338,-0.5176667,0.47123796
Vps37b,2.3719537,0.29243216,-1.1741014
Pitpnm2,0.54421216,-0.74187875,0.44067964
Sbno1,0.112225585,0.5110392,-0.28719315
Rilpl2,3.205416,2.516893,-3.2092476
Ddx55,-0.23429705,-0.012047089,0.26124763
Stx2,-0.1948961,-0.38588485,0.5199652
Ran,-0.44657248,1.8470467,-1.017772
Adgrd1,-0.34707168,-0.048004385,-0.28327715
Sfswap,-0.31283394,0.54761547,-0.116996765
Sumf2,-0.32064474,0.1453312,0.18471321
Kctd7,-0.1343072,-0.007662079,-0.18004243
Auts2,1.7236577,-0.5972905,-0.26312795
Gatsl2,-0.31956565,-0.8765055,0.9220879
Ncf1,2.0926027,-0.8702675,-0.18289906
Gtf2ird1,-1.511988,-0.7798167,1.3627217
Mettl27,0.7057935,-0.9751372,0.53851867
Stx1a,-0.07147889,-0.25918815,0.18409221
Baz1b,-0.16647907,0.5336127,-0.17455412
Rhbdd2,1.3781123,-0.3309846,-0.25541884
Rasa4,-0.6053436,-0.47064117,0.6565758
Alkbh4,-0.19018647,-0.6333843,0.7011712
Orai2,-1.1806338,0.0353724,0.66536915
Cux1,-1.9397614,-0.016935728,1.0564907
Myl10,-1.5191736,-0.6185358,1.2431571
Plod3,1.0055517,-0.155522,-0.3160676
Trim56,-0.4529943,-0.9211292,1.0363711
Ufsp1,-0.18433607,0.16825214,-0.2069103
9130604C24Rik,0.8094327,-0.48332238,-0.09943185
Agfg2,1.1494027,0.95675504,-1.098883
Zcwpw1,1.2852749,-0.70184845,0.06704104
Pilra,-0.5133896,0.34324247,-0.5213383
Pilrb1,-0.6007638,0.35690513,-0.526609
Pilrb2,-0.4675122,0.20381579,-0.445467
Zfp113,-0.7096256,0.03384383,0.44787535
Mcm7,-1.0449466,0.8802746,-0.023667693
Cnpy4,-0.14259806,0.4465826,-0.12115138
Mblac1,-0.2149353,0.09118947,-0.18293934
Zfp157,-1.297463,0.17068847,0.61933106
Zfp68,0.056471396,-0.06392395,0.16472211
Sun1,1.0250298,0.9196613,-1.0136675
3110082I17Rik,0.62197393,-0.37245446,0.10106085
Gpr146,-2.195073,-1.3971364,2.1976986
Zfand2a,-0.2846512,0.37318265,-0.004129204
Mafk,0.9631064,-0.013970065,-0.29312292
Grifin,0.4746513,-0.16867809,-0.012143988
Gm43703,-0.48239008,-0.5472464,0.68893886
Lfng,-1.6718428,1.0814729,0.11823303
Ttyh3,-0.20401253,-0.010315501,0.24590747
Amz1,0.20586766,-0.4188462,-0.2826865
Gna12,-0.024234455,0.22479858,-0.076057926
Card11,-0.2178142,1.170022,-0.62229246
Ap5z1,0.89371383,0.024130391,-0.30800453
Wipi2,1.4200706,0.121803015,-0.6058358
Actb,-1.1143236,3.141711,-1.6671438
Rnf216,1.3647861,0.9979047,-1.2722827
Olfr718-ps1,-0.050205596,-0.1760813,-0.31425625
Rbak,-0.046885077,-0.3021127,0.26197243
Zfp12,0.045844436,-0.15293534,0.23561047
0610040B10Rik,0.76447016,0.7420948,-0.767466
Cyth3,-0.79967546,-0.9149627,1.1927199
Pms2,-0.5764327,0.027917065,0.39044315
Tecpr1,-1.0612181,-0.8953841,1.299612
Trrap,-0.6912723,-0.056758154,0.5064906
Zkscan14,-0.7785685,0.10734494,0.4254135
Zkscan5,0.11091042,-0.3414476,0.18319374
B230303O12Rik,-0.4664622,-0.14804001,-0.08062511
Gm43625,-0.5797739,-0.41706195,0.4222621
Rnf6,-0.21228729,0.82618296,-0.37008
Usp12,0.8858725,-0.2745137,-0.06421587
Rpl21,-0.5794058,-5.396607,4.4112854
Pan3,0.056736216,-0.24940202,0.3020348
Mtus2,-0.57871515,-0.28507438,0.58772224
2210417A02Rik,0.08558664,0.33119315,-0.66622895
Katnal1,0.2081054,0.15189795,-0.26928723
5930430L01Rik,-0.8878664,-0.4842237,0.3941076
Hmgb1,0.48097417,2.1949039,-1.7060637
5730422E09Rik,-0.033623017,-0.29894692,-0.06928443
Uspl1,0.46998286,-0.28678602,0.13791999
Alox5ap,0.052421227,0.11066346,-0.5124347
Wdr95,2.7947097,2.9946332,-3.372607
Gm42529,-0.3930886,-0.31629968,-0.110804915
D730045B01Rik,0.28537577,-0.15076064,-0.23415588
Rfc3,0.7511744,0.923757,-0.88958776
Samd9l,-1.6688992,0.5607208,0.50273347
Vps50,1.2570654,-0.2759572,-0.23544192
Casd1,-0.817402,0.35503533,0.25990522
Pon3,-0.30222237,0.22294042,-0.34368125
Slc25a13,-0.13132356,0.1246292,-0.025797281
C1galt1,0.7322408,0.07189401,-0.2495862
Glcci1,-0.2024906,0.20336093,0.08140295
Phf14,-0.82866263,0.47576314,0.17567512
Tmem106b,-0.2951547,1.160949,-0.57967055
Tmem168,0.9567853,0.66389555,-0.7924735
Bmt2,-0.91855586,0.15923946,0.4519383
1110019D14Rik,0.69765407,-0.19392414,-0.35420936
Gm26809,0.16434303,0.19719084,-0.11218034
Gm20186,0.5817508,-0.022561828,-0.10974383
Pot1a,-0.31767762,0.6149545,-0.16464531
Prrt4,-0.5138672,-0.045452926,-0.23145665
Calu,-1.1795957,0.50041234,0.32030213
Irf5,1.5642619,0.1539122,-0.8855513
Smo,-1.1398457,-0.59096783,0.8982735
Ahcyl2,-1.0999671,0.35446647,0.3914842
Ube2h,-0.30015135,0.68958014,-0.2280765
Gm27019,0.61063504,-0.3133186,-0.57568824
Lncpint,-0.90942574,-0.09031247,0.6326133
Mkln1os,-0.5067842,0.32707313,-0.24661878
Mkln1,-0.09050091,-0.18059392,0.31939194
Agbl3,0.2689506,0.09943235,-0.10476691
Tmem140,-0.67383295,0.27663872,0.2513554
3110062M04Rik,0.733384,0.7061938,-0.72012013
Cnot4,0.17686045,0.17506047,-0.06824111
Creb3l2,-0.5798658,0.084515564,0.2598605
Trim24,0.6205106,-0.26469162,0.051678464
Ubn2,-1.0881238,-0.52451617,1.0372951
Gm26699,-0.15961045,0.10420077,0.14044325
Hipk2,0.9637878,-0.35329625,-0.042005397
Parp12,0.69176936,-0.6524591,0.30593035
Kdm7a,0.023287186,0.31258062,-0.09885705
Slc37a3,-0.6408263,0.046905216,0.40626273
Gm10244,0.06252998,-0.30354613,-0.14491552
Trbv12-1,-0.21838266,-0.1925472,-0.22383288
Trbv12-2,1.2252858,-0.117185764,-0.4162113
Trbv13-3,0.28893894,-2.0071557,1.4967138
Trbv19,0.60050476,-0.1989214,-0.5990422
Prss2,0.15055326,-0.04900733,-0.42475933
Trbc1,-1.2560863,-0.19559948,0.8715373
Trbc2,2.6912289,-1.6095947,0.087064795
Ephb6,0.26453334,-0.64088213,0.36509684
Gstk1,0.22816984,0.024314232,-0.046754945
Zyx,2.4311147,3.350747,-3.4677114
Tpk1,-0.4547994,0.23570742,0.050597675
Cntnap2,-0.3821684,-0.28930116,-0.1426798
Ezh2,0.4624738,1.4414539,-1.1391852
Pdia4,-0.80208576,0.58217347,0.084491104
Zfp398,-0.38360116,0.0056856372,0.3174101
Zfp212,-0.30579096,0.31726846,0.05041661
Zfp956,-0.4381238,0.063339576,0.25643176
Zfp777,0.40112314,-0.08280639,0.018737618
Krba1,-0.8024043,-0.50611514,0.8784236
Zfp467,-0.34361872,-0.039690692,0.14429085
Lrrc61,0.46687162,0.16070971,-0.19222116
AI854703,0.533026,-0.7314182,0.36899883
Gimap4,2.4419093,2.9978292,-3.211217
Gimap7,3.4031065,2.8705685,-3.5630755
Gimap5,0.37286294,1.0718912,-0.8237524
4833403J16Rik,-0.78923875,0.14950274,0.39912826
Tmem176b,-0.14829698,-0.30950022,0.31943554
Tmem176a,-1.4621258,0.64908814,0.27128786
Igf2bp3,-1.0919876,-1.0951337,1.4619045
Ccdc126,0.5252838,-0.63909006,0.37330127
4921507P07Rik,0.016011342,-0.070842646,-0.40461862
Hnrnpa2b1,-0.92026067,1.1541029,-0.28444415
Cbx3,-1.1294547,1.6798787,-0.5769322
Snx10,1.5027834,3.4789946,-3.131839
Hotairm1,0.14622349,-0.37586015,-0.19739364
Hoxaas3,0.033214785,-0.35865685,0.19838199
Hoxa5,-0.34654248,-0.22603372,-0.20118974
Hoxa7,-0.47720918,-0.3772006,0.12529182
Hibadh,0.064644754,-0.6228676,0.5750942
Chn2,-0.8254836,0.94671905,-0.40925556
Mturn,0.79688776,-0.84294885,0.39828685
Vmn1r12,-0.027991299,-0.1792283,-0.27372885
Ppm1k,-0.45045543,-0.17254516,0.48050708
Abcg2,-1.0926828,-0.12994157,0.6771453
Herc3,-0.10167262,0.27795225,-0.015195884
Tigd2,-1.127366,-0.6527037,1.1504945
Gprin3,-0.20860298,1.5493114,-0.9076137
Mad2l1,0.9634072,1.270188,-1.2447976
Gadd45a,-1.5473547,1.0278937,0.10015086
Igkc,0.69318557,1.3082956,-1.2866615
Cd8b1,2.1335616,0.3535683,-1.1087482
Cd8a,0.6710362,-0.13539587,-0.06757941
Rmnd5a,0.8780701,0.109322585,-0.34500918
Rnf103,0.16193804,-0.45319083,0.40420687
Gm45051,-0.81149405,-0.009325995,0.5271473
0610030E20Rik,-1.6503376,0.22828619,0.7404451
Vamp5,0.20457402,-0.2608948,0.24192919
Mat2a,-0.22779351,-0.43705866,0.5731539
Capg,-0.3930802,1.0148718,-0.42597649
Gm26640,-0.89820415,-0.46918187,0.695517
Dqx1,0.16870475,-0.22936131,-0.16963404
Mrpl53,-0.2932984,-0.08132076,-0.14505261
Mogs,-0.7302813,-0.67446464,0.9823052
Tet3,0.3394286,-0.84385127,0.6112931
Nagk,-0.6601731,-0.24995287,0.6352087
Zfp638,-0.6653713,-0.10448371,0.5298318
Spr,-1.6471703,0.16240133,0.7877943
Sfxn5,0.026036868,-0.20360069,-0.3407176
Nat8f1,1.3318297,-0.37509915,-0.19668287
Tprkb,1.3787181,-0.081670634,-0.43587145
Pcyox1,-0.13206814,-0.3244104,0.16864176
Tia1,-1.339538,-0.37629735,1.0441662
C87436,0.16661683,-0.027586786,0.08667115
1600020E01Rik,-0.063437656,-0.21363138,0.33131012
Asprv1,0.14805669,0.028430462,-0.45906082
Mxd1,0.7259027,1.0093758,-0.9412992
Gfpt1,0.0043772757,0.58225197,-0.28990072
Abtb1,-0.29779294,0.2312344,0.110453665
Podxl2,-0.068272576,-0.15954338,-0.351745
Mcm2,0.25053987,1.0588326,-0.75729793
Chchd6,-0.41615278,-0.29288334,0.51408553
Txnrd3,0.58834547,-0.32822764,-0.45244554
Zxdc,0.4480583,0.018622661,-0.07820499
Aldh1l1,-0.8723256,-0.09090853,0.03760085
Slc41a3,-0.31076372,-0.16747028,-0.045868516
Tmem43,-0.5309281,-0.09836459,0.46289355
Xpc,0.044500858,-0.27780578,0.3287606
Slc6a6,0.3755635,-0.5799051,0.39894173
Nr2c2,-0.5095305,0.05869016,0.3365871
Rbsn,0.2082801,-0.074719675,0.095473126
Lrig1,0.79433274,-0.5312619,-0.29593626
Kbtbd8,-0.5433821,0.35853276,-0.21099138
Frmd4b,-1.4148967,0.15060654,0.66200477
Mitf,-0.18997929,0.07671072,-0.42350757
Foxp1,-1.2430815,-2.0297925,2.2246008
Gm20696,-0.7951004,-0.77991587,1.0905293
Shq1,1.0478516,-0.4046573,-0.04296745
Gxylt2,0.45206967,-0.1129532,-0.5503768
Setmar,0.19882387,-0.22966065,-0.2467031
Bhlhe40,3.7206237,2.7652605,-3.632425
Edem1,-0.6593877,0.1876677,0.3105762
Rad18,1.7019893,-0.6840752,-0.14851968
Thumpd3,0.65771323,0.07940151,-0.22055583
Gt(ROSA)26Sor,-0.06670073,-0.072659194,0.22836725
Gm15492,-0.59409934,0.0015648595,0.25347742
Camk1,-0.6446786,0.12043541,-0.17138654
Ttll3,-1.0405954,0.8240032,0.016008511
Jagn1,-0.6367793,0.38472778,0.15406452
Creld1,0.62657636,-0.45250857,0.06468751
Prrt3,-0.0049778637,0.056881167,-0.42317504
Gm26982,0.41682628,0.35951656,-0.37492898
Vgll4,2.4133463,-0.438291,-0.6518634
Cand2,-0.49562982,-0.028354988,0.14849508
Plxnd1,0.996422,-0.17095898,-0.67042744
Tmcc1,-1.127375,-0.073960006,0.7216614
Washc2,-0.0033562477,-0.5602385,0.56025124
Olfr212,-0.031215696,-0.34811896,-0.21469831
Rassf4,0.13112839,-0.26934105,-0.36043444
Zfp239,-0.41841748,-0.31691656,0.2987547
Fxyd4,-0.83144844,-0.85659873,1.1642214
Csgalnact2,0.19736932,1.2508572,-0.903979
Bms1,1.985924,-0.07687733,-0.72126824
Zfp248,-0.9024014,-0.17798616,0.43100446
Ankrd26,-0.29650792,0.28114846,0.07287189
Cacna2d4,-0.5810383,-0.4676209,0.64726156
Wnt5b,0.46713322,-0.42701533,-0.43199423
Kdm5a,0.96138185,-0.27316624,-0.1002633
Mical3,-0.84443694,-0.47845513,0.47133434
Pex26,0.04027546,-0.15448788,0.15864395
Gm15856,-0.18190265,-0.268567,-0.20491283
Usp18,3.0990872,-0.13000719,-1.1985941
Klrg1,2.9626231,3.4240196,-3.7687137
Apobec1,-1.0691949,0.35176426,0.379203
Slc2a3,1.3830822,1.8710269,-1.8848062
Clec4a1,-0.08579374,-0.28911507,-0.24897501
Clec4a3,-0.13297291,-0.06339522,-0.33377513
Clec4a2,0.030025631,0.1043934,-0.46602628
Clec4d,-0.3430787,0.33423316,-0.48557353
Clec4e,-0.2546888,0.06898133,-0.4336913
Cd163,-0.40076467,-0.2097507,-0.15060861
Pex5,0.40277186,0.5046548,-0.41732448
Atn1,0.09411343,-0.5690769,0.52155805
Spsb2,0.655383,0.64805764,-0.72494304
Tpi1,0.29786292,0.7722896,-0.5669411
Cdca3,-0.029891023,1.6254903,-1.0470129
Lag3,2.6495337,2.0307958,-2.5910373
Ptms,2.0223835,3.8280926,-3.631695
Zfp384,0.30039605,0.22880952,-0.2616789
Ing4,0.19429654,0.19728607,-0.09280309
Acrbp,0.12678893,-0.6354959,0.472159
Gapdh,2.5784104,3.7574217,-3.8374188
Ncapd2,-0.5811838,1.4301198,-0.6463553
Vamp1,-0.25247762,-0.7265939,0.7991512
Tapbpl,-1.1889838,-0.36857626,0.9685628
Cd27,-2.246114,-1.422384,2.240098
Scnn1a,-0.09293511,-0.0846729,-0.32533157
Cd9,1.8959539,0.18996541,-0.8772322
