gene_name,CD25KO,CD25WT,P14NAV
Ptafr,0.00025407842,-0.009408908,-0.051254343
Rpa2,0.08808607,0.22820768,-0.25304404
Fgr,-0.007258397,0.060782563,-0.053492464
Ahdc1,0.0032262912,-0.021509508,0.014092549
Gm26615,0.00017509169,-0.069674656,0.054111477
Sytl1,-0.032808926,0.0061630774,0.022948967
Wdtc1,-0.043954708,0.02655389,0.016434405
Trnp1,0.018280469,0.0018709233,-0.075387344
Arid1a,-0.10633839,0.027174138,0.06875053
Hmgn2,0.03499155,0.27036995,-0.24108157
Cd52,-0.10202919,0.32023773,-0.16411108
Sh3bgrl3,-0.04974489,0.35965735,-0.23919559
Pdik1l,-0.03694189,0.030395772,0.007493935
Stmn1,0.05481026,0.3275405,-0.3025709
Paqr7,-0.091863774,0.0044947816,0.074237525
Selenon,0.040871337,0.012886974,-0.06520636
Ldlrap1,-0.045011792,-0.07865457,0.09961598
Tmem57,0.061365053,-0.00024479307,-0.05174761
Rsrp1,-0.15856512,0.14221936,0.022974454
Gm16225,-0.059041772,-0.03802178,0.05535515
Rcan3,0.031412352,-0.039021667,-0.0027367037
Cnr2,0.066816255,-0.024617733,-0.03802863
Hmgcl,0.020799913,0.033875912,-0.04410036
Id3,-0.2644046,-0.22882803,0.40276438
Hnrnpr,-0.16230462,-0.011722599,0.14654243
Kdm1a,-0.056618843,-0.015087081,0.05972199
C1qb,-0.0039539235,-0.04509815,-0.012264998
C1qc,-0.028571405,-0.009193239,-0.0223733
C1qa,-0.03662708,-0.0063687065,-0.020054106
2810405F17Rik,-0.00521425,0.017895196,-0.012418793
Hp1bp3,-0.049666855,0.10203074,-0.037763692
Pink1,-0.042417724,-0.0065767253,0.041046012
Camk2n1,0.03745209,0.09491749,-0.11136829
Capzb,0.03488698,0.30679467,-0.269482
Iffo2,0.0089675505,-0.040486075,0.021116832
Padi4,-0.043740842,0.049365867,-0.061414514
Padi2,0.014661504,0.06467216,-0.06299157
Szrd1,-0.031343963,0.073271535,-0.03077861
Gm13075,-0.05592345,0.032960095,0.0061603137
Spen,0.05582795,-0.08030603,0.015557393
Dnajc16,-0.02285796,-0.018310137,0.029586485
Casp9,0.0059761377,0.022545388,-0.03237847
Efhd2,0.18176436,0.29468274,-0.38432515
Tmem51,-0.014563312,0.0043130354,-0.0434257
Dhrs3,0.0066278307,-0.0033466236,-0.060041223
Vps13d,-0.041842908,-0.0025706827,0.037426237
Tnfrsf1b,0.00043742455,0.048665237,-0.038432855
Zfp990,-0.010141088,-0.017277906,-0.035301417
Gm13166,-0.007140061,-0.012936976,0.007241064
Gm16503,-0.036325384,-0.0033859103,-0.029697763
Zfp985,-0.021358658,-0.025425548,0.027194956
Gm20707,-0.01369042,0.042947285,-0.026557598
2510039O18Rik,0.034102615,0.0065787705,-0.03400975
Agtrap,0.012008255,0.06553846,-0.061423425
Fbxo6,0.008915564,0.04309796,-0.041254368
Srm,-0.08257755,-0.09840072,0.14685553
Tardbp,-0.062075388,0.15155774,-0.06599781
Casz1,-0.01894172,-0.030805916,0.0296153
Pex14,0.007352297,0.039440967,-0.037070975
Kif1b,0.07069499,-0.101555966,0.019594254
Spsb1,-0.04665871,-0.035496414,0.030899638
Eno1,-0.06922662,0.17171022,-0.07570694
Rere,-0.13204159,-0.019274488,0.12683453
Tnfrsf9,-0.015963063,0.015853269,0.0011117095
Per3,-0.0012177422,-0.037281528,-0.00033309415
Dnajc11,-0.03517063,-0.01711406,0.04315369
Phf13,0.036161672,0.026497027,-0.054147165
Klhl21,-0.036056753,-0.007289406,0.036219534
Zbtb48,-0.0016704735,-0.027205024,0.02269179
Tnfrsf25,0.033187028,-0.04490116,0.0070292843
Espn,-0.017661436,-0.03420997,0.00060464465
Wrap73,0.006057571,0.05051491,-0.044636413
Prdm16,0.011648475,-0.0263932,-0.034467217
Fam213b,0.00035363503,-0.0103830565,-0.0058716736
Pank4,0.004140958,-0.028849317,0.019059075
Fndc10,-0.024091883,-0.006694708,0.007555216
1500002C15Rik,-0.044135258,0.014143588,-0.01822521
Atad3a,-0.0030865814,-0.06828173,0.056017768
Pusl1,0.00082097034,-0.094510086,0.07322446
Tnfrsf4,0.04145294,-0.055122606,-0.026603725
Gm16008,0.0134813925,-0.018324,-0.04990919
Tnfrsf18,-0.04913617,-0.007181477,0.04720547
Isg15,-0.006592426,0.07001194,-0.04917876
Perm1,-0.013437195,-0.02664457,-0.018500697
Plekhn1,-0.04468085,0.02529555,0.017990552
Cdk6,-0.015694562,-0.018064989,0.027412998
Gm17590,-0.013323991,-0.017439982,-0.02949432
Fam133b,-0.07893044,0.031926222,0.04183581
Rbm48,-0.066295005,0.014850688,0.044496562
Pex1,-0.018391049,0.0013955339,0.012988389
Ankib1,-0.012702413,0.087686434,-0.05783108
Krit1,-0.0716546,0.0035117196,0.057901464
Lrrd1,-0.03696385,0.0020565079,-0.024594497
Mterf1a,0.00062162423,-0.045110464,0.03475618
Akap9,-0.06993244,-0.04384663,0.0934843
Cyp51,-0.032277465,0.057994388,-0.018039765
Mterf1b,-0.015785448,-0.0041153156,0.0021979527
Gm26825,0.021605918,-0.082346395,0.046118576
Rundc3b,-0.0074143014,-0.0008858055,0.002847154
Abcb4,-0.00063579745,-0.033952046,-0.029553117
Tmem243,-0.08684264,0.004200193,0.07021807
Magi2,-0.030383209,-0.003552052,-0.011360649
Phtf2,-0.066744894,0.03544293,0.026424494
Rsbn1l,-0.044952653,0.072825655,-0.018911548
A630072M18Rik,0.0016816367,-0.0031749213,0.0010598729
Fgl2,0.04838215,0.16266944,-0.1712852
Lhfpl3,-0.01872115,-0.031513657,-0.017008586
5031425E22Rik,-0.08591042,0.067775466,0.019704808
Kmt2e,-0.02204832,0.03791279,-0.010991208
Srpk2,-0.012622839,-0.06918185,0.06479323
Pus7,0.078095935,-0.1264469,0.032798115
2700038G22Rik,0.025493538,-0.07201135,0.029902603
Klhl7,-0.012882839,0.030839406,-0.02042949
Kcnh2,-0.0037359914,-0.02701765,-0.036533885
Atg9b,-0.028823372,-0.012501158,-0.017566323
Slc4a2,-0.054660954,0.03007243,0.022744162
Agap3,0.008277923,-0.023941182,0.011718764
Abcf2,0.028897565,-0.0012242498,-0.023501227
Chpf2,-0.06495401,0.051216587,0.013356884
Kmt2c,-0.070442945,-0.02489251,0.07909177
Rbm33,-0.009879617,0.013303299,-0.0020428747
Tyms,-0.013728636,0.1884994,-0.13581151
Cenpa,-0.0009457229,0.19854032,-0.15448421
Mapre3,0.061069086,-0.056709927,-0.022726385
Emilin1,-0.019670662,-0.055606462,0.057345234
Khk,0.005148304,-0.018527815,0.010133691
Slc5a6,0.005175806,-0.023433074,4.933562e-05
Mpv17,-0.056210328,0.023929326,0.02886026
Krtcap3,-0.021396888,0.034954507,-0.009228807
Ift172,-0.050971407,0.014808002,-0.0032613536
Zfp512,-0.03547297,-0.053094532,0.07155106
Supt7l,-0.02740956,-0.05143647,0.062209085
Slc4a1ap,-0.024652625,0.024464589,0.0017313313
Fosl2,0.0061669485,0.102961384,-0.08574903
Depdc5,-0.06271774,0.04013935,0.021458808
Ywhah,0.053183943,0.21859454,-0.21598433
Uvssa,-0.08735957,-0.11241441,0.16186357
Slbp,-0.09198238,0.18014136,-0.063040845
Tacc3,-0.04895077,0.16202839,-0.08529585
Mxd4,0.039127998,0.11307861,-0.1215601
Fam193a,-0.013814324,-0.03001312,0.03516658
Add1,-0.03532953,-0.0020764093,0.03152676
Acox3,0.033439953,-0.021040201,-0.011847202
Sh3tc1,-0.01678724,-0.014082322,-0.032314606
Afap1,0.017417703,-0.030877696,0.001020167
Sorcs2,-0.037356157,-0.03661819,0.0010064925
2210406O10Rik,-0.024658108,-0.014993124,0.011104331
Tbc1d14,0.020474426,0.013237087,-0.027682595
Jakmip1,-0.13709274,0.005705749,0.11157196
Slc2a9,0.053958014,-0.01768012,-0.03314008
Bod1l,-0.00746739,-0.034890216,0.0336091
Cpeb2,-0.042400587,0.066868864,-0.031130815
Gm42555,0.007277477,-0.0268091,-0.025124785
Bst1,-0.014553804,0.0043839645,-0.03963622
Tapt1,-0.013600485,-0.028865082,0.03408768
Gm42982,-0.03561635,-0.021426152,-0.015934186
Lap3,-0.015876586,-0.024065392,0.03226017
Adgra3,-0.016738089,-0.019727139,-0.03431731
Sepsecs,0.033395547,-0.023858063,-0.018955182
Zcchc4,-0.009810272,-0.028113784,0.030292047
Rbpj,-0.022438962,-0.01653675,0.031926144
Rell1,-0.00017608647,-0.004529105,0.003691398
5830416I19Rik,-0.06425403,0.004675332,0.0013250295
Klf3,-0.039485916,-0.013736698,0.04416459
Tlr1,0.03876922,-0.10606642,0.050143838
Fam114a1,-0.013027709,0.0035589312,-0.045060143
Tmem156,-0.079116784,-0.016694268,0.080021165
Rfc1,-0.041079316,0.008824681,0.02786727
Lias,0.018146373,0.005087911,-0.019338418
Gm42726,0.022002108,0.0030462418,-0.029926915
N4bp2,-0.058541767,-0.043861195,0.08385468
Rhoh,-0.119154215,-0.054426875,0.14342052
Chrna9,-0.02098716,-0.011990184,-0.032587755
Gm42670,0.0049719927,0.05650258,-0.05902816
Gm43698,-0.09551579,-0.15850739,0.20481774
Atp8a1,-0.021879721,-0.04715654,0.055401508
Cnga1,0.029133396,-0.07747845,0.035939995
Nipal1,-0.030642996,-0.0581389,0.07140835
Txk,0.029747952,-0.025103968,-0.0055439053
Tec,-0.026010193,-0.021813082,0.039075598
Rasl11b,-0.029427003,0.021502905,-0.0021923343
Clock,0.002084239,0.029159157,-0.024570389
Gm7467,-0.009773496,-0.029728942,-0.026536155
Aasdh,-0.074219756,-0.025254522,0.080367416
Igfbp7,0.0042813728,-0.03162283,-0.024034789
Ythdc1,-0.011721397,-0.03762204,0.03934632
Jchain,0.0086271735,-0.051911537,-0.006294293
Dck,0.0081476355,0.08522228,-0.073551156
Ankrd17,-0.0705321,0.029579826,0.0365627
Gm9958,-0.032890916,0.013689458,-0.023804657
Cxcl2,-0.026963565,0.013841552,-0.037082765
Mthfd2l,0.016499905,-0.034712743,0.0131845
Rchy1,0.038662095,0.05901648,-0.07888206
Art3,-0.01766018,-0.02445044,-0.027710052
Cxcl10,-0.0059061116,0.0029146087,-0.010752878
Scarb2,-0.07103831,0.046335123,0.023886302
Sept11,0.052692767,0.2615313,-0.2491508
Cnot6l,-0.01035383,0.06409162,-0.04136466
Mrpl1,-0.011505817,0.07954161,-0.052473545
Gm9484,-0.01676884,-0.020466069,-0.032960117
Antxr2,0.03020579,0.04574308,-0.06463297
Plac8,-0.101860605,0.034380462,0.059324257
Abraxas1,-0.0044307425,-0.027592696,0.025156653
Aff1,-0.030955976,0.05337566,-0.01554581
Klhl8,-0.02631397,0.040160492,-0.037396748
Hsd17b11,0.026810452,-0.07136948,0.0331281
BC005561,-0.07507854,-0.06781504,0.11658639
D930016D06Rik,-0.006176956,-0.08030992,0.06345598
Zfp951,-0.029678827,0.0031457562,0.001223898
Gbp8,-0.023203224,-0.019432789,0.034838095
Gbp9,0.0037818865,-0.054296214,0.039265823
Gbp4,0.019042635,-0.048986062,0.022195958
Gbp10,-0.017552469,-0.0021816045,-0.047377616
Gbp6,0.06682232,-0.021787515,-0.03951737
Lrrc8b,-0.024273776,-0.024422769,0.03397447
Zfp644,0.0036980887,-0.06403953,0.0469573
Tgfbr3,-0.01414296,-0.01617738,0.02462337
Brdt,-0.0040393234,-0.05534321,0.012136189
A830010M20Rik,-0.02742094,0.016954022,-0.0020617896
1700028K03Rik,0.0070110657,-0.022153646,-0.049209222
Glmn,0.011793641,0.021151725,-0.02652551
Gm26692,-0.031511717,-0.016749643,0.0020394828
Gfi1,-0.0062963855,-0.015909556,0.017772596
Pcgf3,-0.064080924,-0.007400284,0.060025766
5430403G16Rik,-0.035444964,-0.06337494,0.079567984
Gm26808,-0.029477226,0.01834154,-0.035930153
Zfp605,0.0005570086,-0.040319774,0.01605879
Golga3,-0.006899971,-0.025970858,0.022183113
Ankle2,-0.01456012,-0.004379393,0.015748875
Fbrsl1,0.012796465,-0.03425262,0.014209481
A630023P12Rik,0.017253738,0.001093296,-0.07054499
Galnt9,-0.0014507032,0.00796979,-0.05955279
Ulk1,0.025875708,0.050254464,-0.06273604
Ttc28,0.0064137997,-0.04564003,0.030267907
Mn1,-0.0368516,-0.024492573,-0.013623035
2900026A02Rik,-0.04631991,0.032181144,-0.049567774
Ficd,0.03498391,-0.048478767,-6.147968e-05
Usp30,0.043966185,0.016182167,-0.05330759
Ung,-0.0004510049,-0.03213631,0.025516553
Kctd10,0.00225884,0.054072168,-0.044203423
Ube3b,-0.03537511,-0.006832677,0.03528537
Fam222a,-0.019318875,-0.01893137,-0.023211751
Git2,-0.042103734,-0.012234583,0.045205448
1500011B03Rik,0.07836603,-0.018100802,-0.0521714
Oasl2,-0.014732365,-0.06377504,0.06198272
Gm13822,0.021924136,-0.055270005,0.00055062294
Oasl1,-0.0044322284,-0.02920067,0.026590183
Dynll1,-0.0025618775,0.19054334,-0.14686163
Cit,-0.008075107,0.066956244,-0.04553387
Gm13842,-0.041332416,-0.03419231,0.058227573
BC051077,-0.042567734,0.013490887,0.019128969
Ksr2,-0.028832605,-0.013607885,-0.026952948
Tesc,-0.0026530973,0.017397236,-0.011361361
2410131K14Rik,-0.00023217699,0.02318538,-0.020786043
Med13l,0.007948505,-0.0012437582,-0.0057547954
Tpcn1,-0.09669175,-0.08854909,0.15109646
Iqcd,-0.045342214,0.021112155,-0.02273452
Rita1,-0.03783536,-0.02056125,0.042932905
Dtx1,-0.058908265,-0.0028817218,0.052113548
Oas2,-0.034642465,-0.029802894,-0.00843662
Oas1g,-0.016865011,-0.033462774,-0.015655586
Hectd4,-0.03404773,-0.033505518,0.055023555
Trafd1,0.057903502,0.043524094,-0.0830508
Naa25,-0.050775353,-0.031953495,0.06796784
Aldh2,-0.038863733,0.039721087,-0.011345855
Acad12,-0.03263386,-0.016134556,-0.007002139
Acad10,-0.028573811,-0.050066445,0.011337949
Atxn2,-0.015412925,-0.024597941,0.032284252
Sh2b3,0.005757485,-0.050934367,0.03496427
Fam109a,-0.030878471,-0.04597723,0.028940026
Hvcn1,-0.11426039,-0.07940993,0.15881844
Pptc7,-0.0019628645,-0.056335513,0.04572315
Rad9b,-0.022749446,-0.01235788,0.021547133
Fam216a,-0.039543312,0.004011096,0.029474521
Gpn3,-0.051109258,0.0022744255,0.04147972
Atp2a2,-0.0010896574,-0.007926382,0.007121756
Ift81,-0.011762524,-0.029342353,-0.024133895
P2rx7,-0.09602167,-0.043281425,0.10735576
P2rx4,-0.06977204,-0.09215614,0.13113295
Orai1,-0.031027334,-0.03653495,0.05483652
AI480526,-0.068911925,-0.010283483,0.06636974
Setd1b,-0.0046041645,-0.01745532,0.0175493
Bcl7a,-0.01868001,-0.073530555,0.07332124
Mlxip,-0.033832528,0.060015522,-0.01830436
Clip1,-0.010446334,-0.04357484,0.042922985
Vps37b,0.10599776,0.028803488,-0.11224409
Pitpnm2,0.011469809,-0.06360708,0.04004112
Sbno1,-0.010871863,0.04833495,-0.028602405
Rilpl2,0.14910313,0.22754806,-0.3041727
Ddx55,-0.028793475,0.0015997731,0.02311942
Stx2,-0.026755719,-0.031800784,0.047518305
Ran,-0.03977203,0.16770062,-0.09750112
Adgrd1,-0.034626003,-0.0016128339,-0.028233096
Sfswap,-0.03285528,0.05160286,-0.012551687
Sumf2,-0.033259243,0.015660746,0.015901687
Kctd7,-0.023622155,0.001991552,-0.018497337
Auts2,0.0724689,-0.050688837,-0.026332887
Gatsl2,-0.033203434,-0.075635314,0.085441306
Ncf1,0.091550164,-0.07507798,-0.018766737
Gtf2ird1,-0.09487366,-0.06699665,0.12699617
Mettl27,0.019826544,-0.08444757,0.04926803
Stx1a,-0.020372773,-0.020481057,0.015843121
Baz1b,-0.025286034,0.050351784,-0.01797975
Rhbdd2,0.054597832,-0.026895717,-0.025605861
Rasa4,-0.047983427,-0.039373342,0.060401645
Alkbh4,-0.026512144,-0.053913638,0.06460731
Orai2,-0.077736534,0.00583647,0.061230924
Cux1,-0.116997436,0.0011629973,0.09811643
Myl10,-0.09524529,-0.052587,0.11572039
Plod3,0.03532957,-0.011219001,-0.031325467
Trim56,-0.040104154,-0.079622224,0.09621902
Ufsp1,-0.02620957,0.017708618,-0.021031165
9130604C24Rik,0.025186606,-0.040506344,-0.010895192
Agfg2,0.042769324,0.08815746,-0.105150476
Zcwpw1,0.049796425,-0.060030576,0.004804373
Pilra,-0.043227706,0.03334314,-0.050683938
Pilrb1,-0.047746565,0.034563832,-0.051181007
Pilrb2,-0.040854998,0.020886054,-0.043528743
Zfp113,-0.05337673,0.0056999,0.040719725
Mcm7,-0.070719,0.08132431,-0.0037500989
Cnpy4,-0.024050945,0.04257607,-0.012943496
Mblac1,-0.027792115,0.010823449,-0.018770535
Zfp157,-0.08377876,0.017926292,0.056889206
Zfp68,-0.013755383,-0.003035168,0.014016385
Sun1,0.036336947,0.084843315,-0.09711405
3110082I17Rik,0.0154915275,-0.030600846,0.00801268
Gpr146,-0.13020174,-0.122151114,0.20574036
Zfand2a,-0.03139771,0.036018148,-0.0019074819
Mafk,0.033134367,0.0014279647,-0.02916162
Grifin,0.007872231,-0.012394433,-0.0026633325
Gm43703,-0.04162446,-0.04621764,0.06345371
Lfng,-0.1031411,0.099300385,0.009632138
Ttyh3,-0.027227206,0.0017544819,0.021672735
Amz1,-0.006028841,-0.034745716,-0.028177395
Gna12,-0.017929364,0.022760764,-0.008690867
Card11,-0.027941007,0.10721181,-0.060204625
Ap5z1,0.029545492,0.004832052,-0.030565063
Wipi2,0.056767847,0.013558619,-0.058652647
Actb,-0.07430708,0.2833725,-0.15874146
Rnf216,0.05390862,0.09183398,-0.12150328
Olfr718-ps1,-0.019272551,-0.013055874,-0.031154644
Rbak,-0.019100819,-0.024316156,0.023187775
Zfp12,-0.014304993,-0.0109878965,0.020701656
0610040B10Rik,0.02286121,0.06897863,-0.073895514
Cyth3,-0.05803397,-0.079071276,0.11096381
Pms2,-0.0464882,0.005170373,0.035303466
Tecpr1,-0.07156055,-0.07732202,0.12104449
Trrap,-0.052427527,-0.00239494,0.046247553
Zkscan14,-0.056942344,0.012266861,0.038601413
Zkscan5,-0.010939881,-0.027830536,0.01575839
B230303O12Rik,-0.040800694,-0.010550522,-0.009121584
Gm43625,-0.046661,-0.034586303,0.038304217
Rnf6,-0.027655164,0.07649149,-0.036419217
Usp12,0.02913995,-0.021850323,-0.0075740768
Rpl21,-0.04664196,-0.47948402,0.41449717
Pan3,-0.013741687,-0.019606719,0.026965937
Mtus2,-0.046606243,-0.022793869,0.053908274
2210417A02Rik,-0.012249588,0.032266594,-0.06434815
Katnal1,-0.0059131086,0.016247453,-0.026913749
5930430L01Rik,-0.06259506,-0.040586874,0.03564905
Hmgb1,0.00819924,0.19877994,-0.16241188
5730422E09Rik,-0.018414926,-0.02403331,-0.008052078
Uspl1,0.0076307864,-0.022946795,0.011488756
Alox5ap,-0.013964851,0.012563354,-0.049844272
Wdr95,0.12786204,0.2702318,-0.31957865
Gm42529,-0.037005927,-0.025583692,-0.011967752
D730045B01Rik,-0.0019168054,-0.0107935965,-0.023600616
Rfc3,0.022173576,0.08520925,-0.08541246
Samd9l,-0.10298886,0.052773755,0.045893233
Vps50,0.048337474,-0.021979291,-0.023721898
Casd1,-0.058950756,0.034396775,0.022992821
Pon3,-0.032306466,0.022594746,-0.03392963
Slc25a13,-0.023467846,0.0138111245,-0.003950934
C1galt1,0.021194361,0.009099496,-0.025055803
Glcci1,-0.027148494,0.020845415,0.006158802
Phf14,-0.059533138,0.045183208,0.015049331
Tmem106b,-0.031940937,0.106401175,-0.05618508
Tmem168,0.03280745,0.06199191,-0.0762539
Bmt2,-0.064182274,0.01690338,0.04110289
1110019D14Rik,0.019405585,-0.014650045,-0.034922507
Gm26809,-0.00817643,0.020294147,-0.012097464
Gm20186,0.013411252,0.0006603331,-0.011867684
Pot1a,-0.033105787,0.057619266,-0.01704528
Prrt4,-0.04325241,-0.0013848735,-0.023346059
Calu,-0.077682845,0.047385495,0.028688675
Irf5,0.0642252,0.016427416,-0.085031785
Smo,-0.075627044,-0.050123934,0.08319544
Ahcyl2,-0.07356458,0.03434595,0.035401642
Ube2h,-0.032199357,0.0642867,-0.023027288
Gm27019,0.014905097,-0.025317349,-0.05580952
Lncpint,-0.06371008,-0.005392852,0.058141813
Mkln1os,-0.042886086,0.03189849,-0.024775954
Mkln1,-0.021356562,-0.013459053,0.028602837
Agbl3,-0.0027662893,0.01155991,-0.011398326
Tmem140,-0.051525585,0.027392425,0.022186514
3110062M04Rik,0.021253483,0.06577105,-0.06943046
Cnot4,-0.0075290482,0.01831691,-0.007953686
Creb3l2,-0.046665754,0.010227169,0.022988604
Trim24,0.015415845,-0.020972768,0.0033555739
Ubn2,-0.07295206,-0.044186804,0.09630616
Gm26699,-0.0249308,0.0119859455,0.011726717
Hipk2,0.033169612,-0.028889153,-0.005479473
Parp12,0.019101236,-0.055617876,0.027333315
Kdm7a,-0.015471619,0.030603655,-0.010840984
Slc37a3,-0.049818534,0.0068668704,0.036795363
Gm10244,-0.013442042,-0.024444228,-0.015184622
Trbv12-1,-0.027970407,-0.01452702,-0.022627084
Trbv12-2,0.046693876,-0.0077938484,-0.040769726
Trbv13-3,-0.0017325232,-0.17665333,0.13963257
Trbv19,0.014381175,-0.015096524,-0.05801196
Prss2,-0.008889616,-0.0017024418,-0.041575864
Trbc1,-0.08163883,-0.014799725,0.08067403
Trbc2,0.12251018,-0.14113322,0.006692754
Ephb6,-0.0029947432,-0.05458353,0.03291313
Gstk1,-0.004875407,0.0048484774,-0.005927389
Zyx,0.10905746,0.30204883,-0.32854766
Tpk1,-0.040197514,0.023735413,0.003253648
Cntnap2,-0.03644115,-0.023171509,-0.014973777
Ezh2,0.0072424295,0.1314629,-0.10895125
Pdia4,-0.05815862,0.054690443,0.006450036
Zfp398,-0.03651525,0.0031841046,0.028415937
Zfp212,-0.03249103,0.031022491,0.003236572
Zfp956,-0.039335076,0.008335199,0.022665251
Zfp777,0.004069469,-0.0047222213,0.00024902014
Krba1,-0.058175094,-0.042542763,0.08132345
Zfp467,-0.03444742,-0.00087004626,0.012089573
Lrrc61,0.007469877,0.01703474,-0.019645877
AI854703,0.01089128,-0.06267248,0.033281114
Gimap4,0.10961576,0.27051735,-0.30435842
Gimap7,0.15932737,0.25914726,-0.33754116
Gimap5,0.002607896,0.098444305,-0.07920372
4833403J16Rik,-0.057494193,0.016033452,0.03612253
Tmem176b,-0.024345685,-0.024976194,0.02860695
Tmem176a,-0.092294864,0.06066894,0.024066284
Igf2bp3,-0.073151894,-0.09516866,0.13634981
Ccdc126,0.0104908645,-0.054423418,0.033686865
4921507P07Rik,-0.015847914,-0.0036533193,-0.039676454
Hnrnpa2b1,-0.064270444,0.10578952,-0.028343154
Cbx3,-0.07508963,0.15276498,-0.055926837
Snx10,0.06104562,0.3135071,-0.29687253
Hotairm1,-0.009113545,-0.030905128,-0.020133678
Hoxaas3,-0.014958179,-0.029368095,0.017190749
Hoxa5,-0.034598634,-0.017518874,-0.020491676
Hoxa7,-0.04135651,-0.03102489,0.010297832
Hibadh,-0.01333267,-0.05297402,0.05271736
Chn2,-0.059368726,0.08726079,-0.04011375
Mturn,0.024537798,-0.07263719,0.036043182
Vmn1r12,-0.018123662,-0.013337043,-0.027332626
Ppm1k,-0.03997285,-0.012739937,0.043797128
Abcg2,-0.07318785,-0.008933516,0.0623415
Herc3,-0.021934345,0.02750978,-0.0029511477
Tigd2,-0.07498161,-0.05563973,0.10698165
Gprin3,-0.027464617,0.14109944,-0.08711243
Mad2l1,0.033149928,0.116161145,-0.118911244
Gadd45a,-0.09670277,0.09451334,0.007926862
Igkc,0.019174483,0.11956587,-0.12285931
Cd8b1,0.09366849,0.0342657,-0.10608082
Cd8a,0.018028948,-0.009420831,-0.007891282
Rmnd5a,0.028736426,0.012443554,-0.034054864
Rnf103,-0.008300812,-0.03781424,0.03660148
Gm45051,-0.058645207,0.0018428894,0.048195627
0610030E20Rik,-0.102028884,0.023072366,0.06831111
Vamp5,-0.0060957456,-0.020633541,0.021297555
Mat2a,-0.028457122,-0.03637291,0.052534375
Capg,-0.03700549,0.093349904,-0.04169065
Gm26640,-0.063129716,-0.03924296,0.06407408
Dqx1,-0.007950849,-0.017816179,-0.017515752
Mrpl53,-0.031844933,-0.0045894873,-0.01519755
Mogs,-0.054445006,-0.05758396,0.09112022
Tet3,0.0008787236,-0.07271782,0.056131165
Nagk,-0.050819125,-0.019655934,0.05838658
Zfp638,-0.051087964,-0.0066589825,0.048448797
Spr,-0.101865076,0.017185878,0.072776474
Sfxn5,-0.015329409,-0.015514595,-0.033650137
Nat8f1,0.052204162,-0.030837135,-0.020066647
Tprkb,0.05462916,-0.0046207467,-0.042623814
Pcyox1,-0.023506355,-0.026308348,0.014386035
Tia1,-0.085954815,-0.030944187,0.09695415
C87436,-0.008058833,0.0002113779,0.0066556307
1600020E01Rik,-0.019956892,-0.016410789,0.029726807
Asprv1,-0.009018734,0.0052162423,-0.044810735
Mxd1,0.02086656,0.092858866,-0.090289205
Gfpt1,-0.01644961,0.05469746,-0.028857747
Abtb1,-0.032077383,0.023335772,0.008898489
Podxl2,-0.020206947,-0.011578292,-0.0346901
Mcm2,-0.0037184635,0.09727759,-0.072936594
Chchd6,-0.03819877,-0.02349156,0.04696381
Txnrd3,0.013752317,-0.026649399,-0.044186868
Zxdc,0.0064968816,0.0043399637,-0.008893349
Aldh1l1,-0.06179132,-0.005446107,0.0020279558
Slc41a3,-0.03274821,-0.012286521,-0.0058437926
Tmem43,-0.04413477,-0.0061122696,0.042136047
Xpc,-0.014374481,-0.022144454,0.02948637
Slc6a6,0.0027475634,-0.049135536,0.03610494
Nr2c2,-0.04302812,0.007919797,0.030224463
Rbsn,-0.0059040724,-0.003999713,0.0074857185
Lrig1,0.024405656,-0.044789508,-0.02942694
Kbtbd8,-0.044778872,0.034709252,-0.02141604
Frmd4b,-0.08985225,0.016132072,0.060913637
Mitf,-0.026501428,0.009529845,-0.041457813
Foxp1,-0.080966234,-0.17867583,0.20827743
Gm20696,-0.05779735,-0.06700551,0.10132652
Shq1,0.037517253,-0.03347801,-0.0055702017
Gxylt2,0.006704344,-0.0074156895,-0.053422473
Setmar,-0.006393135,-0.017842924,-0.024783907
Bhlhe40,0.17574887,0.24973847,-0.3440813
Edem1,-0.050778504,0.019443303,0.027771452
Rad18,0.07134824,-0.058442615,-0.01552452
Thumpd3,0.01733991,0.009770254,-0.022318035
Gt(ROSA)26Sor,-0.020125654,-0.0038156193,0.02001857
Gm15492,-0.04740189,0.0028159334,0.022386637
Camk1,-0.050017767,0.01343643,-0.017681025
Ttll3,-0.07049397,0.07629674,-8.3537125e-06
Jagn1,-0.04960923,0.037049647,0.0130113
Creld1,0.015729558,-0.037753284,0.0045824186
Prrt3,-0.016933443,0.007758172,-0.041426454
Gm26982,0.00488161,0.03479715,-0.03687651
Vgll4,0.108138524,-0.036483016,-0.06299338
Cand2,-0.0423092,0.0001427428,0.012486061
Plxnd1,0.0348574,-0.012598219,-0.06474409
Tmcc1,-0.07498208,-0.00393184,0.066539675
Washc2,-0.016849576,-0.04737842,0.05131756
Olfr212,-0.018290423,-0.028426588,-0.02176563
Rassf4,-0.00989424,-0.021388171,-0.035509575
Zfp239,-0.038315896,-0.02563881,0.0266566
Fxyd4,-0.059677217,-0.07385674,0.108276196
Csgalnact2,-0.0064683612,0.11443404,-0.08676965
Bms1,0.086032905,-0.0041924887,-0.06953874
Zfp248,-0.06334679,-0.013226064,0.039128684
Ankrd26,-0.032010924,0.027795348,0.0053542634
Cacna2d4,-0.04672639,-0.039103497,0.059523247
