gene_name,0_KO-NAV,1_KO-NAV,2_KO-NAV,3_KO-NAV,4_KO-NAV,5_KO-NAV,6_KO-NAV,7_KO-NAV,8_KO-NAV,9_KO-NAV,0_WT-NAV,1_WT-NAV,2_WT-NAV,3_WT-NAV,4_WT-NAV,5_WT-NAV,6_WT-NAV,7_WT-NAV,8_WT-NAV,9_WT-NAV
Gm6710,-0.079404354,-0.116403826,-0.023890696,0.07334172,0.18673818,0.3166817,0.01620789,-0.11817611,-0.1723181,0.19969945,-0.07755511,-0.21613224,0.113014184,0.01565371,-0.04650743,0.28717995,-0.029881911,-0.21522325,0.19796027,0.09532521
Gm14435,0.0041862866,-0.047140144,-0.038519986,-0.009541578,-0.01724717,-0.056554858,-0.051024467,-0.03444166,-0.02464936,0.006412347,0.004942685,-0.046303753,-0.041727036,-0.005540724,-0.014387005,-0.054836366,-0.05067333,-0.035756357,-0.02235274,0.026410434
Zfp973,0.010093364,0.06525331,0.12130515,0.0066540516,0.017011188,-0.10226666,-0.09850116,-0.087210335,-0.080543,-0.059393845,0.0115652885,0.102638856,-0.011828377,-0.023120273,-0.023038434,-0.101096585,-0.09826207,-0.08810548,-0.07897928,-0.045777638
Gm14305,-0.03018844,-0.20125848,0.15025434,0.046067525,-0.05341055,0.1109974,0.042282585,0.05318879,0.016219977,0.061096583,-0.027130205,-0.15037847,0.07343451,-0.07996108,0.049196858,0.09023357,0.021190805,0.20499545,-0.10478159,0.0886139
Gm14296,0.029179322,0.12556149,-0.1772277,0.031022776,0.22865921,0.0066087237,-0.0684871,-0.17611447,-0.17344151,-0.11148317,0.03201045,-0.083787344,-0.022164682,-0.04992935,0.12660228,-0.003408817,-0.12220423,-0.17647333,0.068434484,-0.15950403
Gm14403,-0.003049898,-0.028357875,0.1458946,0.08164271,-0.060661823,-0.08871527,-0.084768295,-0.07293333,-0.06594468,-0.043776296,-0.0019397805,-0.08139917,0.00815148,0.013514352,0.056982316,-0.0874888,-0.08451769,-0.07387162,-0.06430561,0.052158184
Gm14327,0.017158195,-0.06194843,-0.057181735,-0.041157532,0.062973045,0.017407348,-0.06409635,-0.05492654,-0.04951169,0.1282306,0.01826008,-0.061485928,-0.05895514,-0.03894518,-0.04383691,0.013659744,-0.06390218,-0.05565353,-0.048241727,-0.021277132
Zfp972,-0.045363884,0.062117063,0.06819633,-0.033416644,-0.035733774,-0.047553897,-0.045890868,-0.04090429,-0.03795967,-0.028619176,-0.04535308,-0.044471312,-0.04309506,-0.032213558,-0.0348737,-0.047037136,-0.045785278,-0.04129963,-0.03726906,-0.022605598
Gm14326,-0.038437344,-0.021847403,0.011271664,-0.016091496,-0.05783653,0.06902726,-0.0059935646,-0.14081581,-0.04521476,-0.013990513,-0.036769845,0.16499376,0.12152182,0.04000222,-0.07759933,0.11858953,0.007477089,-0.037979823,0.16657567,0.1258366
Zfp971,-0.014469407,-0.08398853,-0.11907525,-0.014956741,0.106940076,0.037232753,-0.11931076,-0.006222819,0.3227068,-0.03635402,-0.013056219,-0.11922185,0.14794287,-0.11845414,-0.019422328,0.028562471,-0.11930414,0.07557979,0.21072572,-0.1178524
Zfp931,0.025001295,-0.043344095,-0.073224865,-0.050727706,-0.056792725,0.08284288,0.13715133,-0.20553865,0.012232425,-0.053459752,0.028475538,0.40422902,-0.036250573,0.022759236,-0.13001677,0.08305647,0.11801434,-0.02086672,0.19235472,0.00039493377
Rps21,0.5798497,0.9412582,-0.8464454,-0.55090564,-0.46042156,-0.6650331,0.5255407,-1.3423699,0.16895193,1.1799045,0.57873946,0.85535777,-0.9453578,-0.40225238,-0.43659356,-0.6144903,0.49994257,-1.1713402,0.042139042,0.94306934
Mrgbp,-0.025213405,-0.07758092,0.03702242,0.07977501,0.052100714,0.12513295,0.17284779,-0.03590302,-0.100832306,0.099237494,-0.021841628,0.20513926,-0.108118154,-0.09132888,0.06076426,0.09589676,0.08254425,-0.048775747,-0.056714565,0.050921224
Dido1,-0.0008707473,-0.084608674,-0.032187223,-0.10590361,0.020250367,0.27620542,-0.023416204,-0.027266415,-0.15491657,0.20601982,-0.019822655,-0.07387689,-0.12140008,0.060177628,0.09924659,0.2909469,-0.055074442,0.075290635,-0.06730098,-0.03172584
Slc17a9,0.15431844,-0.052762624,-0.10278197,-0.100040585,-0.14704348,0.0912928,0.100709856,-0.08343542,-0.008937109,0.09320688,0.1515381,-0.055637334,-0.1356002,-0.10112816,-0.035375547,0.07577295,0.15228729,-0.21452978,0.09959353,0.12121872
Ythdf1,-0.025194593,-0.060163252,-0.018147541,0.18971296,-0.06670489,0.07884557,0.13346682,-0.1759931,-0.2072624,-0.17983872,-0.023139797,-0.14436226,0.06111526,0.005480304,0.10290881,0.102523305,0.11643745,-0.07382145,0.07316031,-0.13261256
Arfgap1,0.0071346066,-0.07350916,0.033437386,0.12988578,-0.0020350388,-0.06058119,0.03576782,-0.3530399,-0.03653978,-0.025690721,0.020969622,-0.021640882,0.14029688,-0.05171192,-0.061481215,-0.062070873,0.091943815,0.22057849,0.26796284,-0.1292244
Gmeb2,-0.059147153,-0.044860233,0.18094227,0.29217657,-0.17547423,0.04999559,-0.09088836,0.3416391,-0.1787274,-0.047568556,-0.06273964,-0.2035874,0.03916212,0.17742875,-0.15215315,0.033055805,-0.083266094,0.35392144,0.12072756,-0.14523497
Zbtb46,-0.051696658,-0.050163712,-0.04396524,-0.023127826,-0.028668663,0.027570117,-0.0529568,0.21647963,-0.033991333,-0.011655885,-0.051670816,-0.04956229,-0.046271324,-0.020250944,0.06068915,0.024111181,-0.05270431,-0.04197801,-0.03233991,0.002724079
Zfp512b,0.042832877,-0.15828897,0.0014894644,-0.08094527,-0.026761863,0.12423127,0.27350157,-0.18460631,-0.036370467,0.78242415,0.029994402,-0.11881995,-0.20053282,-0.046889145,-0.080505185,0.108144775,0.19665007,-0.18748036,0.14774652,0.38667065
Prpf6,-0.038812965,-0.034506705,-0.026360832,0.013598157,-0.10848577,0.12068662,-0.006754439,0.029934477,-0.028892776,0.01028761,-0.03711858,-0.2415982,0.1537243,0.028435005,-0.044730347,0.10141272,0.028097957,0.100189045,0.05515405,0.0111056445
Pcmtd2,-0.18054898,0.04394744,-0.03249255,-0.052808147,-0.09814365,8.910268e-05,0.41250625,0.10575103,0.043343093,0.098661944,-0.18362266,0.033768173,0.24898618,-0.1141065,-0.013385003,0.042348184,0.32601935,-0.14001904,0.18549676,0.038844265
Syp,-0.025595276,-0.051371004,-0.04747595,0.097729854,-0.037863735,-0.055625085,0.033547446,-0.04563314,-0.041208446,-0.027173083,0.0013392105,-0.050993077,-0.04892507,-0.03257413,-0.036571357,-0.054848574,-0.05296749,-0.04622719,-0.04017071,-0.01813686
Prickle3,0.010648055,-0.039393377,-0.023725664,-0.002069032,-0.077959865,0.22785841,-0.065731265,0.034403764,0.024232488,0.08065997,0.0013361471,-0.12082804,-0.0753631,0.053686745,-0.01876904,0.22842848,-0.1954854,-0.0828029,-0.08819875,-0.0042287856
Pim2,0.24341866,0.09036159,-0.07133645,-0.12016241,-0.2089284,-0.11893736,-0.077049695,-0.34683737,0.42097434,0.23168845,0.25553092,0.093588404,-0.2630786,-0.10855467,-0.12140224,-0.13725421,-0.084834196,-0.3850413,0.12775207,0.0546351
Gata1,-0.074055016,-0.0730174,-0.09268601,-0.006104883,-0.029127507,0.45050254,-0.042665757,-0.08050087,-0.051243626,0.041561946,-0.07326361,-0.11594221,-0.10226798,0.03121965,-0.020581959,0.4224663,-0.12899753,-0.0844289,-0.04438183,0.101311855
B630019K06Rik,-0.04211903,0.12241575,-0.07828712,-0.031062357,-0.043619804,-0.10767771,0.07543651,-0.071640864,-0.05568281,-0.0050629866,-0.04133688,-0.09097197,-0.083513506,-0.024542352,0.02040786,-0.10487717,0.0906528,-0.07378337,-0.051940113,0.027526967
Cybb,-0.026771061,-0.03039584,0.17604482,-0.09432449,-0.08122271,-0.014388048,-0.023791343,-0.051987007,-0.068636805,-0.12145087,-0.026832163,-0.03181795,0.046342406,-0.101127125,-0.08608584,-0.017309992,-0.024388384,-0.049751636,0.2344472,0.005250008
Dynlt3,0.030957628,-0.1448708,0.093424655,-0.02499845,-0.06911945,0.13499783,-0.052940093,-0.020710278,0.12450919,0.015190216,0.034744855,-0.2494208,-0.042921517,-0.07288612,-0.0074217943,0.14322142,-0.07165211,-0.008451903,0.4156485,0.10161795
Bcor,0.012356373,0.05856794,-0.051378522,0.031004632,0.06475141,0.34286734,-0.29853815,-0.32950196,0.21322747,0.14171076,0.019295625,0.2773442,-0.16313395,-0.02343191,0.079525806,0.32714352,-0.26966184,-0.27203608,-0.004407627,0.0115119815
Usp9x,0.049499556,0.07235325,-0.04687544,-0.05231938,-0.051799513,0.09605832,-0.08226578,-0.28482816,0.080824696,0.106180355,0.04884242,-0.06879685,-0.2302233,0.09608198,-0.069337144,0.07298518,-0.029947216,-0.043672252,0.20405672,0.27936584
Gpr34,-0.019165615,-0.040719647,-0.12028402,-0.032857217,-0.056104712,0.33542845,0.011015501,-0.107979864,-0.07843685,0.29920548,-0.01725724,0.03957855,-0.12995958,-0.02078679,-0.016708873,0.3122729,0.026291942,-0.11194626,-0.071508035,0.07560869
Usp11,0.002720839,-0.11069193,-0.01763966,-0.05468842,-0.14523391,0.26898342,-0.060451586,-0.05695523,0.239408,-0.033073958,0.0062286477,-0.10113947,0.0070990464,0.017504536,-0.094072916,0.25210002,-0.043913744,0.113900624,-0.0071154907,0.21560307
Araf,-0.034581035,-0.03755641,0.025691988,-0.0511018,-0.008345483,0.056446783,-0.14398286,-0.08101638,0.5032094,0.022831975,-0.057171416,-0.21086556,-0.034317464,0.07199885,0.045713924,0.030119048,-0.13654567,-0.024027208,0.3786524,0.009194171
Elk1,0.006302502,-0.018748414,-0.04932029,0.008650283,-0.00089586666,0.037356768,-0.045693852,0.0178757,0.02020567,-0.12758604,0.016772484,-0.17329079,-0.0003334136,0.11233626,-0.026521813,0.026650297,-0.034312703,0.057299558,0.18614396,-0.11024774
Zcchc12,-0.017771302,-0.06862745,-0.05783642,-0.021560205,-0.031206343,0.0043056915,-0.07348999,-0.052731026,-0.04047267,0.28522557,-0.017004956,-0.067580424,0.024287824,-0.016551793,-0.027625885,0.0017503612,-0.07305042,-0.054376815,-0.037597682,0.27440813
Akap17b,0.05821511,-0.12190381,0.11857104,-0.0011134424,-0.056155324,0.088851415,-0.085006006,0.21853937,-0.16578233,0.009276148,0.060978893,-0.046512708,-0.09728995,-0.008248125,-0.06932251,0.07474257,-0.07999375,0.07359127,0.20920989,0.111778565
Slc25a43,-0.05759715,0.049429163,-0.057441022,0.04180587,-0.057132125,-0.0577029,-0.057622597,0.20050892,-0.05723961,-0.05678857,-0.057596628,-0.057554048,0.028473819,-0.05696214,-0.05709059,-0.057677947,-0.057617497,-0.05740089,-0.057206262,0.23080738
C330007P06Rik,-0.06431547,-0.061452433,0.18416256,0.16015118,0.040837076,0.15379082,-0.0048806397,-0.19332372,-0.14260408,-0.04686595,-0.061660215,-0.03214106,-0.14264873,0.21199135,0.056689724,0.12602572,0.030507056,-0.25738692,0.18258096,-0.0014721059
Rhox8,-0.06629641,-0.02546122,-0.05209483,-0.050945166,-0.09259749,0.37454394,0.055875875,-0.08260155,0.053799838,0.26284602,-0.063828096,-0.12805144,-0.08994309,0.046093915,-0.09090816,0.38943994,0.08388088,-0.10658499,-0.04031207,0.017946748
Zbtb33,-0.046001907,-0.013246142,0.14446068,-0.049154457,-0.019894926,0.035480734,0.016061388,-0.0021657543,-0.05992156,-0.058760643,-0.043819968,0.08098243,-0.03445636,0.0884623,0.028976763,0.023057694,0.035105437,0.0975773,0.02347272,-0.14904913
Lamp2,-0.13236113,-0.15295711,0.28406093,-0.05394602,-0.06747671,0.027264828,0.120329894,0.16094278,0.14261205,-0.12881525,-0.15028866,-0.11232286,0.11747381,-0.024138287,-0.043027017,0.06283619,0.04589543,0.047016345,0.48931807,0.046615306
Gria3,0.008365348,-0.08219982,-0.104183204,-0.021500386,-0.043486416,0.35256138,-0.1398617,-0.0925467,-0.06460676,0.2028325,0.010398164,0.045310352,-0.11333375,-0.010084928,-0.03532563,0.3292312,-0.13885981,-0.09629787,0.2471742,0.23754065
Sh2d1a,-0.45454678,-0.43372914,0.7115043,0.0889613,0.23682508,0.09141432,-0.12231865,0.89615923,0.76146,-0.41185364,-0.45727408,-0.23871829,0.60567176,0.0063580954,0.13368638,0.09545676,-0.1660856,0.5791779,0.65101415,-0.7724621
Bcorl1,-0.016961358,-0.06774918,0.2088739,-0.06432606,-0.033348437,0.09297024,-0.015072288,0.12902308,0.013448933,-0.14680849,-0.015197357,-0.14774962,-0.060932755,0.030559827,0.009690406,0.079617426,-0.0038991538,-0.02754028,-0.011085368,0.06973292
Elf4,-0.12558967,-0.14950624,0.10400433,0.26647016,0.25731966,0.12903167,0.041106086,0.24566475,-0.25069848,-0.20349269,-0.14624335,-0.2352548,0.077218264,0.12955925,0.07023896,0.1054773,0.08264227,0.13313048,-0.24681601,-0.19080094
Rab33a,-0.048436508,-0.0463772,-0.03805039,-0.010058136,-0.017501503,-0.05547153,0.12311549,-0.034110855,-0.024651792,0.005352868,-0.04840179,-0.045569275,-0.041148305,-0.0061934334,-0.014738671,-0.053811517,0.044169508,-0.035380814,-0.022433328,0.024670409
Zfp280c,0.08713849,-0.055903718,0.017280588,-0.068013564,-0.023790793,-0.06561538,0.058860414,-0.2183791,-0.018171785,-0.053835586,0.07638578,-0.011071768,-0.115059435,0.05304816,-0.0145132765,-0.07381154,0.039040584,-0.056886654,0.051991113,0.09461943
Enox2,-0.0058658104,-0.06764498,0.0617366,0.012281994,-0.031830903,0.020767927,0.29814655,-0.13399366,0.20708239,0.021879667,-0.016410083,-0.14401108,-0.180487,0.09339791,-0.119532555,0.0069489405,0.24860807,-0.1569216,0.17504676,-0.0042325133
Phf6,-0.03633916,-0.14252639,0.04914496,-0.062046707,0.01247968,0.21460499,-0.08092661,0.12743495,-0.053806867,-0.004374081,-0.059493035,-0.1634495,0.044376086,0.19408156,-0.0743802,0.18599649,-0.106888406,0.045029383,0.016196992,0.19892314
Rtl8a,0.015898023,0.047153287,-0.004546978,0.0032121905,-0.100533836,0.14710721,-0.10322783,-0.1458452,0.11088416,-0.049406942,0.009058438,0.10619359,-0.08993012,-0.042572133,-0.00062756415,0.17537653,-0.111844204,-0.03272795,0.1217883,0.10530491
Xlr,0.0038086365,-0.03337506,0.12661868,0.10244781,0.038073152,-0.0508863,-0.0644088,-0.10495587,0.058486275,-0.20484908,0.0046978896,0.07345835,-0.024426667,0.089234486,0.023027884,-0.055088233,-0.065267384,-0.10174126,-0.1345148,-0.18673764
3830403N18Rik,-0.06341344,-0.070609465,-0.024380479,-0.1975227,-0.07632117,-0.038830284,0.026490718,-0.11347295,0.042233594,-0.25137487,-0.063534744,-0.07343269,0.25760567,0.0059308433,0.092263624,-0.044631023,-0.058683272,0.17798878,0.6787777,-0.1499739
Ints6l,-0.090629846,-0.008843011,0.02105208,-0.09663982,0.12682919,0.09217065,0.12886798,-0.168101,-0.16034225,-0.07241732,-0.08939892,-0.07111172,0.07907686,0.11393538,0.13915391,0.07809934,0.15523006,-0.05593122,-0.041684918,-0.011473277
Mmgt1,-0.06840417,0.10355322,0.07884849,0.07631271,0.20402063,0.048091188,-0.1685534,0.07515727,0.014481062,0.011311059,-0.06706779,-0.17366387,0.03671905,0.095474616,-0.1451027,0.034527615,-0.16893353,0.06501293,-0.1995923,-0.010982439
Gm14718,0.09933655,-0.08495134,-0.07075203,-0.023018192,-0.035711005,-0.10045945,-0.091349676,-0.06403413,-0.047904048,0.0032614463,0.10192674,-0.08357362,-0.076034755,-0.016427904,-0.030999683,-0.09762871,-0.09077127,-0.06619973,-0.04412101,0.036202714
Fgf13,-0.00078701053,-0.06604359,-0.065545134,0.29919174,-0.11220378,0.091619454,-0.14368206,-0.09132562,-0.2479489,-0.082630076,-0.006688824,0.13198057,0.05511597,0.18259849,-0.028758744,0.13196579,-0.14792693,0.051779497,-0.06407961,-0.17138143
Atp11c,0.15481153,-0.04365016,-0.08256385,0.08050455,0.012556779,0.03433351,-0.13579363,-0.047498208,-0.21692434,-0.11544951,0.11841665,-0.0047608344,-0.012341556,0.012903527,0.01808336,0.017847037,-0.1088933,-0.21594857,-0.2632047,-0.06226103
1110012L19Rik,0.010329524,-0.1483814,0.09875026,-0.038857214,-0.062321655,0.11445073,-0.14149761,0.36599585,0.19093578,0.080120854,0.01558717,-0.04741159,0.14354642,-0.079957075,-0.04142011,0.12853989,-0.1784959,-0.00061789213,-0.2258597,-0.036093086
Tmem185a,0.06185114,-0.13736549,-0.083582595,-0.060687996,-0.03795622,-0.011266667,-0.017401375,0.049626477,0.18155748,-0.0657927,0.08006137,0.06625492,-0.047947254,0.040633693,-0.07938238,-0.022069553,-0.0611196,0.055666454,0.10069463,-0.02352893
Mtm1,-0.07046149,0.10908929,-0.18019803,-0.06485487,-0.06901917,-0.02308156,0.13327377,-0.0722085,0.22633256,-0.06168143,-0.06850556,0.05990249,0.19293255,-0.068608254,0.022891032,-0.029920219,0.16334099,-0.1729085,0.29190567,-0.008933106
Hmgb3,-0.12654875,-0.16343729,-0.22730656,0.5655178,-0.019272806,0.1014362,-0.030175552,0.8753596,-0.3397079,-0.46293247,-0.1418019,-0.26792926,-0.18084888,0.5284632,-0.06455499,0.13876633,-0.046947908,1.0464742,-0.64309037,-0.5720649
Dusp9,-0.04323705,-0.07045955,0.038465846,-0.07821701,0.10784914,0.0161054,-0.06965812,-0.07307954,-0.07509992,-0.081508674,-0.04288351,-0.070632115,0.100553446,-0.02873286,0.113371946,0.011049587,-0.06973057,-0.07280829,-0.075573765,-0.08563474
Abcd1,-0.011850645,-0.10366343,-0.033945173,0.3058991,-0.19858867,0.15522285,-0.17889762,0.13099311,0.11093699,-0.119627655,-0.008663519,-0.20499347,0.03264564,0.18806362,-0.008424227,0.1375841,-0.20838079,-0.055191487,-0.021716395,-0.107515745
Irak1,-0.06311535,0.11329235,0.09275474,-0.10152406,0.005470925,0.054983493,0.037372075,0.00277169,-0.11437352,0.029992063,-0.06597502,0.04502836,-0.13771504,0.026324727,0.014181664,0.051959485,0.055560835,0.19877201,-0.07120592,-0.011788604
Tktl1,-0.04134255,-0.06995447,-0.07730534,-0.102016784,0.29782328,0.10725109,-0.0666421,0.17430046,-0.08913357,-0.115621544,-0.04101209,-0.07066771,0.090678126,-0.105428524,0.035368826,0.09638692,-0.06694153,-0.07966203,-0.09109201,-0.028451417
Taz,0.11201464,-0.028208941,-0.1447444,-0.015266391,-0.11816462,0.023097493,-0.07154232,-0.124614224,-0.0590894,0.19807564,0.110901415,-0.095497206,0.03014953,0.016136102,-0.04150526,0.053915523,-0.05567961,-0.11725611,-0.20867579,0.26523387
Atp6ap1,-0.01564092,-0.12509005,0.09252092,0.18736215,-0.014246739,0.050694905,0.05105682,-0.060049575,0.05997684,-0.18585867,-0.037260823,-0.2191037,0.05445337,-0.00026411068,0.029507022,0.016676577,0.048857577,-0.13842209,0.27123868,-0.20029794
Ikbkg,0.060497664,-0.18253669,0.05508303,0.023031998,-0.02183745,0.17822163,-0.026692908,-0.26689935,0.11896088,-0.13778475,0.06479305,0.037292242,0.123504594,0.032012362,-0.10931163,0.16572753,-0.007354704,-0.18690108,0.01160587,-0.13132839
Gab3,-0.1088138,-0.021136682,-0.013962645,-0.015320005,0.028946009,-0.1334023,0.103316255,0.049189277,0.14808583,-0.08195062,-0.105336934,0.37869257,0.23054338,0.02732505,0.06265875,-0.100652985,0.14354017,0.06653063,-0.29326448,-0.0022712767
Dkc1,0.20634007,0.06508535,-0.39284214,-0.15208414,0.25389338,-0.03019254,-0.11598606,-0.122386046,-0.14207675,0.18031754,0.22065295,-0.024741365,-0.30478695,-0.13804357,0.0795047,-0.015650967,-0.03952272,0.014927631,-0.28203782,0.18213077
Mpp1,-0.034401618,-0.15622026,-0.051166758,-0.16972223,-0.034962073,0.8322106,-0.16784623,0.32288998,-0.18495464,-0.19069254,-0.02828507,0.025555277,-0.2521731,-0.011982277,0.0065953196,0.79942,-0.15149054,0.2660416,0.11757141,0.015296516
Mtcp1,-0.015381951,-0.06876786,0.039258502,0.018667996,0.032667022,0.18252666,-0.08213421,0.1876584,-0.1346825,-0.050721187,-0.013623324,-0.027508382,-0.14168498,0.0020258024,0.11072345,0.16488178,-0.076660626,-0.13923678,0.14750867,-0.11374616
Prrg1,-0.0053011,0.034863133,-0.011861605,-0.00580575,-0.03590756,0.18304488,0.039872922,0.08627763,-0.15538152,0.003248029,-0.025344292,0.058584526,-0.08957956,0.12978813,-0.03169107,0.16417564,0.059518635,-0.16931038,-0.029958034,-0.03675576
Gk,-0.043992158,-0.05472728,-0.070829585,-0.12158282,-0.14311922,0.14910688,-0.012336885,0.15129247,-0.038868,0.20657955,-0.04262418,-0.038300004,0.1349554,0.19074114,-0.005731444,0.15226772,0.020862114,-0.118012026,-0.21204962,0.052258916
Zfx,0.04969246,-0.13193493,-0.19926214,0.0136764385,0.101740435,0.031955887,0.01946872,0.16288376,-0.18648796,0.14760818,0.05596522,-0.06482394,-0.019524364,0.13308986,0.07950893,0.0070957956,0.0560779,0.01468359,-0.23855723,0.06680678
Maged1,-0.065942705,-0.06459796,-0.059160482,-0.040881295,-0.04574188,0.26789454,-0.06704814,-0.056587927,-0.05041108,0.10655225,-0.06592003,-0.064070374,-0.061183445,0.009947088,-0.043937724,0.2501768,-0.06682664,-0.05741722,-0.048962403,0.14383608
Gm39526,-0.021754937,-0.047320455,-0.04266723,-0.027024474,-0.031184008,-0.052402586,0.0372282,-0.04046572,-0.035179764,-0.018412428,-0.021375481,-0.046868965,-0.04439842,0.055363942,-0.029640071,-0.051474933,0.04470568,-0.041175403,-0.033940032,-0.0076173134
Amer1,0.00066034973,-0.021839263,-0.1389997,-0.10834803,-0.08913843,-0.098602,0.4016497,-0.14861216,-0.22112569,0.27876306,0.015425991,-0.11297679,0.037126105,-0.041422654,-0.06900661,-0.105544694,0.42311102,0.11632004,0.0489541,0.40904188
Zc4h2,-0.025538005,-0.10287718,0.10087674,0.00804623,-0.0146210175,-0.0269587,-0.019472057,0.08065813,0.02665836,0.25142434,-0.024433723,-0.10207561,0.07519889,-0.024509141,-0.07148757,-0.030030709,-0.011807033,-0.09196731,0.07882144,0.13441072
Ar,-0.056052577,-0.20316295,-0.059169002,0.008277696,-0.16655628,0.7678367,-0.10122888,-0.0029293995,0.32415476,0.37131548,-0.043251406,-0.08755172,-0.164347,-0.06374174,-0.07809696,0.75830895,-0.08881458,-0.27540287,0.30196753,0.21915323
Dlg3,0.037012946,0.011967829,-0.08764059,0.02214674,0.032423303,-0.01895502,-0.09884711,-0.0839856,-0.07520974,0.18037556,0.038854986,0.30104548,-0.09051475,0.05074499,0.007760714,-0.022128709,-0.09853242,-0.08516383,-0.07315151,-0.029449938
Taf1,-0.0580414,0.15504305,-0.16053045,-0.013506808,0.1066768,0.08878539,-0.05019272,-0.16333511,-0.24133286,-0.0637483,-0.062263243,-0.03286863,-0.1361395,0.26757574,0.081665605,0.11579501,0.03716771,-0.0668856,-0.1351052,-0.21012917
Ogt,-0.026910773,-0.19913998,0.19642363,-0.10638847,-0.07047731,0.4514413,0.048387274,-0.18117763,0.28092194,0.14060491,-0.04542697,-0.13341247,0.0946141,-0.06950184,-0.15435177,0.43611506,0.049426083,-0.25676298,0.47545433,0.09366256
Cxcr3,-0.36246565,-0.32966438,0.9380325,0.26531425,0.24225315,-0.30233172,-0.36257634,0.72533154,0.9438362,-0.46666497,-0.36585838,-0.29379946,0.7002571,-0.13045682,0.1294651,-0.2992909,-0.33420536,0.17189252,0.90584904,-0.758575
Tsix,0.058675464,-0.33249635,0.3668486,0.64810467,0.08094521,0.34976307,0.08563031,0.18869616,0.29985532,0.06886438,0.06472837,-0.20437403,-0.28527635,-0.1680159,-0.2741693,0.3119828,0.12630153,-0.2920857,-0.07871409,-0.2113174
Xist,0.371676,-0.8098461,0.36270916,1.2713615,0.75808334,0.71375465,0.14088202,0.33541632,0.85594875,0.4517875,0.3879836,-0.04777452,-0.82252675,-0.59756905,-0.70008945,0.6370216,0.24990866,-0.76287496,-0.40942475,-0.23167698
Jpx,0.05728524,-0.116434716,-0.012828135,-0.13761856,-0.0045674234,0.06862015,-0.0063679568,-0.03311933,-0.028605863,-0.119248465,0.060569897,0.12657207,0.005942492,-0.051742543,-0.023791917,0.05613379,0.009093778,0.078268446,0.17247558,0.06263471
Ftx,0.024772989,-0.07848328,-0.119056396,0.15762481,-0.10264522,-0.13296963,0.22067079,-0.11591012,-0.10835573,0.40091908,0.026850903,0.06360204,-0.12153052,-0.006509259,0.0490184,-0.13164388,0.25032827,-0.11692436,0.07869455,0.14735876
Rlim,-0.11530165,-0.05377087,0.1608793,-0.020682555,0.03365324,0.124540664,0.0999575,-0.10059191,0.18624331,0.0784421,-0.13009466,0.0808054,0.06902948,-0.04081452,-0.1516427,0.18797296,0.07786995,-0.114555284,0.17711946,-0.05081814
Abcb7,-0.058335938,-0.0045989705,0.01692079,0.1081965,-0.076322734,0.30149382,-0.005398632,0.09909756,-0.12571284,-0.025975164,-0.06702942,-0.100216076,-0.05610365,0.0795221,0.014628701,0.26678085,-0.019342117,-0.10411664,-0.19521807,-0.022406692
Atp7a,-0.10809133,0.12689078,-0.12412252,0.017335651,0.025672987,0.10863792,0.07510912,-0.029888641,0.07182599,-0.084492974,-0.10724515,-0.16900629,0.15982759,-0.02382025,-0.0827817,0.09359498,0.095890775,-0.061564054,0.13337044,-0.04188762
P2ry10,-0.14178787,0.026205432,-0.02221982,-0.18696223,0.06271443,0.36446142,-0.13119453,0.043638315,0.029292347,-0.034446154,-0.13115515,0.056719072,-0.07294368,0.0020906162,0.062356014,0.36787838,-0.13122363,0.07197152,0.5660772,-0.037911788
Gpr174,-0.011991639,-0.044846058,0.123080455,-0.06692648,-0.0068101473,-0.12167037,-0.22540087,-0.031611167,0.46442696,-0.11247563,0.0006504499,0.2482646,0.1921111,-0.04181739,-0.07824231,-0.1030592,-0.23971899,0.051055163,0.44600144,-0.082945324
Itm2a,0.026727315,-0.087665,-0.09644008,-0.057982862,-0.05203853,0.29859355,0.010510125,-0.05446125,0.10622641,0.45625973,0.043886732,0.054371726,-0.2130532,0.0103170145,-0.074037954,0.28134614,-0.034133162,-0.19301972,0.060353085,0.37542272
Brwd3,-0.05293189,-0.06438831,-0.02954616,-0.022208871,-0.03731878,0.0747153,0.048636846,-0.1414499,-0.18766029,-0.061579317,-0.03783969,-0.15305522,0.18071117,0.11732142,0.059618328,0.07085839,0.073483996,0.12700081,-0.23226388,0.05442817
Hmgn5,-0.22499418,-0.35316718,0.32401216,0.19582033,0.2056569,0.123956785,-0.061056565,0.6805831,-0.3144428,-0.41412595,-0.22891347,-0.41309917,0.20705882,0.2602499,0.3266399,0.11338767,-0.07542847,0.816789,-0.38349545,-0.5355394
Apool,-0.06673056,-0.011046244,0.14868732,-0.08130169,0.12050783,-0.067707255,-0.11995844,0.15746994,-0.17430128,-0.16671939,-0.05032624,-0.032813825,0.16166206,-0.05419835,0.13338014,-0.06156646,-0.027916206,0.046795096,0.18165985,-0.1231536
Cldn34c1,-0.027591018,0.05400135,-0.047082607,-0.027520925,-0.032722536,-0.05925693,-0.055523675,-0.04432956,-0.037719335,-0.016751334,-0.027206251,-0.052336987,-0.049247507,0.052624177,-0.0307918,-0.05809687,-0.055286642,-0.04521704,-0.036169015,-0.0032517584
Diaph2,0.06046568,5.15256e-05,-0.16421649,0.029445695,-0.10177506,0.0896658,-0.014873959,-0.23421241,0.02708848,0.23700924,0.05047623,-0.15140714,-0.097204596,0.08521532,-0.0636079,0.071799815,0.05647216,0.035119098,0.1515773,0.02634109
