gene_name,0,1,2,3,4,5,6,7,8,9
Gm43352,0.01973376,0.8433669,-0.2661636,-0.062384114,-0.31357533,-0.65129066,1.0512633,-0.17262144,0.20887274,0.020555733
Lef1,2.1824386,3.3626685,-2.9673893,-1.511727,-1.6923987,-1.4327337,5.434184,-2.3252804,-0.4496152,2.3607728
Sgms2,-0.24939276,0.0060950476,0.49921152,-0.24480394,-0.17406419,-0.670709,-0.21567905,-0.13631833,-0.15265562,0.013295742
Tbck,-0.9195448,-0.21775243,-0.073929764,0.32611534,-0.50953805,1.6176045,0.52483845,-0.44319075,1.0767397,0.38537985
Gm43254,-0.40954298,-0.27433193,0.3277007,-0.26790792,-0.26196355,-0.5116335,1.1215148,-0.25234708,0.14139418,0.110117055
Cenpe,-0.68405527,-0.8787837,-1.4771886,7.0393224,-4.1554747,0.4446908,-0.042827353,3.7502573,-4.2607174,-2.660638
Slc9b2,-0.22989765,0.020144591,-0.19471194,-0.2440098,0.17670777,-0.22812767,-0.20040908,-0.1305809,0.42141643,0.007962
Nfkb1,0.804627,-0.163376,-0.55896693,-0.355284,0.13019443,0.24049743,0.01484451,-0.4115879,0.72501415,0.20546468
Slc39a8,0.39155936,0.11805076,-0.12334129,-0.44021788,-0.18764837,-0.8357193,-0.4206585,0.15296978,0.06509468,0.41156706
Bank1,0.0690442,-0.26190194,-0.14263417,-0.13048893,-0.10474031,0.37480512,-0.4996083,-0.26030472,-0.28408647,0.5637186
H2afz,-3.5650065,-3.067513,1.8242131,3.2686188,3.584155,-1.3638273,-3.0255446,6.341138,-1.9878298,-4.724267
Dnajb14,1.225902,-0.22372273,-0.82315695,-0.22522,-0.23539145,-0.30795008,1.1507543,-0.1708773,-0.20564969,0.37630373
Gm43689,-0.3270751,0.26759583,-0.23808947,-0.25161147,0.15236737,-0.72478235,0.8135888,-0.16002637,-0.17425835,0.02980761
Lamtor3,-0.5292334,-1.641902,1.1150573,0.63562155,0.32644364,-0.20549034,-0.3694285,1.4028063,-0.33389133,-0.8934378
Mttp,0.113948666,1.4763142,-0.59558815,-0.31790492,0.16167799,-1.1184683,-0.4324093,0.44072846,0.35252875,0.44399738
Trmt10a,0.37175655,0.5532947,-0.9454206,-0.113872066,0.078042805,-0.6306458,0.4232058,0.50412214,0.46750858,0.23557147
Gbp5,-0.38525936,0.58708763,0.27676418,-0.18076459,-0.021995764,0.44679543,-0.12987342,-0.45703846,-0.10188345,0.4822737
Gbp7,-1.0674602,-0.17832495,0.8363364,0.2388793,0.41462746,2.3363883,-2.806252,0.9386377,-1.1145313,-0.1073929
Gbp2,-0.37338418,3.7111492,-0.23049374,-0.8312853,-0.9416261,0.31795025,-0.99279857,-0.7509124,0.05938308,0.28005546
Pkn2,-0.43220925,0.3003112,0.029760672,0.34841245,0.1317923,1.0021429,0.29349312,-0.66541934,-0.6100549,-0.122101426
Lmo4,1.1354687,-0.073795736,-0.78028417,0.5259261,0.18540296,0.40735626,-0.81254524,-0.54012114,-0.687174,-0.01654008
Syde2,-0.104713954,0.586691,-0.22263215,-0.1614621,-0.10257325,-0.74094784,-0.2841137,-0.14061822,-0.12497302,0.14888713
Mcoln3,0.030257251,-0.21114583,-0.4110313,-0.3056323,0.15136279,0.1351512,-0.2930248,-0.38897556,1.5264983,0.6828895
Spata1,-0.021337505,0.065135576,-0.22522232,-0.22487481,-0.12995201,0.55026335,0.40645576,0.2189256,-0.14020322,0.39193425
Prkacb,0.30122975,-1.2479554,0.7298908,-0.2788619,-0.28169173,0.71693045,-0.17671467,-0.18120831,0.5154166,0.25512293
Ifi44,-0.32817954,0.4264711,-0.10920103,-0.18438539,-0.163044,-0.46519274,0.0875915,0.20229943,-0.18907109,0.1921568
Fubp1,2.015634,-0.66414315,-0.77492243,-0.633238,1.0280474,0.3980341,-1.2141825,-0.45850527,-1.2441493,0.8991212
Miga1,0.6388875,0.5253763,-0.42428952,-0.3759381,-0.23214336,-0.0837463,0.5135158,-0.39098316,0.123609126,0.17404835
Zzz3,0.32873383,0.41157982,-0.46306747,-0.4482603,0.9354441,0.044592932,-0.7212446,-0.19187345,0.13737553,0.33912274
Gm16213,-0.2198623,0.028289141,0.046616077,-0.22852643,0.19350637,-0.223216,-0.19313747,-0.12412665,-0.13677274,0.024835667
St6galnac3,-0.1430561,0.6156891,-0.23167297,-0.43899798,-0.5728701,0.17753325,-0.022421692,-0.63784707,2.000164,0.68424827
Zranb2,0.42017666,-1.0655493,0.23902775,-0.48035562,1.6523734,-0.4543282,0.09028759,0.3840836,-0.63005704,-0.34760106
Wls,0.5901588,-1.2703724,-0.5872641,-0.21811752,-0.36255306,2.6191716,0.66775525,-0.41675553,-0.4784931,0.73565996
Tmem68,-0.69972694,0.60237974,0.65487075,-0.33226505,0.573649,-0.31791475,0.28942028,-0.055932797,-0.7148242,0.28294814
Tgs1,0.6450454,-0.7156626,0.11325637,0.41169393,0.29120785,0.0064673014,-0.33446026,-0.20878866,-1.1728765,0.36364877
Lyn,-0.6849892,-0.3936783,1.1895845,-0.3341605,-0.4175676,-0.15332879,0.31323272,0.08664479,0.7592541,-0.30161947
Rps20,5.175074,6.250629,-5.127414,-2.331503,-2.5938084,-3.364047,4.421025,-4.758048,1.1284763,3.734835
Plag1,-0.33419853,0.09799041,-0.11054822,-0.014508439,0.37030444,-0.887362,0.08651091,0.17780621,-0.24493009,0.06774081
Impad1,-0.21485049,-0.09703175,0.25955814,-0.2657499,0.66337055,0.30153462,-0.57987773,0.91329587,-0.6427257,-0.41061673
Fam110b,-0.12620313,-0.06298681,-0.22924423,-0.14853781,-0.092872344,-0.75777084,0.7894051,-0.14367074,-0.122598015,0.17264955
Tox,1.017946,0.3656695,-1.1283826,-0.22250785,-1.060242,1.5490376,-1.0884845,-1.261348,2.499955,0.6433895
Trp53inp1,-0.33144677,0.2486462,0.7127369,-0.6710841,-0.37422076,-0.38655928,-0.14474444,0.22015157,1.2891637,0.29872146
Virma,-0.66881526,-0.8649293,0.391002,0.6445497,0.39725354,1.0740771,-1.2164564,0.46493816,0.47288907,-0.60125804
Gm11831,-0.04617192,-0.008808807,0.027725156,-0.20592844,-0.13828321,-0.26395717,-0.23605594,-0.13413416,-0.13637453,0.07173914
Gem,-1.123723,-1.0296774,1.6057271,0.5561007,0.44120917,-0.5460851,-1.0049824,1.722626,-0.2384379,-1.1628692
Ripk2,-0.07820809,-0.459284,0.1136744,-0.48449445,-0.025500381,0.95846677,0.5019936,-0.0007625782,0.55511516,-0.044491902
Mmp16,0.8165973,-1.44825,-1.1995124,-0.15937494,-0.55857605,3.6070666,0.24659504,-0.2377655,-0.15994112,0.7330828
Wwp1,-0.12956296,0.47119984,0.17886144,-0.19603935,0.25190935,0.23903012,-0.13253962,-0.6570043,0.3299366,-0.065098174
Ufl1,0.14919561,-0.6573877,-0.2850734,-0.47678125,0.57656115,0.40704963,-0.06255326,0.63872516,0.5003569,0.22857362
Bach2,1.039556,1.6476849,-0.9731681,-0.46316457,-1.2006842,-1.0482771,2.3878257,-1.246774,-0.67579794,1.7433641
Casp8ap2,-0.20495036,-0.70785123,-0.3856156,-0.12421416,3.6515357,0.44174847,-0.34129167,0.15610479,-1.9819845,-1.1038575
Mdn1,1.5622021,-0.10767692,-1.0506645,-0.4981222,-0.1246529,0.23169833,0.44648644,-0.6274531,-0.03415486,0.8093359
Rragd,0.041739568,0.20994924,-0.26149273,-0.18106472,-0.13605422,-0.7957619,0.19858712,-0.16830185,-0.15455243,0.1498978
Gabrr2,-0.077829495,0.7550063,-0.33295143,-0.2805624,-0.25770822,-0.86730236,0.10874382,-0.22567725,0.33174115,0.059697054
Pnrc1,-1.7217966,1.7979184,0.58638364,-0.15419549,-1.6240985,0.62593395,1.7190248,-0.98167884,1.6437109,0.26682132
Spaca1,0.7789587,1.3043689,-0.5010352,-0.3031232,-0.34359595,-0.7001061,-0.7347601,-0.33907267,-0.3374425,0.35312694
Zfp292,0.26271784,0.16043055,-0.30166736,-0.16609609,-0.1022886,0.34300295,0.8165104,-0.74300915,0.04759279,0.52980816
Mob3b,1.3102349,-0.26141852,-0.39035022,-0.1795686,-0.4494589,0.13693653,-0.30139366,-0.3921243,-0.15680903,0.23827997
3110043O21Rik,-0.055129264,0.92414343,-0.20024195,-0.23343219,-0.36282042,-0.14196192,-0.59714675,-0.30065876,0.46136165,0.036954325
Ddx58,0.5761953,-0.124396995,-0.12169066,0.011231522,-0.5525886,0.63133526,-0.46414027,-0.29556164,0.30606776,0.22180346
Smim27,0.7191992,0.65950537,-0.5918334,-0.0033161214,-0.13087536,-0.7692019,-0.018105742,-0.31402096,-0.066434845,0.7941318
Aptx,0.5486764,0.4307843,-0.12496644,0.10540346,-0.34289563,-0.131701,-0.74229676,-0.16274329,0.18322872,-0.026667472
Gm6297,0.33056024,-0.15804328,-0.007985549,-0.1766293,0.052177448,-0.6200193,0.44354194,-0.086804174,-0.35542563,0.026297705
B4galt1,-0.34903124,-0.99756813,0.7545332,0.7587313,-0.7703587,1.0371443,0.5289828,0.10567347,-0.053912025,-1.1966918
Nfx1,0.35322896,-0.027029993,-0.3084876,-0.2160581,1.1817147,-0.54868203,0.80005,-0.6733841,0.0009948674,-0.28107378
Dcaf12,-0.28565428,-0.8343062,0.112775326,0.072638586,0.041627277,0.57387847,0.44903326,1.2747467,-0.26505575,-0.59417105
Il11ra1,-0.24670348,-0.16320066,-0.32516506,0.22467355,0.0073979525,0.047443148,-0.38739923,-0.22976401,0.025075186,0.43627805
Dnajb5,0.4032773,-0.38438672,-0.13812537,-0.100968406,-0.20564544,-0.25514463,1.4036757,-0.5478188,0.38921985,0.24742949
Pigo,0.027997354,0.1866398,0.36308402,-0.06372272,-0.13283023,-0.27193344,-0.55981314,0.42512414,0.08200835,-0.41761312
Fam214b,-1.0705801,0.026964556,2.0571675,-0.091563925,-0.17246744,-0.44010994,-0.9527715,-0.24691948,0.0015282023,0.2756523
Tesk1,0.3625486,-0.32371947,0.35776305,-0.26340652,-0.34103462,-0.16123055,-0.61940956,-0.24056642,0.9984178,0.69035023
Cd72,2.7169602,0.613202,-0.6341373,-0.7150549,-0.4501222,-1.5211796,-1.6145449,-1.1238487,0.9342258,0.8144221
Sit1,1.8470712,-0.56952983,-0.49344456,0.48078084,-0.945686,0.68261,-2.0623434,-0.5653775,1.1787589,-0.6066826
Gm12454,-0.29790744,-0.18784498,-0.30649608,-0.16303551,0.051350433,0.8429676,-0.43622136,-0.19620855,-0.17025068,0.21016239
Car9,-0.26948982,-0.007913013,0.023557533,-0.017611764,0.17671779,-0.2568516,-0.2317272,-0.14040937,-0.15331648,0.02901363
Tln1,-0.7160511,-2.0130658,1.7518744,0.39478442,0.94195294,-0.084162466,-1.6660963,1.5945866,0.5242622,-1.8319616
Gba2,-0.75823283,0.1795869,0.51241684,-0.115559444,-0.24373688,0.025106259,0.08821726,0.34911117,1.1988219,-0.42524773
Tmem8b,-0.16844432,-0.09034976,-0.23715256,-0.09560546,-0.045781936,-0.79516953,0.75530565,-0.14350076,-0.102684066,0.25544047
Reck,0.40907225,-0.11978934,0.5398091,-0.35572505,-0.62207294,-0.85736626,1.0715696,-0.4460527,0.5628755,0.11435403
Gne,0.2705571,0.53616047,0.07682791,-0.6011177,-0.17034338,0.92891645,-1.2312031,0.059368078,-0.09282391,0.3297522
Zcchc7,1.4854969,0.8386075,-0.9346092,-0.6395805,-0.60987705,0.22829802,-0.5304627,-1.1851231,0.6799958,1.2560143
Zbtb5,-0.49431375,-0.06047327,-0.035886765,-0.012456214,-0.2419246,0.7581601,1.0626799,-0.022557072,0.047729287,0.2028038
Trmt10b,0.26357955,-0.21932794,-0.1901807,-0.5034426,0.7852243,-0.22293158,0.8635682,-0.29550532,-0.122554995,0.4026165
Aldh1b1,0.5838482,0.047896713,-0.2800916,-0.48745453,-0.36229068,1.2391137,0.22653076,-0.5709899,-0.3425475,0.4294869
Ccdc180,-0.5066647,-0.18164405,2.1911132,-0.349853,0.0387788,-1.2633046,-0.51174843,-0.097633824,-0.48116386,0.13128473
Trmo,0.4247187,0.9081354,-0.4146177,0.111617684,-0.40503836,-0.621649,0.430591,-0.2843749,-0.35351917,0.3951455
Anp32b,-0.55763334,-1.0890974,-0.9791053,3.2375648,2.5805168,-1.2694983,-1.7402662,2.4697213,-2.385297,-2.7819002
Gm568,-0.21844499,1.2992282,-0.3732343,-0.17581542,-0.17397785,-0.54995286,-0.5526791,-0.24162228,-0.21153438,0.24219953
Tgfbr1,0.41017452,0.7618689,-0.31669873,0.051528692,-0.35094386,0.10133974,-0.056011304,-0.34731078,-0.8960617,0.70742625
Nr4a3,-0.7204287,0.59392375,0.17026521,0.39135826,0.03830502,0.12934534,-0.55669534,-0.5428083,0.7007642,-0.13406087
Invs,-0.29204577,-0.44636178,-0.535926,0.038833912,-0.3294041,0.9944792,1.2028655,0.44535586,0.07205376,0.22705561
Tex10,0.5633075,-0.28814307,-0.4946822,0.081618175,0.3878268,0.20688024,-0.7567018,0.09601546,0.8165094,-0.50039476
Smc2,-0.59253633,-0.64056116,-1.9189124,7.629432,-0.62316775,0.6153861,-0.1586112,0.07517673,-5.1224318,-3.5576541
Abca1,0.14421488,0.56992817,-0.19732645,-0.290596,-0.07249074,-1.0273247,1.015638,-0.2929313,-0.2956683,0.12108276
Fktn,-0.008409642,1.4499505,-0.5309023,-0.4027875,0.02230048,0.34665382,0.014013937,-0.478299,-0.015704697,0.0070755603
Tmem38b,-0.38629705,-0.117285684,0.9469467,-0.5071732,0.19508675,-0.84269917,0.5830147,-0.24723132,0.6538317,0.27268618
Klf4,-0.048129287,0.1473293,-0.14409837,-0.40942955,-0.09515527,0.80060685,-0.74012846,0.1406058,1.5413632,-0.33051473
Tmem245,-0.060310878,0.49099368,-0.3950031,-0.549989,0.12451509,-0.21664348,1.8939489,-0.6445153,0.41582033,0.5362598
Akap2,-0.18132637,0.5093497,-0.24302946,-0.23781672,-0.2692242,0.18759915,0.3956395,-0.31084436,0.08417117,0.22436838
Txn1,-4.0073237,-2.5924246,3.282188,1.1904819,4.1322856,-0.81365263,-3.9132576,4.1878514,0.7552655,-3.9339478
AI314180,-0.62316334,-0.47910038,-0.12784913,-0.30996332,1.9583725,0.09090824,1.1028384,-0.3730378,0.47494727,-0.6291621
Ugcg,-1.7343315,0.65928733,0.9509854,0.48931372,0.25539896,-1.6496783,0.2762583,1.4041586,0.4031885,-0.6386255
Hsdl2,0.24328592,0.45513317,-0.35382718,-0.33698946,0.060814075,-0.2156582,0.75198543,0.09185846,0.16130473,-0.273517
E130308A19Rik,-0.23342037,0.096217535,-0.24026541,-0.15052675,0.68163776,0.3294183,1.2018223,-0.4216926,-0.34407622,-0.13317943
Snx30,0.18413353,0.4474569,-0.27286127,-0.32815632,0.12557484,-0.49035868,0.91110456,-0.46849194,-0.02980863,0.42859885
Slc46a2,0.04049126,-0.27512628,-0.3657225,-0.20566085,-0.19935751,-0.95568204,1.662449,-0.23970039,0.21193467,0.19320497
Rgs3,-0.84871733,-0.8169494,1.5315398,0.3371433,0.24013075,0.14025414,-0.9792027,-0.16753711,1.3553674,-1.1679386
Tmem268,-0.2914375,0.5302264,0.5118668,-0.70439845,0.37052795,-0.62503,0.14135827,0.20454852,0.78888094,-0.5208733
Tnfsf8,0.68758416,0.69892055,-1.1081439,-1.0039755,-1.4885869,-0.90503323,0.67265,-0.980317,5.50962,1.2973405
Trim32,1.0548185,-0.3328302,-0.5771727,-0.5941578,0.22939631,0.14612646,-0.5072544,-0.053623486,1.0615802,0.104032665
A230083N12Rik,-0.30099556,0.4344748,0.060190827,0.0026317537,0.22353487,-0.85029453,0.11641066,-0.24704398,-0.29169935,-0.069668144
Snapc3,-0.7255278,-0.24226882,0.16173832,-0.045583915,0.30109948,1.5805804,-0.16800709,-0.02688591,0.45079347,-0.4317932
Ccdc171,-0.22064915,0.1318806,0.25523844,-0.32645753,-0.4385853,0.097833686,0.5695805,0.04371394,0.28432873,0.2723321
Rraga,-0.44949624,-0.37000728,1.1311306,-0.48825496,0.38074097,0.13663574,-0.68082225,0.18656169,0.08034481,0.16101195
Haus6,-0.85114473,-0.32143974,-0.46710643,1.6178665,0.6225508,0.99117565,0.18643084,0.22881427,-1.3023767,-0.8018321
Acer2,-0.11359088,0.08630732,-0.13343154,-0.21305625,-0.051123966,-0.44825026,0.08451291,0.09831862,0.24353383,-0.06093774
Hacd4,-0.1731789,-0.108398154,0.651673,-0.33883655,-0.2952882,-0.7650807,-0.33090645,-0.20130703,0.32947055,-0.059607375
Klhl9,0.16568565,-0.09230757,-0.3185613,0.17443877,0.21577391,1.3154256,-0.5007324,-0.3892221,-0.33794126,-0.068520345
Gm26867,-0.022630122,0.011337918,-0.18526556,-0.15239185,-0.0796398,-0.6837324,0.32490805,-0.11499595,-0.100986,0.13372768
4930553M12Rik,-0.044949338,-0.0031979503,-0.18977441,-0.126187,-0.05655499,-0.274177,-0.23831314,-0.11530423,-0.0914428,0.17516442
Tusc1,-0.24723063,0.50950605,-0.050331507,-0.4066985,-0.0060147922,-0.5219415,-0.013821038,0.08039393,-0.17669743,0.8544974
Caap1,-0.04400407,-0.38048437,-0.31989077,0.38970125,0.5778989,0.20153727,-0.5115474,0.6827654,-0.44827902,0.052912317
Gm10306,-0.37647262,1.3412583,-0.36707187,-0.12566945,-0.2884427,-0.48390475,-0.4923514,-0.2501281,-0.2644678,0.6216806
Ift74,-0.16243124,0.97220826,-0.4709273,0.20142116,0.14258558,-0.1524058,0.27761656,-0.2420881,-0.58520335,0.2992496
Mysm1,0.42249683,0.20362614,0.08440072,-0.0070844446,-0.5190041,0.334088,-0.2741224,0.067799486,-0.67539454,0.16857737
Jun,-0.7152343,3.4277966,-0.15294346,-0.33226666,-0.6954317,-0.7947485,-1.0735954,-1.0009774,1.2746376,0.730492
Junos,-0.008248027,0.1687689,-0.06618578,-0.27055582,-0.23586994,-0.81900173,0.16315022,0.2075714,-0.21618259,0.049808834
Fggy,-0.34423396,0.7327903,-0.33475524,-0.20620523,0.05177416,-0.042949837,-0.47050464,-0.21928804,-0.20493425,0.16894592
Nfia,0.3677174,-0.46830237,-0.17685652,-0.623042,-0.22227134,-0.13540918,0.89677906,0.40253457,1.0368515,0.09971613
Patj,0.28004092,1.701085,-0.859446,-0.3996985,-0.5419129,0.015188324,0.75144935,-0.71083724,-0.046832565,0.8931517
Usp1,-0.29141843,-0.6151754,-0.9495268,2.5980053,3.4187315,-0.3617826,-1.0524493,-0.2255635,-2.6646912,-2.231112
Itgb3bp,0.70833045,-0.3947861,-0.5014685,-0.27196136,-0.2099279,-0.28333855,0.27950823,0.38118255,0.70581865,0.47181168
Efcab7,-0.23165096,0.63844025,-0.44138044,-0.24489032,0.17923239,0.35452384,0.0046175704,-0.32104477,-0.40137383,0.2548995
Jak1,-2.508606,-0.59437823,2.309626,0.86418223,0.38714847,0.121334374,-0.15342909,0.64195496,0.38859236,-1.723695
E130102H24Rik,0.80860275,0.9810355,-0.28941017,-0.36698294,-0.2960986,0.0041937195,-0.7811272,-0.52235705,-0.28589377,0.5481366
0610043K17Rik,0.46078244,-0.13980922,-0.2949822,-0.27069393,0.039308935,-0.38041112,-0.3724015,-0.1995753,-0.21318208,0.045239054
Dnajc6,0.029927539,0.1992694,-0.27280387,-0.021590656,-0.16973841,-0.3700443,-0.355352,-0.17893715,-0.17467926,0.11351561
Leprot,-1.0965096,-1.2064784,1.0469514,0.023808593,1.2085497,0.721745,-1.2051041,1.2097882,0.20756975,-0.8509925
Lepr,-0.07734659,0.87035006,-0.111284874,-0.5302894,0.4812914,-0.6269876,-0.018955503,-0.2926515,-0.16589254,-0.5641178
Pde4b,0.06831317,0.68073046,-0.60639983,0.07986649,-0.36715397,0.4800111,0.3769907,-0.14065513,-0.11185476,0.31107008
Mier1,-1.0624025,-0.63411576,-0.17769136,0.2314553,0.024577636,0.7082522,1.674941,0.38724247,0.51224566,0.50035673
Slc35d1,-0.0036371627,0.281964,0.5425052,-0.67963505,-0.089883044,0.4343242,0.1757731,-0.42203104,0.040960554,0.031213893
Ssbp3,0.23943767,-0.7723998,-0.5022619,-0.22669306,-0.44265372,1.3621418,0.23639144,-0.17112215,1.6981968,0.21584398
Gm12802,0.7885528,0.33796605,-0.5581169,-0.031661376,0.1140733,-0.32146397,-0.24371222,-0.38839877,-0.035918802,0.032576226
Tmem59,-0.16707742,-0.77332795,0.20190498,-0.7621865,-0.14148448,1.8897086,-0.06098346,0.4992617,0.016114844,0.5778082
Hspb11,0.045992028,0.68284947,-0.78827435,-0.37385488,-0.6840905,-0.17689793,1.6948756,0.32654086,0.06299544,1.0509436
Cpt2,-0.29689232,0.04026455,0.4839786,0.21188527,-0.70998925,0.58853596,-0.46932366,0.728357,-0.25077444,-0.41535315
Coa7,-0.18171905,-0.113340005,-0.14863779,-0.87271094,1.5378839,-0.03267878,0.6110992,0.041694116,0.2780204,-0.08571029
Zcchc11,-0.34847483,0.6318677,0.21066901,0.7288145,-0.6981587,-0.039002612,-0.25368887,-0.034177687,-0.5652146,0.25998664
Gm17354,0.396314,0.15327428,-0.42066735,-0.57908934,0.57160217,0.0893423,0.64305466,-0.43532494,-0.27670088,0.7118851
Btf3l4,0.49507362,-0.5017931,-0.5140985,0.38117468,-0.22886746,0.41556993,-0.49842662,-0.35565883,1.4512469,-0.03243599
A730015C16Rik,-0.14408234,-0.10250092,-0.32373244,-0.12312164,0.054092653,-0.2806535,-0.29817206,-0.25100565,1.5314169,-0.06901918
Eps15,-0.8853415,-0.3926181,-0.123421475,-0.08891396,0.6725182,2.2241042,-0.13428552,0.17878532,0.25312972,-0.5790841
Rnf11,-0.57694966,-0.25096738,0.59442425,-0.24242929,0.34630603,0.93613124,-0.11085636,-0.19678096,0.14099245,-0.11734616
Cdkn2c,-0.5204404,-0.3183028,-0.90461797,5.615232,-1.8266075,1.1503001,0.32818028,-1.1558723,-2.614163,-2.385434
Bend5,0.27123192,1.8464872,-0.8387764,-0.40432742,-0.41414386,-0.19707654,1.1763752,-0.5726217,-0.32978132,0.26348174
Mknk1,0.033610146,-0.5474054,1.0509677,-0.37461403,0.24456792,0.0658801,-1.0548686,-0.21540506,0.4814514,0.0014118551
Faah,0.17726871,-0.23467925,-0.4665425,-0.7207499,-0.2892053,0.71707666,2.027431,-0.76955605,1.4094324,0.22772793
Nsun4,-0.03322037,0.79959303,0.06670644,-0.4209612,-0.1428601,-0.23500806,0.51798975,-0.3681119,-0.2921727,0.4050002
Lrrc41,-0.73637086,-0.10181761,0.6723102,0.30975905,0.15015581,-0.093826585,-1.0348319,0.98537624,0.28556225,-0.5261115
Mast2,-0.3703058,-0.2662133,-0.77376306,2.1042113,-0.596785,1.0536222,-0.6305432,0.45219156,-1.0460687,-0.26877376
Tmem69,0.6671274,-0.027944455,-0.17919853,-0.10752731,-0.38177314,-0.52321845,-0.6668335,0.6176988,0.35892338,0.22772115
Gpbp1l1,-0.8498468,-0.2935903,0.5745517,-0.5255562,-0.43512222,0.28890544,1.8147019,0.08984564,1.0840225,0.112190686
Ccdc17,0.3815729,0.2736269,-0.43498337,-0.3024562,-0.025470061,0.26939258,-0.6147311,-0.29534763,-0.3020422,0.5902313
Nasp,-0.5026148,-0.028735923,-1.5241557,1.6519573,3.812678,0.9554595,-0.67989105,0.27986535,-3.713201,-1.7143836
Prdx1,-1.558987,-0.9824919,1.773995,0.82174736,3.3861003,-1.3466021,-3.0200565,2.8016846,-0.9996815,-3.821627
Tctex1d4,-0.2550038,0.6178808,-0.054448556,-0.21678922,-0.23770261,-0.9663819,-0.022163475,0.8787734,0.056419138,-0.13771647
Gm12840,1.6605655,-0.38572657,0.31349403,-0.59889096,-0.66325635,-2.9242196,2.8526652,-0.86731297,0.67880255,0.058904875
Ipo13,-0.45794746,0.4365531,0.55158764,-0.1341231,0.95830846,-1.0907946,0.23510039,0.009668474,-0.42311892,-0.31377143
9530034E10Rik,0.8238025,-0.06340225,0.24098109,-0.2636378,-0.06735104,-0.7814245,-0.2982619,-0.17821458,0.032303426,-0.060321283
Cdc20,-0.93857324,-0.52232194,-1.550678,4.626151,-3.1452897,-0.2575039,-0.10549047,6.358523,-3.3544755,-2.4716313
Slc2a1,-0.50774103,-0.11555253,0.11605716,0.030098464,1.0224006,0.56170106,-0.98887736,0.34692103,-0.12230493,-0.14000665
Ybx1,-0.5326328,-3.2860126,0.8979686,0.5933364,2.8751128,-0.4883759,-0.028674267,2.343276,-0.61724436,-2.6977808
Hivep3,1.4253863,-0.2743931,-0.09701314,-0.0035593733,0.2229292,-0.9993828,-1.054277,-0.11927604,-0.47884324,0.28087753
Scmh1,-0.021323336,0.909366,-0.7056684,-0.013971902,-0.39466265,1.105274,-0.19682853,-0.22982298,-0.23589596,0.5595619
Rlf,-0.4003782,-0.17235954,0.22276281,0.178047,-0.21988358,0.35368842,0.22272855,0.42314106,-0.19494627,0.16419305
Ppt1,0.46368307,-0.528318,0.15343171,-0.12426988,-0.2016434,0.87236047,-1.3622881,0.3963293,0.33876774,-0.13698106
Ppie,1.1454786,-0.36146072,-0.36493495,-0.44905522,1.0055009,0.28326532,-1.0551896,-0.72709745,0.12292176,0.087026194
Macf1,0.35361874,-0.32421997,-0.06222277,0.4493331,-0.039255068,0.6554121,-0.019117968,-0.660476,-0.007057462,-0.55152917
Pou3f1,0.14410469,-0.03857164,-0.23160447,-0.0650216,-0.1939661,-0.28390577,-0.2634888,-0.15601772,-0.17205302,0.020942502
Fhl3,0.3230099,-0.19186087,0.3891537,-0.13722378,-0.27716127,-0.63101184,-0.22571899,0.02032816,-0.03165531,0.6146669
Mtf1,-0.6275234,-0.6058168,0.6026582,-0.21939212,0.42430782,0.9311016,-0.6709125,0.6375733,-0.34398368,0.43054023
Cdca8,-1.2634212,-0.96232873,-1.5508319,6.928795,-3.2839322,-0.14052534,-0.6263776,5.8978114,-4.4222054,-3.6011076
9930104L06Rik,0.7823014,0.6281611,-0.26916403,-0.09181063,0.03676043,-0.55854756,-0.3738964,-0.5369137,-0.3779654,0.3508128
Gnl2,0.8892431,1.2011528,-0.7609684,-0.82319176,0.6773219,0.12100996,-0.7323088,-0.53860736,-0.03183147,-0.011611056
Zc3h12a,-0.39181137,-0.63006467,-0.2618116,-0.65337974,-0.3203491,0.9922242,1.2628343,-0.38818842,2.501493,0.63349926
Csf3r,-0.39314365,-0.10241703,0.78613186,-0.33186853,-0.11598642,-0.7605554,-0.32510322,0.02948257,0.17580295,-0.053066798
Eva1b,-2.4297247,-1.2120695,2.6819181,-0.36317733,-0.4825311,0.9094663,-0.38983452,0.46365693,3.4244957,-1.1883276
Sh3d21,0.3545618,-0.05042238,-0.23760186,-0.002960702,-0.18970944,-0.72591907,-0.2771681,-0.15927553,-0.1720842,0.035536543
Adprhl2,0.2520056,-0.28455964,-0.420189,0.017416622,1.2120377,-0.13404506,0.5499176,-0.5659767,0.07622164,-0.36587754
Clspn,-0.50927794,-0.72638726,-1.7520778,3.7691088,4.204351,0.27347893,-0.030299284,-1.2454677,-3.975756,-2.559453
Zmym4,-0.03656574,-0.3917254,0.011706074,0.049039878,-0.15806027,1.1698604,0.26053423,-0.5603428,-0.13759099,0.55759144
Zmym6,0.10478732,-0.22470891,0.269805,-0.24078816,-0.1758873,-0.26354685,0.90054655,-0.15263598,-0.17566262,-0.033506554
Zscan20,0.91348475,0.039008964,-0.5109595,-0.18880844,-0.2312972,0.013678609,0.25477853,-0.28202423,-0.2584621,0.39917114
Tlr12,2.1798027,-0.3390781,-0.7649064,-0.3643328,-0.2606902,-0.013382103,-0.020613415,-0.6164869,-0.6366175,0.2583727
Zfp362,0.4839965,-0.69920623,-0.3077856,-0.31012475,-0.22072862,0.6800219,1.265543,-0.82985985,0.4248261,0.9020786
