gene_name,P0,P1,P2,P3,P4,P5,P6,P7
Gm26692,0.01952286,-0.091851205,-0.019460116,-0.0843021,0.01833955,0.020703033,-0.042590052,-0.08795504
Gfi1,0.032975957,-0.13177513,-0.1211019,0.018808791,0.043831803,-0.006158392,-0.04705639,0.16337131
Pcgf3,0.06230412,-0.15000205,0.0601773,-0.15823877,-0.08407562,0.030310346,0.11108452,-0.11541642
5430403G16Rik,0.07416863,0.056760393,0.09719257,-0.03953247,-0.040932328,-0.05459351,-0.12651598,-0.18021081
Gm26808,-0.05919557,-0.024855297,0.18869992,0.049967334,0.040378068,-0.05675419,-0.0707224,0.15517436
Zfp605,0.030993778,-0.072749116,0.019197075,-0.060036723,-0.03145563,-0.02665974,0.06274213,-0.12550777
Golga3,0.01951847,-0.11782162,0.04930201,-0.06451441,0.033634316,0.028646084,0.015298568,-0.03968061
Ankle2,0.025840916,-0.11854018,0.06831599,-0.05708173,-0.00015719935,0.041960236,-0.026449183,0.06466425
Fbrsl1,0.0042276434,0.013459387,-0.08703837,0.09160082,-0.04552472,-0.011297531,0.01888098,-0.016900523
A630023P12Rik,-0.061187226,0.10867239,0.09671381,-0.046950195,-0.03297592,-0.017731525,-0.025261015,-0.06646995
Galnt9,-0.059607696,0.025497219,-0.0048288014,0.024633901,-0.041752245,-0.033189304,0.077949665,-0.060566213
Ulk1,-0.06087495,0.09275099,0.060181692,-0.02175986,-0.0027795518,0.022617107,0.060613766,-0.001664089
Ttc28,0.027571809,0.15849073,0.19276677,-0.08344316,-0.067866005,-0.03265069,-0.12874484,-0.09789057
Mn1,-0.013242014,-0.05718391,0.024758346,-0.029649094,-0.02011049,-0.009704925,-0.048685875,-0.04297295
2900026A02Rik,-0.03355484,-0.075762495,0.042895537,-0.035890184,-0.022077631,-0.0070096552,0.035381924,-0.055184044
Ficd,0.02011583,-0.10638749,-0.10108731,0.0130505115,0.080249086,0.027858013,-0.05864065,-0.002441908
Usp30,-0.04585084,-0.036991555,-0.01994909,0.18218331,-0.03732094,-0.056074105,0.25041243,-0.14257765
Ung,0.01588003,-0.019491265,-0.12671293,-0.34644055,1.0592642,-0.39371887,-0.3173829,-0.37724373
Kctd10,-0.049483985,-0.08077974,-0.022003943,0.06048684,-0.010862939,-0.08122271,0.24320486,0.14048976
Ube3b,0.011208847,-0.060834907,0.04242586,0.0978692,0.0040044785,-0.05161652,0.005881189,0.028817909
Fam222a,-0.03880214,0.01666898,0.16240913,-0.043853097,0.014245154,-0.016681738,-0.06978826,-0.062005132
Git2,0.07550556,-0.24020465,0.0050489623,0.06416804,-0.08328518,0.15979177,-0.10443378,0.022172423
1500011B03Rik,-0.056625143,0.09751257,0.011715308,0.16737887,0.07096483,-0.11994817,0.031429082,0.040981367
Oasl2,0.029009033,0.191093,0.22982584,-0.10960518,-0.08301354,-0.043274853,-0.09707027,-0.20106994
Gm13822,-0.0015840443,0.061515458,0.12520304,-0.07424025,-0.03317343,-0.017488671,-0.046737604,-0.10022616
Oasl1,0.013851351,0.02904177,-0.013816052,0.035588395,-0.0830701,-0.037555885,-0.08943491,0.28122845
Dynll1,-0.14542821,-0.3312477,-0.52142274,-0.10742436,0.4377566,-0.03482895,0.13233891,1.0619528
Cit,-0.03795777,-0.14795186,-0.81276417,-0.72640246,-0.33575872,1.3906835,-0.30472183,0.22262506
Gm13842,0.059763234,0.0039018954,0.037423007,0.10079974,-0.067250594,-0.07517487,-0.099639185,-0.033944886
BC051077,0.033125527,0.0030665486,0.09658206,0.0036200962,-0.046892405,-0.017391397,-0.10462263,0.02361012
Ksr2,-0.026613342,-0.021208962,0.021115893,0.075970806,-0.02885602,-0.017266996,-0.060681377,-0.0543187
Tesc,0.019605983,-0.034084525,-0.07930256,-0.04932934,0.072979234,0.036452547,0.017677153,-0.23634072
2410131K14Rik,0.014721226,-0.14336973,0.20246832,0.04381109,-0.015393323,-0.05513705,0.043601476,0.076476865
Med13l,-0.022705186,-0.049443115,0.06945061,-0.070209116,-0.027102133,0.04507553,0.17540921,-0.14805415
Tpcn1,0.15234672,-0.07963473,0.22893898,-0.13895957,-0.14140457,-0.029048331,-0.17518942,-0.136502
Iqcd,-0.03795863,0.027114429,-0.083321616,0.2248573,-0.07638951,0.0100448765,-0.02332697,-0.07285732
Rita1,0.029227654,-0.030921526,0.17923924,0.052239347,0.042736858,-0.09491775,-0.066457085,-0.080248125
Dtx1,0.08088256,0.038933296,0.082755566,-0.26377872,-0.05450549,0.030820748,-0.14730002,-0.07205521
Oas2,-0.018023787,0.035267934,0.057958405,-0.05003214,-0.0457322,-0.041041438,-0.058613796,-0.056038447
Oas1g,-0.015060384,-0.021643039,-0.15266216,0.0508022,-0.08092047,-0.047057625,0.06323691,-0.04436523
Hectd4,0.029328082,0.016713498,0.083763056,-0.05479022,0.01801605,0.0034912014,-0.059154958,-0.1628101
Trafd1,-0.10567848,0.106704965,-0.07862049,0.1775021,0.010658593,0.04726615,0.16811146,-0.1320498
Naa25,0.068954006,0.050289337,0.08192,0.019525917,0.125334,-0.1780173,-0.13245757,-0.25328538
Aldh2,-0.025572957,-0.14020342,0.05444208,-0.038122095,-0.037217207,-0.019828934,0.2933183,-0.1348038
Acad12,0.010067354,-0.0040077125,0.019019429,-0.057828914,-0.008642286,-0.02965857,-0.08471761,-0.07664833
Acad10,0.0126031125,-0.0810292,-0.027125891,0.021558838,0.012823466,-0.026199533,-0.07543901,-0.07168093
Atxn2,0.044746682,0.08640846,0.028929122,0.014298039,0.017745432,-0.038461085,-0.15913945,-0.13725981
Sh2b3,0.029973881,0.07372561,0.036692943,0.20547089,-0.008771918,-0.11302546,-0.055102654,-0.20725022
Fam109a,0.030670207,-0.05888259,0.009971296,0.19799565,-0.054611705,-0.039634213,-0.095742345,-0.08751931
Hvcn1,0.14560646,-0.2051491,0.010373779,0.29750237,-0.089619055,-0.12931319,-0.12836866,-0.06591503
Pptc7,0.06220988,-0.17083351,0.19358827,0.18855824,-0.11942192,-0.0031954756,-0.022624737,-0.04189145
Rad9b,0.054785646,-0.05630234,0.0170725,-0.014159746,0.031236818,-0.02621036,-0.12186328,-0.03838628
Fam216a,0.05142497,-0.06482325,0.014677139,0.0017831572,-0.047657415,0.16098647,-0.13823491,-0.16826744
Gpn3,0.02312824,0.017727707,-0.095837235,-0.22143173,0.14047766,-0.041737735,-0.1036483,0.09887696
Atp2a2,-0.004314878,-0.109978534,0.12686495,-0.16345221,0.23484339,-0.1381179,0.14202644,-0.18202777
Ift81,-0.02371944,-0.032532834,0.049178828,0.07799775,-0.022355959,-0.005766273,-0.06791395,-0.05880578
P2rx7,0.10244966,-0.19897732,0.1545318,0.38684693,-0.09381577,-0.03709798,-0.15276206,-0.16324845
P2rx4,0.11148393,-0.0019796665,0.27519223,0.06947664,-0.11691862,-0.0826086,-0.19146028,-0.16145958
Orai1,0.026920488,-0.0882949,0.09988659,0.08004532,-0.1516533,0.0017132509,0.16452451,-0.17724776
AI480526,0.04209878,-0.0540732,0.13347788,-0.08420997,-0.04507284,-0.09353928,-0.068021625,0.2777047
Setd1b,0.018633336,0.021173438,-0.02700871,-0.050762698,-0.063976645,0.21341178,-0.09329614,-0.23223466
Bcl7a,0.0760406,0.020061336,0.07873752,-0.044087254,0.025570296,0.0038277584,-0.21156248,-0.17510521
Mlxip,-0.031330965,-0.039031096,-0.028276557,0.1645154,0.027694931,-0.021696331,0.0997971,-0.06988698
Clip1,0.037458837,-0.030342065,0.045465957,-0.043635875,-0.0037162134,0.07935448,-0.042689845,-0.2534838
Vps37b,-0.08165053,0.33682063,0.045781273,-0.22308855,-0.052664388,0.032567434,0.08843926,-0.17508179
Pitpnm2,0.032963183,-0.024981834,0.13545668,0.054435223,0.05926984,-0.047909766,-0.07864957,-0.16742975
Sbno1,0.0070801345,-0.018186275,-0.009456813,-0.14053039,0.012158366,0.07572521,-0.06857401,0.09520141
Rilpl2,-0.29996663,-0.39328375,-0.582094,0.8264709,0.23020186,-0.112374835,0.67084223,0.8309971
Ddx55,0.046387807,-0.1078697,0.009613378,0.051273137,0.0019022953,0.059397954,-0.03490049,-0.19025499
Stx2,0.049644914,-0.03721683,0.08293052,-0.18216749,-0.082823366,0.13054301,-0.1279887,0.038119987
Ran,-0.08104015,-0.3492937,-0.7190518,-0.56059647,0.4577274,0.40127516,-0.27133635,1.1345166
Adgrd1,-0.044156373,-0.055882026,0.029782912,0.08814787,-0.01712434,-0.006246044,0.0023700264,-0.04102545
Sfswap,-0.015792456,-0.032942507,-0.113197446,0.061035212,0.059459884,-0.0024255943,0.033972617,0.004667113
Sumf2,0.03366003,-0.003511922,0.09618768,0.08146667,0.040145706,-0.16271678,-0.012282962,-0.072871424
Kctd7,-0.0012525117,-0.08367685,-0.12680277,0.08605064,-0.06711742,0.12236426,-0.038676765,-0.09115603
Auts2,-0.017405516,0.40310627,0.06219769,-0.11136161,-0.08093354,-0.04773987,-0.146773,-0.1538646
Gatsl2,0.063889995,-0.063875824,0.12740462,-0.10589165,-0.050070126,-0.041722756,-0.01885128,-0.05513382
Ncf1,-0.036674794,0.078882985,0.085777596,0.17344831,-0.0020901624,-0.109061204,0.11378698,-0.16427049
Gtf2ird1,0.13654362,-0.124448806,0.24639833,-0.090600036,-0.075913206,-0.071584255,-0.145341,-0.14047271
Mettl27,0.073827304,0.07482253,0.106453486,0.21431221,-0.09449891,-0.04451191,-0.21263795,-0.18048741
Stx1a,0.023779953,-0.01779274,0.06710178,-0.1038227,0.053795107,-0.05158424,-0.03971547,-0.10973895
Baz1b,-0.018614773,-0.085635774,-0.09119885,-0.30752996,0.2641438,0.2706298,-0.15226774,-0.14934367
Rhbdd2,-0.027191967,0.1353838,0.11045498,0.035861004,-0.0007695438,-0.029092057,-0.028718518,-0.10496498
Rasa4,0.05094299,-0.023261365,-0.005639811,-0.015728218,-0.005266321,0.002893909,-0.100514695,-0.12804674
Alkbh4,0.03341912,-0.036525704,0.0044204737,0.14839388,-0.027629193,0.032661576,-0.06989677,-0.14954317
Orai2,0.04472297,-0.077850945,0.18680272,0.16299377,-0.05642645,-0.027198387,-0.005426987,-0.22739267
Cux1,0.081411496,-0.02582383,0.08463061,0.0633254,-0.100539714,0.046840273,-0.09530769,-0.29723114
Myl10,0.087513946,-0.1169811,0.28644675,-0.071906105,-0.036169354,0.0028155008,-0.14322814,-0.12182444
Plod3,-0.010138875,0.08085934,-0.0324861,0.019572113,0.020591477,-0.049745213,0.0022818756,-0.12236677
Trim56,0.06966723,-0.08963598,0.26579764,0.014153693,-0.15651338,-0.00092014513,-0.12182772,0.13886783
Ufsp1,-0.051338255,0.012110224,0.08060828,-0.10184109,0.08686113,0.07214397,-0.041399993,-0.09410209
9130604C24Rik,0.006831731,-0.06403045,-0.08247287,0.006655148,0.0686329,-0.037003618,-0.025164578,-0.011320404
Agfg2,-0.07939708,-0.2317405,-0.64601326,-0.333041,0.22556935,0.5783856,0.015041227,0.050123032
Zcwpw1,0.0312525,0.043240286,0.112857714,-0.12417143,-0.03912666,0.1025075,-0.16808395,-0.037992697
Pilra,-0.050642364,-0.051102117,-0.060252853,0.06144229,-0.036312275,-0.056404237,0.12261155,-0.052689098
Pilrb1,-0.051234107,-0.05064685,-0.038958274,0.06869132,-0.045358546,-0.043874256,0.09837156,-0.04861974
Pilrb2,-0.043570083,-0.043112896,-0.03401322,0.075294025,-0.0389959,-0.037840363,0.05630406,-0.04153477
Zfp113,0.027312113,-0.11526861,0.01062453,-0.028756399,-0.049931914,0.06768832,0.02755854,-0.009532492
Mcm7,0.014115103,-0.36650056,-0.5319995,-0.80896074,0.8646239,0.45017964,-0.38168588,-0.13672392
Cnpy4,-0.029573033,0.0402263,0.044155777,-0.20150967,0.046222404,0.054953266,0.02880481,-0.011425044
Mblac1,-0.017532052,-0.0486726,0.012154889,0.13828346,0.049505584,0.026946826,-0.097196534,-0.09686343
Zfp157,0.06573571,-0.13550687,0.2320378,0.035517946,0.03953543,-0.0667513,-0.09561945,-0.069772
Zfp68,-0.0073178303,-0.03704826,-0.011508366,0.19928385,-0.04401867,0.021419743,0.027211953,-0.061034583
Sun1,-0.08005014,-0.059968494,-0.19184043,-0.08698137,0.080244124,0.11148588,0.22335142,-0.014211506
3110082I17Rik,0.011468032,0.06813586,0.38659826,-0.11965501,-0.06906156,-0.04879178,-0.024839992,-0.09847353
Gpr146,0.18792921,-0.06950866,0.18866079,-0.07546209,-0.1497611,-0.0006558218,-0.28995034,-0.2252902
Zfand2a,0.017978547,-0.039849482,-0.050663736,-0.030498704,0.06055975,0.035145376,0.0069414284,-0.19800341
Mafk,-0.034435198,0.09417718,-0.030559164,0.014199038,0.061323006,0.02472188,-0.09250129,0.052546736
Grifin,-0.007930552,0.11496445,0.05417341,-0.028886367,-0.002517672,-4.5388308e-05,-0.100994855,-0.024208553
Gm43703,0.03470651,-0.10086627,0.04503023,-0.104044355,0.0026460995,-0.013694588,-0.06491604,0.17282449
Lfng,0.0156129645,-0.36905134,-0.44407752,-0.32071292,0.06885907,0.19343963,0.37011942,-0.05870841
Ttyh3,0.013953673,-0.034224782,0.03770937,-0.062354177,-0.071073934,0.017757507,0.14415997,-0.19542983
Amz1,-0.027930297,-0.057150252,-0.0009923052,0.07698252,-0.031742517,-0.024611212,-0.0020461245,-0.047410972
Gna12,-0.0049527464,-0.039354548,-0.10060949,0.053324204,-0.022875274,0.0011689038,-0.008213685,0.16799189
Card11,-0.06105808,-0.091638625,-0.14896087,0.16732787,-0.068654396,0.085346535,0.21563385,0.052588433
Ap5z1,-0.034090254,-0.030428315,0.09233446,0.06847804,0.024978988,-0.04943217,0.08648947,0.021910142
Wipi2,-0.045725305,-0.08947734,-0.08412168,0.19504842,0.06500481,0.021003593,0.069224395,0.0485439
Actb,-0.13720013,-0.89192295,-0.939877,0.0159018,0.38703057,0.26622942,0.6224536,0.7978669
Rnf216,-0.11229481,-0.08270553,-0.07241216,-0.13899596,0.038119826,0.054404765,0.38612038,0.05005541
Olfr718-ps1,-0.031044032,-0.045494743,-0.014635347,-0.03512515,-0.031532917,-0.027614191,0.006938651,0.07124744
Rbak,0.012885051,-0.09452264,-0.04243297,0.04879035,0.047037765,-0.01012415,-0.019560097,-0.012244329
Zfp12,0.02006893,0.0018642957,0.04707039,0.02979655,0.045447208,-0.07170331,-0.056591175,-0.01894915
0610040B10Rik,-0.051005892,0.11958078,-0.09160732,0.04185081,-0.0013935113,-0.0049612313,-0.000562662,0.11803226
Cyth3,0.07182381,0.08920502,0.19130479,-0.02551826,-0.063505635,-0.056491602,-0.15689409,-0.19584642
Pms2,0.023972956,-0.031760827,0.005746556,-0.16141851,0.034984495,0.2131377,-0.11885762,-0.22382413
Tecpr1,0.13678159,-0.19555762,0.143565,0.16376193,-0.16613632,-0.07676728,0.032810327,-0.30549198
Trrap,0.051537905,0.024072096,0.11801961,-0.026931496,-0.100111075,0.13411845,-0.1872123,-0.12605846
Zkscan14,0.06510594,-0.14142081,0.010325363,-0.03958945,-0.00124823,-0.019585636,-0.0031395485,-0.046284866
Zkscan5,0.0025548344,-0.03553885,0.018267466,-0.03914098,0.053640146,-0.03180403,-0.050739784,0.047806296
B230303O12Rik,-0.008306746,-0.03481245,0.014061668,-0.050863717,0.0035794885,0.015534775,-0.07358065,-0.06676331
Gm43625,0.020000005,-0.05641532,0.1596983,-0.083435334,-0.075806506,0.0661309,-0.05718593,-0.09409156
Rnf6,-0.032918934,-0.19795838,-0.1674381,0.033267196,-0.013504157,-0.056445748,0.26734164,0.3188843
Usp12,-0.038200527,0.0050094416,0.084300235,0.090219565,-0.054238833,0.00719501,0.04151002,0.11717682
Rpl21,0.3992755,0.8896407,1.0119351,-0.05646904,-0.50757396,-0.34897417,-1.0476546,-1.2205114
Pan3,0.04588514,-0.14121044,0.09984991,-0.07086217,-0.014174133,0.02570972,-0.01215547,0.002137218
Mtus2,0.02581701,-0.082535125,0.08287078,0.10729994,0.004221988,-0.056499258,0.00054786215,-0.06272853
2210417A02Rik,-0.064290166,-0.07820027,-0.035582144,-0.06387943,0.07483323,-0.053506475,0.07280271,0.15314387
Katnal1,-0.016037099,0.026014306,0.01812803,-0.054118406,-0.019475622,-0.03476169,0.019525167,0.031436257
5930430L01Rik,0.037233286,-0.09880159,0.04711613,-0.049769286,-0.032783527,-0.014253939,-0.08366881,-0.07349558
Hmgb1,-0.11024318,-0.38343915,-0.7179701,-0.5987105,0.25839692,0.7224339,-0.1807245,0.97197235
5730422E09Rik,0.0015414674,-0.037548553,-0.0058318237,0.009270592,-0.05538846,-0.024883393,0.013680122,-0.084304474
Uspl1,0.032684326,0.03874727,0.07707736,-0.053424228,-0.06633866,-0.03032993,-0.1147054,0.1534245
Alox5ap,-0.04933053,-0.03621276,-0.084033266,0.033552293,-0.04884967,-0.044280786,0.16533782,-0.08193998
Wdr95,-0.3034612,-0.38511172,-0.7235657,-0.36495876,0.30934608,0.10086125,1.031059,0.62452704
Gm42529,-0.01155876,-0.055797093,0.019934108,-0.030349357,-0.021533761,-0.011916917,-0.04794319,-0.04266329
D730045B01Rik,-0.022475582,-0.051059924,-0.025496678,0.0014409489,-0.0092091765,0.042427596,0.032487497,-0.09587099
Rfc3,-0.067461476,-0.2021837,-0.3078849,-0.62839514,1.0417392,0.05338207,-0.19156076,-0.2163526
Samd9l,0.02277387,-0.10613666,-0.12108235,-0.06356624,0.0019492845,-0.057657138,0.07627254,0.18252856
Vps50,-0.03629269,0.22925617,0.005507672,-0.07049013,0.042136658,-0.057167653,-0.08080035,0.010210368
Casd1,0.026572378,0.08974634,0.08999284,-0.018870499,0.014262508,-0.06974751,-0.13046376,-0.017254142
Pon3,-0.02136651,-0.041741036,0.025369056,0.016383627,-0.039677624,-0.11352749,0.13792321,-0.07138508
Slc25a13,0.0030534873,-0.08919335,0.03687325,0.21552257,0.070616394,-0.05456044,-0.0008567254,-0.17612088
C1galt1,-0.023369627,0.009811387,-0.11609629,-0.15809841,0.08513437,0.036500264,-0.07171982,0.27015433
Glcci1,-0.016846217,-0.050776996,-0.017028915,0.18197952,0.030347649,0.03344154,-0.021710625,-0.025556302
Phf14,0.014991224,-0.123956576,-0.040899966,-0.042790573,-0.073089086,0.124376,0.05386699,0.011872418
Tmem106b,-0.06363557,-0.1360556,-0.18642576,0.19582815,-0.0057124756,-0.0020723727,0.2734757,0.09601432
Tmem168,-0.05951576,-0.09176126,-0.012395877,0.21245414,0.03983492,-0.019351607,0.12656376,0.0972505
Bmt2,0.010926341,0.017006451,0.28897786,0.049776442,-0.086709015,-0.03517978,0.028012969,-0.16333899
1110019D14Rik,-0.034078162,-0.0586169,-0.025266893,0.12758997,-0.009864682,-0.029427277,0.103557885,-0.09340159
Gm26809,-0.0043741767,0.13618211,0.033908416,-0.014345761,-0.04995167,0.004479206,-0.032893024,-0.13922775
Gm20186,-0.0150203,0.112157874,0.27638832,-0.058966998,-0.090779334,-0.088360436,0.046541728,-0.0008735086
Pot1a,0.004027459,-0.16589272,0.0054465677,-0.026636187,0.20230506,-0.006505694,-0.05593118,0.069645785
Prrt4,-0.023023706,-0.053061634,-0.013528991,-0.039777596,-0.035175744,0.009175131,-0.048961796,0.065465875
Calu,0.008974659,-0.11278999,0.009973047,-0.22174305,0.13290928,0.15059532,-0.05883679,-0.09089307
Irf5,-0.06786,-0.05660152,-0.22949393,0.3102352,0.059967674,-0.14404081,0.1337335,0.22505201
Smo,0.07465163,-0.14406952,0.20194,-0.0649423,-0.010222332,-0.007628442,-0.11964859,-0.103231266
Ahcyl2,0.035471704,-0.046907924,-0.11441894,0.049299028,-0.058609974,0.07193839,-0.020532671,-0.090818204
Ube2h,-0.054619446,0.0029040424,-0.060586184,0.49723297,-0.13913222,-0.056495007,0.16915582,-0.014884197
Gm27019,-0.05603083,0.030914467,0.03726819,-0.03186999,-0.019748822,-0.0065259635,-0.006750009,-0.04880126
Lncpint,0.026775306,0.05013342,0.13382114,0.0023946639,-0.079329014,-0.04267549,0.025042957,-0.18646428
Mkln1os,-0.007857199,-0.05828745,0.05712747,-0.06881117,0.022841552,-0.046383854,0.00022484729,0.010355831
Mkln1,0.04192118,-0.1416784,-0.19151643,0.034822706,0.030345924,0.18652412,-0.13882819,-0.032284953
Agbl3,-0.022055924,0.016837766,-0.020442994,-0.05746481,0.020778175,0.07142229,0.005679746,-0.065160066
Tmem140,-0.025436642,-0.09102679,-0.024587817,0.046502504,-0.022409622,-0.08313844,0.12702294,0.3045083
3110062M04Rik,-0.047265135,-0.11783405,-0.06436123,0.018256126,0.06965366,-0.03906131,0.14000073,0.2438649
Cnot4,-0.008539707,-0.052901033,0.1809553,0.061829347,-0.05254828,-0.03491541,0.10215244,-0.046124436
Creb3l2,0.03328647,-0.1134885,0.021940904,0.03984261,-0.0057556117,-0.054365467,-0.02412198,0.101204135
Trim24,0.009784564,0.04342221,0.06076766,-0.029945087,-0.05559011,0.07453321,-0.0380884,-0.13892616
Ubn2,0.05874126,-0.0824919,0.19687805,0.06403927,-0.02890071,-0.07526281,-0.058222305,-0.06017266
Gm26699,0.017861234,-0.061811753,-0.12786381,0.033518072,0.073205255,0.11002112,-0.0035051263,-0.3222249
Hipk2,0.021958807,-0.030716063,0.044057783,-0.07693148,-0.03959678,0.010801722,0.053510923,-0.09806324
Parp12,0.02648658,-0.0070061306,-0.07667226,-0.0315744,0.07060668,-0.087996446,-0.04165762,0.050900146
Kdm7a,0.017238315,0.07740959,0.06696264,0.07861087,-0.109615296,-0.05512085,0.05369518,-0.17914008
Slc37a3,0.033837687,-0.11379827,0.083722286,0.050734244,-0.06819532,-0.037684053,0.029920347,0.081733376
Gm10244,-0.014311001,-0.06370511,-0.0031078372,-0.072601065,0.04521301,0.0008018255,-0.066450655,0.04361095
Trbv12-1,-0.022529883,-0.050086647,0.039045103,-0.020135965,-0.009760459,0.0015580748,-0.040843002,-0.034628835
Trbv12-2,-0.012025538,0.14798579,0.066679075,0.10214033,-0.054499898,-0.07353517,-0.022409497,-0.11891866
Trbv13-3,0.09913823,-0.35253173,0.03194746,0.22332129,-0.060982734,0.097044826,-0.049414165,-0.092941776
Trbv19,-0.04223836,-0.0066352966,0.0007911742,-0.03654623,-0.03000031,0.021828549,-0.0003484344,-0.0456898
Prss2,-0.0414254,0.025924595,0.03657016,-0.04446438,-0.036544994,-0.027905818,0.03843988,-0.055526454
Trbc1,0.090591826,-0.3961152,-0.0006035329,0.6248819,0.047662944,-0.059829414,-0.014073221,-0.2690942
Trbc2,0.056715004,0.100192465,0.09701779,0.6683147,-0.22552846,-0.06946814,-0.2693321,-0.07907964
Ephb6,0.019116517,0.0364349,0.014752907,-0.0037816558,-0.015722249,0.027835459,-0.09628233,-0.11993558
Gstk1,-0.01644174,0.035521984,0.016305715,-0.019862624,0.037759803,-0.012900559,-0.03931097,0.031338565
Zyx,-0.29750153,-0.5052475,-0.86038977,-0.016290927,0.1931063,0.3350592,0.8248223,0.8209286
Tpk1,-0.01803706,-0.018969301,-0.06817345,-0.07061517,0.013212827,0.11105828,0.026036311,-0.13538325
Cntnap2,-0.014619981,-0.05827156,0.029708248,-0.028707962,-0.01846655,-0.007294297,-0.049147382,-0.043013528
Ezh2,-0.08265147,-0.28752536,-0.7098235,-0.6242802,0.22910422,0.98180383,-0.19557,0.10054796
Pdia4,0.027506847,-0.21939364,-0.04654312,-0.21482506,0.17647439,0.0016848841,-0.0342441,0.23662467
Zfp398,0.008795589,-0.043394644,0.03474027,-0.11591439,0.12999046,-0.042294327,-0.027906995,-0.0034375065
Zfp212,-0.010077603,0.06014688,-0.010849901,-0.0054817675,-0.033027664,0.08473552,-0.13745806,0.14159557
Zfp956,0.014822396,0.039903816,-0.020756507,-0.12575608,0.10330164,-0.047908105,-0.030559713,-0.1390958
Zfp777,-0.016599968,0.09827781,0.15181625,0.14006342,-0.070902556,-0.003562038,-0.042453893,-0.09233887
Krba1,0.062469285,0.018546863,0.012891703,-0.12619838,0.007095474,0.017889082,-0.12506692,-0.14583631
Zfp467,0.04616929,-0.105251014,0.14089465,-0.029628245,-0.032452352,0.0005461307,-0.04564984,-0.10495455
Lrrc61,-0.057146657,0.07282542,-0.029511245,0.4033068,-0.061902743,-0.04251347,0.025841933,0.035275258
AI854703,0.04046494,0.12552954,0.12574841,-0.059277814,-0.08687136,-0.03451907,-0.11062559,-0.12943068
Gimap4,-0.30164582,-0.47627693,-0.6789265,0.44424957,0.3783898,0.044997133,0.7441904,0.6290307
Gimap7,-0.31760684,-0.43628442,-0.7651323,0.13098809,0.34953773,0.10896054,0.8689408,0.6515523
Gimap5,-0.07489037,-0.3107784,-0.16860452,0.50601405,0.035005666,-0.034521323,0.38929203,-0.018038465
4833403J16Rik,0.012510122,-0.16392165,0.03841034,-0.09062593,0.021546405,0.0213347,0.030143771,0.18505825
Tmem176b,0.05497095,-0.04046547,0.15614802,-0.08029875,0.038946547,-0.035287518,-0.13449508,-0.10854248
Tmem176a,0.060620233,-0.13969019,0.17746328,-0.089312546,-0.07516178,0.08654562,-0.076279126,-0.043978553
Igf2bp3,0.12241206,-0.18992728,0.107730925,0.019726072,-0.020881506,-0.019347649,-0.12278055,-0.14788224
Ccdc126,0.01887016,0.0045122886,0.13197803,0.11143045,-0.03125002,-0.052469075,-0.0099826325,-0.13559178
4921507P07Rik,-0.039749578,-0.0033625716,0.019206204,-0.028199295,-0.019888258,0.03921058,-0.044786144,-0.03980844
Hnrnpa2b1,-0.00059667684,-0.47179687,-0.4258091,-0.40447536,0.36074784,0.32414263,-0.1889515,0.6921724
Cbx3,-0.014080952,-0.3351725,-0.5572253,-0.5612779,0.21113093,0.53515005,-0.17008302,0.5360553
Snx10,-0.29519707,-0.33579838,-0.69111586,-0.099199116,0.32777902,0.21836345,0.5833353,0.8871848
Hotairm1,-0.019456856,0.017796956,-0.007464604,-0.05564107,-0.04719487,-0.037980992,0.018104289,-0.06743902
Hoxaas3,0.01882889,0.06399,0.049905494,-0.06848905,-0.025792997,-0.025089089,-0.10991447,-0.01621001
Hoxa5,-0.02025165,-0.06269721,0.050544254,-0.024645012,-0.011462982,0.002917163,-0.05095321,-0.043058135
Hoxa7,0.011445032,-0.058799192,0.08484234,-0.04315607,-0.020715645,0.0037643863,-0.08794181,-0.07450163
Hibadh,0.039349876,-0.12722357,-0.10177487,0.35381225,0.018309131,-0.03091019,0.005396281,-0.23684168
Chn2,-0.055136137,-0.13340308,0.067111194,-0.103961945,0.062231973,0.10877581,0.14367253,-0.118208244
Mturn,0.02168697,0.11731553,0.11743739,-0.079366095,-0.045510367,-0.016734153,-0.10309581,-0.055645898
Vmn1r12,-0.027180424,-0.04208705,-0.020399865,-0.03479957,-0.03227504,0.020622896,0.009350123,-0.038325913
Ppm1k,0.04488724,-0.15811665,0.021698518,0.057826318,-0.11081663,0.032573953,0.050991174,0.033199452
Abcg2,0.044079326,-0.040950965,0.10452496,-0.096546635,-0.053053994,-0.0027846354,-0.014997979,-0.08466821
Herc3,0.003608855,-0.0978349,-0.009173162,0.14991632,0.034789544,-0.011849377,0.06631482,-0.14016315
Tigd2,0.09018702,-0.07296777,0.11498886,0.07074449,-0.06423331,-0.0888522,-0.03490023,-0.19457626
Gprin3,-0.09473025,-0.13547269,-0.046903852,0.18422726,0.07967266,-0.04547762,0.28647423,0.10279598
Mad2l1,-0.09540101,-0.17883894,-0.7247448,-0.58090097,-0.051592182,0.9580654,-0.39260805,1.0263214
Gadd45a,0.009703859,-0.09858742,-0.15803735,-0.037950642,-0.06969812,0.13406152,-0.0169918,0.20094815
Igkc,-0.120621465,-0.24038133,-0.16632833,0.4356075,0.083893694,-0.07514837,0.24888507,0.41439462
Cd8b1,-0.08781818,0.12931953,-0.54700077,0.030821947,0.012291833,0.035287026,0.10105922,0.34143633
