,Arm_P2,Arm_P4,Arm_P9,Arm_P10
Phip,0.6360095,0.6408439,0.81781286,0.77769095
Notch1,0.35591686,0.37349048,0.65842015,0.6178974
Cnot6l,1.3995179,1.6718242,3.1543984,2.8500335
Tet1,0.010513227,0.009688335,0.026855147,0.0153274005
Zkscan14,0.042137712,0.061812207,0.112174764,0.11542473
Zfp444,0.11422626,0.09035187,0.15468335,0.14985502
Gatad2a,1.0008258,0.99630344,1.1733829,1.0127076
Id2,3.135823,5.0361705,10.6440525,9.4097
Ddit3,0.13481611,0.16035068,0.28616634,0.23480083
Prmt6,0.027195299,0.019369869,0.030274816,0.021465536
Cd53,2.2255824,2.7883031,6.015956,4.078606
Setbp1,0.032726943,0.044274125,0.10011957,0.05153643
Sp140,0.28021854,0.42547372,0.67338103,0.638164
Srebf2,0.36824512,0.39557537,0.36732256,0.21936803
Klra1,0.0036357117,0.03478609,0.0245074,0.0036754666
Eya2,0.032222893,0.03828706,0.06085232,0.010765107
Pou6f1,0.031987254,0.04551913,0.18880339,0.039689507
Anks3,0.0572382,0.05387971,0.12431674,0.12508811
Vax2,0.025389308,0.023916712,0.034540992,0.026757933
Gata3,0.24709578,0.37627602,0.53135353,0.43694106
Itgax,0.22820547,0.4227867,1.6913298,1.3114222
Adam8,0.07846063,0.11327484,0.19203563,0.06836399
Pbrm1,1.5020771,1.7488133,1.6662694,1.6522561
Itga6,0.14364558,0.18027242,0.30076677,0.19350298
Ddb2,0.12741,0.17204401,0.21706466,0.085743375
Ssbp2,0.028871456,0.03098475,0.055365745,0.01051521
Cd38,0.05111625,0.07183079,0.1481337,0.09426657
Ifngr1,1.6688949,2.9404497,4.5366116,3.63075
Thy1,2.5205102,3.466649,5.415685,5.4276905
Il10ra,0.0914941,0.12825032,0.26464167,0.23257472
Abcb1a,0.09039895,0.12569009,0.2891261,0.2224609
Sirt5,0.0472807,0.027632346,0.046813287,0.012297394
Arid2,0.25395772,0.24217978,0.34152827,0.26510018
Tnfsf8,0.08476324,0.057631634,0.08404031,0.031013051
Mafk,0.13045494,0.14805624,0.29236397,0.1858083
Ly6e,6.656611,8.048979,9.323564,3.036294
Per1,0.092345215,0.116171025,0.28046075,0.22559424
Thra,0.017149663,0.0140353665,0.011437729,0.009578119
Crtam,0.3138303,0.26752654,0.59611607,0.5044937
Slamf6,0.70559233,0.64135563,0.77511567,0.3678625
Max,0.5066631,0.52653414,0.7065138,0.6526387
Rere,0.07939097,0.08784603,0.23836182,0.2398006
Taf5l,0.34117773,0.29962045,0.32915533,0.23985137
Mbd2,3.8470502,3.5607393,4.3289423,4.2847147
Pbx4,0.04175703,0.039781563,0.027359663,0.015635487
Parn,0.20824245,0.18757774,0.21152046,0.1573163
Dpp4,0.4271171,0.47385234,0.8430428,0.65923536
Taf4b,0.065125264,0.042104345,0.06890994,0.026535263
Nr4a2,1.0382463,1.343034,2.0534246,1.597557
Scml4,0.049999997,0.05748785,0.2492411,0.18207371
Cxcr5,0.0073277014,0.010593803,0.012838922,0.00041802385
Dnmt3b,0.04342322,0.034394905,0.04710441,0.0638897
Phf2,0.20004095,0.22318731,0.27083755,0.2940397
Phf1,0.08392773,0.09548396,0.32260713,0.49864653
Smad3,0.13675207,0.21321231,0.32118642,0.48029575
Slamf1,0.13434362,0.17151096,0.2428992,0.21845719
Entpd1,0.03013266,0.050233305,0.08374086,0.09689857
Taf1a,0.036090996,0.0367044,0.0376668,0.039973415
Cramp1l,0.19410832,0.16728461,0.26338327,0.2843832
Cry1,0.22154468,0.20506667,0.4298576,0.4611698
Trdv1,0.008779545,0.017964475,0.011350884,0.020093637
Xab2,0.19119874,0.21405858,0.2413012,0.26282367
Notch2,0.16081385,0.17664331,0.295295,0.4787929
Pknox1,0.30250442,0.30255917,0.3134943,0.36521807
Arid5b,0.15963092,0.27068064,0.55724764,0.5826632
Spn,0.32677808,0.41165227,0.57621586,1.0601155
Zbtb1,0.44809195,0.47841543,0.73519355,0.8225763
Nr3c1,0.37592006,0.3684997,0.59208554,0.99231076
Zfp512,0.07404909,0.06847087,0.09894929,0.102798924
Pvr,0.056130175,0.044238657,0.10307084,0.12682727
Trim25,0.32559606,0.32999152,0.4365155,0.49736872
Kmt5b,0.14350228,0.17606124,0.48291048,0.49133354
Brd1,1.0556598,0.95965654,1.2303853,1.4832797
L3mbtl3,0.12822342,0.11022982,0.34719938,0.405205
Sp3,0.84354687,0.8301752,0.9066116,1.0387094
Kcnip3,0.0015430769,0.0025694424,0.005126198,0.0057359408
Zscan22,0.01989932,0.010900023,0.019773288,0.028159583
Rnf20,0.5478349,0.5233484,0.5618448,0.6135613
Rsf1,0.46620116,0.5265344,0.8401083,1.0141735
Zfp1,0.047483362,0.051320102,0.1279968,0.122904725
Apc,0.16859978,0.20363168,0.39007136,0.37535062
Atad2b,0.28157827,0.31139833,0.49090144,0.53542984
Zfp143,0.15133087,0.17391935,0.14810926,0.15880719
Kmt2d,0.29593512,0.31177908,0.7012339,0.83986354
Ets1,2.3261302,2.964479,5.648125,6.610435
Zfp236,0.084787905,0.10004829,0.16211449,0.17808296
Kdm3b,0.101031944,0.11518036,0.18816197,0.22783992
Ptprc,7.3682227,9.953791,15.541687,19.312992
Chd3,0.5407788,0.5808236,1.3382688,1.4787562
Mllt10,0.3646746,0.3794097,0.46240458,0.5134136
Klf3,0.39025775,0.736855,1.5626601,2.570015
Smad4,0.3212225,0.3742281,0.77085024,1.0890341
Zmynd11,0.38808087,0.42204505,0.7492035,0.7479146
Ash1l,0.42232507,0.44825917,1.0060883,1.1466864
Zfp553,0.054067228,0.05352749,0.051504057,0.058768902
Jarid2,0.20188327,0.3021109,0.6106059,0.7053861
Tcf12,0.2034435,0.2585286,0.32169086,0.38568935
Smarca2,0.18489276,0.20723504,0.45741826,0.45682877
Zfp606,0.035343725,0.027078807,0.039144896,0.047246967
Il18rap,0.4761829,0.6618455,2.3741093,5.490518
Chd6,0.13359645,0.15534736,0.34949479,0.40467775
Trip11,0.5704654,0.67542076,1.2488741,1.3514837
Taf3,0.4855251,0.4649445,0.5167095,0.49561617
Patz1,0.12160282,0.088231795,0.10207201,0.13364969
Itga4,4.4744644,6.2025304,9.216325,10.582665
Nfia,0.012724435,0.021488823,0.05461712,0.08109318
Rb1,0.090966225,0.11500921,0.08517009,0.1304805
Asxl1,0.44905895,0.5200613,0.39749873,0.50437576
Nfxl1,0.073067814,0.075597174,0.06322236,0.08303287
Calcoco1,0.015487975,0.02170864,0.09708723,0.1417411
Zbtb38,0.21244216,0.24416699,0.5037344,0.7285512
Cd6,0.7344087,0.7294125,1.2609949,1.3506454
Zfp382,0.041671272,0.04715396,0.051060982,0.047122825
Ncor1,2.1169686,2.416722,3.259967,3.519425
Rbbp5,0.17583819,0.1783123,0.13275805,0.16757393
Zfp422,0.061230518,0.053410143,0.04188514,0.05467582
Notch3,0.0026818279,0.0026863248,0.006169632,0.050060302
Nab1,1.3320502,1.411779,1.2044691,1.5186262
Hist1h2bp,0.019986155,0.022519574,0.017930908,0.035374604
Il1rl1,0.058753297,0.039122134,0.037630476,0.05764256
Kdm4c,0.104656264,0.120441,0.25364906,0.26572245
Cd8b1,7.176136,10.071331,20.205078,22.703688
Ythdc1,1.3950273,1.3278929,1.4874386,1.525649
Shprh,0.14752442,0.13834143,0.20699796,0.28621963
Rara,0.15267324,0.23549333,0.5121453,0.8468872
Zdhhc21,0.23336492,0.21916549,0.24519576,0.2280913
Prpf4b,1.3345088,1.2746058,1.339693,1.5522633
Kdm5b,0.06730663,0.050704714,0.3379968,0.35578188
Ankrd10,0.47582898,0.50426483,0.60333455,0.67803514
Itgb1,2.452262,2.6195667,7.035635,9.504692
Fli1,0.6572081,0.951558,1.5302802,1.5211889
S1pr1,0.9005459,1.3552009,1.8155279,1.8774695
Aff1,0.08473246,0.106591456,0.18631825,0.20699877
Cd46,0.00452673,0.0062231217,0.01843408,0.036515404
Drap1,1.0201834,0.8968115,0.95858157,1.019398
Lair1,0.253228,0.28472647,0.30976683,0.38307124
Itgal,1.2542442,1.6417034,3.983399,5.234015
Brwd3,0.14361532,0.15219025,0.21945538,0.23388192
Selplg,2.548168,3.563785,6.3173914,6.861313
L1cam,0.049743485,0.06592569,0.10007237,0.15407762
Jmjd1c,0.283387,0.31173545,0.5949441,0.6557604
Stat5a,0.26548198,0.25145006,0.3039622,0.31111616
Arntl,0.058730442,0.06338542,0.24468297,0.35121125
Trim24,0.1793125,0.18336287,0.31302083,0.34322828
Kdm4b,0.032324165,0.031495288,0.06263684,0.08142871
Ehmt2,0.49528125,0.59977084,0.5161776,0.5966827
Phf20l1,0.76412,1.034336,1.3886054,1.7751642
Itgb2,1.7719948,2.5281227,3.3802724,5.497774
Il17ra,0.43808365,0.5664596,0.852082,1.2561854
Zeb2,0.08917434,0.16091838,0.41636264,2.1293304
Ovol2,0.015614679,0.014297378,0.0047818655,0.026687237
Mxd4,0.09714935,0.16932341,0.8199824,1.1064578
Dnmt3a,0.07301155,0.07370805,0.09660011,0.11142444
Vsir,0.45082736,0.7369474,1.8174992,1.8072346
Ep300,0.44728458,0.60524094,0.7163671,0.7880443
Il21r,0.3457623,0.5004981,0.5249218,0.58152366
Smurf2,0.09576299,0.10166919,0.15377714,0.20605512
Icam1,0.2536142,0.23129065,0.4228182,0.4803261
Zhx2,0.023214808,0.026616067,0.05690356,0.051383067
Mef2a,0.18747255,0.2626637,0.4222691,0.5166811
Ahctf1,0.3016145,0.24007916,0.26041177,0.29809713
Baz2a,0.41518956,0.48861608,0.8413528,1.0339255
Id3,0.00030758613,0.0011205318,0.00090750464,0.0017251757
Elf4,0.5963952,0.73445916,0.8370446,1.2128459
Fasl,0.1470493,0.2811162,0.8573298,1.2406894
Klf9,0.027828773,0.03472852,0.04385834,0.048823796
Ikzf3,0.52646196,0.6807893,0.90038097,1.3495322
Crebl2,0.011601424,0.012185975,0.051679567,0.06361129
Eaf1,0.16517292,0.14516793,0.15064661,0.19122279
Brd9,0.66116214,0.78051156,0.52813447,0.7401601
Zdhhc13,0.094618164,0.0870361,0.08864247,0.09474576
Tbx21,0.53911895,0.6090982,0.8599282,1.4644932
Klrk1,1.060121,1.6244788,3.0646834,3.4536626
Stat6,0.28622177,0.33472794,0.45030192,0.5803877
Klra4,0.0006692034,0.004044905,0.0019819243,0.04916152
Zbtb39,0.013240244,0.010204544,0.02284142,0.029928988
Arid1a,1.0913233,1.2788906,1.6527871,1.7569634
Elf2,0.48448542,0.4814115,0.62126315,0.7700957
Klra9,0.0013782808,0.0016792375,0.00977962,0.10678696
Carf,0.0117485225,0.012040663,0.020876566,0.030362034
Nfic,0.1872622,0.2311981,0.35308805,0.69724864
Zfp341,0.020210179,0.024312334,0.018372502,0.027342906
Ncoa5,0.15588178,0.14431943,0.11265763,0.14970934
Kmt5c,0.075697124,0.096727334,0.066098064,0.076845504
Ankra2,0.11636635,0.13632068,0.18823956,0.29504946
Cd84,0.1576998,0.19458133,0.53509414,0.61492103
Zdhhc9,0.02369991,0.029983725,0.042272553,0.06230636
Klra3,0.017268252,0.024277793,0.05985783,0.2885103
Klf10,0.102689475,0.11278315,0.14273378,0.18072157
Gabpa,0.22659734,0.20746404,0.18706171,0.21975814
Zfp248,0.01758352,0.013709176,0.011736696,0.01777859
Fos,1.6285014,1.9124398,2.9501905,3.1121407
Fosb,0.6237713,0.641349,1.0250417,1.0478252
Cd80,0.018793274,0.018364504,0.06724736,0.08225622
Tbc1d2b,0.10607073,0.12103698,0.18755023,0.18755735
Ighd,0.006051101,0.005366882,0.007777156,0.0039792336
Nfe2l1,0.20227422,0.20279333,0.25094545,0.25713998
Zmym2,0.14393353,0.12908755,0.27416253,0.31025657
Klrg1,0.3769169,0.7848491,1.3706671,4.6006584
Zscan21,0.04464784,0.051587358,0.059722185,0.06984624
Klrd1,0.9963103,2.0055585,7.127319,9.639543
Crebzf,0.1900255,0.20466945,0.3163909,0.32977507
Atf7ip,0.21796353,0.36911783,0.6522726,0.6581995
Lef1,0.8529127,0.96193016,1.4480835,1.4005198
Rora,1.0144926,1.3100249,3.9879177,4.3932114
Nfatc3,0.7772002,0.9625051,1.5395743,1.8821003
Ddx5,8.760494,8.916553,13.290882,13.196978
Zbtb20,0.0906786,0.108403526,0.23464295,0.33270594
Zfp36l2,1.039392,1.4960879,3.612999,3.8804393
Snapc1,0.31138083,0.29780805,0.26810387,0.310428
Nrp1,0.20145188,0.20525049,0.3695425,0.3872289
Bin1,0.90452695,1.1751089,1.2153525,1.4162862
Izumo1r,0.0010320455,0.0007533297,0.00073309673,0.00037975772
Zfp354c,0.0031139127,0.0026216374,0.0030733768,0.010462248
Zfp62,0.12762202,0.15898448,0.23348024,0.3362181
Cbx7,0.10031258,0.10870168,0.26476303,0.27522695
Zfp131,0.30312875,0.29122993,0.43071857,0.45650545
Klra8,0.0016781096,0.0050343997,0.0044255154,0.04984404
Ncoa3,0.22758499,0.27165756,0.44330573,0.5094142
Sox5,0.0034778386,0.0018557283,0.005308054,0.03551323
Cx3cr1,0.037054297,0.09439148,0.5272393,2.0529702
Meis3,0.032542683,0.035685893,0.075561695,0.123187006
Crebbp,0.60510445,0.7123937,1.2563493,1.4212728
Mxi1,0.1765485,0.21825317,0.31466877,0.3799037
Polr3f,0.18656062,0.16841178,0.17824277,0.18480454
Tcf4,0.0758646,0.06263815,0.07347219,0.10360759
Nt5e,0.020519178,0.031661406,0.064115986,0.09861693
Prkcd,0.20987646,0.22721042,0.30134064,0.34665626
Sp100,1.2130772,1.9151841,4.3874884,4.9631934
Zfhx2,0.048549563,0.061227694,0.34376264,0.43812877
Tfdp2,0.06578712,0.07309412,0.053733375,0.0774961
Foxj2,0.046017036,0.0659133,0.18077095,0.2162175
Zfp282,0.095043756,0.07710159,0.09459945,0.12837063
Rnf19a,0.17679377,0.23566489,0.30053088,0.42744493
Sertad2,0.19648719,0.22016461,0.3790643,0.4306509
Cd68,0.09264869,0.1527978,0.20844838,0.22075565
Foxn2,0.35433307,0.3918136,0.36797896,0.35833967
Itgae,0.00909082,0.01303482,0.005481678,0.023967037
Tsc22d3,0.54788494,0.74937207,1.6792048,2.2046287
Ikzf1,1.7956586,2.180918,2.443496,2.397126
Ski,0.14635153,0.16743834,0.32363242,0.37449166
Med8,0.8451068,0.80990267,0.7371481,0.8678894
Klrb1c,0.037725594,0.038499646,0.2342748,0.74509627
Bcl6,0.0099393455,0.009475174,0.024476528,0.030733911
Elk3,0.27650717,0.31380108,0.4194183,0.54734904
Bcl11b,1.4703374,1.8135608,3.8448927,4.606238
Zkscan5,0.014534375,0.016552737,0.022055605,0.021153064
Ubn1,0.81395847,0.7981657,0.9674915,1.0473827
Tnfrsf1a,0.118906476,0.118039794,0.19055688,0.23796552
Prdm4,0.12810293,0.10344106,0.089603655,0.12893996
Ercc2,0.07037149,0.060921032,0.09514229,0.11146204
Smyd4,0.040739547,0.042929642,0.02510381,0.031736307
Foxp1,0.226716,0.2862693,0.64853275,0.69516706
Kdm7a,0.23989278,0.2896643,1.0682411,1.3485817
Fosl2,0.099595316,0.14085348,0.31559005,0.46015725
Nsd1,0.62256336,0.64429456,0.7933564,0.88266146
Mef2d,0.46295327,0.578654,1.0780792,1.1534905
Nfkb1,0.49134833,0.46679908,0.7051898,0.73237485
Klrc2,0.05012553,0.083308294,0.27447826,0.44757292
Kmt2a,0.75948745,0.775216,1.689178,1.8319883
Foxn3,0.384747,0.5800275,1.3641014,1.7590837
Phf14,0.5528069,0.6420699,0.8349189,0.8778553
Irf2,0.7024859,0.925641,1.6953447,2.0017385
Kdm6b,0.371617,0.49074757,1.1127303,1.3265257
Tnfaip3,1.295681,2.0887961,4.766669,4.7650647
Kat2b,0.09967673,0.09477357,0.16437228,0.22349413
Gadd45b,1.0300016,1.0679252,1.2833725,1.4670904
Nfatc1,0.1581448,0.21136284,0.37438616,0.42190087
Btg2,1.4539024,2.2133303,5.4555826,6.1207614
Mtf1,0.123746656,0.10430085,0.14863314,0.154495
Rest,0.57962334,0.48841977,0.63886493,0.6167618
Rarg,0.035038896,0.029181596,0.061020084,0.083511524
Chd7,0.62876266,0.9124916,1.3835917,1.8030615
Ncoa4,0.014419511,0.018543007,0.01149389,0.01571313
Baz2b,0.073291,0.09004803,0.22657941,0.21233304
Fcgr2b,0.028639592,0.032707147,0.25280043,0.52810574
Stat4,0.5290467,0.7285834,1.03417,1.1410182
Nsd3,0.47324952,0.58978826,1.1942424,1.3996019
Cd200r1,0.00636256,0.004827659,0.008128594,0.012154646
Klrc1,0.92607117,1.4973093,3.2419748,5.3708587
Atp1b3,3.9933035,4.9972706,5.8226466,7.239563
Aff4,0.16796535,0.16334313,0.30660942,0.34145078
Brpf3,0.05372804,0.044551466,0.07020588,0.10367782
Hbp1,0.06927205,0.0956588,0.34906963,0.39555237
Chd9,0.093234345,0.094199225,0.20470342,0.19687246
Xpc,0.07547752,0.069462955,0.11833441,0.13413769
Zfp213,0.06838466,0.06351877,0.06892808,0.069692925
