,AllAct_P2,AllAct_P4,AllAct_P9,AllAct_P10
Itgax,0.053366635,0.08275894,0.17432772,0.1501974
Top2b,0.5282133,0.5941672,0.8619331,0.8563483
Zfp236,0.23898506,0.2173914,0.34714842,0.3589079
Ikzf1,6.041893,6.330191,7.2472076,6.8072357
Cd226,0.5952906,0.7011292,1.6953608,1.3183364
Eya2,0.16272825,0.15913874,0.29758626,0.050564673
Klf6,0.23433508,0.26983038,0.45288706,0.35793316
Nfkb2,0.09577604,0.13010894,0.16267262,0.12095057
Crebl2,0.0125609655,0.007503692,0.036604017,0.016481264
Itga1,0.082528666,0.13347249,0.73424935,0.5026085
Kat2b,0.52208954,0.4889016,0.867635,0.8559376
Sp4,0.49437565,0.74194837,0.8335624,0.6980548
Sirt5,0.009917308,0.005845066,0.008669851,0.005401544
Hdac7,0.20903634,0.25459924,0.2913427,0.23594949
Jarid2,1.6387904,1.7815698,2.1258788,1.862894
Cd55,0.034822088,0.067895725,0.16372868,0.04232981
Tgif2,0.1132798,0.13676557,0.122283086,0.056749213
Zfp341,0.059626266,0.06725882,0.077456206,0.07267309
Itga6,0.10870483,0.13576813,0.311162,0.17641422
Ikbkb,0.13857064,0.13841245,0.22120845,0.18272573
Cd274,0.9078079,1.1581423,1.2528646,0.7794299
Taf4b,0.4852596,0.5111654,0.5123499,0.27890897
Mxd1,0.17661773,0.3308795,0.6463353,0.45757046
Nmi,0.27551377,0.35980675,0.47424152,0.4850498
Mxi1,0.77888733,1.0873045,1.1013235,1.0593611
Pvr,0.09272056,0.08026907,0.08647716,0.07078603
Stat4,4.432249,5.3645473,6.3389783,5.906308
Zfp62,0.28120968,0.30217218,0.36906698,0.35360324
Sp140,0.1821974,0.20368169,0.28233278,0.28846523
Tcf12,2.9544678,2.3510227,3.5141232,3.4675987
Xab2,0.04113011,0.054919,0.05301942,0.039132554
Cxcr6,0.16907136,0.26085612,0.50648844,0.25931218
Ddit3,0.010861145,0.014573608,0.013487806,0.0056855497
Smad7,0.27584973,0.41299316,0.37870342,0.24567772
Zfp354c,0.015692748,0.0129642505,0.01698549,0.008839362
Bmi1,0.008789361,0.010289751,0.010843693,0.0022293592
Fos,0.05558521,0.062496472,0.09074206,0.058007084
Ddx5,1.3654699,1.2967961,1.8520294,1.8037578
Vax2,0.02400578,0.01880148,0.02789793,0.014034279
Adam8,0.028073343,0.05235287,0.060656738,0.021069666
Mef2d,1.1430963,1.4733042,1.9243681,1.8703957
Cd5,1.0404811,1.5061514,1.8820466,1.4621216
Ifngr1,2.286481,3.8144548,4.121915,3.8036137
Klra1,0.0013173899,0.008909219,0.011333504,0.0013810134
Zfp1,0.10444337,0.112240456,0.106250815,0.067421414
Relb,0.83653486,1.1695869,1.1775732,0.9405071
Max,0.42883247,0.48287028,0.5164581,0.41589338
Zeb1,2.0532715,2.239226,2.82562,1.3593687
Ly75,0.35585883,0.37999645,0.5237673,0.41391483
Bcl6,0.19626586,0.22353841,0.35376996,0.19522803
Satb1,3.6336603,4.0453315,6.328764,5.4147787
Aff1,0.69140023,0.87074405,1.363377,1.3129492
Bop1,0.15559375,0.13313408,0.12770498,0.10658042
Daxx,0.09061978,0.08725649,0.10460112,0.08767701
Ythdc1,2.0415502,1.990025,2.2600882,1.9778241
Nt5e,0.04308437,0.051632598,0.05984126,0.033040956
Ncr1,0.0,1.547621e-05,1.0256883e-05,0.0
Foxp1,2.1650057,2.485772,4.69534,4.8125205
Tlr1,0.0029539447,0.0058883317,0.009484544,0.00074386824
Bbx,0.5834101,0.48810405,0.8108999,0.75138015
Lag3,0.04559218,0.044758044,0.036232963,0.008491592
Sp110,0.078792796,0.0848173,0.15373254,0.13909416
Ifi204,0.004135557,0.0062759193,0.017320892,8.9094676e-05
Fosb,0.29631612,0.30682606,0.26410636,0.25961605
Cnbp,0.60099256,0.5148168,0.61124915,0.5921483
Bst2,0.028985523,0.021483807,0.038587585,0.011358577
Cnot6l,3.5863297,3.182176,4.282622,3.5493948
Pecam1,1.061199,1.2952627,2.0099046,0.67431825
Ascc3,2.1409864,2.1173017,2.5719101,2.2425354
Sub1,1.0303012,1.1659799,1.3929946,1.1077205
Nfatc1,0.7648736,0.6780508,0.8265103,0.69977134
Aff3,1.0321225,1.1515105,2.232775,0.41910446
Zhx2,0.2757509,0.24053754,0.44670576,0.30522868
Ubn1,1.0247605,1.0936708,1.1790357,1.1134716
Rai1,0.28404006,0.1994079,0.2939379,0.28697047
Igf2r,0.26624516,0.33318314,0.4813345,0.31346467
Brwd3,0.2892706,0.2755662,0.35901105,0.33276606
Stat1,1.3474225,1.6426526,1.790674,1.3093519
Slc3a2,0.89536464,1.1526304,1.488999,1.2055423
Baz2a,0.3765856,0.50073844,0.60291797,0.67151916
Abcb1a,0.51830363,0.8840837,1.7066209,1.5548959
Tnfrsf1b,0.55501366,0.87749314,0.89128864,0.5864891
Cd2,1.0331235,1.0359944,1.0795953,0.8037789
Cd38,0.01798813,0.019401714,0.035534777,0.020509852
Setbp1,1.070242,1.1193265,1.3080723,0.77915096
Jmjd1c,2.4792025,2.1018455,2.3184698,2.109847
Zfp113,0.0052165883,0.0082208505,0.0047639087,9.685729e-05
Ube2b,1.0727262,1.397093,1.8766577,1.6027457
Itga2,0.013425413,0.029703816,0.07209457,0.062223237
Cd53,1.1280594,1.6264155,2.2425783,1.7587057
Snai3,0.018329423,0.017403144,0.024234759,0.006685276
Cd69,0.091267996,0.10168899,0.13244438,0.05038651
Tbc1d2b,0.10871721,0.10501371,0.11562151,0.11696998
Lamp2,0.16128996,0.20531778,0.30717832,0.21169949
Ppargc1b,0.09995296,0.054145362,0.09900242,0.0886695
Vsir,0.16410138,0.20985097,0.29173294,0.29736558
Cbx4,0.53598946,0.6164188,0.6868872,0.59447217
Fli1,2.2469912,2.9723938,5.0451374,4.478623
Zfp36l1,0.44601867,0.48397812,0.7120539,0.4798123
Btbd11,0.37631372,0.37750897,1.386458,0.7747766
Arid2,0.71722084,0.56798327,0.71936995,0.6614794
Il7r,0.19531874,0.15859422,0.31933457,0.04508226
Id2,0.24034382,0.34589112,0.40707812,0.4085812
Hopx,0.16472934,0.21439359,0.27854615,0.14694503
Ccr2,0.09891111,0.15858993,0.32696614,0.17236519
Foxj2,0.041560154,0.052686345,0.069018185,0.054956626
Cd46,0.07121506,0.066333696,0.124443896,0.12531589
Ptprc,14.51528,18.509968,18.477703,19.515226
Mef2a,1.0799295,1.2176516,1.6995378,2.0355227
Fcgr2b,0.011980566,0.018410733,0.11931324,0.22142006
Ncor1,2.693005,2.4213798,3.5787652,3.6822317
Hivep2,2.1966476,2.4698226,3.8727386,3.9950187
Notch1,0.0825026,0.08176938,0.119636424,0.11358327
Esr1,0.022113008,0.033974614,0.044550106,0.051965192
Nfic,0.029068757,0.01966659,0.022644158,0.026901966
Ncoa5,0.29454273,0.22517227,0.19266824,0.29483894
Elf4,1.4573946,1.4149383,1.5807834,2.3398438
Zfp36l2,0.005281464,0.005898883,0.014185896,0.017442184
Brd9,0.21826407,0.26296732,0.18708815,0.29078633
Sox5,0.2139803,0.27704334,0.32814905,0.83202213
Rsf1,0.96297866,0.98090404,1.4046546,1.6420879
Nfatc3,2.1152585,2.324725,2.7664168,2.8664465
Cd8b1,0.62477326,0.67119503,0.6009674,0.6908441
Irf7,0.0334371,0.04784534,0.11323939,0.13305743
Phf2,0.15505116,0.102085344,0.15925789,0.17699061
Stat6,0.07717042,0.08051184,0.112770334,0.13240553
Fus,0.7972638,0.7014115,0.76380503,0.793622
Mxd4,0.008504317,0.013123753,0.023161745,0.033109814
Notch2,0.32832024,0.34182325,0.651852,0.73739517
Prkcd,0.09614672,0.11852561,0.100709416,0.15806276
Zbtb39,0.030911548,0.03622105,0.015286861,0.028185673
Mta3,0.8913777,1.1142305,1.4898244,1.5664245
Med27,0.5743257,0.6083991,0.6895253,0.74273664
Zbtb38,0.16053022,0.19281803,0.15099095,0.18290964
Phf14,0.64113986,0.7214134,1.0037353,1.0630145
Ppard,0.098312266,0.12972999,0.2623598,0.2625079
Rbl2,0.38411897,0.442971,0.6426104,0.71888196
Itga4,5.9815555,7.8916106,9.557973,10.657937
Itgb1,0.79992604,0.7704005,2.310024,2.7017086
Smarca5,1.1179024,1.0158211,1.1376543,1.2016492
Kmt5b,0.23391901,0.29028407,0.6105735,0.6222593
Notch3,0.0023317526,0.0016147869,0.0015761697,0.047006883
Polr3b,0.4132834,0.40340874,0.47051385,0.46294332
Trdv1,0.0025411882,0.004615847,0.0038503706,0.007318384
Meis3,0.006360523,0.0062755854,0.010890456,0.037684143
Zbtb20,0.92430925,1.3388462,1.5488459,1.9969268
Klrb1c,0.0015296967,0.0012528739,0.0094741015,0.020044627
Kdm3b,0.48895958,0.5103462,0.987982,1.1518915
Plag1,0.0489918,0.029901527,0.0478035,0.048551008
Eomes,0.021202877,0.016145617,0.018336074,0.016971977
Rgs14,0.008421702,0.008326405,0.008453744,0.014546096
Il17ra,0.18961811,0.20619468,0.21649872,0.31069463
Atf7ip,0.62070704,0.8515606,1.0524793,1.1807836
Sertad2,0.32464474,0.27715823,0.26617667,0.33488348
L3mbtl3,0.31398237,0.1915288,0.6044177,0.67128736
Gadd45b,0.14542647,0.16294046,0.14330077,0.18958305
Hdac8,0.66303086,0.7676694,2.0313215,2.1804163
Tsg101,0.3119673,0.35078272,0.2691838,0.36349612
Lair1,0.115274474,0.10119702,0.102608524,0.117765784
Zkscan5,0.056700744,0.068707064,0.047060445,0.06303774
Klra9,6.660395e-05,0.0027358795,0.0022073262,0.0045690686
Klf3,0.30153808,0.52140945,0.8739256,1.2078922
Itgal,0.5065064,0.58214766,1.4058703,1.9930264
Anks3,0.06591555,0.08827666,0.10366203,0.12978642
Phf20l1,1.3952215,1.6461194,2.0616603,2.4451287
Smurf2,0.7761471,0.70281774,0.8964788,1.1642576
Klrc2,0.14294218,0.21532941,0.45463046,0.56705445
Klrg1,0.13853645,0.21305767,0.18661766,0.6599394
Rnf19a,1.3374262,1.9399668,1.8877169,2.4592025
Phc2,0.18190096,0.1957161,0.21914493,0.210424
Chd3,0.046515223,0.066424586,0.07306894,0.1348929
Pbrm1,1.0888717,1.1082888,0.9568784,1.089507
Ankrd10,0.4978045,0.39379063,0.34664628,0.54048544
Cx3cr1,0.062831715,0.074890375,0.12937416,0.46637407
Shprh,0.28734317,0.26927513,0.3784228,0.4750448
Ovol2,0.0031248133,0.0052744406,0.0012127615,0.030006723
Irf9,0.24346061,0.22386052,0.24199642,0.28623986
Kdm4c,0.8970947,0.97853255,1.780428,1.9447539
Hivep3,0.13145943,0.09477291,0.098005086,0.24357685
Brpf3,0.09802595,0.07584017,0.07031101,0.08543942
Cd37,0.04303727,0.056710117,0.11093577,0.15927951
Ash1l,1.303759,1.0060637,1.5305078,1.6971145
Atp1b3,1.453625,1.5386851,1.5806031,1.8836803
Ehmt2,0.06295593,0.056157015,0.051367596,0.08277894
Icam1,0.49656636,0.53142166,0.4874255,0.5073922
Klra6,0.0014700859,0.0027407762,0.0025909422,0.006728786
Rara,0.13603,0.14731374,0.1786463,0.24384423
Trp73,0.015473381,0.013187303,0.008934652,0.015093821
Ifnar1,0.1440925,0.2191961,0.23318037,0.25764275
Il2rb,0.5078108,0.66942656,0.668175,0.7214768
Elp3,0.05690375,0.046569347,0.04754866,0.07457973
Cd96,0.24734117,0.3417511,0.89439803,1.1087083
Spn,0.15492383,0.17499904,0.18769403,0.42065078
Kcnip3,0.0019179363,0.0004190214,0.0068588885,0.012796627
Il10ra,0.25132927,0.38085538,0.32521453,0.37990522
Thy1,0.17973152,0.19850121,0.19573575,0.21107206
Smad3,0.47271106,0.599409,1.0775129,1.4442667
Klf9,0.023500966,0.025976064,0.027195139,0.030012269
Klf4,0.0097857695,0.0061298157,0.007901012,0.013308473
Zfp277,0.25743642,0.23117667,0.33703128,0.34985092
Chd9,0.49633405,0.3812589,0.68909925,0.86730874
Nsd3,2.5178761,2.7162106,4.0208197,4.2613144
Kdm6b,0.48293912,0.5377142,0.8960375,1.1225502
Fosl2,0.042747155,0.060334522,0.09849885,0.13436812
Aff4,0.63321215,0.77977175,1.0339065,1.0999408
Zscan21,0.1166782,0.15376157,0.12569794,0.14820762
Crebzf,0.18591012,0.15191661,0.13976735,0.1551962
Itgb2,0.1639603,0.19795471,0.24123411,0.40984905
Bcl11b,2.0790958,2.1493294,2.1477854,2.7369583
Zdhhc9,0.043412726,0.04290162,0.06013207,0.081096925
Zmym2,0.29890186,0.30267897,0.49263865,0.6461407
Lgals9,0.22957423,0.28370723,0.28168678,0.34923795
Bin1,0.118065976,0.17185351,0.24640821,0.3113332
Creb1,1.0939095,1.1322416,1.0152469,1.1926297
Tnfrsf25,0.002220149,0.002140082,0.012678976,0.013829369
Btg2,0.07370816,0.094918385,0.21710941,0.23813057
Lef1,1.6445999,1.7266351,2.7515323,2.926338
Nsd1,0.99291617,0.8107375,1.3793316,1.5540875
Rora,5.3435693,5.798731,8.432175,8.629007
Smad4,0.5104515,0.52473956,0.82789475,1.0853081
Kmt2a,0.67405444,0.54125816,0.63400996,0.68237716
Padi2,0.07930251,0.1585463,0.2232064,0.25464386
Parn,0.26201034,0.20458965,0.2521483,0.2614589
Elf2,0.73357946,0.6385093,0.6497627,0.685471
Deaf1,0.18664657,0.1567419,0.19750702,0.20145208
Cry1,0.30144572,0.2811778,0.5793367,0.6130599
Mllt10,2.0593586,1.7102578,2.0187294,2.2208543
Nrp1,0.35188362,0.31780246,0.554455,0.5660426
Abcg2,0.032783594,0.021401983,0.01811746,0.051587608
Adam10,0.5128725,0.42023098,0.49026194,0.59681624
Foxk2,0.30444953,0.2080774,0.20709434,0.28515774
Apc,0.6825987,0.7654676,1.1040784,1.2830596
L1cam,0.024523133,0.026264826,0.10126332,0.12894394
Ets1,3.043837,3.7743542,4.239062,4.6448545
Nfia,0.15784973,0.17889059,0.35065848,0.55819416
Baz2b,0.5690196,0.584014,0.8399654,0.9158709
Zfhx2,0.02692056,0.022940312,0.06948001,0.092883065
Rere,0.64956695,0.4850049,0.74028265,0.87051916
Zmynd11,0.47683707,0.45988137,0.7337331,0.7400928
Ep300,0.35277796,0.34353882,0.43903616,0.5295431
Klrk1,0.6097097,0.73192835,1.3670337,1.3709452
Tbx21,1.622486,1.8779001,2.487689,3.8491433
Entpd1,0.108410604,0.2191988,0.3084217,0.4766392
Klra3,0.008914448,0.008688414,0.02528446,0.091387525
Nr3c1,0.81023765,0.82041264,1.1144632,1.3679532
Klf13,0.7297109,1.0894892,1.1648948,1.4566065
Cd48,0.49726227,0.5381195,0.5447629,0.7628048
Smarca2,0.7197965,0.6798089,1.1385262,1.1975319
Crebbp,1.3292358,1.3284123,2.2213938,2.4479258
Tnfaip3,2.3190513,3.4309046,4.5885663,4.8099723
Cd84,0.27407902,0.32560715,0.6228857,0.70464355
Tle1,0.08144863,0.045043577,0.041956663,0.0791345
Kmt2d,0.031932674,0.02840561,0.06054434,0.067122236
Phf1,0.0011520106,0.0011297903,0.0027748486,0.008472677
Cd6,0.46175066,0.7215002,1.5056087,1.6707287
Atad2b,0.9829844,1.022817,1.7156163,1.8341001
Ikzf3,2.9112086,2.7214527,4.0420017,6.5123305
Irf2,0.552509,0.57407033,0.95885843,1.0759058
Foxn3,3.9344127,4.261381,5.2068644,6.504606
Sp100,1.7872292,2.2513132,4.4236774,5.222009
Klrd1,0.08547299,0.14998515,0.3910566,0.5574934
Trip11,0.8160557,0.8546093,1.2060641,1.2627683
Kdm5b,0.08392575,0.08463539,0.31031644,0.34755158
Arntl,0.23357446,0.24561957,1.1503868,1.5088986
Kdm4b,0.10112148,0.104545295,0.20028538,0.2385093
Ankra2,0.11437873,0.11425394,0.10664976,0.10418668
Pknox1,0.16278845,0.1495272,0.13755697,0.15834567
Calcoco1,0.012391308,0.019558428,0.044193517,0.044584543
Thra,0.024805201,0.008505196,0.02431814,0.023315601
Nfkb1,2.5899916,2.4217594,3.0339212,3.0948284
Il4ra,0.0934307,0.11277464,0.10728786,0.14136074
Kdm7a,0.43972835,0.6789542,2.349193,3.499404
Il21r,0.60260427,0.70285547,0.651143,0.9188733
Med12,0.046543133,0.05038733,0.060322933,0.08094876
Tshz3,0.008403024,0.011526136,0.0228709,0.03209964
Fhl2,0.16644841,0.17808641,0.12053153,0.20354633
Dnmt3a,0.20992188,0.13341238,0.24137631,0.3021244
Fasl,0.23750055,0.46040648,0.85933936,1.1882302
Nr4a3,0.7844806,1.0101162,1.213964,1.4508327
Zfp131,0.31679326,0.33674845,0.32173723,0.32741505
Klra8,0.0,0.0024225353,0.0017690795,0.014917067
Klra4,0.0,0.0030410083,0.0010058802,0.014684279
Brd1,0.40539598,0.3056724,0.37107348,0.4355083
Chd6,0.51921076,0.5595685,0.71326846,0.8715774
Papola,0.9664918,0.7954118,0.7664222,0.96990436
Zeb2,1.2621835,1.5501393,2.7974133,12.668367
Il18rap,1.3452287,1.8916141,4.602699,9.504924
Klrc1,0.7219959,1.0673593,1.5632094,1.9062511
Elk3,0.26213416,0.25526202,0.30332342,0.3572849
Zfp282,0.10905805,0.090986334,0.11639545,0.1359042
Ski,0.21585262,0.18621865,0.34870413,0.36278838
