,AllAct_P2,AllAct_P6,AllAct_P8,AllAct_P9,AllAct_P10
Zfp553,0.0119186025,0.011166629,0.0016784852,0.0023963528,0.00015898659
S1pr1,0.3328934,0.38247907,0.28057942,0.21792054,0.15782565
Rest,0.07356376,0.08619252,0.06662365,0.06513606,0.058657903
Snrpb,0.32614696,0.33464292,0.19567822,0.1810804,0.18172498
Klra1,0.0013173899,0.011318749,0.0018969891,0.011333504,0.0013810134
Klf10,0.12779602,0.12927268,0.115822636,0.0858872,0.08736274
Coil,0.3121321,0.34358624,0.16359049,0.15722725,0.12706222
Polr2k,0.18291323,0.18578333,0.09482466,0.07318621,0.07385302
Pwp1,0.14280494,0.17276676,0.08952489,0.10088964,0.070280075
Ighm,0.61995655,0.5945561,0.6918512,0.4755351,0.23903716
Cd84,0.27407902,0.41066623,0.71786356,0.6228857,0.70464355
Ar,0.29659942,0.22719838,0.4636765,0.3018254,0.29144305
Cd80,0.23385608,0.26855403,0.7531648,0.21819979,0.26432177
Zfhx2,0.02692056,0.023441851,0.10243319,0.06948001,0.092883065
L1cam,0.024523133,0.035030562,0.13466644,0.10126332,0.12894394
Notch1,0.0825026,0.104126774,0.15575251,0.119636424,0.11358327
Jarid2,1.6387904,1.7808753,2.4051154,2.1258788,1.862894
Calcoco1,0.012391308,0.023480052,0.048337825,0.044193517,0.044584543
Bin1,0.118065976,0.21250355,0.33062527,0.24640821,0.3113332
Zfp113,0.0052165883,0.013141661,0.013439722,0.0047639087,9.685729e-05
Znfx1,0.11126729,0.13069758,0.2758042,0.23697871,0.19575378
Arid5b,1.2656764,1.9198669,4.1573796,2.6956553,2.417225
Cd274,0.9078079,1.1724813,1.3852254,1.2528646,0.7794299
Mafk,0.03357988,0.040604603,0.06449257,0.05365485,0.036951374
Lamp2,0.16128996,0.21416967,0.32947075,0.30717832,0.21169949
Igf2r,0.26624516,0.43838286,0.7764368,0.4813345,0.31346467
Mta3,0.8913777,1.2874115,1.9017638,1.4898244,1.5664245
Prmt7,0.17777213,0.15354057,0.20442653,0.090839505,0.063488856
Ppard,0.098312266,0.110452585,0.30765998,0.2623598,0.2625079
Ep300,0.35277796,0.33117893,0.6035045,0.43903616,0.5295431
Chd9,0.49633405,0.43953213,0.9411936,0.68909925,0.86730874
Zfp277,0.25743642,0.22410803,0.39760527,0.33703128,0.34985092
Jdp2,0.04384059,0.038404025,0.102363266,0.03605616,0.026954519
Elp3,0.05690375,0.057878308,0.08280602,0.04754866,0.07457973
Tnfrsf1b,0.55501366,0.90098506,1.0686228,0.89128864,0.5864891
Cd160,0.058509808,0.04569982,0.07726033,0.023800014,0.036179025
Tet3,0.1999161,0.15921454,0.31743065,0.2547562,0.2099138
Crebzf,0.18591012,0.17801763,0.21566208,0.13976735,0.1551962
Btla,0.53219515,0.39864781,0.93435824,0.32354102,0.09497116
Zscan21,0.1166782,0.135847,0.18416451,0.12569794,0.14820762
Ncoa3,0.45389536,0.57936805,0.67681426,0.42151225,0.39386854
Maf,0.010726306,0.034295924,0.061159182,0.011307477,0.0037416404
Il2rb,0.5078108,0.693882,0.72432077,0.668175,0.7214768
Zmynd11,0.47683707,0.5273682,0.7713395,0.7337331,0.7400928
Rarg,0.028146679,0.03656443,0.06430566,0.037223842,0.038074363
Lag3,0.04559218,0.07351234,0.33725846,0.036232963,0.008491592
Arid1a,0.58813566,0.4637325,0.87185705,0.48961315,0.46268317
Adam8,0.028073343,0.051228955,0.09311714,0.060656738,0.021069666
Ighd,0.0029934726,0.0038789178,0.005341934,0.0015874483,0.00012992811
Itga4,5.9815555,7.7859626,14.9938755,9.557973,10.657937
Trim25,0.19082725,0.24727243,0.4533021,0.34350637,0.32381284
Irf2,0.552509,0.74420047,1.9790537,0.95885843,1.0759058
Ercc5,0.07286743,0.0631526,0.10476894,0.06259387,0.0588252
Nfatc1,0.7648736,0.82343435,1.1070793,0.8265103,0.69977134
Nrp1,0.35188362,0.43219483,0.84117985,0.554455,0.5660426
Tox,3.2779248,3.2712739,13.091988,2.314104,0.8511488
Dnmt3a,0.20992188,0.14791998,0.6445765,0.24137631,0.3021244
Baz1a,1.9909066,1.9874519,3.2919781,1.9512167,1.8606563
Kat2b,0.52208954,0.51441693,0.92431355,0.867635,0.8559376
Tbc1d2b,0.10871721,0.1121636,0.178593,0.11562151,0.11696998
Il10ra,0.25132927,0.4434549,0.75226754,0.32521453,0.37990522
Xpc,0.02512679,0.014326446,0.025319573,0.011256177,0.019717738
Pbx4,0.020227373,0.020088485,0.028041748,0.007417589,0.0058478503
Zfpm1,0.14200188,0.08547395,0.15490666,0.05764168,0.05820844
Itga6,0.10870483,0.16442603,0.3642001,0.311162,0.17641422
Rai1,0.28404006,0.19089028,0.32755443,0.2939379,0.28697047
Id2,0.24034382,0.3736695,0.4726701,0.40707812,0.4085812
Il1rl1,0.046696994,0.055232763,0.27050585,0.022170773,0.037448622
Pdcd1,0.34907362,0.5116647,0.7679137,0.07047615,0.04110308
Cd48,0.49726227,0.56011456,0.77056223,0.5447629,0.7628048
Ctnnbl1,0.32621264,0.28610975,0.38018155,0.3012572,0.28145793
Ncam1,0.015856536,0.009268857,0.02704058,0.0022832768,0.00022663678
Entpd1,0.108410604,0.2843177,0.8157494,0.3084217,0.4766392
Cd46,0.07121506,0.064130574,0.17504251,0.124443896,0.12531589
Pou2f2,0.22787538,0.25977653,0.5130031,0.20948045,0.18584327
Padi2,0.07930251,0.18322816,0.26886326,0.2232064,0.25464386
Elk3,0.26213416,0.32640454,0.45762247,0.30332342,0.3572849
Setbp1,1.070242,1.5565507,4.425703,1.3080723,0.77915096
Ly75,0.35585883,0.4448759,0.6282892,0.5237673,0.41391483
Itgb3,0.1190972,0.20139042,0.2893483,0.1555434,0.050361995
Pecam1,1.061199,1.2542542,2.3862374,2.0099046,0.67431825
Nmi,0.27551377,0.4236007,0.55241513,0.47424152,0.4850498
Vax2,0.02400578,0.031312473,0.22271398,0.02789793,0.014034279
Stat1,1.3474225,1.8325226,2.0161695,1.790674,1.3093519
Baz2a,0.3765856,0.63849866,0.71503896,0.60291797,0.67151916
Tcf4,0.18510312,0.10592833,0.2618424,0.12193308,0.12328523
Kmt2a,0.67405444,0.5349419,0.80868524,0.63400996,0.68237716
Snai3,0.018329423,0.018394934,0.039138693,0.024234759,0.006685276
Ccr9,0.1061275,0.110663265,0.22095184,0.039783612,0.030012572
Nfic,0.029068757,0.025849909,0.035534207,0.022644158,0.026901966
Nab1,1.0303566,1.1704783,1.2607356,1.044252,1.0656034
Pbx3,0.5118125,0.40471724,0.83728117,0.2678906,0.30792257
Foxk2,0.30444953,0.25678915,0.3804378,0.20709434,0.28515774
Tfdp2,0.13353936,0.0635118,0.18742515,0.061521303,0.06310739
Atm,0.5841823,0.50702804,0.60949254,0.44120446,0.41013268
Dnmt3b,0.024701595,0.017866453,0.06077561,0.02238187,0.018660057
Adam10,0.5128725,0.48474586,0.84163964,0.49026194,0.59681624
Foxn3,3.9344127,4.286604,12.490549,5.2068644,6.504606
Nsd1,0.99291617,0.83486104,2.115566,1.3793316,1.5540875
Pml,0.5034348,0.38242197,0.63035196,0.3588399,0.20821005
Parn,0.26201034,0.20323433,0.29149222,0.2521483,0.2614589
Zbtb38,0.16053022,0.20445451,0.3330583,0.15099095,0.18290964
Fli1,2.2469912,3.4617765,5.324549,5.0451374,4.478623
Papola,0.9664918,0.80456346,1.1873686,0.7664222,0.96990436
Sp110,0.078792796,0.09635796,0.1671907,0.15373254,0.13909416
Lgals3,0.27391425,0.27646098,0.5500979,0.11913272,0.15317333
Itgax,0.053366635,0.12542436,0.20253628,0.17432772,0.1501974
Sirt5,0.009917308,0.012200769,0.03598036,0.008669851,0.005401544
Cd244a,0.04054174,0.049519513,0.10717639,0.012512372,0.011643576
Mxd1,0.17661773,0.47606486,0.77069867,0.6463353,0.45757046
Stat2,0.13532609,0.21913043,0.3991496,0.27169132,0.19327272
Itga2,0.013425413,0.042626902,0.11732676,0.07209457,0.062223237
Cd200r1,0.005416713,0.011478737,0.02941445,0.004099552,0.0020680083
Foxp4,0.21103714,0.23362409,0.6212627,0.39812493,0.33631116
Hdac7,0.20903634,0.26162478,0.572395,0.2913427,0.23594949
Trps1,2.8835797,2.5297596,3.8676896,2.2293358,2.080128
Kdm4a,0.07854303,0.11082578,0.11877856,0.08039823,0.08290725
Cd38,0.01798813,0.024944821,0.14764032,0.035534777,0.020509852
Phf14,0.64113986,0.8359321,1.2103637,1.0037353,1.0630145
Ikzf1,6.041893,6.0198064,11.809836,7.2472076,6.8072357
Cd200,0.010925234,0.009321525,0.019365896,0.0030023362,6.523916e-05
Cd226,0.5952906,1.0458972,1.9405305,1.6953608,1.3183364
Ms4a1,0.00066016783,0.00079404673,0.0013684919,2.1285152e-05,0.0
Fkbp5,2.0346725,1.4156158,3.622336,0.9748772,1.0576694
Sp4,0.49437565,0.5545332,0.99251,0.8335624,0.6980548
Smurf2,0.7761471,0.67163986,1.2390186,0.8964788,1.1642576
Tsc22d3,0.021203132,0.022160795,0.026931921,0.021663228,0.016013645
Ppargc1b,0.09995296,0.048818827,0.12782414,0.09900242,0.0886695
Irf8,0.027082175,0.020092811,0.044356544,0.014174862,0.012245279
Zfp512,0.13924064,0.15936054,0.2256827,0.11000671,0.117586315
Ssbp3,0.5303648,0.37009484,0.581435,0.3634594,0.37235615
Trp73,0.015473381,0.009291414,0.10269707,0.008934652,0.015093821
Pax5,0.0028523598,0.001352441,0.006555996,0.0019445142,0.0
Mllt3,3.8220012,3.382536,5.1450424,2.9537432,2.9093173
Slamf1,0.2876137,0.4347277,0.5215714,0.4428466,0.29076636
Tox2,0.038985547,0.030111315,0.14915243,0.0024334996,0.0042153182
Xrcc5,0.30787835,0.23117101,0.3703456,0.26875043,0.18228932
Tlr1,0.0029539447,0.006887169,0.0022320552,0.009484544,0.00074386824
Pvr,0.09272056,0.07511544,0.058564264,0.08647716,0.07078603
Pcgf5,0.45752358,0.34975785,0.34110716,0.421622,0.23098409
Mxi1,0.77888733,1.1391102,0.91918355,1.1013235,1.0593611
Aff1,0.69140023,0.93045145,0.8191144,1.363377,1.3129492
Mef2d,1.1430963,1.379585,1.1241862,1.9243681,1.8703957
Nfkb1,2.5899916,2.5953948,2.1345432,3.0339212,3.0948284
Foxp1,2.1650057,2.8550234,2.359265,4.69534,4.8125205
Foxj2,0.041560154,0.05457155,0.072033785,0.069018185,0.054956626
Dpp4,0.6634478,0.8491995,0.8830399,1.3961337,1.2193081
Ncr1,0.0,0.0,0.0,1.0256883e-05,0.0
Ssbp2,0.19380362,0.1173905,0.2788965,0.4173327,0.10163858
Taf4b,0.4852596,0.5089003,0.25073436,0.5123499,0.27890897
Cnbp,0.60099256,0.5372277,0.4493226,0.61124915,0.5921483
Zfp341,0.059626266,0.06831972,0.04554008,0.077456206,0.07267309
Cnot6l,3.5863297,3.2627213,2.8568237,4.282622,3.5493948
Mvp,0.016055262,0.02368922,0.03979626,0.040101603,0.035598535
Klf6,0.23433508,0.19913614,0.12105255,0.45288706,0.35793316
Ddx5,1.3654699,1.2787191,1.10412,1.8520294,1.8037578
Klf8,0.2343821,0.12347202,0.21614464,0.19449045,0.10987224
Zfp62,0.28120968,0.360571,0.24280298,0.36906698,0.35360324
Bbx,0.5834101,0.5165421,0.7637919,0.8108999,0.75138015
Fosb,0.29631612,0.24159616,0.065089084,0.26410636,0.25961605
Scml4,0.5957094,0.8102669,1.2211671,2.4609103,2.2007437
Eif2ak2,0.36193556,0.38749087,0.4701165,0.3891983,0.29363215
Itga1,0.082528666,0.16601376,0.470908,0.73424935,0.5026085
Jaml,0.12169318,0.11660193,0.13713849,0.12639499,0.050864108
Vsir,0.16410138,0.23373534,0.21785368,0.29173294,0.29736558
Bst2,0.028985523,0.025257377,0.048960388,0.038587585,0.011358577
Ascc3,2.1409864,2.5070376,2.2982557,2.5719101,2.2425354
Ifi204,0.004135557,0.0070502874,0.009533367,0.017320892,8.9094676e-05
Daxx,0.09061978,0.10222172,0.09594624,0.10460112,0.08767701
Pou6f1,0.11909776,0.14876553,0.22430755,0.46038333,0.13972364
Il18r1,3.9527447,6.0039554,11.009112,11.422348,8.661933
Bmi1,0.008789361,0.006630044,0.0016558478,0.010843693,0.0022293592
Fos,0.05558521,0.050028704,0.026695056,0.09074206,0.058007084
Smarca4,0.6722609,0.6361887,0.60991085,0.6713722,0.5826886
Ubn1,1.0247605,1.0254074,0.7073788,1.1790357,1.1134716
Nfkbiz,2.3474865,2.4356313,2.8764281,2.9850466,2.5064633
Trim24,0.31145763,0.2849508,0.42080116,0.43407884,0.39919057
Rora,5.3435693,5.369752,5.081559,8.432175,8.629007
Zfp36l1,0.44601867,0.3543783,0.38734543,0.7120539,0.4798123
Zfp36l2,0.005281464,0.005970094,0.011043963,0.014185896,0.017442184
Crebl2,0.0125609655,0.008105844,0.031862095,0.036604017,0.016481264
Top2b,0.5282133,0.58730394,0.67928565,0.8619331,0.8563483
Cd55,0.034822088,0.0713123,0.06684588,0.16372868,0.04232981
Deaf1,0.18664657,0.15761973,0.18017264,0.19750702,0.20145208
Nfkb2,0.09577604,0.103804335,0.094494335,0.16267262,0.12095057
Zhx2,0.2757509,0.18599434,0.20873494,0.44670576,0.30522868
Tnfrsf25,0.002220149,0.0030514488,0.00525875,0.012678976,0.013829369
Thra,0.024805201,0.015641326,0.005258057,0.02431814,0.023315601
Sp140,0.1821974,0.28134787,0.26485783,0.28233278,0.28846523
Zfp354c,0.015692748,0.011980125,0.011730818,0.01698549,0.008839362
Eya2,0.16272825,0.11411245,0.15553801,0.29758626,0.050564673
Ercc2,0.037050486,0.023091132,0.012068082,0.03448769,0.031774506
Zfp1,0.10444337,0.11678272,0.09087746,0.106250815,0.067421414
Ccr2,0.09891111,0.20939568,0.08830089,0.32696614,0.17236519
Xab2,0.04113011,0.053753573,0.03445437,0.05301942,0.039132554
Zkscan14,0.02228806,0.03494026,0.025833288,0.051831573,0.035352208
Cd86,0.15685698,0.19656244,0.439585,0.45693687,0.20473468
Nr4a2,2.0077405,2.12524,1.8407357,2.1674716,1.7739754
Brwd3,0.2892706,0.32970017,0.31882268,0.35901105,0.33276606
Cd5,1.0404811,1.6173452,1.137046,1.8820466,1.4621216
Cxcr6,0.16907136,0.41768724,0.32056242,0.50648844,0.25931218
Sub1,1.0303012,1.2856231,1.4115196,1.3929946,1.1077205
Abcb1a,0.51830363,1.0761,0.8132266,1.7066209,1.5548959
Slc3a2,0.89536464,1.2035706,0.94642496,1.488999,1.2055423
Cd69,0.091267996,0.10767735,0.066359475,0.13244438,0.05038651
Btg1,0.03022451,0.046335954,0.08490719,0.11697923,0.07654058
Ddit3,0.010861145,0.009489182,0.009931481,0.013487806,0.0056855497
Ube2b,1.0727262,1.4780903,1.3077661,1.8766577,1.6027457
Satb1,3.6336603,3.5369313,3.6540167,6.328764,5.4147787
Cd2,1.0331235,1.1186122,0.8249679,1.0795953,0.8037789
Tgif2,0.1132798,0.12309349,0.05683858,0.122283086,0.056749213
Il7r,0.19531874,0.15213528,0.29991582,0.31933457,0.04508226
Cd53,1.1280594,1.8858294,1.0517563,2.2425783,1.7587057
Jmjd1c,2.4792025,2.2799973,1.6363921,2.3184698,2.109847
Cbx4,0.53598946,0.542269,0.5745238,0.6868872,0.59447217
Tcf7,0.1515156,0.090129,0.035823144,0.302386,0.056304626
Ikbkb,0.13857064,0.1596364,0.14222647,0.22120845,0.18272573
Relb,0.83653486,1.0102922,0.57477593,1.1775732,0.9405071
Ifngr1,2.286481,3.4537506,3.2521427,4.121915,3.8036137
Tgif1,0.14105034,0.14055191,0.11663465,0.18071282,0.09459542
Tcf12,2.9544678,2.3272429,3.6254418,3.5141232,3.4675987
Arid2,0.71722084,0.49852648,0.68138343,0.71936995,0.6614794
Aff3,1.0321225,0.6962309,0.54491216,2.232775,0.41910446
Hbp1,0.18709023,0.27069196,0.25700665,0.29290813,0.22761288
Zeb1,2.0532715,2.2017617,1.8888375,2.82562,1.3593687
Bcl6,0.19626586,0.2632297,0.17260785,0.35376996,0.19522803
Jmy,0.24007338,0.361112,0.24706505,0.6531829,0.44463283
Btbd11,0.37631372,0.37361693,0.64330244,1.386458,0.7747766
Per1,0.13454974,0.2130911,0.21504442,0.30249035,0.23613782
Nt5e,0.04308437,0.039607942,0.019653117,0.05984126,0.033040956
Hopx,0.16472934,0.21867421,0.2632265,0.27854615,0.14694503
Stat4,4.432249,5.8302946,5.7478485,6.3389783,5.906308
Mef2a,1.0799295,1.3431095,1.7351078,1.6995378,2.0355227
Tbx21,1.622486,1.8400425,2.1547592,2.487689,3.8491433
Elf4,1.4573946,1.4408453,2.2663443,1.5807834,2.3398438
Chd6,0.51921076,0.5355571,0.632212,0.71326846,0.8715774
Zbtb39,0.030911548,0.032262243,0.0065395036,0.015286861,0.028185673
Fasl,0.23750055,0.559644,0.5299182,0.85933936,1.1882302
Il17ra,0.18961811,0.21449617,0.16615649,0.21649872,0.31069463
Rbl2,0.38411897,0.47125423,0.65964425,0.6426104,0.71888196
Ncor1,2.693005,2.3414772,2.6365964,3.5787652,3.6822317
Rnf19a,1.3374262,1.9416963,1.8674526,1.8877169,2.4592025
Ncoa5,0.29454273,0.19671045,0.30691424,0.19266824,0.29483894
Nr4a3,0.7844806,0.77621484,0.5688214,1.213964,1.4508327
Cd6,0.46175066,0.87705356,0.93817884,1.5056087,1.6707287
Klrb1c,0.0015296967,0.0015636958,0.016497495,0.0094741015,0.020044627
Shprh,0.28734317,0.35965014,0.46680272,0.3784228,0.4750448
L3mbtl3,0.31398237,0.24470827,0.50387305,0.6044177,0.67128736
Klf3,0.30153808,0.6100138,0.23321925,0.8739256,1.2078922
Notch2,0.32832024,0.3806099,0.35153374,0.651852,0.73739517
Cx3cr1,0.062831715,0.11713743,0.1673243,0.12937416,0.46637407
Med27,0.5743257,0.55645156,0.6279577,0.6895253,0.74273664
Esr1,0.022113008,0.051011145,0.03254874,0.044550106,0.051965192
Klra9,6.660395e-05,0.0011038479,0.00026144047,0.0022073262,0.0045690686
Klrg1,0.13853645,0.2895612,0.04718295,0.18661766,0.6599394
Kdm7a,0.43972835,0.90387726,1.3787687,2.349193,3.499404
Kdm4c,0.8970947,1.2482235,1.6078588,1.780428,1.9447539
Mxd4,0.008504317,0.025101712,0.020818628,0.023161745,0.033109814
Anks3,0.06591555,0.06942659,0.13196386,0.10366203,0.12978642
Phf2,0.15505116,0.1304466,0.12743275,0.15925789,0.17699061
Cd37,0.04303727,0.06724982,0.13996904,0.11093577,0.15927951
Atp1b3,1.453625,1.5322666,1.4664283,1.5806031,1.8836803
Nfatc3,2.1152585,2.6751432,2.896704,2.7664168,2.8664465
Pknox1,0.16278845,0.13729788,0.15071711,0.13755697,0.15834567
Trdv1,0.0025411882,0.003569774,0.0035358423,0.0038503706,0.007318384
Il21r,0.60260427,0.562249,0.3925974,0.651143,0.9188733
Polr3b,0.4132834,0.45628616,0.38103655,0.47051385,0.46294332
Med12,0.046543133,0.057879347,0.05861065,0.060322933,0.08094876
Elf2,0.73357946,0.62714463,0.639332,0.6497627,0.685471
Phc2,0.18190096,0.19939733,0.23220989,0.21914493,0.210424
Il18rap,1.3452287,1.7809603,4.199659,4.602699,9.504924
Klrc2,0.14294218,0.24672937,0.24406016,0.45463046,0.56705445
Nfia,0.15784973,0.25806898,0.4602621,0.35065848,0.55819416
Notch3,0.0023317526,0.0055641285,0.00039731222,0.0015761697,0.047006883
Zbtb20,0.92430925,0.5612305,1.1027287,1.5488459,1.9969268
Ikzf3,2.9112086,2.9734468,5.194106,4.0420017,6.5123305
Itgb2,0.1639603,0.20130041,0.21238337,0.24123411,0.40984905
Itgal,0.5065064,0.83248186,1.4169221,1.4058703,1.9930264
Tle1,0.08144863,0.054379374,0.03636817,0.041956663,0.0791345
Thy1,0.17973152,0.2085768,0.17026532,0.19573575,0.21107206
Chd3,0.046515223,0.06247797,0.06927024,0.07306894,0.1348929
Klrk1,0.6097097,0.6362508,0.65748656,1.3670337,1.3709452
Irf7,0.0334371,0.045968134,0.04685968,0.11323939,0.13305743
Phf20l1,1.3952215,1.6090121,1.9020376,2.0616603,2.4451287
Tnfaip3,2.3190513,3.1183534,3.9664836,4.5885663,4.8099723
Kdm6b,0.48293912,0.542438,0.38755158,0.8960375,1.1225502
Klf9,0.023500966,0.029811032,0.036229443,0.027195139,0.030012269
Plag1,0.0489918,0.03045958,0.021425867,0.0478035,0.048551008
Ankrd10,0.4978045,0.42258236,0.32357356,0.34664628,0.54048544
Lef1,1.6445999,1.9233913,2.1539333,2.7515323,2.926338
Zmym2,0.29890186,0.30788806,0.39750394,0.49263865,0.6461407
Gadd45b,0.14542647,0.16210695,0.067803405,0.14330077,0.18958305
Meis3,0.006360523,0.008170115,0.011505953,0.010890456,0.037684143
Zeb2,1.2621835,1.8440812,2.013178,2.7974133,12.668367
Klrd1,0.08547299,0.21274646,0.38944998,0.3910566,0.5574934
Ovol2,0.0031248133,0.008706963,0.035520233,0.0012127615,0.030006723
Cry1,0.30144572,0.37261146,0.46874154,0.5793367,0.6130599
Zdhhc9,0.043412726,0.048868235,0.070020616,0.06013207,0.081096925
Klf13,0.7297109,0.9927738,1.0436642,1.1648948,1.4566065
Atad2b,0.9829844,1.0017018,1.4366027,1.7156163,1.8341001
Hdac8,0.66303086,0.73158765,1.8085816,2.0313215,2.1804163
Zfp236,0.23898506,0.23405653,0.3135156,0.34714842,0.3589079
Ski,0.21585262,0.20352902,0.21573462,0.34870413,0.36278838
Ifnar1,0.1440925,0.18940857,0.20209733,0.23318037,0.25764275
Arntl,0.23357446,0.3280843,1.0222383,1.1503868,1.5088986
Il4ra,0.0934307,0.08545417,0.053094383,0.10728786,0.14136074
Abcg2,0.032783594,0.023042964,0.022605706,0.01811746,0.051587608
Smad4,0.5104515,0.53682244,0.58529556,0.82789475,1.0853081
Fosl2,0.042747155,0.044739094,0.09460566,0.09849885,0.13436812
Klrc1,0.7219959,1.0928255,1.1695955,1.5632094,1.9062511
Stat6,0.07717042,0.07166938,0.11655833,0.112770334,0.13240553
Rere,0.64956695,0.3946194,0.77345395,0.74028265,0.87051916
Tsg101,0.3119673,0.2854113,0.25639555,0.2691838,0.36349612
Baz2b,0.5690196,0.6596862,0.69599664,0.8399654,0.9158709
Brd1,0.40539598,0.3069231,0.37602636,0.37107348,0.4355083
Hivep2,2.1966476,3.1120644,3.7123559,3.8727386,3.9950187
Fcgr2b,0.011980566,0.022008263,0.017806277,0.11931324,0.22142006
Klra3,0.008914448,0.025808549,0.09868303,0.02528446,0.091387525
Brd9,0.21826407,0.21863861,0.1202366,0.18708815,0.29078633
Smad3,0.47271106,0.6511898,0.79971796,1.0775129,1.4442667
Rara,0.13603,0.1353837,0.066638164,0.1786463,0.24384423
Fhl2,0.16644841,0.18761402,0.16560487,0.12053153,0.20354633
Aff4,0.63321215,0.67395437,1.0557669,1.0339065,1.0999408
Smarca5,1.1179024,1.0858595,0.66696423,1.1376543,1.2016492
Zfp282,0.10905805,0.101123564,0.10902104,0.11639545,0.1359042
Klra4,0.0,0.004936773,0.00037437948,0.0010058802,0.014684279
Pbrm1,1.0888717,0.9287117,1.06998,0.9568784,1.089507
Hivep3,0.13145943,0.082294546,0.24469808,0.098005086,0.24357685
Kdm4b,0.10112148,0.09656317,0.13924105,0.20028538,0.2385093
Prkcd,0.09614672,0.118619986,0.10250296,0.100709416,0.15806276
Zfp131,0.31679326,0.33566433,0.22512534,0.32173723,0.32741505
Fus,0.7972638,0.7166417,0.40488276,0.76380503,0.793622
Eomes,0.021202877,0.018566065,0.009207252,0.018336074,0.016971977
Nsd3,2.5178761,2.8258622,3.4336705,4.0208197,4.2613144
Tshz3,0.008403024,0.018502071,0.015316096,0.0228709,0.03209964
Creb1,1.0939095,1.0639081,1.1007129,1.0152469,1.1926297
Kdm3b,0.48895958,0.56192374,0.8113846,0.987982,1.1518915
Sox5,0.2139803,0.13237876,0.5955972,0.32814905,0.83202213
Irf9,0.24346061,0.2511589,0.17904583,0.24199642,0.28623986
Crebbp,1.3292358,1.3837681,1.908325,2.2213938,2.4479258
Apc,0.6825987,0.7678589,1.1807072,1.1040784,1.2830596
Prmt6,0.04253626,0.024351751,0.014246761,0.025552845,0.024182905
Lgals9,0.22957423,0.30167517,0.32992584,0.28168678,0.34923795
Cd96,0.24734117,0.4863862,0.94603354,0.89439803,1.1087083
Ets1,3.043837,3.7450383,3.7471519,4.239062,4.6448545
Kdm5b,0.08392575,0.14263451,0.22943354,0.31031644,0.34755158
Klra8,0.0,0.0068151657,0.0,0.0017690795,0.014917067
Btg2,0.07370816,0.08960508,0.17327821,0.21710941,0.23813057
Klra6,0.0014700859,0.00411086,0.00019557688,0.0025909422,0.006728786
Phf1,0.0011520106,0.0012543491,0.0034082648,0.0027748486,0.008472677
Kmt2d,0.031932674,0.020922758,0.018728295,0.06054434,0.067122236
Kcnip3,0.0019179363,0.0012369412,0.0009876877,0.0068588885,0.012796627
Ash1l,1.303759,0.99018335,1.5341856,1.5305078,1.6971145
Sp100,1.7872292,2.5195036,4.269847,4.4236774,5.222009
Atf7ip,0.62070704,0.7427974,1.1513761,1.0524793,1.1807836
Ptprc,14.51528,17.615742,15.731627,18.477703,19.515226
Kmt5b,0.23391901,0.324017,0.45061797,0.6105735,0.6222593
Spn,0.15492383,0.20631026,0.19419295,0.18769403,0.42065078
Rgs14,0.008421702,0.007656379,0.014961687,0.008453744,0.014546096
Trip11,0.8160557,0.91319025,1.1573855,1.2060641,1.2627683
Rsf1,0.96297866,1.0798184,1.2493017,1.4046546,1.6420879
Ehmt2,0.06295593,0.053383898,0.07700569,0.051367596,0.08277894
Crtc1,0.08319471,0.061396692,0.08036265,0.061366852,0.07349967
Smarca2,0.7197965,0.7604459,1.0133952,1.1385262,1.1975319
Bcl11b,2.0790958,2.1981404,2.4184813,2.1477854,2.7369583
Itgb1,0.79992604,0.8885738,1.6695081,2.310024,2.7017086
Mllt10,2.0593586,1.5185252,2.1621037,2.0187294,2.2208543
Nr3c1,0.81023765,0.8804778,0.7393505,1.1144632,1.3679532
Klf4,0.0097857695,0.0064365426,0.0035456133,0.007901012,0.013308473
