,Arm_P2,Arm_P4,Arm_P9,Arm_P10
Hbp1,0.18920073,0.20153439,0.29228672,0.22740209
Cbx4,0.5451924,0.63381076,0.6887134,0.5942298
Snai3,0.01860866,0.017639246,0.024350826,0.006699306
Cnbp,0.5948461,0.525921,0.6132772,0.5925229
Cd200r1,0.004590523,0.0023999999,0.0039258944,0.0020723483
Arid5b,1.2542229,1.8188754,2.6905446,2.4166281
Sp110,0.08009492,0.088899985,0.15368693,0.1389952
Ikzf1,6.0214834,6.4867334,7.2728333,6.8090105
Slamf6,0.4178635,0.3829616,0.4329073,0.16048518
Dnmt3b,0.023320513,0.012740911,0.022263346,0.018665139
Tcf12,2.9222195,2.4220881,3.5209582,3.4683053
Rai1,0.27967024,0.20228419,0.29518595,0.28703138
Polr3b,0.41571948,0.39656892,0.4715737,0.46321163
Mafk,0.03381346,0.04765766,0.053578634,0.037028924
Max,0.42480904,0.47166482,0.51609474,0.4160436
Daxx,0.08789086,0.08718932,0.10408991,0.0876059
Hopx,0.16612008,0.21385026,0.27755773,0.14719507
Ssbp2,0.19543137,0.17067455,0.4201855,0.10185188
Dpp4,0.6658703,0.7367374,1.4018261,1.219709
Itga2,0.013731898,0.030494781,0.07195096,0.06219056
Ar,0.28378722,0.25610515,0.30151737,0.29117674
Xab2,0.041817732,0.05467919,0.05337537,0.039214678
Adam8,0.027571002,0.048322886,0.06041306,0.020948311
Cxcr6,0.16636722,0.23684002,0.5035347,0.25939807
Igf2r,0.27128243,0.3397708,0.48061064,0.31365022
Tnfrsf1a,0.003828191,0.0072179493,0.005793178,0.0048886957
Ebf1,0.01750941,0.012099903,0.009244986,0.008690896
Ddit3,0.011087419,0.015716642,0.013571917,0.0056549655
Zfp1,0.1018398,0.11015887,0.10535971,0.0672719
Satb1,3.671475,4.153963,6.3567843,5.416126
Zkscan14,0.022535618,0.023946365,0.05206515,0.0354264
Cd5,1.0584986,1.5177888,1.8797823,1.4603826
Jarid2,1.6380304,1.7617968,2.1257486,1.8635049
Zfp36l1,0.45538792,0.5095565,0.71669,0.4801292
Vsir,0.16563432,0.21602894,0.29260564,0.2976429
Baz1a,1.9521743,1.7729709,1.9513494,1.8595182
Zhx2,0.27241823,0.24876301,0.45018086,0.30520198
Aff3,0.98078865,1.1521441,2.246333,0.4191777
Tet3,0.19861478,0.17934763,0.25573277,0.20961589
Pvr,0.094846435,0.08220539,0.086376175,0.070934586
Tlr1,0.003034988,0.0065795416,0.00961791,0.0007454293
Btg1,0.03161265,0.040100288,0.11800142,0.07650213
Scml4,0.60941935,0.8259096,2.474369,2.2013047
Pou6f1,0.12375688,0.14610633,0.4631404,0.13973384
Plag1,0.049170822,0.03112107,0.048102077,0.048503406
Tsc22d3,0.022004547,0.025729632,0.021980003,0.01597155
Pecam1,1.0335463,1.1905792,2.0056634,0.6737962
Ifi204,0.0038582392,0.006694581,0.017080737,8.928165e-05
Pcgf5,0.4446009,0.34741798,0.42081556,0.23084007
Jaml,0.12591177,0.12447202,0.1255012,0.05081703
Bbx,0.5789981,0.49137306,0.8123654,0.75201756
Ascc3,2.1510346,2.108421,2.5672414,2.2413788
Slamf1,0.28418624,0.3751729,0.44126526,0.2908955
Eif2ak2,0.35401472,0.31201553,0.38795933,0.29335734
Notch1,0.08281704,0.08091999,0.11944319,0.11366281
Tnfrsf1b,0.5450219,0.85646546,0.88798237,0.58620894
Nfatc1,0.7630735,0.68715525,0.82496595,0.69966155
Nfkb2,0.09732812,0.13266923,0.1632484,0.12093832
Taf4b,0.49635866,0.49171224,0.5076736,0.27872124
Bst2,0.030327393,0.020923777,0.03888315,0.011382414
Cnot6l,3.6204598,3.2655473,4.29392,3.5493293
Zfp341,0.05771262,0.07060869,0.077884376,0.07262736
Tgif1,0.14409694,0.1394982,0.17992288,0.094586015
Zfp113,0.004655503,0.008233367,0.0047753705,9.706056e-05
Top2b,0.5383408,0.60295445,0.8644887,0.85685474
Brwd3,0.2874988,0.27463233,0.35967535,0.33284366
Ncr1,0.0,1.8523648e-05,1.0414144e-05,0.0
Calcoco1,0.01315374,0.020059008,0.044556126,0.044621088
Ccr2,0.10576131,0.17651102,0.3290471,0.17227526
Ube2b,1.0824448,1.3792396,1.8763869,1.602105
Slc3a2,0.9095944,1.1999693,1.4904233,1.205008
Setbp1,1.0107483,1.098277,1.2984288,0.779329
Sub1,1.0506575,1.1922977,1.3937068,1.1074338
Klra1,0.001156676,0.010612807,0.011476291,0.0013839117
Ercc2,0.037475947,0.032183126,0.03474616,0.031790458
Arid2,0.7164493,0.5738732,0.7219872,0.66219455
Ppargc1b,0.099219285,0.056486625,0.09957125,0.08867445
Hdac7,0.20694308,0.24148464,0.29222852,0.23619527
Pou2f2,0.2221479,0.21893676,0.20806555,0.1857505
Stat4,4.3808794,5.186748,6.33751,5.909296
Foxj2,0.04187414,0.052851383,0.06861351,0.055029444
Ercc5,0.072638914,0.060913403,0.062672235,0.058884207
Cd53,1.1472875,1.6689284,2.2472758,1.7577674
Ythdc1,2.0571713,1.9892642,2.2583494,1.97689
Ly75,0.35064068,0.36778176,0.52227485,0.41417664
Nt5e,0.040188026,0.05502759,0.060395405,0.0331103
Eomes,0.022313049,0.017672999,0.018535066,0.016973209
Il7r,0.19581053,0.16349746,0.3212902,0.044709075
Foxp1,2.1679726,2.5204673,4.7139063,4.8143353
Abcb1a,0.535185,0.90534693,1.7066683,1.5548525
Btbd11,0.38321975,0.40449905,1.3970551,0.7748267
Ifngr1,2.31642,3.794306,4.1213536,3.802372
Ikbkb,0.137424,0.13673145,0.2214366,0.18243572
Itga6,0.10762259,0.13955773,0.31158566,0.17652847
Sirt5,0.008835195,0.00554084,0.008744864,0.00541288
Smarca4,0.6722421,0.62982416,0.6730167,0.58276963
Cd38,0.016945666,0.01894607,0.035504173,0.020552894
Skil,0.22957681,0.21769159,0.17986168,0.17493194
Tcf7,0.14932695,0.12458036,0.30461147,0.056228995
Ddx5,1.3875749,1.3124812,1.8598161,1.8042864
Zeb1,2.0540392,2.2205024,2.8278399,1.3592719
Stat1,1.3442509,1.6032104,1.7804043,1.3079991
Stat2,0.13598432,0.1883935,0.2714889,0.19320405
Tbc1d2b,0.107126154,0.109002836,0.11602751,0.116986714
Zkscan5,0.05695113,0.06754937,0.047180593,0.06309698
Kcnip3,0.002142903,0.0005015314,0.0069640502,0.012823483
Brpf3,0.09710468,0.07656534,0.06994169,0.08531463
Cd8b1,0.63789034,0.7019521,0.6027022,0.6909096
Esr1,0.021307906,0.033200838,0.044743773,0.05201356
Brd9,0.22071259,0.26234272,0.18725555,0.29089025
Cd48,0.4967818,0.5301399,0.54792005,0.7630471
Ncoa5,0.29513407,0.22068799,0.19292544,0.29490352
Ctnnbl1,0.32098246,0.31038466,0.30113825,0.28097242
Sp140,0.1814159,0.21006139,0.28251162,0.28850174
Il17ra,0.19013214,0.20356949,0.21733484,0.31101012
Creb1,1.0971549,1.154479,1.0188059,1.1928636
Tsg101,0.3105441,0.34870926,0.26907155,0.36377338
Nfia,0.15365516,0.18054256,0.35249975,0.558627
Cd80,0.2186869,0.21317904,0.21428713,0.26422405
Mta3,0.8965,1.1274227,1.4938316,1.5667714
Parn,0.2577541,0.20610085,0.2526274,0.26140502
Klra3,0.008443281,0.009515598,0.025070067,0.09130429
Zmynd11,0.47803187,0.47176194,0.7344315,0.7406898
Crebbp,1.3292167,1.3107924,2.229075,2.4504664
Kdm3b,0.49051645,0.5157482,0.9907176,1.1528414
Atp1b3,1.4810859,1.5771524,1.5869076,1.8853053
Smarca2,0.71888536,0.6884854,1.1403837,1.1980053
Trdv1,0.0027410833,0.004499083,0.003621032,0.0073337425
Smad4,0.5133379,0.5150273,0.8306375,1.0855087
Klrb1c,0.0016093497,0.0014132676,0.009582879,0.020086695
Ash1l,1.3014691,1.0233836,1.5354695,1.6981446
Ikzf3,2.9210303,2.7738843,4.0536256,6.5185122
Sox5,0.20531483,0.25591615,0.32678086,0.83231807
Itga4,6.0131783,7.8441987,9.566044,10.663665
Nr3c1,0.8103613,0.8439986,1.1205124,1.3691826
Itgal,0.50351685,0.5952052,1.4109713,1.9938537
Chd3,0.04666997,0.06778902,0.0733859,0.13506548
Pbrm1,1.0791739,1.0935823,0.95674527,1.0897635
Atf7ip,0.61482435,0.83008534,1.0559276,1.1806408
Zfp236,0.2366169,0.22086619,0.34773052,0.35884848
Itgb2,0.16493244,0.19925225,0.2409734,0.41030407
Klrd1,0.08793999,0.16262847,0.39360994,0.5578665
Hdac8,0.6621887,0.7729823,2.0402787,2.181905
Apc,0.6726615,0.7733155,1.1067841,1.2824812
Zbtb38,0.15549242,0.18869129,0.14955719,0.18309087
L3mbtl3,0.31650686,0.20416097,0.6073216,0.6716095
Spn,0.15892805,0.17940201,0.18721884,0.42100757
Zfp512,0.13706003,0.13673796,0.11015169,0.11764791
Smarca5,1.1297091,1.0196147,1.1402601,1.2012998
Phf2,0.15663256,0.11051314,0.16054016,0.17712174
Phf14,0.63042814,0.7114625,1.0020325,1.063427
Deaf1,0.18698108,0.15941699,0.19770901,0.20151599
Zbtb39,0.030483117,0.034590077,0.014976232,0.028108664
Mxd4,0.007882055,0.01181344,0.023036407,0.033109635
Prkcd,0.09640237,0.11740645,0.10050551,0.15809734
Notch2,0.332139,0.3513321,0.6544401,0.7376533
Zdhhc9,0.044800546,0.042845696,0.05998309,0.08109333
Ppard,0.097967714,0.12960199,0.26357716,0.26281574
Nrp1,0.3056821,0.25967327,0.55510885,0.5661461
Itgb1,0.78140527,0.70791596,2.3237863,2.7041054
Nfatc3,2.1009414,2.2765753,2.7623243,2.8670707
Sertad2,0.33188802,0.28693947,0.26717654,0.3350923
Rsf1,0.9540767,0.9705322,1.4062061,1.6430433
Kdm4a,0.07849731,0.08878516,0.08016121,0.08302303
Klra9,7.441634e-05,0.0032746047,0.0022411693,0.0045786574
Lair1,0.11674041,0.110008374,0.10282721,0.11785911
Kmt2a,0.65560156,0.51967645,0.6344154,0.6825769
Klf3,0.32025594,0.5625013,0.87994736,1.20854
Bcl11b,2.0995903,2.2196107,2.1522539,2.738075
Anks3,0.06655043,0.08845664,0.10325611,0.12985353
Arntl,0.23086168,0.23846707,1.1553247,1.508684
Klrc2,0.14311178,0.21804701,0.45704627,0.56749076
Rnf19a,1.3421862,1.8871957,1.8740346,2.4584436
Klrg1,0.14720638,0.24233575,0.18826865,0.6598507
Phc2,0.18039353,0.19285119,0.21880853,0.21021293
Carf,0.07189566,0.04286677,0.060677107,0.06781099
Il2rb,0.5157999,0.66941595,0.66736,0.7210602
Baz2a,0.3753265,0.48927456,0.6001912,0.6720654
Ankrd10,0.5003988,0.39820886,0.34683144,0.5405938
Shprh,0.28552517,0.2664714,0.37928942,0.474524
Ovol2,0.003362764,0.005768951,0.0011450641,0.030069696
Mef2a,1.0855416,1.2356775,1.7010447,2.0374017
Lgals9,0.22602157,0.2780925,0.28173143,0.34926623
Cx3cr1,0.06511729,0.077476636,0.12969328,0.4666684
Irf9,0.24549726,0.21581107,0.24193208,0.2860205
Rara,0.14183746,0.15719765,0.17919159,0.24398799
Kdm4c,0.8961965,0.9943857,1.7819666,1.9451001
Hivep3,0.12890774,0.093137115,0.09828622,0.24353014
Stat6,0.07839724,0.07882658,0.112720326,0.13245927
Ehmt2,0.060140565,0.05358174,0.051344637,0.08284184
Trp73,0.013405983,0.011127719,0.008804756,0.014999126
Cd96,0.24699757,0.35678163,0.89873576,1.1095421
Foxn3,3.8352947,4.095823,5.203526,6.5051985
Il10ra,0.24592042,0.38810614,0.3245832,0.37974104
Ifnar1,0.14319217,0.21373315,0.23252092,0.25792405
Thy1,0.18436173,0.20675339,0.19665477,0.21106735
Pknox1,0.16410212,0.14933914,0.13806288,0.15863231
Fcgr2b,0.012467486,0.019657016,0.12045856,0.22173806
Klf4,0.010210139,0.006555845,0.007915299,0.013276048
Klf9,0.021813424,0.025298111,0.02710695,0.030025072
Nfic,0.029868813,0.021539727,0.022724241,0.026896168
Papola,0.9579268,0.7921609,0.76773655,0.9700379
Chd9,0.4872303,0.38247627,0.6930003,0.8670867
Klra4,0.0,0.003639817,0.0010213025,0.014715096
Rbl2,0.38338777,0.43479335,0.64283496,0.7190777
Rere,0.65310174,0.49655023,0.74445945,0.8713257
Zscan21,0.115656726,0.14892441,0.12546308,0.14818904
Ptprc,14.6971445,18.738235,18.480173,19.519787
Tshz3,0.0075761266,0.013470668,0.02301256,0.032111313
Cd37,0.043162126,0.05838874,0.11094598,0.15918006
Bin1,0.120883614,0.17458461,0.24737704,0.31134394
Zmym2,0.301981,0.30689004,0.49516225,0.646306
Gadd45b,0.1475998,0.1642484,0.14288391,0.18947995
Kdm4b,0.101010926,0.10538647,0.20170268,0.2386887
Phf20l1,1.3988787,1.6648625,2.0668352,2.445268
Lef1,1.6570042,1.7984713,2.765355,2.9292288
Klf13,0.73440033,1.1033394,1.1658006,1.4567026
L1cam,0.024961432,0.025537325,0.10197757,0.12909853
Fosl2,0.042611275,0.06402185,0.09791379,0.13438618
Rora,5.2580047,5.350308,8.435309,8.6281
Chd6,0.5190053,0.54753846,0.7121129,0.87143564
Irf7,0.034009144,0.049154777,0.11391534,0.13323115
Zeb2,1.279667,1.6079669,2.8156562,12.676834
Adam10,0.5118547,0.42769825,0.4903434,0.5974525
Cry1,0.30467537,0.2747014,0.5822696,0.6130512
Kmt5b,0.23097731,0.28486377,0.6129812,0.6222228
Abcg2,0.03135196,0.02257782,0.018068874,0.05160266
Smurf2,0.77300346,0.70054436,0.89795226,1.164976
Meis3,0.0063453647,0.0065882113,0.011045655,0.037763227
Btg2,0.07448905,0.10189625,0.21834716,0.23830429
Foxk2,0.29866397,0.211974,0.2072262,0.28552878
Fus,0.808772,0.72351015,0.76464504,0.7930645
Klra8,0.0,0.0028995597,0.0017962033,0.014948373
Padi2,0.08297625,0.17085381,0.22409008,0.25457036
Crtc1,0.081423394,0.056505572,0.06133223,0.073653914
Notch3,0.0021333273,0.0017965548,0.0016003359,0.047105532
Hivep2,2.1590648,2.4319403,3.8747077,3.9945493
Elp3,0.056190573,0.047067333,0.04781368,0.074736245
Ncor1,2.707409,2.4812536,3.593071,3.6832237
Elk3,0.2515482,0.24949253,0.3023012,0.35756788
Klrk1,0.61910206,0.7722041,1.3784004,1.3723953
Tbx21,1.6641037,1.9623362,2.4971764,3.849845
Nsd3,2.5334096,2.746226,4.0334196,4.261651
Ep300,0.35117644,0.34348354,0.44000354,0.52993596
Tnfaip3,2.329394,3.4296255,4.594488,4.8110023
Tle1,0.08120992,0.046628058,0.042220674,0.07910409
Entpd1,0.1063737,0.22387527,0.3093427,0.47662514
Cd84,0.2695959,0.31629294,0.624423,0.7044687
Atad2b,0.98249197,1.0355818,1.7219837,1.8357884
Med27,0.5747426,0.6119993,0.69098514,0.7433256
Kmt2d,0.031813227,0.029018624,0.060733553,0.06722058
Cd6,0.4603076,0.72529703,1.5092044,1.6712657
Irf2,0.53349257,0.5680454,0.96148205,1.0764502
Sp100,1.8314824,2.3261178,4.4388742,5.2255254
Nsd1,0.97301966,0.81940556,1.3870164,1.5547235
Kdm5b,0.08635396,0.086337194,0.3105082,0.34809834
Phf1,0.0011445909,0.0012895282,0.0026835597,0.008490459
Elf4,1.4714366,1.4570693,1.5858027,2.3412652
Trip11,0.81538284,0.8566285,1.2084521,1.2636627
Klra6,0.0016425215,0.0031282564,0.002630667,0.006742907
Il4ra,0.09459076,0.11550946,0.10760635,0.14156029
Med12,0.047256313,0.049947336,0.06054137,0.08097611
Kdm7a,0.44457301,0.6753463,2.3550744,3.4995577
Nfkb1,2.549922,2.3100784,3.0218832,3.0931063
Il21r,0.59668493,0.69153666,0.64936185,0.9186986
Baz2b,0.5754212,0.6093448,0.841965,0.9158027
Fhl2,0.17087686,0.17443895,0.11946591,0.20293432
Ankra2,0.114727,0.114671946,0.10710823,0.10403777
Dnmt3a,0.20548777,0.13285716,0.24183214,0.30186105
Mef2d,1.155464,1.4813191,1.9269254,1.8702036
Fasl,0.24529819,0.47837323,0.8629444,1.188664
Il18rap,1.3565524,1.8841779,4.61906,9.511604
Icam1,0.50916684,0.5441589,0.4834923,0.5069235
Thra,0.02550843,0.00914487,0.024644876,0.023322016
Kdm6b,0.49274215,0.5420433,0.8994603,1.1228234
Klrc1,0.71563536,1.0560485,1.5672204,1.9075003
Aff4,0.6368205,0.779194,1.0337226,1.0998197
Nr4a3,0.8021648,1.0158608,1.2118433,1.4503896
Rgs14,0.008881741,0.007894097,0.008315472,0.014516787
Smad3,0.4844226,0.6274432,1.0829029,1.444038
Ets1,3.0473654,3.6923535,4.242529,4.6461353
Rarg,0.02802439,0.017087493,0.03741389,0.038154267
Zbtb20,0.9255065,1.3551517,1.5541701,1.9989479
Mllt10,2.0454082,1.7402613,2.0292892,2.2230453
Brd1,0.40637532,0.30695814,0.3718845,0.43574616
Zfp282,0.105863005,0.09275204,0.116906844,0.13592035
Zfhx2,0.027887136,0.02255238,0.06989827,0.09301815
Zfp131,0.31449533,0.33588907,0.3228662,0.3273347
Ski,0.21723281,0.18562457,0.34985948,0.36259505
