,Cl13_P2,Cl13_P4,Cl13_P9,Cl13_P10
Crtc1,0.03473134,0.026846932,0.06602843,0.027637752
Maf,0.04847926,0.09927355,0.20921728,0.06661987
Pou6f1,0.01820476,0.015656594,0.08199842,0.0
Eng,0.0046149013,0.0029733458,0.01102437,0.0
Setbp1,0.052498743,0.04943571,0.15537022,0.016620418
Aff3,0.039860044,0.054889873,0.08991497,0.0
Zfp512,0.078758724,0.055326648,0.10937354,0.043724507
Ighm,1.0293893,1.1404992,1.4153888,0.2311134
Zbtb48,0.01936884,0.016253183,0.03599109,0.0
Ighd,0.008909154,0.012545429,0.03625425,0.0
Cd46,0.0044067004,0.0056561884,0.015445928,0.0
Ikzf1,1.747781,2.2524214,2.2698731,2.1926036
Zeb1,0.13375422,0.133825,0.2084245,0.07922982
Nfkbib,0.5211972,0.56085217,0.68710357,0.6464374
Hdac8,0.05225031,0.063356824,0.06587535,0.07497876
Itga6,0.111552715,0.1597511,0.21730183,0.07960544
Mvp,0.10560199,0.13708459,0.16840051,0.19921434
Xpc,0.06417926,0.06541094,0.10913335,0.12871227
Adam8,0.11041217,0.122841366,0.3721638,0.15788329
Cxcr6,1.1364007,1.7827154,5.0218534,2.0029526
Pecam1,0.12771045,0.1751314,0.31354427,0.22957829
Tet3,0.20074198,0.19609743,0.40752086,0.57537395
Lef1,0.7670526,0.8359291,1.0891213,0.76793116
Cd44,0.5508722,0.74233913,1.1240717,0.7705107
Kdm3b,0.09700777,0.10888387,0.16792288,0.08520491
Stat3,0.8380575,0.98741513,1.2539648,0.97762847
Tnfrsf1b,0.42244646,0.5303349,0.61748224,0.46237737
Adam10,0.52064157,0.66088814,0.8550628,0.88663054
Ercc2,0.077208385,0.055599935,0.09636701,0.1214104
Il10ra,0.11975154,0.13590251,0.28187466,0.19294494
Zfp131,0.27758864,0.29062754,0.40458462,0.1988596
Top2b,1.3201833,1.6443422,1.8167039,1.4124635
Cd80,0.038692877,0.037588794,0.099834576,0.03322259
Zfhx2,0.05141673,0.06932637,0.24692604,0.14950329
Zbtb20,0.08829684,0.10172822,0.17495044,0.12370823
Stat2,0.063161045,0.10684128,0.16521713,0.1218908
Cnot6l,1.3466113,1.6666738,2.714796,2.35277
Crebzf,0.19416054,0.20275718,0.26555818,0.1820597
Anks3,0.04854545,0.058477767,0.07404172,0.05512943
Icos,1.5602776,2.1021411,2.946013,1.7031305
Ifi204,0.06814596,0.05482354,0.20059223,0.12780736
Zhx2,0.024714828,0.018521566,0.06316636,0.07960544
Prkcd,0.22171196,0.25009403,0.30132648,0.23611599
Crebl2,0.0108351,0.009449887,0.032537296,0.0380842
Hdac7,0.5355645,0.8078818,1.1130099,0.6458522
Max,0.6355924,0.6305149,0.74270004,0.7737249
Klf9,0.04812792,0.030615779,0.04743304,0.06837751
Nr4a2,1.2298595,1.6831663,2.322578,2.1153364
Chd9,0.09790761,0.10165194,0.15855817,0.20911987
Thy1,1.9260714,2.495544,4.2546477,4.847882
Il7r,0.20776169,0.10127683,0.74727255,0.07618
L1cam,0.048985112,0.07781445,0.11221287,0.0676271
Zfp36l2,0.80128753,1.2050276,2.3726385,3.7358685
Ash1l,0.42283216,0.38339293,0.7973194,0.9596669
Lgals9,0.47810054,0.6462568,1.0351709,0.7373455
Foxp1,0.20468546,0.27653226,0.56571484,0.56727844
Ski,0.13182108,0.12134421,0.2120784,0.28900763
Tbx21,0.4027488,0.5678449,0.57196075,1.2499585
Zkscan14,0.040380746,0.056994468,0.06911368,0.17498878
Fcgr2b,0.019857261,0.014918201,0.10513274,0.2893285
Per1,0.087333515,0.12128968,0.2299252,0.41203853
Cd6,0.6745989,0.7094039,1.012148,1.3344182
Jaml,0.369298,0.59982556,1.3495837,0.52677894
Cd84,0.17590955,0.20379423,0.43431434,0.77592653
Rel,1.0114808,1.3447373,1.3596909,1.5590823
Btbd11,0.013403617,0.014388806,0.048336428,0.021246718
Nsd1,0.5993827,0.6705972,0.7513327,0.68994933
Arid5b,0.1515857,0.28364313,0.6028714,0.40645325
Rnf19a,0.19600022,0.30477652,0.39305416,0.4282434
E4f1,0.0864579,0.120737545,0.20250711,0.15916997
Tshz3,0.0015188042,0.0001865196,0.004609043,0.023349661
Klrb1c,0.017638419,0.033655167,0.118114255,0.30369708
Zmym2,0.11967883,0.11799453,0.2191369,0.31144953
Znfx1,0.06822754,0.087397024,0.27829406,0.39786974
Kdm6b,0.35723105,0.52154744,0.8624578,2.065101
Brwd3,0.14987771,0.13934575,0.2346757,0.17239395
Klf13,1.0005989,1.2884086,2.4676738,2.826056
Daxx,0.3333538,0.3351908,0.6069651,0.3935331
Atf7ip,0.22090082,0.40595728,0.5003118,0.4459738
Kdm7a,0.19112591,0.23277205,0.73143154,1.3129354
Cd52,1.0500497,1.6564715,3.0949156,3.1441503
L3mbtl3,0.10958005,0.07916877,0.26909134,0.2066672
Notch1,0.34490722,0.39406353,0.5598016,0.4424523
Ddit3,0.105639756,0.13418852,0.23011276,0.2604326
Il18r1,0.81259,1.0835452,2.2481582,1.5726801
Mbd2,3.697443,3.531937,4.010681,4.733898
Foxp4,0.15620682,0.15250981,0.24793163,0.16647124
Fas,0.07985881,0.095395654,0.2218519,0.20365748
Smarca2,0.16393928,0.20648488,0.31310835,0.40543318
Ikbkb,0.22806297,0.22774628,0.31248116,0.5669639
Sp4,0.19235614,0.3435554,0.39812082,0.44530535
Tgif2,0.07163628,0.06646043,0.114028804,0.080223456
Cd68,0.10668465,0.1739912,0.2714402,0.16466743
Irf7,0.29812783,0.4251612,1.1840402,1.221361
Stat4,0.6357609,0.82779175,0.93336904,1.5468262
Fosl2,0.09145466,0.08906157,0.15708195,0.57195467
Ets1,2.4531178,3.258476,4.712512,5.7977877
Cry1,0.22572906,0.2421417,0.40769127,0.5565268
Dpp4,0.3916236,0.38000393,0.76829445,0.50031984
Actb,116.27993,159.94878,172.61891,195.7671
S1pr1,0.6794318,1.2697788,1.6636392,1.646081
Klf3,0.2555368,0.4602622,0.80017287,1.9772781
Fli1,0.6654186,1.0268428,1.1812643,1.1320412
Klrd1,0.6989383,1.4372119,4.9020896,7.8347507
Bbx,0.18186021,0.20617951,0.4164094,0.45050713
Tnfaip3,1.1499087,2.4954152,4.1333055,4.9851832
Cd28,2.0369964,2.9888268,4.4941783,3.893816
Trip11,0.5307129,0.6784718,0.96003205,0.9481713
Nfia,0.011353116,0.021138856,0.0449998,0.029600458
Foxj2,0.054966163,0.07097282,0.15838882,0.17545885
Kmt5b,0.1492746,0.17815895,0.32795233,0.36614746
Mxd4,0.1288787,0.1604555,0.7693485,1.6970508
Ccr2,0.026859956,0.0545483,0.36538714,0.35898933
Foxn3,0.4282158,0.7298326,1.483771,1.635541
Ptprc,7.1582336,10.485416,14.547175,16.859604
Phip,0.6406623,0.61056966,0.6554596,0.83344674
Cd2,2.635199,3.789443,7.163618,5.6111073
Hbp1,0.05461799,0.09045051,0.24027453,0.25636497
Scml4,0.0367135,0.04549366,0.14762813,0.30273494
Pvr,0.04001445,0.05261116,0.09758958,0.10664706
Nr3c1,0.39241007,0.33758414,0.53463733,0.83908325
Smad7,0.49816126,0.81827945,1.6979512,1.9654002
Elf2,0.4531261,0.47138157,0.5435869,0.6765857
Abcb1a,0.07217141,0.103483416,0.20101577,0.22404402
Med12,0.25399652,0.32889712,0.36586013,0.7010942
Ube2b,1.8709775,2.220306,2.9432561,3.0048385
Itga1,0.057227686,0.116721556,0.55826825,0.27444947
Trim24,0.20754288,0.17885584,0.32698628,0.27293378
Tbc1d2b,0.11597856,0.10536816,0.16890383,0.1819348
Zbtb1,0.4757035,0.54647994,0.7667504,0.77020335
Cd53,2.1773953,2.5851815,5.201255,3.8150835
Hivep2,0.24033539,0.34214944,0.5508409,0.47126442
Cd47,6.7452993,9.4744425,11.287547,10.422065
Sp110,0.4407556,0.7461713,1.700442,1.4329562
Itgb2,1.6344986,2.4392107,3.0058546,4.309513
Satb1,0.81911427,0.76612365,1.6277303,2.285777
Rgs14,0.13833393,0.2523164,0.30545855,0.511552
Cd96,0.26445022,0.38987646,0.96127546,1.1126626
Cd5,1.0074055,1.3892971,1.7293656,1.542551
Trbc1,8.810097,9.612422,14.540542,13.120033
Kat2b,0.09943916,0.09893527,0.11114224,0.0814967
Tsc22d3,0.47750783,0.6042274,1.0437094,2.2532446
Kmt2d,0.2869508,0.31987756,0.59264183,0.90710557
Entpd1,0.02398871,0.037404906,0.09338222,0.042879023
Jmy,0.06472871,0.04029956,0.17965491,0.09344734
Cbx7,0.097292215,0.108847484,0.1380578,0.23833287
Meis3,0.02951067,0.024962714,0.03389642,0.16162375
Cd38,0.056741185,0.07443117,0.17971323,0.2614769
Padi2,0.105064295,0.106655665,0.3514752,0.36264408
Il18rap,0.45378387,0.6730516,1.5341786,3.4356384
Elf1,1.1828328,1.6062106,2.5724194,2.4569006
Klra3,0.0125753665,0.021481292,0.059831053,0.34873253
Smurf2,0.109841965,0.107810296,0.14275445,0.17874487
Ep300,0.44575256,0.56504244,0.6975463,0.63151157
Selplg,2.139904,3.3998928,5.427688,6.922741
Nfkb1,0.6149917,0.621777,0.70943666,0.73492956
Nfkbiz,1.1474026,1.8800062,2.9598675,2.8315053
Cd55,0.037466057,0.09641468,0.16727349,0.08995506
Slc3a2,0.95540833,0.92765576,1.4853423,1.9781733
Cbx4,0.46827054,0.5878912,0.6561401,0.6383716
Smad4,0.33992228,0.38754243,0.6460286,0.9271462
Trim25,0.33636302,0.3332128,0.47537416,0.6671349
Itgax,0.10897886,0.28300422,1.3053166,1.096298
Spn,0.2954391,0.40786034,0.548474,0.67183685
Mbd1,0.15102509,0.13991275,0.1662251,0.23015395
Nfatc3,0.7323725,0.9320974,1.3096747,1.3306491
Nfic,0.14817424,0.2121353,0.26834297,0.62378895
Fosb,0.5251502,0.55833197,0.62324226,1.293587
Eomes,0.22076645,0.19144869,0.26887286,0.49294612
Tgif1,0.2642886,0.41426077,0.67527366,0.57839704
Aff4,0.14934218,0.1654554,0.24312234,0.21451381
Cd226,0.64531153,1.2239591,1.9589775,1.1108301
Atad2b,0.3229487,0.32435325,0.4396978,0.332626
Zfp113,0.021623125,0.029606119,0.07201957,0.10731668
Ncor1,2.0535412,2.4330666,2.9377217,3.875616
Jarid2,0.2011105,0.38362846,0.6592176,0.576103
Skil,0.22494818,0.27273855,0.34863475,0.22277585
Btg2,1.1005585,1.8139564,4.09604,5.903818
Nfatc1,0.14993472,0.27684817,0.41788515,0.48545277
Il21r,0.34224626,0.4793792,0.5146344,0.5941418
Zfp236,0.09929302,0.09416768,0.115059726,0.16163218
Chd3,0.43557912,0.49705786,0.8714352,0.81876445
Btg1,0.80223083,1.2743224,4.383433,6.2504044
Il4ra,0.099121004,0.08790806,0.112976484,0.1289123
Itgb1,3.2524002,4.2547293,5.7375336,6.931301
Elk3,0.3151585,0.3574453,0.5013535,0.49893716
Bcl11b,1.1908731,1.5800828,2.8200603,3.948128
Nr4a3,0.08183574,0.13591903,0.2191684,0.23446453
Rara,0.08981706,0.14425704,0.3744617,0.802245
Itga4,3.8241024,6.332684,8.843707,8.590645
Nmi,0.71890706,0.9170334,1.3555232,1.3509326
Crebbp,0.6091623,0.8157808,1.0141226,1.5024148
Phf1,0.061671678,0.08404465,0.21570791,0.5740919
Rora,1.1578176,1.6721445,2.8526242,3.7408595
Zfp277,0.21057865,0.1938182,0.27849874,0.2544973
Mtf1,0.124817125,0.11120246,0.1588234,0.1484405
Il17ra,0.3919003,0.47434342,0.6227029,1.1872799
Klra9,0.0,0.0015616349,0.0,0.042892277
Kdm4c,0.10495202,0.117414616,0.19800545,0.30272675
Irf2,0.74217767,1.0813993,1.8129919,1.4937809
Fasl,0.11992912,0.23449837,0.5997103,0.90439504
Vsir,0.35495508,0.64486986,1.4118688,1.3385789
Irf9,0.23654482,0.4126238,0.7904129,0.8241309
Phf14,0.5845988,0.6955143,0.7094831,0.8260979
Arid1a,1.0470058,1.2978467,1.3132833,1.351056
Cx3cr1,0.039855547,0.09878535,0.26618347,0.9609673
Kmt2a,0.8289136,0.77875555,1.179692,1.6752272
Klrc1,0.9540316,1.744357,2.4482203,3.7252305
Baz2b,0.080506705,0.08505357,0.19703667,0.13060366
Rere,0.06856191,0.07309357,0.16746494,0.22534293
Polr3b,0.1490563,0.16235994,0.19016007,0.2833667
Mta3,0.15401296,0.1801841,0.23370296,0.24398996
Rsf1,0.43549457,0.5704711,0.5869315,0.5800634
Ifnar1,0.11774606,0.17679584,0.2731408,0.20346236
Cd274,0.16815107,0.26742655,0.4312675,0.6008452
Ifngr1,1.6541013,3.5502818,4.6136193,4.117422
Zfp36l1,0.64802337,0.72222155,1.3214891,1.4634638
Klrk1,1.0340331,1.2986441,2.0233636,2.6484537
Kdm4a,0.20435928,0.2948806,0.34441352,0.48646408
Jmjd1c,0.27240655,0.32638285,0.48561385,0.6265667
Notch2,0.16602725,0.18733118,0.27748716,0.5857001
Kdm5b,0.052046817,0.035517033,0.3246757,0.056673333
Zeb2,0.07623699,0.10976983,0.18992719,1.3636602
Ar,0.16489382,0.2078552,0.282366,0.38817954
Hopx,1.931615,2.4412434,4.5721574,5.564823
Itgal,1.2872686,1.733745,3.259702,4.972901
Klf10,0.098219275,0.0841768,0.13400504,0.24960467
Ascc3,0.30724883,0.4059207,0.52343893,0.39216414
Baz2a,0.39210185,0.484176,0.7267612,0.68783975
Klrc2,0.049181882,0.087496236,0.15125939,0.29717028
Cd69,1.4835838,2.0412207,3.1166756,2.9540951
Mef2a,0.1976538,0.2896698,0.3756596,0.53831315
Elf4,0.57789963,0.73288757,0.8147005,1.1409343
Dnmt3a,0.092269994,0.07158587,0.13113588,0.24794094
Chd2,0.51283604,0.8629548,1.243059,1.1892169
Sp140,0.24544147,0.39557946,0.595831,0.4025775
Ddx5,8.845066,9.423763,11.231205,10.788488
Klrg1,0.14233312,0.2167891,0.57901335,4.523037
Mxi1,0.19249214,0.2561724,0.3299048,0.3350662
Brd1,0.99279547,0.8917293,1.0207039,1.3898808
Ncoa3,0.23403712,0.31867513,0.50153506,0.4308889
Id2,2.3617055,4.6947613,8.943918,8.804609
Igf2r,0.2844989,0.50793475,1.0121964,0.82012504
Apc,0.18612777,0.20662075,0.31763577,0.3214556
Smad3,0.08652332,0.13879248,0.25892144,0.43549657
Arntl,0.053593177,0.0598909,0.19702137,0.19052741
Bcl6,0.011740694,0.011644955,0.034594063,0.075270146
Zmynd11,0.33717024,0.335383,0.506078,0.40230614
Zdhhc9,0.026915852,0.037305962,0.06467648,0.22827303
Mxd1,0.045853164,0.08551137,0.21283177,0.437204
Stat6,0.30112445,0.3492508,0.39031136,0.4679205
Sertad2,0.1638241,0.21687798,0.3786483,0.44479278
Chd6,0.13220595,0.14045082,0.24596757,0.19157802
Phf20l1,0.69847846,1.0403543,1.1460899,1.759502
Icam1,0.22627781,0.1989192,0.39691895,0.42216507
Relb,0.09167321,0.12239768,0.32475564,0.13688633
Rest,0.6001209,0.48030537,0.739932,0.88970155
Zbtb38,0.29239368,0.28963473,0.5240288,0.5289783
Stat1,0.8309407,1.0669677,1.7382241,0.8883923
Fos,1.284236,1.2462358,1.275882,2.6701705
Itgae,0.0073916325,0.006260595,0.014992101,0.076691516
Sp100,1.0125301,1.841445,3.6246567,3.3858323
Mef2d,0.42729422,0.5828308,0.8720673,1.0862072
Cd37,0.4532594,0.63224304,1.8225328,1.7052667
Chd7,0.5418132,0.84504884,1.1587185,1.9130785
Pou2f2,0.8885934,1.0921282,1.9706343,1.7037735
Atp1b3,3.2886136,4.0093274,5.1528687,5.7684836
Zfp62,0.11657402,0.178355,0.19751666,0.22974876
Cd8b1,5.632299,7.9967933,14.350054,18.823803
Cd86,0.026829518,0.027942853,0.13656864,0.017703066
Rbl2,0.2520799,0.31939572,0.62356377,0.522698
Klf6,2.9017038,3.9195542,5.510498,7.612794
Ikzf3,0.5562627,0.7617957,1.0048083,0.8459308
Nfkb2,0.23573521,0.32934922,0.47207138,0.5370367
Phc2,0.3454369,0.34232804,0.45461544,0.7886287
Kdm4b,0.03144656,0.033150222,0.03149287,0.18773353
Nsd3,0.44500223,0.58797747,0.91231966,1.1199567
Calcoco1,0.012015057,0.00843752,0.05361055,0.109309316
