,AllAct_P2,AllAct_P4,AllAct_P9,AllAct_P10
Phip,0.636498,0.6358633,0.8153612,0.7778077
Setdb2,0.14904685,0.15349832,0.18851937,0.13253416
Mafk,0.13055891,0.14769202,0.29156187,0.18576944
Mllt3,0.66547686,0.7654006,0.7657267,0.6511028
Tshz3,0.002437261,0.0043842723,0.0065316656,0.0053737233
Hdac8,0.049947124,0.0539987,0.087955125,0.07491026
Taf5l,0.34149796,0.30254275,0.32792667,0.23990896
Cxcr5,0.007592204,0.009790613,0.012693918,0.0004171484
Aff3,0.036788035,0.047157105,0.08365337,0.017614758
Ighm,0.64775014,0.6576893,0.8639594,0.37763894
Taf4b,0.0658918,0.042225804,0.068669796,0.026513625
Phc2,0.2962544,0.29839015,0.45742846,0.400656
Jmy,0.06970638,0.056768477,0.21185666,0.16470791
Hivep2,0.21875212,0.2939552,0.557173,0.45745987
Btbd11,0.018346041,0.023046916,0.11337673,0.06232052
Slamf6,0.72278255,0.65965927,0.7770543,0.36828598
Prmt6,0.026672797,0.018198766,0.03013682,0.021420583
Per1,0.09181908,0.11701313,0.27969763,0.2259847
Arid2,0.25369275,0.234182,0.3394136,0.26496348
Ly75,0.13538876,0.16862781,0.317629,0.23006228
Relb,0.0937212,0.119406186,0.2999291,0.2055677
Ctla4,1.1036494,1.5471357,2.120602,0.45523548
Tbc1d2b,0.10711087,0.1184592,0.18726866,0.18754558
Ssbp2,0.029056828,0.027984932,0.054847296,0.010493189
Srebf2,0.369022,0.39744478,0.3672956,0.2193758
Setbp1,0.03480263,0.04512329,0.10095389,0.05146331
Ddit3,0.1317531,0.15604658,0.2853199,0.23485452
Cd38,0.05170677,0.07225859,0.14861058,0.09461675
Plag1,0.0025843438,0.0026464239,0.007471788,0.0025259454
Slamf1,0.13470215,0.18321635,0.24304895,0.21838315
Pml,0.2243523,0.24181804,0.308903,0.2588768
Tet1,0.009786817,0.008615479,0.026600821,0.015295301
Ikzf1,1.7906322,2.1926816,2.440874,2.3966978
Tet3,0.17913629,0.19375892,0.498681,0.3930701
Eomes,0.31186873,0.33067045,0.34296408,0.24006763
Creb1,0.5239414,0.63101375,0.72136813,0.6735746
Irf9,0.24537413,0.36410215,0.8225257,0.6587738
Ifngr1,1.6673418,3.040777,4.5377746,3.6317692
Snai3,0.17504066,0.22746535,0.26581123,0.16771123
Tlr1,0.011929786,0.015292161,0.04134944,0.008698922
Nr2c1,0.025885371,0.020744424,0.029744964,0.021412158
Cd96,0.27614066,0.42699814,1.3322465,1.2350582
Cd2,2.6952949,3.6068828,7.6057677,6.742497
Thy1,2.4581048,3.3068867,5.398153,5.4264765
Rgs14,0.15393128,0.2272816,0.3382109,0.316934
Eya2,0.030773427,0.03604515,0.0604174,0.010742563
Itga6,0.1402764,0.17689633,0.29950637,0.19326445
Baz2b,0.07404853,0.089226365,0.2261333,0.21216187
Zbtb48,0.014847154,0.017491946,0.024350254,0.01274851
Gata3,0.24949348,0.39236185,0.52984786,0.43701068
Ercc5,0.07795511,0.09258765,0.15112014,0.13468818
Stat3,0.64656544,0.7805707,1.0797855,1.0288001
Nfe2l1,0.20445682,0.20800121,0.2504103,0.25715297
Polr3b,0.1356228,0.15767732,0.17061067,0.14776042
Trps1,0.20751697,0.18269129,0.22734132,0.22916435
Gabpa,0.22891676,0.20843954,0.1869333,0.21980752
Ets1,2.3394616,3.0128462,5.633997,6.6087327
Atad2b,0.28592145,0.3135296,0.49012822,0.53500515
Klf3,0.37611446,0.691351,1.551146,2.5687735
Sin3a,0.3791373,0.39445883,0.28302062,0.3380827
Il17ra,0.43323523,0.551305,0.8486182,1.2560412
Chd3,0.52973473,0.5670428,1.3312193,1.477374
Mllt10,0.36374983,0.38145092,0.4611527,0.5129196
Phf1,0.08159124,0.09360201,0.3209929,0.4988045
Smurf2,0.09724103,0.102679506,0.15361069,0.20599793
Tcf4,0.08046648,0.067377985,0.074017316,0.10360755
Stat5a,0.2705075,0.25371242,0.30358678,0.31083325
Brd1,1.0490601,0.9484814,1.227219,1.4830841
Med8,0.8535948,0.8199866,0.7367362,0.8678533
Foxp1,0.22440317,0.2846674,0.6472821,0.69489926
Lamp2,0.054042894,0.068286374,0.047967687,0.058533303
Hist1h2bp,0.020133741,0.024146145,0.017851744,0.035520297
Id3,0.00028700347,0.0011685396,0.00096782215,0.0017215627
Xab2,0.19042033,0.21549462,0.2410866,0.26268953
Phf2,0.2015224,0.22284076,0.27075478,0.29396024
Ehmt2,0.49924234,0.61580044,0.515722,0.59654313
Dnmt3b,0.045155957,0.034947973,0.047761567,0.06380654
Mef2a,0.1885414,0.26710662,0.42156526,0.5167264
Trim24,0.18227619,0.1826214,0.3132317,0.34308106
Zkscan14,0.041953262,0.06101961,0.111524515,0.115549475
Med27,0.2060412,0.21489055,0.23570569,0.23301001
Zfp248,0.017773656,0.013880832,0.011637477,0.017741358
Zfp1,0.04933692,0.050953925,0.12759174,0.12268127
Selplg,2.5053074,3.536822,6.303956,6.8614416
Zfp606,0.035430007,0.025389876,0.039130423,0.047246605
Foxn3,0.38931045,0.60467285,1.3659085,1.7588251
Sp3,0.8376632,0.829189,0.90472084,1.0376073
Zscan21,0.045545228,0.05302517,0.059437267,0.069881186
Aff1,0.086872034,0.10830259,0.18656927,0.2066781
Entpd1,0.029487656,0.048122827,0.08388645,0.09678544
Arid5b,0.15878631,0.27281317,0.5579366,0.58229417
Rsf1,0.46297753,0.5337627,0.8362851,1.0132644
Baz2a,0.41276577,0.48788562,0.83962244,1.0332007
Trim25,0.3267264,0.3305215,0.4371023,0.49772426
Pknox1,0.30120745,0.29909074,0.31279784,0.36535957
Itga4,4.406188,6.2239428,9.210698,10.578493
Fli1,0.6580701,0.96394354,1.5250098,1.5203738
Top2b,1.2445527,1.4646521,1.9175847,1.8958169
Fcgr2b,0.027717605,0.029780578,0.25057057,0.52760565
Chd6,0.13345048,0.15289664,0.34793147,0.40423146
L3mbtl3,0.1262662,0.10511978,0.3460199,0.40478924
Arntl,0.05819112,0.06281052,0.24396326,0.35087472
Ankra2,0.116246335,0.13885114,0.18813583,0.29482672
Tle1,0.054097958,0.03998641,0.034418676,0.036925282
Zscan22,0.020263676,0.011175611,0.01952732,0.02810061
Tnfrsf1a,0.11778844,0.11990814,0.18986997,0.23768963
Cd6,0.72812974,0.72612077,1.2572372,1.3506113
Smad3,0.13147895,0.20096906,0.3202462,0.48020193
Mxi1,0.1782223,0.22449149,0.31489885,0.37980983
Zfp282,0.09533375,0.07612922,0.094373606,0.12832315
Cd8b1,7.0140605,9.730037,20.116663,22.695562
Calcoco1,0.01512338,0.019525327,0.0964307,0.14167318
Cramp1l,0.19278513,0.1634002,0.26234418,0.28438944
Tfdp2,0.06692912,0.0713116,0.05368845,0.07737347
Zmym2,0.14138722,0.12726256,0.27333158,0.31025904
Zmynd11,0.38273618,0.40778774,0.74553216,0.74719083
Zfp422,0.06072292,0.05179893,0.04178838,0.054675907
Rbbp5,0.17806838,0.17908293,0.133094,0.167439
Asxl1,0.45007548,0.53283834,0.39737734,0.5039771
Zfp444,0.1143747,0.09143333,0.1543132,0.14968804
Zfp512,0.07454351,0.06630843,0.09910671,0.10267521
Zbtb1,0.45099068,0.48961315,0.7356701,0.82246655
Kdm4c,0.10468731,0.119943105,0.2528088,0.26579994
Mtf1,0.12385904,0.10543628,0.148787,0.15448232
Zfp382,0.04115938,0.04762587,0.0507551,0.04702414
Patz1,0.12236593,0.085850045,0.101498224,0.13362151
Nfxl1,0.071930714,0.07388028,0.062949814,0.08285898
Ncoa5,0.15693557,0.14090519,0.112425186,0.14939581
Lair1,0.2474599,0.2732977,0.308516,0.38286236
Cd46,0.004514129,0.006129852,0.018388957,0.03643893
Itgal,1.2577112,1.6568457,3.9724705,5.233468
Kmt2d,0.29499194,0.3131114,0.69959414,0.8400044
Notch2,0.16136116,0.17840163,0.29502606,0.47901678
Kdm3b,0.10060948,0.11414449,0.18785635,0.2275412
Il18rap,0.47383142,0.6636891,2.3614259,5.4862146
Klrc2,0.050026465,0.08399728,0.27261758,0.44725794
Itgb2,1.7575601,2.5134952,3.3746185,5.4952855
Phf20l1,0.7572288,1.035326,1.3849432,1.7751315
Kmt5b,0.14410828,0.17640635,0.48057052,0.49107137
Ash1l,0.4223783,0.43758765,1.0029356,1.1462948
Zeb2,0.08781615,0.15250362,0.4129433,2.127727
Vsir,0.44076246,0.7217992,1.8113738,1.8062531
Dnmt3a,0.075033344,0.073358916,0.097121626,0.11171034
Mxd4,0.10048037,0.1678645,0.8192178,1.1076946
Taf1a,0.03659691,0.036087707,0.037326396,0.039961737
Atf7ip,0.2182719,0.37517852,0.64997786,0.657755
Ahctf1,0.30211428,0.23986134,0.25959992,0.29796246
Icam1,0.25074434,0.22596502,0.42242712,0.48020428
Kat2b,0.09965179,0.09545823,0.16356847,0.22319674
Rnf20,0.54866433,0.5331622,0.56129575,0.6135844
Med12,0.23974384,0.2794967,0.38239545,0.39279085
Zbtb38,0.22083564,0.25164714,0.50404084,0.72813326
Kdm4b,0.032232035,0.03176755,0.06216654,0.08165134
Elf4,0.59445345,0.7342006,0.8367072,1.2126952
Rnf19a,0.1788101,0.24703486,0.30192804,0.4274466
Fasl,0.14420216,0.2734468,0.85343957,1.2399851
Aff4,0.16601025,0.16369064,0.30565074,0.34118494
Klf9,0.029959822,0.034051906,0.043912318,0.048864745
Pias2,0.1699366,0.13000089,0.1489648,0.14847405
Elf2,0.48119324,0.47976142,0.6200902,0.76989985
Pvr,0.05443831,0.045616068,0.10298807,0.12678501
Cd80,0.020882377,0.02152721,0.06773945,0.08215353
Klf10,0.102220185,0.108076945,0.14260197,0.18086582
Mbd1,0.17147687,0.151187,0.18567643,0.17733328
Kcnip3,0.0015160613,0.0022043907,0.0051778075,0.005723928
Rb1,0.08995157,0.11330627,0.085260816,0.13036153
Brd9,0.6582653,0.79390484,0.5276529,0.7397347
Brpf3,0.053854782,0.043331537,0.06987401,0.10356744
Foxn2,0.35152775,0.3834393,0.3665593,0.35867137
Rarg,0.034977242,0.028387848,0.060555175,0.083468
Eaf1,0.16538438,0.1456969,0.15098797,0.19097914
Zbtb39,0.013004519,0.009896751,0.022561595,0.02986631
Klra4,0.00065002666,0.0033794527,0.0019584235,0.049058564
Zbtb11,0.42177132,0.39329955,0.45703888,0.4481221
Arid1a,1.0866708,1.2820092,1.6476604,1.7561133
Snapc1,0.3118353,0.30513093,0.26748157,0.3104145
Carf,0.011874291,0.013565321,0.020853644,0.03029845
Smarca2,0.182693,0.20711163,0.4552391,0.45672116
Klra9,0.0012335859,0.0016598899,0.009631941,0.10665315
Drap1,1.0231735,0.89548093,0.95620275,1.0191605
Meis3,0.032224376,0.033921756,0.07493252,0.1232675
Ubn1,0.8163795,0.80425483,0.96627945,1.0474133
Zfp341,0.020009324,0.024962673,0.018273296,0.0273428
Zdhhc9,0.024037525,0.031188352,0.042610865,0.06265394
Cd84,0.1596115,0.196097,0.5335723,0.6152582
Adam10,0.54708415,0.6374061,0.75240827,0.75586975
Ncor1,2.1103098,2.419411,3.255101,3.5201707
Fos,1.5923597,1.8028386,2.9249074,3.111215
Fosb,0.6134178,0.6276913,1.0189742,1.04834
Tcf12,0.20512676,0.25299218,0.3204832,0.38527468
Klrd1,0.9650915,1.9120562,7.0937166,9.635763
Notch3,0.0026131303,0.002252829,0.0061345682,0.04995546
Nab1,1.3552325,1.4717538,1.2089125,1.5184313
Foxj2,0.046956535,0.066745676,0.18043296,0.21613215
Smyd4,0.040687658,0.042188704,0.0250057,0.031727724
Cbx7,0.0999955,0.10872567,0.2628497,0.27514967
Rara,0.14607446,0.2204835,0.51006615,0.84679365
L1cam,0.04966387,0.06788158,0.1002557,0.15389659
Stat6,0.28778628,0.3371172,0.449396,0.5801522
Nfatc3,0.77249414,0.95750254,1.5361027,1.8809456
Atp1b3,3.9193237,4.834738,5.8125324,7.236482
Zbtb20,0.09042856,0.10730533,0.23374155,0.33226827
Ddx5,8.769373,8.999997,13.25978,13.191935
Ep300,0.44712374,0.5986276,0.7160829,0.78771645
Cd200r1,0.007587038,0.0063289055,0.008234116,0.012129191
Rora,1.0295392,1.3695995,3.9707742,4.3918447
Zfp131,0.3004475,0.29113084,0.43032393,0.45596588
Mta3,0.14661181,0.18206502,0.251728,0.24402866
Zfp236,0.086310685,0.09908083,0.16140394,0.1780485
Nfic,0.18315867,0.22806196,0.35180834,0.6970948
Itgb1,2.5362623,2.8885772,7.016033,9.499303
Zfp213,0.06969393,0.06372629,0.06882193,0.069689184
Mef2d,0.4592097,0.5793412,1.0749683,1.1533496
Nt5e,0.01994318,0.028671395,0.06404783,0.0984104
Klra8,0.0017044767,0.00420616,0.004383423,0.049739655
Stat4,0.54024976,0.74490476,1.0326478,1.141868
Ncoa3,0.22826235,0.27939272,0.44418505,0.50924975
Bin1,0.8930273,1.1690053,1.2163979,1.4158342
Cd68,0.094122216,0.15628445,0.2093996,0.22063819
Itgae,0.008912437,0.011920351,0.0056252917,0.024077455
Kdm5b,0.06570462,0.048206095,0.33779567,0.35515547
Crebl2,0.011520973,0.011735844,0.051390506,0.06355783
Zfp354c,0.0037040904,0.002682532,0.0031165907,0.0104403375
Sertad2,0.19305815,0.21962391,0.379058,0.4306805
Klrk1,1.0573822,1.5708737,3.0489588,3.4519763
Tsc22d3,0.5404966,0.72549343,1.6696084,2.2047305
Ankrd10,0.4689786,0.49356946,0.60068184,0.6780616
Ski,0.14482608,0.15985511,0.3219479,0.37431264
Crebbp,0.60553044,0.7294026,1.2526916,1.4214426
Bcl6,0.010128455,0.009832138,0.02462931,0.030827181
Klrb1c,0.035616796,0.03770265,0.2325207,0.74417186
Sox5,0.0035578648,0.0023156852,0.00540432,0.035438858
Nfatc1,0.15728289,0.22213623,0.37504303,0.42203397
Klra3,0.016775582,0.023817724,0.059857424,0.28863642
Zfp36l2,1.0143952,1.4482038,3.5942686,3.8801365
Smad4,0.32318565,0.37641853,0.76896536,1.088695
Prpf4b,1.3370763,1.2714295,1.3387535,1.5526171
Prkcd,0.21111898,0.23097514,0.30134043,0.34642476
Jmjd1c,0.28223425,0.31414518,0.59329313,0.6556993
Zkscan5,0.014675612,0.017403899,0.021929685,0.021322738
Ercc2,0.071089245,0.060045626,0.09516079,0.11148287
Elk3,0.28056487,0.32098126,0.42065558,0.54724765
Ikzf3,0.5295905,0.6941162,0.9019579,1.3484776
Prdm4,0.12790409,0.10235672,0.09039953,0.1288332
Bcl11b,1.4409987,1.77515,3.829417,4.60486
Ovol2,0.015052727,0.015168908,0.004893283,0.026631346
Nfia,0.012580471,0.021431247,0.05447189,0.08098534
Cry1,0.22198397,0.21116611,0.4295229,0.46136948
Trdv1,0.008543422,0.017443217,0.011346062,0.020051556
Jarid2,0.20180213,0.31552184,0.6113399,0.7051154
Zdhhc13,0.09646017,0.089443155,0.088724546,0.0946559
Crebzf,0.19045961,0.20435485,0.3156233,0.32946572
Zfp62,0.12646218,0.16217124,0.23293717,0.3359951
Kdm7a,0.23477313,0.2803046,1.063155,1.3485069
Ptprc,7.3461776,10.041252,15.5266695,19.307854
Chd7,0.6196345,0.9013962,1.3801959,1.8032919
Kdm6b,0.3701067,0.49581465,1.108951,1.3280724
Fosl2,0.0987407,0.13233288,0.31319648,0.46039137
Il4ra,0.09260865,0.10086868,0.17397803,0.169106
Nr3c1,0.3776512,0.36341357,0.59121805,0.99198985
Nsd1,0.62012976,0.64862174,0.7927218,0.8822579
Brwd3,0.14427276,0.15007712,0.21968521,0.23375316
Kmt2a,0.76677597,0.7757983,1.6814843,1.83166
Nfkb1,0.50432867,0.49229544,0.70525396,0.7323802
Gadd45b,1.0319788,1.13791,1.2947068,1.4670951
Phf14,0.5561445,0.65086234,0.83302474,0.8777469
Irf2,0.7066528,0.95126575,1.6971213,2.0006747
Ythdc1,1.3880225,1.3202361,1.4849795,1.5252662
Btg2,1.4168075,2.1476269,5.4350524,6.1203074
Nsd3,0.47028404,0.58949035,1.1899852,1.3990163
Zfp553,0.05367777,0.056869935,0.051603295,0.058645826
Il21r,0.34539318,0.49702373,0.52476645,0.58155006
Rere,0.07825411,0.085419014,0.23729123,0.23977032
Ncoa4,0.014828637,0.018075073,0.011641015,0.015811363
Tbx21,0.5248025,0.6023114,0.8555797,1.4640439
Klrc1,0.9290065,1.5379527,3.2299888,5.367412
Spn,0.32348806,0.41102841,0.57579696,1.0593023
Cx3cr1,0.03734838,0.09511434,0.52329725,2.0506833
Klrg1,0.35228977,0.69139403,1.3587127,4.600496
Chd9,0.09372495,0.095425315,0.2040066,0.1968981
Xpc,0.0742914,0.06879633,0.118195474,0.13412634
Shprh,0.15027404,0.14166659,0.20644677,0.2860646
Zfhx2,0.048850566,0.06256006,0.34230036,0.43752432
Hbp1,0.06773363,0.094801955,0.34742674,0.3952609
Trip11,0.5662921,0.6759227,1.2445124,1.3506391
Sp100,1.1920234,1.9030529,4.3759694,4.95989
