,AllAct_P2,AllAct_P7,AllAct_P9,AllAct_P10
Smarca2,0.182693,0.38083604,0.4552391,0.45672116
Jmy,0.06970638,0.15537648,0.21185666,0.16470791
Nfkb2,0.22684695,0.48790804,0.5134174,0.38665593
Chd2,0.56549454,1.3001095,1.3116608,1.1581063
Notch1,0.35476103,0.43774277,0.6569309,0.61753
Cd52,1.054046,2.527516,3.2695699,3.0336163
Rai1,0.091512024,0.111483,0.14966929,0.13137636
Zbtb11,0.42177132,0.43053672,0.45703888,0.4481221
Tet3,0.17913629,0.37034398,0.498681,0.3930701
Hdac8,0.049947124,0.10139553,0.087955125,0.07491026
Igf2r,0.3050641,0.61862755,0.99440306,0.67508775
Hdac7,0.53390026,0.93643624,1.0511563,0.8123949
Ly75,0.13538876,0.28273147,0.317629,0.23006228
E4f1,0.09301185,0.15125021,0.25794402,0.25156313
Apc,0.17043991,0.28245354,0.38897753,0.37523776
Pou6f1,0.030540336,0.16167699,0.18719056,0.03960639
Zfp277,0.20922466,0.2646136,0.28534704,0.2594949
Creb1,0.5239414,0.60039634,0.72136813,0.6735746
Mta3,0.14661181,0.16104937,0.251728,0.24402866
Cd96,0.27614066,0.6306586,1.3322465,1.2350582
Klf13,1.1099386,1.3467815,3.0232787,2.910995
Pias2,0.1699366,0.16820031,0.1489648,0.14847405
Ube2b,2.047543,2.6834967,3.312896,3.2151873
Satb1,0.9612049,1.751286,2.4510088,2.164288
Padi2,0.11172402,0.13596107,0.36888868,0.31467
Cbx4,0.5269574,0.6206577,0.70872635,0.634823
Taf3,0.48755038,0.35328057,0.5160241,0.49548542
Cd28,2.202667,4.215428,5.678472,2.9531832
Zfp36l1,0.7448209,2.1743584,2.2002747,1.7758695
Cnot6l,1.3939636,2.7508612,3.1477602,2.848992
Baz2b,0.07404853,0.2017725,0.2261333,0.21216187
Znfx1,0.07497205,0.18910356,0.29338557,0.22681366
Ikbkb,0.21154973,0.31104633,0.42446852,0.40005344
Ercc5,0.07795511,0.14105585,0.15112014,0.13468818
Btg1,1.1667205,3.439674,6.6664524,6.5969095
Tshz3,0.002437261,0.000318535,0.0065316656,0.0053737233
Smad7,0.6380491,1.317549,1.9953772,1.5803306
Sp4,0.22201353,0.22434822,0.5021527,0.42695823
Cd55,0.068737194,0.10504528,0.2507508,0.08017853
Deaf1,0.088406146,0.12389318,0.18271057,0.15843306
Cd47,7.5031347,6.8872905,10.606956,9.366101
Cxcr6,1.051517,0.7744306,4.817504,2.5287611
Cd226,0.44657603,1.370385,2.1178997,1.8345671
Cd44,0.54210675,0.85587525,1.2307554,0.75019854
Sp140,0.27656755,0.5316979,0.6722099,0.63767064
Klf6,3.5016446,4.4458923,8.582051,8.0311365
Id2,3.0545545,2.8861039,10.61838,9.408433
Ddb2,0.12659833,0.15332437,0.21698143,0.085614435
Cd2,2.6952949,4.305998,7.6057677,6.742497
Cd36,0.0001289023,5.683035e-05,0.000630748,0.0
Actb,122.12976,124.423325,148.08879,134.87546
Klra1,0.0033434078,0.010829659,0.024174144,0.0036677693
Maf,0.038791217,0.11147312,0.11485226,0.07336336
Taf5l,0.34149796,0.28147396,0.32792667,0.23990896
Cd53,2.2205236,3.810853,6.0036535,4.0780544
Ppard,0.040408097,0.06396392,0.06779426,0.065392576
Fas,0.10644342,0.24274562,0.26451632,0.21837854
Itga2,0.029348655,0.0178636,0.083097935,0.060091432
Ncam1,0.00142389,4.4470617e-05,0.0013683371,0.0005811285
Ifnar1,0.1402357,0.25112948,0.32128504,0.26413095
Slamf1,0.13470215,0.18707053,0.24304895,0.21838315
Abcb1a,0.08848539,0.21154693,0.28779557,0.2224642
Tbc1d2b,0.10711087,0.15015824,0.18726866,0.18754558
Itga6,0.1402764,0.22521807,0.29950637,0.19326445
Zeb1,0.14581792,0.17462564,0.30705935,0.16069545
Irf9,0.24537413,0.694287,0.8225257,0.6587738
Cd86,0.022606283,0.06323682,0.19074892,0.07521999
Zfp213,0.06969393,0.071844876,0.06882193,0.069689184
Sub1,15.157484,14.054299,16.952034,11.949369
Tet1,0.009786817,0.016460203,0.026600821,0.015295301
Gatad2a,1.0036302,0.9691236,1.1718545,1.0126609
Il18r1,0.7639922,1.4268287,2.502638,2.041736
Gata3,0.24949348,0.30433738,0.52984786,0.43701068
Itgb3,0.12528588,0.1179332,0.13984542,0.07269102
Ddit3,0.1317531,0.23813525,0.2853199,0.23485452
Cd38,0.05170677,0.12668253,0.14861058,0.09461675
Plag1,0.0025843438,0.004312242,0.007471788,0.0025259454
Zfp275,0.050193664,0.06630293,0.09607423,0.08229803
Rgs14,0.15393128,0.2043309,0.3382109,0.316934
Vsir,0.44076246,1.1009933,1.8113738,1.8062531
Srebf2,0.369022,0.33062994,0.3672956,0.2193758
Fhl2,0.3700397,0.36489052,0.39109677,0.35441205
S1pr1,0.87733287,0.9879288,1.8132342,1.876985
Zfp422,0.06072292,0.05816811,0.04178838,0.054675907
Nfatc1,0.15728289,0.29529497,0.37504303,0.42203397
Mxd4,0.10048037,0.7489041,0.8192178,1.1076946
Gabpa,0.22891676,0.21071957,0.1869333,0.21980752
Med8,0.8535948,0.83854055,0.7367362,0.8678533
Prpf4b,1.3370763,1.1781663,1.3387535,1.5526171
Chd6,0.13345048,0.31456318,0.34793147,0.40423146
Patz1,0.12236593,0.10796272,0.101498224,0.13362151
Nsd1,0.62012976,0.74916345,0.7927218,0.8822579
Zmym2,0.14138722,0.15711576,0.27333158,0.31025904
Ikzf3,0.5295905,0.9491907,0.9019579,1.3484776
Zfhx2,0.048850566,0.20431061,0.34230036,0.43752432
Brpf3,0.053854782,0.044512194,0.06987401,0.10356744
Klf3,0.37611446,0.5550536,1.551146,2.5687735
Foxj2,0.046956535,0.10827596,0.18043296,0.21613215
Zfp113,0.028166456,0.05965177,0.09333973,0.09234033
Nt5e,0.01994318,0.1058169,0.06404783,0.0984104
Calcoco1,0.01512338,0.110120095,0.0964307,0.14167318
Carf,0.011874291,0.025613537,0.020853644,0.03029845
Smad4,0.32318565,0.5670879,0.76896536,1.088695
Cd8b1,7.0140605,9.505674,20.116663,22.695562
Kdm4c,0.10468731,0.2160253,0.2528088,0.26579994
Taf1a,0.03659691,0.03186938,0.037326396,0.039961737
Zbtb38,0.22083564,0.31139106,0.50404084,0.72813326
Shprh,0.15027404,0.20682421,0.20644677,0.2860646
Zfp282,0.09533375,0.111042194,0.094373606,0.12832315
Fli1,0.6580701,0.90431255,1.5250098,1.5203738
Ski,0.14482608,0.13685828,0.3219479,0.37431264
Zfp143,0.15081473,0.13944893,0.14713134,0.15863036
Kdm5b,0.06570462,0.28543022,0.33779567,0.35515547
Phf1,0.08159124,0.11913809,0.3209929,0.4988045
Ddx5,8.769373,10.490146,13.25978,13.191935
Selplg,2.5053074,3.0561354,6.303956,6.8614416
Zfp248,0.017773656,0.019507969,0.011637477,0.017741358
Bmpr1a,0.010588715,0.0068506263,0.010137387,0.0083734235
Kat2b,0.09965179,0.118475094,0.16356847,0.22319674
Brd1,1.0490601,0.9590053,1.227219,1.4830841
Sp100,1.1920234,2.5458045,4.3759694,4.95989
Mllt10,0.36374983,0.38251296,0.4611527,0.5129196
Zbtb39,0.013004519,0.020565752,0.022561595,0.02986631
Ahctf1,0.30211428,0.2322446,0.25959992,0.29796246
Rbbp5,0.17806838,0.1477161,0.133094,0.167439
Pknox1,0.30120745,0.23026629,0.31279784,0.36535957
Rsf1,0.46297753,0.6275866,0.8362851,1.0132644
Rb1,0.08995157,0.07820488,0.085260816,0.13036153
Aff1,0.086872034,0.19838758,0.18656927,0.2066781
Itgae,0.008912437,0.0091727935,0.0056252917,0.024077455
Zkscan14,0.041953262,0.095005654,0.111524515,0.115549475
Ercc2,0.071089245,0.07569087,0.09516079,0.11148287
Il17ra,0.43323523,0.47012725,0.8486182,1.2560412
Klrg1,0.35228977,0.053937662,1.3587127,4.600496
Notch2,0.16136116,0.16313636,0.29502606,0.47901678
Prdm4,0.12790409,0.101370126,0.09039953,0.1288332
Kdm4b,0.032232035,0.050286435,0.06216654,0.08165134
Tnfrsf1a,0.11778844,0.0995239,0.18986997,0.23768963
Smad3,0.13147895,0.208424,0.3202462,0.48020193
Klra4,0.00065002666,0.0,0.0019584235,0.049058564
Mxi1,0.1782223,0.117852286,0.31489885,0.37980983
Runx3,2.3910594,1.972233,1.8886691,2.529077
Klrc2,0.050026465,0.12350606,0.27261758,0.44725794
Ehmt2,0.49924234,0.4714613,0.515722,0.59654313
Trim24,0.18227619,0.27774444,0.3132317,0.34308106
Zscan22,0.020263676,0.017913174,0.01952732,0.02810061
Nr3c1,0.3776512,0.35073033,0.59121805,0.99198985
Klrb1c,0.035616796,0.04541658,0.2325207,0.74417186
Arid5b,0.15878631,0.5407213,0.5579366,0.58229417
Tbx21,0.5248025,0.45075446,0.8555797,1.4640439
Notch3,0.0026131303,0.00016873631,0.0061345682,0.04995546
Mef2a,0.1885414,0.20740667,0.42156526,0.5167264
Itgal,1.2577112,2.3807864,3.9724705,5.233468
Il18rap,0.47383142,0.7394799,2.3614259,5.4862146
Elk3,0.28056487,0.542861,0.42065558,0.54724765
Klrc1,0.9290065,1.6525291,3.2299888,5.367412
Kmt5b,0.14410828,0.33395267,0.48057052,0.49107137
Zfp512,0.07454351,0.077906445,0.09910671,0.10267521
Ptprc,7.3461776,12.062017,15.5266695,19.307854
Fasl,0.14420216,0.09610079,0.85343957,1.2399851
Trip11,0.5662921,0.853361,1.2445124,1.3506391
Itga4,4.406188,6.5052886,9.210698,10.578493
Jmjd1c,0.28223425,0.52448595,0.59329313,0.6556993
Foxp1,0.22440317,0.46091944,0.6472821,0.69489926
Sp3,0.8376632,0.68640816,0.90472084,1.0376073
Zfp236,0.086310685,0.13448119,0.16140394,0.1780485
Kmt2d,0.29499194,0.5127694,0.69959414,0.8400044
Cd46,0.004514129,0.019955028,0.018388957,0.03643893
Med27,0.2060412,0.20966893,0.23570569,0.23301001
Crebzf,0.19045961,0.2745747,0.3156233,0.32946572
Phf14,0.5561445,0.62720096,0.83302474,0.8777469
Klra9,0.0012335859,0.0001408887,0.009631941,0.10665315
Mbd1,0.17147687,0.15550356,0.18567643,0.17733328
Zfp62,0.12646218,0.29458544,0.23293717,0.3359951
Nfatc3,0.77249414,0.9241759,1.5361027,1.8809456
Ankra2,0.116246335,0.18991202,0.18813583,0.29482672
Drap1,1.0231735,0.88635665,0.95620275,1.0191605
Spn,0.32348806,0.34818164,0.57579696,1.0593023
Elf4,0.59445345,0.56280047,0.8367072,1.2126952
Adam10,0.54708415,0.62015456,0.75240827,0.75586975
Stat6,0.28778628,0.4041329,0.449396,0.5801522
Fcgr2b,0.027717605,0.02784122,0.25057057,0.52760565
Cx3cr1,0.03734838,0.030266555,0.52329725,2.0506833
Ep300,0.44712374,0.54055446,0.7160829,0.78771645
Kmt2a,0.76677597,1.2969627,1.6814843,1.83166
Nfia,0.012580471,0.049758825,0.05447189,0.08098534
Zfp131,0.3004475,0.34953296,0.43032393,0.45596588
Atp1b3,3.9193237,4.5060515,5.8125324,7.236482
Nsd3,0.47028404,0.83415806,1.1899852,1.3990163
L1cam,0.04966387,0.03529966,0.1002557,0.15389659
Irf2,0.7066528,1.3820124,1.6971213,2.0006747
Pvr,0.05443831,0.050223578,0.10298807,0.12678501
Zbtb1,0.45099068,0.69560117,0.7356701,0.82246655
Zdhhc9,0.024037525,0.04818409,0.042610865,0.06265394
Ncoa4,0.014828637,0.01580941,0.011641015,0.015811363
Chd7,0.6196345,0.7523141,1.3801959,1.8032919
Kdm6b,0.3701067,0.86943424,1.108951,1.3280724
Aff4,0.16601025,0.2577082,0.30565074,0.34118494
Mef2d,0.4592097,0.6680506,1.0749683,1.1533496
Sertad2,0.19305815,0.199914,0.379058,0.4306805
Il21r,0.34539318,0.5042715,0.52476645,0.58155006
Klf10,0.102220185,0.093255684,0.14260197,0.18086582
Fosl2,0.0987407,0.20700593,0.31319648,0.46039137
Rnf20,0.54866433,0.56407225,0.56129575,0.6135844
Zscan21,0.045545228,0.044724274,0.059437267,0.069881186
Klrk1,1.0573822,1.5520555,3.0489588,3.4519763
Fosb,0.6134178,0.968874,1.0189742,1.04834
Fos,1.5923597,1.8086358,2.9249074,3.111215
Elf2,0.48119324,0.49642152,0.6200902,0.76989985
Kdm3b,0.10060948,0.14278986,0.18785635,0.2275412
Btg2,1.4168075,2.4556975,5.4350524,6.1203074
Snapc1,0.3118353,0.2757378,0.26748157,0.3104145
Asxl1,0.45007548,0.39729467,0.39737734,0.5039771
Foxn3,0.38931045,0.7300868,1.3659085,1.7588251
Ncoa5,0.15693557,0.096041664,0.112425186,0.14939581
Cry1,0.22198397,0.23151673,0.4295229,0.46136948
Bcl11b,1.4409987,2.188761,3.829417,4.60486
Arntl,0.05819112,0.120198496,0.24396326,0.35087472
Mtf1,0.12385904,0.105554745,0.148787,0.15448232
Nfic,0.18315867,0.17159688,0.35180834,0.6970948
Rara,0.14607446,0.1162129,0.51006615,0.84679365
Ets1,2.3394616,4.3510413,5.633997,6.6087327
Zfp341,0.020009324,0.024156261,0.018273296,0.0273428
Stat4,0.54024976,0.9856082,1.0326478,1.141868
L3mbtl3,0.1262662,0.21193871,0.3460199,0.40478924
Zeb2,0.08781615,0.04907781,0.4129433,2.127727
Zhx2,0.023372283,0.058740146,0.056998134,0.05144217
Zfp36l2,1.0143952,1.7714704,3.5942686,3.8801365
Ash1l,0.4223783,0.74481153,1.0029356,1.1462948
Zbtb20,0.09042856,0.3239267,0.23374155,0.33226827
Arid1a,1.0866708,1.1665398,1.6476604,1.7561133
Polr2a,1.1471663,0.97044855,0.9175828,1.0613465
Xab2,0.19042033,0.2334636,0.2410866,0.26268953
Kdm7a,0.23477313,0.58139366,1.063155,1.3485069
Cd6,0.72812974,1.0260686,1.2572372,1.3506113
Brd9,0.6582653,0.5510616,0.5276529,0.7397347
Phf2,0.2015224,0.23562697,0.27075478,0.29396024
Klra3,0.016775582,0.0061588674,0.059857424,0.28863642
Zfp382,0.04115938,0.040792968,0.0507551,0.04702414
Xpc,0.0742914,0.09245565,0.118195474,0.13412634
Cd84,0.1596115,0.42411712,0.5335723,0.6152582
Phf20l1,0.7572288,0.8994146,1.3849432,1.7751315
Klrd1,0.9650915,2.4608366,7.0937166,9.635763
Rarg,0.034977242,0.03185618,0.060555175,0.083468
Brwd3,0.14427276,0.21373358,0.21968521,0.23375316
Lair1,0.2474599,0.107240595,0.308516,0.38286236
Rora,1.0295392,1.8705914,3.9707742,4.3918447
Baz2a,0.41276577,0.6178126,0.83962244,1.0332007
Ncor1,2.1103098,2.3695123,3.255101,3.5201707
Ubn1,0.8163795,0.8294609,0.96627945,1.0474133
Ovol2,0.015052727,0.0066348165,0.004893283,0.026631346
Cd80,0.020882377,0.036173075,0.06773945,0.08215353
Icam1,0.25074434,0.26599914,0.42242712,0.48020428
Nab1,1.3552325,1.463475,1.2089125,1.5184313
Jarid2,0.20180213,0.4974644,0.6113399,0.7051154
Ankrd10,0.4689786,0.4659562,0.60068184,0.6780616
Atad2b,0.28592145,0.5217647,0.49012822,0.53500515
Abcg2,0.030321741,0.024039667,0.010624931,0.017673686
Itgb2,1.7575601,1.9437982,3.3746185,5.4952855
Cd48,7.0560193,4.814117,6.801554,7.4868827
Nfxl1,0.071930714,0.059958406,0.062949814,0.08285898
Eaf1,0.16538438,0.14298365,0.15098797,0.19097914
Atf7ip,0.2182719,0.5551356,0.64997786,0.657755
Tsc22d3,0.5404966,1.1944615,1.6696084,2.2047305
Crebl2,0.011520973,0.025753975,0.051390506,0.06355783
Itgb1,2.5362623,8.838694,7.016033,9.499303
Smurf2,0.09724103,0.14505862,0.15361069,0.20599793
Nfya,0.14699179,0.11503847,0.12223412,0.13132848
Cramp1l,0.19278513,0.19524479,0.26234418,0.28438944
Entpd1,0.029487656,0.01208933,0.08388645,0.09678544
Meis3,0.032224376,0.06838654,0.07493252,0.1232675
Zfp606,0.035430007,0.03723471,0.039130423,0.047246605
Kcnip3,0.0015160613,0.0016951703,0.0051778075,0.005723928
Zfp553,0.05367777,0.054956876,0.051603295,0.058645826
Foxn2,0.35152775,0.30175775,0.3665593,0.35867137
Polr3f,0.18766074,0.15607499,0.1780223,0.18479984
Anks3,0.056325614,0.08363672,0.123557545,0.1249416
Hbp1,0.06773363,0.21895777,0.34742674,0.3952609
Prkcd,0.21111898,0.20588271,0.30134043,0.34642476
Sox5,0.0035578648,0.018840672,0.00540432,0.035438858
Gtf3c4,0.07894609,0.05626551,0.05478278,0.06578087
Ncoa3,0.22826235,0.37468773,0.44418505,0.50924975
Klra8,0.0017044767,0.00030853756,0.004383423,0.049739655
Cbx7,0.0999955,0.24467191,0.2628497,0.27514967
Hist1h2bp,0.020133741,0.0052513555,0.017851744,0.035520297
Bin1,0.8930273,1.0900508,1.2163979,1.4158342
Crebbp,0.60553044,0.80241287,1.2526916,1.4214426
Chd3,0.52973473,1.0668527,1.3312193,1.477374
