,Arm_P2,Arm_P7,Arm_P9,Arm_P10
Ctnnbl1,0.5254736,0.5346648,0.49915937,0.38707945
Ifnar1,0.14287366,0.26342988,0.3220232,0.2642583
Cd2,2.702344,4.544795,7.612547,6.744871
Cd36,0.00014402207,0.00027074837,0.00058337866,0.0
Adam8,0.07846063,0.0573212,0.19203563,0.06836399
Skil,0.22276299,0.38082632,0.37479332,0.32460865
Ppargc1b,0.059561156,0.07052409,0.08666021,0.077904254
Nfkb2,0.22580439,0.46023405,0.5140514,0.38634032
Zfp36l1,0.75617486,2.2096436,2.2137485,1.7765251
Taf5l,0.34117773,0.27855268,0.32915533,0.23985137
Klf6,3.5720153,6.406634,8.629145,8.032015
Igf2r,0.30747634,0.63938934,0.99413025,0.6747834
Itgax,0.22820547,0.49163842,1.6913298,1.3114222
Gatad2a,1.0008258,0.9844362,1.1733829,1.0127076
Ddb2,0.12741,0.20843527,0.21706466,0.085743375
Cbx4,0.53384113,0.5892927,0.7095326,0.6348156
Relb,0.093961425,0.3019645,0.29954845,0.20571184
Esr1,0.0008175005,0.00708434,0.0039237784,0.0
Setdb2,0.14913419,0.17037833,0.18935712,0.1324696
Lgals9,0.44860384,0.7590645,0.9071551,0.8455471
Setbp1,0.032726943,0.09826761,0.10011957,0.05153643
Phip,0.6360095,0.8030482,0.81781286,0.77769095
Atm,0.3317906,0.37468955,0.38150683,0.3291682
Stat1,0.80953336,1.7708856,1.6783551,1.081245
Jaml,0.34020394,0.8679721,0.92555547,0.26903802
Sp110,0.53930247,1.609428,2.1838465,1.9752607
Il10ra,0.0914941,0.1597024,0.26464167,0.23257472
Rbl1,0.23779705,0.22814238,0.21238112,0.17013806
Zfp113,0.028933965,0.07208867,0.093666606,0.0923089
Sp4,0.22549224,0.25144142,0.5037477,0.42691973
Ly75,0.1368772,0.29026943,0.31866756,0.23034543
Cxcr6,1.0415604,1.0030367,4.8143706,2.5298645
Irf9,0.24640977,0.72221243,0.8230181,0.65842676
Tet1,0.010513227,0.029228678,0.026855147,0.0153274005
Prmt6,0.027195299,0.037293006,0.030274816,0.021465536
Sub1,15.233599,13.253438,16.875246,11.945999
Mxd1,0.042418305,0.08752962,0.23219863,0.1729295
Ddit3,0.13481611,0.28094932,0.28616634,0.23480083
Jmy,0.07029024,0.1917653,0.21235038,0.16485746
Anks3,0.0572382,0.105825245,0.12431674,0.12508811
Parn,0.20824245,0.25136185,0.21152046,0.1573163
Klra1,0.0036357117,0.008724542,0.0245074,0.0036754666
Itga6,0.14364558,0.27778494,0.30076677,0.19350298
Vax2,0.025389308,0.03428891,0.034540992,0.026757933
Alcam,0.30095482,0.30402505,0.30927885,0.2223375
Thy1,2.5205102,2.75136,5.415685,5.4276905
Ifngr1,1.6688949,2.5824924,4.5366116,3.63075
Cd96,0.2775119,0.719317,1.3379343,1.2353151
Padi2,0.112505175,0.18526322,0.36915568,0.31456932
Cd38,0.05111625,0.13333935,0.1481337,0.09426657
Sirt5,0.0472807,0.055209137,0.046813287,0.012297394
Top2b,1.2356817,1.8143437,1.9191314,1.8968313
Srebf2,0.36824512,0.35488972,0.36732256,0.21936803
Arid2,0.25395772,0.33115873,0.34152827,0.26510018
Cd28,2.2220998,5.020638,5.69663,2.951209
Tet3,0.17660202,0.44125146,0.5000787,0.3926875
Cd5,0.9871951,1.7221888,1.7875099,1.4373833
Trbc1,7.752996,15.508671,12.696577,9.945248
Maf,0.037654847,0.06199001,0.11340544,0.073377505
Elf1,1.3681922,2.3775501,3.1693935,2.3773124
Creb1,0.5241724,0.6154736,0.7242588,0.6739976
Prkcd,0.20987646,0.20700657,0.30134064,0.34665626
Sertad2,0.19648719,0.21642594,0.3790643,0.4306509
Chd3,0.5407788,1.2896358,1.3382688,1.4787562
Phf1,0.08392773,0.15644476,0.32260713,0.49864653
Il17ra,0.43808365,0.5897639,0.852082,1.2561854
Sox5,0.0034778386,0.017518215,0.005308054,0.03551323
Klrk1,1.060121,2.0207646,3.0646834,3.4536626
Zfp512,0.07404909,0.07405154,0.09894929,0.102798924
Zdhhc13,0.094618164,0.10097115,0.08864247,0.09474576
Nr3c1,0.37592006,0.4180476,0.59208554,0.99231076
Pvr,0.056130175,0.0626957,0.10307084,0.12682727
Brd1,1.0556598,1.0448645,1.2303853,1.4832797
L3mbtl3,0.12822342,0.2703069,0.34719938,0.405205
Aff4,0.16796535,0.25082403,0.30660942,0.34145078
Zbtb20,0.0906786,0.31043005,0.23464295,0.33270594
Notch2,0.16081385,0.18426928,0.295295,0.4787929
Stat6,0.28622177,0.42645407,0.45030192,0.5803877
Ehmt2,0.49528125,0.4458377,0.5161776,0.5966827
Il18rap,0.4761829,0.9359534,2.3741093,5.490518
Runx3,2.4104912,1.9316272,1.8854841,2.5300798
Klrc1,0.92607117,1.7992113,3.2419748,5.3708587
Zfp213,0.06838466,0.07059839,0.06892808,0.069692925
Zfp1,0.047483362,0.09324574,0.1279968,0.122904725
Foxn3,0.384747,0.69168925,1.3641014,1.7590837
Itgb2,1.7719948,2.0873396,3.3802724,5.497774
Rbbp5,0.17583819,0.16626498,0.13275805,0.16757393
Pknox1,0.30250442,0.22608547,0.3134943,0.36521807
Mllt10,0.3646746,0.4523726,0.46240458,0.5134136
Il21r,0.3457623,0.45137176,0.5249218,0.58152366
Zfp143,0.15133087,0.15120094,0.14810926,0.15880719
Ash1l,0.42232507,0.866003,1.0060883,1.1466864
Zfp236,0.084787905,0.14182115,0.16211449,0.17808296
Kdm3b,0.101031944,0.13510104,0.18816197,0.22783992
Ep300,0.44728458,0.53956646,0.7163671,0.7880443
Smad4,0.3212225,0.6597483,0.77085024,1.0890341
Kmt2d,0.29593512,0.6644725,0.7012339,0.83986354
Aff1,0.08473246,0.1868991,0.18631825,0.20699877
E4f1,0.0937806,0.19504829,0.25879398,0.25175703
Zfp553,0.054067228,0.053288784,0.051504057,0.058768902
Itga4,4.4744644,7.2266445,9.216325,10.582665
Zbtb1,0.44809195,0.7096881,0.73519355,0.8225763
Hist1h2bp,0.019986155,0.0057977373,0.017930908,0.035374604
Kdm5b,0.06730663,0.30791292,0.3379968,0.35578188
Patz1,0.12160282,0.107567266,0.10207201,0.13364969
Zfp606,0.035343725,0.04526884,0.039144896,0.047246967
Klra3,0.017268252,0.0130771,0.05985783,0.2885103
Nfxl1,0.073067814,0.0594568,0.06322236,0.08303287
Drap1,1.0201834,0.8612018,0.95858157,1.019398
Nfe2l1,0.20227422,0.17415877,0.25094545,0.25713998
Sp3,0.84354687,0.6987642,0.9066116,1.0387094
Trdv1,0.008779545,0.022316903,0.011350884,0.020093637
Rnf20,0.5478349,0.5661384,0.5618448,0.6135613
Ankra2,0.11636635,0.17668445,0.18823956,0.29504946
Klf3,0.39025775,0.86469156,1.5626601,2.570015
Nt5e,0.020519178,0.0794846,0.064115986,0.09861693
Rb1,0.090966225,0.09812209,0.08517009,0.1304805
Zfp382,0.041671272,0.04620451,0.051060982,0.047122825
Notch3,0.0026818279,0.0008038853,0.006169632,0.050060302
Kdm4c,0.104656264,0.23538458,0.25364906,0.26572245
Zfp422,0.061230518,0.04332654,0.04188514,0.05467582
Baz2a,0.41518956,0.7591005,0.8413528,1.0339255
Arntl,0.058730442,0.12722781,0.24468297,0.35121125
Fli1,0.6572081,1.0376841,1.5302802,1.5211889
Mybl1,0.031622376,0.0075604497,0.0019408414,0.020274699
Smad3,0.13675207,0.28471294,0.32118642,0.48029575
Arid5b,0.15963092,0.53668964,0.55724764,0.5826632
Cd8b1,7.176136,12.4234705,20.205078,22.703688
Ythdc1,1.3950273,1.5875603,1.4874386,1.525649
Sp100,1.2130772,2.8371203,4.3874884,4.9631934
Cry1,0.22154468,0.2597215,0.4298576,0.4611698
Zdhhc21,0.23336492,0.23971444,0.24519576,0.2280913
Ankrd10,0.47582898,0.49097914,0.60333455,0.67803514
Ncor1,2.1169686,2.426615,3.259967,3.519425
Itgb1,2.452262,8.455932,7.035635,9.504692
Cd200r1,0.00636256,0.015757876,0.008128594,0.012154646
Chd6,0.13359645,0.3098884,0.34949479,0.40467775
Cramp1l,0.19410832,0.2196376,0.26338327,0.2843832
Lair1,0.253228,0.1593229,0.30976683,0.38307124
Cd46,0.00452673,0.011181322,0.01843408,0.036515404
Itgal,1.2542442,2.3987253,3.983399,5.234015
Sla2,0.40313622,0.49431685,0.45475695,0.47088525
Crebzf,0.1900255,0.24223508,0.3163909,0.32977507
Kdm4b,0.032324165,0.07170582,0.06263684,0.08142871
Trim24,0.1793125,0.24854198,0.31302083,0.34322828
Phf20l1,0.76412,0.94395477,1.3886054,1.7751642
Irf2,0.7024859,1.3362211,1.6953447,2.0017385
Tnfrsf1a,0.118906476,0.12875877,0.19055688,0.23796552
Zeb2,0.08917434,0.05717946,0.41636264,2.1293304
Dnmt3a,0.07301155,0.12662323,0.09660011,0.11142444
Mxd4,0.09714935,0.6149287,0.8199824,1.1064578
Ovol2,0.015614679,0.0041120043,0.0047818655,0.026687237
Calcoco1,0.015487975,0.10536513,0.09708723,0.1417411
Vsir,0.45082736,1.2813557,1.8174992,1.8072346
Kdm4a,0.19174692,0.32646286,0.32139993,0.30871588
Ahctf1,0.3016145,0.24075706,0.26041177,0.29809713
Xab2,0.19119874,0.1952336,0.2413012,0.26282367
Icam1,0.2536142,0.28059745,0.4228182,0.4803261
Med12,0.23807205,0.4261899,0.38264894,0.39214385
Mef2a,0.18747255,0.28812274,0.4222691,0.5166811
Tbc1d2b,0.10607073,0.14143251,0.18755023,0.18755735
Zhx2,0.023214808,0.065681115,0.05690356,0.051383067
Apc,0.16859978,0.28467745,0.39007136,0.37535062
Elf4,0.5963952,0.5983107,0.8370446,1.2128459
Cd80,0.018793274,0.028440975,0.06724736,0.08225622
Ercc2,0.07037149,0.08675075,0.09514229,0.11146204
Cd48,7.141315,4.7693543,6.7838273,7.4864917
Rnf19a,0.17679377,0.41176042,0.30053088,0.42744493
Hmg20b,0.19776213,0.17848687,0.1724856,0.18180732
Fasl,0.1470493,0.13507801,0.8573298,1.2406894
Elf2,0.48448542,0.52810323,0.62126315,0.7700957
Pias2,0.16826135,0.18720426,0.14949448,0.14878565
Asxl1,0.44905895,0.39666948,0.39749873,0.50437576
Eaf1,0.16517292,0.113133945,0.15064661,0.19122279
Zbtb39,0.013240244,0.010500437,0.02284142,0.029928988
Arid1a,1.0913233,1.2701652,1.6527871,1.7569634
Klra9,0.0013782808,0.0,0.00977962,0.10678696
Nfic,0.1872622,0.17288633,0.35308805,0.69724864
Klra4,0.0006692034,0.0,0.0019819243,0.04916152
Zbtb11,0.42134413,0.49565506,0.45787925,0.44786707
Zfp341,0.020210179,0.023273215,0.018372502,0.027342906
Kmt5c,0.075697124,0.08520677,0.066098064,0.076845504
Adam10,0.55018574,0.6591917,0.75083435,0.7555953
Zdhhc9,0.02369991,0.050384358,0.042272553,0.06230636
Klf10,0.102689475,0.08396759,0.14273378,0.18072157
Jarid2,0.20188327,0.50845,0.6106059,0.7053861
Fosb,0.6237713,1.3211554,1.0250417,1.0478252
Brpf3,0.05372804,0.03974279,0.07020588,0.10367782
Fos,1.6285014,3.0510998,2.9501905,3.1121407
Fhl2,0.37019777,0.29178202,0.38560808,0.35356984
Klrg1,0.3769169,0.11563157,1.3706671,4.6006584
Klrd1,0.9963103,3.621042,7.127319,9.639543
Zbtb38,0.21244216,0.26787752,0.5037344,0.7285512
Atf7ip,0.21796353,0.54373616,0.6522726,0.6581995
Nab1,1.3320502,1.331071,1.2044691,1.5186262
Zscan21,0.04464784,0.04520494,0.059722185,0.06984624
S1pr1,0.9005459,1.1838677,1.8155279,1.8774695
Zmym2,0.14393353,0.20532663,0.27416253,0.31025657
Polr3f,0.18656062,0.1601982,0.17824277,0.18480454
Rara,0.15267324,0.17929439,0.5121453,0.8468872
Dnmt3b,0.04342322,0.03392294,0.04710441,0.0638897
Smyd4,0.040739547,0.026097508,0.02510381,0.031736307
Bcor,0.26385027,0.18896042,0.199614,0.23073822
L1cam,0.049743485,0.0369765,0.10007237,0.15407762
Atp1b3,3.9933035,5.0245256,5.8226466,7.239563
Nfatc3,0.7772002,1.151803,1.5395743,1.8821003
Ddx5,8.760494,11.624322,13.290882,13.196978
Snapc1,0.31138083,0.29962888,0.26810387,0.310428
Rora,1.0144926,2.2104113,3.9879177,4.3932114
Cd6,0.7344087,1.1073958,1.2609949,1.3506454
Nfia,0.012724435,0.04362629,0.05461712,0.08109318
Bin1,0.90452695,1.1266878,1.2153525,1.4162862
Zfp354c,0.0031139127,0.012534676,0.0030733768,0.010462248
Zfp131,0.30312875,0.35762197,0.43071857,0.45650545
Nfatc1,0.1581448,0.3006531,0.37438616,0.42190087
Mbd1,0.1738758,0.15283822,0.18597466,0.17722243
Cbx7,0.10031258,0.26503882,0.26476303,0.27522695
Ncoa3,0.22758499,0.43885303,0.44330573,0.5094142
Klra8,0.0016781096,0.00079053047,0.0044255154,0.04984404
Ncoa5,0.15588178,0.09024486,0.11265763,0.14970934
Mxi1,0.1765485,0.16797487,0.31466877,0.3799037
Zfp282,0.095043756,0.10787749,0.09459945,0.12837063
Foxj2,0.046017036,0.13687238,0.18077095,0.2162175
Itgae,0.00909082,0.011400556,0.005481678,0.023967037
Foxn2,0.35433307,0.3328314,0.36797896,0.35833967
Crebl2,0.011601424,0.020788789,0.051679567,0.06361129
Tsc22d3,0.54788494,1.3574281,1.6792048,2.2046287
Cd68,0.09264869,0.19008482,0.20844838,0.22075565
Ski,0.14635153,0.16538404,0.32363242,0.37449166
Crebbp,0.60510445,0.867134,1.2563493,1.4212728
Zscan22,0.01989932,0.017715216,0.019773288,0.028159583
Med8,0.8451068,0.77357763,0.7371481,0.8678894
Elk3,0.27650717,0.4748206,0.4194183,0.54734904
Zfp36l2,1.039392,2.0859737,3.612999,3.8804393
Ets1,2.3261302,4.7874675,5.648125,6.610435
Smurf2,0.09576299,0.12064781,0.15377714,0.20605512
Prpf4b,1.3345088,1.1994933,1.339693,1.5522633
Zkscan5,0.014534375,0.028268782,0.022055605,0.021153064
Jmjd1c,0.283387,0.59740597,0.5949441,0.6557604
Foxp1,0.226716,0.660853,0.64853275,0.69516706
Ubn1,0.81395847,0.83491445,0.9674915,1.0473827
Ikzf3,0.52646196,0.87395984,0.90038097,1.3495322
Prdm4,0.12810293,0.1013683,0.089603655,0.12893996
Bcl11b,1.4703374,2.7639992,3.8448927,4.606238
Zfp248,0.01758352,0.01956752,0.011736696,0.01777859
Tfdp2,0.06578712,0.07612001,0.053733375,0.0774961
Rsf1,0.46620116,0.6788807,0.8401083,1.0141735
Mef2d,0.46295327,0.74865544,1.0780792,1.1534905
Meis3,0.032542683,0.07981469,0.075561695,0.123187006
Ncoa4,0.014419511,0.011597807,0.01149389,0.01571313
Fosl2,0.099595316,0.24874456,0.31559005,0.46015725
Brwd3,0.14361532,0.21174204,0.21945538,0.23388192
Zfp62,0.12762202,0.27163976,0.23348024,0.3362181
Kmt2a,0.75948745,1.3944232,1.689178,1.8319883
Mtf1,0.123746656,0.112668514,0.14863314,0.154495
Phf14,0.5528069,0.67894787,0.8349189,0.8778553
Kdm7a,0.23989278,0.7219461,1.0682411,1.3485817
Kdm6b,0.371617,0.9414078,1.1127303,1.3265257
Nsd1,0.62256336,0.7606043,0.7933564,0.88266146
Kat2b,0.09967673,0.13570645,0.16437228,0.22349413
Gadd45b,1.0300016,1.2848793,1.2833725,1.4670904
Klrc2,0.05012553,0.15269884,0.27447826,0.44757292
Nsd3,0.47324952,0.9693624,1.1942424,1.3996019
Btg2,1.4539024,2.988377,5.4555826,6.1207614
Klrb1c,0.037725594,0.059285324,0.2342748,0.74509627
Stat4,0.5290467,0.98603266,1.03417,1.1410182
Rarg,0.035038896,0.050216824,0.061020084,0.083511524
Rere,0.07939097,0.18197437,0.23836182,0.2398006
Ptprc,7.3682227,13.286898,15.541687,19.312992
Cx3cr1,0.037054297,0.03798825,0.5272393,2.0529702
Chd7,0.62876266,0.86467874,1.3835917,1.8030615
Nfkb1,0.49134833,0.7463717,0.7051898,0.73237485
Carf,0.0117485225,0.016041238,0.020876566,0.030362034
Trip11,0.5704654,0.97814083,1.2488741,1.3514837
Fcgr2b,0.028639592,0.04759966,0.25280043,0.52810574
Gabpa,0.22659734,0.22149345,0.18706171,0.21975814
Tbx21,0.53911895,0.511185,0.8599282,1.4644932
Brd9,0.66116214,0.58646387,0.52813447,0.7401601
Spn,0.32677808,0.39193857,0.57621586,1.0601155
Tcf12,0.2034435,0.49299854,0.32169086,0.38568935
Hbp1,0.06927205,0.24053627,0.34906963,0.39555237
Xpc,0.07547752,0.11020061,0.11833441,0.13413769
Shprh,0.14752442,0.17477933,0.20699796,0.28621963
Chd9,0.093234345,0.16623983,0.20470342,0.19687246
Zfhx2,0.048549563,0.22761592,0.34376264,0.43812877
Cd84,0.1576998,0.43490824,0.53509414,0.61492103
Phf2,0.20004095,0.22284998,0.27083755,0.2940397
Selplg,2.548168,3.8582952,6.3173914,6.861313
