,Arm_P2,Arm_P7,Arm_P9,Arm_P10
Arid5b,1.2542229,2.7671115,2.6905446,2.4166281
Vax2,0.019521056,0.034312196,0.02784052,0.014003045
Foxp4,0.21116462,0.399103,0.39684537,0.33663413
Klf8,0.23603512,0.1658244,0.19547367,0.10926119
Snai3,0.01860866,0.015847966,0.024350826,0.006699306
Btbd11,0.38321975,0.98955375,1.3970551,0.7748267
Selplg,2.090564,1.9743555,2.5393157,2.435321
Smarca4,0.6722421,0.6081085,0.6730167,0.58276963
Klf6,0.24009654,0.24964885,0.45611286,0.35811505
Fos,0.057329945,0.06102369,0.091691345,0.05812882
Zfp36l2,0.0055201096,0.007449794,0.014324383,0.017478788
Itga1,0.083341494,0.15871853,0.73866653,0.5028453
Rarg,0.02802439,0.019611875,0.03741389,0.038154267
Adam8,0.027571002,0.017688561,0.06041306,0.020948311
Arid2,0.7164493,0.7235126,0.7219872,0.66219455
Crebl2,0.01144618,0.01929427,0.03678397,0.01647395
Mef2d,1.155464,1.7978082,1.9269254,1.8702036
Ercc5,0.072638914,0.059633546,0.062672235,0.058884207
Ski,0.21723281,0.24835825,0.34985948,0.36259505
Baz1a,1.9521743,1.7579607,1.9513494,1.8595182
Nfkb2,0.09732812,0.1199484,0.1632484,0.12093832
Ddx5,1.3875749,1.4741958,1.8598161,1.8042864
Fli1,2.2298536,3.254393,5.0571876,4.479061
Rnf20,0.3745679,0.37189293,0.37794587,0.32474867
Il18r1,3.928404,7.70114,11.430869,8.666403
Id2,0.24551,0.22436702,0.40820605,0.4084198
Ubn1,1.0356393,0.9924835,1.1812901,1.1139251
Cd55,0.036970977,0.091403626,0.16433267,0.042418648
Relb,0.84812534,1.3114072,1.174355,0.93963856
Mvp,0.015907547,0.023685908,0.040420737,0.035480667
Ikbkb,0.137424,0.15950796,0.2214366,0.18243572
Nfkbiz,2.3619068,2.5522463,2.9845078,2.5038898
Mxi1,0.78513974,0.4973803,1.0929554,1.0577508
Ankra2,0.114727,0.090240225,0.10710823,0.10403777
Nmi,0.27109224,0.34496075,0.47321942,0.4850431
Cbx4,0.5451924,0.5468421,0.6887134,0.5942298
Btg1,0.03161265,0.07118125,0.11800142,0.07650213
Stat4,4.3808794,6.6309104,6.33751,5.909296
Cd52,0.038447354,0.0591755,0.047589112,0.043582305
Hbp1,0.18920073,0.31794733,0.29228672,0.22740209
Kat2b,0.516532,0.66913605,0.87161833,0.85628486
Ikzf1,6.0214834,6.56298,7.2728333,6.8090105
Eya2,0.1679438,0.1367895,0.29881567,0.050474696
Itga6,0.10762259,0.33075365,0.31158566,0.17652847
Satb1,3.671475,5.9098005,6.3567843,5.416126
Cxcr6,0.16636722,0.10047001,0.5035347,0.25939807
Maff,0.021650318,0.029044084,0.027383104,0.006790979
Lamp2,0.15849131,0.2727995,0.30755833,0.2113538
Ccr2,0.10576131,0.049837705,0.3290471,0.17227526
Cnbp,0.5948461,0.45819208,0.6132772,0.5925229
Dnmt3b,0.023320513,0.026885534,0.022263346,0.018665139
Kmt2d,0.031813227,0.042529624,0.060733553,0.06722058
Daxx,0.08789086,0.09707904,0.10408991,0.0876059
Znfx1,0.11188254,0.21776927,0.23759142,0.19591129
Stat2,0.13598432,0.3397948,0.2714889,0.19320405
Jaml,0.12591177,0.109645665,0.1255012,0.05081703
Ascc3,2.1510346,2.860972,2.5672414,2.2413788
Pml,0.49569768,0.39736596,0.35804906,0.2082317
Zfp354c,0.015754228,0.01930355,0.017024262,0.008857912
Cd69,0.095752016,0.12241358,0.13308841,0.050492257
Zfp341,0.05771262,0.058082618,0.077884376,0.07262736
Jmy,0.24259076,0.61746806,0.65489435,0.44464284
Mxd1,0.16781397,0.4303015,0.64478934,0.45689887
Igf2r,0.27128243,0.3383061,0.48061064,0.31365022
Tnfrsf1a,0.003828191,0.0033672024,0.005793178,0.0048886957
Zfp1,0.1018398,0.08664981,0.10535971,0.0672719
Itgb3,0.117335565,0.08608002,0.15436226,0.050445613
Trim24,0.30864844,0.3811804,0.4363856,0.39922944
Zfp36l1,0.45538792,0.77109,0.71669,0.4801292
Slamf1,0.28418624,0.4631407,0.44126526,0.2908955
Pvr,0.094846435,0.071622945,0.086376175,0.070934586
Sp110,0.08009492,0.14329325,0.15368693,0.1389952
Stat1,1.3442509,1.6301255,1.7804043,1.3079991
Eif2ak2,0.35401472,0.5287324,0.38795933,0.29335734
Ifi204,0.0038582392,0.017284537,0.017080737,8.928165e-05
Sp4,0.49589655,0.6245613,0.8359873,0.697988
Slc3a2,0.9095944,1.0214144,1.4904233,1.205008
Cd53,1.1472875,1.6602886,2.2472758,1.7577674
Bst2,0.030327393,0.023351533,0.03888315,0.011382414
Trim25,0.18744998,0.35312858,0.3436096,0.32309383
Notch1,0.08281704,0.11061534,0.11944319,0.11366281
Cnot6l,3.6204598,3.782456,4.29392,3.5493293
Zfp113,0.004655503,0.0081207,0.0047753705,9.706056e-05
Ddit3,0.011087419,0.019260865,0.013571917,0.0056549655
Abcb1a,0.535185,1.0956998,1.7066683,1.5548525
Maf,0.00989604,0.01320052,0.011331033,0.0036563985
Cd2,1.0474033,0.89101285,1.0755763,0.8034544
Tgif1,0.14409694,0.18660992,0.17992288,0.094586015
Fbxo17,0.015140173,0.0055112327,0.006216472,0.0024730228
Tbc1d2b,0.107126154,0.11656646,0.11602751,0.116986714
Ncr1,0.0,0.0,1.0414144e-05,0.0
Bmi1,0.009420855,0.00405972,0.010916076,0.0022340377
Cd226,0.5392974,1.776622,1.6992366,1.3194414
Top2b,0.5383408,0.6797758,0.8644887,0.85685474
Brwd3,0.2874988,0.33338568,0.35967535,0.33284366
Klra1,0.001156676,0.0054011694,0.011476291,0.0013839117
Ercc2,0.037475947,0.027363861,0.03474616,0.031790458
Chd7,3.766365,2.5326657,3.9275875,3.752786
Sub1,1.0506575,1.0492887,1.3937068,1.1074338
Foxj2,0.04187414,0.063840136,0.06861351,0.055029444
Xab2,0.041817732,0.038935885,0.05337537,0.039214678
Itga2,0.013731898,0.018087786,0.07195096,0.06219056
Itgax,0.056658734,0.04209087,0.17478643,0.15027663
Setbp1,1.0107483,1.6222472,1.2984288,0.779329
Zbtb16,0.020175267,0.002406426,0.018455729,0.004743635
Btg2,0.07448905,0.09185236,0.21834716,0.23830429
Sirt5,0.008835195,0.009217445,0.008744864,0.00541288
Hdac7,0.20694308,0.32001323,0.29222852,0.23619527
Cd38,0.016945666,0.036277264,0.035504173,0.020552894
Zkscan14,0.022535618,0.05476196,0.05206515,0.0354264
Cd5,1.0584986,2.0723708,1.8797823,1.4603826
Per1,0.1363805,0.25308713,0.3038266,0.23617111
Bop1,0.154797,0.11403853,0.12706055,0.10657414
Ifngr1,2.31642,2.9926274,4.1213536,3.802372
Mafk,0.03381346,0.06694572,0.053578634,0.037028924
Ube2b,1.0824448,1.9093823,1.8763869,1.602105
Kcnip3,0.002142903,0.0047529545,0.0069640502,0.012823483
Phf2,0.15663256,0.1230862,0.16054016,0.17712174
Smarca5,1.1297091,0.9995469,1.1402601,1.2012998
Crtc1,0.081423394,0.086386375,0.06133223,0.073653914
Creb1,1.0971549,0.86846644,1.0188059,1.1928636
Ppard,0.097967714,0.20935053,0.26357716,0.26281574
Il17ra,0.19013214,0.16506653,0.21733484,0.31101012
Ncor1,2.707409,3.1109245,3.593071,3.6832237
Ncoa5,0.29513407,0.19408214,0.19292544,0.29490352
Tbx21,1.6641037,2.0469432,2.4971764,3.849845
Kmt2a,0.65560156,0.5615205,0.6344154,0.6825769
Ctnnbl1,0.32098246,0.26249307,0.30113825,0.28097242
Cd8b1,0.63789034,0.55909574,0.6027022,0.6909096
Sp140,0.1814159,0.22756703,0.28251162,0.28850174
Arntl,0.23086168,0.63172007,1.1553247,1.508684
Rara,0.14183746,0.112631746,0.17919159,0.24398799
Mxd4,0.007882055,0.015326082,0.023036407,0.033109635
Zbtb39,0.030483117,0.026699178,0.014976232,0.028108664
Nfia,0.15365516,0.32863307,0.35249975,0.558627
Brd9,0.22071259,0.16418225,0.18725555,0.29089025
Klra3,0.008443281,0.0016194882,0.025070067,0.09130429
Crebbp,1.3292167,1.6578264,2.229075,2.4504664
Tcof1,0.205789,0.16526355,0.13963066,0.18430723
Notch3,0.0021333273,0.002387326,0.0016003359,0.047105532
Parn,0.2577541,0.28517595,0.2526274,0.26140502
Zmynd11,0.47803187,0.52901566,0.7344315,0.7406898
Rbl2,0.38338777,0.45551348,0.64283496,0.7190777
Ash1l,1.3014691,1.6243565,1.5354695,1.6981446
Klrb1c,0.0016093497,0.00088937575,0.009582879,0.020086695
Fasl,0.24529819,0.15642418,0.8629444,1.188664
Kdm4a,0.07849731,0.09628518,0.08016121,0.08302303
Polr3b,0.41571948,0.4461346,0.4715737,0.46321163
Atp1b3,1.4810859,1.5404364,1.5869076,1.8853053
Tnfrsf25,0.0021530646,0.017726608,0.012810459,0.013858392
Zkscan5,0.05695113,0.05832726,0.047180593,0.06309698
Trdv1,0.0027410833,0.00564068,0.003621032,0.0073337425
Itga4,6.0131783,8.019448,9.566044,10.663665
Nr3c1,0.8103613,0.76374143,1.1205124,1.3691826
Itgal,0.50351685,0.73116934,1.4109713,1.9938537
L3mbtl3,0.31650686,0.45157608,0.6073216,0.6716095
Prkcd,0.09640237,0.09197586,0.10050551,0.15809734
Stat6,0.07839724,0.11089142,0.112720326,0.13245927
Atf7ip,0.61482435,1.0255481,1.0559276,1.1806408
Apc,0.6726615,0.94221574,1.1067841,1.2824812
Cd46,0.06877113,0.08418439,0.12511712,0.12528703
Zbtb38,0.15549242,0.09435836,0.14955719,0.18309087
Kdm3b,0.49051645,0.70369905,0.9907176,1.1528414
Adam10,0.5118547,0.4566842,0.4903434,0.5974525
Abcg2,0.03135196,0.038334846,0.018068874,0.05160266
Phf14,0.63042814,0.96111524,1.0020325,1.063427
Mta3,0.8965,1.0746427,1.4938316,1.5667714
Med27,0.5747426,0.5872523,0.69098514,0.7433256
Smad4,0.5133379,0.67325133,0.8306375,1.0855087
Itgb1,0.78140527,2.462044,2.3237863,2.7041054
Zdhhc9,0.044800546,0.04081189,0.05998309,0.08109333
Fus,0.808772,0.7642012,0.76464504,0.7930645
Sertad2,0.33188802,0.19498155,0.26717654,0.3350923
Trgv2,0.005037962,0.00078008336,0.00085070333,0.0027617454
Klra9,7.441634e-05,0.010897573,0.0022411693,0.0045786574
Lair1,0.11674041,0.07536655,0.10282721,0.11785911
Bcl11b,2.0995903,2.2283363,2.1522539,2.738075
Anks3,0.06655043,0.070147276,0.10325611,0.12985353
Vsir,0.16563432,0.27035987,0.29260564,0.2976429
Phf20l1,1.3988787,1.6173354,2.0668352,2.445268
Notch2,0.332139,0.37080562,0.6544401,0.7376533
Klrg1,0.14720638,0.0220766,0.18826865,0.6598507
Pbrm1,1.0791739,0.9417312,0.95674527,1.0897635
Cx3cr1,0.06511729,0.043644346,0.12969328,0.4666684
Ankrd10,0.5003988,0.34810793,0.34683144,0.5405938
Trip11,0.81538284,1.0447986,1.2084521,1.2636627
Ovol2,0.003362764,0.001998427,0.0011450641,0.030069696
Mef2a,1.0855416,1.1170423,1.7010447,2.0374017
Irf9,0.24549726,0.17429191,0.24193208,0.2860205
Kdm4c,0.8961965,1.5195935,1.7819666,1.9451001
Brpf3,0.09710468,0.056333937,0.06994169,0.08531463
Nfic,0.029868813,0.035637114,0.022724241,0.026896168
Cd37,0.043162126,0.06349237,0.11094598,0.15918006
Plag1,0.049170822,0.038404554,0.048102077,0.048503406
Hivep3,0.12890774,0.14123255,0.09828622,0.24353014
Il2rb,0.5157999,0.51651,0.66736,0.7210602
Ehmt2,0.060140565,0.04441747,0.051344637,0.08284184
Foxn3,3.8352947,2.6574194,5.203526,6.5051985
Trp73,0.013405983,0.005240247,0.008804756,0.014999126
Cd96,0.24699757,0.45265004,0.89873576,1.1095421
Spn,0.15892805,0.123301856,0.18721884,0.42100757
Il10ra,0.24592042,0.29579836,0.3245832,0.37974104
Ifnar1,0.14319217,0.21885596,0.23252092,0.25792405
Pknox1,0.16410212,0.11893873,0.13806288,0.15863231
Fcgr2b,0.012467486,0.02210616,0.12045856,0.22173806
Klf4,0.010210139,0.005072755,0.007915299,0.013276048
Chd3,0.04666997,0.11759118,0.0733859,0.13506548
Elf4,1.4714366,1.0222919,1.5858027,2.3412652
Papola,0.9579268,0.7937672,0.76773655,0.9700379
Chd9,0.4872303,0.585094,0.6930003,0.8670867
Nsd3,2.5334096,3.3178256,4.0334196,4.261651
Fhl2,0.17087686,0.120469615,0.11946591,0.20293432
Sla2,0.30455327,0.23749131,0.34135422,0.4376648
Zscan21,0.115656726,0.13986965,0.12546308,0.14818904
Ptprc,14.6971445,18.73487,18.480173,19.519787
Smurf2,0.77300346,0.79750204,0.89795226,1.164976
Irf7,0.034009144,0.038432516,0.11391534,0.13323115
Gadd45b,0.1475998,0.1575614,0.14288391,0.18947995
Klf13,0.73440033,0.9489614,1.1658006,1.4567026
Zmym2,0.301981,0.37363,0.49516225,0.646306
Bin1,0.120883614,0.18717805,0.24737704,0.31134394
Lef1,1.6570042,2.1451578,2.765355,2.9292288
Nsd1,0.97301966,1.1443622,1.3870164,1.5547235
Klrc2,0.14311178,0.26244515,0.45704627,0.56749076
Rora,5.2580047,7.09941,8.435309,8.6281
Fosl2,0.042611275,0.071280204,0.09791379,0.13438618
Chd6,0.5190053,0.8004396,0.7121129,0.87143564
Deaf1,0.18698108,0.1684312,0.19770901,0.20151599
Rsf1,0.9540767,1.2213111,1.4062061,1.6430433
Shprh,0.28552517,0.35997477,0.37928942,0.474524
Padi2,0.08297625,0.10083863,0.22409008,0.25457036
Kmt5b,0.23097731,0.56100917,0.6129812,0.6222228
Cry1,0.30467537,0.3699641,0.5822696,0.6130512
Tsg101,0.3105441,0.23579636,0.26907155,0.36377338
Zfp277,0.2586124,0.27057508,0.33695242,0.3497509
Meis3,0.0063453647,0.0070891576,0.011045655,0.037763227
Foxk2,0.29866397,0.18419652,0.2072262,0.28552878
Mllt10,2.0454082,1.8162516,2.0292892,2.2230453
Klra4,0.0,0.0,0.0010213025,0.014715096
Baz2a,0.3753265,0.5436146,0.6001912,0.6720654
Lgals9,0.22602157,0.3027653,0.28173143,0.34926623
Elp3,0.056190573,0.048174422,0.04781368,0.074736245
Elk3,0.2515482,0.37111828,0.3023012,0.35756788
Ep300,0.35117644,0.30149063,0.44000354,0.52993596
Klrk1,0.61910206,1.07761,1.3784004,1.3723953
Klf3,0.32025594,0.601412,0.87994736,1.20854
Calcoco1,0.01315374,0.04622687,0.044556126,0.044621088
Smad3,0.4844226,0.7383482,1.0829029,1.444038
Cd48,0.4967818,0.30553573,0.54792005,0.7630471
Tnfaip3,2.329394,3.8688338,4.594488,4.8110023
Cd84,0.2695959,0.49158046,0.624423,0.7044687
Entpd1,0.1063737,0.038351625,0.3093427,0.47662514
Tle1,0.08120992,0.025708491,0.042220674,0.07910409
Klra8,0.0,0.0,0.0017962033,0.014948373
Kdm5b,0.08635396,0.30282983,0.3105082,0.34809834
Phf1,0.0011445909,0.00579949,0.0026835597,0.008490459
Atad2b,0.98249197,1.717414,1.7219837,1.8357884
Sp100,1.8314824,2.9483902,4.4388742,5.2255254
Zeb2,1.279667,0.78433496,2.8156562,12.676834
Itgb2,0.16493244,0.13238493,0.2409734,0.41030407
Irf2,0.53349257,0.72659665,0.96148205,1.0764502
Ikzf3,2.9210303,3.4416723,4.0536256,6.5185122
Hdac8,0.6621887,1.6318269,2.0402787,2.181905
Klra6,0.0016425215,0.0096292365,0.002630667,0.006742907
Kdm4b,0.101010926,0.16825499,0.20170268,0.2386887
Dnmt3a,0.20548777,0.23297118,0.24183214,0.30186105
Baz2b,0.5754212,0.7884631,0.841965,0.9158027
Med12,0.047256313,0.053939015,0.06054137,0.08097611
L1cam,0.024961432,0.035312768,0.10197757,0.12909853
Il4ra,0.09459076,0.14331923,0.10760635,0.14156029
Thra,0.02550843,0.02006711,0.024644876,0.023322016
Il21r,0.59668493,0.6525218,0.64936185,0.9186986
Kdm7a,0.44457301,1.407657,2.3550744,3.4995577
Tshz3,0.0075761266,0.009011579,0.02301256,0.032111313
Zfhx2,0.027887136,0.033959266,0.06989827,0.09301815
Kdm6b,0.49274215,0.83045495,0.8994603,1.1228234
Zfp282,0.105863005,0.10021506,0.116906844,0.13592035
Cd6,0.4603076,1.2860093,1.5092044,1.6712657
Klrc1,0.71563536,1.2186791,1.5672204,1.9075003
Il18rap,1.3565524,2.0060687,4.61906,9.511604
Nr4a3,0.8021648,1.5186132,1.2118433,1.4503896
Rgs14,0.008881741,0.011762116,0.008315472,0.014516787
Ets1,3.0473654,4.3446746,4.242529,4.6461353
Icam1,0.50916684,0.44244117,0.4834923,0.5069235
Thy1,0.18436173,0.101520024,0.19665477,0.21106735
Zfp236,0.2366169,0.20778045,0.34773052,0.35884848
Brd1,0.40637532,0.30151173,0.3718845,0.43574616
Klrd1,0.08793999,0.24429257,0.39360994,0.5578665
Zfp131,0.31449533,0.28991184,0.3228662,0.3273347
Rere,0.65310174,0.5643037,0.74445945,0.8713257
