,Cl13_P2,Cl13_P7,Cl13_P9,Cl13_P10
Ebf1,0.010014811,0.02042111,0.017504973,0.0
Bmi1,0.2734908,0.21304764,0.1749975,0.2694255
Smad4,0.33992228,0.5424713,0.6460286,0.9271462
Tsc22d3,0.47750783,1.1511672,1.0437094,2.2532446
Pecam1,0.12771045,0.5067819,0.31354427,0.22957829
Crebl2,0.0108351,0.027073046,0.032537296,0.0380842
Kat2b,0.09943916,0.11389734,0.11114224,0.0814967
Cxcr4,0.55779266,0.75564027,0.37030932,0.2912525
Klf8,0.028918449,0.026985586,0.028994214,0.0
Ccr6,0.013781958,0.19529359,0.004631835,0.0
Bcor,0.26426372,0.20697625,0.16062029,0.33036584
Zfp113,0.021623125,0.05634773,0.07201957,0.10731668
Tnfsf8,0.22329208,1.5451357,0.11111829,0.0
Nt5e,0.015032553,0.11281245,0.059602108,0.0
Ehmt2,0.5330122,0.47826856,0.4860046,0.5300249
Smurf2,0.109841965,0.15154369,0.14275445,0.17874487
Jdp2,0.24850991,0.28064317,0.15081128,0.10373807
Myb,0.41369084,0.38593915,0.072955586,0.040652204
Atf7ip,0.22090082,0.55816406,0.5003118,0.4459738
Trim24,0.20754288,0.2855025,0.32698628,0.27293378
Mxd4,0.1288787,0.78449655,0.7693485,1.6970508
Thra,0.01726105,0.012544736,0.013958342,0.0
Cbx7,0.097292215,0.23926117,0.1380578,0.23833287
Cd22,0.057549845,0.14365026,0.027436726,0.0
Slamf1,0.13775878,0.19542529,0.2528162,0.18310076
Arid2,0.2514337,0.242673,0.20149001,0.19981918
Alcam,0.3370462,0.42343011,0.35762373,0.116574004
Tox2,0.08019543,0.26938757,0.04424449,0.0
Zbtb38,0.29239368,0.32295102,0.5240288,0.5289783
Smad1,0.05776596,0.07594328,0.015588608,0.0
Hmg20b,0.20792267,0.19340111,0.19685248,0.121861525
Zfp512,0.078758724,0.07893056,0.10937354,0.043724507
Smyd4,0.040245276,0.0413392,0.01860671,0.027637752
Prdm4,0.12620886,0.10137061,0.14230864,0.07796698
Atm,0.35865375,0.36665612,0.30984378,0.5613789
Zbtb16,0.004194961,0.003000868,0.006831713,0.0
Ctnnbl1,0.54172635,0.5357927,0.49608,0.4574148
Hdac9,0.0044522956,0.0011966694,0.0,0.0
Klra1,0.0008513907,0.011388914,0.0024384141,0.0
Klf4,0.3717253,0.40751958,0.14855202,0.15250982
Irf4,0.3245191,0.31917518,0.35692036,0.22297993
Fbxo7,0.20159382,0.22646436,0.2014101,0.18202141
Jmjd1c,0.27240655,0.5051137,0.48561385,0.6265667
Nfkb2,0.23573521,0.49526003,0.47207138,0.5370367
Zfp143,0.14641428,0.13632683,0.083349735,0.07436672
Nfxl1,0.06223644,0.060091667,0.0451737,0.0
Lamp2,0.05909769,0.08982823,0.0485624,0.038763784
Zdhhc13,0.11216409,0.12105243,0.094077654,0.05183665
Zfp606,0.03616561,0.035100326,0.038186595,0.047073267
Kmt5c,0.073079176,0.11877878,0.08493289,0.09902752
Bcl11a,0.0032364447,0.00063052657,0.0,0.0
Atf3,0.048793484,0.009077182,0.012518618,0.0
Tcf7l2,0.00691609,0.004199686,0.0006651282,0.0
Fos,1.284236,1.4785577,1.275882,2.6701705
Carf,0.012946523,0.028156554,0.019358717,0.0
Cd74,0.401131,0.10088038,0.06667124,0.0
Pax5,0.0,0.0048208213,0.0041486183,0.0
H2-Ab1,0.26105818,0.080846146,0.057512455,0.034396637
Ciita,0.013173661,0.0045316247,0.004631835,0.0
Rest,0.6001209,0.7918363,0.739932,0.88970155
Relb,0.09167321,0.3567611,0.32475564,0.13688633
H2-Eb1,0.2831865,0.07459157,0.07654395,0.0
Ctsl,0.054977078,0.054104663,0.011208358,0.023349661
Zfp382,0.03679527,0.03935532,0.03080484,0.0
Zfp248,0.019394645,0.019492147,0.005166241,0.0
Polr3b,0.1490563,0.18468389,0.19016007,0.2833667
Ankrd55,0.033150855,0.03837145,0.015099803,0.036933504
Tnfrsf1b,0.42244646,0.5670418,0.61748224,0.46237737
Zscan21,0.053195838,0.044596575,0.040854465,0.08653468
Ahr,0.038193002,0.08546948,0.02242679,0.021608721
Foxp4,0.15620682,0.2763826,0.24793163,0.16647124
Zbtb10,0.008183798,0.009496214,0.0015766526,0.0
Cd244a,0.032390423,0.031225506,0.0048847888,0.040652204
Nfkbib,0.5211972,0.6300914,0.68710357,0.6464374
Zhx2,0.024714828,0.05689618,0.06316636,0.07960544
Klra6,0.0,0.0048958664,0.0063756066,0.0
Toe1,0.06405749,0.058675807,0.027971957,0.020313086
Ercc2,0.077208385,0.07275266,0.09636701,0.1214104
Nrp1,0.37412825,0.7903139,0.6434642,0.31812242
Myc,0.57406646,0.6127101,0.24956304,0.11580275
Il6st,0.048152015,0.18189818,0.0670373,0.016620418
Daxx,0.3333538,0.5494546,0.6069651,0.3935331
Zfp236,0.09929302,0.13253123,0.115059726,0.16163218
Trim25,0.33636302,0.5990398,0.47537416,0.6671349
Jaml,0.369298,1.0659535,1.3495837,0.52677894
Hivep2,0.24033539,0.5557803,0.5508409,0.47126442
Tet3,0.20074198,0.3515064,0.40752086,0.57537395
Pml,0.2228303,0.32597977,0.32396057,0.13191149
Creb1,0.5219715,0.5963908,0.53283346,0.47204298
Chd9,0.09790761,0.16419187,0.15855817,0.20911987
Kdm4a,0.20435928,0.3329842,0.34441352,0.48646408
Med12,0.25399652,0.479486,0.36586013,0.7010942
Sell,0.12952136,0.5341788,0.057548065,0.22696452
Chd3,0.43557912,1.0076672,0.8714352,0.81876445
Ctla4,1.4954567,3.496833,3.2800977,1.0375963
Maff,0.04040868,0.06961574,0.047101505,0.041604485
Rel,1.0114808,1.9115022,1.3596909,1.5590823
Ets1,2.4531178,4.235099,4.712512,5.7977877
Parn,0.21256289,0.2503693,0.19529933,0.1317719
Tet1,0.0035938616,0.013068077,0.010013098,0.0
Ighm,1.0293893,2.9546921,1.4153888,0.2311134
Cd69,1.4835838,3.0727255,3.1166756,2.9540951
Nr4a2,1.2298595,2.739779,2.322578,2.1153364
Cd274,0.16815107,0.45707896,0.4312675,0.6008452
Chd2,0.51283604,1.2891963,1.243059,1.1892169
Aff1,0.105112776,0.20143966,0.20294145,0.053886253
Ly75,0.12269919,0.2807289,0.24989265,0.095139034
Cd5,1.0074055,1.757272,1.7293656,1.542551
Aff4,0.14934218,0.25953704,0.24312234,0.21451381
Ppard,0.044922963,0.0658954,0.05913125,0.0
Rnf19a,0.19600022,0.5060813,0.39305416,0.4282434
Skil,0.22494818,0.37355265,0.34863475,0.22277585
Per1,0.087333515,0.26395863,0.2299252,0.41203853
Zbtb11,0.42541337,0.4132371,0.40222797,0.56965387
Ikzf2,0.21119082,0.68005186,0.1990791,0.018939003
Trbc1,8.810097,16.457571,14.540542,13.120033
Cd83,0.0569776,0.14809325,0.008120931,0.0
Tgif2,0.07163628,0.11196382,0.114028804,0.080223456
Cnot6l,1.3466113,2.6906786,2.714796,2.35277
Atad2b,0.3229487,0.5088186,0.4396978,0.332626
Zfp277,0.21057865,0.2684371,0.27849874,0.2544973
Id3,0.00011152752,0.017145723,0.004901866,0.0
Ar,0.16489382,0.44566798,0.282366,0.38817954
Ccr7,0.21832113,0.4570095,0.031120788,0.0
Treml2,0.035970192,0.10871759,0.02464522,0.0
Ly6e,7.394461,12.034864,9.766288,4.894441
Satb1,0.81911427,1.6330906,1.6277303,2.285777
Zfp341,0.018296951,0.024390854,0.011802903,0.02729209
Tcf12,0.21947733,0.4401189,0.2417165,0.1876772
Tlr1,0.010769104,0.122245245,0.009190953,0.0
Aff3,0.039860044,0.4721992,0.08991497,0.0
Tshz2,0.0081991395,0.025371345,0.0018535132,0.0
Mafk,0.13144523,0.3249505,0.23924689,0.16725485
Trdv1,0.0065303817,0.02734595,0.011031531,0.0
Mbd1,0.15102509,0.15621166,0.1662251,0.23015395
Meis3,0.02951067,0.065350495,0.03389642,0.16162375
Tnfsf11,0.018764034,0.0921028,0.0024384141,0.0
Cd9,0.66412663,2.2822237,1.1619842,0.19727454
Tcf7,0.7303552,5.015354,0.6096497,0.31355795
Itgb1,3.2524002,8.94038,5.7375336,6.931301
Zbtb17,0.11790359,0.19723418,0.14471072,0.12058514
Lef1,0.7670526,1.4013548,1.0891213,0.76793116
Rnf20,0.5557362,0.56352335,0.52548206,0.62461805
Ascc3,0.30724883,0.5233505,0.52343893,0.39216414
Eaf1,0.16718726,0.15091364,0.17325197,0.07488035
Cd28,2.0369964,4.0015125,4.4941783,3.893816
Zfp131,0.27758864,0.347384,0.40458462,0.1988596
Kcnip3,0.0012857415,0.00081617804,0.008543889,0.0
Eng,0.0046149013,0.0007053207,0.01102437,0.0
Cd36,0.0,0.0,0.003720283,0.0
Nfkbiz,1.1474026,2.6666646,2.9598675,2.8315053
Ddx5,8.845066,10.188835,11.231205,10.788488
Ube2b,1.8709775,2.6372957,2.9432561,3.0048385
Cd55,0.037466057,0.090359926,0.16727349,0.08995506
Abcb1a,0.07217141,0.18660782,0.20101577,0.22404402
Bin1,0.794988,1.0803176,1.284578,1.2003882
Cd38,0.056741185,0.124914065,0.17971323,0.2614769
Top2b,1.3201833,1.6249385,1.8167039,1.4124635
Zbtb1,0.4757035,0.69185877,0.7667504,0.77020335
Brwd3,0.14987771,0.21426266,0.2346757,0.17239395
Ggt1,0.3780096,0.2678446,0.6987938,0.04581353
Xpc,0.06417926,0.08774145,0.10913335,0.12871227
Ncoa3,0.23403712,0.3576413,0.50153506,0.4308889
Snai3,0.18475348,0.22591315,0.30481938,0.087279245
Stat3,0.8380575,1.073206,1.2539648,0.97762847
Sub1,14.508575,14.267059,21.96037,13.555508
Sla2,0.5050663,0.58927387,0.66942334,0.47276786
Tnfaip3,1.1499087,3.142317,4.1333055,4.9851832
Trgv2,0.02137887,0.014396769,0.047736026,0.0
Ddb2,0.119678535,0.13868338,0.21155256,0.024175152
Cd226,0.64531153,1.3333924,1.9589775,1.1108301
Sema7a,0.14091912,0.11033846,0.19538067,0.07960544
Cd53,2.1773953,3.6165333,5.201255,3.8150835
Itga2,0.028177733,0.014525043,0.064917065,0.0380842
Arntl,0.053593177,0.11833105,0.19702137,0.19052741
L1cam,0.048985112,0.03485418,0.11221287,0.0676271
Entpd1,0.02398871,0.012017045,0.09338222,0.042879023
Spn,0.2954391,0.336557,0.548474,0.67183685
Mtf1,0.124817125,0.10366487,0.1588234,0.1484405
Smad3,0.08652332,0.18815677,0.25892144,0.43549657
Cd86,0.026829518,0.058337305,0.13656864,0.017703066
E4f1,0.0864579,0.13961463,0.20250711,0.15916997
Tshz3,0.0015188042,0.0,0.004609043,0.023349661
Tnfrsf1a,0.10825673,0.091757245,0.14506814,0.10622764
Irf2,0.74217767,1.3941774,1.8129919,1.4937809
Klra9,0.0,0.00017831779,0.0,0.042892277
Itga4,3.8241024,6.31365,8.843707,8.590645
Bcl11b,1.1908731,2.0359406,2.8200603,3.948128
Sp100,1.0125301,2.4684124,3.6246567,3.3858323
Nfatc3,0.7323725,0.86370355,1.3096747,1.3306491
Ifngr1,1.6541013,1.8054357,4.6136193,4.117422
Crebbp,0.6091623,0.7852188,1.0141226,1.5024148
Actb,116.27993,123.889305,172.61891,195.7671
Phf14,0.5845988,0.6134537,0.7094831,0.8260979
Arid1a,1.0470058,1.1390102,1.3132833,1.351056
Cd96,0.26445022,0.60710526,0.96127546,1.1126626
Padi2,0.105064295,0.12286326,0.3514752,0.36264408
Itgae,0.0073916325,0.008580957,0.014992101,0.076691516
Cxcr6,1.1364007,0.7136981,5.0218534,2.0029526
Btg1,0.80223083,3.1565583,4.383433,6.2504044
Klrd1,0.6989383,2.1526117,4.9020896,7.8347507
Cd48,6.3288393,4.826009,7.9577456,7.6730556
Fhl2,0.3686921,0.38431284,0.749082,0.7557329
Elf2,0.4531261,0.48800483,0.5435869,0.6765857
Elf1,1.1828328,1.8274117,2.5724194,2.4569006
Fcgr2b,0.019857261,0.02259211,0.10513274,0.2893285
Ski,0.13182108,0.12928002,0.2120784,0.28900763
Ptprc,7.1582336,11.73661,14.547175,16.859604
Nfic,0.14817424,0.17125432,0.26834297,0.62378895
Ccr2,0.026859956,0.019460287,0.36538714,0.35898933
Cd52,1.0500497,2.5555632,3.0949156,3.1441503
Sertad2,0.1638241,0.19552736,0.3786483,0.44479278
Mvp,0.10560199,0.13225673,0.16840051,0.19921434
Zmym2,0.11967883,0.14430785,0.2191369,0.31144953
Itgax,0.10897886,0.1754501,1.3053166,1.096298
Icam1,0.22627781,0.2621209,0.39691895,0.42216507
Rgs14,0.13833393,0.20375685,0.30545855,0.511552
Mta3,0.15401296,0.1605977,0.23370296,0.24398996
Klrc1,0.9540316,1.6135609,2.4482203,3.7252305
Hopx,1.931615,2.2183366,4.5721574,5.564823
Zdhhc9,0.026915852,0.047599558,0.06467648,0.22827303
Fasl,0.11992912,0.085745946,0.5997103,0.90439504
Cd37,0.4532594,1.1037844,1.8225328,1.7052667
Rara,0.08981706,0.0994544,0.3744617,0.802245
Sp110,0.4407556,1.3320208,1.700442,1.4329562
Cd8b1,5.632299,8.73052,14.350054,18.823803
Smad7,0.49816126,1.2020891,1.6979512,1.9654002
Foxn3,0.4282158,0.74028766,1.483771,1.635541
Gata3,0.26993486,0.2910938,0.43164483,0.47018173
Fli1,0.6654186,0.8688805,1.1812643,1.1320412
Selplg,2.139904,2.8430302,5.427688,6.922741
Klra3,0.0125753665,0.004320941,0.059831053,0.34873253
Il18rap,0.45378387,0.68728393,1.5341786,3.4356384
Nr3c1,0.39241007,0.33284655,0.53463733,0.83908325
S1pr1,0.6794318,0.9358749,1.6636392,1.646081
Cd47,6.7452993,6.757773,11.287547,10.422065
Elf4,0.57789963,0.55336666,0.8147005,1.1409343
Zeb2,0.07623699,0.04692549,0.18992719,1.3636602
Zfp36l2,0.80128753,1.6879182,2.3726385,3.7358685
Adam8,0.11041217,0.07222105,0.3721638,0.15788329
Klrk1,1.0340331,1.4275362,2.0233636,2.6484537
Kdm7a,0.19112591,0.54405385,0.73143154,1.3129354
Thy1,1.9260714,1.6975253,4.2546477,4.847882
Slc3a2,0.95540833,1.0861456,1.4853423,1.9781733
Klrc2,0.049181882,0.11575058,0.15125939,0.29717028
Foxp1,0.20468546,0.40780425,0.56571484,0.56727844
Id2,2.3617055,2.6654851,8.943918,8.804609
Mef2a,0.1976538,0.18596329,0.3756596,0.53831315
Igf2r,0.2844989,0.61311185,1.0121964,0.82012504
Mxi1,0.19249214,0.1045365,0.3299048,0.3350662
Itga1,0.057227686,0.09964771,0.55826825,0.27444947
Cx3cr1,0.039855547,0.028215177,0.26618347,0.9609673
Pvr,0.04001445,0.04691018,0.09758958,0.10664706
Itgal,1.2872686,2.376021,3.259702,4.972901
Il17ra,0.3919003,0.43834412,0.6227029,1.1872799
Trip11,0.5307129,0.82021147,0.96003205,0.9481713
Klf3,0.2555368,0.47279388,0.80017287,1.9772781
Rora,1.1578176,1.7803134,2.8526242,3.7408595
Klrg1,0.14233312,0.037547804,0.57901335,4.523037
Phf1,0.061671678,0.10922705,0.21570791,0.5740919
Phf20l1,0.69847846,0.8875819,1.1460899,1.759502
Chd7,0.5418132,0.72246283,1.1587185,1.9130785
Atp1b3,3.2886136,4.3683114,5.1528687,5.7684836
Ikzf1,1.747781,1.8647064,2.2698731,2.1926036
Klf6,2.9017038,3.9249935,5.510498,7.612794
Notch2,0.16602725,0.1575221,0.27748716,0.5857001
Klf10,0.098219275,0.0957232,0.13400504,0.24960467
Rbl2,0.2520799,0.36100754,0.62356377,0.522698
Vsir,0.35495508,1.0530775,1.4118688,1.3385789
Il18r1,0.81259,1.4090028,2.2481582,1.5726801
Klf13,1.0005989,1.2428045,2.4676738,2.826056
Sp4,0.19235614,0.21715052,0.39812082,0.44530535
Cry1,0.22572906,0.22402374,0.40769127,0.5565268
Cd2,2.635199,4.242558,7.163618,5.6111073
Ncor1,2.0535412,2.3543422,2.9377217,3.875616
Itgb2,1.6344986,1.9056644,3.0058546,4.309513
Mxd1,0.045853164,0.083919354,0.21283177,0.437204
Mef2d,0.42729422,0.6466368,0.8720673,1.0862072
Adam10,0.52064157,0.60978377,0.8550628,0.88663054
Nfatc1,0.14993472,0.29387152,0.41788515,0.48545277
Btg2,1.1005585,2.3141835,4.09604,5.903818
