,AllAct_P2,AllAct_P6,AllAct_P8,AllAct_P9,AllAct_P10
Bmi1,0.23545186,0.17718679,0.22998083,0.1623946,0.15317035
Itgae,0.008912437,0.01263443,0.036736637,0.0056252917,0.024077455
Zfp207,0.39693022,0.34378275,0.3964328,0.23931615,0.28083295
Xab2,0.19042033,0.2125722,0.2867145,0.2410866,0.26268953
Pax5,0.0023965903,0.000111146415,0.018091928,0.00047054738,0.0
Zkscan5,0.014675612,0.021517515,0.051524248,0.021929685,0.021322738
Ly6e,6.734072,9.802635,10.743118,9.330249,3.0401855
Rbl1,0.2398543,0.20473243,0.28404912,0.21280019,0.1701896
Hdac8,0.049947124,0.06158471,0.10721047,0.087955125,0.07491026
Zfp382,0.04115938,0.037360217,0.05486114,0.0507551,0.04702414
Zfp606,0.035430007,0.034064643,0.06531777,0.039130423,0.047246605
Tfdp2,0.06692912,0.032766398,0.10793427,0.05368845,0.07737347
Lamp2,0.054042894,0.07155119,0.08474843,0.047967687,0.058533303
Trp73,0.0050337384,0.0035251833,0.030371154,0.0040732883,0.001911655
Tox2,0.019247798,0.015833009,0.13224721,0.0040301234,0.0017717523
Sirt5,0.0478331,0.024370685,0.048682243,0.04663316,0.01227164
Fbxo7,0.21759488,0.21991739,0.16930938,0.20521931,0.15571013
Mta3,0.14661181,0.18640944,0.24808905,0.251728,0.24402866
Nfkbiz,0.99282837,1.5897661,2.299711,2.2993565,1.9120457
Il6st,0.03894902,0.054971635,0.075317405,0.07472297,0.03445097
Rai1,0.091512024,0.061143573,0.07691845,0.14966929,0.13137636
Bmpr1a,0.010588715,0.0029634784,0.0005580356,0.010137387,0.0083734235
Ssbp2,0.029056828,0.02118306,0.06650877,0.054847296,0.010493189
Taf4b,0.0658918,0.03401735,0.0619039,0.068669796,0.026513625
Stat3,0.64656544,0.8095988,1.0804989,1.0797855,1.0288001
Hivep2,0.21875212,0.2842994,0.396648,0.557173,0.45745987
Pbrm1,1.4929694,1.4575628,1.3954668,1.661996,1.6524863
Ing3,0.35501602,0.35509655,0.3049191,0.34355408,0.3219648
Cd226,0.44657603,0.9635104,1.4171166,2.1178997,1.8345671
Polr3b,0.1356228,0.15677534,0.13830791,0.17061067,0.14776042
Taf3,0.48755038,0.40962794,0.45052662,0.5160241,0.49548542
Zeb1,0.14581792,0.11433693,0.16253409,0.30705935,0.16069545
Jmy,0.06970638,0.06100736,0.0973667,0.21185666,0.16470791
Sp4,0.22201353,0.31800222,0.4581001,0.5021527,0.42695823
Icos,1.3743496,1.8938072,2.3955956,2.7431583,1.4086256
Padi2,0.11172402,0.19297712,0.25213233,0.36888868,0.31467
Cd5,0.9893168,1.3268512,1.4250321,1.7866318,1.4376035
Rel,0.88599384,1.0465925,0.79003954,1.2169803,1.0233357
Tshz3,0.002437261,0.005465499,0.0019427175,0.0065316656,0.0053737233
Tet3,0.17913629,0.21718036,0.3552985,0.498681,0.3930701
Nfkb2,0.22684695,0.2551782,0.23461953,0.5134174,0.38665593
Smad7,0.6380491,0.95611197,0.88479114,1.9953772,1.5803306
Gatad2a,1.0036302,0.94011784,1.0702678,1.1718545,1.0126609
Chd2,0.56549454,0.794449,1.0686553,1.3116608,1.1581063
Zbtb11,0.42177132,0.453663,0.2788947,0.45703888,0.4481221
Notch1,0.35476103,0.3511999,0.61022013,0.6569309,0.61753
Deaf1,0.088406146,0.115107186,0.15512025,0.18271057,0.15843306
Top2b,1.2445527,1.2430215,1.4552982,1.9175847,1.8958169
Arid2,0.25369275,0.17010172,0.266209,0.3394136,0.26496348
Mbd2,3.8313441,3.9787064,4.3922076,4.3241363,4.2856555
Fos,1.5923597,1.2539567,0.4976682,2.9249074,3.111215
Fosb,0.6134178,0.52775526,0.1879102,1.0189742,1.04834
Klf6,3.5016446,4.007282,2.9180393,8.582051,8.0311365
Dpp4,0.42339092,0.44282514,0.43400186,0.84191406,0.6589026
Cd28,2.202667,3.0448728,2.5670466,5.678472,2.9531832
Elf1,1.3487328,1.8411561,1.8693079,3.160379,2.3774793
Sirt1,0.24767826,0.17831384,0.20491123,0.20917445,0.2038391
Cd69,1.8970529,2.4144166,0.9517467,3.3462706,1.8861301
Scml4,0.04860515,0.066292,0.11721181,0.24770667,0.1823264
Bbx,0.18204205,0.17886585,0.4210851,0.44838142,0.3956322
Parn,0.20869601,0.14841127,0.19187988,0.21127552,0.1572628
Ascc3,0.33075064,0.35338843,0.42933583,0.50299263,0.495975
Sp110,0.5289568,0.67339337,1.3816391,2.1765468,1.974125
Bst2,2.2750447,2.216776,2.8792906,2.8979886,1.1731977
Stat1,0.81178075,1.0210853,1.8820745,1.6792592,1.0808412
Jaml,0.34325832,0.59018046,1.035667,0.9319586,0.26957777
Daxx,0.3168402,0.36782312,0.4455555,0.5690415,0.34349027
Cd274,0.15619904,0.2553877,0.44249013,0.4262557,0.30745742
Nmi,0.694611,1.2075201,1.380949,1.346001,0.9046385
Etv6,0.16732292,0.12249956,0.20995516,0.24507111,0.21965815
Irf7,0.26136917,0.4785159,1.2533092,1.2166154,0.79558
Ifi204,0.051659517,0.034497168,0.09764089,0.0914691,0.008180434
Cd2,2.6952949,4.638952,6.8067856,7.6057677,6.742497
Ppargc1b,0.059246726,0.025806997,0.022033418,0.0861548,0.0778628
Ddb2,0.12659833,0.14669317,0.14789942,0.21698143,0.085614435
Cnot6l,1.3939636,1.4495709,2.308709,3.1477602,2.848992
Itga6,0.1402764,0.18151113,0.19999878,0.29950637,0.19326445
Cd96,0.27614066,0.52832896,1.0620159,1.3322465,1.2350582
Anks3,0.056325614,0.053022943,0.09431703,0.123557545,0.1249416
Btbd11,0.018346041,0.014630638,0.04007145,0.11337673,0.06232052
Cbx7,0.0999955,0.09994782,0.18392341,0.2628497,0.27514967
Klf13,1.1099386,1.5382787,2.3287501,3.0232787,2.910995
Nr4a3,0.07908717,0.08816196,0.13330238,0.28047338,0.24324374
Nr4a2,1.0583622,1.3309491,1.589176,2.057489,1.5986413
Ppard,0.040408097,0.040662255,0.043128297,0.06779426,0.065392576
Per1,0.09181908,0.12639183,0.1269598,0.27969763,0.2259847
Itgax,0.21568881,0.6075949,1.0455863,1.6855009,1.3109717
Cd37,0.481543,0.83854365,1.3891088,2.127581,1.9960343
Zfp113,0.028166456,0.046714433,0.10071448,0.09333973,0.09234033
Cxcr6,1.051517,2.4185863,3.4363317,4.817504,2.5287611
E2f5,0.0748134,0.047912065,0.053696018,0.07320703,0.074915625
Relb,0.0937212,0.1093912,0.18856367,0.2999291,0.2055677
Creb1,0.5239414,0.5576999,0.72520673,0.72136813,0.6735746
Btg1,1.1667205,1.9145128,4.36103,6.6664524,6.5969095
Id2,3.0545545,6.361052,8.847037,10.61838,9.408433
Igf2r,0.3050641,0.56318134,0.7450612,0.99440306,0.67508775
Rbl2,0.22082038,0.33279204,0.55775803,0.7859607,0.73594075
Zkscan14,0.041953262,0.06857754,0.095665425,0.111524515,0.115549475
Itga1,0.07736537,0.19923744,0.47860673,0.63380235,0.50698507
Cd55,0.068737194,0.15066358,0.13667086,0.2507508,0.08017853
Slc3a2,0.96109366,0.9924153,1.196155,1.6513683,1.3658575
Mafk,0.13055891,0.18429068,0.17041877,0.29156187,0.18576944
Ly75,0.13538876,0.20012566,0.27986246,0.317629,0.23006228
Pou6f1,0.030540336,0.026031576,0.039986838,0.18719056,0.03960639
Skil,0.22299239,0.21621625,0.14159511,0.3743983,0.3243954
Cd52,1.054046,2.1711075,3.315346,3.2695699,3.0336163
Ikbkb,0.21154973,0.2421537,0.40443784,0.42446852,0.40005344
Eya2,0.030773427,0.02790948,0.02252704,0.0604174,0.010742563
Ifnar1,0.1402357,0.20168129,0.2334173,0.32128504,0.26413095
Rest,0.5817752,0.5683649,0.4980058,0.6403911,0.6173334
Chd9,0.09372495,0.08561222,0.18196851,0.2040066,0.1968981
Tnfrsf25,0.04509859,0.029655842,0.105933346,0.30897376,0.2519625
Tet1,0.009786817,0.004834536,0.013016084,0.026600821,0.015295301
Crtam,0.32615036,0.28907195,0.58463156,0.5953203,0.50419885
Zfp275,0.050193664,0.055740662,0.10815503,0.09607423,0.08229803
Cd40lg,0.044275206,0.038531248,0.038607333,0.050647423,0.040032785
Foxn2,0.35152775,0.36507222,0.32376292,0.3665593,0.35867137
Rgs14,0.15393128,0.21651447,0.24295594,0.3382109,0.316934
Mxd1,0.0427789,0.10844889,0.08839841,0.23190618,0.17348295
Gata3,0.24949348,0.35636327,0.38821054,0.52984786,0.43701068
Ncr1,0.004329844,0.0012710444,0.00013930157,0.003618012,0.00272753
Ctnnbl1,0.52717984,0.5309308,0.50157154,0.49911287,0.38722676
Vsir,0.44076246,0.8557663,0.98668015,1.8113738,1.8062531
Ctla4,1.1036494,1.9727019,1.9900095,2.120602,0.45523548
Taf5l,0.34149796,0.264714,0.306387,0.32792667,0.23990896
Il4ra,0.09260865,0.08585191,0.082361124,0.17397803,0.169106
Srebf2,0.369022,0.4138133,0.30035707,0.3672956,0.2193758
Ccr2,0.07830407,0.1896557,0.17085981,0.6774264,0.48690674
Sp140,0.27656755,0.4457989,0.5661338,0.6722099,0.63767064
Zbtb17,0.11478943,0.12794094,0.14216515,0.14184828,0.10993065
Lgals9,0.45170048,0.78370386,0.8723774,0.9090882,0.84532046
Abcb1a,0.08848539,0.13391612,0.16020486,0.28779557,0.2224642
Kcnip3,0.0015160613,1.9083463e-05,0.0004923334,0.0051778075,0.005723928
Ube2b,2.047543,2.5131776,2.693395,3.312896,3.2151873
Mvp,0.10130564,0.1441798,0.15315613,0.15302128,0.116841994
Plag1,0.0025843438,0.0038082052,0.004917752,0.007471788,0.0025259454
Satb1,0.9612049,1.0402645,1.3579965,2.4510088,2.164288
Cd53,2.2205236,3.404639,4.3129535,6.0036535,4.0780544
Ddit3,0.1317531,0.15175438,0.1783279,0.2853199,0.23485452
Zfp1,0.04933692,0.04557582,0.08919432,0.12759174,0.12268127
Cd86,0.022606283,0.062037237,0.17189835,0.19074892,0.07521999
Thy1,2.4581048,4.083953,3.505715,5.398153,5.4264765
Aff3,0.036788035,0.017846413,0.021075508,0.08365337,0.017614758
Slamf6,0.72278255,0.7067377,0.69939923,0.7770543,0.36828598
Tcf7,0.5182927,0.26249003,0.11931724,1.399706,0.44088018
Tgif1,0.27443874,0.32743534,0.23377785,0.6005564,0.4787685
Tgif2,0.061042048,0.058209963,0.030473098,0.10987477,0.063159265
Zbtb48,0.014847154,0.018458895,0.024741633,0.024350254,0.01274851
Esr1,0.0007696316,0.00029318783,0.0,0.0039220527,0.0
Il7r,0.4300855,0.19786957,0.6622838,1.7631676,0.30071837
Brwd3,0.14427276,0.1282942,0.2395965,0.21968521,0.23375316
Cxcr5,0.007592204,0.006107679,0.0053424607,0.012693918,0.0004171484
Tlr1,0.011929786,0.016631585,0.010902789,0.04134944,0.008698922
Zfp36l1,0.7448209,0.7070066,1.1461366,2.2002747,1.7758695
Lef1,0.84389895,0.9342066,0.91123927,1.442663,1.3991951
Eomes,0.31186873,0.31688464,0.25392976,0.34296408,0.24006763
Cd36,0.0001289023,4.0782597e-05,3.7790687e-05,0.000630748,0.0
Fas,0.10644342,0.13930061,0.20555703,0.26451632,0.21837854
Ms4a1,0.0037916258,0.0011937114,0.0062995018,0.0051567038,0.002064525
Cbx4,0.5269574,0.45926332,0.5890909,0.70872635,0.634823
S1pr1,0.87733287,1.3118975,1.5098826,1.8132342,1.876985
Trbc1,7.8639727,11.605031,10.468913,12.724422,9.951896
Znfx1,0.07497205,0.123095915,0.24012172,0.29338557,0.22681366
Phc2,0.2962544,0.36439234,0.44953176,0.45742846,0.400656
Phip,0.636498,0.56107223,0.8020102,0.8153612,0.7778077
Atm,0.33461076,0.26904765,0.3137785,0.38042468,0.3296545
Hopx,2.5219762,3.1972973,3.0229836,5.482898,5.3153353
E4f1,0.09301185,0.09582003,0.20868447,0.25794402,0.25156313
Zdhhc21,0.23202315,0.24594599,0.24214855,0.2449785,0.22825804
Fli1,0.6580701,0.849153,1.3903445,1.5250098,1.5203738
Phf14,0.5561445,0.64359385,0.7361556,0.83302474,0.8777469
Dnmt3a,0.075033344,0.05927935,0.14287521,0.097121626,0.11171034
Rnf20,0.54866433,0.57650185,0.5670692,0.56129575,0.6135844
Patz1,0.12236593,0.082636416,0.11763003,0.101498224,0.13362151
Nfe2l1,0.20445682,0.18473276,0.2369176,0.2504103,0.25715297
Jmjd1c,0.28223425,0.3459018,0.39348084,0.59329313,0.6556993
Shprh,0.15027404,0.13853191,0.23073944,0.20644677,0.2860646
Tnfrsf1a,0.11778844,0.115908,0.20235737,0.18986997,0.23768963
Eaf1,0.16538438,0.14910734,0.13671759,0.15098797,0.19097914
Chd6,0.13345048,0.12807882,0.29886505,0.34793147,0.40423146
Aff4,0.16601025,0.12543982,0.2695419,0.30565074,0.34118494
Smurf2,0.09724103,0.09255204,0.15260516,0.15361069,0.20599793
Zeb2,0.08781615,0.20088476,0.1830022,0.4129433,2.127727
Atp1b3,3.9193237,5.0272017,5.458103,5.8125324,7.236482
Klf9,0.029959822,0.026943138,0.05178569,0.043912318,0.048864745
Prkcd,0.21111898,0.2368318,0.23907402,0.30134043,0.34642476
Fcgr2b,0.027717605,0.044247318,0.05624618,0.25057057,0.52760565
Baz2a,0.41276577,0.5022709,0.816637,0.83962244,1.0332007
Gadd45b,1.0319788,1.4441773,0.54497486,1.2947068,1.4670951
Brd1,1.0490601,0.82248056,1.0120577,1.227219,1.4830841
Mef2d,0.4592097,0.5292834,0.7716601,1.0749683,1.1533496
Rnf19a,0.1788101,0.29578072,0.35902756,0.30192804,0.4274466
Prdm4,0.12790409,0.13133192,0.11290413,0.09039953,0.1288332
Mllt10,0.36374983,0.26888135,0.41231582,0.4611527,0.5129196
Fosl2,0.0987407,0.106050156,0.21642049,0.31319648,0.46039137
Kdm6b,0.3701067,0.44950926,0.33089998,1.108951,1.3280724
Cd6,0.72812974,0.83004135,1.0847836,1.2572372,1.3506113
Med27,0.2060412,0.16601057,0.16327053,0.23570569,0.23301001
Tle1,0.054097958,0.024544498,0.019244887,0.034418676,0.036925282
Lair1,0.2474599,0.22313593,0.21968596,0.308516,0.38286236
Snapc1,0.3118353,0.28474456,0.22308134,0.26748157,0.3104145
Trim25,0.3267264,0.4127589,0.43814975,0.4371023,0.49772426
Sertad2,0.19305815,0.26358515,0.2873352,0.379058,0.4306805
Selplg,2.5053074,4.178937,4.383933,6.303956,6.8614416
Pknox1,0.30120745,0.24606894,0.27026534,0.31279784,0.36535957
Kmt5b,0.14410828,0.18512693,0.33188146,0.48057052,0.49107137
Zfp143,0.15081473,0.12136547,0.10513031,0.14713134,0.15863036
Taf1a,0.03659691,0.04477524,0.037906308,0.037326396,0.039961737
Zfp282,0.09533375,0.07055234,0.109474055,0.094373606,0.12832315
Nrp1,0.21957983,0.30667162,0.43847623,0.3736789,0.3870842
L3mbtl3,0.1262662,0.11175968,0.24667917,0.3460199,0.40478924
Zmynd11,0.38273618,0.38934296,0.6122484,0.74553216,0.74719083
Sp100,1.1920234,1.8942163,3.1285615,4.3759694,4.95989
Itgb1,2.5362623,3.503287,3.5949736,7.016033,9.499303
Phf20l1,0.7572288,1.0288001,1.0786706,1.3849432,1.7751315
Mxd4,0.10048037,0.2960685,0.69904184,0.8192178,1.1076946
Il17ra,0.43323523,0.5287943,0.48640862,0.8486182,1.2560412
Arntl,0.05819112,0.082410716,0.149997,0.24396326,0.35087472
Klrb1c,0.035616796,0.03736486,0.56513906,0.2325207,0.74417186
Kdm4b,0.032232035,0.026098996,0.039969932,0.06216654,0.08165134
Sin3a,0.3791373,0.24122813,0.27600205,0.28302062,0.3380827
Jarid2,0.20180213,0.278736,0.61510426,0.6113399,0.7051154
Runx3,2.3910594,2.1833224,2.2070475,1.8886691,2.529077
Nfia,0.012580471,0.0258667,0.083450384,0.05447189,0.08098534
Aff1,0.086872034,0.11737169,0.17710371,0.18656927,0.2066781
Ercc2,0.071089245,0.06666164,0.081914335,0.09516079,0.11148287
Mybl1,0.03105946,0.013844115,0.010790994,0.0019443143,0.020232238
Sp3,0.8376632,0.79943794,0.86134416,0.90472084,1.0376073
Elf4,0.59445345,0.7061214,0.79787314,0.8367072,1.2126952
Prpf4b,1.3370763,1.2993623,1.1700082,1.3387535,1.5526171
Pvr,0.05443831,0.044961523,0.08278998,0.10298807,0.12678501
Smad3,0.13147895,0.18624094,0.17309321,0.3202462,0.48020193
Atad2b,0.28592145,0.26375702,0.43585798,0.49012822,0.53500515
Baz2b,0.07404853,0.105282575,0.14152083,0.2261333,0.21216187
Med12,0.23974384,0.29620686,0.36845508,0.38239545,0.39279085
Nfic,0.18315867,0.20686848,0.43636802,0.35180834,0.6970948
Arid1a,1.0866708,0.98210245,1.3104585,1.6476604,1.7561133
Rsf1,0.46297753,0.42335847,0.5203376,0.8362851,1.0132644
Ncoa3,0.22826235,0.27690753,0.5285131,0.44418505,0.50924975
Kdm3b,0.10060948,0.1261113,0.1632687,0.18785635,0.2275412
Trim24,0.18227619,0.15946974,0.31083935,0.3132317,0.34308106
Ep300,0.44712374,0.50249594,0.66866666,0.7160829,0.78771645
Stat5a,0.2705075,0.26868752,0.23276205,0.30358678,0.31083325
Klrc2,0.050026465,0.09770633,0.10397431,0.27261758,0.44725794
Polr2a,1.1471663,1.0707519,0.9329766,0.9175828,1.0613465
Nfatc3,0.77249414,0.99551815,1.0348084,1.5361027,1.8809456
Chd7,0.6196345,0.91780454,1.0786706,1.3801959,1.8032919
Ptprc,7.3461776,10.114304,12.609633,15.5266695,19.307854
Ncor1,2.1103098,2.1369338,2.7302208,3.255101,3.5201707
Phf1,0.08159124,0.08528631,0.14511746,0.3209929,0.4988045
Calcoco1,0.01512338,0.018362086,0.06877257,0.0964307,0.14167318
Kdm4c,0.10468731,0.1064136,0.19400552,0.2528088,0.26579994
Foxp1,0.22440317,0.27969748,0.38069737,0.6472821,0.69489926
Mxi1,0.1782223,0.2240952,0.36247802,0.31489885,0.37980983
Spn,0.32348806,0.46752587,0.5219367,0.57579696,1.0593023
Smarca2,0.182693,0.20432548,0.42282063,0.4552391,0.45672116
Klrc1,0.9290065,1.7067983,2.8453019,3.2299888,5.367412
Med8,0.8535948,0.8655587,0.71889865,0.7367362,0.8678533
Rbbp5,0.17806838,0.17252304,0.13503306,0.133094,0.167439
Cramp1l,0.19278513,0.17738107,0.2192858,0.26234418,0.28438944
Itga4,4.406188,6.431032,9.115766,9.210698,10.578493
Fasl,0.14420216,0.35316527,0.5327177,0.85343957,1.2399851
Itgal,1.2577112,2.019656,3.5414524,3.9724705,5.233468
Cd46,0.004514129,0.006720083,0.03515858,0.018388957,0.03643893
Hbp1,0.06773363,0.12206223,0.27205414,0.34742674,0.3952609
Smad4,0.32318565,0.36758122,0.54202247,0.76896536,1.088695
Zscan21,0.045545228,0.054970216,0.062382523,0.059437267,0.069881186
Cd8b1,7.0140605,11.704383,12.392981,20.116663,22.695562
Klrk1,1.0573822,1.8527973,2.2390866,3.0489588,3.4519763
Chd3,0.52973473,0.4803627,0.6026681,1.3312193,1.477374
Ankrd10,0.4689786,0.39468637,0.4949963,0.60068184,0.6780616
Zfp36l2,1.0143952,1.5961759,2.309414,3.5942686,3.8801365
Ddx5,8.769373,8.505974,8.991237,13.25978,13.191935
Nfatc1,0.15728289,0.17924476,0.37826696,0.37504303,0.42203397
Foxj2,0.046956535,0.062755525,0.14454624,0.18043296,0.21613215
Ski,0.14482608,0.13909331,0.17130539,0.3219479,0.37431264
Rora,1.0295392,1.4723954,2.1300075,3.9707742,4.3918447
Zfp236,0.086310685,0.08138856,0.103085704,0.16140394,0.1780485
Nt5e,0.01994318,0.031483263,0.020200279,0.06404783,0.0984104
Cd68,0.094122216,0.20088321,0.1768924,0.2093996,0.22063819
Zbtb1,0.45099068,0.6243156,0.72169626,0.7356701,0.82246655
Klra3,0.016775582,0.06760276,0.2978001,0.059857424,0.28863642
Mef2a,0.1885414,0.22464192,0.38265646,0.42156526,0.5167264
Klrg1,0.35228977,0.9141077,0.3016074,1.3587127,4.600496
Klra9,0.0012335859,0.0017636634,0.0028161558,0.009631941,0.10665315
Zscan22,0.020263676,0.00842395,0.017550679,0.01952732,0.02810061
Cx3cr1,0.03734838,0.19064434,0.28799254,0.52329725,2.0506833
Kmt5c,0.07542229,0.07253316,0.0691005,0.06638248,0.07689196
Brpf3,0.053854782,0.040511034,0.07118173,0.06987401,0.10356744
Rb1,0.08995157,0.08090797,0.0869757,0.085260816,0.13036153
Zfp131,0.3004475,0.2966287,0.44021335,0.43032393,0.45596588
Ncoa5,0.15693557,0.12650096,0.088987544,0.112425186,0.14939581
Cry1,0.22198397,0.2513032,0.37988406,0.4295229,0.46136948
Klf10,0.102220185,0.106321305,0.18564498,0.14260197,0.18086582
Tnfaip3,1.2803775,2.0219138,1.7468454,4.7571044,4.765526
Gabpa,0.22891676,0.23045424,0.18587035,0.1869333,0.21980752
Bcl6,0.010128455,0.011575887,0.013281184,0.02462931,0.030827181
Tbx21,0.5248025,0.5869484,0.9580644,0.8555797,1.4640439
Carf,0.011874291,0.016193725,0.0144155,0.020853644,0.03029845
Kmt2a,0.76677597,0.7834411,1.6534923,1.6814843,1.83166
Apc,0.17043991,0.19925861,0.38835728,0.38897753,0.37523776
Xpc,0.0742914,0.061095648,0.09629263,0.118195474,0.13412634
Nsd1,0.62012976,0.53430694,0.8068119,0.7927218,0.8822579
Il21r,0.34539318,0.42329392,0.46893936,0.52476645,0.58155006
Rarg,0.034977242,0.027469179,0.08459125,0.060555175,0.083468
Irf2,0.7066528,1.0829012,1.8976893,1.6971213,2.0006747
Nr3c1,0.3776512,0.41845143,0.5072247,0.59121805,0.99198985
Kdm7a,0.23477313,0.33153835,0.503839,1.063155,1.3485069
Nfkb1,0.50432867,0.4435796,0.647739,0.70525396,0.7323802
Nsd3,0.47028404,0.58945304,0.8457872,1.1899852,1.3990163
Icam1,0.25074434,0.29733884,0.24505399,0.42242712,0.48020428
Rere,0.07825411,0.06483192,0.1100766,0.23729123,0.23977032
Btg2,1.4168075,2.3193994,3.6040468,5.4350524,6.1203074
Bcl11b,1.4409987,1.787543,2.4244757,3.829417,4.60486
Kat2b,0.09965179,0.09872423,0.17761196,0.16356847,0.22319674
Ythdc1,1.3880225,1.3632288,1.2003001,1.4849795,1.5252662
Phf2,0.2015224,0.15707932,0.2715064,0.27075478,0.29396024
Zfp341,0.020009324,0.018654991,0.008922889,0.018273296,0.0273428
Notch2,0.16136116,0.18681167,0.20084871,0.29502606,0.47901678
Tcf12,0.20512676,0.17338629,0.25808862,0.3204832,0.38527468
Klf3,0.37611446,0.684551,0.56708753,1.551146,2.5687735
Klra4,0.00065002666,0.003537081,0.00046859746,0.0019584235,0.049058564
Rara,0.14607446,0.24764949,0.15211047,0.51006615,0.84679365
Hist1h2bp,0.020133741,0.012670048,0.0250358,0.017851744,0.035520297
Ash1l,0.4223783,0.43122652,0.9856592,1.0029356,1.1462948
Ets1,2.3394616,3.7345192,4.338706,5.633997,6.6087327
Zhx2,0.023372283,0.017343307,0.032565247,0.056998134,0.05144217
Crebl2,0.011520973,0.008596609,0.026455669,0.051390506,0.06355783
Mtf1,0.12385904,0.13141045,0.1382479,0.148787,0.15448232
Asxl1,0.45007548,0.35915998,0.4391599,0.39737734,0.5039771
Zfp62,0.12646218,0.14902128,0.16125259,0.23293717,0.3359951
Meis3,0.032224376,0.038975984,0.04090134,0.07493252,0.1232675
Bin1,0.8930273,1.4238242,1.2152439,1.2163979,1.4158342
Nfxl1,0.071930714,0.07031827,0.056418132,0.062949814,0.08285898
Ankra2,0.116246335,0.18784557,0.28390175,0.18813583,0.29482672
Zmym2,0.14138722,0.111572035,0.18653007,0.27333158,0.31025904
Stat6,0.28778628,0.3142995,0.38927025,0.449396,0.5801522
Cd84,0.1596115,0.23496394,0.45037103,0.5335723,0.6152582
Ahctf1,0.30211428,0.19924617,0.2260499,0.25959992,0.29796246
Zdhhc9,0.024037525,0.030315395,0.027911829,0.042610865,0.06265394
Klrd1,0.9650915,3.2525,5.4937515,7.0937166,9.635763
Zbtb39,0.013004519,0.012047589,0.015399338,0.022561595,0.02986631
Zfp422,0.06072292,0.04576256,0.04684845,0.04178838,0.054675907
Polr3f,0.18766074,0.15671203,0.14934565,0.1780223,0.18479984
Notch3,0.0026131303,0.0025875748,0.00039439468,0.0061345682,0.04995546
Stat4,0.54024976,0.80849236,0.85224223,1.0326478,1.141868
Klra8,0.0017044767,0.0070442026,0.0,0.004383423,0.049739655
Ikzf3,0.5295905,0.7774037,1.3131913,0.9019579,1.3484776
Ovol2,0.015052727,0.009416786,0.03078642,0.004893283,0.026631346
Kmt2d,0.29499194,0.28938076,0.56578654,0.69959414,0.8400044
Arid5b,0.15878631,0.25131756,0.47207278,0.5579366,0.58229417
Zfp248,0.017773656,0.012405939,0.020306038,0.011637477,0.017741358
Atf7ip,0.2182719,0.33558103,0.60279363,0.64997786,0.657755
Nfya,0.14699179,0.11922406,0.09145254,0.12223412,0.13132848
Id3,0.00028700347,0.0010985708,0.0,0.00096782215,0.0017215627
Elf2,0.48119324,0.48158064,0.59697926,0.6200902,0.76989985
Ubn1,0.8163795,0.8489622,0.919405,0.96627945,1.0474133
Trip11,0.5662921,0.668284,1.1241697,1.2445124,1.3506391
Itgb2,1.7575601,2.6681023,2.759136,3.3746185,5.4952855
Zfhx2,0.048850566,0.073473856,0.36320302,0.34230036,0.43752432
Zfp354c,0.0037040904,0.002601312,0.014420485,0.0031165907,0.0104403375
Sox5,0.0035578648,0.0016262026,0.007897759,0.00540432,0.035438858
Zbtb20,0.09042856,0.038881708,0.1646686,0.23374155,0.33226827
Kdm5b,0.06570462,0.058942597,0.1903812,0.33779567,0.35515547
Il18rap,0.47383142,0.71942735,2.4514172,2.3614259,5.4862146
Crebbp,0.60553044,0.64625365,0.9037973,1.2526916,1.4214426
Tsc22d3,0.5404966,0.7709989,1.9405944,1.6696084,2.2047305
