,Arm_P2,Arm_P6,Arm_P8,Arm_P9,Arm_P10
E2f5,0.07176452,0.050843287,0.031133194,0.073626965,0.07493935
Rbl2,0.21715376,0.3252829,0.60619265,0.7884506,0.73638827
Cd55,0.072405174,0.14751358,0.10167644,0.2520307,0.08015801
Rere,0.07939097,0.071657784,0.15963471,0.23836182,0.2398006
Hdac8,0.04967697,0.058366243,0.115050934,0.08829366,0.07491012
E4f1,0.0937806,0.0896732,0.17227766,0.25879398,0.25175703
Taf5l,0.34117773,0.2627275,0.22136727,0.32915533,0.23985137
Pou6f1,0.031987254,0.029364605,0.022956045,0.18880339,0.039689507
Ppargc1b,0.059561156,0.030581424,0.04544851,0.08666021,0.077904254
Il7r,0.45616326,0.20576495,0.23328619,1.7787435,0.3011896
Cd96,0.2775119,0.52025855,0.96968085,1.3379343,1.2353151
Tcf7,0.49341857,0.1923793,0.07904389,1.4118193,0.4411474
Med27,0.20429295,0.17659125,0.23258376,0.235721,0.23311375
Crtam,0.3138303,0.23067796,0.40505445,0.59611607,0.5044937
Nfe2l1,0.20227422,0.18330528,0.28318784,0.25094545,0.25713998
Sp110,0.53930247,0.6452685,1.5626498,2.1838465,1.9752607
Bbx,0.18206339,0.17268941,0.4456979,0.4488716,0.39551705
Etv6,0.16507074,0.12055167,0.1690699,0.24543887,0.2195982
Jaml,0.34020394,0.48790646,0.7670315,0.92555547,0.26903802
Notch1,0.35591686,0.35770002,0.47001186,0.65842015,0.6178974
Stat1,0.80953336,0.9843806,1.4225342,1.6783551,1.081245
Padi2,0.112505175,0.19760336,0.40803793,0.36915568,0.31456932
Klf13,1.1227638,1.5406352,1.6714959,3.0317972,2.9111733
Parn,0.20824245,0.14809938,0.21151169,0.21152046,0.1573163
Cd53,2.2255824,3.298445,4.496974,6.015956,4.078606
Cd274,0.1547971,0.22271024,0.35494268,0.42617884,0.3068417
Stat2,0.044757582,0.0708066,0.11811679,0.15894017,0.0950674
Znfx1,0.07576315,0.103170894,0.21878478,0.29361695,0.22645468
Eif2ak2,0.32698607,0.3259319,0.37008697,0.41105965,0.24952935
Bst2,2.2850926,2.1322632,2.6924007,2.889999,1.1722391
Daxx,0.3149032,0.37230232,0.36473352,0.56846005,0.34338525
Irf7,0.25705752,0.43296713,0.7991023,1.2171149,0.79468644
Ifi204,0.049725723,0.039401345,0.051110916,0.089796,0.007929381
Nmi,0.69176114,1.166529,1.3014702,1.345855,0.90370196
Ebf1,0.0060650064,0.010039883,0.017788175,0.008415135,0.0005929096
Ighm,0.6029853,0.5671411,0.9675187,0.85550475,0.37794644
Taf1a,0.036090996,0.044062357,0.045251667,0.0376668,0.039973415
Nfkbib,0.46072456,0.5918578,0.70558566,0.617179,0.46094552
Hopx,2.5912232,3.3863046,3.9076366,5.496862,5.3148117
Itgax,0.22820547,0.64408606,1.30562,1.6913298,1.3114222
Ctla4,1.0576918,1.4492753,3.0881746,2.1028242,0.45401332
Plag1,0.0023891858,0.0033128802,0.00950705,0.0075863474,0.0025312465
Vsir,0.45082736,0.85633963,1.1953144,1.8174992,1.8072346
Per1,0.092345215,0.12341949,0.1981478,0.28046075,0.22559424
Zfp213,0.06838466,0.059332754,0.07490879,0.06892808,0.069692925
Rel,0.8712747,0.879182,1.0883442,1.2147923,1.0222113
Ikzf1,1.7956586,1.9200622,2.6960874,2.443496,2.397126
Ifngr1,1.6688949,2.8617969,4.4288635,4.5366116,3.63075
Slc3a2,0.9617605,0.97683436,1.6112149,1.6539139,1.3645725
Zfp36l1,0.75617486,0.72328585,1.011575,2.2137485,1.7765251
Brwd3,0.14361532,0.12452457,0.17437522,0.21945538,0.23388192
Elf1,1.3681922,1.8592144,2.4883153,3.1693935,2.3773124
Zeb1,0.14723295,0.11968823,0.14915335,0.30857164,0.16086641
Itga6,0.14364558,0.18937133,0.20856084,0.30076677,0.19350298
Aff3,0.036427703,0.012129075,0.020419382,0.08355737,0.017651726
Cd36,0.00014402207,6.521979e-05,0.0,0.00058337866,0.0
Itgb3,0.12047302,0.1078994,0.10578021,0.13883263,0.07266127
Zfp277,0.20906584,0.23744904,0.19503722,0.28545204,0.2595054
Tgif2,0.059799384,0.05344554,0.06134172,0.109811075,0.06312345
Relb,0.093961425,0.091678895,0.20287424,0.29954845,0.20571184
Fiz1,0.112138376,0.11475422,0.12301526,0.13104254,0.112386756
Baz2b,0.073291,0.10325875,0.10210505,0.22657941,0.21233304
Kdm4a,0.19174692,0.26550496,0.3324146,0.32139993,0.30871588
Ly6e,6.656611,9.135109,7.724378,9.323564,3.036294
Esr1,0.0008175005,0.00024091049,0.0,0.0039237784,0.0
Sirt5,0.0472807,0.026017858,0.021574754,0.046813287,0.012297394
Ifnar1,0.14287366,0.19469865,0.28412354,0.3220232,0.2642583
Pecam1,0.10075955,0.09220234,0.29177982,0.31663,0.107977375
Scml4,0.049999997,0.06496348,0.10572793,0.2492411,0.18207371
Jmy,0.07029024,0.055393383,0.0715109,0.21235038,0.16485746
Taf3,0.4855251,0.4006519,0.42273888,0.5167095,0.49561617
Phip,0.6360095,0.5654272,0.58860207,0.81781286,0.77769095
Setdb2,0.14913419,0.1350362,0.10844557,0.18935712,0.1324696
Pml,0.22453083,0.22816919,0.25405437,0.30867216,0.25914326
Il10ra,0.0914941,0.19151571,0.39909822,0.26464167,0.23257472
Slamf6,0.70559233,0.6306268,0.56559616,0.77511567,0.3678625
Rbl1,0.23779705,0.20110497,0.19993837,0.21238112,0.17013806
Skil,0.22276299,0.20227316,0.22816138,0.37479332,0.32460865
Zfp444,0.11422626,0.088867664,0.10685697,0.15468335,0.14985502
Cnot6l,1.3995179,1.422637,2.0863435,3.1543984,2.8500335
Ccr2,0.08433827,0.21175978,0.3536906,0.6822106,0.4871752
Abcb1a,0.09039895,0.144563,0.26328105,0.2891261,0.2224609
Hivep2,0.21622047,0.24790722,0.5127173,0.55727005,0.4574309
Rai1,0.09191048,0.060071245,0.12516576,0.15077032,0.13152741
Ncam1,0.0014848703,0.0031776128,0.0,0.0013893167,0.00058234815
Irf9,0.24640977,0.43074247,0.8223544,0.8230181,0.65842676
Cd52,1.0545148,2.0110757,3.6485348,3.2722478,3.0333843
Plxnc1,0.17352732,0.15662344,0.27907595,0.19533052,0.10932694
Zfp1,0.047483362,0.04171123,0.05411585,0.1279968,0.122904725
Nr4a3,0.078764774,0.07902823,0.30959252,0.28141332,0.24326216
Cramp1l,0.19410832,0.19010524,0.20316933,0.26338327,0.2843832
Stat3,0.62410414,0.7212455,1.186421,1.0771149,1.0289075
Cbx4,0.53384113,0.4611083,0.7789333,0.7095326,0.6348156
Lgals9,0.44860384,0.75479734,0.8939411,0.9071551,0.8455471
Gata3,0.24709578,0.3397439,0.34375355,0.53135353,0.43694106
Hdac7,0.53370506,0.6132311,0.9522428,1.0502079,0.81274444
Cd47,7.5920258,10.369209,9.550476,10.59652,9.363885
Ascc3,0.33350733,0.33736908,0.51645803,0.50267917,0.49619284
Pbrm1,1.5020771,1.5158747,1.311959,1.6662694,1.6522561
Btla,0.01981992,0.02138067,0.044994753,0.023814248,0.0124664325
Ddit3,0.13481611,0.15748194,0.30365783,0.28616634,0.23480083
Dpp4,0.4271171,0.44967723,0.5454682,0.8430428,0.65923536
Gatad2a,1.0008258,0.9377643,1.1022503,1.1733829,1.0127076
Prmt6,0.027195299,0.02540716,0.049275927,0.030274816,0.021465536
Ppard,0.039878517,0.037710376,0.036584772,0.067927085,0.06552981
Eya2,0.032222893,0.03528449,0.028313367,0.06085232,0.010765107
Rgs14,0.1557608,0.22708827,0.31248003,0.33871308,0.31652555
Tgif1,0.2756293,0.28665197,0.5184776,0.5994108,0.4785594
Mxd1,0.042418305,0.10087714,0.13255738,0.23219863,0.1729295
Smad7,0.65445745,0.9488741,1.1924183,1.9999374,1.5795225
Rest,0.57962334,0.5846208,0.5366984,0.63886493,0.6167618
Ly75,0.1368772,0.20171067,0.29231888,0.31866756,0.23034543
Crtc1,0.02562405,0.017039334,0.03591875,0.036439005,0.02920144
Top2b,1.2356817,1.2245926,1.7319794,1.9191314,1.8968313
Cd226,0.4232651,0.70324874,1.5105698,2.1203363,1.8360859
Btbd11,0.018925767,0.016150946,0.06523715,0.11437394,0.062406715
Klra1,0.0036357117,0.029843763,0.11163493,0.0245074,0.0036754666
Fbxo7,0.21947174,0.22180991,0.21498074,0.20527773,0.1556549
Tlr1,0.012065929,0.017462714,0.010914077,0.041842498,0.008717177
Cxcr5,0.0073277014,0.006431288,0.01520764,0.012838922,0.00041802385
Il23r,0.002738882,0.00044834433,0.0,0.00070169574,0.0
Cd5,0.9871951,1.2698786,1.6680808,1.7875099,1.4373833
Ssbp2,0.028871456,0.020901442,0.04651095,0.055365745,0.01051521
Klra6,0.007620938,0.007426964,0.023424301,0.011732159,0.007033071
Thy1,2.5205102,4.446278,5.4189105,5.415685,5.4276905
Ddb2,0.12741,0.14664558,0.12983245,0.21706466,0.085743375
Ube2b,2.0682535,2.5364826,2.7448094,3.3185635,3.2156286
Fli1,0.6572081,0.82885385,1.3367023,1.5302802,1.5211889
Cd44,0.54107857,0.60315824,0.92057014,1.2323911,0.7501559
Il18r1,0.75829184,0.987251,2.1010733,2.5065398,2.0427203
Icos,1.352541,1.6265509,3.147123,2.7400482,1.4080076
Max,0.5066631,0.51191556,0.78649867,0.7065138,0.6526387
Arid2,0.25395772,0.17731819,0.26050797,0.34152827,0.26510018
Mafk,0.13045494,0.16672532,0.15537806,0.29236397,0.1858083
Taf4b,0.065125264,0.03407938,0.021788953,0.06890994,0.026535263
Slamf1,0.13434362,0.18243456,0.32445478,0.2428992,0.21845719
Cd69,1.9455512,2.370923,1.9131813,3.3497908,1.8838888
Fas,0.10956169,0.14960705,0.14513059,0.26517048,0.21840943
Zfp113,0.028933965,0.0460603,0.04958345,0.093666606,0.0923089
Klra3,0.017268252,0.07496207,0.19059035,0.05985783,0.2885103
Tnfrsf1a,0.118906476,0.12187719,0.18382396,0.19055688,0.23796552
Zkscan14,0.042137712,0.06400209,0.077431664,0.112174764,0.11542473
Cd8b1,7.176136,12.373991,15.3245535,20.205078,22.703688
Drap1,1.0201834,0.88350683,0.87281495,0.95858157,1.019398
Entpd1,0.03013266,0.06982664,0.15107831,0.08374086,0.09689857
Xab2,0.19119874,0.21466212,0.21780278,0.2413012,0.26282367
Ar,0.12428849,0.10849452,0.18669105,0.2998476,0.29036525
Prkcd,0.20987646,0.23307166,0.2853342,0.30134064,0.34665626
Mef2d,0.46295327,0.5213503,0.6792911,1.0780792,1.1534905
L3mbtl3,0.12822342,0.11005987,0.15951084,0.34719938,0.405205
Zbtb11,0.42134413,0.46362564,0.38382006,0.45787925,0.44786707
Smad3,0.13675207,0.18595766,0.20658173,0.32118642,0.48029575
Crebzf,0.1900255,0.20171982,0.26735228,0.3163909,0.32977507
Jarid2,0.20188327,0.23934574,0.73971903,0.6106059,0.7053861
Fcgr2b,0.028639592,0.056517076,0.062875405,0.25280043,0.52810574
Chd3,0.5407788,0.48928276,0.54133177,1.3382688,1.4787562
Rnf19a,0.17679377,0.2694859,0.4214905,0.30053088,0.42744493
Sp3,0.84354687,0.79916334,0.7190165,0.9066116,1.0387094
Zfp236,0.084787905,0.08192502,0.09388256,0.16211449,0.17808296
Aff1,0.08473246,0.11123578,0.25195873,0.18631825,0.20699877
Brd1,1.0556598,0.8289338,1.0076635,1.2303853,1.4832797
Itga4,4.4744644,6.3502975,7.9751606,9.216325,10.582665
Shprh,0.14752442,0.13016938,0.1300424,0.20699796,0.28621963
Kdm3b,0.101031944,0.115463465,0.13040408,0.18816197,0.22783992
Zbtb1,0.44809195,0.58929133,0.6132781,0.73519355,0.8225763
Trip11,0.5704654,0.661657,0.9647536,1.2488741,1.3514837
Kmt2d,0.29593512,0.2963217,0.48599792,0.7012339,0.83986354
Atad2b,0.28157827,0.25321707,0.3446279,0.49090144,0.53542984
Zfp606,0.035343725,0.030284444,0.031502202,0.039144896,0.047246967
Foxn3,0.384747,0.46046582,1.748216,1.3641014,1.7590837
Trim25,0.32559606,0.38469756,0.34930697,0.4365155,0.49736872
Zfp143,0.15133087,0.12139876,0.10554446,0.14810926,0.15880719
Sp100,1.2130772,1.9142796,3.3559816,4.3874884,4.9631934
Zfp512,0.07404909,0.079609126,0.15824251,0.09894929,0.102798924
Patz1,0.12160282,0.08483852,0.082265705,0.10207201,0.13364969
Zmynd11,0.38808087,0.40515828,0.5245701,0.7492035,0.7479146
Fosb,0.6237713,0.5334833,0.42404923,1.0250417,1.0478252
Fos,1.6285014,1.4114013,1.0282042,2.9501905,3.1121407
Tfdp2,0.06578712,0.031635977,0.077606015,0.053733375,0.0774961
Smarca2,0.18489276,0.20654765,0.3350444,0.45741826,0.45682877
Rb1,0.090966225,0.081695884,0.080008164,0.08517009,0.1304805
Zfp553,0.054067228,0.064876445,0.08762833,0.051504057,0.058768902
Chd6,0.13359645,0.114692,0.2803534,0.34949479,0.40467775
Asxl1,0.44905895,0.3493083,0.40906122,0.39749873,0.50437576
Pknox1,0.30250442,0.2609638,0.18697883,0.3134943,0.36521807
Ncoa3,0.22758499,0.265793,0.48899817,0.44330573,0.5094142
Calcoco1,0.015487975,0.018044917,0.02055323,0.09708723,0.1417411
Kdm4b,0.032324165,0.028731944,0.068666,0.06263684,0.08142871
Zfp382,0.041671272,0.037134003,0.026051775,0.051060982,0.047122825
Mxd4,0.09714935,0.2730282,0.9127288,0.8199824,1.1064578
Klrg1,0.3769169,1.2688683,1.3323016,1.3706671,4.6006584
Zfp422,0.061230518,0.045853645,0.03506014,0.04188514,0.05467582
Notch3,0.0026818279,0.0037823857,0.0,0.006169632,0.050060302
Nab1,1.3320502,1.3948735,1.778117,1.2044691,1.5186262
Rbbp5,0.17583819,0.17448486,0.18815306,0.13275805,0.16757393
Phf1,0.08392773,0.07871132,0.14992167,0.32260713,0.49864653
Tbx21,0.53911895,0.60802996,0.51823825,0.8599282,1.4644932
Kdm4c,0.104656264,0.106129006,0.19773655,0.25364906,0.26572245
Maml3,0.006874261,0.003810082,0.01580288,0.0028360297,0.0032712095
Sox5,0.0034778386,0.000989598,0.003641257,0.005308054,0.03551323
Ankra2,0.11636635,0.18296026,0.20785773,0.18823956,0.29504946
Zfp282,0.095043756,0.07193138,0.0584905,0.09459945,0.12837063
Zscan22,0.01989932,0.00856625,0.007371487,0.019773288,0.028159583
Kdm5b,0.06730663,0.05055668,0.2739655,0.3379968,0.35578188
Itgb1,2.452262,2.7268643,2.844504,7.035635,9.504692
Tbc1d2b,0.10607073,0.11760617,0.28305525,0.18755023,0.18755735
Mllt10,0.3646746,0.27480677,0.37751916,0.46240458,0.5134136
Cd200r1,0.00636256,0.0042235763,0.05252096,0.008128594,0.012154646
Cd46,0.00452673,0.00601857,0.034904554,0.01843408,0.036515404
Lair1,0.253228,0.2505524,0.2700525,0.30976683,0.38307124
Itgal,1.2542442,1.9610441,3.7076895,3.983399,5.234015
Stat5a,0.26548198,0.26023194,0.22229041,0.3039622,0.31111616
Arntl,0.058730442,0.07633669,0.17299077,0.24468297,0.35121125
Trim24,0.1793125,0.15799111,0.31903616,0.31302083,0.34322828
Notch2,0.16081385,0.1794665,0.26508704,0.295295,0.4787929
Runx3,2.4104912,2.2762208,1.7875704,1.8854841,2.5300798
Nr3c1,0.37592006,0.42605534,0.49531478,0.59208554,0.99231076
Klf9,0.027828773,0.025373437,0.09388995,0.04385834,0.048823796
Il18rap,0.4761829,0.71457815,1.8427366,2.3741093,5.490518
Itgb2,1.7719948,2.7308133,3.4458141,3.3802724,5.497774
Phf20l1,0.76412,1.018153,1.078969,1.3886054,1.7751642
Kmt5b,0.14350228,0.17820132,0.3550612,0.48291048,0.49133354
Ash1l,0.42232507,0.4267861,0.9338961,1.0060883,1.1466864
Ikzf3,0.52646196,0.7444544,1.3675569,0.90038097,1.3495322
Irf2,0.7024859,1.0321904,1.7169392,1.6953447,2.0017385
Ovol2,0.015614679,0.007828891,0.016722182,0.0047818655,0.026687237
Zeb2,0.08917434,0.24504474,0.30344665,0.41636264,2.1293304
Ep300,0.44728458,0.4945187,0.58689475,0.7163671,0.7880443
Sertad2,0.19648719,0.24800362,0.33864278,0.3790643,0.4306509
Dnmt3a,0.07301155,0.05453778,0.10019573,0.09660011,0.11142444
Smurf2,0.09576299,0.086596996,0.10192778,0.15377714,0.20605512
Il21r,0.3457623,0.42882526,0.62845314,0.5249218,0.58152366
Nfxl1,0.073067814,0.07448761,0.030325074,0.06322236,0.08303287
Icam1,0.2536142,0.3072836,0.34883142,0.4228182,0.4803261
Zhx2,0.023214808,0.013724654,0.07480525,0.05690356,0.051383067
Mef2a,0.18747255,0.22001833,0.41443196,0.4222691,0.5166811
Ahctf1,0.3016145,0.19306171,0.18281306,0.26041177,0.29809713
Baz2a,0.41518956,0.48940796,0.73802847,0.8413528,1.0339255
Id3,0.00030758613,0.0007737481,0.0,0.00090750464,0.0017251757
Med12,0.23807205,0.2747511,0.41826642,0.38264894,0.39214385
Elf4,0.5963952,0.7179568,0.7601061,0.8370446,1.2128459
Ercc2,0.07037149,0.06740242,0.06242444,0.09514229,0.11146204
Elf2,0.48448542,0.4986832,0.49307302,0.62126315,0.7700957
Hmg20b,0.19776213,0.19985738,0.23873305,0.1724856,0.18180732
Klf10,0.102689475,0.11110117,0.15865752,0.14273378,0.18072157
Cry1,0.22154468,0.23336734,0.32568067,0.4298576,0.4611698
Brd9,0.66116214,0.7610265,0.523955,0.52813447,0.7401601
Zdhhc13,0.094618164,0.07346676,0.08861394,0.08864247,0.09474576
Ankrd10,0.47582898,0.3947842,0.46827367,0.60333455,0.67803514
Dnmt3b,0.04342322,0.030259717,0.06742597,0.04710441,0.0638897
Eaf1,0.16517292,0.1459237,0.19509412,0.15064661,0.19122279
Ncoa5,0.15588178,0.12808974,0.09142076,0.11265763,0.14970934
Klra9,0.0013782808,0.0021044572,0.013214479,0.00977962,0.10678696
Zbtb39,0.013240244,0.012019907,0.008058182,0.02284142,0.029928988
Nfic,0.1872622,0.2174534,0.2456135,0.35308805,0.69724864
Kmt5c,0.075697124,0.06723588,0.07420609,0.066098064,0.076845504
Nfya,0.14428261,0.12077861,0.091255486,0.122614585,0.13133353
Zfp341,0.020210179,0.015088667,0.018437553,0.018372502,0.027342906
Zdhhc9,0.02369991,0.030629404,0.039576296,0.042272553,0.06230636
Btg2,1.4539024,2.3144372,3.7614493,5.4555826,6.1207614
Cd80,0.018793274,0.034998506,0.10562241,0.06724736,0.08225622
Ncor1,2.1169686,2.110724,2.573058,3.259967,3.519425
Klrd1,0.9963103,3.4872563,5.1355286,7.127319,9.639543
Zbtb38,0.21244216,0.3025044,0.72283673,0.5037344,0.7285512
Atf7ip,0.21796353,0.31400782,0.5286264,0.6522726,0.6581995
Zscan21,0.04464784,0.046338838,0.08959034,0.059722185,0.06984624
Ighd,0.006051101,0.0031103902,0.011828232,0.007777156,0.0039792336
S1pr1,0.9005459,1.3198735,1.1969486,1.8155279,1.8774695
Zmym2,0.14393353,0.11815534,0.105906285,0.27416253,0.31025657
Polr3f,0.18656062,0.14754531,0.1024894,0.17824277,0.18480454
Rara,0.15267324,0.27819586,0.23835853,0.5121453,0.8468872
Arid1a,1.0913233,0.99348074,1.1567707,1.6527871,1.7569634
Bcor,0.26385027,0.15844919,0.18505575,0.199614,0.23073822
Stat6,0.28622177,0.30240542,0.40887356,0.45030192,0.5803877
L1cam,0.049743485,0.08155095,0.07408638,0.10007237,0.15407762
Atp1b3,3.9933035,5.256624,3.598918,5.8226466,7.239563
Nfatc3,0.7772002,0.99020165,0.98416203,1.5395743,1.8821003
Lef1,0.8529127,0.932376,0.71456814,1.4480835,1.4005198
Ddx5,8.760494,8.134056,10.507062,13.290882,13.196978
Zbtb20,0.0906786,0.040646315,0.12730432,0.23464295,0.33270594
Nrp1,0.20145188,0.18786895,0.42108786,0.3695425,0.3872289
Rora,1.0144926,1.2506008,1.8853909,3.9879177,4.3932114
Snapc1,0.31138083,0.29528716,0.29692182,0.26810387,0.310428
Cd6,0.7344087,0.8348811,1.216623,1.2609949,1.3506454
Nfia,0.012724435,0.023582721,0.09228725,0.05461712,0.08109318
Trdv1,0.008779545,0.0073936875,0.007757744,0.011350884,0.020093637
Zfp354c,0.0031139127,0.0024742533,0.0042073075,0.0030733768,0.010462248
Arid5b,0.15963092,0.23252784,0.62769353,0.55724764,0.5826632
Nfatc1,0.1581448,0.15727822,0.3236782,0.37438616,0.42190087
Mbd1,0.1738758,0.165409,0.16796449,0.18597466,0.17722243
Cbx7,0.10031258,0.092449434,0.12420054,0.26476303,0.27522695
Pou2f2,0.67115337,0.7165304,1.723639,1.8169361,1.7970123
Klra8,0.0016781096,0.010974165,0.0,0.0044255154,0.04984404
Zfp131,0.30312875,0.28118587,0.3651472,0.43071857,0.45650545
Crebbp,0.60510445,0.63407284,0.92974854,1.2563493,1.4212728
Hbp1,0.06927205,0.12205274,0.25325447,0.34906963,0.39555237
Nt5e,0.020519178,0.038780436,0.040569402,0.064115986,0.09861693
Mxi1,0.1765485,0.20802703,0.35038656,0.31466877,0.3799037
Tcf4,0.0758646,0.05207965,0.12436889,0.07347219,0.10360759
Brpf3,0.05372804,0.045478314,0.061701693,0.07020588,0.10367782
Foxj2,0.046017036,0.056961656,0.13166913,0.18077095,0.2162175
Itgae,0.00909082,0.015777236,0.012065403,0.005481678,0.023967037
Il17ra,0.43808365,0.5526909,0.55679685,0.852082,1.2561854
Crebl2,0.011601424,0.008647782,0.0020988467,0.051679567,0.06361129
Tsc22d3,0.54788494,0.7529502,1.08832,1.6792048,2.2046287
Cd68,0.09264869,0.19624755,0.2957809,0.20844838,0.22075565
Klrk1,1.060121,2.0341706,1.9775499,3.0646834,3.4536626
Foxn2,0.35433307,0.36229908,0.28788513,0.36797896,0.35833967
Ski,0.14635153,0.14067759,0.19685407,0.32363242,0.37449166
Med8,0.8451068,0.8797011,0.7557539,0.7371481,0.8678894
Bcl6,0.0099393455,0.0110795675,0.01313947,0.024476528,0.030733911
Elk3,0.27650717,0.3962753,0.70816743,0.4194183,0.54734904
Prdm4,0.12810293,0.13852254,0.12865625,0.089603655,0.12893996
Smad4,0.3212225,0.3577736,0.57848537,0.77085024,1.0890341
Pvr,0.056130175,0.046752464,0.044238735,0.10307084,0.12682727
Prpf4b,1.3345088,1.2602183,1.1223813,1.339693,1.5522633
Zfp36l2,1.039392,1.5924907,1.8419031,3.612999,3.8804393
Bcl11b,1.4703374,1.823112,2.5139363,3.8448927,4.606238
Ets1,2.3261302,3.4917636,4.670996,5.648125,6.610435
Jmjd1c,0.283387,0.32367945,0.409764,0.5949441,0.6557604
Ubn1,0.81395847,0.8228698,0.8491948,0.9674915,1.0473827
Foxp1,0.226716,0.2679212,0.36957082,0.64853275,0.69516706
Klf3,0.39025775,0.73885673,0.5674102,1.5626601,2.570015
Mef2c,0.008372776,0.0035470156,0.0,0.0018147818,0.007221651
Zfp248,0.01758352,0.012842401,0.016387185,0.011736696,0.01777859
Rnf20,0.5478349,0.5480409,0.7268114,0.5618448,0.6135613
Rsf1,0.46620116,0.41964072,0.5714325,0.8401083,1.0141735
Meis3,0.032542683,0.040925447,0.056333244,0.075561695,0.123187006
Ncoa4,0.014419511,0.01856203,0.022690736,0.01149389,0.01571313
Il4ra,0.09184478,0.0781707,0.07522658,0.17491332,0.16919035
Fosl2,0.099595316,0.11033764,0.21389842,0.31559005,0.46015725
Klra4,0.0006692034,0.0055445917,0.0,0.0019819243,0.04916152
Hist1h2bp,0.019986155,0.014807352,0.0,0.017930908,0.035374604
Zfp62,0.12762202,0.14819224,0.21109346,0.23348024,0.3362181
Kmt2a,0.75948745,0.7353015,1.4334311,1.689178,1.8319883
Phf14,0.5528069,0.60736185,0.63322556,0.8349189,0.8778553
Mtf1,0.123746656,0.13043524,0.12404252,0.14863314,0.154495
Kdm6b,0.371617,0.40349463,0.63394123,1.1127303,1.3265257
Kdm7a,0.23989278,0.30701688,0.95572466,1.0682411,1.3485817
Tnfaip3,1.295681,1.7809677,2.8611739,4.766669,4.7650647
Nsd1,0.62256336,0.5273526,0.6314311,0.7933564,0.88266146
Kat2b,0.09967673,0.09048546,0.11212037,0.16437228,0.22349413
Gadd45b,1.0300016,1.268113,1.3853362,1.2833725,1.4670904
Nsd3,0.47324952,0.5920634,0.91650766,1.1942424,1.3996019
Klrc2,0.05012553,0.098162405,0.15071264,0.27447826,0.44757292
Klrb1c,0.037725594,0.02463465,0.08521448,0.2342748,0.74509627
Stat4,0.5290467,0.7756156,0.9769149,1.03417,1.1410182
Rarg,0.035038896,0.02702717,0.043831103,0.061020084,0.083511524
Ptprc,7.3682227,10.012701,15.135094,15.541687,19.312992
Cx3cr1,0.037054297,0.17951617,0.26356852,0.5272393,2.0529702
Chd7,0.62876266,0.92014533,1.0298276,1.3835917,1.8030615
Nfkb1,0.49134833,0.3841103,0.61976486,0.7051898,0.73237485
Carf,0.0117485225,0.019512115,0.015438597,0.020876566,0.030362034
Fasl,0.1470493,0.34980774,0.79465395,0.8573298,1.2406894
Gabpa,0.22659734,0.2304523,0.14708339,0.18706171,0.21975814
Spn,0.32677808,0.44725755,0.6374859,0.57621586,1.0601155
Tcf12,0.2034435,0.17481154,0.1767332,0.32169086,0.38568935
Klrc1,0.92607117,1.6632489,2.7048576,3.2419748,5.3708587
Aff4,0.16796535,0.12204624,0.2977203,0.30660942,0.34145078
Chd9,0.093234345,0.0751391,0.11463391,0.20470342,0.19687246
Xpc,0.07547752,0.062247265,0.1043364,0.11833441,0.13413769
Zfhx2,0.048549563,0.056097154,0.2672092,0.34376264,0.43812877
Cd84,0.1576998,0.21392266,0.5491748,0.53509414,0.61492103
Phf2,0.20004095,0.1567973,0.21144648,0.27083755,0.2940397
Selplg,2.548168,4.160947,4.6487126,6.3173914,6.861313
