,Cl13_P2,Cl13_P4,Cl13_P9,Cl13_P10
Cd22,0.009281467,0.016142659,0.00089971285,0.0
Cops5,0.35072064,0.37473583,0.16406786,0.19653848
Zbtb20,0.9141026,1.2560402,1.2015824,1.0338606
Nab1,1.2555212,1.5270752,1.3838848,0.96711314
Brd8,0.43650615,0.45641258,0.19413078,0.25285855
Foxn2,0.7404379,0.9108418,0.58905345,0.46774724
Sp3,1.1027299,1.2453729,0.82902735,0.8618524
Pbrm1,1.1715486,1.1829747,0.9655653,0.96729666
Mxd3,0.008212892,0.011041401,0.002069542,0.0
Esr1,0.02897684,0.03790419,0.031918854,0.028916799
Runx3,2.5060475,2.5022206,1.2107141,1.4241014
Cd48,0.5013585,0.5786431,0.3388482,0.6473427
Rbl1,0.7507118,0.7708647,0.25770614,0.23321849
Zfp553,0.013182206,0.016376058,0.0055316747,0.0
Ddb1,0.10376532,0.121586606,0.08338256,0.04018374
Brd9,0.19738941,0.26613927,0.1761697,0.24126568
Itgb3,0.1341159,0.2314345,0.23257934,0.010518561
Epas1,0.37306097,0.4990758,0.43744826,0.15890434
Gata3,0.24543081,0.3231531,0.18548761,0.18629804
Ctr9,0.2231094,0.30701104,0.18773139,0.2528481
Zfp213,0.07337129,0.08542126,0.050259985,0.20337906
Chd7,3.032342,4.2875967,4.4083147,5.4671125
Tsg101,0.3241007,0.3613126,0.27650687,0.2313936
Chd3,0.04519594,0.05949542,0.052395917,0.052655246
Sp4,0.48140934,0.75471455,0.675403,0.7299167
Ctcf,0.8613547,0.93347806,0.61877495,0.5545951
Polr2h,0.15106042,0.1878856,0.1568019,0.10747287
Ms4a1,0.00021000464,0.0012781316,0.0,0.0
Sin3a,0.40395832,0.40820843,0.3015584,0.36567432
Sema7a,0.4315698,0.50110257,0.3512366,0.1705648
E2f5,0.07679262,0.0900541,0.05924397,0.05193479
Lgals3,0.2676467,0.38836583,0.23103675,0.104486935
Bst2,0.017545518,0.024327883,0.019310383,0.0
Kdm4b,0.102064,0.10027342,0.10784561,0.15302143
Cd244a,0.047134005,0.054644983,0.02497014,0.043416906
Hdac7,0.22688232,0.32120076,0.23356745,0.11882862
Il17ra,0.18523575,0.21952662,0.16196604,0.16036348
Eaf1,0.15049107,0.1562231,0.08855899,0.24682131
Atf7ip,0.670859,0.96062106,0.8275648,1.2488086
Pknox1,0.15158896,0.15048234,0.104560636,0.021757362
Klra6,0.0,0.00077298336,0.0,0.0
Tnfrsf9,1.7701325,2.6693606,1.6019025,0.5646592
Zbtb1,0.45575038,0.49380288,0.41329408,0.43263045
Ankrd55,0.5982624,0.6846204,0.32537782,0.38334575
Pdcd1,0.552392,0.82745314,0.44183403,0.023138378
Cxcr4,0.022676356,0.028488338,0.0120632555,0.022179676
Sap30bp,0.3164918,0.35339633,0.2727709,0.34367746
Polr2a,1.5266253,1.798483,1.3398591,0.9862013
Gadd45b,0.12689784,0.15629809,0.17048962,0.23871227
Chd2,3.548306,5.2859993,5.1351023,4.0153985
Ncoa3,0.46421513,0.602005,0.51551354,0.3553245
Xab2,0.035267852,0.05613688,0.029803617,0.0
Pou2f2,0.27670458,0.36222067,0.3017632,0.23004472
Rbbp5,0.13741548,0.18942237,0.088548586,0.13809878
Polr2d,0.028291838,0.04548952,0.031291284,0.0
Tgif2,0.09414362,0.13136208,0.13764097,0.124375746
Gtf2b,0.26590312,0.32935777,0.27550095,0.29092395
Maf,0.017804673,0.036639005,0.009771127,0.044359352
Actb,39.496334,42.752995,33.909496,40.378674
Ruvbl1,0.019104058,0.03187399,0.0036867405,0.0
Ubn1,0.9320143,1.0817729,1.0319923,0.8973987
Zfp131,0.33638436,0.34111285,0.2481048,0.36570668
Hdac1,0.51534414,0.59587204,0.5275398,0.16705047
Fosb,0.24431719,0.28021565,0.16764434,0.17256236
Smad1,0.014647377,0.018175738,0.011620295,0.023138378
Ggt1,0.032306828,0.059449382,0.052405898,0.0
Maff,0.01251812,0.023629112,0.010587339,0.050018873
Calcoco1,0.005891253,0.017016262,0.020543525,0.027169343
Thy1,0.1402571,0.15659313,0.1357955,0.2133161
Zfp354c,0.015168605,0.018719692,0.014456814,0.0
Lgals9,0.25986224,0.31222132,0.27877414,0.33576328
Tnfrsf1a,0.0025970915,0.0064028553,0.0038092323,0.0
Ifi204,0.00649981,0.0041497736,0.032984246,0.0
Kdm4a,0.07893276,0.07497304,0.09585762,0.027740128
Irf4,0.91302156,0.8986393,1.0346189,0.38182646
Cd47,1.6058847,2.1604104,2.3250935,1.8221784
Ctsl,0.034314148,0.03970168,0.024720555,0.0
Nr4a2,1.9944004,2.198918,2.2878852,1.5413465
Il6st,0.29901847,0.52127945,0.4907237,0.47301164
Prkcd,0.09396719,0.12420917,0.11400903,0.14158735
Ovol2,0.0010961832,0.0027631035,0.0056281346,0.0
Klf13,0.6897314,1.019152,1.1058257,1.4108075
Stat6,0.06671129,0.089070305,0.11603179,0.106801435
Nfkb2,0.082543865,0.11710666,0.12511908,0.12678812
Klrb1c,0.0008506212,0.00043832627,0.0023794023,0.0
Cd226,1.0726562,1.3643637,1.4425644,0.79178
Elf1,2.5897963,3.1197639,3.2694724,2.7916842
Cd55,0.016501896,0.04725809,0.124334954,0.0
Irf9,0.22609738,0.26473907,0.24619205,0.39078024
Max,0.46313408,0.5397765,0.5401545,0.34431362
Cd274,0.98406863,1.3598809,1.5099767,1.0458012
Tnfrsf1b,0.64019746,0.98428077,1.1069309,0.7199838
Zfp36l2,0.0032469106,0.004087528,0.005153481,0.0
Cd28,2.8106172,3.7616186,4.0738926,3.516133
Trbc1,1.2048246,1.5787911,1.8034114,1.1765488
Zkscan14,0.020177523,0.01769664,0.036597382,0.0
Jaml,0.08572781,0.14339337,0.18469006,0.07329509
Stat4,4.8701982,6.2674866,6.434752,4.4827003
Stat2,0.12971438,0.21670292,0.284892,0.22599976
Cd52,0.025805797,0.05730214,0.069401145,0.027169343
Pax5,0.00435614,0.0048542595,0.011482919,0.0
Per1,0.11894174,0.17728934,0.21533631,0.22027244
Btg1,0.018390032,0.02780262,0.050309423,0.09486301
Zeb1,2.0467277,2.3343124,2.6808305,1.4054664
Cd2,0.9113814,1.0063078,1.3417237,0.95840144
Vsir,0.15103239,0.1784765,0.23481497,0.1652238
Baz2a,0.38732,0.55895686,0.78076553,0.41123545
Slamf1,0.31683418,0.4153633,0.54598445,0.22923125
Taf4b,0.3906353,0.6099569,0.81734455,0.36835313
Trdv1,0.0008369975,0.0052088266,0.018808344,0.0
Tgif1,0.11507673,0.13157368,0.23223488,0.09907483
Znfx1,0.1060221,0.13236415,0.19701722,0.12069876
Ifnar1,0.15176821,0.24693927,0.2761911,0.12359954
Kmt2d,0.032951016,0.025292467,0.048203364,0.0202589
Stat5a,0.7356955,0.9271062,1.1015155,0.39159435
Igf2r,0.22330037,0.29972816,0.5285475,0.22504744
Foxp4,0.20995022,0.26266193,0.4815802,0.18240604
Smad7,0.19191658,0.3965977,0.4679696,0.27122378
Phf1,0.001215268,0.0003185724,0.008728915,0.0
Itga6,0.1179313,0.11652286,0.28352904,0.12197472
Foxj2,0.038883287,0.051848218,0.09541219,0.0202589
Bmi1,0.0034056169,0.0034962299,0.0061227637,0.0
Pvr,0.0745966,0.07043561,0.09306351,0.0
Mafk,0.031588495,0.029059812,0.058625795,0.0
Itgb2,0.15567228,0.19136529,0.25823823,0.19303644
Nfatc1,0.7802205,0.6318147,0.92723477,0.75207686
Hopx,0.1528727,0.21715285,0.34301507,0.027801676
Cd38,0.02687557,0.021715669,0.037530646,0.0
Cd69,0.053039845,0.061327156,0.090439215,0.0
Ssbp2,0.1799264,0.10218022,0.23126855,0.0
Hdac8,0.67021084,0.7406881,1.4471229,1.4710319
Zfp36l1,0.3661417,0.35408035,0.40967703,0.32879552
Nfkbib,0.3040636,0.38036767,0.44568658,0.40871274
Cxcr6,0.19212529,0.38282034,0.69914216,0.21838352
Il10ra,0.29744196,0.34403282,0.36639115,0.4581346
Notch1,0.079821944,0.086082935,0.1322393,0.0756828
Eya2,0.11826339,0.09916091,0.21740216,0.09343946
Hbp1,0.16909738,0.22048916,0.333439,0.32805547
Cd80,0.36317986,0.35634536,0.47339144,0.31088313
Sp140,0.18886007,0.17128286,0.27066755,0.27107334
Pecam1,1.2969488,1.8268908,2.286515,0.9230999
Zfp1,0.12663989,0.12281168,0.16437046,0.13866371
Arid5b,1.3633224,1.9821067,3.0289938,2.7016008
Ppard,0.10124966,0.13038,0.18295957,0.11582359
Kdm3b,0.47568646,0.4829121,0.8095582,0.6992113
Daxx,0.11388495,0.087597646,0.13794397,0.12155984
Klf6,0.18521611,0.17759596,0.24249466,0.2712623
Ly75,0.40034568,0.44202793,0.62110937,0.2891641
Aff4,0.6024497,0.7827057,1.0458982,1.1576972
Hivep2,2.5170584,2.662206,3.7443106,4.21878
Kdm5b,0.06322421,0.07599291,0.2978107,0.087024465
Entpd1,0.12577608,0.19544964,0.2483515,0.48333815
Zmynd11,0.46665084,0.39954656,0.6881825,0.45562398
Zbtb16,0.0068663084,0.00844449,0.022651352,0.037351716
Lef1,1.5388474,1.3618193,1.8499864,1.5488687
Jarid2,1.6452699,1.8819863,2.1343696,1.5718068
Phf14,0.7324619,0.7719481,1.114799,0.8665133
Mef2a,1.0320832,1.1261085,1.6012481,1.1401317
Crebbp,1.3293988,1.4178935,1.7204055,1.2374058
Eif2ak2,0.42946395,0.41012365,0.47000703,0.42457914
Cd9,0.18171686,0.17824012,0.23577897,0.24516417
Selplg,1.804219,2.439798,2.6096764,2.6663902
Scml4,0.47882628,0.5971408,1.5831096,1.9333793
Trim25,0.21961986,0.30015036,0.33677226,0.6664206
Atad2b,0.98718256,0.9579915,1.3003231,1.029668
Sox5,0.28785717,0.38433638,0.41738608,0.69103134
Padi2,0.04798237,0.096043505,0.16557069,0.2896675
Fli1,2.3930957,3.082933,4.259198,4.269824
Nmi,0.31320912,0.39859912,0.54090565,0.4882408
Ski,0.20408593,0.18923561,0.27335146,0.45490947
Klra3,0.012931345,0.0044876128,0.03926762,0.13105036
Sub1,0.85675514,1.0323266,1.3465488,1.2443383
Smad3,0.37286538,0.45703915,0.7259604,1.5532061
Itga1,0.07559899,0.12561108,0.44615006,0.38978446
Ube2b,0.989871,1.4877611,1.894324,1.9079905
Shprh,0.30284247,0.28351387,0.32190034,0.723207
Kdm4c,0.9047523,0.8980231,1.6800818,1.7798057
Fasl,0.17102234,0.36916345,0.6242099,0.9814998
Cd96,0.25027052,0.26541963,0.6114832,0.71138716
Rgs14,0.004499679,0.010521846,0.017472163,0.028512165
Satb1,3.311275,3.4936547,4.501235,4.772973
Bin1,0.0940444,0.15798388,0.18321913,0.30621544
Fcgr2b,0.007829363,0.012081581,0.044613272,0.06989987
Nfkb1,2.9316015,2.9889226,3.8190598,3.9153333
Jmy,0.21861166,0.25492552,0.5415607,0.43986034
Il18rap,1.2486892,1.9293785,3.535585,6.3217297
Klrc2,0.14149612,0.20152827,0.29706722,0.3591521
Bcl6,0.27375886,0.19753766,0.30305794,0.6621765
Abcb1a,0.3743826,0.77609974,1.7035325,1.5755441
Ddx5,1.1770159,1.2171407,1.3441705,1.5518794
Klrg1,0.064621635,0.06437091,0.078936055,0.7022184
Mxi1,0.7255827,1.390153,1.6471149,1.8266284
Zeb2,1.1131294,1.2564659,1.6075834,8.63395
Phc2,0.19475253,0.2102653,0.24108614,0.3110011
Foxp1,2.1397126,2.309574,3.4844027,3.9478173
Mxd4,0.013809369,0.019778084,0.031336475,0.033195168
Trip11,0.82179224,0.8443552,1.050313,0.8365792
Ptprc,12.964808,17.350725,18.31664,17.34243
Cd53,0.9641318,1.4105169,1.9361825,2.20581
Ikzf3,2.8274748,2.4551816,3.283884,3.5667083
Tnfaip3,2.230873,3.4374013,4.2023406,4.319185
Ccr2,0.04051021,0.06757885,0.19124098,0.21521077
Adam8,0.032356005,0.07281886,0.07654991,0.07889522
Zfp62,0.28035977,0.3266927,0.40994853,0.29587734
Aff1,0.65426135,0.8774899,1.4774637,0.92848
Irf7,0.028560188,0.04119548,0.06915283,0.050280795
Tbx21,1.2676771,1.4490974,1.8688978,3.5148153
Klrd1,0.06444078,0.08577684,0.22452196,0.3796965
Cd5,0.886874,1.447052,2.0297291,2.2907333
Anks3,0.06050286,0.087362684,0.13013715,0.09780286
Sp110,0.067691654,0.06408365,0.15670763,0.18624966
Itgb1,0.95782346,1.0877243,1.4124329,1.559643
Kdm7a,0.39842537,0.6972768,1.965588,3.4261045
Kmt5b,0.25899827,0.3178108,0.4535362,0.63966864
Nfkbiz,2.2245483,2.433934,3.0201797,3.732736
Sla2,0.24461503,0.46298575,0.522491,0.499254
Icam1,0.3891421,0.4667363,0.7439567,0.7307495
Cd86,0.19943139,0.19006668,0.36633036,0.15637046
Stat1,1.3744613,1.8429574,2.4604864,1.9539641
Sp100,1.4099518,1.8714241,3.4325173,3.546597
Cd37,0.0419728,0.04818535,0.110269725,0.20666891
Nsd3,2.385447,2.5637784,3.199027,4.1009097
Rbl2,0.39035258,0.48450062,0.627959,0.62560713
Phf20l1,1.3640417,1.550934,1.7241505,2.3787413
Carf,0.039001673,0.03973648,0.06792246,0.048445277
Il21r,0.65306914,0.7603373,0.76731473,1.0021358
Mxd1,0.25167352,0.35255277,0.74716324,0.7775905
Mef2d,1.0376563,1.432601,1.7575706,1.9618633
Spn,0.12078609,0.15263884,0.21868712,0.25063205
Nfatc3,2.2373173,2.5692492,3.0333261,2.5690343
Rara,0.08651906,0.09711898,0.14308085,0.17533928
Rsf1,1.0388712,1.033577,1.3034607,1.1868844
Itga4,5.7119555,8.13239,9.031594,7.928568
Ifngr1,2.031236,3.9167786,4.158515,4.3952456
Itga2,0.010812499,0.025686957,0.08146142,0.07779573
Baz2b,0.5144432,0.4553733,0.70954615,0.94835865
Itgal,0.531993,0.5158358,1.0731779,1.5988271
Pou6f1,0.07937683,0.07750687,0.28056103,0.13486636
Slc3a2,0.77405,0.9122231,1.396096,1.4601411
Cx3cr1,0.04334621,0.061756253,0.108559996,0.3261301
Id2,0.19629999,0.27334797,0.33351114,0.48549622
Lamp2,0.1851496,0.18982133,0.28239426,0.37642294
Zfp277,0.2474106,0.25451064,0.3421743,0.39751375
Notch2,0.2957637,0.29353327,0.4830509,0.6143818
Top2b,0.4418724,0.54954153,0.6952504,0.6150161
Zdhhc9,0.031581,0.043185625,0.069849014,0.08280712
Smarca2,0.72756445,0.635746,1.0173796,0.9719492
Klf3,0.14196034,0.31272736,0.4811719,0.89921135
Zmym2,0.2726509,0.28129336,0.32804382,0.567359
Rnf20,0.36504993,0.3999778,0.3733808,0.6803296
Cd6,0.4740535,0.7022184,1.2710885,1.4147949
Klrc1,0.7762218,1.124801,1.3016073,1.3109863
Cbx4,0.45753002,0.52809465,0.5677812,0.7099296
Apc,0.76731783,0.72561264,0.9276055,1.558629
Mta3,0.8477074,1.0472355,1.228464,1.4011354
Rnf19a,1.2968446,2.2079613,2.7800972,2.8208084
Btbd11,0.31743693,0.24044171,0.69529325,0.7509142
Cd84,0.31229967,0.3729087,0.52262104,0.78795993
Fosl2,0.043905575,0.041608687,0.1366577,0.12575871
Smad4,0.4858432,0.57406276,0.64900476,0.98971975
Itgax,0.025300074,0.061226584,0.14440972,0.11244686
Dpp4,0.6427948,0.6106879,1.0248593,1.0283043
L1cam,0.020786453,0.02995938,0.054678176,0.055277906
Il18r1,4.160258,7.0596213,10.866622,6.532387
Fhl2,0.12869409,0.19660982,0.1900332,0.49516445
Btg2,0.067050755,0.05948178,0.13638005,0.15535188
Cry1,0.2739116,0.31406763,0.38804466,0.617205
Zfp236,0.25917462,0.19974497,0.30918375,0.38722646
Kdm6b,0.39936417,0.515729,0.6727967,0.99240786
Arntl,0.25670207,0.28194308,0.8283209,1.6111722
Ythdc1,1.9083712,1.9938887,2.3734899,2.4229517
Nr4a3,0.6337149,0.9809428,1.3522817,1.6619959
Ascc3,2.0553217,2.162401,2.8764122,2.7936912
Ikbkb,0.14834614,0.14694932,0.20632775,0.3209126
Chd6,0.5209625,0.6206626,0.7886336,0.9391339
Zfhx2,0.018680092,0.024910394,0.04220014,0.028512165
