,Arm_P2,Arm_P6,Arm_P8,Arm_P9,Arm_P10
Zfp1,0.1018398,0.122416385,0.12797973,0.10535971,0.0672719
Max,0.42480904,0.53535825,0.60103834,0.51609474,0.4160436
Zbtb11,2.071518,2.0096753,1.280353,1.2330605,0.84512275
Tsc22d3,0.022004547,0.025293665,0.028767524,0.021980003,0.01597155
Cebpz,0.3149085,0.3294988,0.29458365,0.22949071,0.18039836
Hdac1,0.5460203,0.52467984,0.55962723,0.3574984,0.41157195
Nfic,0.029868813,0.03332075,0.03725547,0.022724241,0.026896168
Nfkbib,0.31792676,0.40131786,0.35391334,0.31478778,0.30257618
Rest,0.07263726,0.084293455,0.060515426,0.06469692,0.05861211
Sirt5,0.008835195,0.012617837,0.028404638,0.008744864,0.00541288
Rnf20,0.3745679,0.41769987,0.40663674,0.37794587,0.32474867
Stat5a,0.649065,0.7012605,0.5342064,0.50869983,0.34244367
Icos,2.6214645,3.0580928,3.5276191,2.5459135,1.5088761
Ggt1,0.052044194,0.058730323,0.028349612,0.016736746,0.010406308
Brpf3,0.09710468,0.10371907,0.09945904,0.06994169,0.08531463
Ing3,0.32077032,0.3545558,0.29433203,0.25794992,0.23840663
Mtf1,0.18643147,0.21707834,0.14873248,0.088833265,0.08765524
Cd47,1.8168981,2.0885608,1.8179282,1.8064753,1.6847767
Polr3f,0.09785033,0.12951446,0.035878893,0.065207206,0.05538535
Cbx7,0.042106513,0.04086371,0.013459504,0.023472795,0.025939392
Trbc1,1.1429396,1.4077102,1.500615,1.2785167,1.069426
Eomes,0.022313049,0.023261767,0.038621172,0.018535066,0.016973209
Cd28,3.6995077,4.8256927,4.075416,4.0955586,2.2722902
Srebf2,0.66304845,0.73793393,0.44629747,0.3626082,0.22880192
Maf,0.00989604,0.034872726,0.04896657,0.011331033,0.0036563985
Ncoa3,0.45268488,0.5656702,0.5530111,0.42007098,0.39394942
Sla2,0.30455327,0.58326733,0.4811541,0.34135422,0.4376648
Tnfrsf1a,0.003828191,0.012116274,0.0,0.005793178,0.0048886957
Eaf1,0.13843992,0.14812538,0.08995539,0.075480156,0.090669766
Sertad2,0.33188802,0.39149654,0.40397933,0.26717654,0.3350923
Selplg,2.090564,2.9431808,2.359118,2.5393157,2.435321
Fiz1,0.1039624,0.10156472,0.08941036,0.057665247,0.057704296
Ecd,0.16783057,0.15143237,0.14673606,0.12133263,0.11865514
Polr2k,0.18118179,0.18892123,0.11249237,0.07275911,0.073959455
Ms4a1,0.0007129703,0.00064666156,0.0,2.16115e-05,0.0
Ctla4,3.9549384,5.016307,7.881953,3.8206754,0.7456855
Zbtb38,0.15549242,0.2012443,0.21770023,0.14955719,0.18309087
Klra8,0.0,0.010898856,0.0,0.0017962033,0.014948373
Klf10,0.13065353,0.15094037,0.07281294,0.08579448,0.08738057
Ncoa4,0.12583172,0.12113399,0.058014635,0.054720283,0.029119205
Maff,0.021650318,0.04434499,0.023434168,0.027383104,0.006790979
Zfp113,0.004655503,0.013624516,0.022368705,0.0047753705,9.706056e-05
Thy1,0.18436173,0.23789461,0.30061474,0.19665477,0.21106735
Zbtb16,0.020175267,0.033979546,0.043404914,0.018455729,0.004743635
Gatad2a,1.5033482,1.5055543,1.6116765,1.2761611,1.2672304
Itgb3,0.117335565,0.18608546,0.31296512,0.15436226,0.050445613
Irf8,0.027052365,0.01790096,0.08676446,0.014265348,0.012049737
Il1rl1,0.04005376,0.031733185,0.17121014,0.021390287,0.037527215
Lag3,0.04336988,0.072228074,0.20025855,0.035439502,0.008509412
Pdcd1,0.32522514,0.34559873,0.6085882,0.06478242,0.041140784
Tbc1d2b,0.107126154,0.13146408,0.2387442,0.11602751,0.116986714
Il10ra,0.24592042,0.45806128,0.80572706,0.3245832,0.37974104
Setbp1,1.0107483,1.5790814,6.449747,1.2984288,0.779329
Stat3,3.2507322,3.830051,5.966289,3.4763217,3.532867
Tox,2.7280605,1.5824574,11.221333,2.24046,0.84703344
Tcf4,0.17863972,0.087851964,0.31566727,0.12080074,0.12347597
Baz1a,1.9521743,1.8684139,2.700891,1.9513494,1.8595182
Slc3a2,0.9095944,1.3042905,1.8508544,1.4904233,1.205008
Foxp4,0.21116462,0.20713818,0.66819507,0.39684537,0.33663413
Cd55,0.036970977,0.07439348,0.072022155,0.16433267,0.042418648
Cnbp,0.5948461,0.547313,0.5397341,0.6132772,0.5925229
Itga1,0.083341494,0.14744388,0.32484278,0.73866653,0.5028453
Crebl2,0.01144618,0.0073488597,0.028661745,0.03678397,0.01647395
Klf6,0.24009654,0.23721284,0.22227272,0.45611286,0.35811505
Itgax,0.056658734,0.1514118,0.09533558,0.17478643,0.15027663
Trim24,0.30864844,0.29363456,0.434605,0.4363856,0.39922944
Il18r1,3.928404,5.1101904,8.730785,11.430869,8.666403
Ar,0.28378722,0.17040408,0.29893163,0.30151737,0.29117674
Dnmt3b,0.023320513,0.01921627,0.030083878,0.022263346,0.018665139
Polr3b,0.41571948,0.4421825,0.54170525,0.4715737,0.46321163
Id2,0.24551,0.4065492,0.49974117,0.40820605,0.4084198
Vsir,0.16563432,0.23052251,0.19446886,0.29260564,0.2976429
Tnfrsf25,0.0021530646,0.0017381366,0.0,0.012810459,0.013858392
Nfkb2,0.09732812,0.11137596,0.15611467,0.1632484,0.12093832
Zhx2,0.27241823,0.17860132,0.18838203,0.45018086,0.30520198
Ikbkb,0.137424,0.15254822,0.12385491,0.2214366,0.18243572
Pecam1,1.0335463,0.9914324,1.6922534,2.0056634,0.6737962
Ercc5,0.072638914,0.062536195,0.076937385,0.062672235,0.058884207
Zkscan14,0.022535618,0.032377113,0.06323624,0.05206515,0.0354264
Mvp,0.015907547,0.020368792,0.037356514,0.040420737,0.035480667
Mxi1,0.78513974,1.0361347,1.6609322,1.0929554,1.0577508
Tlr1,0.003034988,0.005476583,0.0,0.00961791,0.0007454293
Tcf12,2.9222195,2.3514044,3.337273,3.5209582,3.4683053
Zfp62,0.28130937,0.34379265,0.26723242,0.36844018,0.3537244
Sp4,0.49589655,0.5313214,0.7121964,0.8359873,0.697988
Bop1,0.154797,0.13337423,0.0867733,0.12706055,0.10657414
Relb,0.84812534,0.9005633,0.8221195,1.174355,0.93963856
Eya2,0.1679438,0.123120315,0.1690836,0.29881567,0.050474696
Cxcr6,0.16636722,0.3199494,0.41000995,0.5035347,0.25939807
Per1,0.1363805,0.22280471,0.19268368,0.3038266,0.23617111
Cd53,1.1472875,1.9295824,1.5407666,2.2472758,1.7577674
Mxd1,0.16781397,0.4309313,0.55403996,0.64478934,0.45689887
Ighd,0.0027772351,0.0024390244,0.0,0.0014590494,0.00013020079
Lamp2,0.15849131,0.2160882,0.35524327,0.30755833,0.2113538
Kat2b,0.516532,0.5293503,0.6367301,0.87161833,0.85628486
Tgif1,0.14409694,0.14134248,0.15584657,0.17992288,0.094586015
Rarg,0.02802439,0.033645526,0.038302295,0.03741389,0.038154267
Trim25,0.18744998,0.23399754,0.36493942,0.3436096,0.32309383
Cd226,0.5392974,0.67502093,1.6325002,1.6992366,1.3194414
Snai3,0.01860866,0.016906785,0.04197305,0.024350826,0.006699306
Pou2f2,0.2221479,0.2279633,0.25391737,0.20806555,0.1857505
Nrp1,0.3056821,0.29398054,0.45404097,0.55510885,0.5661461
Zfp36l1,0.45538792,0.41082644,0.23160495,0.71669,0.4801292
Fli1,2.2298536,3.309641,4.324608,5.0571876,4.479061
Rai1,0.27967024,0.20379074,0.22433816,0.29518595,0.28703138
Tcf7,0.14932695,0.06587706,0.039098002,0.30461147,0.056228995
Aff3,0.98078865,0.51569396,0.4798263,2.246333,0.4191777
Slamf6,0.4178635,0.34337008,0.21955302,0.4329073,0.16048518
Igf2r,0.27128243,0.43495682,0.5490796,0.48061064,0.31365022
Arid5b,1.2542229,1.7680582,3.9778538,2.6905446,2.4166281
Ikzf1,6.0214834,6.406796,8.305634,7.2728333,6.8090105
Nfkbiz,2.3619068,2.340563,3.0668867,2.9845078,2.5038898
Pml,0.49569768,0.3833533,0.41552413,0.35804906,0.2082317
Jaml,0.12591177,0.106739946,0.06363279,0.1255012,0.05081703
Cd274,0.8988628,1.0348531,1.2777848,1.2489225,0.7788709
Ifi204,0.0038582392,0.009168987,0.002354746,0.017080737,8.928165e-05
Ascc3,2.1510346,2.415826,2.4494128,2.5672414,2.2413788
Slamf1,0.28418624,0.39253512,0.50314355,0.44126526,0.2908955
Daxx,0.08789086,0.100181505,0.14839897,0.10408991,0.0876059
Cd86,0.15186316,0.203933,0.47321877,0.45832607,0.20483619
Foxj2,0.04187414,0.05229127,0.11472159,0.06861351,0.055029444
Ddit3,0.011087419,0.011291951,0.01640453,0.013571917,0.0056549655
Cd69,0.095752016,0.1306292,0.057766575,0.13308841,0.050492257
Tnfrsf1b,0.5450219,0.7697513,1.2095321,0.88798237,0.58620894
Cnot6l,3.6204598,3.43907,3.171181,4.29392,3.5493293
Cd5,1.0584986,1.6130389,1.6208231,1.8797823,1.4603826
Abcb1a,0.535185,1.0997795,1.7862074,1.7066683,1.5548525
Calcoco1,0.01315374,0.021463003,0.067687795,0.044556126,0.044621088
Foxp1,2.1679726,2.8238168,2.915773,4.7139063,4.8143353
Ifngr1,2.31642,3.3752193,4.1962495,4.1213536,3.802372
Itga6,0.10762259,0.15818185,0.34097657,0.31158566,0.17652847
Il7r,0.19581053,0.16105512,0.11577382,0.3212902,0.044709075
Hbp1,0.18920073,0.26797476,0.27932322,0.29228672,0.22740209
Arid2,0.7164493,0.51828617,0.59136397,0.7219872,0.66219455
Bmi1,0.009420855,0.007252351,0.0,0.010916076,0.0022340377
Nr4a2,2.0093052,2.1361423,2.8166816,2.1656253,1.7744637
Btg1,0.03161265,0.048264984,0.07882336,0.11800142,0.07650213
Cd38,0.016945666,0.014048899,0.07758256,0.035504173,0.020552894
Bcl6,0.18717623,0.2846106,0.24010715,0.3545475,0.19424808
Pvr,0.094846435,0.082163066,0.0631103,0.086376175,0.070934586
Tet3,0.19861478,0.15355788,0.22813402,0.25573277,0.20961589
Bbx,0.5789981,0.5294404,0.5664378,0.8123654,0.75201756
Scml4,0.60941935,0.7924571,1.1366148,2.474369,2.2013047
Pcgf5,0.4446009,0.33121225,0.30470172,0.42081556,0.23084007
Dpp4,0.6658703,0.8676057,0.96731067,1.4018261,1.219709
Pou6f1,0.12375688,0.1667569,0.07937106,0.4631404,0.13973384
Ddx5,1.3875749,1.3001233,1.3154169,1.8598161,1.8042864
Ppard,0.097967714,0.10926658,0.18907867,0.26357716,0.26281574
Cbx4,0.5451924,0.6039465,0.7216014,0.6887134,0.5942298
Satb1,3.671475,3.6969743,4.3921766,6.3567843,5.416126
Aff1,0.6957565,0.9222252,1.1669194,1.3616277,1.313756
Xab2,0.041817732,0.047885723,0.029889958,0.05337537,0.039214678
Itga2,0.013731898,0.044283703,0.14078787,0.07195096,0.06219056
Brwd3,0.2874988,0.33286574,0.3583294,0.35967535,0.33284366
Zeb1,2.0540392,2.063944,2.3447928,2.8278399,1.3592719
Taf4b,0.49635866,0.47269234,0.3869603,0.5076736,0.27872124
Sp110,0.08009492,0.09986049,0.07848962,0.15368693,0.1389952
Bst2,0.030327393,0.025607066,0.018100481,0.03888315,0.011382414
Notch1,0.08281704,0.10669682,0.13577904,0.11944319,0.11366281
Zfp341,0.05771262,0.0732876,0.054177865,0.077884376,0.07262736
Hdac7,0.20694308,0.25049007,0.27901497,0.29222852,0.23619527
Itgb1,0.78140527,0.7277497,0.6876026,2.3237863,2.7041054
Vax2,0.019521056,0.020868395,0.081207484,0.02784052,0.014003045
Stat2,0.13598432,0.19195044,0.2909666,0.2714889,0.19320405
Ncr1,0.0,0.0,0.0,1.0414144e-05,0.0
Jmy,0.24259076,0.35277146,0.43800098,0.65489435,0.44464284
Tgif2,0.1155244,0.11787853,0.09530843,0.12204762,0.056607287
Ube2b,1.0824448,1.4074898,1.638838,1.8763869,1.602105
Smad7,0.28569478,0.39193216,0.33326006,0.37733477,0.24562411
Sub1,1.0506575,1.3126272,1.797175,1.3937068,1.1074338
Fos,0.057329945,0.060574085,0.07611862,0.091691345,0.05812882
Il2rb,0.5157999,0.6731726,0.6639372,0.66736,0.7210602
Klf9,0.021813424,0.02692256,0.056459103,0.02710695,0.030025072
Znfx1,0.11188254,0.12262237,0.13606958,0.23759142,0.19591129
Jdp2,0.041600905,0.033064887,0.06708963,0.03601184,0.026884424
Stat4,4.3808794,5.2898483,6.093412,6.33751,5.909296
Klra1,0.001156676,0.013204286,0.058358986,0.011476291,0.0013839117
Nfatc1,0.7630735,0.8062651,0.9369532,0.82496595,0.69966155
Nfe2l1,0.03288515,0.029771017,0.0034478884,0.020807916,0.015492879
Hopx,0.16612008,0.20794831,0.20758711,0.27755773,0.14719507
Ubn1,1.0356393,1.0674639,0.836259,1.1812901,1.1139251
Mef2d,1.155464,1.3470699,1.5755702,1.9269254,1.8702036
Ly75,0.35064068,0.38599235,0.60779166,0.52227485,0.41417664
Mafk,0.03381346,0.035630174,0.043267697,0.053578634,0.037028924
Nt5e,0.040188026,0.046869505,0.020846797,0.060395405,0.0331103
Btbd11,0.38321975,0.43253955,0.87413293,1.3970551,0.7748267
Ssbp2,0.19543137,0.12300285,0.16395582,0.4201855,0.10185188
Zfp354c,0.015754228,0.013265765,0.015505051,0.017024262,0.008857912
Ppargc1b,0.099219285,0.054632,0.11595287,0.09957125,0.08867445
Smarca4,0.6722421,0.6302267,0.53503984,0.6730167,0.58276963
Stat1,1.3442509,1.7475436,2.1851234,1.7804043,1.3079991
Eif2ak2,0.35401472,0.36557752,0.4659179,0.38795933,0.29335734
Adam8,0.027571002,0.045402914,0.07658639,0.06041306,0.020948311
Ccr2,0.10576131,0.27354768,0.2539834,0.3290471,0.17227526
Jarid2,1.6380304,1.7511818,2.4605818,2.1257486,1.8635049
Zkscan5,0.05695113,0.058564212,0.044924103,0.047180593,0.06309698
Dnmt3a,0.20548777,0.15057178,0.32122874,0.24183214,0.30186105
Sp140,0.1814159,0.26980084,0.3139797,0.28251162,0.28850174
Cd48,0.4967818,0.5717995,0.6201539,0.54792005,0.7630471
Chd6,0.5190053,0.5010914,0.74321955,0.7121129,0.87143564
Ctnnbl1,0.32098246,0.2948764,0.36727777,0.30113825,0.28097242
Phf2,0.15663256,0.14358003,0.117469415,0.16054016,0.17712174
Brd9,0.22071259,0.22645225,0.13934164,0.18725555,0.29089025
Cd37,0.043162126,0.060378417,0.14806992,0.11094598,0.15918006
Klra3,0.008443281,0.03238048,0.07159895,0.025070067,0.09130429
Ep300,0.35117644,0.32280877,0.39890036,0.44000354,0.52993596
Atad2b,0.98249197,0.9629352,1.5187403,1.7219837,1.8357884
Mta3,0.8965,1.3052442,1.3676243,1.4938316,1.5667714
Trdv1,0.0027410833,0.0036853028,0.008771429,0.003621032,0.0073337425
Elf2,0.74183786,0.6725493,0.4598587,0.6512821,0.6855399
Itga4,6.0131783,7.3073735,10.706762,9.566044,10.663665
Klrb1c,0.0016093497,0.0016432273,0.0,0.009582879,0.020086695
Notch3,0.0021333273,0.0064456654,0.0,0.0016003359,0.047105532
Chd3,0.04666997,0.06250189,0.081653126,0.0733859,0.13506548
Prkcd,0.09640237,0.103049025,0.12122526,0.10050551,0.15809734
Atp1b3,1.4810859,1.5954263,1.0715715,1.5869076,1.8853053
Ash1l,1.3014691,0.9866219,1.1321611,1.5354695,1.6981446
Itgal,0.50351685,0.8280319,1.4371165,1.4109713,1.9938537
Atf7ip,0.61482435,0.6992025,1.0351875,1.0559276,1.1806408
Top2b,0.5383408,0.59269345,0.7594048,0.8644887,0.85685474
Plag1,0.049170822,0.03596702,0.020175532,0.048102077,0.048503406
Smad4,0.5133379,0.5271478,0.58076525,0.8306375,1.0855087
Ncoa5,0.29513407,0.18979281,0.12217521,0.19292544,0.29490352
Itgb2,0.16493244,0.21042933,0.24270797,0.2409734,0.41030407
Cd46,0.06877113,0.057783667,0.075633876,0.12511712,0.12528703
Ercc2,0.037475947,0.027517831,0.029389622,0.03474616,0.031790458
Apc,0.6726615,0.752676,0.91588324,1.1067841,1.2824812
Hdac8,0.6621887,0.69922477,1.4442726,2.0402787,2.181905
L3mbtl3,0.31650686,0.25440386,0.47154725,0.6073216,0.6716095
Il17ra,0.19013214,0.23039249,0.14059429,0.21733484,0.31101012
Abcg2,0.03135196,0.027934108,0.011817066,0.018068874,0.05160266
Adam10,0.5118547,0.5224226,0.45622614,0.4903434,0.5974525
Phf20l1,1.3988787,1.6401936,2.0348544,2.0668352,2.445268
Creb1,1.0971549,1.0368383,0.72059983,1.0188059,1.1928636
Anks3,0.06655043,0.07515753,0.09237163,0.10325611,0.12985353
Meis3,0.0063453647,0.008793907,0.008329212,0.011045655,0.037763227
Crebbp,1.3292167,1.3731229,1.6245539,2.229075,2.4504664
Phf14,0.63042814,0.80959845,1.1978096,1.0020325,1.063427
Kdm4c,0.8961965,1.2328541,1.8572056,1.7819666,1.9451001
Zbtb39,0.030483117,0.03219479,0.008905872,0.014976232,0.028108664
Elf4,1.4714366,1.4918748,1.555911,1.5858027,2.3412652
Zmynd11,0.47803187,0.55797446,0.6125622,0.7344315,0.7406898
Cx3cr1,0.06511729,0.1241609,0.1457737,0.12969328,0.4666684
Zfp36l2,0.0055201096,0.0066630454,0.0,0.014324383,0.017478788
Btg2,0.07448905,0.10251404,0.19618072,0.21834716,0.23830429
Esr1,0.021307906,0.04555651,0.031824153,0.044743773,0.05201356
Rsf1,0.9540767,1.0706775,1.2601125,1.4062061,1.6430433
Klra9,7.441634e-05,0.0014439436,0.008336998,0.0022411693,0.0045786574
Baz2b,0.5754212,0.6546942,0.50018835,0.841965,0.9158027
Kmt2a,0.65560156,0.4979373,0.6874163,0.6344154,0.6825769
Klf3,0.32025594,0.67126995,0.42674983,0.87994736,1.20854
Bcl11b,2.0995903,2.3674788,2.0084507,2.1522539,2.738075
Papola,0.9579268,0.8001746,0.896834,0.76773655,0.9700379
Notch2,0.332139,0.38750362,0.4434838,0.6544401,0.7376533
Klrc2,0.14311178,0.2546991,0.28750888,0.45704627,0.56749076
Arntl,0.23086168,0.2850249,0.7014951,1.1553247,1.508684
Med27,0.5747426,0.5643119,0.76071703,0.69098514,0.7433256
Rnf19a,1.3421862,1.7690964,2.4443183,1.8740346,2.4584436
Klrg1,0.14720638,0.39618984,0.21390131,0.18826865,0.6598507
Phc2,0.18039353,0.18792002,0.18543266,0.21880853,0.21021293
Baz2a,0.3753265,0.61910594,0.80379254,0.6001912,0.6720654
Pbrm1,1.0791739,0.9237669,0.8385619,0.95674527,1.0897635
Nmi,0.27109224,0.39330882,0.5969055,0.47321942,0.4850431
Ehmt2,0.060140565,0.05076781,0.043452855,0.051344637,0.08284184
Ovol2,0.003362764,0.012351906,0.0,0.0011450641,0.030069696
Mef2a,1.0855416,1.3757614,1.8814298,1.7010447,2.0374017
Irf9,0.24549726,0.23883858,0.18539788,0.24193208,0.2860205
Cd80,0.2186869,0.20882112,0.48014176,0.21428713,0.26422405
Fus,0.808772,0.75026345,0.6703567,0.76464504,0.7930645
Hivep3,0.12890774,0.06419153,0.160615,0.09828622,0.24353014
Stat6,0.07839724,0.060962856,0.109009184,0.112720326,0.13245927
Klra4,0.0,0.0073166005,0.002381568,0.0010213025,0.014715096
Nr3c1,0.8103613,0.94495636,0.8703975,1.1205124,1.3691826
Rara,0.14183746,0.1544412,0.10252496,0.17919159,0.24398799
Trp73,0.013405983,0.006770962,0.041320805,0.008804756,0.014999126
Spn,0.15892805,0.20131728,0.20310144,0.18721884,0.42100757
Cd96,0.24699757,0.5063288,0.6427336,0.89873576,1.1095421
Elp3,0.056190573,0.059554256,0.043173335,0.04781368,0.074736245
Kcnip3,0.002142903,0.001805047,0.0065563275,0.0069640502,0.012823483
Ifnar1,0.14319217,0.18643919,0.26575735,0.23252092,0.25792405
Tnfaip3,2.329394,3.0007808,4.3278685,4.594488,4.8110023
Trip11,0.81538284,0.8975827,1.0551035,1.2084521,1.2636627
Smad3,0.4844226,0.68214744,0.65833294,1.0829029,1.444038
Fcgr2b,0.012467486,0.024139997,0.029001364,0.12045856,0.22173806
Ankrd10,0.5003988,0.44991034,0.45692128,0.34683144,0.5405938
Foxn3,3.8352947,4.0861325,10.165677,5.203526,6.5051985
Rbl2,0.38338777,0.4522966,0.63477075,0.64283496,0.7190777
Nsd3,2.5334096,2.8624492,2.9902377,4.0334196,4.261651
Klf4,0.010210139,0.008786604,0.002354746,0.007915299,0.013276048
Zscan21,0.115656726,0.11534603,0.1462735,0.12546308,0.14818904
Ptprc,14.6971445,17.638033,19.22052,18.480173,19.519787
Smurf2,0.77300346,0.6355625,0.7665821,0.89795226,1.164976
Zdhhc9,0.044800546,0.046939965,0.04883663,0.05998309,0.08109333
Irf7,0.034009144,0.05161251,0.068809785,0.11391534,0.13323115
Gadd45b,0.1475998,0.15794244,0.11954622,0.14288391,0.18947995
Bin1,0.120883614,0.2151883,0.2815004,0.24737704,0.31134394
Tshz3,0.0075761266,0.024453223,0.007065593,0.02301256,0.032111313
Smarca2,0.71888536,0.77973664,1.0385734,1.1403837,1.1980053
Klf13,0.73440033,1.0024587,1.0927451,1.1658006,1.4567026
Sox5,0.20531483,0.10191911,0.38958004,0.32678086,0.83231807
Zmym2,0.301981,0.31009474,0.30401295,0.49516225,0.646306
Lef1,1.6570042,1.9519297,1.4719371,2.765355,2.9292288
Kdm3b,0.49051645,0.5650574,0.80104303,0.9907176,1.1528414
Fosl2,0.042611275,0.042174943,0.1119244,0.09791379,0.13438618
Rora,5.2580047,4.571607,4.7376013,8.435309,8.6281
Deaf1,0.18698108,0.15825298,0.16243489,0.19770901,0.20151599
Shprh,0.28552517,0.3560183,0.37394565,0.37928942,0.474524
Padi2,0.08297625,0.21918295,0.18180203,0.22409008,0.25457036
Kmt5b,0.23097731,0.32358125,0.5255716,0.6129812,0.6222228
Cry1,0.30467537,0.35205847,0.5327035,0.5822696,0.6130512
Tsg101,0.3105441,0.2959419,0.30790472,0.26907155,0.36377338
Nfia,0.15365516,0.2777043,0.36228126,0.35249975,0.558627
Zfp277,0.2586124,0.21183796,0.3045462,0.33695242,0.3497509
Foxk2,0.29866397,0.25673562,0.21529767,0.2072262,0.28552878
Mllt10,2.0454082,1.612699,1.7683928,2.0292892,2.2230453
Parn,0.2577541,0.19203426,0.20283204,0.2526274,0.26140502
Hivep2,2.1590648,2.8968854,3.69724,3.8747077,3.9945493
Crtc1,0.081423394,0.06015619,0.064884044,0.06133223,0.073653914
Lgals9,0.22602157,0.29724902,0.3053255,0.28173143,0.34926623
Ncor1,2.707409,2.45611,2.7008252,3.593071,3.6832237
Klrk1,0.61910206,0.7148662,0.6110911,1.3784004,1.3723953
Tbx21,1.6641037,1.9982047,1.793146,2.4971764,3.849845
Fasl,0.24529819,0.60785985,0.9142443,0.8629444,1.188664
Tle1,0.08120992,0.049887024,0.013167148,0.042220674,0.07910409
Entpd1,0.1063737,0.28338614,0.6339548,0.3093427,0.47662514
Cd6,0.4603076,0.797447,1.192426,1.5092044,1.6712657
Kmt2d,0.031813227,0.023805914,0.036098465,0.060733553,0.06722058
Kdm5b,0.08635396,0.1110208,0.27120534,0.3105082,0.34809834
Phf1,0.0011445909,0.0014185926,0.0074434327,0.0026835597,0.008490459
Cd84,0.2695959,0.35399207,0.52275646,0.624423,0.7044687
Ikzf3,2.9210303,3.0606444,5.204421,4.0536256,6.5185122
Zeb2,1.279667,2.1629744,2.1642668,2.8156562,12.676834
Irf2,0.53349257,0.72645825,1.1566954,0.96148205,1.0764502
Sp100,1.8314824,2.6025813,3.2613351,4.4388742,5.2255254
Nsd1,0.97301966,0.82146096,1.1683311,1.3870164,1.5547235
Nfatc3,2.1009414,2.4544091,2.7000496,2.7623243,2.8670707
Nab1,1.0039457,1.0614343,1.3269945,1.0390447,1.0658101
L1cam,0.024961432,0.029335849,0.07725057,0.10197757,0.12909853
Mxd4,0.007882055,0.015761074,0.01391675,0.023036407,0.033109635
Med12,0.047256313,0.054380093,0.079774484,0.06054137,0.08097611
Kdm4b,0.101010926,0.101896495,0.10396637,0.20170268,0.2386887
Il4ra,0.09459076,0.079547316,0.058808964,0.10760635,0.14156029
Il21r,0.59668493,0.527092,0.6789899,0.64936185,0.9186986
Fhl2,0.17087686,0.19928645,0.19561897,0.11946591,0.20293432
Aff4,0.6368205,0.6524589,1.1688753,1.0337226,1.0998197
Thra,0.02550843,0.018952804,0.0074434327,0.024644876,0.023322016
Nfkb1,2.549922,2.2145913,3.0594306,3.0218832,3.0931063
Kdm7a,0.44457301,0.8558524,2.1124501,2.3550744,3.4995577
Zfhx2,0.027887136,0.0219018,0.05755364,0.06989827,0.09301815
Kdm6b,0.49274215,0.5016823,0.40526098,0.8994603,1.1228234
Zfp282,0.105863005,0.096230276,0.07881756,0.116906844,0.13592035
Klrc1,0.71563536,1.041416,1.4651908,1.5672204,1.9075003
Il18rap,1.3565524,1.7601248,3.864186,4.61906,9.511604
Nr4a3,0.8021648,0.74702746,0.9745421,1.2118433,1.4503896
Rgs14,0.008881741,0.006132404,0.010882791,0.008315472,0.014516787
Ets1,3.0473654,3.5434694,3.7337723,4.242529,4.6461353
Chd9,0.4872303,0.41443154,0.66921836,0.6930003,0.8670867
Zfp236,0.2366169,0.24049884,0.35834825,0.34773052,0.35884848
Zbtb20,0.9255065,0.5659757,0.93861055,1.5541701,1.9989479
Klrd1,0.08793999,0.25896037,0.29272324,0.39360994,0.5578665
Brd1,0.40637532,0.32713473,0.40367112,0.3718845,0.43574616
Zfp131,0.31449533,0.3302698,0.3413183,0.3228662,0.3273347
Elk3,0.2515482,0.31099668,0.5354881,0.3023012,0.35756788
Ski,0.21723281,0.21067011,0.14616658,0.34985948,0.36259505
Smarca5,1.1297091,1.1062351,0.9294095,1.1402601,1.2012998
Rere,0.65310174,0.3878691,0.6800021,0.74445945,0.8713257
