,AllAct_P2,AllAct_P7,AllAct_P9,AllAct_P10
Cxcr5,0.040948555,0.29351738,0.02432696,0.007512714
Aff3,1.0321225,11.018795,2.232775,0.41910446
Ikzf2,0.50008136,1.8190911,0.25771615,0.18859747
Ebf1,0.019326095,0.06271631,0.009750514,0.008672696
Fkbp1a,0.28766972,0.32487166,0.20771535,0.15546666
Tox,3.2779248,16.990278,2.314104,0.8511488
Bcl6,0.19626586,0.6458137,0.35376996,0.19522803
Aff4,0.63321215,1.2347229,1.0339065,1.0999408
Pax5,0.0028523598,0.010829495,0.0019445142,0.0
Nab1,1.0303566,1.562697,1.044252,1.0656034
Nfatc3,2.1152585,3.515346,2.7664168,2.8664465
Tnfsf11,0.035262227,0.28609595,0.0017551776,0.003807788
Trps1,2.8835797,4.7619877,2.2293358,2.080128
Ctr9,0.21268243,0.21159464,0.16088697,0.15769537
Bop1,0.15559375,0.14457974,0.12770498,0.10658042
Stat1,1.3474225,1.8884596,1.790674,1.3093519
Nfkb1,2.5899916,4.5951366,3.0339212,3.0948284
Pias2,0.6756212,0.70411944,0.5110228,0.582314
Skil,0.22646444,0.23134811,0.18117405,0.1748596
Rest,0.07356376,0.121034406,0.06513606,0.058657903
Aff1,0.69140023,1.3288146,1.363377,1.3129492
Smad7,0.27584973,0.3907659,0.37870342,0.24567772
Mxi1,0.77888733,0.5666235,1.1013235,1.0593611
Trim24,0.31145763,0.3574333,0.43407884,0.39919057
Fli1,2.2469912,3.0645378,5.0451374,4.478623
Mxd1,0.17661773,0.4255708,0.6463353,0.45757046
Jmy,0.24007338,0.54370105,0.6531829,0.44463283
Tgif1,0.14105034,0.17943133,0.18071282,0.09459542
Zfp36l1,0.44601867,0.6345377,0.7120539,0.4798123
Zfp354c,0.015692748,0.016914058,0.01698549,0.008839362
Cnbp,0.60099256,0.4755991,0.61124915,0.5921483
Ikbkb,0.13857064,0.1666945,0.22120845,0.18272573
Zfp1,0.10444337,0.1359526,0.106250815,0.067421414
Satb1,3.6336603,4.9288106,6.328764,5.4147787
Cd69,0.091267996,0.09716577,0.13244438,0.05038651
Tsc22d3,0.021203132,0.014197284,0.021663228,0.016013645
Nfkbiz,2.3474865,2.5754256,2.9850466,2.5064633
Foxj2,0.041560154,0.056206938,0.069018185,0.054956626
Btg1,0.03022451,0.038422346,0.11697923,0.07654058
Eya2,0.16272825,0.05165802,0.29758626,0.050564673
Calcoco1,0.012391308,0.04624088,0.044193517,0.044584543
Daxx,0.09061978,0.10137219,0.10460112,0.08767701
Znfx1,0.11126729,0.19009824,0.23697871,0.19575378
Ifi204,0.004135557,0.016488103,0.017320892,8.9094676e-05
Sp140,0.1821974,0.21358304,0.28233278,0.28846523
Jaml,0.12169318,0.13334392,0.12639499,0.050864108
Ccr2,0.09891111,0.02012411,0.32696614,0.17236519
Slamf1,0.2876137,0.43753415,0.4428466,0.29076636
Phf14,0.64113986,0.9024613,1.0037353,1.0630145
Cd38,0.01798813,0.04166047,0.035534777,0.020509852
Vsir,0.16410138,0.23155637,0.29173294,0.29736558
Arid2,0.71722084,0.6359669,0.71936995,0.6614794
Brwd3,0.2892706,0.37381175,0.35901105,0.33276606
Bst2,0.028985523,0.029716043,0.038587585,0.011358577
Notch1,0.0825026,0.12807344,0.119636424,0.11358327
Snai3,0.018329423,0.016598951,0.024234759,0.006685276
Fos,0.05558521,0.026493153,0.09074206,0.058007084
Itga1,0.082528666,0.08375026,0.73424935,0.5026085
Rai1,0.28404006,0.2967854,0.2939379,0.28697047
Pvr,0.09272056,0.062600546,0.08647716,0.07078603
Thra,0.024805201,0.019803625,0.02431814,0.023315601
Ncr1,0.0,0.0,1.0256883e-05,0.0
Ppard,0.098312266,0.18536192,0.2623598,0.2625079
Kat2b,0.52208954,0.6152685,0.867635,0.8559376
L1cam,0.024523133,0.025561966,0.10126332,0.12894394
Sp110,0.078792796,0.13234767,0.15373254,0.13909416
Sp4,0.49437565,0.5471168,0.8335624,0.6980548
Kmt2d,0.031932674,0.026673853,0.06054434,0.067122236
Cnot6l,3.5863297,3.2673678,4.282622,3.5493948
Deaf1,0.18664657,0.15886025,0.19750702,0.20145208
Crebl2,0.0125609655,0.022306357,0.036604017,0.016481264
Cd55,0.034822088,0.06459574,0.16372868,0.04232981
Foxp4,0.21103714,0.42713776,0.39812493,0.33631116
Klrk1,0.6097097,0.8034763,1.3670337,1.3709452
Mef2d,1.1430963,1.5505776,1.9243681,1.8703957
Ubn1,1.0247605,0.8784679,1.1790357,1.1134716
Smarca4,0.6722609,0.6003745,0.6713722,0.5826886
Mvp,0.016055262,0.01812499,0.040101603,0.035598535
Id2,0.24034382,0.17326069,0.40707812,0.4085812
Zfp341,0.059626266,0.060740184,0.077456206,0.07267309
Nfkb2,0.09577604,0.11775049,0.16267262,0.12095057
Mafk,0.03357988,0.05474998,0.05365485,0.036951374
Itga6,0.10870483,0.23718251,0.311162,0.17641422
Klf6,0.23433508,0.1590024,0.45288706,0.35793316
Klf8,0.2343821,0.15836826,0.19449045,0.10987224
Ddx5,1.3654699,1.172109,1.8520294,1.8037578
Cxcr6,0.16907136,0.09348986,0.50648844,0.25931218
Il18r1,3.9527447,7.1626577,11.422348,8.661933
Zbtb16,0.018778063,0.00404355,0.018519085,0.004811924
Lamp2,0.16128996,0.26158735,0.30717832,0.21169949
Tnfrsf1a,0.0036989474,0.002205845,0.0057632187,0.0048784576
Igf2r,0.26624516,0.25446278,0.4813345,0.31346467
Dnmt3b,0.024701595,0.02891519,0.02238187,0.018660057
Maff,0.0206916,0.026402894,0.027129477,0.0068815085
Itgax,0.053366635,0.027198054,0.17432772,0.1501974
Zkscan14,0.02228806,0.038855936,0.051831573,0.035352208
Klra1,0.0013173899,0.004015129,0.011333504,0.0013810134
Chd7,3.6893058,2.249392,3.9348466,3.756376
Sub1,1.0303012,0.92178893,1.3929946,1.1077205
Itgb3,0.1190972,0.083795056,0.1555434,0.050361995
Top2b,0.5282133,0.62134254,0.8619331,0.8563483
Ercc2,0.037050486,0.021364465,0.03448769,0.031774506
Bmi1,0.008789361,0.0063528623,0.010843693,0.0022293592
Ikzf1,6.041893,6.23232,7.2472076,6.8072357
Cd2,1.0331235,0.89475155,1.0795953,0.8037789
Rnf20,0.37356868,0.35318193,0.37787694,0.32549334
Cd28,3.6061902,3.9779093,4.0952315,2.2748952
Fosb,0.29631612,0.3173381,0.26410636,0.25961605
Foxp1,2.1650057,3.4730656,4.69534,4.8125205
Cd47,1.7947454,1.4641012,1.8143069,1.6850644
Trim25,0.19082725,0.3544181,0.34350637,0.32381284
Selplg,2.060503,1.7832861,2.5403783,2.435805
Ifngr1,2.286481,2.3287365,4.121915,3.8036137
Adam8,0.028073343,0.020574974,0.060656738,0.021069666
Zfp277,0.25743642,0.27977523,0.33703128,0.34985092
Cd52,0.037120216,0.048053715,0.047918487,0.043547932
Xab2,0.04113011,0.044236433,0.05301942,0.039132554
Gata3,0.18487105,0.13988638,0.16594547,0.09394815
Btbd11,0.37631372,0.62034816,1.386458,0.7747766
Abcb1a,0.51830363,0.9098108,1.7066209,1.5548959
Rarg,0.028146679,0.02442108,0.037223842,0.038074363
Cd53,1.1280594,1.3750205,2.2425783,1.7587057
Slc3a2,0.89536464,0.9203097,1.488999,1.2055423
Itga2,0.013425413,0.01688485,0.07209457,0.062223237
Cd86,0.15685698,0.14386101,0.45693687,0.20473468
Per1,0.13454974,0.23808241,0.30249035,0.23613782
Cbx4,0.53598946,0.45402604,0.6868872,0.59447217
Smad4,0.5104515,0.66282177,0.82789475,1.0853081
Elf4,1.4573946,0.99207705,1.5807834,2.3398438
Il2rb,0.5078108,0.4888935,0.668175,0.7214768
Bin1,0.118065976,0.21295963,0.24640821,0.3113332
Zfp131,0.31679326,0.2893203,0.32173723,0.32741505
Nfia,0.15784973,0.36697719,0.35065848,0.55819416
Zmynd11,0.47683707,0.49043915,0.7337331,0.7400928
Cd6,0.46175066,1.1907247,1.5056087,1.6707287
Mef2a,1.0799295,0.9987286,1.6995378,2.0355227
Atad2b,0.9829844,1.6196287,1.7156163,1.8341001
Klrb1c,0.0015296967,0.00033272282,0.0094741015,0.020044627
Kdm3b,0.48895958,0.65717006,0.987982,1.1518915
Apc,0.6825987,0.94190955,1.1040784,1.2830596
Cd46,0.07121506,0.08610105,0.124443896,0.12531589
Phf2,0.15505116,0.12918372,0.15925789,0.17699061
Hivep3,0.13145943,0.2365337,0.098005086,0.24357685
Lair1,0.115274474,0.051068902,0.102608524,0.117765784
Tsg101,0.3119673,0.2321466,0.2691838,0.36349612
Itgb2,0.1639603,0.15357237,0.24123411,0.40984905
Trim28,0.08398733,0.056302063,0.057466723,0.06609091
Phf20l1,1.3952215,1.4858288,2.0616603,2.4451287
Cd84,0.27407902,0.57219195,0.6228857,0.70464355
Ovol2,0.0031248133,0.001967721,0.0012127615,0.030006723
Kdm4c,0.8970947,1.4262027,1.780428,1.9447539
Stat6,0.07717042,0.110525504,0.112770334,0.13240553
Rbl2,0.38411897,0.45617956,0.6426104,0.71888196
Chd9,0.49633405,0.6740328,0.68909925,0.86730874
Rsf1,0.96297866,1.1997393,1.4046546,1.6420879
Anks3,0.06591555,0.08933201,0.10366203,0.12978642
Sertad2,0.32464474,0.17856309,0.26617667,0.33488348
Zfp236,0.23898506,0.24717088,0.34714842,0.3589079
Tbc1d2b,0.10871721,0.108202025,0.11562151,0.11696998
Klf4,0.0097857695,0.0047407784,0.007901012,0.013308473
Il17ra,0.18961811,0.14774683,0.21649872,0.31069463
Smarca5,1.1179024,0.93413407,1.1376543,1.2016492
Ankra2,0.11437873,0.10053785,0.10664976,0.10418668
Ctnnbl1,0.32621264,0.27633896,0.3012572,0.28145793
Baz2b,0.5690196,0.7438885,0.8399654,0.9158709
Nmi,0.27551377,0.40194538,0.47424152,0.4850498
Zbtb39,0.030911548,0.034084678,0.015286861,0.028185673
Klra8,0.0,0.0,0.0017690795,0.014917067
Ncoa5,0.29454273,0.18045877,0.19266824,0.29483894
Ifnar1,0.1440925,0.25724825,0.23318037,0.25764275
Elf2,0.73357946,0.50880265,0.6497627,0.685471
Klf3,0.30153808,0.3354358,0.8739256,1.2078922
Trip11,0.8160557,0.9279727,1.2060641,1.2627683
Klrg1,0.13853645,0.012355321,0.18661766,0.6599394
Smarca2,0.7197965,1.048552,1.1385262,1.1975319
Nfic,0.029068757,0.023074027,0.022644158,0.026901966
Klra4,0.0,0.0,0.0010058802,0.014684279
Mxd4,0.008504317,0.028558139,0.023161745,0.033109814
Ercc5,0.07286743,0.07088822,0.06259387,0.0588252
Med12,0.046543133,0.04972208,0.060322933,0.08094876
Polr3b,0.4132834,0.4119189,0.47051385,0.46294332
Phf1,0.0011520106,0.008284033,0.0027748486,0.008472677
Shprh,0.28734317,0.35343143,0.3784228,0.4750448
Mta3,0.8913777,0.9896458,1.4898244,1.5664245
Notch2,0.32832024,0.26688802,0.651852,0.73739517
Med27,0.5743257,0.5846877,0.6895253,0.74273664
Zscan21,0.1166782,0.1482639,0.12569794,0.14820762
Papola,0.9664918,0.8121046,0.7664222,0.96990436
Cx3cr1,0.062831715,0.050325334,0.12937416,0.46637407
Ncor1,2.693005,2.602348,3.5787652,3.6822317
Nr3c1,0.81023765,0.58928734,1.1144632,1.3679532
Hdac8,0.66303086,1.533601,2.0313215,2.1804163
Fasl,0.23750055,0.10776961,0.85933936,1.1882302
Klrc2,0.14294218,0.22781034,0.45463046,0.56705445
Zdhhc9,0.043412726,0.061006606,0.06013207,0.081096925
Itga4,5.9815555,8.10266,9.557973,10.657937
Chd3,0.046515223,0.11008546,0.07306894,0.1348929
Ptprc,14.51528,18.12826,18.477703,19.515226
Atp1b3,1.453625,1.2797345,1.5806031,1.8836803
Rgs14,0.008421702,0.008601509,0.008453744,0.014546096
Arntl,0.23357446,0.5219531,1.1503868,1.5088986
Rara,0.13603,0.083728746,0.1786463,0.24384423
Fhl2,0.16644841,0.1415166,0.12053153,0.20354633
Itgal,0.5065064,0.77340525,1.4058703,1.9930264
L3mbtl3,0.31398237,0.35705897,0.6044177,0.67128736
Zmym2,0.29890186,0.3387078,0.49263865,0.6461407
Upf1,0.10176293,0.0766168,0.079527974,0.086761385
Ikzf3,2.9112086,3.6133094,4.0420017,6.5123305
Zeb2,1.2621835,0.9053765,2.7974133,12.668367
Fosl2,0.042747155,0.09588818,0.09849885,0.13436812
Il18rap,1.3452287,1.8445983,4.602699,9.504924
Atf7ip,0.62070704,1.0269203,1.0524793,1.1807836
Tshz3,0.008403024,0.003570623,0.0228709,0.03209964
Elp3,0.05690375,0.054445736,0.04754866,0.07457973
Creb1,1.0939095,0.82139605,1.0152469,1.1926297
Icam1,0.49656636,0.4501765,0.4874255,0.5073922
Il21r,0.60260427,0.70621395,0.651143,0.9188733
Kdm6b,0.48293912,0.74234635,0.8960375,1.1225502
Entpd1,0.108410604,0.028167708,0.3084217,0.4766392
Il4ra,0.0934307,0.1490549,0.10728786,0.14136074
Smad3,0.47271106,0.5957969,1.0775129,1.4442667
Tnfaip3,2.3190513,3.66457,4.5885663,4.8099723
Irf7,0.0334371,0.03700223,0.11323939,0.13305743
Sp100,1.7872292,2.6603014,4.4236774,5.222009
Chd6,0.51921076,0.81124884,0.71326846,0.8715774
Ankrd10,0.4978045,0.34649396,0.34664628,0.54048544
Zfp36l2,0.005281464,0.003956966,0.014185896,0.017442184
Ski,0.21585262,0.19355877,0.34870413,0.36278838
Fcgr2b,0.011980566,0.006779795,0.11931324,0.22142006
Klrc1,0.7219959,1.2400895,1.5632094,1.9062511
Thy1,0.17973152,0.07928208,0.19573575,0.21107206
Kdm7a,0.43972835,1.3416224,2.349193,3.499404
Nsd3,2.5178761,2.779221,4.0208197,4.2613144
Pbrm1,1.0888717,0.8657379,0.9568784,1.089507
Crebbp,1.3292358,1.5807154,2.2213938,2.4479258
Zfp282,0.10905805,0.10290444,0.11639545,0.1359042
Sla2,0.2982608,0.22658515,0.3440895,0.4377938
Rere,0.64956695,0.5376587,0.74028265,0.87051916
Ep300,0.35277796,0.3258499,0.43903616,0.5295431
Foxk2,0.30444953,0.21420792,0.20709434,0.28515774
Klra3,0.008914448,0.0013193737,0.02528446,0.091387525
Lef1,1.6445999,1.7213972,2.7515323,2.926338
Kmt5b,0.23391901,0.511628,0.6105735,0.6222593
Tnfrsf25,0.002220149,0.015000152,0.012678976,0.013829369
Cd80,0.23385608,0.2890607,0.21819979,0.26432177
Trp73,0.015473381,0.0053512407,0.008934652,0.015093821
Rora,5.3435693,7.2532053,8.432175,8.629007
Kdm5b,0.08392575,0.30975404,0.31031644,0.34755158
Zfhx2,0.02692056,0.03611033,0.06948001,0.092883065
Pknox1,0.16278845,0.13012114,0.13755697,0.15834567
Tle1,0.08144863,0.02358336,0.041956663,0.0791345
Klra6,0.0014700859,0.0028193176,0.0025909422,0.006728786
Kdm4b,0.10112148,0.15300971,0.20028538,0.2385093
Zbtb38,0.16053022,0.12882444,0.15099095,0.18290964
Kcnip3,0.0019179363,0.014428043,0.0068588885,0.012796627
Baz2a,0.3765856,0.6363878,0.60291797,0.67151916
Ehmt2,0.06295593,0.049189225,0.051367596,0.08277894
Adam10,0.5128725,0.47974506,0.49026194,0.59681624
Kdm4a,0.07854303,0.10316652,0.08039823,0.08290725
Brd1,0.40539598,0.2827276,0.37107348,0.4355083
Brpf3,0.09802595,0.058221653,0.07031101,0.08543942
Lgals9,0.22957423,0.34713122,0.28168678,0.34923795
Bcl11b,2.0790958,1.9863083,2.1477854,2.7369583
Cry1,0.30144572,0.33687842,0.5793367,0.6130599
Padi2,0.07930251,0.06364075,0.2232064,0.25464386
Btg2,0.07370816,0.05647046,0.21710941,0.23813057
Mllt10,2.0593586,1.7336029,2.0187294,2.2208543
Abcg2,0.032783594,0.03331866,0.01811746,0.051587608
Itgb1,0.79992604,2.4051135,2.310024,2.7017086
Brd9,0.21826407,0.17900726,0.18708815,0.29078633
Il10ra,0.25132927,0.33097064,0.32521453,0.37990522
Cd8b1,0.62477326,0.4137281,0.6009674,0.6908441
Tet1,0.008016251,0.0026198472,0.0041769296,0.004289439
Klf13,0.7297109,0.90160435,1.1648948,1.4566065
Eomes,0.021202877,0.01709175,0.018336074,0.016971977
Cd48,0.49726227,0.31597462,0.5447629,0.7628048
Foxn3,3.9344127,3.0140865,5.2068644,6.504606
Klrd1,0.08547299,0.15610711,0.3910566,0.5574934
Tbx21,1.622486,1.7486836,2.487689,3.8491433
Irf2,0.552509,0.82643044,0.95885843,1.0759058
Cd37,0.04303727,0.083907925,0.11093577,0.15927951
Plag1,0.0489918,0.027554411,0.0478035,0.048551008
Irf9,0.24346061,0.16964474,0.24199642,0.28623986
Gadd45b,0.14542647,0.14982532,0.14330077,0.18958305
Notch3,0.0023317526,0.0014426016,0.0015761697,0.047006883
Spn,0.15492383,0.12697984,0.18769403,0.42065078
Cd96,0.24734117,0.4331562,0.89439803,1.1087083
Fus,0.7972638,0.6253418,0.76380503,0.793622
Ash1l,1.303759,1.4349184,1.5305078,1.6971145
Prkcd,0.09614672,0.08311048,0.100709416,0.15806276
Meis3,0.006360523,0.007195598,0.010890456,0.037684143
