,Cl13_P2,Cl13_P7,Cl13_P9,Cl13_P10
Bcl11b,1.9043719,1.9220102,1.8563505,2.2048638
Eomes,0.01173819,0.016306229,0.0053573744,0.016384985
Carf,0.039001673,0.05682596,0.06792246,0.048445277
Nfia,0.19361018,0.37716386,0.23056789,0.35195655
Zhx2,0.3041633,0.6112293,0.22005238,0.31795186
Top2b,0.4418724,0.605819,0.6952504,0.6150161
Arid2,0.72379804,0.61270916,0.54866934,0.32072794
Il10ra,0.29744196,0.3403147,0.36639115,0.4581346
Elk3,0.35238397,0.48208997,0.3699942,0.22245425
Itga4,5.7119555,8.124766,9.031594,7.928568
Smyd2,0.11523409,0.067140676,0.020666147,0.0
Fkbp5,2.2611494,1.3535116,0.9986278,0.98751646
Cd226,1.0726562,1.8396808,1.4425644,0.79178
Zfp282,0.13629723,0.10361891,0.08304125,0.12820244
Adam10,0.52155,0.4858715,0.48495018,0.29363507
Ash1l,1.3232818,1.3845915,1.2068915,1.2062674
Mllt10,2.1782916,1.7116461,1.330002,1.1767548
Zdhhc9,0.031581,0.06637162,0.069849014,0.08280712
Pml,0.5693969,0.38601008,0.41041934,0.19789612
Ecd,0.17385921,0.1375069,0.14870486,0.223612
Smurf2,0.80294836,0.9646629,0.8003733,0.82195354
Kmt2a,0.83137304,0.6554826,0.6075661,0.5872119
Trim25,0.21961986,0.35476068,0.33677226,0.6664206
Cd200,0.012181111,0.023240222,0.004816888,0.0
Lgals9,0.25986224,0.35891765,0.27877414,0.33576328
Fubp3,0.14309512,0.15206501,0.041625835,0.0
Hivep2,2.5170584,4.7327266,3.7443106,4.21878
L3mbtl3,0.29246002,0.33194914,0.41501704,0.51776457
Arid1a,0.6554795,0.5977032,0.4321378,0.35384548
Hif1a,4.508429,5.694001,3.2693772,2.069049
Cd84,0.31229967,0.5936076,0.52262104,0.78795993
Cd38,0.02687557,0.043090597,0.037530646,0.0
Btla,0.7051848,1.7126673,0.4590708,0.115958974
Mxd4,0.013809369,0.032073423,0.031336475,0.033195168
Hdac8,0.67021084,1.5075059,1.4471229,1.4710319
Chd9,0.5739473,0.6976606,0.4346623,0.9730991
Nsd1,1.1625427,1.2548804,0.8781107,1.251043
Zfhx2,0.018680092,0.03668179,0.04220014,0.028512165
Ikzf1,6.215892,6.1444755,5.5758505,5.9615526
Parn,0.29829657,0.2702859,0.22090036,0.28713682
Zfp512,0.15783128,0.15479706,0.100550435,0.08823583
Nfatc1,0.7802205,1.1506532,0.92723477,0.75207686
Kdm3b,0.47568646,0.64480895,0.8095582,0.6992113
Itgal,0.531993,0.7846258,1.0731779,1.5988271
Tcf12,3.2293992,5.334914,3.0683293,3.1309059
Tox,7.9657507,18.762995,7.117341,2.8121085
Ikzf3,2.8274748,3.6589072,3.283884,3.5667083
Ifnar1,0.15176821,0.2674477,0.2761911,0.12359954
Trip11,0.82179224,0.89693624,1.050313,0.8365792
Pou6f1,0.07937683,0.42843127,0.28056103,0.13486636
Lef1,1.5388474,1.6088191,1.8499864,1.5488687
Ssbp3,0.6200872,0.48081574,0.24499016,0.33173656
Tbc1d2b,0.122281596,0.1059799,0.089140974,0.10899681
Mllt3,4.78137,4.8303065,3.0357926,2.5780556
Ccr6,0.016082482,0.12174922,0.0,0.0
Hdac7,0.22688232,0.3941353,0.23356745,0.11882862
Lamp2,0.1851496,0.2586087,0.28239426,0.37642294
Slamf6,0.62555283,1.7940787,0.38171512,0.16265878
Atf7ip,0.670859,1.027285,0.8275648,1.2488086
Zbtb48,0.03500412,0.0278397,0.026659332,0.030254254
Btbd11,0.31743693,0.52226347,0.69529325,0.7509142
Tfdp2,0.14518104,0.078108065,0.048603337,0.0
Atad2b,0.98718256,1.5936506,1.3003231,1.029668
Kat2b,0.56946963,0.6009579,0.60783654,0.6904566
Klrk1,0.5296355,0.73064876,0.62567323,0.68002
Trim24,0.33540735,0.35112455,0.28362593,0.3806765
Tox2,0.14410329,0.29811755,0.017539961,0.0
Zfp277,0.2474106,0.2822194,0.3421743,0.39751375
Mta3,0.8477074,0.96706516,1.228464,1.4011354
Dnmt3a,0.2477245,0.26372543,0.21164623,0.42761257
Setbp1,1.5774522,2.0701528,1.93705,0.6943041
Cd160,0.0560829,0.08666374,0.010372629,0.016239233
Ep300,0.3664316,0.3323213,0.3759413,0.34233034
Cd200r1,0.012460333,0.023601579,0.015425891,0.0
Zfp341,0.075940914,0.061446205,0.049530078,0.094465934
Mybbp1a,0.035242222,0.030822422,0.009959503,0.0
Gtf2b,0.26590312,0.29016826,0.27550095,0.29092395
Pou2af1,0.03183778,0.029414056,0.010591458,0.0
Taf5l,0.20228414,0.19673239,0.19988634,0.12816292
Klra1,0.0026875446,0.0036469076,0.0020205611,0.0
Nfkbib,0.3040636,0.39238414,0.44568658,0.40871274
Tlr1,0.0022630182,0.03562036,0.0007861515,0.0
Crtam,0.48060098,1.1687317,0.19431315,0.113133095
Cd69,0.053039845,0.090458326,0.090439215,0.0
Gadd45b,0.12689784,0.1477701,0.17048962,0.23871227
Cd9,0.18171686,0.27553308,0.23577897,0.24516417
Cd28,2.8106172,3.8425586,4.0738926,3.516133
Ctr9,0.2231094,0.21087638,0.18773139,0.2528481
Ddb1,0.10376532,0.09400742,0.08338256,0.04018374
Sell,0.020900201,0.024188878,0.006516762,0.122582085
Rnf20,0.36504993,0.34821108,0.3733808,0.6803296
Ncoa3,0.46421513,0.599827,0.51551354,0.3553245
Polr3b,0.39251482,0.40282902,0.40138736,0.3350932
Stat5a,0.7356955,1.4013401,1.1015155,0.39159435
Mbd1,0.147486,0.14685059,0.122970864,0.0828561
Tnfrsf4,0.025929837,0.036808234,0.0061387927,0.0
Bmi1,0.0034056169,0.006962068,0.0061227637,0.0
Zbtb17,0.24835716,0.323302,0.2808182,0.1399551
Eif5b,0.44974852,0.43196535,0.414394,0.29249793
Ciita,0.0012095632,0.00024809627,0.0,0.0
H2-Ab1,0.009475914,0.0013213254,0.0038276399,0.0
Tnfrsf1a,0.0025970915,0.001897314,0.0038092323,0.0
Bcl11a,0.008253473,0.0057417755,0.0,0.0
Kdm4a,0.07893276,0.10499464,0.09585762,0.027740128
Smad1,0.014647377,0.05186853,0.011620295,0.023138378
Atf3,0.06830948,0.030104708,0.033184938,0.0
Chd6,0.5209625,0.8141205,0.7886336,0.9391339
Klra6,0.0,0.0010101664,0.0,0.0
Cd44,1.8593835,2.100758,1.4928569,1.558069
Rnf19a,1.2968446,3.029296,2.7800972,2.8208084
Ccr7,0.011853708,0.037575204,0.0006400634,0.0
Rest,0.08146255,0.12870292,0.09377757,0.08047917
Zkscan14,0.020177523,0.034630273,0.036597382,0.0
Zfp62,0.28035977,0.5606095,0.40994853,0.29587734
Cd5,0.886874,1.964544,2.0297291,2.2907333
Ighm,0.9023113,0.88948244,0.7254298,0.13913268
Polr2a,1.5266253,1.494739,1.3398591,0.9862013
Polr2h,0.15106042,0.16358386,0.1568019,0.10747287
Zkscan5,0.05456608,0.06892965,0.039224304,0.034809228
Elf1,2.5897963,3.2454174,3.2694724,2.7916842
Med27,0.57077086,0.58400637,0.5943106,0.46209723
Hopx,0.1528727,0.2765046,0.34301507,0.027801676
Cdc5l,0.5186312,0.4494296,0.43791085,0.30543107
Tbl1x,1.8519427,2.0228431,1.6463727,0.910562
Eng,0.00075413537,0.00016251337,0.0,0.0
Klra9,0.0,0.0011347278,0.0,0.0
Klf9,0.037887983,0.06961794,0.03294695,0.023911208
Hivep3,0.15321374,0.26185182,0.079668894,0.265839
Zbtb10,0.010901726,0.027070258,0.018071527,0.0
Cxcr4,0.022676356,0.022881147,0.0120632555,0.022179676
Max,0.46313408,0.71776795,0.5401545,0.34431362
Bop1,0.16238639,0.15269345,0.1697359,0.10957217
Il21r,0.65306914,0.72047806,0.76731473,1.0021358
Ing3,0.29753107,0.31850407,0.3014148,0.25183165
Zscan21,0.1253867,0.15049395,0.14101642,0.1570585
Zbtb39,0.034564093,0.03604674,0.03554679,0.06488043
Zbtb1,0.45575038,0.4829268,0.41329408,0.43263045
Fosb,0.24431719,0.28955343,0.16764434,0.17256236
Epcam,0.026523564,0.018420454,0.006675725,0.0
Chd2,3.548306,5.7413497,5.1351023,4.0153985
Batf,1.4258077,2.3061523,1.123691,0.426008
Fas,0.20653945,0.2771848,0.102043696,0.16914843
Cd274,0.98406863,1.7871231,1.5099767,1.0458012
Ly6e,0.12479163,0.1381091,0.09679538,0.08535166
Zfp275,0.027961874,0.026257547,0.016118161,0.0
Ncoa4,0.093072146,0.087524325,0.08792896,0.030707676
Meis3,0.0064897537,0.0072238753,0.0007680089,0.0
Jaml,0.08572781,0.13963969,0.18469006,0.07329509
Esr1,0.02897684,0.09015032,0.031918854,0.028916799
Anks3,0.06050286,0.094428696,0.13013715,0.09780286
Trbc1,1.2048246,2.0166018,1.8034114,1.1765488
Nfkb2,0.082543865,0.11716658,0.12511908,0.12678812
Aff4,0.6024497,1.235743,1.0458982,1.1576972
Foxp4,0.20995022,0.43458557,0.4815802,0.18240604
Nr4a2,1.9944004,2.7588098,2.2878852,1.5413465
Nab1,1.2555212,1.6079308,1.3838848,0.96711314
Sox5,0.28785717,2.027561,0.41738608,0.69103134
Ly75,0.40034568,0.7594052,0.62110937,0.2891641
Chd3,0.04519594,0.10809146,0.052395917,0.052655246
Tnfrsf1b,0.64019746,1.2812356,1.1069309,0.7199838
Icos,2.578638,4.3952246,3.380131,2.32155
Kmt5b,0.25899827,0.49850917,0.4535362,0.63966864
Jmy,0.21861166,0.5241038,0.5415607,0.43986034
Cxcr5,0.045945402,0.291552,0.016661549,0.0
Nr4a3,0.6337149,1.5004855,1.3522817,1.6619959
Cbx7,0.03563048,0.039388143,0.017850827,0.0
Zeb1,2.0467277,4.077896,2.6808305,1.4054664
Hbp1,0.16909738,0.3539381,0.333439,0.32805547
Ythdc1,1.9083712,2.670287,2.3734899,2.4229517
Trdv1,0.0008369975,0.013101908,0.018808344,0.0
Relb,0.7377213,1.4014364,1.3874735,1.3543779
Zfp113,0.010000078,0.009321,0.0040163724,0.0
Ube2b,0.989871,1.9766351,1.894324,1.9079905
Tnfsf8,0.5340952,2.8456523,0.18591179,0.0
Bcl6,0.27375886,0.687381,0.30305794,0.6621765
Aff3,1.4697657,11.236259,1.3484907,0.38420564
Ikzf2,0.86885935,1.9438338,0.6121502,0.4749064
Hdac9,0.063681394,0.06781929,0.0024342637,0.0
Ppard,0.10124966,0.17898901,0.18295957,0.11582359
Il4ra,0.08354068,0.15057868,0.08651513,0.046276756
Stat4,4.8701982,7.0972953,6.434752,4.4827003
Ms4a1,0.00021000464,0.00514385,0.0,0.0
Il6st,0.29901847,0.98467547,0.4907237,0.47301164
Nfatc3,2.2373173,3.6178412,3.0333261,2.5690343
Snapc1,0.14209493,0.13580514,0.10801528,0.09531999
Etv6,3.6005535,4.7387557,2.7265496,2.4831035
Pias2,0.7036061,0.69156426,0.49836278,0.51342
Tnfsf11,0.08971471,0.31405246,0.007059749,0.0
Tcf7,0.17017475,1.4091492,0.15723448,0.09234292
Med12,0.040462945,0.04860179,0.04607609,0.067916244
Skil,0.19993009,0.22630143,0.26677027,0.14038226
Cd80,0.36317986,0.30406436,0.47339144,0.31088313
Rora,6.073042,7.2940636,8.227754,9.060787
Ptprc,12.964808,17.967104,18.31664,17.34243
Itga2,0.010812499,0.016565274,0.08146142,0.07779573
Cd2,0.9113814,0.8957448,1.3417237,0.95840144
Aff1,0.65426135,1.2907534,1.4774637,0.92848
Smad7,0.19191658,0.37090147,0.4679696,0.27122378
Baz2a,0.38732,0.66103435,0.78076553,0.41123545
Kdm4c,0.9047523,1.4013921,1.6800818,1.7798057
Stat1,1.3744613,1.9570897,2.4604864,1.9539641
Phf14,0.7324619,0.886879,1.114799,0.8665133
Tgif1,0.11507673,0.17752424,0.23223488,0.09907483
Tnfaip3,2.230873,3.6103046,4.2023406,4.319185
Il18r1,4.160258,7.019603,10.866622,6.532387
Pvr,0.0745966,0.060203616,0.09306351,0.0
Cd52,0.025805797,0.045099054,0.069401145,0.027169343
Foxj2,0.038883287,0.05417907,0.09541219,0.0202589
Itga6,0.1179313,0.21232402,0.28352904,0.12197472
Cd55,0.016501896,0.057473842,0.124334954,0.0
Itgb3,0.1341159,0.08318803,0.23257934,0.010518561
Itgb2,0.15567228,0.15920112,0.25823823,0.19303644
Icam1,0.3891421,0.45223153,0.7439567,0.7307495
Kmt2d,0.032951016,0.022461543,0.048203364,0.0202589
Nmi,0.31320912,0.41708416,0.54090565,0.4882408
Mvp,0.017314596,0.016647654,0.019287061,0.09176193
Cry1,0.2739116,0.32808873,0.38804466,0.617205
Ubn1,0.9320143,0.8481781,1.0319923,0.8973987
Fcgr2b,0.007829363,0.0027081296,0.044613272,0.06989987
Irf7,0.028560188,0.03662225,0.06915283,0.050280795
Klrc2,0.14149612,0.21860911,0.29706722,0.3591521
Slc3a2,0.77405,0.8934499,1.396096,1.4601411
Cd53,0.9641318,1.2992351,1.9361825,2.20581
Sla2,0.24461503,0.22368777,0.522491,0.499254
Abcb1a,0.3743826,0.8604267,1.7035325,1.5755441
Adam8,0.032356005,0.021341791,0.07654991,0.07889522
Zbtb16,0.0068663084,0.0044784755,0.022651352,0.037351716
Fasl,0.17102234,0.094843835,0.6242099,0.9814998
Nfkbiz,2.2245483,2.5815835,3.0201797,3.732736
Cxcr6,0.19212529,0.09163549,0.69914216,0.21838352
Smad3,0.37286538,0.5579261,0.7259604,1.5532061
Id2,0.19629999,0.15968357,0.33351114,0.48549622
Ifngr1,2.031236,2.1523645,4.158515,4.3952456
Kdm7a,0.39842537,1.3240794,1.965588,3.4261045
Cd47,1.6058847,1.4803406,2.3250935,1.8221784
Spn,0.12078609,0.12795696,0.21868712,0.25063205
Rara,0.08651906,0.07605026,0.14308085,0.17533928
Eya2,0.11826339,0.029041635,0.21740216,0.09343946
Arntl,0.25670207,0.49279198,0.8283209,1.6111722
Irf9,0.22609738,0.16841015,0.24619205,0.39078024
Itga1,0.07559899,0.063833885,0.44615006,0.38978446
Ccr2,0.04051021,0.0122302715,0.19124098,0.21521077
Igf2r,0.22330037,0.2321886,0.5285475,0.22504744
Itgax,0.025300074,0.023241566,0.14440972,0.11244686
Il18rap,1.2486892,1.8017013,3.535585,6.3217297
Ddx5,1.1770159,1.0918554,1.3441705,1.5518794
Ski,0.20408593,0.17900051,0.27335146,0.45490947
Klrg1,0.064621635,0.009772725,0.078936055,0.7022184
Rbl2,0.39035258,0.45635653,0.627959,0.62560713
Fli1,2.3930957,3.0141,4.259198,4.269824
Mef2a,1.0320832,0.96729684,1.6012481,1.1401317
Klf6,0.18521611,0.13492088,0.24249466,0.2712623
Mxd1,0.25167352,0.424314,0.74716324,0.7775905
Sub1,0.85675514,0.8879168,1.3465488,1.2443383
Mef2d,1.0376563,1.4848974,1.7575706,1.9618633
Selplg,1.804219,1.7325258,2.6096764,2.6663902
L1cam,0.020786453,0.022971526,0.054678176,0.055277906
Klf13,0.6897314,0.88902324,1.1058257,1.4108075
Mxi1,0.7255827,0.58501893,1.6471149,1.8266284
Notch2,0.2957637,0.23928083,0.4830509,0.6143818
Klf3,0.14196034,0.26477545,0.4811719,0.89921135
Cd86,0.19943139,0.12006307,0.36633036,0.15637046
Cx3cr1,0.04334621,0.052100234,0.108559996,0.3261301
Fhl2,0.12869409,0.14710803,0.1900332,0.49516445
Btg2,0.067050755,0.04707076,0.13638005,0.15535188
Phf20l1,1.3640417,1.4508921,1.7241505,2.3787413
Cbx4,0.45753002,0.42936814,0.5677812,0.7099296
Zeb2,1.1131294,0.9375329,1.6075834,8.63395
Il2rb,0.4397,0.4815568,0.72132975,0.9199872
Ikbkb,0.14834614,0.16860372,0.20632775,0.3209126
Chd7,3.032342,2.1741364,4.4083147,5.4671125
Entpd1,0.12577608,0.025462206,0.2483515,0.48333815
Foxp1,2.1397126,3.1497362,3.4844027,3.9478173
Cnot6l,3.2953572,3.1305275,3.5457392,3.580628
Tbx21,1.2676771,1.6694466,1.8688978,3.5148153
Btg1,0.018390032,0.029719478,0.050309423,0.09486301
Padi2,0.04798237,0.053758603,0.16557069,0.2896675
Klra3,0.012931345,0.0012396441,0.03926762,0.13105036
