X_draw_graph_fa1,X_draw_graph_fa2
2318.957645,5327.013383
3634.961689,1073.574349
-1144.548574,-2281.816411
2406.108078,2767.171451
-3131.710816,-2962.301747
2575.207456,2314.966717
1211.95581,3869.278563
-3535.379298,-2356.524602
-2064.739774,-3371.134231
1428.703775,1873.39034
-1360.893724,-2048.719871
-3501.829905,-2695.429529
-1267.203274,-1873.642987
-1082.52755,-2592.595389
-3106.607046,-2565.871795
723.291475,2198.567802
350.9173275,1607.698455
-1504.528152,-2643.678704
506.0377661,1591.658826
-622.4663026,176.957397
-1794.580967,-3076.483562
-2369.262247,-2060.294878
2210.124605,2619.87453
829.7776991,-2095.230682
-3979.328772,-2845.921658
1340.485037,5012.139495
-2593.527,-1849.312527
1589.525934,4981.770066
1704.655747,22.23681365
-1330.060863,-3524.314915
-1459.227082,-2478.197863
1319.123655,-330.6492699
-995.7047016,-1988.146354
-1774.55027,-2288.947171
1358.841069,1992.723153
-1008.208369,-2917.712108
1702.22488,5034.638423
190.9283437,-2613.959652
367.9671288,-92.8334197
-2849.002625,-2694.381741
2061.896237,2488.441382
-2405.721897,-1322.480164
1659.195979,2623.6875
-703.9181999,-2967.989863
3824.788746,4180.042574
2460.941136,5387.175196
-1514.662398,-2592.929037
515.704809,-2390.521227
1846.858199,20.79732044
-854.1850543,-2748.488466
880.4138327,-2492.608468
-2709.720074,-2323.171515
3040.46079,984.093687
-216.2085499,-2353.030158
-3366.793027,-2812.282259
1357.403755,-375.3669462
1428.068124,3005.505547
1208.864816,4478.058164
-1020.696539,-2421.249272
2307.487412,3033.411711
-2117.799415,-3462.500331
1364.846276,1887.363605
2846.460569,5526.138213
2219.673076,1711.104203
99.90920647,-1485.035679
-1060.081123,-1645.457247
-1398.743853,-3079.125533
1711.950996,4578.67091
2196.507251,4339.297281
-1357.556849,-2162.100784
621.2976454,7.539262488
2700.574822,4493.40695
997.016574,3316.553679
-914.1830409,-1885.043487
1317.019545,5134.955838
-1135.165975,-1935.455372
2546.72603,4378.498763
-107.5539975,-1686.149126
2790.736726,3723.436791
205.8206795,-200.7217401
-701.3007083,-2221.689201
2665.36774,3748.067684
2924.892269,5675.372566
1888.816188,4302.334503
-1183.635268,-2351.535721
3872.552574,1224.777279
1872.910841,4851.941274
-2440.119752,-2302.921206
-3839.214206,-2885.813875
1382.357135,3997.198156
1621.671528,3650.230148
-1537.987298,-2504.253831
-1570.804699,-2910.080774
1908.246612,169.7898762
2799.248358,2114.57286
1333.246461,5153.817672
-1603.102999,-1639.088628
3674.755428,1362.887889
-1375.202206,-2653.79669
2448.532275,4480.940046
1200.683879,1374.138851
-3113.484346,-3053.042079
2501.9541,934.2827241
2697.295222,840.1855251
2863.120578,5431.098821
-1753.975912,-2532.793277
2942.440057,4495.968026
-1836.430094,-3505.936305
-938.2272953,-428.407353
933.5321509,-2280.340681
1975.306634,2798.318729
2952.888808,650.5794071
-1464.402906,-1653.311064
1944.149636,3914.298623
-1744.635606,-1814.113868
2834.019049,5584.042982
-1177.554846,-2406.45095
2587.407717,5517.134839
1139.106396,3651.961521
2877.573216,5548.470014
-653.8213655,-3418.452481
1931.969807,3806.48999
3793.360064,990.1470973
1467.994646,4477.253283
-1811.568819,-2835.322358
-395.8997152,-1528.235867
-1086.959612,-3437.231841
2454.706215,5323.226453
-709.0486841,-2713.040947
-2877.235377,-2443.512243
-510.9566504,-2006.281843
-2470.01512,-1831.186995
-1232.981869,-2021.513187
768.3779718,-2102.294423
1681.679136,3364.973477
-1723.811969,-3132.898921
3132.216512,871.4202727
-2235.271165,-1796.024278
3085.400321,1259.106248
-2067.940208,-2284.519655
2674.987393,5704.065868
1139.942496,2586.438349
-2496.037612,-2864.511548
-1684.09143,-3638.643917
3064.101468,4008.174133
115.4357595,-2146.657323
1652.424297,3412.586819
583.6830668,-1905.436242
-1493.751347,-2131.084054
2092.296697,2859.791217
-2866.694038,-2795.619325
-1082.299612,-1963.389142
-887.4609545,-1779.923132
3414.222092,1458.049722
-3433.327582,-2336.896081
3870.573955,4230.828548
2945.360345,4261.575206
-3395.617085,-2369.319161
1682.298297,3089.242066
-1040.434929,-2300.164814
-3243.832563,-2701.338363
-1678.087433,-2334.551554
-297.2279029,-2670.742716
2532.394038,2155.746912
1026.635991,-2408.552465
1382.589883,-302.8515587
2532.117877,3983.096349
1412.4382,4867.950175
2154.964045,1898.776926
-1122.356307,-2458.389936
-1170.911144,-2181.704095
3751.138258,1113.103885
1745.072421,4904.766168
-713.0360864,-2177.583416
440.3094841,-1984.561113
-3659.570057,-2752.338979
2262.473101,2878.773779
2070.158406,2604.117949
-771.7551398,-2652.506453
779.5710944,-60.99138279
3253.072308,1175.081366
-2361.657128,-3273.57614
-2252.583049,-2242.533549
-3586.315562,-2606.324305
-1069.433968,-2876.487593
2818.980603,4517.423763
-169.2134276,-2947.453997
-3593.963395,-2743.060506
323.4561627,-2362.738574
-1495.263595,-1916.328673
-280.4454368,591.6074892
41.84622356,440.1749587
2377.510248,3497.200796
-2403.642305,-1912.180716
-1090.147623,-2413.227911
1747.71751,2170.765544
1420.069487,4773.214942
-125.5652423,-118.3436057
2905.642086,974.4197136
-1030.913512,-1895.171446
480.5230497,1809.709045
-1125.029826,-819.8828726
1804.221971,4884.454275
-1838.284238,-3565.339403
977.6637007,1818.624201
-2889.148072,-1984.191591
1446.102969,-64.10434361
-2594.10856,-2068.316415
702.644789,1919.955259
-2668.747823,-2014.648771
-2701.674122,-1675.092794
-1235.913095,-1619.234844
1796.87246,5099.021295
796.8429432,-230.8578546
1810.38822,2579.279664
-384.3467923,-2655.742087
1586.121848,3967.711751
-2275.60649,-2122.340334
938.4916826,-2388.380037
2523.504476,4465.607013
-650.0542041,-2158.375003
351.4043385,-836.1135698
1467.69026,139.6500849
-2196.940416,-2487.087585
1192.519119,1619.331315
-906.2879775,-2966.271407
2938.703951,5753.175857
1448.012799,5072.858817
2286.026799,4442.529781
-3436.280998,-2447.535717
890.3856359,20.89196456
-1773.766997,-2240.050845
846.0779266,-1972.634415
-773.2949545,-549.2428356
1198.314526,3244.989627
-163.7646929,-2556.043737
-1440.06516,-1561.469101
-1031.735351,-2191.45389
-2251.760558,-3409.634903
2993.356137,623.4353748
2872.794484,4162.072714
-821.1338462,-1849.67493
2623.062738,457.4215542
2986.256548,4749.221564
1486.534544,4673.89493
-504.1107859,-1938.257489
2986.369733,4163.6199
2829.915571,4719.990827
-2496.124727,-3189.262925
1912.822663,2249.878871
2658.447106,4470.793149
-1240.115671,-1833.800649
3693.307917,1098.46406
-1424.147066,-1987.016158
35.84475228,824.9626873
1508.290804,3532.708147
-1590.748069,-2245.806493
-1169.021078,-2293.032959
-1231.771267,-2100.704123
2518.219275,3039.37451
2456.487747,3331.432884
1245.122511,1828.493456
1883.340097,2392.955375
1797.720524,3995.388108
3710.708432,1342.366253
1305.381208,2876.83709
-612.7672101,-1719.978316
-1209.572734,-2979.955729
1947.321316,3112.012325
-3704.914942,-2481.738441
952.5526946,1078.883512
-3927.379901,-2849.323435
-3031.458631,-2258.351625
539.7477052,-2289.588978
1969.912879,3070.293171
-845.8456118,154.0192994
-1374.076851,-2472.587275
2450.282568,3510.6314
2995.207122,4822.78762
-3377.818614,-3043.094663
2221.96002,3996.245266
2598.817142,5623.562124
3292.028306,1730.978982
-849.9538099,-1681.530998
-3962.070637,-2894.543378
-1074.937416,-285.2939872
-1621.888727,-2577.196482
1837.666994,2162.597001
-3109.044766,-2103.887637
1731.136692,3697.428151
1951.36321,2416.483341
2864.068855,2035.639421
-1301.873115,-1201.93809
1681.10621,5090.293729
1848.513416,2296.056381
3862.299186,4110.129817
-589.7855794,-2499.809194
-715.303883,-70.95206557
-1333.406204,-1992.398175
1310.542898,2911.891497
3151.411372,4088.953946
-3169.595898,-2740.117566
-3889.06942,-3049.142293
-10.47669431,-2458.229875
1973.318997,4001.6163
3149.807691,1215.963331
2686.908308,3823.074447
-1236.973075,-1736.246967
3874.446929,1256.867014
-877.5402514,-2463.042721
-1878.469876,-1077.675329
-3641.043093,-2662.862275
458.9840802,-2642.514914
1494.838836,5259.254029
-1621.777695,-3441.873267
-593.6668392,254.1233289
3811.370944,1263.663919
3848.847157,1128.92214
-2024.427878,-1997.733722
-181.8579024,678.0048858
2879.555909,5183.309681
2409.579432,3195.686568
2346.457663,4697.632856
2592.64107,4288.78658
3208.396185,1077.468634
1716.798864,4002.397553
670.5491985,-2255.255302
2761.451647,4357.194013
3046.563617,4207.546251
-2497.822206,-2106.412921
2788.175757,1615.208488
2791.287131,5516.388005
1805.237494,3190.348683
2068.618618,2440.668924
-843.2652955,-297.9874799
3003.86734,4404.292389
3907.967985,4180.654491
839.5977722,-2268.362263
2551.041047,2775.462456
2955.424355,4140.275221
-3870.119363,-2959.88938
2858.381287,4074.28987
-2097.873988,-1989.808718
-522.1607458,-2278.97515
2297.260525,260.5018077
2928.084997,4038.923968
3717.297231,1055.263544
-1919.145845,-3269.154728
-3731.705402,-2840.192954
828.8261201,-2486.263138
-435.1645759,-2219.452174
2662.382381,4194.080044
380.4627849,-2390.871632
-1722.778371,-2394.059936
-1391.647053,-2006.656423
3837.331556,1223.16916
-1465.960379,-2563.743576
-3877.870726,-2921.167263
1894.452265,3472.103524
-2774.115332,-2235.948973
-343.2183653,-2351.971094
2954.565258,5658.427051
3024.341879,5541.533725
1738.023471,4657.056242
-1654.569529,-2929.90655
-1225.252838,-2790.583126
-681.0983383,-876.3428192
867.8485771,-1911.439905
-1460.80689,-1453.903626
-2908.676082,-1914.238245
-1464.661776,-2376.660707
1323.473759,4940.134584
1412.462714,4941.037624
-2069.496114,-3451.992256
-1853.920007,-2125.364316
-1706.209034,-2496.508676
-1465.784811,-1949.330029
1296.676337,4593.028267
-3444.590904,-2972.051515
3784.243408,1237.092541
-971.0345878,-3571.123985
-1180.790619,-2771.401841
953.2569645,-2133.545287
2720.748479,3540.709703
2022.199827,476.5833148
-2996.537751,-2822.794007
1199.011809,2780.155962
-1918.910436,-2689.606517
3054.573331,1481.390436
1396.718803,5224.510636
1388.191976,2744.181953
61.82436054,506.8884851
-884.5372478,-2652.742704
3431.937281,1607.204921
-374.2635335,-2130.456643
-3134.043629,-2350.58662
-2092.293558,-1431.653348
-929.7803866,-2211.563075
-1362.957752,-1600.156731
-3846.654816,-2752.699782
-2698.716694,-2357.469744
438.2935801,1839.510308
-963.2076641,-1410.728558
-323.2006468,-1179.005622
3916.855087,1111.283032
-834.3667442,-3506.315524
1528.785908,3680.425026
-918.0014162,-290.4780717
90.63544704,-2438.26811
3018.484069,4036.209037
3835.240394,4142.632518
-3317.115632,-2563.804194
-1436.674422,-3604.420967
-1180.441307,-1913.018647
-389.2635829,-94.41690698
-2076.351413,-3253.681922
-3028.102465,-2139.696376
-2450.389861,-3025.95844
2288.962496,3668.50257
3074.789774,934.2862562
1749.246046,3080.93009
-1512.291146,-2686.637663
2061.476454,2399.869833
1623.890992,4127.695672
-697.0224556,-2581.954426
-2270.878769,-2179.246306
-3576.633596,-2964.130385
3163.89929,1407.580058
-2384.041146,-3166.239906
-2571.698312,-1511.552109
-1476.653725,-2977.403555
-227.5018025,-1809.281091
604.7127679,-1860.526051
-1616.785669,-1213.931872
-1918.395411,-2254.813678
2393.789263,3074.214189
1461.044451,4942.643082
-2022.156479,-2362.485074
-1762.210517,-2193.698498
-2827.345707,-1936.785969
2090.908293,2773.050665
2741.521625,971.1217304
-1046.067891,-3265.697309
1066.459322,3050.884922
-455.7092759,260.9237289
1793.912327,102.8485878
-1290.966303,-2948.666045
74.28717342,-246.6630961
1092.463342,2582.80113
891.2056633,-2465.652028
-2560.884834,-2147.957327
3301.286539,1410.10158
1245.134721,235.4180721
-1532.205916,-2351.5791
2881.694116,4326.753199
2887.828205,4712.291365
1148.34815,2757.104301
1313.349503,-388.8115716
-1385.114905,-1327.962393
2210.709579,590.8755655
-150.7061159,-408.9566109
3044.216118,1193.39021
-3723.131777,-2927.048602
1235.527145,1977.738832
-2282.205057,-2394.604898
-1221.207015,-2434.745424
-1066.97805,-2236.652426
-1335.533791,-3086.105712
-993.9902966,-3099.700824
2449.76802,5647.167482
-911.9585218,-2392.009539
-799.6565331,-2544.211669
2671.663132,3929.22791
-1145.359354,-1382.524001
-1958.978418,-2114.837712
2183.807924,2859.265751
495.6171433,-2113.135334
-2080.076607,-2471.608902
-930.5451911,-541.2515772
-482.506872,280.0464099
-2038.997477,-2990.011687
-249.8978337,-418.4796815
2980.319146,4361.768049
2906.390943,1458.398554
-3457.640165,-2938.966753
1534.68313,-181.0369551
-1667.000764,-2240.833429
-2338.413439,-1953.653883
2680.433658,3715.15703
2556.56249,4434.787806
3428.780853,1384.486976
-280.6593628,-615.2156329
2902.555956,4477.399287
-1201.231579,-3033.069015
2708.62018,4016.234316
1022.163862,2743.129898
1729.209181,2091.526633
-2673.024364,-2315.902401
-1636.347157,-2109.948251
-1176.721944,-2915.523829
632.8555491,1359.474291
1406.533056,5064.594505
2632.403232,3369.758037
1675.793166,3481.83545
-954.3053549,-1182.838863
-1134.143651,-2984.090256
2332.034685,1558.262107
-3590.655265,-3018.412688
2038.274858,3630.249278
-918.9899279,-2035.428583
-744.0624014,-2612.322038
-1330.229983,-1737.724105
-2167.354232,-2129.314067
-1031.074494,-1832.728034
2692.9768,5568.175118
2630.988097,4529.959615
-917.9951223,-3302.976474
3298.006178,1302.459469
-1016.149489,-2274.943363
3930.593687,1185.551937
-2883.282524,-2166.989324
-75.55125377,-2728.590673
-1004.845416,-233.8912993
-1787.190092,-969.1071861
1343.107095,5210.347662
-2536.423825,-2401.236065
3321.450131,1113.596853
-3809.35313,-3010.435886
-803.7808062,-2267.026307
-1270.986147,-2748.463884
-791.6047216,-2980.251048
2034.341924,1214.240607
2860.460857,5644.809137
-751.1359778,-882.7672342
1843.238066,3738.017124
2773.434309,4237.651105
-826.2819123,-1185.646965
-1413.089396,-3010.156505
-2822.368255,-3058.408918
2290.894212,2840.210968
-1232.130795,-2672.136629
2103.731725,2903.247271
-1538.484353,-3484.865249
-158.4692147,-3145.438623
2778.530393,4783.094595
-945.9089499,-2680.278682
-480.9348443,-2338.424051
2976.412755,4105.654161
-1319.991594,-2142.315928
95.78208166,-1782.585259
-634.755696,-2844.671964
-1801.638574,-3212.916869
2570.029024,917.4437368
-1558.895455,-1844.147521
2415.995589,952.7917103
-853.5616726,-2923.255644
3229.543223,762.739051
-823.1065441,-2990.109856
-440.1627045,-1174.839605
-1220.29291,-2184.174349
-806.2865534,116.7042592
-1081.242768,-2191.87625
1577.029539,3676.984153
-1444.753875,-2638.53859
-3573.294695,-2465.739886
-1085.928627,-3299.951667
-3991.520328,-2767.769591
-1901.826585,-2296.916441
-1233.841421,-2490.946172
-688.7539094,-2763.220861
719.8516781,-2146.287268
-708.5707989,-421.9002624
2985.584597,4536.627817
1144.155909,3486.410481
2168.345967,131.8639498
-2346.01851,-2285.374865
-1569.65841,-2525.468598
1336.197607,2228.825422
1967.812151,2577.732632
1956.325563,2491.16253
3024.05464,4990.44759
3118.148338,1543.541388
2023.991121,3676.839314
-3671.242633,-2626.415178
404.4326223,1429.367633
2541.101784,2347.601666
-2221.016902,-2193.486701
2825.549067,1855.850444
-1458.733865,-3654.086861
2976.482879,1148.027745
436.2316351,-2167.010456
-923.3471144,-1849.924233
651.8206737,-2032.70351
2914.268731,5086.885913
1288.47757,1899.973384
1615.171406,3167.988655
1634.934812,4749.440181
-2500.750494,-2195.962847
-202.145638,-2738.633955
-175.9480113,-1772.395335
2205.826405,2893.360484
684.6753002,-2213.394643
-1429.797743,-1911.640525
