X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,X_pca31,X_pca32,X_pca33,X_pca34,X_pca35,X_pca36,X_pca37,X_pca38,X_pca39,X_pca40,X_pca41,X_pca42,X_pca43,X_pca44,X_pca45,X_pca46,X_pca47,X_pca48,X_pca49,X_pca50,X_draw_graph_fa1,X_draw_graph_fa2,X_diffmap1,X_diffmap2,X_diffmap3,X_diffmap4,X_diffmap5,X_diffmap6,X_diffmap7,X_diffmap8,X_diffmap9,X_diffmap10,X_diffmap11,X_diffmap12,X_diffmap13,X_diffmap14,X_diffmap15
12.126274,-15.935411,0.63987476,3.621646,3.5941765,1.9728998,2.617976,-0.9237147,1.475216,1.8166053,-2.5575056,-3.630183,-2.2830868,-1.0999925,0.5104779,-0.0036357944,-0.7901745,-0.48636395,0.3041572,0.58083266,1.3051945,-0.54795355,0.12420807,0.017475951,0.55749047,0.82702047,0.96730965,-2.4453828,1.2534056,0.44051158,0.063458815,-0.46833935,1.8902596,-0.3038474,0.24552855,-0.6346615,0.5566999,0.25755075,1.1174718,-0.3238291,0.3633935,-0.92949545,0.09785575,0.84367585,-2.0792904,-0.37988096,1.9891485,-1.3486421,0.7421855,0.78764623,3788.774739379126,1073.4704878953892,-0.023929313,0.03226678,-0.07327207,0.018665422,-0.026498064,-0.005185584,-0.007775405,-0.053845607,-0.033112463,0.028524157,0.031591687,0.055618644,0.009218103,0.016849414,0.0031269665
-6.283323,-0.8117828,-0.103059635,-1.9257356,-0.8485738,-2.1626446,-3.8697748,-1.3716516,0.27081934,1.0539461,-1.3120741,-2.1046016,0.38326615,-2.8975828,-1.9871659,-3.500364,-1.4364467,1.6889279,-1.1532679,0.10949979,-4.6319284,0.4574559,-2.66088,-1.0499858,-0.28347415,-0.7811822,-3.6525247,2.3682826,-5.3017607,1.6453938,1.5255023,2.3783443,0.38678488,-0.9311159,-4.328537,2.7907634,1.1399903,1.1181165,-1.2079924,2.476501,0.34922263,0.2717502,-2.5870092,0.025676312,0.9607268,0.0067037274,1.0611948,-0.13593324,-2.7605648,-1.4473041,-1062.355428282776,-2624.888120162688,-0.023830334,-0.023289805,-0.0010691669,-0.0071368297,-0.001114387,-0.0033365418,0.018445676,-0.00095791754,-0.0004224325,0.025921293,-0.01459652,-0.0009994673,0.0018692252,0.0043697082,0.002398783
-11.593371,1.1818758,-4.4431057,3.570978,1.9371027,1.9027671,4.4867105,-0.6000051,-3.904262,-2.724348,0.87905043,2.2457902,-0.48450494,2.6843934,2.522967,1.5259008,0.2882242,-0.4392148,-0.07869376,1.3631527,0.71972495,1.034463,1.7262721,-0.8920893,0.15552022,-1.9393072,-0.28188622,-1.5636111,-0.5898442,0.22226276,0.8925605,1.6337966,-1.4151853,-1.5596954,0.7207944,1.1180563,-0.336045,-0.75631887,-1.9618841,0.1201692,-1.7670479,-0.92554516,-0.14291443,0.94289285,-1.6695803,-2.5679827,1.0308604,0.278512,0.29431024,1.1350981,-3789.0303977903786,-2374.006117928493,-0.025370032,-0.02852657,0.0001782984,-0.0006635891,0.004517629,0.009961059,-0.081771605,-0.008693518,0.0003306929,-0.041527487,0.020732874,0.004978749,-0.012007237,-0.012226935,0.039445125
-12.257504,1.7300576,3.6917071,-1.1319611,0.63068044,4.783824,0.21797155,0.17594413,-1.1471034,0.11649763,-2.4083567,-1.6381961,-3.7499616,1.2585318,-0.90078455,0.37496158,1.1460129,0.51882046,0.31583452,-0.8691558,-0.35415575,-0.23080222,-0.1109631,-0.90060776,0.74878293,0.054252766,-0.32814196,-0.08706689,-0.2905752,0.85085106,0.05431956,0.122577325,0.3935495,-0.30247036,-1.6283462,1.1225888,0.12503682,-0.3863046,-0.13695379,0.31805468,-0.85474473,-1.6397322,-0.5975461,-0.17445107,-0.21194306,0.67865634,-0.081246525,-0.049126264,0.2549986,0.046212614,-1322.460604071629,-897.7760997675273,-0.026339985,-0.017386276,-0.00083474297,0.016965033,0.0035363438,0.010589923,-0.0061310017,0.029640757,0.025498042,0.018603813,0.053816944,-0.0004864005,-0.035882097,0.048203845,0.0057700574
-0.89315516,-1.8062719,2.8108945,-1.5134591,-2.8331826,-1.6673836,-0.47203374,1.1053412,1.166285,-1.039516,2.5113456,-1.1563497,-0.20982106,-1.0515802,-1.7307472,-3.7350934,1.6451339,0.78820425,0.13245398,-3.5333707,-4.8360777,1.2707362,-0.1069394,1.7575775,0.5053011,1.5163959,-1.0878787,-0.6072184,-0.8408943,2.070655,-0.46817055,-0.5575586,-3.272715,2.1240802,0.42685294,-1.0510105,0.40600893,1.0718626,0.6248816,-2.5622838,-3.2836258,-1.743387,-0.8835532,0.49932736,0.65692323,2.9167743,-1.5223315,-2.7449331,1.0758901,0.84841293,-147.26623130729357,-2008.5811297834518,-0.024181606,-0.019424433,-0.00094792026,-0.007360042,-0.0043468024,-0.0047396943,0.029722547,-0.004149944,-0.004194368,-0.012659572,0.0019543178,-0.0010976716,-0.0003517756,-0.0053990777,0.0067352154
3.8288898,3.7058425,-3.5933282,0.2534076,-8.23476,1.0379349,0.4231246,0.85247487,0.46008372,0.3018764,-0.0025076654,1.2395817,1.6648427,1.551362,1.3534821,-0.9137533,0.20003887,0.91440016,1.9525063,-0.65922,-1.8082433,2.1723251,-0.019239355,2.303614,0.39327592,0.49461856,-1.1063015,1.935265,-1.1555475,0.35239524,-0.7120461,1.8117598,-1.2163626,0.54730695,-0.14999065,-0.81246954,1.403907,-0.28634557,-1.0072752,-0.27416265,-0.7993989,0.48186105,-1.7233626,0.16438821,0.7001114,0.33914682,-0.16278492,1.5004528,-0.2986427,0.39688176,1285.9263827936961,2824.168598019808,-0.023739314,0.023100046,0.0034656427,0.0020367375,0.045264877,-0.034593303,-0.00056214374,0.028970115,0.007964332,-0.009491406,-0.00491314,0.041529544,0.017584452,-0.033580903,-0.022717126
-5.426033,-0.35038906,-1.0590258,2.5023134,-1.0385443,-1.8908722,-4.141787,-0.73038375,2.3882506,1.3009678,0.095686056,-2.417668,0.014250516,-0.5408463,-4.1116214,-1.622813,0.9648983,-1.6107348,-0.3134635,-1.5680362,2.5125217,-0.7614279,-1.1321297,-1.2384893,-1.145332,1.0087376,1.2077395,-1.5493536,-0.34875292,1.557243,-1.9929954,0.6085633,-5.0926237,-0.46185207,-0.6105344,-0.998386,-1.9558929,-2.006491,1.0190269,0.85383105,-0.23692192,-3.1293216,-0.3019798,-2.3934054,-0.65329295,-1.4696338,3.268758,-2.39895,-1.7970015,-1.7314142,-1269.4542683478921,-2239.711809630296,-0.024503637,-0.024536965,-0.00084822776,-0.0074975584,-0.00032347618,-0.0033044987,0.015721995,-0.0007323848,-0.00015753087,0.037153497,-0.021096742,-0.000472936,0.003275788,-0.004417017,0.016006496
-3.0549946,-4.9802084,4.3079915,-2.613248,7.279847,-1.1211175,-4.0408716,0.34031102,0.3045768,1.8838751,-0.22250172,1.4083444,0.54033643,0.89682126,0.07053062,0.1286336,-0.23221327,-1.009044,0.65460813,0.6270066,0.35126218,-0.62982506,0.2957044,0.33629096,-0.41926363,-1.3091751,0.4130328,0.31322694,0.80802613,-0.9279996,1.1839191,-0.263382,-0.8813043,0.72664225,0.05839586,0.8830935,0.41835508,0.76367366,-0.5632501,1.0171946,-0.33593094,-0.11863742,0.34649813,0.7951827,-1.0135198,0.13977963,0.028516654,-0.25541204,-0.078523904,0.83965605,1406.0599373549571,144.70201147121975,-0.02533087,0.010395105,-0.043106705,0.024783537,-0.03465427,0.046723623,0.010332117,0.059102047,0.09312917,-0.04151078,-0.044473313,-0.020600662,0.0067447177,0.012346433,0.012012615
-2.983229,9.865837,1.0368657,-4.617601,3.221753,0.7367529,3.7625074,0.39453852,1.840768,-0.3815645,-0.6425194,0.4757201,1.6197324,0.12222345,-0.19879737,-0.7615479,0.85273784,-1.9249494,-0.6144019,0.648551,3.1138816,-0.98733187,-1.7606004,0.67475635,-0.56543404,0.43081573,-0.96429604,-2.9989197,-0.3199431,1.0075601,-0.6154442,-0.09676023,-1.0639461,-1.3955008,0.5497146,-0.20792449,2.724652,-0.2124053,-0.49637198,-0.0809807,-0.56569284,-0.7939169,0.9637181,0.59962344,0.09263085,2.6758628,-0.19448414,0.73029125,-1.4407164,-0.29533646,2019.9903009574957,2448.3641742142895,-0.02451484,0.01313678,0.034537952,0.08099451,0.0040307203,0.026741719,0.005683829,-0.006365735,-0.037208915,-0.00063591084,-0.002392267,-0.038167346,0.04831882,0.0021646635,0.00031037346
-4.719439,-2.120483,-4.785857,3.6167746,0.3922917,-0.19173686,2.648,1.6204903,-1.9344281,0.5554771,-0.26392287,-1.0584235,0.8495865,-2.452887,0.83924526,-4.2445774,0.30017313,0.70499134,3.084048,3.3498976,0.9507084,1.2141888,1.4091228,1.6018836,1.2876202,1.0813513,-3.4395823,-0.18247901,-0.6069265,0.9076689,1.1313188,-0.60844463,2.90274,-3.1455398,-0.42371482,-0.4201508,-1.2580295,2.8440104,1.7460583,-0.33415315,-0.76764446,-1.8046107,4.683617,2.020104,0.67986387,-1.7016058,-2.097616,1.805772,1.6649837,-1.8799788,-2330.8471748422608,-2984.5422929383526,-0.025476154,-0.026787056,-0.0007481431,-0.0068074036,0.0012563055,0.0008677711,-0.024324512,-0.00796369,-0.0033510716,-0.0078010177,-0.008504378,0.0001669545,0.0043972647,0.012392858,-0.031236446
13.480032,4.6237106,-1.1872735,-1.2209312,3.5833998,-1.2860525,-2.3129501,0.864032,-4.9956794,3.2704306,-0.537155,1.866395,-0.9610682,0.17532068,2.5039222,-0.75259197,1.8070519,1.044831,-0.6901601,-0.6960738,1.6824158,-1.4197239,-1.551287,0.12137884,-0.1796356,1.3748595,-0.9452338,-0.7049601,0.42985025,0.003528489,-1.9168469,-0.6132431,3.9303966,-0.9709953,-1.3482009,0.61554563,-0.49918884,0.49512488,-0.46253234,2.1351132,0.3999134,0.8595254,0.5221845,0.19196913,0.7807992,-0.16132265,1.3274901,-2.6702724,1.3948572,-1.770993,1923.8717859857263,5320.945466931504,-0.023542602,0.03327406,0.019168954,-0.050856218,-0.0038041743,0.035939198,-0.0039983112,0.00216346,-0.00888872,0.010525849,0.014917651,-0.024013683,9.2285074e-05,-0.0030681172,-0.0027105184
0.47636357,10.474145,-0.45260277,-3.9526107,3.9373283,-2.0352952,2.0574121,-1.9262732,3.959722,-1.541827,2.539655,-0.69195837,1.2286713,-0.9713019,0.8849467,-1.9412997,-1.4010918,1.143895,1.1770045,0.96546173,2.0398886,0.7852433,-0.9990967,-0.68436575,-1.8028876,0.010398378,1.7753521,-1.2421038,0.4816943,-0.17275742,-1.2395794,-0.75989246,-0.3051353,0.1845269,0.24602813,-0.41509077,-1.9699675,1.2200156,0.024640331,0.60254383,0.6248909,1.2322158,-0.62362945,0.4151455,-0.35351372,-1.3627253,0.4561402,0.59820276,0.3143073,1.7255797,2348.2657377013297,2891.9491291595305,-0.024043662,0.017119475,0.036550146,0.070227094,-3.7748334e-05,0.023510743,0.00624898,-0.014057428,-0.031520817,-0.0047847237,-0.021619178,-0.018186161,0.011681,0.0043363767,0.0016338091
18.604046,-1.5148253,0.25558236,-1.5870693,5.8651743,-5.6488276,-2.6849272,-0.808757,-3.7215865,0.23044291,4.469636,1.1140445,1.1138114,0.06021571,0.08551628,0.2482732,-1.2637497,0.6260255,-1.930798,-1.202205,0.2872232,0.7981619,2.3890035,-0.6260457,0.10127318,4.102074,0.28767562,-0.5841815,0.060653903,0.82432777,1.2013482,0.32894725,1.8791131,2.7934895,-0.98860043,-0.3471336,0.92534924,-1.6734242,0.42193776,3.412964,1.4188988,2.971145,0.70278144,-0.80431336,0.0020259437,0.23990367,1.224079,0.4000766,0.8448508,-2.9592829,1460.1308195080865,4637.818103704694,-0.025373945,0.03622378,-0.0070144557,-0.06282435,-0.0067922515,0.07120939,-0.0034515758,0.039875526,-0.0593658,0.007538137,0.007417849,-0.019150116,0.009104808,0.0017495097,0.0010129155
-8.424657,-1.600551,-1.3456923,1.2088449,0.10607089,-0.23323224,-0.5686857,1.1898108,0.23357946,-1.0139911,-0.6149272,1.2469622,0.30895853,1.0078404,0.98949933,-1.8250071,-0.1131727,0.5530682,-2.5550041,0.7605449,-1.7929289,0.3787517,-2.233722,0.82918817,-1.4630971,1.3249457,-0.49074584,-3.8674092,-1.8156625,1.1614121,-0.19064486,1.0900958,3.100199,1.692957,-2.9343688,-3.5095496,-0.49864247,-1.4992886,-1.8731966,1.6276953,3.7449036,-0.9824774,1.2137146,-1.0060662,1.6917509,-1.8605521,1.7034564,-0.700203,-1.8784015,0.040719856,-1995.7645072874473,-2205.96950828367,-0.022052133,-0.021285914,-0.00062374165,-0.0026010578,0.0017983258,0.00042054534,-0.008663638,0.00053382997,0.001501151,0.013067691,-0.0047458555,0.00075799203,-0.0008890316,-0.000102053746,0.0016075232
14.461025,0.21828464,-5.294443,3.3686938,-4.9558215,0.8837795,1.6747888,-2.3409324,0.04912966,0.2662733,-2.3434293,-4.9564424,-2.6033328,0.92348075,-2.7993476,0.5695774,-1.8970504,-2.1702318,-0.24346486,3.5836241,1.0288632,-2.213093,0.7056632,-2.2711291,-0.44718394,1.4794937,-1.0102073,-2.8691344,2.6122646,-2.5730786,0.38661513,-1.3572973,0.960303,-0.43233612,-0.17351231,0.058102615,1.5769733,-1.0273212,-0.6190091,0.6548925,-1.6488656,0.9439957,-1.1440107,-1.7213285,0.51195407,-0.19202246,-0.925033,-1.8781368,0.47126886,-0.53118294,2221.989961334613,3117.9614532321675,-0.025137937,0.032483235,-0.009217859,-0.014171973,0.042015534,-0.046094935,-0.00658301,0.0039275275,0.0030736336,-0.010540822,-0.009765628,-0.02925405,0.027897933,0.06376967,0.041121066
4.6950784,3.3235977,-3.3641279,0.08362144,-6.004096,0.8126277,3.0054436,0.019136894,1.1215334,-0.69669443,0.6918141,-0.24173969,-0.3714135,0.026503567,0.544259,1.7348648,0.7561202,-1.5577972,-0.24833176,0.22564995,1.0622257,-0.3046258,1.9966596,0.19439496,-0.47889942,0.45120656,0.163142,-1.1757673,-1.1551706,1.136197,0.6817697,-0.7187564,0.027062796,-0.9978673,0.86920387,0.10526689,0.16356619,0.7554641,1.6672412,0.43422633,-0.88851094,1.2535456,1.3275446,0.78050524,0.6341707,1.7351972,1.1915944,0.11795505,-1.219646,-0.7539329,1421.7001645508146,2954.2042413408094,-0.023801833,0.024325196,0.0050747087,0.00196813,0.045054488,-0.036542185,-0.0008333034,0.025382048,0.009399378,-0.011515284,-0.0093405945,0.0426817,0.020273622,-0.02206356,-0.015310473
-5.5973206,-0.8199083,-1.3296192,1.167066,1.3761667,0.26203558,3.3675818,-2.2852695,-1.8592393,1.1752479,1.9150013,0.47053176,1.6226436,0.62983435,1.5980647,-4.3211975,1.2158314,-0.36230072,2.7582905,2.860573,1.7344043,-0.50088876,0.693211,2.654765,-1.869688,-1.9092433,0.8952545,-0.57866806,-2.3105805,1.0701284,1.3615737,-0.8337641,5.291348,2.03605,-2.1519744,2.1288412,1.7131513,0.94779736,1.4265826,2.7947543,2.3464537,-1.0134937,-0.20171699,-2.4017987,1.810026,-1.511415,0.71196955,-1.5281959,-0.4754899,-2.8746512,-2124.9334853747478,-3061.3918111126272,-0.02385981,-0.024716813,-0.00066810945,-0.006446761,0.00018900026,0.0002692925,-0.016678188,-0.007503771,-0.003368668,-0.011818621,-0.0049624033,-0.00011923505,0.00402661,0.018721297,-0.040696204
-9.828811,1.8918289,-1.4637123,1.5427312,2.6150877,1.314047,1.1552514,0.33092132,-0.64069325,-0.6043364,0.6545174,1.2639631,-1.1768657,1.7472429,-0.3912945,0.88332933,-2.0436306,-1.0461738,-0.68646073,3.2276092,-0.05002304,-0.6589516,0.16382402,-0.46571133,0.44241548,2.5459862,-0.17797609,0.24540941,-0.051427994,-1.5302155,1.3783481,-0.27369496,0.1547829,0.8349756,0.5022478,1.7986807,-0.33270064,-1.4337139,-1.0755581,1.7385666,-1.193701,-0.5349023,1.2932047,-1.5152801,0.35923406,-0.09559671,-2.640929,1.1654372,0.34168854,-1.7097187,-2747.4825227082374,-1868.4123013041851,-0.024451206,-0.02299964,0.0016113968,0.0052074534,0.0030102772,0.006536841,-0.033537757,0.00042906275,0.00093011436,-0.00035702475,0.010318944,-0.0020186324,-0.004473218,0.0050444575,0.0151106175
-7.1726956,-3.142329,0.64682066,-0.6843065,2.9499285,0.67150205,8.142726,1.2226783,-2.3408597,2.82262,-1.3920974,1.0793264,3.182684,-3.8373976,-1.0679704,0.72595197,3.35834,-2.4882367,-1.0675126,-0.15338627,-1.1235691,2.4311116,0.7097485,-2.5185351,-0.8917615,0.30164745,3.2404597,4.039977,-0.5468325,0.4485007,-0.80977607,0.6848186,-0.040198494,-2.7774632,0.63204116,-4.6785827,-0.18438576,2.21964,-4.8860292,2.5920563,-4.4048905,0.07755647,-3.401728,3.325143,-1.5044962,-0.54847604,-1.399667,3.8421426,3.4115899,-0.70473105,-1667.2556025830295,-3718.957647792734,-0.023423925,-0.023728227,-0.0004214083,-0.008628214,-0.0026497566,-0.0023341887,0.0040405267,-0.009642804,-0.006323159,-0.021621676,-0.00081660657,-0.00150061,0.007649385,0.046764996,-0.08849811
9.38085,4.546257,-1.1348652,1.7032595,-5.1917005,2.289364,-1.2487092,0.54230434,-1.1062095,1.6499889,-1.8533428,-3.1198897,-2.2183707,1.939442,-0.9223738,2.5368829,0.558585,-0.44319636,-1.4242367,-0.6430283,1.332416,-0.2746974,2.5756874,0.4444436,1.8364888,-0.10863365,0.47835755,-0.75595355,-0.4200104,0.39403665,-1.5602915,-0.7224073,-2.3110414,-2.231262,-0.05361646,0.81688416,-0.3406818,0.5402238,1.1063296,0.98762894,-1.8210409,0.45590687,-0.63528216,-0.21888182,0.8625878,0.8247162,-0.6974398,-0.74195224,3.9141178,-1.6777176,1964.0111044668627,3714.0059554006993,-0.025876887,0.033363726,0.0066074133,-0.017425705,0.04866944,-0.047452282,-0.0056441627,0.008909625,0.020093666,-0.016721442,-0.016025381,0.008937867,0.065611415,0.08524192,0.054310787
-4.7585287,4.3844094,1.7758907,-4.027428,5.7566195,4.511184,2.6895657,1.3672115,7.104519,-1.4867845,0.52020484,-1.5659217,3.5279937,0.5660878,0.9998081,2.2195175,-5.8150625,0.5225256,-5.247207,3.086869,-0.042505562,3.6540127,1.6932265,-0.7603105,0.33663929,2.896694,-2.0506673,-0.6880353,3.6476243,0.60341674,3.1199372,2.3545718,-0.5490653,0.42514628,2.008707,2.8833504,-3.1273727,1.2169616,-3.6700754,-0.59391993,2.7509,0.43129224,-0.08356627,-2.5400913,1.8544885,-0.2639832,0.19239466,-2.7624846,0.6656481,-1.3523508,-42.93980495826504,513.3841319765431,-0.026595261,-0.00510815,0.020557756,0.052629646,0.0012493525,0.018550435,-0.01413811,-0.001336271,-0.025118344,-0.0015906722,0.007311445,-0.032110758,0.03768302,0.0036502073,0.0044020987
3.5457358,11.793931,1.2661353,-3.6129732,-1.5246611,-1.0753355,0.48496532,0.002743128,0.34579265,0.5020568,-1.5767653,-1.1778651,1.5501328,-0.17623214,2.1729634,-2.049085,4.086719,0.13568711,1.2336863,0.77527267,0.1817316,2.713087,-1.6283699,0.3386039,-1.5909452,1.090378,1.0268497,2.443592,-0.36223015,-1.2366353,1.0884428,2.169282,-1.129037,-1.526294,-1.0494597,0.36131042,2.0782523,1.4721712,-0.48792654,0.84093523,1.6782627,-1.7130935,-0.79497963,-0.8459907,0.34659433,-2.2601047,0.56193346,0.5695217,1.2951915,2.7402742,2674.065827768523,3877.7168680780796,-0.023836626,0.02277619,0.03310995,0.030376267,-0.002169875,0.0076196077,0.0040308177,-0.017754938,-0.0026934037,-0.006244692,-0.028464627,0.022614986,-0.037962634,0.0050039003,0.001252916
0.84684473,-2.8306575,2.8580847,0.04052652,5.896583,-2.0629015,-4.3120623,0.31871644,1.6744878,-0.26397917,0.67935437,1.2707033,-0.19010149,1.0400926,1.8919322,-1.8697847,1.5126176,-1.7620144,0.6624803,0.037014488,-1.0124918,-0.43010658,-0.59209424,0.2615191,-0.3611233,-1.3824694,0.49923503,1.193627,1.3285464,-1.4401011,-0.6534367,-0.0128798885,0.39548364,-1.6338077,0.39521468,1.0688446,-0.019526314,-1.0837455,0.44366324,-0.19380355,-0.5481778,-1.3692838,-0.84297943,-0.703875,-0.052037288,-0.9825486,-0.26168114,-0.47327685,-2.0144665,0.73771715,1617.818505029245,301.8216679321864,-0.024834728,0.013010569,-0.04490493,0.022500696,-0.035656303,0.048016783,0.010457256,0.056419358,0.08763758,-0.042899393,-0.05012843,-0.014749087,0.015919881,0.0046851896,0.009678971
11.945464,5.930094,-2.5136492,0.31507465,2.8780181,-1.898502,1.7663696,0.95965546,-2.200992,-2.322069,-0.42192864,-0.6695052,-1.0996433,-1.9343544,-2.2133138,-1.2982455,-1.3322611,-0.42149076,1.9471319,1.9523811,-0.4059707,-0.37162974,-2.1707556,1.6075126,1.8690633,0.5004907,0.47564858,2.7617042,2.9895144,-1.1727853,-2.3766506,-0.67137605,2.8048255,2.0240169,-1.2757843,-0.39529166,1.1895441,0.3223544,0.23178416,-0.6515511,1.6795356,-0.82157105,-1.3790919,-1.0587069,0.43657777,-0.31225115,1.2607691,1.2261091,2.3885496,0.990998,2457.835295343382,5001.540344693817,-0.02435919,0.030903155,0.03166935,-0.021963255,-0.009714541,0.0128097925,-0.0008738187,-0.026256626,0.020083236,0.004548013,-0.0005087977,0.0043792576,-0.023905458,0.0008372201,2.4646019e-05
9.843764,9.778953,-2.129972,-0.058370654,0.95998746,-0.43320957,-3.284781,0.6105865,-4.5248566,3.6074803,-4.158246,-1.8132808,-3.635644,3.0470297,0.8103806,1.6264999,0.52413213,0.66835517,0.18227191,-0.22381608,2.866214,-0.75279367,-0.030091668,-1.5724899,1.2631198,-1.1002376,-0.5587082,-1.0139441,-1.1696516,-1.9408242,-0.101164475,-0.616169,-0.012752318,-0.8773898,-0.2881107,1.2389548,0.04834309,-1.4560515,0.55240875,-0.28341568,-0.23354237,1.2977705,-1.3603635,0.2939652,0.47623914,-0.6640191,0.32316917,-1.0784526,1.6431333,0.18075244,2844.5114781239704,5723.680510411525,-0.0233708,0.032152433,0.03797332,-0.036237758,-0.02358649,0.0016786325,-0.005921397,-0.056941196,0.06897895,0.02288457,0.04597312,-0.030155571,0.046370868,-0.027595319,-0.015986944
-4.905393,-1.9120808,-1.0593007,4.58847,0.091879874,0.13808262,-1.7275476,-0.57848185,0.5716163,0.86922,4.0179973,1.3110254,-0.3389191,2.6569376,0.8910749,0.5318623,-1.9522474,-3.3638873,-1.1219287,-3.939885,-3.3670394,-0.07870219,1.4222951,0.4393638,-1.1161702,-0.22138321,-0.47550786,2.9569528,1.572169,0.8497936,1.0615735,2.352126,-0.07673897,-0.14928916,1.8502932,4.4921,0.7880755,-3.7433321,1.5580695,-0.7964682,1.2689182,-0.21787329,0.61209095,2.906645,-4.250132,4.5598135,-1.5195744,1.7082803,1.4441268,-0.5738361,-1764.7944937319912,-1757.3468039064094,-0.025839819,-0.0235232,0.00030353092,-0.0044357185,0.0008674446,-0.0003154596,-0.004969775,-0.0015550923,0.00063804205,0.021959787,-0.013618732,0.00086344517,0.0010257422,-0.014367777,0.021695368
5.3440366,1.1408857,1.902564,-0.14226417,1.3819926,-4.5003276,-3.006234,-1.2462271,-3.9324806,-0.9664778,0.9170242,3.0058205,0.25037253,-1.839288,-0.36251825,-1.3247306,2.1324894,1.3375853,-1.7633475,-2.7169092,0.4600901,1.521498,-0.34347415,-0.9066458,-0.058990013,-0.2961507,2.1793005,0.8624187,1.0835019,0.7136073,-0.19225685,0.42960146,0.36664447,0.7998581,-2.005978,-0.1067457,-0.99564624,-0.58731705,0.481733,-1.0004761,0.19679733,-0.10683586,1.2316539,0.09581042,-0.11604632,0.68082726,0.3842469,1.5219616,-0.4200114,-1.5773345,1145.4009877169647,3689.534403368037,-0.025280546,0.026060592,0.006993638,-0.018696157,0.01306765,0.027086398,0.0010789016,0.035344016,-0.021302775,-0.0032847743,-0.005581716,0.013475701,-0.017440781,-0.023395296,-0.016553653
-8.552903,-1.9368036,-1.364792,1.2959841,3.3177762,3.2836263,5.420735,2.7982576,-3.554737,2.5327277,-2.8133385,0.8329942,4.5220976,-3.5486765,-1.1423862,-3.458249,-1.2146527,1.2742585,-1.8107508,0.07426354,0.23834287,-2.2115707,0.61558336,-2.6057336,-2.0250063,1.6660419,2.690777,-0.5813119,-1.8689766,2.5639412,1.4901266,-0.1746704,-2.5910969,-3.0144522,-0.94023687,1.5218263,-0.3919195,-0.41419882,0.045965355,2.0397813,-4.468025,0.7819235,-0.44487876,-2.8147483,0.60209066,0.14947116,-0.19131239,2.2422376,-1.1342208,3.5756488,-1990.6176319937329,-3666.877057429244,-0.023289831,-0.024623636,-0.0005367986,-0.0077122864,-0.0011435014,-0.0007384564,-0.008345966,-0.009178307,-0.0050270637,-0.017529078,-0.0043095252,-0.0016769427,0.0075407256,0.050626554,-0.095038764
-6.9745708,-0.8359688,-2.6452005,1.6729386,-2.2489905,-0.61525625,-3.5819678,2.5848615,0.940385,1.8640535,1.784494,-0.31332946,-1.2814537,-2.09838,-0.6586936,0.014427904,1.2380053,-2.5880167,0.0046622446,-0.011498392,-0.42675674,0.6038758,2.0312357,2.6889234,-0.339053,-1.1184299,0.62151766,1.7193991,0.20443432,-4.7876844,-2.2153227,3.9209113,-2.0038638,2.5427945,-1.6173942,-1.1790043,0.7394969,0.763302,-3.1298018,3.3061671,-2.0253675,-0.76439255,1.0097657,-0.5400518,-2.203986,2.3654313,-0.21230778,-0.4909819,-0.91736245,0.037373714,-1212.9117480623486,-1976.93788763361,-0.024028827,-0.023697263,-0.000652855,-0.0067214086,0.00023457142,-0.0033080722,0.014747752,-0.0001536339,-0.00026967376,0.0388136,-0.020710163,0.00029869517,0.0039172336,-0.011282016,0.021507638
-6.2318797,-1.6461049,0.97231233,-1.28751,1.4380798,1.6543379,3.8789573,-1.8622488,-3.101321,0.45247772,-2.7668378,-0.9636404,1.2784883,-2.9048228,-0.9814066,-2.9790695,1.7844342,-0.47859523,0.76255214,0.13984148,-1.5402873,-2.549027,-0.19788846,1.7891432,2.6502662,1.2816207,0.7876991,1.8994336,-2.3638995,-0.8048166,0.40606058,2.1433809,2.487829,-1.4496539,1.0866773,-1.3372396,-3.011339,1.0998505,1.5328201,2.2857778,-0.95090353,2.7205017,0.16712382,1.2277025,-2.2933424,-0.3617009,1.218433,-2.2485933,-0.9819757,1.529518,-1500.0250614170013,-3553.5176690741223,-0.024449365,-0.02483274,-0.00057709916,-0.008356996,-0.002187584,-0.0021937035,0.0028291768,-0.008535781,-0.0054342714,-0.017061805,-0.0024185085,-0.0015916507,0.0068654674,0.04467578,-0.0836276
