gene_name,0,1,2,3,4,5,6,7,8,9,10
Zfp933,-0.30407745,-0.1994608,-0.05311894,0.5372113,-0.26704445,-0.020096716,0.52863085,0.0066549885,0.3569667,-0.04835554,-0.24125971
Clcn6,-0.5163056,-0.363184,0.04614359,0.11977737,-0.014097934,-0.08453194,0.3545762,0.32032117,-0.20663826,0.26138255,-0.21290763
Mthfr,-0.164618,-0.28904954,-0.037050374,-0.104037665,-0.2657447,-0.09409772,0.55572224,-0.36253595,0.0681323,0.5634633,-0.14626741
Srm,-0.87440246,-2.7528157,-0.61895865,1.2877319,2.0283823,-1.0910368,4.7173758,-0.016184727,-0.29381973,1.0527363,-3.9236476
Casz1,-0.7065419,-0.16784644,-0.5097834,0.63911915,0.44458362,-0.36414367,0.3186997,0.19171748,0.0023154712,0.22621582,-0.27489161
Kif1b,-1.4300071,-0.80986255,0.46752146,1.1991298,-0.94803566,-1.7145452,0.5544728,-0.3185856,-1.1262575,3.9127753,0.8777325
Pik3cd,0.63158715,0.046660744,-0.17391342,0.85536724,-0.75570333,-0.22119822,-0.90407985,-1.648477,-1.6865873,1.2771461,1.0237896
Spsb1,-0.50003695,-0.31191134,-0.38180578,0.3990837,0.053876203,-0.00088419253,0.22907497,-0.4161634,-0.36786577,0.07519658,-0.10889024
Rere,0.15433738,-0.42734256,-0.065135285,1.0066421,-0.46551767,-1.1453768,0.6709716,-0.41613102,-0.99255884,1.279013,1.0083194
Errfi1,0.8994256,0.17540964,1.2045832,-1.0391215,0.111128785,0.273251,-0.45072255,-1.3328735,-0.3716519,-0.15750535,1.1449305
Tnfrsf9,-1.4682614,0.29888383,-1.2922106,-0.8217762,2.1784956,2.9140155,-0.37809628,0.29583913,0.818688,-1.0201216,-2.7646604
Per3,-0.23542929,-0.08113111,-0.30291775,-0.008691771,0.122953385,-0.0965497,0.4955519,0.028970297,0.02396678,-0.12869564,-0.08645416
Thap3,1.2889396,0.05158967,0.5330792,-1.2497463,-0.48512796,0.76875275,-1.7617376,1.284985,0.13741082,-0.85164046,1.2844483
Plekhg5,-0.57819015,-0.14886303,0.33332807,-0.26380768,0.38723242,-0.08165626,0.34181646,-0.02917732,0.79543525,-0.11566495,0.07256944
Tnfrsf25,1.5698771,-0.57005954,0.7868282,-0.26549155,-0.81298524,-1.0716056,0.21052527,3.2444148,-0.6805842,-0.60932654,0.1506642
Espn,-0.8148089,-0.3923037,-0.486095,0.59750295,0.010043913,-0.36696425,0.171031,2.2373877,-0.64914024,-0.05547621,0.0012752935
Cep104,-0.011692319,-0.2139632,-0.43659353,0.14879793,0.6600446,0.29079223,0.23741294,-0.03680806,0.48096412,-0.184978,-0.7854412
Tprgl,1.5209314,-0.897828,2.4696794,-0.3503601,-1.4576627,0.8237032,0.12596907,0.40645063,-0.4008368,-1.5662092,0.85276324
Tnfrsf14,-0.13465112,-0.38582912,-0.18198475,-0.067537814,0.11585178,-0.106905036,0.23117024,-0.13659228,0.14155321,0.6926919,-0.14111514
Ski,0.53529745,-0.4398119,0.474188,0.7016416,-0.1325651,-0.6605368,0.6141334,-0.9335624,-0.64995635,0.6016424,0.35015073
Prkcz,0.8025149,-0.21671155,0.03228494,-0.398214,0.3100307,-0.071584955,-0.27054954,0.29845396,-0.4297676,0.21431029,0.35261947
Cfap74,-0.42937586,-0.112522304,-0.20938632,0.006253219,0.060452815,0.22330292,0.047495294,-0.1884984,-0.29667526,0.3526238,-0.24650562
Mib2,0.27865463,-0.3577623,0.34385204,0.16364954,-0.26226956,-0.3512006,0.45819086,-0.17714328,-0.60028344,0.6043891,0.44650176
Fndc10,-0.5374405,-0.3152567,-0.34479335,0.47212118,0.22030765,-0.20503533,0.39519292,-0.16299953,0.53779525,0.12530477,-0.21905972
Tmem240,0.42603126,-0.5725896,-0.15285662,0.05250165,0.12468415,0.34036127,0.2803167,-0.047683876,-0.072489634,-0.18005078,-0.18637495
Vwa1,-0.2653084,-0.16965581,0.087338455,-0.1161021,0.124152906,0.2727155,-0.18914296,-0.23681688,-0.39447337,-0.22918275,0.030827349
Dvl1,0.6609078,-0.07348649,0.37727004,-0.24238452,0.3547218,-0.30220902,0.44635034,-0.34707484,-0.33401424,0.1861964,-0.31833854
Tnfrsf4,-0.6683988,-0.5409907,-0.42574903,0.00014163516,0.09279973,-0.44253722,1.6694623,4.211241,1.5900484,0.068098515,-1.8346617
Tnfrsf18,1.3777249,0.34697494,-1.6336217,-0.42013967,-0.22062229,0.067379765,-0.55982876,0.7352713,2.334994,-0.46166077,0.22826552
Agrn,-0.24698825,0.1353219,0.05796935,-0.16445886,-0.16821605,0.013032928,0.33491376,-0.50270104,-0.39166185,0.21185651,-0.15925874
Isg15,0.68642324,0.5932013,-2.0957348,-0.88028514,-0.6443519,0.6637623,-1.1626436,2.9216316,0.8330943,0.035188954,-0.42695045
Plekhn1,-0.00532375,0.0806318,-0.17901045,0.2831045,0.0722924,-0.53255755,0.23010302,0.020972101,0.040606596,-0.02171031,-0.06987076
Cdk6,0.7121779,-0.75826323,0.5042064,-0.7290805,1.0846487,-0.023205798,1.8187405,0.0051466073,3.0415037,-1.0783138,-1.8016537
1700109H08Rik,0.01771514,-0.114771985,-0.30579007,0.035067327,0.31037402,0.27507362,0.12927134,-0.33143973,-0.42393637,0.45501375,-0.43925533
Pex1,-0.21722837,-0.19812879,-0.14632417,0.16595072,0.42868373,0.38075832,0.84987736,0.27498424,0.22104357,0.07637613,-0.5758751
Ankib1,1.0036306,-0.021984985,0.720418,-0.5417461,-0.5741128,0.1028469,-0.13887553,-0.17066212,0.59783775,-0.13983329,0.33113065
Krit1,0.48745918,0.42769384,0.1714979,0.4758365,-1.4141297,-0.16550365,-0.6188316,0.6200932,0.50574195,-0.16190629,1.5652397
Lrrd1,-0.44429946,-0.2188161,-0.20291385,0.05074298,0.023928158,0.18646622,0.1749003,-0.14624794,-0.2839086,-0.13149711,-0.38135973
Mterf1a,-0.46725452,-0.16417888,0.13787477,-0.032453183,-0.08866587,0.85318696,0.16783072,0.378372,-0.29956368,0.46235555,-0.39541793
Akap9,0.3648358,-0.7579063,0.18688472,0.7914068,-0.7734983,-1.3703588,0.60540926,1.0885677,-0.47581658,0.85845065,1.0898776
Cdk14,-0.4578981,0.20089278,-0.19471224,-0.26726726,0.5659114,-0.054041505,-0.13416308,-0.109476335,0.70759237,-0.2398092,-0.12426065
Slc25a40,0.40745497,0.27644876,0.43096507,-0.3413059,0.25725436,0.27724963,0.15293084,-0.36739513,-0.06855265,-0.74438244,0.05808891
Rundc3b,0.43776178,-0.42361036,-0.48031497,0.079654224,-0.043542072,-0.24132328,0.68063205,-0.2647998,-0.4941381,1.0789442,-7.229227e-05
Abcb1a,0.7761775,0.3581685,-0.12218138,-0.5874305,-0.45977944,0.022006715,-0.13141131,0.29398513,-0.43163705,0.4394749,0.41424647
Abcb4,-0.26324463,-0.07174756,-0.06046682,-0.11754718,-0.035841566,0.16963945,0.05454393,-0.24728256,-0.25557014,-0.0063691805,-0.37049395
Crot,2.4366322,0.63099456,1.5341774,-1.3623353,-0.6810748,-0.13717741,-0.72947776,-0.44878381,2.7459805,-1.7509065,0.5392447
Tmem243,-0.8980681,0.16147827,-1.2478132,0.76066893,-0.2632106,-0.14687681,0.042061307,0.6783747,0.56501216,0.78534514,0.17230372
Dmtf1,0.0056318515,0.2108134,-0.071565434,0.55228907,-0.4299745,-0.06358441,-0.010243642,0.062111076,0.0962017,0.022432746,0.31696993
Magi2,-0.42746916,-0.13305764,-0.13522881,0.13451795,0.09800056,0.5864072,0.27984026,0.21628103,0.4409447,-0.2782976,-0.49619514
Rsbn1l,1.3114401,0.72944343,0.42058495,-0.6653306,-0.11249453,-0.8055321,-1.1220994,-0.1485764,-0.18503651,-0.54934484,1.400767
Gsap,0.21076412,0.7064052,2.3528996,-1.4865079,0.1936695,0.9944177,-1.0130153,-1.0085535,0.6328533,-1.6557329,0.4079867
Ccdc146,-0.2606306,0.1048229,0.7016868,-0.27574337,-0.05000618,-0.100350834,0.5300077,-0.61116135,-0.4480324,-0.15229774,0.03970029
Fgl2,0.5112654,0.055319726,0.32327405,-1.1037009,-0.0710236,0.30136847,-0.22194885,-1.3890359,0.5689129,-1.0461173,0.30535275
Kmt2e,0.8514897,0.8641592,1.0978327,-0.2799862,-0.8623208,-1.2524748,-0.6520926,-0.78228706,2.217252,-0.4252613,1.6564286
Srpk2,-0.38535488,1.0905735,-1.6383836,0.5555157,-0.46051958,0.0548333,-1.3392458,0.72150654,1.2659504,0.14879228,0.29163378
Klhl7,0.0067435,-0.62082833,0.16446874,0.10233205,-0.21385528,0.32262418,0.33932483,0.021861738,0.33979142,0.4339755,0.38895544
Kcnh2,-0.45440704,-0.30057764,-0.23057498,0.13592595,0.3546341,-0.13681152,0.16608188,-0.2730069,-0.4234057,0.026530296,-0.36987737
Chpf2,0.14850126,-0.21605654,0.26336625,0.08059746,-0.31972137,-0.046624146,0.37737185,0.08369585,0.31045863,0.35959744,0.040578134
Nub1,0.081989914,0.022093367,0.6497222,-0.3412947,-0.38082203,0.54819435,-0.9869582,0.41488644,-0.6321015,0.42052284,0.08784626
Galnt11,-0.05663022,-0.50320023,-0.38540632,0.7185099,-0.10643793,-0.28075337,0.05564119,0.56561166,0.3035176,0.3122484,0.79454195
Kmt2c,-0.06778423,-0.24302164,0.5166623,1.2069268,-0.8882244,-1.9456348,0.7562571,-0.6833211,0.03347584,1.2721441,1.4178451
Rbm33,0.5843273,-0.008984069,0.75465673,0.04348094,-0.22715564,-0.6603749,-0.079991005,-0.23675676,-0.28973132,-0.21901011,0.528011
Rnf32,-0.46128872,-0.21829821,-0.2981943,-0.15714836,-0.029804245,-0.09690562,0.20190221,-0.17667338,-0.4201002,0.43904334,0.12560555
Tyms,-2.3062124,3.2297084,-1.6056281,-1.4885435,6.1669154,1.23048,-3.1628888,-2.2969813,-0.5505898,-1.716163,-5.0912886
Drc1,-0.60662514,-0.09858322,-0.31039086,-0.23721978,-0.033640806,-0.03352238,0.34007317,0.68727255,-0.3437165,0.73839515,-0.46847904
Kcnk3,-0.3217166,-0.25353816,-0.06619865,-0.08414353,0.2848422,0.29167634,0.43687096,-0.13169388,-0.19542582,0.02293019,-0.22960044
Slc35f6,0.4510129,0.0058661336,0.12994035,-0.19789249,-0.14989404,0.0011435674,-0.30214402,-0.20905684,-0.41290155,0.03483376,0.13950238
Cenpa,-2.6750855,4.990439,-2.144197,-1.7128369,0.15529741,7.53908,-3.7498736,-1.2944957,-1.9788504,-1.7733577,-2.5379367
Mapre3,-0.0042503197,-0.07580436,0.01974086,-0.070627436,-0.2753728,-0.23490918,0.017151397,0.43515828,-0.3390447,0.05630156,0.18059687
Emilin1,-0.7158911,-0.15415744,-0.2887727,0.5273102,0.04417481,0.45686775,0.30074117,-0.58578026,-0.09561024,0.27730045,-0.37019384
Khk,-0.7745819,-0.033742182,0.025632326,0.6961381,0.30741876,0.03705404,-0.104444325,-0.16378072,-0.077988744,0.43500954,0.33637106
Slc5a6,-0.21344882,-0.40240222,-0.1631808,0.11544184,0.13888742,0.20735459,0.8439755,-0.31543943,-0.17048419,0.27650836,-0.561877
Ift172,-0.6602662,-0.3187974,-0.35691312,0.20531285,-0.025382224,-0.11927097,0.43109936,0.1926857,-0.4381358,0.11249711,-0.14837618
Zfp512,-0.17585284,0.014892189,-0.50338495,0.4020762,-0.4777613,0.33286014,0.19448945,-0.18711077,1.2071569,-0.06465984,-0.28433746
Fosl2,0.11580485,-0.74999017,1.0347477,-0.4609805,-0.6202371,-1.0496291,0.6838037,0.2743613,-0.3395962,1.6117609,1.5918391
Yes1,-0.12993875,-0.1542844,1.2443328,-0.30204704,-0.23391826,-0.2914424,0.5389215,-0.57171994,-0.6956193,0.812701,0.22518486
Prr14l,-0.2873673,-0.22180374,0.4374216,-0.049541347,-0.09053094,0.41837528,0.5100853,0.2904954,0.444457,0.1199472,-0.27176633
Ywhah,-2.0214965,2.7736995,-1.4532307,-2.0860083,3.9023435,4.2944713,-3.072754,-1.6839161,0.9954043,-2.6344757,-3.70194
Uvssa,-0.09064995,-0.3892827,0.31309524,1.191936,-0.61345494,-0.65297794,0.6901705,-0.08056321,0.6915445,0.3579072,0.8368618
Fam53a,0.26890916,-0.93484426,-0.012383671,0.3864848,0.12550808,0.14658956,0.196182,0.6621378,0.2916375,-0.32959497,0.09086673
Gm9903,-0.31795737,-0.09513155,-0.12669839,-0.08148581,0.07590389,0.0476699,-0.031781062,-0.28475967,-0.3882379,-0.08657854,-0.43098417
Slbp,-1.806631,0.34928823,-0.8827496,-1.3085505,6.5950556,2.0028949,-0.57073903,-2.3340154,-0.24862538,-1.2489315,-4.5454955
Tacc3,-2.414799,6.800234,-1.1619197,-0.961739,0.5037541,2.2599492,-3.809917,-2.9053268,-1.8566922,-1.1841846,-2.3327882
Poln,-0.45985076,0.008487978,-0.043129228,-0.12992382,0.055401064,0.35076582,0.08855378,-0.053941805,0.036155287,-0.03322401,-0.3184454
Mxd4,1.1024262,-0.70440537,2.140691,-0.5139465,-1.5699097,-0.7837062,-0.1504699,1.6858077,0.6536798,-1.2195743,1.349847
Zfyve28,0.08805022,-0.15981546,-0.25831938,-0.086704165,-0.03248898,-0.103061676,0.08082827,0.08013837,-0.46531972,0.07193126,-0.16561796
Fam193a,0.5281514,0.28545058,0.50646484,0.23618884,-0.968003,-1.396278,0.4862954,0.09137754,0.22240674,0.30707365,0.55075943
Sh3bp2,-0.64494056,0.111375645,0.5521197,-0.40774173,-0.18571709,-0.02544942,0.27183962,0.5235594,2.3177218,-0.38974774,-0.18471469
Nop14,-0.3288244,-1.1643392,-0.5157759,0.28576076,0.53673697,0.13477774,1.9194684,-0.10122354,0.3571117,1.155739,-1.1662394
Grk4,-0.27074546,-0.14912796,0.13412167,0.022929076,-0.061973527,-0.09740517,0.3631124,0.15203002,-0.21523958,0.31772816,0.06234161
Msantd1,-0.38206607,-0.092679955,-0.24371688,0.020000266,0.21276897,-0.039408736,0.085934564,-0.09242626,-0.23056671,-0.0911184,-0.3215998
Acox3,0.15395923,-0.008428963,0.019510776,-0.07086931,-0.039850347,0.3159007,0.14807913,0.16257136,0.16641971,-0.45242596,0.33504364
Afap1,-0.7317555,-0.41945115,-0.53711736,1.1671834,-0.12934479,-0.1260169,0.36947685,-0.23196636,-0.61322904,0.4795772,-0.05157778
Sorcs2,-0.5414661,-0.22394806,-0.27421197,0.25006688,0.009874522,-0.054939926,0.20121126,-0.35021016,-0.39456445,0.03827589,-0.16053428
Tada2b,0.48238835,-0.42776477,-0.19243099,0.22446072,0.0004206376,0.025509853,0.6864556,-0.32576668,0.08106624,0.13827544,-0.5476332
Tbc1d14,0.33170593,0.06300943,0.403189,-0.40158534,-0.2327843,-0.19781642,-0.24378532,0.84460557,1.2270247,-0.18673822,0.21100299
D5Ertd579e,-0.2144516,-0.2549739,-0.099837616,0.24755457,0.32724184,-0.23036061,0.6101248,0.38521713,1.3703539,-0.14111565,0.16410884
Jakmip1,1.7670377,0.100315206,-1.0401591,0.18723421,-0.7406732,0.6017743,-0.980984,-0.9178699,-0.94318223,0.42822957,0.8541902
Gm1043,-0.29376295,-0.3951455,-0.41558406,0.41645133,-0.10763217,-0.082016245,0.2936079,-0.33077678,-0.45769086,-0.09028269,-0.16684452
Zbtb49,-0.34799752,0.18080454,0.16647479,0.13342878,-0.058330435,0.20812608,-0.11885468,-0.11050806,0.29523918,-0.34507012,-0.16082238
Lyar,-1.5180328,-1.0537567,-0.44636628,0.011596529,3.0907905,1.8234527,3.257012,-1.3274561,-0.71706206,-0.16741401,-5.0970674
Slc2a9,-0.050769787,-0.23177175,0.26525638,-0.042754255,0.31495222,0.15143377,-0.088326156,-0.12069999,-0.0077789305,0.45823136,-0.16431443
Hs3st1,-0.37317306,-0.23975416,-0.18073109,-0.1557116,0.062017623,0.01252525,0.169673,-0.2944127,-0.21139671,-0.111460745,-0.21228851
Bod1l,0.95559764,-0.768755,0.41176847,0.46810323,-0.44716135,-0.9066741,0.47283274,0.7927837,0.09445615,-0.1083082,0.5696024
Cpeb2,0.005244913,-0.17603242,0.6000014,-0.26243973,-0.014761171,0.50129855,0.14209613,-0.170479,-0.35122418,0.038060233,-0.18296331
Fbxl5,0.060963344,-0.48381212,0.14408594,-0.12288327,0.10069199,-0.03502355,-0.049578078,0.6810486,0.12690274,-0.18661748,0.06724264
Cd38,0.276347,0.11845317,-0.5411228,-0.94271064,-0.052268088,0.1533158,-0.5445769,0.30099425,1.8514044,-0.8135978,0.060797848
Tapt1,-0.18758938,-0.30052054,-0.09561161,0.422493,0.23862615,-0.34543815,0.59361935,0.47507933,-0.6274685,0.28572246,-0.081667334
Fam184b,-0.27988037,-0.18645741,-0.066076964,0.027771637,0.0729292,0.2141605,0.057731386,-0.39237526,-0.2787016,-0.14902593,-0.1344609
Ncapg,-2.2126532,6.8737297,-0.84796786,-0.7963721,1.7708595,-0.17649284,-3.8240378,-2.389876,-1.578748,-0.9585048,-2.5203323
Lcorl,-0.127759,-0.46202296,0.13062055,0.42825294,0.5251786,-0.5153296,0.3187712,-0.09363428,0.36946803,-0.16788879,0.053175192
Zcchc4,-0.41749555,-0.3210501,-0.050640453,0.37441435,-0.06024055,-0.15504533,0.7791765,0.8982049,0.47799253,0.119301334,-0.35958865
Rbpj,0.22502327,-0.38447648,-0.1602658,-0.18081883,0.09313661,0.20009783,0.48089194,1.3752493,2.1245713,-0.2745488,-0.9030199
Arap2,0.298023,1.0413756,-0.8571658,-1.5062561,0.1918581,-0.05118445,-2.3502455,2.287594,3.7910016,-1.3526714,0.9679905
Tbc1d1,0.4774476,0.44073316,-0.9714711,0.45613387,-0.48515135,-0.32439744,-1.0075893,1.0527936,-0.29767585,0.19988316,0.5407577
Klf3,0.29377735,-0.4012053,2.9632773,1.4993591,-2.1682806,-1.0184355,0.3308857,-2.2850494,-2.8752234,0.68331236,2.9955137
Tlr1,-0.894419,-0.6227401,-1.2025114,1.8312821,-0.5057343,-0.5696367,0.18015341,1.3427957,-1.1023743,1.1284858,0.6059987
Tlr6,-0.3216824,-0.30109736,-0.39672598,0.21697992,-0.2762978,0.6819852,0.21511103,0.014949241,-0.585087,0.07878293,0.06998448
Tmem156,0.40167508,-0.19277734,-0.15563162,-0.021522298,-0.15080169,1.0065283,-0.37538525,-0.048845436,-0.066419475,-0.33153152,-0.03019546
Smim14,0.9086824,-0.56960195,0.9271454,0.16903156,-1.1067622,-0.45020205,-0.071575895,0.04627715,0.3210309,-0.28164312,1.5110024
N4bp2,-0.52861214,-0.11739057,-1.1643983,1.2717559,-0.27956632,-0.34779897,0.1207061,0.021119807,-0.9008628,0.9250388,0.16784781
Rhoh,0.64229494,0.8051002,-1.0266415,0.86525375,-0.5849135,-0.6154002,-1.7174555,1.9254512,-0.6379565,0.43137816,1.0037011
Rbm47,2.445418,0.13978694,1.4201795,-1.2587276,0.03895839,-0.2980115,0.10950211,-0.9389371,1.7714335,-1.4022512,0.67677516
Nsun7,-0.26497456,-0.26627782,-0.10838647,-0.17880468,0.07327048,0.28061178,0.051175326,0.3214206,-0.26784772,-0.14130016,-0.16135976
Bend4,-0.3406223,-0.44430783,-0.76498777,-0.56889343,0.22776435,-0.55358464,-0.1447317,1.5054861,0.46618173,1.7892452,-0.22021195
Atp8a1,-0.16988093,-0.42818752,-0.2889161,0.94109416,-0.42471024,-0.447763,0.22873981,-0.17065372,-0.5333043,0.70326847,0.5779946
Gnpda2,0.08438654,-0.20991692,0.37371612,-0.28122285,0.08204876,0.18926518,-0.4071038,1.158709,1.6356462,-0.44585204,0.091085516
Corin,-0.50563544,-0.22113724,-0.23866999,0.27473527,0.004171386,-0.06391213,0.30581462,-0.3584548,-0.4075357,-0.07732094,-0.13834625
Cnga1,-0.5213429,-0.36918387,-0.94609565,0.6859103,-0.22021206,0.6845621,-0.2706069,0.384426,-0.8446114,0.82149476,-0.084336735
Nipal1,-0.592917,0.36735994,-0.32476917,1.0528353,-0.578366,-0.00041961504,-0.089034505,-0.2934219,-0.092588566,0.3137801,-0.07344912
Txk,0.9786519,-0.056297682,2.3686643,-0.45865506,-1.9957322,-1.3617015,-0.9673007,-1.5750608,-2.9718564,2.6204023,2.4733858
Tec,-0.7419237,0.110721074,-0.91377056,0.8394037,-0.041196708,-0.17513348,-0.36764088,-0.32156926,-0.18984151,0.37808642,-0.13579127
Fryl,1.5848593,0.45006374,2.780115,-1.045897,-0.4789819,-1.3696007,-1.3919592,-0.12184698,-0.16356026,-0.98710525,1.6954715
Dcun1d4,0.9657158,-0.317219,-0.12805414,-0.28475505,-0.076928355,0.8533354,0.29122332,-0.34357667,-0.006315261,-0.4632793,0.06902511
Rasl11b,-0.17785233,0.03671627,0.377978,-0.1516419,0.6720074,0.7122433,-0.1727184,-0.9370956,-0.7470868,0.101050496,-0.57114667
Scfd2,0.3376754,-0.3758159,0.5367141,-0.6313294,0.40841052,-0.016456284,0.050941236,-0.054042477,0.52358156,-0.08001466,0.051149562
Kit,-0.56948614,-0.2091925,-0.2697354,-0.10602853,0.12783256,-0.16701846,-0.052641474,1.4635273,-0.32888284,-0.07597325,-0.47130916
Clock,0.8805416,-0.92228127,0.7277876,0.089823805,0.18548195,-0.53790706,0.6716428,0.104871675,0.020262629,0.009264093,0.3318273
Aasdh,-0.52606654,-0.21969935,-0.1349781,0.5525659,-0.3284019,0.6027627,0.5272325,0.3674401,0.013954299,0.14052214,-0.60891104
Hopx,5.2350154,-0.46690604,3.4858024,-4.3695984,-0.67690206,1.7482523,-0.34988347,-1.3006922,-0.30279103,-2.6602237,-0.04114479
Rest,0.13599278,-0.7632519,-0.12579973,0.17146519,-0.39869878,0.7043828,0.6156819,1.2638733,-0.43418837,-0.26071706,-0.62674934
Stap1,-0.31783694,0.3969292,-0.6125502,0.48383063,-0.6808087,0.099838816,-0.7266248,2.0861423,1.1737586,-1.0817181,-0.6380113
Ythdc1,0.081658535,-0.45331356,-0.25019363,-0.24498272,-0.6420919,0.30056417,0.24926507,0.7247766,-1.233243,1.449733,0.08447309
Jchain,0.09666907,-0.11122281,-0.18660906,-0.19444363,0.3907793,0.17112188,-0.13418469,0.0035660889,-0.09747078,0.14094648,-0.04541579
Rufy3,-0.87086046,0.29900062,0.36298516,-0.10222892,0.46202418,-0.30845714,0.32793444,-0.4481759,-0.033973303,0.016102845,-0.06300716
Ankrd17,0.5211049,-0.28856227,0.40406483,-0.13244411,0.123871274,-0.9586836,0.58101475,0.42502826,-0.10518227,0.3534741,0.37326208
Afp,-0.68507844,-0.4259797,-0.64402735,0.8444862,-0.07490097,-0.11340917,0.05029364,0.09970551,-0.34864077,1.182241,-0.21922098
Pf4,-0.35752165,-0.12399948,-0.14473294,-0.064340666,0.26572832,0.3723056,0.050122127,-0.29520354,-0.112924196,0.109097846,-0.52261007
Cxcl2,-0.3999795,-0.27931702,-0.04574552,-0.16105926,0.014601629,-0.036388464,0.62216926,-0.36119306,-0.3551082,-0.079436794,0.060163487
Mthfd2l,-0.40291557,-0.5593909,0.014391673,0.5616876,0.27062747,-0.014785248,0.93564546,0.2531743,0.551264,-0.09392977,-0.7308638
Areg,-0.5238962,-0.06716596,-0.19132552,-0.19764817,0.30808327,0.23623091,-0.50844085,0.81980705,-0.44453984,-0.21130556,-0.42314598
Cdkl2,-0.4077321,-0.20735219,-0.3666358,0.037963253,0.25053552,0.94476396,-0.0076409997,-0.227211,-0.108272515,-0.070024624,0.0038717398
Naaa,-0.06583013,-0.36988857,0.25389662,-0.37562686,0.47302815,0.30571458,-0.10619606,0.43395853,0.0077980068,-0.59391457,-0.49570224
Cxcl9,-0.32303372,-0.09905529,-0.12725584,-0.15629236,0.14599676,0.065718055,0.4663069,-0.24515909,0.00032729466,-0.009829448,-0.30800605
Art3,-0.6346411,-0.2762463,-0.3387703,-0.03712328,-0.24543679,-0.27050588,-0.48359948,4.5052786,-0.6012155,-0.29839823,-0.49472645
Cxcl10,-0.59849757,0.37538302,-1.1269325,-0.67547727,0.7609223,-0.579682,-1.4444702,5.4560537,-1.5647984,-0.13472351,-0.9936459
Scarb2,0.48925766,-0.20951225,-0.7166033,-0.030061744,0.08373427,0.25863618,-0.1811794,0.13629219,-0.57692,0.3714655,0.063028276
Sept11,-1.0384874,1.2484725,2.1934328,-2.598488,2.717423,3.2208467,-1.9218072,-2.6791437,1.953968,-2.5551584,-2.0898132
2010109A12Rik,-0.22809511,-0.34237403,-0.17275432,0.20551163,0.32227144,0.27232605,-0.00021259263,-0.10625298,-0.3726661,-0.30168614,0.0075552403
Ccng2,-0.21559195,3.2018006,1.047475,-0.6199813,-0.38077867,-1.2370734,-2.14512,-0.9230496,-0.9654777,-0.7768627,0.39533514
Cnot6l,2.5008767,0.26454073,0.6679854,-1.4572217,-0.39608964,-1.6273127,-0.60587215,1.8887378,0.49951696,-0.63189185,0.78151083
Anxa3,-0.25306314,-0.24981509,-0.11571878,-0.11664616,0.09714593,0.23857002,0.6416251,-0.20081742,-0.29240075,-0.07585828,0.0252887
Paqr3,0.05957325,0.088754706,0.37387788,-0.40463358,0.22155069,0.018705077,-0.3982291,-0.13080801,-0.3122821,-0.1390375,0.33645406
Antxr2,1.3551415,-0.5147373,0.9410445,-0.25310612,-0.09338346,-0.699895,0.19423462,-0.13806966,-0.63674074,-0.64258224,0.20330286
Rasgef1b,-0.68142813,-0.30649635,-0.5180863,-0.29548842,0.39348358,0.29669115,0.4859108,0.059279382,-0.27587146,0.17803714,-0.0285492
Plac8,1.6156565,-0.5632513,-3.6610894,-1.4103575,0.2676401,2.366571,-1.0684303,-0.98004276,2.4067173,-0.14448042,-1.0276197
Gpat3,-0.47472206,-0.27379224,-0.12375317,-0.28808525,0.096733995,0.29542068,0.31591254,-0.3831937,0.4854769,0.06122998,-0.21698406
Aff1,-0.33961987,0.12135601,-0.32964054,0.35032967,-0.35244212,-0.3434123,0.113572456,0.19290431,-0.31609574,0.69308066,0.18504675
Klhl8,-0.20666249,-0.4432128,-0.020788826,0.06674831,0.28126398,0.04666709,0.24747124,-0.08179514,-0.20057943,0.117722526,-0.361668
Hsd17b11,-0.22387296,-0.66191053,0.039897665,0.43117514,-0.34272063,-0.36648214,0.8658254,0.16175759,-0.5289674,0.832992,0.5153039
Spp1,-0.44193894,-0.27781633,-0.19818696,-0.16849159,0.004555714,0.05066492,0.18536787,-0.2588458,0.0044257813,-0.13324763,-0.06287901
Thoc2l,-0.38969406,-0.9191776,-1.037132,1.3245406,0.002586714,-0.35893798,0.6640626,0.85497475,0.12344979,0.66867274,-0.27645186
Zfp951,-0.3696463,-0.27690065,0.08818775,0.35185266,0.24592237,-0.16730668,0.13231036,-0.10989207,-0.24837498,0.16346264,-0.019288808
Abcg3,0.8500071,-0.4217988,0.33468264,0.3399406,-0.30122802,-0.38532844,0.52750653,-0.5029349,-0.6695123,0.07464264,0.52956986
Gbp8,0.3039936,-0.4685646,-0.92899203,0.77523553,-0.95124894,-0.98395777,0.5119021,-0.41444695,0.9928153,1.830444,1.3577985
Gbp9,0.49501428,-0.32752743,-1.5847183,0.8147979,-1.0432502,-0.91032416,0.37076464,1.4826148,1.5742989,1.0277331,0.99397945
Gbp4,0.5910983,-0.105161384,-1.7121114,0.38572177,-1.120243,0.12465385,-0.27693918,-0.022632835,1.589963,1.5410162,0.8565547
Gbp10,-0.4938692,-0.21618935,-0.5789164,-0.07949216,-0.13903414,-0.34036636,0.29726708,0.18914238,0.1457585,1.2283168,-0.0477032
Gbp6,-0.014320373,0.25477093,-1.1575301,-0.20723084,-0.2667927,-0.66156644,-0.17034417,0.7828165,1.6202713,1.5953065,0.24204054
