gene_name,0_A5P,0_A5T,0_A8P,0_A8T,0_C5P,0_C8P,0_NP14B,10_A5P,10_A5T,10_A8P,10_A8T,10_C5P,10_C8P,1_A5P,1_A5T,1_A8P,1_A8T,1_C5P,1_C8P,2_A5P,2_A5T,2_A8P,2_A8T,2_C5P,2_NP14B,3_A5T,3_A8P,3_A8T,3_C8P,3_NP14B,4_A5P,4_A5T,4_A8P,4_A8T,4_C5P,4_C8P,5_A5P,5_A5T,5_A8P,5_A8T,5_C5P,5_C8P,6_A5P,6_A5T,6_A8P,6_A8T,6_C5P,6_C8P,6_NP14B,7_A5P,7_A5T,7_A8P,7_A8T,7_C5P,7_C8P,8_A5P,8_A8T,8_C5P,8_C8P,9_A5P,9_A5T,9_A8T,9_NP14B
Pik3ca,1.5801258,-0.15805164,0.035117652,-0.3015803,0.63022256,-0.10715849,1.9633377,-0.17567922,0.6759847,0.687808,0.16199933,0.44722316,0.83645344,-0.12952946,-0.18059674,-0.019466134,-0.4739278,-0.1178388,0.412576,-0.67115206,0.0089162085,1.5442013,0.08346076,0.7250336,-0.49831036,0.9433609,1.2944245,-1.205929,-0.45859787,0.2965905,0.09549938,-0.12839678,1.9084435,-1.6592134,-0.58285165,-0.25439572,-0.22834831,-0.027783934,-0.04748132,-0.9608786,-0.26165187,0.5448009,-0.33850884,-0.21440595,-0.56672496,-0.15516159,0.9213103,0.28147414,-0.6985157,0.06365745,0.4963918,-0.4089833,0.83986545,-0.28049418,-0.10684177,-0.59781635,-0.8479029,1.2424065,0.55631137,1.8353473,-0.6881739,-0.19271109,2.0369244
Ttc14,1.4511245,0.45365655,0.46419072,0.17065755,-1.5386188,3.1885753,-0.985555,0.48519272,0.1726008,0.626659,-1.1813023,0.42461523,0.049261738,-0.911539,-1.1671283,0.122882165,-0.4490828,-0.07200398,0.5262035,-1.444681,0.19040798,0.4562708,0.48796225,-0.718982,0.8746416,-0.3789457,0.04768803,-0.452855,-1.0831896,-0.013365799,-0.5660121,-0.3592305,-0.5740641,0.8793654,0.046961617,0.84675777,-0.41477832,-0.5363492,-0.95176256,-0.088885345,0.66567403,0.55605215,0.22354543,-0.9461125,-0.28087726,-0.29496995,0.61091226,0.16661233,1.806978,-0.588994,0.09567382,-0.041710578,0.45059174,0.38243085,0.8198617,1.0099834,1.4934037,-0.029141217,0.83368313,1.2018174,-0.34603518,-0.35122308,-0.06571087
Atp11b,-0.7088276,0.42392343,-0.28246608,0.21910347,-0.36922947,-1.410576,0.4983753,1.4177282,1.1609225,0.16096865,-0.084667526,1.4352373,-0.45517194,0.68193173,0.42739606,0.47164133,-0.9174598,0.45234224,-0.69494766,0.6556655,-1.014221,0.044883933,0.83829254,-0.42441434,-1.1957663,-0.26648077,-0.17781708,0.29762805,0.52189463,0.6403648,-1.2185376,-1.3898531,-2.0407324,-0.6179872,-1.2446878,-1.3576317,-1.1513405,-0.4122633,-1.4354713,-0.73040533,-1.2503155,-1.5508434,-0.4569374,0.2944325,-0.70956206,1.5223634,-1.0664707,-1.1475624,2.275985,0.06677635,0.7015167,-1.2910649,-1.4660068,0.31563717,-0.9653089,0.047850985,-0.8582688,0.71598214,-1.8035369,0.1974684,1.8357081,0.5953614,0.033242203
Mccc1,1.862924,-0.098426364,0.29418182,-0.35603344,0.49517286,-0.44077554,-0.23164862,-0.36293855,-0.061460525,-0.40941247,-0.7772932,0.5646594,-0.70462996,-0.025691353,-0.821192,-0.73899025,-0.4075265,-0.61923224,-0.6453881,-0.23128742,-0.266279,-0.089072295,-0.6412486,-0.18416058,-0.17949931,-0.18485005,-0.3481735,1.7452133,-0.106851794,0.5814177,-0.030809024,-0.14761823,-0.73393077,-0.43082252,-0.2582804,-0.8091436,-0.18529747,-0.06439538,-0.5332096,-0.100926384,0.118160546,-0.7181516,0.50186276,0.42548126,0.59530425,1.6185205,0.2822554,-0.19603695,-0.613748,1.5071182,0.33563235,1.0168908,0.43413767,0.6337756,0.58759767,-0.22869109,0.7779691,-0.32110792,-0.008503895,5.595292,0.30353117,0.7232944,-0.30327067
Zfp267,1.6689284,-0.4929386,-0.35136253,-0.46810964,-0.59414643,-0.25580028,-0.15926367,-0.11669355,-0.7579301,-0.30833834,-0.5159163,-0.5617677,4.0213885,-0.49497023,-0.70600015,-0.19598746,-0.50732,0.002238883,0.09131704,-0.12603638,3.3424597,0.2780888,0.06746807,-0.04424061,-0.09433859,-0.06735736,1.8133157,-0.20209038,-0.014994365,0.14702435,0.068925574,-0.38786805,-0.43396464,0.83659345,-0.12232001,-0.110428154,0.61880195,0.22748655,-0.2392862,-0.34055993,-0.12984824,-0.37793076,0.331534,-0.07770138,-0.27882996,-0.41862604,1.3681841,-0.21677034,1.2754663,0.5645138,-0.60302454,0.89798415,-0.6412936,0.37996933,-0.26749083,-0.13633361,-0.3422523,-0.5414756,-0.2732791,-0.06599151,0.3732348,-0.03747124,-0.1847229
1810062G17Rik,1.112989,-0.45679182,-0.37925476,0.25857267,-0.42860168,-0.17284384,-0.13021204,-0.09285715,-0.21433944,-0.2470097,-0.38345233,-0.27934843,-0.49282238,-0.39872107,-0.26803616,-0.34989375,-0.3448556,-0.47823188,-0.060232952,-0.07334197,-0.03912108,-0.33168674,-0.18688235,0.015650325,-0.060209107,-0.018553462,-0.26971263,-0.114668526,0.02362266,-0.10703681,0.23801896,-0.11414938,-0.26841816,-0.32846507,-0.13579251,-0.3128307,0.31141028,-0.16208813,-0.11008486,-0.15928836,0.8786167,-0.2048914,0.7100469,0.38536865,-0.13224603,-0.23586342,-0.39296082,0.27677387,1.3774078,0.49481004,-0.3876073,-0.40484995,2.1838732,0.47623137,0.6588992,-0.093959816,2.015902,-0.34390736,-0.15908925,-0.023425154,0.30977657,-0.15117998,-0.12984185
Ccna2,-2.510882,-3.1757329,-2.6822948,-2.5092208,-2.835965,-0.9259484,-0.2743272,-3.9703896,-2.8274856,-1.3648726,-1.4556705,-2.6496165,-1.5196227,6.2909746,6.577128,6.23612,6.338763,5.952914,5.6560993,-0.74432606,-0.638741,-1.5287361,-1.3220856,-0.4277793,-0.22756499,-0.32524568,0.14827515,-0.22922148,-0.23652497,-1.0391917,3.1190171,0.9439238,-0.94849706,-0.49702513,1.2981842,0.38177177,4.3703794,2.3804328,-0.8272142,-0.06754603,1.3511375,3.233781,-3.2572012,-3.5608177,-0.70117515,-1.7924733,-2.5795722,-3.7213392,-0.2560176,-2.6568098,-2.8570206,-1.9559809,-2.457309,-3.577578,-2.6278837,-0.5120974,-1.374039,-3.556066,-2.4822228,-0.41128817,-1.2913743,-1.3995286,-0.68823415
4932438A13Rik,1.4113599,1.7310055,0.38974258,1.3207651,-0.64433575,-0.511328,0.86278206,1.3252122,0.8730701,0.63367856,1.1924016,1.577988,0.46566772,0.71975136,0.35951245,0.2546038,0.8131465,0.7909224,0.28808722,-1.2152444,-1.7023649,-0.062452693,0.22263883,-0.4277323,2.5485609,2.49223,0.5670861,-0.050606117,0.96767133,0.23790646,-0.9867936,-1.173244,-0.21430182,-1.2657335,-1.2935032,-1.0970132,-1.9699855,-1.4521475,-1.7253278,-1.346893,-1.767978,-0.8376344,-0.4351361,-0.8975927,-1.0455118,-1.2642461,0.17339523,-0.5611674,1.0882252,0.37040517,0.41955215,-0.8778727,0.38598,0.39295042,0.18164966,1.9008356,-0.020000465,-0.25233164,-0.2669323,0.64765,1.4595413,0.27012023,-1.393914
Bbs12,-0.59689766,-0.4107168,-0.1293821,0.16288853,1.2507179,-0.19424479,-0.13247643,-0.7991983,-0.41570094,-0.2873638,-0.44099826,-0.38487655,1.5551496,-0.48250234,-0.5959133,-0.43246442,-0.21629731,-0.3947835,-0.08162565,-0.0953572,-0.05565561,-0.086588666,0.014739481,0.0045842207,-0.06278411,-0.025181592,-0.32378802,-0.12836216,0.017614124,-0.09708179,-0.022356827,0.60247517,1.0909085,-0.46478543,0.42019624,-0.42214343,0.75451213,0.40834594,-0.13940561,-0.22087172,0.0030220898,-0.2809028,0.6027653,-0.251415,-0.15569392,1.2841318,1.872992,1.6035928,1.3562609,-0.23406927,-0.5491498,-0.45214626,0.7872268,-0.0016666487,0.16792,-0.10635404,1.4138228,0.8172891,0.34785154,-0.03446895,-0.28435507,-0.18519837,-0.14663047
Spry1,-0.5422253,-0.20442127,-0.61457235,-0.47319478,0.35680068,-0.23049533,-0.15086815,-0.6139299,-0.69730943,-0.28744325,-0.47342554,0.70824915,-0.57203597,-0.5865669,-0.6558253,-0.44393846,0.76362133,0.44636038,-0.3978758,-0.10921164,-0.08767652,-0.29578823,-0.46390927,-0.026362471,-0.084483236,-0.053001907,2.121505,-0.17621325,-0.00356721,-0.13419113,0.16765395,0.016707022,-0.37922552,-0.46683842,0.7331512,0.20338607,0.11579364,-0.121231675,-0.20023231,-0.28394368,-0.074258275,-0.32234982,0.06303364,-0.29883492,-0.2353972,-0.3632762,0.6508755,0.025106182,-0.3290601,-0.24527712,-0.5278651,-0.50667703,0.45027575,1.0746583,0.34077957,-0.12327753,-0.30429757,-0.47356316,0.45873082,-0.05300154,0.39518702,0.14830291,-0.16774747
Abhd18,0.5118913,-0.0531903,0.2676564,0.40266487,1.2646549,-0.6571715,-0.318122,0.6864557,0.8381093,-0.048697006,-1.0750569,0.15226568,0.9889293,0.056361508,-0.019207364,-0.82412106,-0.78213954,-0.17183927,-0.41625103,-0.35153025,-0.45099786,-0.31249142,-0.08663213,-0.3493508,-0.28126124,-0.32434434,-0.37429872,-0.65605855,-0.21566784,0.62154126,-0.4380225,-0.36150727,-1.0685467,0.5901764,-0.2765693,0.72098124,0.0739986,-1.0297935,-0.8784347,-0.56246567,-0.14708173,1.3717669,0.03142589,-0.3702526,0.9664998,0.3104061,-0.4364212,-0.17664868,0.13648707,0.91733235,0.50221103,0.48526004,1.2861574,-0.12656924,1.3199741,-0.33623543,-0.85462624,-1.1973848,0.5170297,-0.27172294,-0.2615294,0.26478758,1.6083449
Jade1,-0.31382382,-0.9295596,0.09134763,-0.24533504,-1.3945831,-0.75100225,-0.32726148,-1.5055342,-1.8517927,-0.69987506,-0.48758247,-1.8629905,-0.22430946,-0.9647791,-0.40193942,1.2354705,0.69813293,-0.90462494,1.7423344,2.3729851,-0.52327484,-0.52229655,-0.37885574,-0.39720818,-0.2916118,-0.3525058,0.65066576,0.2426437,-0.24141563,0.42109793,1.5907289,1.0177859,-1.1181647,1.7137523,2.0611253,1.5975878,-0.35849562,-0.31564343,-0.1891813,-0.6060679,-0.76638913,-0.62206113,1.9599085,0.7132955,-0.34565258,0.13602234,0.7491036,0.01441871,0.4150097,0.71501386,-0.62569726,0.31894815,-1.1007026,-1.1936922,-0.20540181,-0.39079756,0.29120755,-0.71103805,-0.2596926,-0.3201531,-0.12121735,0.0133751035,-0.515059
D3Ertd751e,-0.2146589,-0.9501677,-0.19559814,0.24275896,-1.1312379,-0.52758366,-0.25482383,-0.2584352,-0.8534558,1.891965,1.228895,-0.9949321,-0.6622441,-0.69987434,0.20671563,-0.17026456,0.044066016,-0.33760718,0.07441679,-0.2980619,-0.3372051,-0.3550782,0.14844556,-0.24077539,-0.20660755,-0.22768353,-0.4529467,-0.48914814,-0.14179987,0.107079245,0.23114741,0.4706016,1.3319017,-0.8046596,0.7777972,-0.5883907,-0.30762708,-0.073126934,0.33045328,-0.03964911,-0.25744247,-0.55791956,0.07100048,-0.03631295,-0.76011646,0.77010834,1.1372536,-0.62901646,3.979817,-0.7377938,-0.941207,-0.34525114,0.6806778,-0.54766726,0.19149154,-0.275053,-0.73109597,-0.24234635,-0.47259042,-0.20544368,0.18763168,0.6598278,-0.3643338
Slc7a11,-0.24805157,0.107976705,-0.43494746,-0.39805728,-0.31577086,-0.117716156,-0.11110982,-0.41641924,0.18011364,-0.20529898,0.48762038,-0.43279904,-0.3984022,-0.33477262,0.008084136,-0.25423583,-0.23457108,-0.33343658,-0.30446082,-0.037996553,0.007129655,-0.18950632,-0.15753542,0.055279355,-0.037771404,0.013646379,-0.23908482,-0.056918442,0.049131144,-0.1571945,0.40311295,0.12971625,-0.15655379,-0.1859352,0.2598037,-0.18960537,0.030656282,0.32012817,-0.0243819,-0.038249306,0.05041718,-0.088678375,0.019420428,2.0070312,-0.035395056,-0.11458538,1.6153406,-0.13530502,-0.18032897,-0.25787988,0.4029065,-0.3063386,-0.3578274,-0.081515536,-0.37938604,-0.06574385,-0.1433084,-0.20927587,-0.3488169,0.004864254,0.0006092035,-0.05299922,-0.09326884
Elf2,-0.38065585,-0.028709492,-0.3208149,-0.31026614,0.93780017,1.9276316,-0.63018036,0.057549126,-0.5414396,0.4214314,-0.37062824,0.5628119,-0.2920862,0.15522493,-0.20194016,0.4876584,-0.032727584,-0.20526391,0.06129836,2.0185955,0.1714793,0.3570562,0.50729406,-0.98707706,-0.64793766,0.4807652,0.58280134,0.7613622,-0.62785167,0.36503223,0.74492574,0.21521945,1.4567366,1.6299757,0.73956805,0.74256927,-0.18000688,0.28858623,-0.030376082,-0.9614366,-0.25483978,-0.68735605,0.12066599,-0.6361123,-0.2168338,-0.2892845,-0.40139472,-0.36935097,-0.07380175,-0.76254445,-1.0037053,1.0356637,-0.052972257,-0.35575986,-0.40147704,-0.78344697,-1.1625718,-0.96076506,0.0047714273,1.2746131,0.53498995,0.05795831,-1.0196232
Rab33b,-0.72942394,0.60734123,-0.199999,-0.13116844,-0.5791916,-0.718167,-0.3381454,0.01869571,0.60080373,-0.5706127,1.2606348,-0.27788633,0.6077945,-0.03278026,0.072238944,-0.23142056,-0.055155586,0.1091771,-0.5209375,-0.39242834,-0.50186485,0.960639,1.4198195,-0.39226577,4.226284,-0.3587038,-0.41729385,-0.7180719,-0.24305078,-0.1967857,-0.24117614,-0.025142374,-0.61978054,-0.12821591,-0.10798074,-0.47756746,-0.1550481,-0.40898922,2.7257226,0.91558903,0.03390726,-0.24459574,0.12303825,0.570186,-1.1424181,-0.68422997,-0.1327306,-0.6270896,-0.9892226,0.6214789,-0.21163233,-0.48250473,0.50818264,0.48342982,-0.6758254,-0.3677657,0.9858001,-0.692174,-0.34548187,-0.30303678,0.25194678,-0.50563097,-0.4820789
Setd7,1.4271652,0.43279687,-0.027504327,-0.33373353,-1.195814,-0.9211703,-0.42363843,0.6673046,0.6859917,-0.6531443,1.2206903,-0.113865875,0.21562658,-0.71384704,-0.29243305,-0.25931707,-0.43974486,-0.8098887,-0.30906639,-0.49819088,-0.67635673,-0.51023436,-0.44661793,-0.55089694,3.2871096,-0.49454802,0.8374555,1.6970708,3.0623775,1.2358592,-0.12232742,-0.38819453,-1.4765836,-0.31171268,-0.73775536,-0.14945273,-0.405331,-0.29114264,-1.2996185,-1.7056339,-0.69449955,-0.7203087,0.8396358,0.36906388,2.8846297,-0.1891542,-0.2792616,-0.12250783,-0.20623416,0.2050135,1.4921193,0.029214002,-0.7950507,-0.13229266,0.564957,-0.4674316,0.55888605,-0.5884443,-0.091814764,-0.40702885,0.22397445,0.8103397,1.3405676
Mgst2,-0.087410174,2.5026433,0.102015875,0.81623906,-1.3709805,-0.45574227,1.4529741,1.1722594,0.83901167,-0.6675982,1.7255927,-1.0165318,-1.1579884,0.18805256,0.45225075,-0.60324574,-0.06495697,-1.8593798,-0.8261524,2.8631194,-1.0246757,-1.0569539,-0.56024843,-0.85646886,1.8154236,-0.7482622,-0.5376289,0.9507655,-0.54768723,0.39710552,-0.24312317,0.4710433,-0.40985814,-1.2649852,-1.7986149,-1.1933688,0.18765725,0.91577107,-1.2532924,-0.61356276,-1.6666226,0.14498773,0.3355094,-0.031981323,-1.792161,-0.011736987,-1.8543167,0.37031382,-0.33083868,2.998812,5.448288,0.73230207,0.48447388,-0.2984948,-0.027588608,1.1459107,-0.5130732,-1.1826829,-0.9631817,-0.6179428,1.0784357,1.2622753,-0.87604266
Maml3,-0.4466106,-0.2743417,-1.1106125,-1.1423603,-0.5451096,-0.32581916,-0.19741978,0.33878598,0.37293544,-0.29614604,-0.5667881,0.14431547,2.2320414,-0.23453501,-0.25809205,-0.49008295,-0.48910502,-0.47537705,-0.53693056,-0.14855866,-0.1713788,-0.7816833,-0.6550149,-0.106221326,-0.13938597,-0.12409337,2.9695034,1.8210435,-0.057896335,1.6340302,-0.1448194,-0.17839049,-0.4496959,-0.50070804,-0.35274792,-0.48529866,-0.21318893,-0.36668447,-0.35879263,-0.45492733,-0.26807082,-0.4421996,0.61695164,0.7256988,-0.4400092,-0.58457667,0.1725623,-0.022387503,-0.46912855,0.24948101,-0.50858474,0.49473456,-0.7144489,-0.5292018,-0.40548596,-0.16828565,-0.39520043,-0.48466828,-0.46531618,-0.10175618,0.74439245,0.13312547,-0.22418715
Foxo1,0.8050051,0.81807786,-0.38457954,-0.5644523,-1.4780126,-1.5829996,1.3008221,1.0539622,1.2871834,0.9833057,0.71295464,1.0047543,0.46013752,0.39519492,0.3750974,-0.60710955,-0.18453088,0.5147932,-0.76434356,0.8488252,-0.52245873,-1.3144741,-1.4475952,-1.0400338,1.6361307,-0.8993075,-0.20335615,1.8728288,1.4854372,2.01374,-1.1833994,-1.3511951,-0.35534617,-1.0275072,-0.5920353,-1.5223876,-0.9842771,-0.8798515,-0.84518826,-1.4491879,-1.0326468,-1.4279053,-0.24035804,-0.25008023,0.11584581,-0.22119386,0.1478714,0.008611038,1.1513809,-0.0023082157,0.7022559,1.1302212,-0.3203042,-0.6488857,-0.64842784,-0.801713,0.6340262,-0.8852137,-1.4110659,2.1360648,1.2169652,1.8795372,1.7854998
Nhlrc3,0.63729554,0.22957702,-0.39937013,0.2701155,0.7296711,-0.63253963,-0.30528086,0.04943205,-0.28438884,1.3360745,-0.803937,0.51576066,-0.13135125,-0.32126853,0.02298808,0.023190252,0.07439506,0.1265754,-0.059103977,-0.34267056,-0.4291451,0.08827688,0.15741883,-0.3280344,-0.266107,-0.30504838,-0.3958778,-0.6229613,-0.2010152,-0.05061798,-0.4535152,-0.53930634,-1.0577224,-0.035946887,0.51062894,-0.06732196,0.094979286,0.16023861,0.9266761,-0.23304729,0.9439755,0.5743169,-0.074387185,0.36872163,-0.9832103,-0.43259144,-0.30434263,-0.07851811,0.03689385,-0.0543484,-0.26336724,-1.1985756,0.15832144,0.25360903,0.6273174,-0.3248324,1.3994651,0.55430996,-0.00035974325,-0.2591344,0.036231264,-0.11021078,1.8132626
Supt20,0.6303839,-0.12800935,0.6631205,0.50990117,-0.24005738,-0.68509686,-0.6498699,0.14144209,-0.049041938,0.43190065,-0.32866642,0.73757863,-0.43635046,-0.4036487,-0.5922227,-0.5254147,0.7102713,0.41358298,-0.13830158,1.9270319,-1.2381549,-0.23205568,-0.071653575,-1.0283227,2.757417,-0.87946886,0.27292636,0.713733,-0.6543311,-0.2954582,-0.84241295,-0.32800478,-0.16653247,-0.31460604,-0.16234063,-0.31834802,-0.03230507,-0.49566934,1.3185526,-0.10548539,1.3274839,0.4699772,0.09189879,-0.5917042,1.5170985,0.033649422,0.01181607,-0.90266484,-0.38356522,1.365989,-0.24116702,-0.24674194,2.3530908,1.0020776,0.69420254,-0.8130963,1.2044475,0.60601825,0.59279066,1.2080402,-0.71841824,0.009462171,-0.00348846
Spg20,-1.3078897,-1.1856562,-0.2900937,-0.33709678,0.91030127,-0.54500526,-0.26380047,-1.0625376,-0.14674366,-0.5068709,-0.96316457,-0.47903636,0.21626905,-0.4417616,-0.86596245,-0.41921312,0.22457865,-0.50978994,-0.39914688,-0.3044983,-0.35263196,0.34635708,0.5195742,-0.2557636,5.2445917,-0.24121074,-0.43854952,-0.5123783,-0.15208359,0.5066666,-0.060548875,0.09173985,-0.500556,-0.14712363,0.5100445,0.44228166,0.17016242,-0.22151013,-0.692208,-0.6377741,0.53270054,0.26781812,1.0406938,0.5203017,1.9986296,-1.0585701,0.8638145,1.2275038,0.062982745,-0.1040408,-1.2880456,0.121006116,0.1831202,0.07301902,0.56689,-0.28314772,0.17267124,1.1740704,0.2882928,-0.2143486,-0.49721116,0.121380486,-0.3744131
Rnf13,0.7558283,0.85448784,2.2731812,0.46916094,0.3502304,0.558595,-0.452947,0.6306924,0.46999937,-0.7016865,-0.17134646,0.03578975,1.7893302,-0.3214292,-0.19122939,0.00997015,0.43842715,-0.53855246,-0.7361022,2.0573368,2.2454252,1.2790111,1.3795866,-0.6089203,-0.43989652,-0.5427253,0.22438248,-0.24914275,2.8216295,-0.14379339,-0.3988221,-0.3616239,1.0651628,-0.7619811,-0.6456683,-0.4603745,-0.033506487,-0.15040806,-0.0743555,0.53833044,-0.66669047,-1.138436,0.5644787,-0.16442901,-0.06871175,-0.25140032,-0.42732614,0.98599815,-0.38630033,-0.81960714,-0.37269825,0.96370536,-0.76919997,-0.4989495,0.30384818,-0.5067737,-0.62676144,0.06746322,-0.29143202,-0.44707686,-0.29623038,-0.7734283,0.85911316
Pfn2,-0.541649,-0.58246017,-0.41025457,-0.4904712,-0.52587354,-0.21229053,-0.1426862,-0.6485867,-0.121098526,-0.28245836,-0.45242953,-0.43435717,-0.59471935,-0.29774997,-0.11568903,-0.42887738,0.0884554,-0.1791637,-0.49902853,-0.1005566,-0.0718865,-0.24170554,-0.16872446,-0.011704999,-0.07484176,-0.040232502,-0.30141023,-0.15396847,0.006272966,0.045424532,0.1843844,-0.3234535,-0.35932496,0.3854444,0.012955006,0.22953328,0.14421509,-0.502311,-0.17049387,-0.24928226,-0.19602956,-0.29521203,0.32391927,0.47631666,-0.19826676,-0.32161993,-0.30751514,0.38318446,-0.30309564,0.6073565,1.0136442,1.1290098,0.77178746,0.5928478,0.6868713,-0.11448383,-0.28446555,-0.45982718,-0.1268779,-0.04368197,-0.039954975,0.18186942,-0.15661243
Tsc22d2,-1.783878,-0.17839544,0.7355177,-0.4774617,-0.048519187,0.09391336,-0.51070124,0.53570825,0.29562443,1.3988217,-0.67624307,-0.28219116,-0.5600013,0.036382042,0.29586858,0.20525046,0.11701817,0.5727117,0.23555261,-0.6867313,-0.023988415,0.13404398,0.1382896,-0.7413209,-0.5075678,-0.6456345,-0.08091121,-0.64976984,-0.4692932,0.010436682,0.38880646,-0.523789,0.18563162,-0.61140645,0.4413097,-0.2967515,-0.18432347,-0.5700343,-0.44540852,-0.18701553,0.100424364,0.17440484,-0.03964766,-0.11072054,2.3469217,-0.6057934,-0.15846634,-0.30219117,-0.5275346,1.7092836,1.8551089,1.091935,-0.5239471,1.044535,-0.43572587,-0.60996574,-0.42047608,-0.20256232,-0.7713983,-0.54780513,-0.036492746,-0.48149723,0.722517
Siah2,0.5627527,-0.69929373,-0.37780142,0.30462855,0.15673016,0.018545846,-0.43576822,-1.6054701,-2.214653,-0.93536323,-0.9153752,0.83883154,-0.9413677,-2.0925832,-1.4544674,-0.83138126,-0.41200092,1.1168746,-0.11989091,-0.6493718,-0.78554386,-0.37196717,-0.66133434,0.690582,-0.41906866,0.8913454,0.09972762,1.0123873,-0.38619053,-1.0527865,0.38824415,-0.28680223,0.7722976,0.43785736,3.2523022,-0.2647342,-0.25024268,-0.9287913,-0.549712,0.2069904,1.9940516,-0.31180415,-0.76464933,0.43246138,-0.5361856,-1.178033,4.5622916,-0.42278415,-0.5853414,4.1538625,1.0313739,2.597554,0.68626523,4.025338,1.8486342,-0.55070484,0.4073469,1.3721191,-0.43954748,-0.48053297,-0.12911752,-1.0011487,-0.7222983
Med12l,-1.1224935,0.6495585,0.68361163,0.17555651,1.1491482,2.174315,-0.3142704,-0.0711809,0.2398474,-0.108199775,-0.90981054,1.0686042,-0.7849305,0.1413201,0.5644482,0.9627181,0.86187565,0.49172324,-0.024370946,-0.37369105,-0.45983082,2.3881545,2.691163,-0.35182384,-0.27659777,-0.3224705,1.0942671,-0.65566546,-0.21542849,-1.1275235,0.42132404,0.6673784,0.5430251,0.33465937,0.21807969,-0.9969037,-0.36302304,0.82037693,0.2669066,1.5891683,1.0509174,-0.50255626,-0.73660594,-0.56143385,0.53831446,0.6545054,0.30738238,-0.9078154,-0.9185019,-1.4161394,-0.7628821,-1.2736832,-1.4391633,-0.91109043,-1.1746026,-0.34541473,-0.9034332,0.05193977,-0.60067576,3.451141,-0.99162835,-1.0466993,-0.45414054
Gpr171,1.8027797,3.5228863,1.3177471,0.9739012,-0.050853834,1.4246136,-0.77872837,0.59849226,1.0975026,-0.20701264,-1.0418079,0.24510221,0.96614283,0.51597273,1.3135798,1.317931,0.29785553,0.35585278,1.6824208,1.3679281,-1.5030632,0.17388643,-1.0484164,0.9554803,-0.82278,1.5100263,-0.43244338,0.7407217,-0.8136881,-1.8703136,-1.5220754,-0.99625856,0.2132247,-1.1305876,-0.6909158,0.2134698,0.3020969,0.6003281,1.2727653,1.1475011,-0.031995013,2.6333132,-1.2831115,-0.9398491,-1.3728402,0.18147437,-1.1586509,0.40012577,-1.9558871,-0.52040315,1.8435321,1.1101965,-0.28602996,0.42957443,0.18765262,0.6095844,0.93894225,2.0319362,1.4635619,-0.90990466,-0.44340873,-1.2742943,-1.2517538
P2ry13,-0.2626341,0.05841181,-0.27915964,-0.0026696224,-0.3387967,-0.14321437,-0.12205164,-0.1072098,-0.4209421,-0.21471092,1.9907488,0.20295264,-0.38152307,-0.32406017,-0.29706475,-0.27990043,-0.26158246,-0.019565701,-0.094209366,-0.050953213,-0.014843497,-0.1703122,-0.11581182,0.035183918,-0.050658498,-0.0036482748,-0.23600015,-0.08719766,0.03574032,-0.2051036,0.19440055,0.26003918,-0.18913831,-0.21874045,0.3804507,-0.22146134,-0.113080636,-0.10527492,-0.06563725,1.0942464,0.5512136,-0.12979572,0.01404631,-0.1312693,-0.08597804,-0.17248623,-0.026020393,-0.1009568,-0.21612114,-0.26303145,-0.26576948,-0.34820074,0.9258644,-0.2857333,-0.40651274,-0.07820547,-0.17289315,-0.23700906,-0.2878698,-0.008195228,-0.18309122,-0.10008575,-0.1091255
Mbnl1,1.7411048,1.5043211,2.3261676,2.4375224,0.5931547,0.071766905,-0.27547517,2.077204,1.6851522,-0.5991447,1.4130535,1.4873965,1.4930944,-0.40258607,0.43151888,-0.037526134,-0.57250077,-0.33298755,0.029591786,0.68986124,-0.6950528,-0.8724361,-0.63741285,-2.677911,1.8425635,0.33051565,0.104536094,-1.7182405,0.48037156,0.88015026,-1.8845228,-1.4803387,0.17919938,-1.6428384,-1.297797,-1.5834345,-1.7800326,-0.9301102,-0.32513693,-1.4583237,-1.06912,-0.7755996,-0.5416666,-0.8396017,1.2406417,0.4700731,-0.07093102,0.004991477,1.9993633,2.0947006,2.1467574,1.6383547,2.5036182,0.83346087,0.4103825,1.5276567,0.9608711,0.32884794,0.43716514,-0.4762636,-1.1212368,-0.13855992,1.5921628
Rap2b,-0.91937536,-1.0667819,0.539458,-0.005184439,-0.2480952,2.7061713,1.68014,0.34631148,-0.43981317,0.42405576,-0.6856282,-0.38293308,0.6568898,0.7120773,0.7206854,0.14393273,0.47512382,0.66255623,0.12679748,-0.77676904,-1.0253682,1.0376968,1.7200851,1.9929943,2.0843005,-0.731356,-0.1911632,0.026497705,-0.5369926,-0.254425,-0.69479924,-0.3908388,1.1605653,-0.52602935,-0.62646234,0.03977251,-0.0394548,0.1307886,0.34224638,0.8754797,-0.51104325,0.088259645,-0.06675204,-0.45131332,-0.0046517495,-0.11308119,-0.3607664,-0.73686254,-0.024581525,-0.5589206,-0.9633131,-0.47184244,-1.1760421,-0.50381494,-0.2474989,-0.68326837,0.029815314,-0.7523283,-0.10107591,-0.6216792,-0.76911485,-0.83061105,0.2701619
