gene_name,A5P,A5T,A8P,A8T,C5P,C8P,NP14B
Ptpra,0.043577667,-0.046509184,0.044679828,0.014421205,0.013550763,0.02609343,-0.045857396
4930402H24Rik,-0.0040541273,-0.017079644,0.054193377,0.060691513,-0.022919744,0.12795858,-0.009134657
Atrn,-0.029310403,0.0024686796,0.053077903,0.023906864,-0.05832349,-0.0036487742,0.08045719
Cdc25b,-0.047414426,0.08050872,0.03435669,-0.0137709575,0.31850708,-0.16381423,-0.56085753
Smox,-0.0147316065,0.036830742,0.036608506,0.002022584,-0.050833482,0.0043712333,-0.07695345
Rassf2,-0.03396223,0.04527191,-0.083172746,-0.109202564,-0.11003402,-0.05366269,0.54262984
Pcna,0.18188293,0.0794694,-0.27813897,-0.2310213,0.14700226,-0.08958995,-0.36204627
Gpcpd1,-0.0129995905,0.010656551,0.04868219,-0.04369303,-0.074376605,-0.04666532,0.2230344
Shld1,-0.04660562,-0.019709235,-0.06017438,0.010695417,0.023355126,0.13328792,0.18688953
Tmx4,0.045236308,-0.031498503,0.04522726,0.055032495,-0.064154595,-0.019604098,0.05648411
Plcb4,-0.018694725,-0.037038814,-0.068395995,-0.064839825,-0.013261262,-0.012118769,0.047078032
Esf1,0.017127004,-0.006257879,-0.032980766,-0.055011917,0.018967029,0.010785755,0.17364025
Bfsp1,-0.018954683,-0.015052894,-0.04223128,0.004133054,-0.011996941,-0.046019703,-0.07053976
Dstn,0.006180719,0.01243769,0.14171468,0.1669401,0.04497115,-0.1331598,-0.40404037
Rbbp9,0.026304845,-0.042400397,-0.05018988,-0.007301089,-0.047923744,0.011892315,0.12536643
Ralgapa2,-0.050916284,0.00446033,0.12239295,0.08843302,-0.0845533,0.084237054,-0.09618676
Kiz,-0.009116909,-0.016585566,0.11085882,0.04551809,-0.052247923,-0.0016340298,-0.017991234
Cd93,-0.0047801873,0.010386899,-0.060115423,-0.052554086,-0.040317807,-0.0048726466,-0.069931224
Napb,-0.021569734,-0.015472442,-0.044720013,-0.045118336,-0.02981601,0.0021163702,0.00047597406
Cst3,-0.028164258,-0.03885535,-0.047668394,0.016797604,0.14298786,0.38221517,-0.5665812
Zfp120,-0.0068852203,-0.04960222,-0.08996842,-0.028489722,0.018132616,0.15652904,0.18596038
Zfp937,-0.021856481,-0.017178223,-0.072246864,-0.066433445,-0.03529841,0.011489533,0.0656878
3300002I08Rik,-0.0138565665,-0.014385205,-0.03974587,-0.04463864,-0.04316559,0.007835209,0.042661387
Gm10130,-0.016092397,0.015582585,-0.087796025,-0.107422605,-0.00016417682,0.13186534,0.17503731
Zfp442,-0.018842176,-0.0038257395,-0.020016422,-0.054975446,-0.010903649,0.055835847,0.036841266
Acss1,-0.046281587,-0.042513344,0.084622286,0.0997545,-0.07731577,-0.021080898,0.07424593
Entpd6,0.008672999,-0.05350689,-0.02216867,-0.011255029,-0.024154713,0.020023841,0.263173
Sdcbp2,-0.112350956,-0.11955655,-0.003550349,0.024471432,0.30008212,0.59194297,-0.6005074
Tbc1d20,-0.044940244,-0.07890829,0.12279164,0.03200745,0.049134742,0.16466798,-0.16581059
Sox12,0.06587761,-0.03161117,-0.011425177,-0.06623107,-0.019508751,-0.062184412,0.027907226
Id1,-0.0216269,-0.028261406,-0.036179867,-0.013217976,0.036208298,-0.066105336,-0.08103487
Tpx2,0.076012045,0.06259292,-0.233536,-0.20645644,0.2429277,0.04240705,-0.2889036
Hck,-0.026626928,0.008420574,-0.0906542,-0.058829077,-0.03623634,-0.01753978,-0.08127565
Tm9sf4,-0.0075304024,-0.039459907,-0.040848758,0.018453497,-0.00054169673,0.11455315,0.0758161
Pofut1,-0.020999374,-0.04787536,0.0011197282,-0.018371228,-0.027262146,0.10759288,0.16133678
Kif3b,-0.045544382,-0.061417576,0.06082812,0.040400267,0.02239659,0.03554631,0.034377865
Nol4l,0.026987264,-0.055922292,-0.03153684,-0.024391038,-0.036131315,0.066768855,-0.041029602
Dnmt3b,-0.02051045,-0.08273536,0.023069017,-0.034667578,0.00047324927,0.22277316,-0.03715137
Cdk5rap1,-0.039996136,-0.06993857,-0.12915689,-0.010006713,-0.067852914,-0.11328632,0.620197
Cbfa2t2,-0.01106639,0.05780153,0.071856715,-0.027249869,-0.010920349,-0.03774496,0.016941886
a,0.00067190005,0.028564237,0.023705676,0.22179987,-0.11154259,-0.0488376,-0.19615036
Itch,-0.07399748,-0.041841462,0.073771805,0.016256135,-0.014891062,0.15832017,0.036070827
Trp53inp2,0.0023518451,0.04728858,-0.0062035318,0.04275139,0.030824749,-0.122875445,-0.20982231
Ncoa6,-0.01071808,-0.028163835,0.11068238,0.0056306715,-0.046220463,0.023815606,0.0079168035
Ggt7,0.040300954,0.010009062,-0.020452015,-0.027123513,-0.015199799,0.002051946,-0.059351165
Acss2,-0.007840728,-0.024438541,0.32984856,0.22947611,-0.18500932,-0.33170322,0.03264959
Trpc4ap,-0.030136198,0.008011673,-0.0408453,-0.04402642,-0.0017317729,-0.06622155,0.18758234
Phf20,0.0035596748,-0.036310207,0.045337282,0.08613855,-0.097655006,0.013394084,0.1875936
Cnbd2,-0.013319619,0.0057551293,-0.058592934,-0.06124003,-0.009907339,-0.0076236036,0.014593394
Dlgap4,-0.040131535,0.032393858,0.057368975,0.056286626,-0.0018660442,-0.01948895,-0.05441762
Ndrg3,-0.012198487,-0.017479692,-0.012354366,-0.045798916,-0.017794047,-0.10672713,0.23179048
Samhd1,-0.09216509,0.10781955,0.039329126,0.1167998,-0.061216984,0.37010276,-0.41239804
Blcap,0.00078814384,-0.0361723,-0.030932145,0.009694433,-0.040333144,0.14020464,0.08827981
Tgm2,0.0053265174,0.015922308,-0.039790764,-0.040915336,-0.033401113,-0.03448175,-0.04812847
Lbp,-0.0034319698,-0.029662041,-0.07193406,-0.038860887,-0.0356435,-0.057043135,0.10308608
Ralgapb,-0.023453278,-0.013685862,0.0064852196,0.098190054,-0.012074606,0.081765406,0.007992014
Ppp1r16b,-0.13887365,-0.020329947,-0.037753113,-0.06969715,0.18752478,0.30515194,-0.124587536
Mafb,0.019789463,-0.025001008,-0.036556263,-0.040879752,-0.02743538,-0.04460921,-0.051488765
Plcg1,-0.004603006,0.033461265,0.19094795,0.117578976,-0.15729316,-0.08454848,-0.021649517
Zhx3,0.010704477,-0.012800212,-0.02677745,-0.056393895,-0.0467701,0.027999304,0.12804253
Chd6,-0.05862912,-0.054468073,0.0051178536,-0.05026901,-0.09159622,0.06282787,0.4172408
Fitm2,0.01958087,-0.009383459,-0.006119393,-0.009395926,-0.05195367,0.052029405,0.054201413
Serinc3,-0.02932372,-0.054639556,-0.07673611,-0.21931402,0.1784308,0.7887981,-0.57883525
Pkig,0.056805998,-0.06773431,-0.07697262,-0.09518219,0.009478134,0.03510624,-0.14876196
Slpi,-0.031000594,0.007826722,-0.120581865,-0.14474867,-0.053038813,-0.096887395,0.37712544
Sdc4,-0.014095496,-0.0411958,-0.07456596,-0.08815918,-0.025595315,-0.055695925,-0.06490817
Dbndd2,0.017847689,-0.03567733,-0.04083205,-0.027200785,-0.042067,0.027592177,-0.026598666
Ube2c,-0.007859238,0.15088324,-0.31119245,-0.2348064,0.37262696,0.051424723,-0.41268045
Zswim3,-0.023937818,0.0077786394,-0.06520956,-0.086950876,-0.039880462,0.17836288,0.042317003
Ctsa,-0.08515198,-0.09175697,0.33385357,0.16989605,0.11043238,0.077820346,-0.5240072
Pltp,0.003965981,0.05957043,-0.016136434,-0.033061456,-0.021149263,-0.12070169,0.0053043035
Zfp335,0.006811989,-0.03190033,0.03641003,0.017318364,-0.004462421,0.06729697,-0.034166805
Mmp9,-0.003336906,-0.004333766,-0.02573884,-0.03421222,-0.009950711,-0.014629223,-0.035736147
Cd40,-0.012375424,-0.018297601,-0.051758092,-0.043297168,-0.028826747,-0.017862959,-0.053017147
Eya2,0.055335417,0.006402351,-0.03170395,0.028168034,-0.111554965,-0.079115935,0.17832707
Zmynd8,-0.101777725,0.011761684,-0.08009221,-0.13993749,0.16725226,-0.06351297,0.17626376
Ncoa3,-0.07165765,0.042244487,0.013188157,-0.08961686,0.004579787,0.11207225,0.11571147
Sulf2,-0.0094358865,-0.016270489,-0.06500221,-0.05625952,-0.035606313,-0.045546077,-0.055925265
Prex1,0.0054582995,-0.14453451,0.20540668,0.09373924,0.1802714,0.4685909,-0.6707665
Znfx1,-0.04945272,-0.055582345,0.0975685,0.09157468,-0.042290416,0.19541012,-0.0512666
Slc9a8,-0.0408463,-0.05108726,-0.07027111,-0.08212022,-0.0066534556,0.20604114,0.1999048
Rnf114,-0.09555695,0.045376927,0.034046505,-0.00680675,0.0030165599,0.34479156,-0.22610374
Cebpb,0.057513215,0.14154975,-0.122022785,-0.117934674,-0.16538657,0.0020883654,0.06444019
Zfp217,-0.045845497,-0.0048360154,-0.08073203,-0.06788739,-0.10020757,0.102480896,0.39532048
Fam210b,-0.035533328,-0.02561218,0.0076204343,0.06999286,0.005420338,0.0221138,-0.05816389
Fam209,0.01758903,-0.034033623,-0.03269226,0.026584951,-0.03545255,-0.0047381315,-0.08561057
Spo11,-0.011029814,0.022714537,-0.06712696,-0.044005264,-0.053720072,0.15594915,-0.004309891
Zbp1,-0.12737012,0.09860801,-0.18525347,-0.16085386,0.21169294,0.5657667,-0.41779226
Pmepa1,-0.020462302,0.009611763,-0.27146795,-0.17910542,-0.14139783,-0.22693472,1.126611
Stx16,-0.022502335,-0.027416086,0.049943216,-0.028787117,-0.07860832,0.19841766,0.18504128
Ctsz,0.017629294,-0.058311418,-0.069494195,-0.13378356,0.17943227,-0.0674642,-0.08021922
Zfp831,-0.034764215,0.06345973,-0.007719542,0.045435533,-0.0956808,-0.12650123,0.24037893
Gm14399,0.0040025604,-0.02925975,-0.05800426,-0.057664607,-0.020014115,-0.025693368,0.06286123
Gm4631,0.007925598,-0.02923494,-0.070743464,-0.06682361,-0.021371854,0.094945945,0.17489801
Zfp966,-0.009585199,-0.029938698,-0.014574998,-0.026457539,0.004254403,-0.03218421,-0.015668957
Zfp973,-0.020834459,-0.031711534,-0.059208844,-0.03647627,-0.008350383,0.07403312,-0.08115369
Gm14410,-0.012206042,-0.047986526,-0.0038560072,-0.026021132,-0.015876336,-0.010501848,-0.06434606
Gm14325,-0.01359663,-0.0140969055,-0.036928937,0.004997939,0.0024990817,0.0071201236,0.0003525137
Zfp972,-0.012414243,-0.006211616,-0.014920544,-0.04124552,-0.03306821,-0.031145249,-0.014009308
Zfp971,0.0028982926,-0.027057013,-0.032754354,-0.058801383,-0.0133280875,0.028061664,0.13103065
Zfp931,-0.038363066,-0.060065668,0.03781464,-0.02774585,-0.008121634,0.052157044,0.18405126
Phactr3,-0.0102258185,-0.017941788,-0.04549488,-0.045010105,-0.024765672,-0.028715227,-0.04691002
Ss18l1,0.005701528,-0.02537031,-0.00294884,-0.065973915,-0.044668566,0.0053786435,0.05244718
Rps21,-0.037940223,0.024636116,-0.3670968,-0.18369797,-0.21617056,-0.072007746,1.3776574
Dido1,-0.00614933,-0.061307546,0.0070173284,0.015510909,0.0012051645,0.28377545,0.105565
Slc17a9,-0.008369092,-0.059507687,0.018350383,-0.017582068,-0.038993895,-0.010907342,0.36908406
Helz2,-0.052880675,0.0016070902,0.0047977157,-0.028713267,0.093660206,0.06221765,-0.0827721
Dnajc5,-0.025499757,-0.012570277,0.2223999,0.009684564,0.017554667,0.123559214,-0.17023095
Uckl1,-0.035069164,-0.0043521035,0.079149745,0.0066372827,0.027952602,-0.038055487,-0.010974825
Zfp512b,-0.034566753,-0.030972766,-0.03191483,0.057133127,-0.04839185,0.11844479,0.16516787
Pcmtd2,-0.032179017,-0.0686312,0.24559632,0.056060977,-0.03861123,0.06842769,0.09266008
Ppp1r3f,0.006460402,0.056517094,-0.051775455,-0.037812807,-0.05111009,-0.05028571,0.17190038
Syp,0.007622874,-0.017489891,-0.05581827,-0.049190935,-0.024757003,-0.031887867,-0.0077706333
Prickle3,-0.0194589,-0.027677482,0.0050505674,-0.0084264055,-0.08303222,0.18407628,0.13048841
Wdr45,-0.024944365,0.022222418,0.06697974,0.025429461,-0.029491024,-0.039856754,-0.081392266
Tfe3,-0.019768255,-0.06750859,0.09089881,0.043590773,0.07911336,-0.06320188,-0.108874656
Gripap1,-0.0646259,-0.0014726955,0.011281065,0.038522013,0.03372223,-0.046983358,0.012529188
Pim2,-0.08833094,-0.030284325,-0.0758392,-0.06124803,0.05458277,0.04985418,0.25526455
Slc35a2,-0.00635195,-0.0013118306,0.00043113393,-0.09455348,0.07738947,-0.055378146,-0.032769572
Wdr13,-0.027577044,-0.0051810686,0.034550406,-0.029629756,-0.026609223,0.07105084,0.11295738
Cybb,-0.034913994,-0.010646879,-0.102453716,-0.077626824,-0.057273496,-0.0052598836,-0.11463965
Bcor,0.0003566975,-0.031119302,0.022350525,-0.059308544,-0.03342588,0.098357484,0.17766754
Usp9x,-0.036467694,-0.0021836765,-0.054455895,-0.038337696,-0.0019659123,-0.045587137,0.2051624
Ddx3x,0.058184467,0.042658005,0.061992735,-0.006050865,-0.07604192,-0.42451087,0.12373669
Cask,-0.027848274,-0.006942962,-0.0625771,-0.047128297,-0.01899852,-0.02109641,0.0056445473
Gpr34,0.020008534,-0.005905595,-0.1085664,-0.09981488,-0.063472115,-0.019783184,0.14559306
Kdm6a,-0.016438106,0.011170616,0.15021884,0.0062705176,-0.0010074286,-0.078478,-0.07560126
Slc9a7,-0.029743994,-0.029552242,0.22957057,0.09504648,-0.053396456,-0.13070959,-0.2094525
Araf,-0.026525147,-0.060986444,-0.03163138,0.0925029,-0.021802047,0.04967944,-0.025005866
Cfp,-0.01981457,-0.018683758,-0.05185516,-0.030763956,-0.056418963,0.0048048384,0.0072415457
Elk1,-0.030939963,-0.028043436,0.040425353,0.012563578,0.030536657,0.027576998,0.028065408
Zfp182,-0.0057367333,-0.050023556,0.10394909,0.025624456,-0.032306936,0.15205695,0.024541004
Zfp300,-0.0009049691,-0.03391607,-0.09193024,-0.0062224595,-0.019457093,0.053944085,0.03616282
Wdr44,-0.044013586,-0.015962843,0.106675155,0.07853476,-0.060873482,0.13700002,-0.09671063
Akap17b,0.055783525,0.016776426,0.025864108,-0.038014904,-0.08550748,0.10003093,0.03000758
Rpl39,-0.06885181,0.15156059,-0.5117201,-0.3598337,-0.22903374,0.18932721,1.2637125
Upf3b,-0.029688794,-0.046867896,0.10434124,-0.019031586,0.026446829,0.18381812,-0.08125625
Rhox8,0.0067327586,-0.04035562,-0.038811505,-0.07332993,-0.057005968,0.007968107,0.24784675
Lamp2,-0.028033677,-0.061776385,-0.004499833,-0.0046777553,0.029151104,0.35166594,-0.22042052
Gria3,-0.008400272,-0.016539091,-0.086350374,-0.08599665,-0.044211958,-0.07431844,0.20154679
Xiap,-0.0076333396,-0.07351932,0.058537953,-0.09438287,0.06800968,0.28262755,-0.07505883
Sh2d1a,-0.028244054,0.062703855,0.15627845,0.20580567,0.048208404,0.062104367,-0.8193674
Ocrl,-0.015346278,-0.06835841,0.050497454,-0.0506069,-0.01623211,0.034564465,0.20456034
Zdhhc9,-0.0067166835,0.022809265,0.016931817,0.024908792,0.02333317,-0.019293664,-0.0328788
Utp14a,-0.04140924,0.06928431,-0.042596787,-0.049482297,-0.065402344,-0.04707031,0.145751
Bcorl1,0.032544233,-0.029245308,0.050748195,0.049377624,-0.07661732,-0.032234173,0.09420526
Elf4,-0.00880835,0.0003995322,0.19050774,0.05858568,-0.03751121,0.06794014,-0.27045676
Zfp280c,0.011737871,-0.016670067,0.11717319,0.00031563974,-0.0621884,0.07401599,0.0029373355
Mospd1,-0.013060891,-0.0011925076,0.053343426,0.08802154,-0.053487353,0.022078838,-0.09652537
Xlr,-0.008636058,0.050942626,-0.08142332,0.06355981,-0.05338714,-0.054865684,-0.06005902
3830403N18Rik,0.022651352,-0.08836995,0.0551698,-0.083461836,0.14383642,0.04800196,-0.11870816
Ints6l,-0.031694327,-0.01701383,0.022837449,-0.026929261,0.037985902,0.108712845,0.086259454
Slc9a6,-9.3803515e-05,-0.032082632,0.12288834,0.02597806,-0.0029973271,0.023738917,-0.07097007
Cd40lg,-0.022708438,-0.10085555,0.15316464,-0.10510277,0.21441266,-0.018831799,-0.012485795
Fgf13,-0.03207229,0.11390137,0.050538532,0.14167646,-0.1360191,-0.2546004,0.025177598
Ids,-0.022722324,-0.012449343,0.1004144,0.024476904,-0.044426885,0.06737756,-0.016318845
Mtm1,0.0031517171,0.018428037,-0.060133807,-0.0296058,-0.06388281,-0.06641446,0.097069494
Zfp275,-0.013644535,-0.013166558,0.059138786,-0.012382261,-0.039383672,0.09213002,0.040821895
Slc6a8,-0.0036840825,-0.015342012,0.011163774,-0.03577589,-0.0057237637,-0.03336211,-0.04888486
Srpk3,-0.010196689,-0.021853724,-0.054366346,-0.053759236,-0.012936573,-0.017372547,-0.05613862
L1cam,-0.01237912,-0.03620298,0.08658076,0.031673446,0.018257983,0.23694974,-0.24905992
Arhgap4,-0.05214595,-0.05531311,0.15617028,-0.020138731,-0.0634109,0.08370215,0.13122426
Avpr2,-0.008116034,-0.017722659,-0.060913052,-0.053697817,0.0041106413,-0.028075386,0.008296664
Irak1,-0.0089397095,-0.0187176,-0.039316162,-0.059073158,-0.012061023,0.16854961,0.027229397
Mecp2,-0.020147733,-0.034658227,0.051916815,0.0370131,-0.045320984,0.037712757,0.10985813
Tktl1,-0.013027938,-0.0024289624,0.011520197,-0.04367946,-0.03219917,-0.03053716,-0.07043301
Dnase1l1,-0.0064236936,-0.049249858,-0.022877336,0.060431365,0.0012047128,0.11251132,-0.0760279
Taz,-0.028537981,-0.05842504,0.028990164,0.011067869,-0.08016061,0.0673621,0.2538668
Gdi1,-0.025881428,-0.00997564,0.0056235488,0.07563557,-0.06802271,0.14523719,0.079569675
Ikbkg,-0.02870111,0.027881084,0.034605555,0.019788666,0.009998118,-0.020961618,-0.07666258
Gab3,-0.036276493,0.025050176,0.14562665,0.14803898,-0.18394138,-0.115733355,-0.029159019
Mpp1,-0.008546356,0.069917575,-0.19620202,-0.08854285,-0.077013046,-0.08045315,0.38011205
Cmc4,0.0055719106,-0.061833333,-0.008289974,0.046227843,0.028830038,0.1815871,-0.03901713
Mtcp1,-0.04377226,-0.029125037,-0.040552776,-0.0140587045,0.04668893,0.15238552,0.09586009
Prkx,-0.033584747,0.021099353,0.22056574,0.15987581,0.017626025,-0.19252394,-0.357512
Prrg1,0.0437204,-0.04209526,-0.062456664,-0.1260743,-0.060767394,-0.10765852,0.5651377
5430427O19Rik,-0.019768938,-0.04063979,0.122265324,0.12932776,-0.020569198,0.15629843,-0.2563173
Zxdb,-0.043831125,-0.012759674,0.121584415,0.037641753,-0.0105513055,-0.035859104,-0.04937083
Amer1,0.0039858245,-0.06723581,-0.060556285,-0.038854893,-0.06435121,0.04612876,0.41601208
Zc3h12b,-0.018084472,0.0064637195,-0.037409026,-0.055539567,-0.035470523,-0.055652164,0.045398705
Ar,-0.060754877,-0.14582704,0.048655704,-0.07647779,0.20144713,0.2663578,0.078316644
Efnb1,-0.012165802,0.012131999,-0.035373636,-0.06166343,-0.0321528,-0.03512067,-0.029802341
Dlg3,0.0034634324,-0.052745026,-0.045308348,-0.080108665,0.0076565463,0.025222342,0.0934604
Gm614,-0.008922651,0.016348077,-0.03003345,-0.038540155,0.0018320385,-0.06496279,-0.03212194
Il2rg,-0.14024273,0.05241784,0.17692319,0.080962665,0.11890552,-0.2271581,-0.1441775
Ogt,-0.12945451,-0.23871274,0.3891246,0.22790535,-0.15465407,0.54245156,0.06260069
Cxcr3,-0.012388296,0.041247204,0.12961426,0.13128683,0.19085212,0.09790362,-0.8859438
Nhsl2,0.016925013,-0.006299954,0.407189,0.14494212,-0.14865954,-0.20669766,-0.24951647
Chic1,-0.04087689,-0.0067225923,-0.034707934,0.0034144982,-0.018166455,0.013094698,-0.090090886
Rlim,-0.049747877,0.06534825,-0.11732972,-0.098757476,0.16841462,-0.19779322,-0.095859915
Atrx,-0.03278613,-0.121050335,0.18352515,0.0028009259,0.006153608,0.18216665,-0.021245956
Atp7a,0.0003156448,0.0076402365,0.064546354,0.038233515,-0.03235757,-0.019017033,-0.05182483
Pgk1,0.14334002,0.02866657,-0.2656593,-0.1752793,0.25382578,0.047081694,-0.43853897
P2ry10,-0.067104466,0.063520394,-0.0066156336,0.026723867,0.09199729,-0.16159654,-0.27057108
P2ry10b,-0.05756162,0.025685988,0.04082775,0.03562136,0.011037067,-0.09129895,-0.019161485
Gpr174,-0.093950264,0.08232133,0.023118222,0.07970812,-0.014058294,0.14463915,-0.20649107
Itm2a,-0.035399657,0.036388826,-0.15133402,-0.06856365,0.053607732,0.08965012,0.14552791
Brwd3,-0.020258995,-0.02533631,0.05236183,0.040457573,0.005482939,0.08734358,-0.0920939
Gm6377,-0.01988751,-0.014412345,-0.0644351,-0.05585471,-0.033135906,-0.02413048,-0.05493349
Diaph2,-0.03119313,-0.04133367,0.01627387,0.058259264,-0.041110326,-0.035103325,0.22535712
Xkrx,-0.008296691,0.001324423,-0.10028936,-0.07482142,-0.040600836,-0.04407993,0.18545386
Btk,-0.016314177,-0.03041064,-0.079348646,-0.071116336,-0.048127376,0.01603152,-0.09093688
Rpl36a,0.065305136,0.09998158,-0.68095547,-0.50907314,-0.08292541,0.04705258,1.4277024
Gla,-0.017212778,0.09015258,-0.05066754,-0.038413532,0.044351734,-0.031483956,-0.13543247
Armcx2,-0.053157326,0.05925485,-0.08860787,-0.036021776,-0.0071569015,-0.007876646,0.22004627
Zmat1,-0.0028406004,0.024930717,-0.060095634,-0.04319082,-0.06599256,-0.089411266,0.26735905
Armcx5,-0.01347262,0.012607572,-0.0032982486,0.011820642,0.02275466,-0.026484482,-0.047917765
Gprasp1,-0.031502854,0.0110381255,-0.05086879,0.00627603,0.026785797,-0.041068807,0.14157613
Plp1,-0.0024231852,-0.018445602,-0.052218445,-0.046357483,-0.04431536,-0.0640924,0.20136476
Tmsb15l,-0.006933993,-0.04265717,0.0064210244,-0.017967686,0.0077211717,-0.03869539,-0.061623633
Tmsb15b1,-0.014705386,-0.05643401,0.022402352,0.053121462,0.0070798965,0.17422213,-0.11634225
Slc25a53,0.011513562,-0.03963578,0.001513258,0.060482644,0.009393528,0.06959264,-0.09728728
Fam199x,-0.0025771062,-0.020164045,0.026905373,0.053376805,-0.029796511,0.065571524,0.087392725
Rnf128,-0.03408659,-0.0034258198,-0.023250053,-0.05065567,-0.005354394,0.040912025,-0.04798367
Rbm41,-0.039926484,0.012007839,0.045846112,0.029558444,0.029293697,0.038260818,-0.031117275
Tsc22d3,-0.061075274,0.20154655,-0.04591959,0.1407694,-0.28355807,0.31103635,-0.33243227
Acsl4,0.014223736,-0.009657933,0.1669303,0.06535705,0.0128194615,-0.08787672,-0.18051177
Fam120c,2.9124776e-05,-0.01631112,-0.0116102,-0.029271407,-0.011629824,-0.015156551,0.10095171
Kantr,-0.038438205,-0.015544003,-0.03434991,-0.0558505,-0.04347421,0.13975973,0.25505018
Tspyl2,0.016239813,0.06539726,-0.07561505,-0.016161611,-0.02968228,-0.10539352,0.12178485
Sat1,-0.045759805,0.0036423241,-0.04148706,0.04326251,0.036532782,0.12934826,-0.16799895
Mbtps2,-0.033777554,-0.031477906,0.04750853,0.011867735,-0.022684764,0.09447732,0.1319402
Rps6ka3,-0.00957089,0.016063804,0.12647492,0.091583036,-0.15819317,-0.046970736,0.09914027
Map3k15,0.007440091,-0.022134267,0.0021990142,-0.006244759,-0.017437674,-0.016802937,-0.08720955
Cdkl5,-0.015177156,-0.019577414,-0.040498406,-0.03398869,-0.039228227,-0.02935748,-0.0034120213
Txlng,-0.052502904,-0.034085277,0.05360192,0.020132205,0.045482352,0.012579379,0.003209142
Ap1s2,-0.0670054,-0.054789733,0.051746286,0.033935133,0.25645724,0.28264013,-0.49115503
Zrsr2,-0.028091075,-0.0062697683,0.11446212,0.053670086,0.04136678,-0.09457931,-0.14242436
Car5b,0.0008382799,0.01263276,0.20119101,0.09498198,-0.12262626,0.31647703,-0.44693708
Bmx,-0.0046556974,-0.024262233,0.015354383,-0.03904838,-0.022824544,-0.032340564,-0.057420585
Piga,0.026429372,0.024879318,0.010649658,-0.020918777,-0.09355857,-0.03385206,0.15832992
Tceanc,0.035725642,-0.012596573,-0.0285217,-0.07524802,0.020489585,-0.035009716,0.15426901
Tmsb4x,-0.047919087,0.0603489,0.10245365,0.04566864,0.51547676,0.041428614,-1.3184489
Tlr7,-0.0577504,-0.006873777,-0.14539565,-0.14236033,0.18045215,0.025540989,0.04496598
Stmn2,0.01846626,-0.07027255,-0.044079985,0.0011839849,0.046981234,-0.038448334,-0.06394271
Tpd52,-0.033156324,0.051340092,-0.13880973,-0.1377104,-0.025870787,0.022959532,0.21243729
Zbtb10,-0.016899835,0.19207202,-0.15610608,-0.10078688,-0.063587755,-0.11865455,0.018874237
Pag1,0.031966604,0.059672352,0.048015974,0.069228075,-0.16815196,-0.15374425,0.1664364
Fabp5,0.35821337,-0.18388161,-0.1280429,-0.077047125,-0.027796235,-0.11293072,-0.073606364
E2f5,-0.030467484,0.007294386,-0.017496811,-0.02170744,0.038117558,-0.030121762,0.12827997
Car2,-0.042669814,0.018025145,-0.12985882,-0.11535125,0.029019725,-0.11801094,0.043776315
Gm5150,-0.017918477,-0.005327112,-0.03861212,-0.03035198,-0.028843224,0.0032092505,-0.03927902
Ythdf3,-0.016629033,0.026903119,0.06563367,0.0878627,-0.06082124,0.039336253,-0.04023777
Pde7a,-0.08138226,-0.0369414,0.15255968,0.18938793,-0.15672584,0.058727846,0.049669057
Hps3,-0.03324726,-0.017445661,0.10272797,0.07466027,-0.041495405,-0.0690086,0.11294408
Nceh1,0.0011134588,-0.008067044,0.07859586,0.027542863,-0.02557998,-0.03796589,0.1078079
Tnfsf10,0.0026504307,0.03948482,0.030787649,-0.009802071,-0.07292143,-0.02294042,-0.020610869
Tnik,-0.052866787,0.016097194,0.096934386,0.0652099,-0.094804466,0.015587158,0.2823709
Actrt3,-0.024417331,0.0129630845,-0.045692544,-0.05511467,-0.0018936779,-0.05801544,-0.053298756
Phc3,-0.03438609,-0.059782207,0.1139033,0.026018526,-0.06772155,0.18538915,0.13437048
Skil,-0.0637821,0.03174018,-0.051819403,-0.007907266,0.0613195,-0.28245273,0.17536774
Zmat3,-0.019741938,0.021524705,0.043173403,0.05531577,-0.024050307,0.057244148,-0.07392519
Pik3ca,-0.031616013,-0.053655688,0.15888348,-0.049404845,-0.03926686,0.12127822,0.08856072
Ttc14,-0.052922685,-0.09934105,0.07676702,0.028972438,0.03205959,0.22035427,0.003568083
Atp11b,-0.07010708,0.0961687,-0.032175917,0.0524359,-0.049590975,-0.31305927,0.20731054
Mccc1,0.0033133077,-0.02236577,0.010198625,-0.050768133,-0.0087986225,-0.008319569,0.16911219
Zfp267,0.008636297,-0.034560405,0.0040788306,-0.047647994,0.000830942,-0.0018014499,0.048999935
1810062G17Rik,0.020441923,-0.015773188,-0.06586813,0.0034354492,0.010193957,0.030923802,-0.028153444
Ccna2,0.17024912,0.08999609,-0.29637077,-0.23382284,0.17288204,-0.033584643,-0.32714298
4932438A13Rik,-0.07631581,0.05439152,0.014240013,0.097076766,-0.046771545,-0.006027546,0.07879613
Bbs12,-0.0056700665,-0.04000652,-0.019998228,0.008134267,0.0023568347,0.08070739,-0.025277942
Spry1,-0.03309591,-0.032439467,-0.07995678,-0.061496716,0.09743998,0.07023424,-0.048259515
Abhd18,-0.010399607,-0.05755,-0.01737969,0.009023499,-0.038693678,0.15622884,0.18981393
Jade1,0.054794636,-0.047692426,-0.031455047,-0.037405323,-0.080961786,0.098032035,0.12616318
D3Ertd751e,-0.03973203,-0.014627793,-0.042100664,0.037544597,-0.037774444,-0.036315612,0.05450429
