gene_name,A5,A8,C5,C8,NAV
Ywhah,2.3175092,-2.0146608,2.631858,1.0144936,-2.1097717
Uvssa,-0.6543849,0.34823903,-1.3989083,1.2281873,1.1838274
Fam53a,-0.33176863,0.11903851,-0.053857744,0.028428718,0.33968067
Gm9903,-0.22181442,-0.3177737,-0.030792331,-0.37564617,-0.08569919
Slbp,2.9037256,-1.339909,0.84659576,-0.24696381,-1.2823079
Tacc3,1.9360087,-1.4815977,1.6556581,0.06532008,-0.9751655
Poln,0.42530718,-0.22903396,-0.22226836,-0.02117788,-0.1346667
Mxd4,-1.682906,1.6327602,-0.38073778,0.7023246,-0.5157276
Zfyve28,0.24468206,-0.2611222,0.09774539,-0.6071858,-0.056013502
Fam193a,-0.6957099,0.67113876,-0.72542286,0.36143258,0.27365473
Sh3bp2,-0.3124421,-0.076800324,-0.16583905,2.2509718,-0.42359462
Nop14,0.09687602,-0.48730335,0.20000346,0.2126684,0.27972123
Grk4,0.29659104,0.048471794,-0.32186106,-0.1303765,0.016922092
Msantd1,-0.08906585,-0.3894494,0.11687595,-0.25880793,-0.019669821
Acox3,0.026420109,0.07246973,0.041394968,0.33113664,-0.07471531
Afap1,0.14910392,-0.73571986,-0.3993963,-0.6636668,1.1662912
Sorcs2,-0.04564852,-0.5035791,-0.23830526,-0.47755778,0.24715565
Tada2b,0.19146053,0.12906173,-0.3912751,-0.18779424,0.23288101
Tbc1d14,-0.39987865,0.31612587,0.37501502,1.1967556,-0.4032578
D5Ertd579e,0.0028475064,-0.25607908,-0.1374906,1.4906569,0.25903645
Jakmip1,0.88328207,0.19666953,-0.21897404,-1.3640704,0.19761889
Gm1043,-0.3150296,-0.4398432,-0.39810768,-0.53552485,0.41336283
Zbtb49,-0.4751147,-0.09669436,-0.031010857,0.5731142,0.12803045
Lyar,1.5941678,-0.95274806,0.4078026,-0.94650406,0.008832045
Slc2a9,0.4340252,0.11372809,-0.33306557,0.2736977,-0.04923008
Hs3st1,-0.119750455,-0.36574483,-0.17334676,-0.32871887,-0.15981017
Bod1l,-0.63632333,0.800338,-0.6213536,0.058216926,0.43683112
Cpeb2,0.26468247,0.40118775,0.1719547,-0.53952795,-0.29774082
Fbxl5,-0.36150315,0.032005467,0.29152048,0.051851526,-0.12464295
Cd38,-0.4359833,-0.41374305,0.3335988,1.4026864,-0.9389956
Tapt1,0.009874221,-0.051840995,-0.050944306,-0.28629947,0.41691774
Fam184b,-0.11274173,-0.24746078,-0.109459,-0.29749617,0.024239788
Ncapg,0.68045384,-1.1569481,1.6915699,0.97005814,-0.8086286
Lcorl,-0.14089918,0.0071755815,-0.6041227,0.4163197,0.42637715
Zcchc4,-0.49770054,-0.17235154,0.24982272,0.5202133,0.42669582
Rbpj,-2.172,0.055158466,1.723711,1.967062,-0.21454869
Arap2,-1.755131,-0.6626727,1.9324132,4.020917,-1.4660512
Tbc1d1,-1.3973808,-0.4431515,1.5262492,0.054694895,0.48783454
Klf3,0.6876095,1.8509852,-2.3754508,-3.2272036,1.5765077
Tlr1,0.55990946,-1.2600428,0.085424684,-1.0557472,1.8039274
Tlr6,0.51267374,-0.4147625,-0.22712539,-0.4666267,0.17678836
Tmem156,-0.51692015,0.105216384,0.5104742,-0.023637718,-0.050306447
Smim14,-0.923005,0.94696367,-0.77604395,0.29195547,0.17391682
N4bp2,0.7623231,-1.0772591,-0.44641286,-0.62704545,1.2620158
Rhoh,-1.2611554,-0.17883307,2.2045047,-0.51152307,0.8164863
Rbm47,-0.88844377,2.4391851,-0.8512434,1.2568135,-1.275096
Nsun7,0.043472953,-0.26343495,-0.23798877,0.16506207,-0.18310525
Bend4,0.16890101,-0.67814165,1.4898493,-0.03970611,-0.5865204
Atp8a1,0.0020128253,-0.26447943,-0.39397773,-0.7268959,0.9688316
Gnpda2,-0.7726168,0.33407962,-0.015424585,2.0121136,-0.3037373
Corin,-0.034192793,-0.4960874,-0.20254682,-0.4901637,0.27183843
Cnga1,0.75271183,-0.99566084,0.5882822,-1.103131,0.7003945
Nipal1,-0.04896856,-0.6141219,0.09793658,-0.12337492,1.0704485
Txk,0.96395534,2.090489,-1.3339978,-3.586384,-0.4329282
Tec,-0.16796677,-0.967806,-0.12775624,-0.22956501,0.8628587
Fryl,-1.32882,2.7284288,-0.4612164,-0.44196478,-1.0664223
Dcun1d4,0.7454945,0.40990523,-0.65629476,-0.060400993,-0.24074157
Rasl11b,1.4257565,0.12762228,-0.30145317,-0.9903323,-0.15862417
Scfd2,0.034109782,0.5926057,-0.04103593,0.04590185,-0.63636225
Kit,-0.60938585,-0.42601603,-0.027584013,0.67113036,-0.11025133
Clock,-0.38962066,0.98236525,-0.8089532,0.097354405,0.12348075
Aasdh,-0.27573064,-0.42740473,0.34872606,0.14647673,0.61336666
Hopx,1.2967402,4.696446,-0.95006174,-1.98091,-4.3117537
Rest,-0.6319109,-0.022832358,0.48452497,-0.31023464,0.21977755
Stap1,-2.3940701,-0.6596853,1.9005083,1.2384651,0.46384117
Ythdc1,0.71227616,-0.05739101,0.5251552,-1.3613337,-0.25392312
Jchain,0.3036904,-0.10377091,0.3388728,-0.12360614,-0.23514272
Rufy3,0.01636095,-0.15497446,-0.2672027,0.33588347,-0.08460994
Ankrd17,0.07023326,0.69820434,-0.45784053,-0.0024183672,-0.16145861
Afp,0.17621772,-0.5398546,-0.10928113,-0.57065105,0.75151014
Pf4,0.42789796,-0.29886955,-0.048713665,-0.21914122,-0.10356992
Cxcl2,0.1588911,-0.3036218,-0.2360989,-0.42621607,-0.16516383
Mthfd2l,-0.5419662,-0.19379877,-0.050058592,0.5782926,0.58148813
Areg,-1.0744575,-0.45732126,1.5381688,-0.48294505,-0.20228869
Cdkl2,0.67889917,-0.5897928,0.055459484,0.013669992,0.069158226
Naaa,-0.64956886,0.15732647,0.19702406,0.15321372,-0.38386878
Cxcl9,0.36384496,-0.30321217,-0.15616207,-0.07115097,-0.16037951
Art3,-1.2241002,-0.57494533,1.0647821,1.3122222,-0.041824672
Cxcl10,-1.0550573,-0.9397613,3.69259,-0.6880791,-0.70454884
Scarb2,1.2566228,-0.15573761,-0.22122492,-0.93965214,-0.03328911
Sept11,-0.40719855,0.88830656,1.8825948,0.91968846,-2.5676715
2010109A12Rik,0.08294347,-0.2345147,-0.21140501,-0.38807696,0.22514509
Ccng2,-0.44237205,0.7481786,0.0869202,0.09253944,-0.64905536
Cnot6l,-1.6801852,1.9786963,0.647916,0.4226974,-1.4561116
Anxa3,0.16340904,-0.20251705,-0.035402812,-0.25414142,-0.12026808
Paqr3,-0.09673106,0.43432638,0.031969856,-0.43866506,-0.4116738
Antxr2,-0.72377425,1.3168768,-0.55217886,-0.90275383,-0.22347718
Rasgef1b,-0.053129546,-0.7145161,0.8045029,-0.55156857,-0.22962125
Plac8,5.594569,-2.5877326,-1.2962676,0.85394317,-1.512008
Gpat3,0.29980084,-0.30866838,-0.26277414,0.050911605,-0.29361215
Aff1,0.3301016,-0.4443874,0.40940273,-0.50603193,0.3289391
Klhl8,-0.21414858,-0.15251033,-0.07264413,-0.114570744,0.062426075
Hsd17b11,0.7370517,-0.09025902,-0.53572714,-0.6970017,0.43191516
Spp1,-0.3320283,-0.4001975,-0.35076842,0.14256759,-0.17265409
Thoc2l,-0.13829961,-0.7949895,-0.6967384,0.52391994,1.3150034
Zfp951,0.2516874,-0.10819575,-0.4304147,-0.24145323,0.34730285
Abcg3,0.63364357,0.5569307,-0.90963745,-0.8779867,0.40046725
Gbp8,0.88534415,-0.36841542,-1.4996455,0.78201544,0.7544952
Gbp9,-0.11462115,-0.7664534,-0.22066137,1.7237064,0.7804728
Gbp4,0.8854415,-0.7808049,-0.7694957,1.447441,0.3458938
Gbp10,0.6030771,-0.6563561,-0.28406757,0.30515784,-0.08503527
Gbp6,0.63340765,-0.63526154,0.108659,1.4632523,-0.21855591
Zfp644,-0.46735108,0.33896336,-0.1478596,-0.7149061,0.7441074
Tgfbr3,0.94757104,-0.4206118,-0.69675565,-0.8743046,1.1670722
Brdt,-0.30034256,-0.38321498,-0.16583794,-0.29107144,0.07634775
Evi5,-0.09038994,-0.41484442,-0.20001104,-0.35959184,0.06242137
Pcgf3,-0.24528629,0.019456238,-0.018579163,0.42250592,0.330824
Dgkq,-0.5123263,0.26854968,-0.3672741,0.29876202,0.35201097
Idua,-0.33401832,-0.14203334,-0.19881164,0.05907826,0.4719806
Crlf2,-1.3521738,-0.75171727,1.4759109,4.3003254,-1.2044281
5430403G16Rik,-0.010875318,-0.3117944,-0.409801,0.110721685,1.044425
Gm15446,-0.3693205,-0.23426771,0.13158314,0.34619266,0.1354138
Plcxd1,-0.2577981,-0.25756702,-0.09971226,-0.23359793,-0.081258066
Zfp605,0.2277008,-0.20056777,-0.037008885,-0.15553376,0.69861037
Golga3,-0.22675101,0.33536312,0.2641155,-0.3448959,-0.07459592
Fbrsl1,0.3706354,0.22891288,0.4394912,-0.3837562,-0.4553887
Galnt9,0.50371844,-0.39518753,-0.15091476,-0.295678,-0.19241166
Ulk1,0.09119072,0.09746945,0.7391163,-0.35124776,-0.3937748
Ttc28,0.17431797,-1.345921,-0.6423767,-0.24707767,2.3486269
Crybb1,0.710424,0.8082454,-0.72049254,-0.8491858,-0.59132034
Grk3,-0.15906657,-0.18125556,-0.10722765,-0.23474038,-0.1186851
Cmklr1,0.8020533,1.1027883,-1.2570509,-0.819325,-0.784357
Ssh1,-0.87341917,0.4601916,0.39372814,1.7534266,-0.55216074
Usp30,-0.10450239,0.5000357,-0.26766968,0.41003934,-0.18037468
Tchp,0.48647252,-0.39392787,0.11638639,-0.12827072,0.30054256
Git2,-0.7517467,-0.23082803,-0.54494166,0.37806776,1.2414893
Oasl2,1.6683958,-1.3027025,-0.4578136,0.11443987,0.20091312
Oasl1,-0.21119745,-0.32072425,0.15736398,0.98992914,-0.070113815
Sppl3,-0.92863315,1.150447,0.07514473,0.43320984,-0.77016187
Gm10401,0.19810627,-0.34196877,-0.09450507,-0.21904531,-0.16022201
Dynll1,3.6116745,-2.3176932,2.105779,0.10061907,-1.8312432
Bicdl1,0.5736926,-0.61102265,0.56766456,-0.88124263,0.4280989
Taok3,-0.6422112,0.4772273,0.62028724,0.7837671,-0.68413657
Ksr2,0.025859136,-0.55241984,-0.24927616,-0.41266775,0.16940533
Tesc,1.1274923,0.93083286,-1.688771,-0.59559745,-0.0137769235
Med13l,-0.35176417,1.1045676,-0.32650116,-0.2737064,-0.13386652
Tpcn1,0.40822956,-0.62178785,-0.7311562,-0.29123083,1.5169626
Dtx1,1.2197577,-0.4302957,0.17521517,-2.2116477,0.8080307
Oas2,1.0829023,-0.81314987,-0.57073855,-0.34618932,0.16475907
Oas3,-0.109244615,-0.64658785,2.2136028,0.3303217,-0.9063465
Oas1a,-1.2154992,-0.20694278,2.6813197,0.89657706,-1.159274
Ptpn11,-3.0778856,-0.6327244,3.9229982,2.48256,-0.8251645
Hectd4,-0.099696055,0.53510004,-0.45075324,-0.11782771,0.105728686
Trafd1,-0.34793234,0.1043565,0.8956233,1.1860039,-1.067632
Tmem116,0.07424753,-0.36980945,-0.1294699,-0.13625531,-0.020081123
Aldh2,0.15391068,-0.791905,-0.18203382,-0.38655776,-0.2702365
Acad12,-0.101296455,-0.502845,0.0048180902,-0.44313765,0.14887476
Acad10,0.17116025,-0.45405647,0.14601761,-0.30828413,0.112063125
Brap,0.05957677,0.3708276,0.6529261,-0.6740262,-0.4217184
Atxn2,0.62134606,-0.3305288,-0.37971556,-0.44735372,0.97333497
Sh2b3,-0.4006726,0.06645168,-0.11315748,-0.6285332,0.5406843
Pheta1,-0.16450042,-0.20424135,-0.3355909,-0.38257334,0.14616126
Hvcn1,-1.1363028,-0.64941466,0.7240192,0.35679927,0.9529227
Tctn1,0.3844711,-0.39266503,-0.22945352,-0.41815403,-0.01726513
Pptc7,-0.5558392,0.14901248,-0.51374096,0.3158955,0.6911931
Rad9b,-0.38353875,-0.4091535,0.1953195,0.23067935,0.6486565
Ift81,0.019839222,-0.3625839,0.072542354,-0.2384932,-0.023400601
P2rx7,-0.42934528,-0.6995259,0.66051364,0.15988356,0.1289859
P2rx4,1.4312893,-1.5495672,0.13137196,-0.6939603,1.1604295
Kdm2b,-1.2428253,0.19926462,1.5914147,-0.044051886,-0.86341
Orai1,-2.137034,0.0056507327,3.8979137,-0.23772773,-0.8176776
Rhof,-1.1968704,1.324304,0.7834134,0.13400292,-0.9781636
Setd1b,0.23219645,0.27910942,-0.08533806,-0.42474496,0.25133523
Wdr66,0.2128995,-0.38774118,-0.13800837,-0.16873461,0.015145946
Bcl7a,0.42208955,-0.5353133,-0.77251226,-0.089227,0.666134
Mlxip,-0.66048104,-0.1352732,-0.27515972,2.2826536,-0.09091964
Clip1,0.46974614,0.16164975,-0.9354003,-0.5106139,0.7475966
Hcar2,0.20052134,-0.2966513,-0.20554648,-0.29398665,-0.113977484
Vps37b,2.503579,1.1506381,0.7324045,-3.1543033,-2.6288958
Pitpnm2,-1.4701362,-0.63786906,0.7854033,2.9875953,0.056592397
Sbno1,-0.30474028,0.40982863,0.036311463,0.4272034,0.16220194
Rilpl2,-1.5091125,-1.0593839,5.5977015,1.9041752,-3.0828192
Zfp664,-0.24152352,-0.18994762,0.09691294,0.24663788,0.39793083
Rflna,-0.10135007,-0.3124095,0.15296113,-0.3985365,-0.08413466
Ubc,-0.6848062,1.4971259,1.5860256,-2.2982676,-1.939518
Stx2,-0.2066964,0.2239009,-0.7894233,-0.6499411,0.873997
Ran,3.7295418,-3.5076525,2.9810755,-0.21215607,-1.190206
Nipsnap2,-0.53078574,0.27157825,-0.11214897,1.0983788,-0.041097872
Cct6a,1.468501,-0.858245,-0.17251946,-0.8156542,0.21841978
Phkg1,0.49776518,-0.29346734,0.6403519,-0.38632804,-0.07432751
Auts2,0.8458643,-1.2859279,-0.69129634,-0.977113,1.8982642
Castor2,0.46804646,-0.23444465,-0.43132833,-0.38695556,0.5940727
Gtf2ird2,0.17930649,-0.42953703,-0.0166214,0.37791765,0.16600871
Ncf1,0.04148165,-1.7947023,1.2409998,1.015948,0.5281544
Gtf2i,0.44342667,1.9101833,-0.94271344,-1.6046569,-0.8646869
Clip2,-0.2907973,-0.17978106,-0.23234369,0.09732151,-0.19321413
Lat2,-0.041293733,-0.7490359,-0.081461735,1.2211106,-0.85143036
Limk1,0.71814764,-0.26465532,-0.6555441,0.25521943,0.7915734
Mettl27,0.4270093,-0.40874505,-0.43957517,-0.6931909,1.106626
Stx1a,-0.019602517,0.2267892,-0.49124962,-0.69857,0.5861131
Hip1,-1.6060436,1.3691169,1.1746676,3.0938678,-2.076691
Rhbdd2,0.059567906,-0.4577147,-0.3982116,-0.20216584,0.8123615
Hspb1,0.31206113,-0.21947508,-0.012145857,-0.44741577,-0.09706056
Rasa4,-0.13260384,0.18321401,-0.30615392,-0.12984076,-0.18269031
Alkbh4,-0.029855415,-0.019693902,-0.57745755,0.25924116,0.771994
Orai2,-0.46704385,1.307005,-1.1007389,-0.75907934,0.5794244
Cux1,-0.15011469,-0.43366265,0.106687814,-0.7018187,1.1483833
Trim56,-0.1486624,-0.7046186,-0.41776165,0.9716974,1.3009449
Slc12a9,-0.44765562,0.21104385,0.06832125,0.08181003,0.26911265
Gigyf1,-0.59246916,0.5557862,-0.8637815,-0.11346797,0.9300883
Gm20605,0.08650661,-0.31805098,-0.12502073,-0.010439811,0.07854447
Nyap1,0.8898802,-0.3478399,-0.34936452,-0.39715028,-0.09572302
Mepce,0.25777546,0.35400367,-0.17266414,-0.5720523,0.2214558
Pilra,0.079271115,-0.3007709,-0.31875452,-0.21937208,-0.15654181
Zkscan1,0.14468122,-0.09302434,-0.08352686,0.102150016,0.5151229
Zfp113,0.05943462,-0.030587142,-0.72411084,0.32614714,0.8203602
Mcm7,2.806524,-2.2624168,1.1831809,0.34439468,-0.75205475
Map11,0.3010143,-0.120784216,-0.5356094,0.19077271,0.30460408
Pvrig,-0.21506663,-0.10908607,-0.16867334,-0.17258625,-0.2440005
Zfp157,0.034733493,-0.27290708,-0.022115154,0.33440593,0.7689921
A430033K04Rik,-0.45524165,-0.40112448,0.07301955,0.24158792,0.5772625
Gpr146,0.028131641,-1.4493992,0.584369,0.29562107,1.4064673
Mafk,0.60727257,-0.38951215,1.2308446,-1.0194117,-0.42418298
Lfng,-0.53839165,2.7260556,-1.3556926,0.4063228,-0.7653086
Ttyh3,-0.50559455,0.08289637,-0.5755348,0.55027246,0.27741885
Iqce,0.016774962,0.24914698,-0.33021486,-0.022046667,0.58769226
Card11,0.58364576,1.2590228,-0.40362185,-1.133722,-0.48045847
Ap5z1,0.22947901,0.12280148,-0.25740308,-0.09022754,-0.093985684
Tnrc18,-0.45469785,0.5321339,-0.053510834,0.21758328,-0.19262832
Fbxl18,-0.15441222,-0.12660517,-0.52943695,0.7848464,0.0031262138
Actb,1.5870013,1.246114,2.7917278,-0.6231506,-3.3704915
Fscn1,-0.5944625,-0.10213093,-0.062129676,0.05620745,-0.03166847
Rnf216,-1.291928,1.4794812,0.6197418,0.8396181,-1.3283547
Rbak,-0.7140667,0.41480416,0.31878033,0.5216883,0.123643234
Zfp12,-0.56394666,0.057854395,-0.12322478,0.29171243,0.46190804
Zfp316,-0.09004813,-0.15172248,0.16547646,-0.24012536,-0.15185772
Fam220a-1,-0.08246606,-0.046810422,0.20089011,-0.11901842,0.2817519
Cyth3,0.84930557,-1.003115,-0.35122818,-0.55580837,1.0586084
Tecpr1,-0.43484744,1.1630168,-1.872412,0.13845937,0.6647664
Trrap,0.34463024,0.108192585,-0.33231983,-0.050355986,0.31559595
Smurf1,-0.30134326,0.7728312,-0.59172285,-0.22874989,-0.036535423
Zkscan14,-0.093255885,0.64149433,0.438954,-0.57196206,-0.5305163
Zkscan5,0.29080752,-0.3165367,0.18533282,0.4852385,0.14826377
Rnf6,-0.49042508,0.46500093,0.17607468,0.49209675,-0.33095768
Usp12,0.3477251,-0.25856718,0.111581564,-0.118361056,0.37540066
Rpl21,-0.20076086,-2.2431433,-2.784147,0.57330245,4.799315
Rasl11a,0.111408725,1.0059359,-0.37090245,-0.78672785,-0.5687964
Pan3,0.30392703,0.9686725,-0.99277014,-0.24250735,0.21296562
Flt1,-0.42368796,-0.42398787,0.52707756,0.6268645,-0.12647054
Slc46a3,0.6557279,0.050702013,-0.034982618,-0.096381195,0.2039611
Mtus2,0.038011763,-0.17019218,-0.05165466,0.0005433983,0.1773413
Ubl3,0.10492921,0.34985146,0.33548582,0.9332593,-1.3041269
Katnal1,0.9391722,-0.27356568,-0.38373595,-0.08329884,0.05823137
Hmgb1,2.74946,-2.5411413,2.0517228,1.9071859,-1.4107453
Uspl1,0.10725537,-0.4377662,-0.30623484,-0.028157465,0.63853854
Alox5ap,0.30551836,-0.44195414,-0.41948706,-0.16737258,-0.18150811
Wdr95,1.4163733,3.6903214,-3.032523,-0.43889633,-2.3674202
Hsph1,5.0889173,-1.1614964,-1.0786552,-2.211118,-0.85806847
Fry,-0.41438577,1.2047755,-0.9521712,-0.2094206,0.03582821
N4bp2l1,-0.3762133,0.46395293,-0.42553917,0.18664168,-0.30854803
N4bp2l2,-0.07384564,-0.17807311,1.4628801,-0.48804957,-0.18934508
Samd9l,-0.5209056,-0.70298153,0.427753,0.9282636,0.5997322
Gng11,0.28343552,-0.28376427,-0.20832223,0.028884748,-0.15456608
Casd1,-0.47892973,-0.35324278,-0.046406697,0.06929895,0.8023469
Glcci1,0.3048645,0.36575103,-0.2381011,0.46036854,-0.23573758
Phf14,-0.7345477,0.3511523,0.23349395,0.3714797,0.23640488
Tmem106b,-0.6607308,0.25188065,0.2720819,1.462618,-0.6149333
Bmt2,-0.3690322,0.45492873,-0.8244828,0.119387776,0.7340042
Mdfic,-2.2650805,0.52766335,0.8397268,4.28238,-1.2516911
Cav2,-0.133762,-0.21588637,-0.01768598,-0.10887896,-0.12604214
Wasl,-0.5130538,0.42794466,-0.27777308,-0.29978257,-0.055359658
Zfp800,-0.08174126,-0.07199877,0.22420603,0.07572353,0.10325928
Gcc1,0.17661598,0.2066312,0.21732381,0.20069486,-0.08280986
Hilpda,-1.0920845,0.18489589,2.124519,0.7472737,-1.0261326
Irf5,-0.9483027,-0.04848247,0.8461162,1.7857498,-0.63190305
Smo,0.1528362,-0.6101354,-0.21388298,-0.580985,0.6540028
Ube2h,0.04570311,0.6342426,-0.77502596,0.08252373,-0.088990405
Mkln1,-0.30915087,0.29491913,0.09653425,0.35425735,0.03217614
Exoc4,-0.58045095,0.35657495,0.4123742,0.17735238,0.112892546
Akr1b10,-0.4226826,0.6133562,-0.3316606,0.13663903,0.0906215
Agbl3,0.3663523,-0.5310134,-0.18915719,-0.36852905,0.30987698
Tmem140,-0.05503746,-0.025822511,0.2739089,0.6764197,-0.25853437
Wdr91,0.2802183,0.14578393,0.26445702,-0.12276859,-0.023776272
Cnot4,-0.0076224245,0.38666454,-0.3679581,0.28121737,0.6182696
1810058I24Rik,-1.4636021,2.8840914,0.5836734,0.08581985,-1.9998906
Trim24,-0.8097924,0.5697604,-0.6815396,1.1702694,-0.08620406
Zc3hav1,-0.54373085,1.5739168,0.08836051,-0.775681,-0.61916393
Ubn2,-0.833284,1.0962982,-1.3407477,0.5093203,0.6249589
Hipk2,-0.06340271,-0.009105857,-1.1034333,1.5409817,0.29172802
Kdm7a,-0.19795638,1.6163368,-1.0957793,-1.7463506,0.16027768
Slc37a3,-0.33789885,0.47654995,-0.3478504,0.86634946,0.03839713
Adck2,-0.14374366,-0.14745845,0.10701227,0.17030576,0.20346063
Braf,-0.2779179,0.5024635,-0.59883785,0.1814189,0.40002972
E330009J07Rik,0.9323114,-0.036739532,-0.61591065,-0.17783931,0.46072528
Trbv2,1.0886967,-0.23767422,-0.19422953,-0.54004854,-0.2050934
Trbv3,1.3696238,-0.3743131,-0.4765634,-0.50149673,-0.2073557
Trbv4,0.578806,-0.094335966,-0.3133913,-0.51442146,-0.19544801
Trbv12-1,0.3460742,-0.43699473,-0.19844316,-0.46236345,-0.19232574
Trbv13-1,0.9009386,-0.15034951,-0.43040368,-0.61393696,-0.3138657
Trbv12-2,0.87856984,0.07275801,-0.2226049,0.10774116,-0.4966162
Trbv13-2,0.9497656,-0.3574827,-0.28608418,-0.5990939,-0.20453441
Trbv13-3,-4.291552,1.7765023,0.59300727,6.635983,-0.434907
Trbv15,1.4625287,-0.3135089,-0.55736226,-0.63689035,-0.2790861
Trbv16,1.6073983,-0.2810612,-0.70806307,-0.64361084,-0.2833103
Trbv17,0.48684573,-0.24382797,-0.3280765,-0.5091758,-0.2030786
Trbv19,0.10213653,-0.043561403,-0.34809932,-0.6384492,-0.31954724
Trbv20,0.20988026,-0.14671808,-0.034223255,-0.5217736,-0.2548292
Trbv29,0.5646878,0.11939544,-0.69545466,-0.7403681,-0.35832077
Prss2,-0.14567122,-0.2374642,-0.10862134,-0.3485722,-0.098453626
Trbc1,-1.9352827,-0.77171856,2.8666792,-0.08390978,0.25463834
Trbc2,-1.0012211,0.05457034,3.6649406,1.0685087,-1.2908612
Fam131b,-0.034353543,-0.11082978,-0.18213288,-0.40218696,-0.19140716
Zyx,0.43179458,3.9944973,-1.5219457,-0.47138032,-3.1205218
Arhgef5,-0.017068366,-0.3618177,-0.2350385,-0.22712952,-0.0027727317
Ezh2,0.5719521,-1.2113914,2.1968064,1.0515245,-1.465821
Zfp398,-0.3056455,-0.39175278,0.17729183,-0.64597785,0.9294831
Zfp956,-0.46169382,0.09140395,-0.15412274,0.106022865,0.23823881
Krba1,0.23666206,-0.28038296,-0.3533576,0.23656838,0.8209826
Zfp467,0.17125827,-0.45779648,-0.3041579,-0.01019686,-0.010702455
Lrrc61,-0.12520902,0.3414351,0.6408577,0.034943003,-0.19247839
AI854703,0.22701909,-0.17415324,-0.010959196,-0.2889263,0.27116975
Gimap8,-1.0434124,0.9384122,0.023130096,1.1466216,-0.23012897
Gimap9,1.2350245,0.085432716,-0.346043,1.050173,-1.2167459
Gimap4,-1.8983719,1.1618295,1.6815096,4.0455155,-2.7260313
Gimap6,1.5298731,1.211676,-0.33531502,-0.8794488,-2.223332
Gm28053,0.040422227,-0.1066365,0.10918791,-0.0021271587,-0.105450705
Gimap7,0.8255301,0.10433341,0.8096778,1.6837422,-2.607692
Gimap1,-2.3600082,0.9199007,0.91785383,3.0480325,-1.060114
Gimap5,-3.1449852,1.5329301,1.5444816,2.3063822,-1.705097
Gimap3,-1.7147557,0.6885448,1.3479583,2.8646338,-1.0900233
Tmem176b,-0.015168756,-0.010703759,-0.28439876,0.4960163,-0.21724185
Tmem176a,0.18057121,-0.04813097,-0.017067248,0.18682809,-0.1271231
Gpnmb,-0.0643214,-0.41600966,-0.16627282,-0.3536698,-0.24461076
Tra2a,0.7994839,0.26746735,0.0825576,-0.4667134,-0.70633227
Ccdc126,0.0102748,-0.67539823,-0.3376292,-0.07831255,1.0536762
Osbpl3,-1.2041415,1.4387139,1.051185,2.614922,-2.3969204
Cbx3,2.8168917,-1.8131301,1.9463471,0.53632015,-1.0516765
Snx10,-0.4239661,2.6663442,0.095579825,0.3641614,-2.022786
Hoxa7,0.059492983,-0.3083991,-0.18336119,-0.40542507,0.1619627
Tax1bp1,-1.0077056,1.8711246,0.7568701,-0.9097016,-1.2988118
Mturn,0.21549523,-0.46964183,-0.69806856,-0.26666263,1.2442826
Nod1,0.38191673,1.532615,-1.1629645,-0.59689265,-0.74759346
Avl9,0.20462674,0.15203533,0.71823955,-1.2719729,-0.6699165
Kbtbd2,-0.086429745,0.6064822,0.01665988,-0.34556645,-0.22399212
Ppm1k,-1.3083397,0.4369117,-0.061887655,0.37974724,0.6797492
Herc6,-0.51715803,-0.5339632,0.80149287,1.6946795,0.109235704
Vopp1,-0.25985897,1.1343675,-0.35808036,0.045321845,-0.39108607
Abcg2,-0.024916505,-0.1750988,-0.11560464,-0.27774474,0.43907022
Herc3,-0.6017515,1.1043534,-0.7815765,-0.33694845,0.23595917
Tigd2,-0.6392863,-0.3848172,0.8229095,0.08506252,0.4056147
Gprin3,-2.2289052,2.5153441,0.30035445,-0.37114632,-0.31256196
Hpgds,0.37058792,-0.5262076,-0.39029568,-0.41725627,0.48854584
Tnip3,-0.06266424,-0.69516337,0.2635269,2.8883007,-0.62566227
Ndnf,0.16126913,-0.3981054,-0.05256518,0.49755755,-0.31969175
Gadd45a,0.38852194,-0.23887242,0.12705825,-1.126189,0.15257904
Igkc,-2.6293235,1.6230017,-0.18758179,1.4174441,-1.3512436
Thnsl2,0.5188893,-0.25580582,-0.27791935,-0.35010922,-0.1414144
Smyd1,-0.5457338,1.1658502,-0.27656806,-0.15307534,-0.571729
Cd8b1,1.457547,4.361992,-3.3809924,-2.00563,-0.27247694
Cd8a,1.082527,1.1988604,-1.9930145,-0.029560441,0.6039337
Rmnd5a,0.38103658,0.01723831,-0.07838487,-0.5027468,0.15332563
Rnf103,0.5395132,0.15596426,-0.46431994,0.112990975,0.03433201
Kdm3a,0.34929386,0.33908212,-0.5867796,-0.013327059,0.022126805
0610030E20Rik,-0.1839828,-0.32054374,0.048033156,0.6745992,0.2014037
Tmem150a,0.05223626,-0.29467192,-0.004265229,-0.05834524,-0.16171968
Vamp5,-2.314998,0.2173147,1.5143422,2.159038,-0.32333514
Ggcx,0.7849617,-0.30886444,-0.105505094,-0.5026382,0.34712765
Mat2a,-0.27284598,-0.12956484,-0.5588141,0.9171797,0.8333611
Capg,0.5020005,-1.7124436,1.5066916,2.02073,-1.0269777
Retsat,0.25208378,-0.14728543,-0.18145643,-0.33274475,-0.030496424
Tgoln1,-0.27479738,1.0914838,0.763288,-0.61297345,-1.3425503
Sema4f,0.2855566,0.90813535,-0.84459907,-0.7333684,0.068300985
