gene_name,A5,A8,C5,C8,NAV
1810062G17Rik,0.002334368,-0.029499754,0.010193957,0.030923802,-0.028153444
Ccna2,0.1301226,-0.26354757,0.17288204,-0.033584643,-0.32714298
4932438A13Rik,-0.010962148,0.057710182,-0.046771545,-0.006027546,0.07879613
Bbs12,-0.02283829,-0.0052351635,0.0023568347,0.08070739,-0.025277942
Spry1,-0.032767687,-0.0702695,0.09743998,0.07023424,-0.048259515
Abhd18,-0.033974804,-0.003524112,-0.038693678,0.15622884,0.18981393
Jade1,0.0035511053,-0.034577567,-0.080961786,0.098032035,0.12616318
D3Ertd751e,-0.027179914,-0.00030529246,-0.037774444,-0.036315612,0.05450429
Slc7a11,0.011729056,-0.051968962,-0.013890777,-0.05019692,-0.054043118
Elf2,0.011639262,0.018865637,-0.017004302,0.016042529,0.10367228
Rab33b,-0.0021389371,0.07844735,0.011251891,-0.08375973,-0.06682422
Setd7,7.378826e-05,-0.052689344,-0.11473831,0.016501645,0.3805332
Mgst2,0.11544146,-0.034183536,-0.2658101,-0.14398319,0.1189397
Maml3,0.0054704645,-0.14925273,-0.08028724,-0.07680602,0.493712
Foxo1,-0.009366822,-0.13304722,-0.070071705,-0.24494807,0.6300965
Nhlrc3,-0.025420928,-0.00362593,0.06988173,0.05998506,-0.016923869
Supt20,-0.077888146,0.043462474,0.10855335,0.11224231,-0.094698235
Spg20,-0.057195377,0.0051870667,0.01631187,0.08483673,0.15819257
Rnf13,-0.01790965,0.19609292,-0.104891755,-0.033859156,-0.050689902
Pfn2,-0.025384473,-0.0484256,-0.002562873,0.017339466,0.0071417214
Tsc22d2,-0.007545057,0.015456392,0.08702487,-0.06968166,-0.0047178734
Siah2,-0.113427445,-0.05578913,0.45998642,0.040983353,-0.33416155
Med12l,-0.021375721,0.23296137,0.033360027,-0.11742332,-0.3584912
Gpr171,-0.00012414876,0.04918271,0.013367558,0.35296634,-0.59675384
P2ry13,-0.028297978,-0.021038633,0.010916321,-0.033523627,-0.06906991
Mbnl1,-0.09313787,0.10304467,-0.057889137,0.0733126,0.28497142
Rap2b,-0.052166164,0.119492486,-0.04157518,0.02053224,-0.0762376
E130311K13Rik,-0.04859148,0.0012485159,-0.0030386967,0.079412624,0.10052776
Kcnab1,-0.012195544,-0.035396557,-0.008039112,0.012898986,-0.017697003
Tiparp,0.03791603,0.03436111,-0.08141431,-0.05475696,-0.06487363
Ccnl1,0.0064232196,0.18045524,0.010037375,-0.3359701,-0.41394696
Rsrc1,-0.027497312,0.037716728,-0.055517334,0.13115643,0.080463745
Il12a,-0.01912239,-0.058106698,-0.026595863,-0.010657639,-0.06476757
Ift80,0.010967064,-0.22849345,-0.0431433,-0.12854043,0.68653893
Smc4,0.026934858,-0.3406802,0.093727335,-0.07943457,0.5877785
Trim59,0.016967682,-0.06073159,-0.046926156,0.11319732,0.13671654
Kpna4,0.024894193,0.15223622,-0.16897696,0.045751352,-0.11045315
Ppm1l,-0.011884867,-0.034833126,-0.045250364,-0.06730571,0.08681237
Wdr49,-0.0072442084,-0.041974045,-0.008270739,-0.032477193,-0.02322411
Serpini1,0.02526797,-0.043505434,0.02742676,-0.13590024,0.071305715
Golim4,-0.015936235,0.1408644,-0.045024954,-0.10803272,-0.088194676
Rapgef2,0.0077799754,0.17626618,-0.13001627,-0.13181078,-0.15945317
Ctso,-0.011909565,-0.04860245,0.016626371,0.08381281,0.19369298
Tlr2,-0.010425138,-0.053348195,-0.05298519,-0.041117676,-0.024479795
Tmem131l,-0.036709722,0.023101268,0.0188301,-0.15636748,0.00090697856
Trim2,-0.025342796,-0.048663747,-0.026970765,-0.038285762,0.116747126
Fbxw7,-0.043131266,0.18506482,-0.00039749432,-0.02706491,-0.209963
Cd1d1,0.0012891871,0.01624043,0.009166313,-0.119050816,0.011676207
Cd5l,0.001871594,-0.029950352,-0.037555646,0.005582122,-0.047574263
Fcrl1,-0.054664295,-0.118989564,0.11083802,0.030540297,-0.12828042
Etv3,0.049726635,-0.1523663,0.097750455,-0.0913973,0.040287606
Arhgef11,0.014663712,-0.05849696,-0.01795393,-0.023411509,0.087677024
Pear1,-0.057361472,0.04773501,0.0647585,0.20004362,-0.20893128
Sh2d2a,-0.10890024,0.048754454,0.32559326,0.74559903,-0.9220397
Rrnad1,0.008103726,-0.026290884,0.0017605405,0.051055476,0.051745262
Gpatch4,-0.00017396442,-0.19400676,0.020068554,-0.047151677,0.5601414
Mef2d,-0.043093827,0.13671315,-0.03985488,-0.12543575,-0.12840684
Sema4a,0.06117022,0.3191328,-0.34605187,-0.056838922,-0.21478221
Lmna,0.05702169,0.042052407,-0.11586925,-0.16138008,-0.14346641
Mex3a,-0.0020973473,-0.054582868,-0.024041554,-0.075231634,0.11772701
Khdc4,-0.03258936,0.06507288,0.035417657,0.11816307,-0.16612911
Syt11,-0.05788103,-0.04578544,0.15300769,0.41627917,-0.1930619
Ash1l,-0.04965043,0.08315501,-0.18466668,0.21601196,0.2472504
Rusc1,0.005667126,0.0030056632,0.008291734,0.015886009,-0.044753943
Hcn3,-0.008255567,-0.06108071,-0.039875183,-0.039364588,0.059094056
Clk2,-0.018322863,-0.0016386968,0.024875471,0.09635651,-0.01478781
Fam189b,0.004565159,0.046609454,-0.15739168,-0.38077015,0.59456545
Trim46,-0.011123584,0.050509665,-0.0022814597,-0.04783192,-0.13587402
Slc50a1,-0.11202262,0.18522419,-0.04869321,0.07599132,-0.07758465
Zbtb7b,-0.085418046,0.15260063,0.104153745,0.22079185,-0.3126046
Cks1b,0.16747178,-0.44350955,0.40965998,-0.017639734,-0.54675865
Pbxip1,-0.06361001,0.17807768,0.042582225,0.040242787,-0.15485346
Adar,-0.027571743,-0.06719183,0.061504513,0.23060943,0.067485206
Chrnb2,-0.0154511845,-0.046787336,0.0071476307,-0.036796268,-0.02271421
Il6ra,0.05470103,-0.31586313,-0.1860187,-0.29464665,1.408659
AC163616.1,0.0050759376,-0.037269283,-0.070754275,-0.0058767386,0.11825249
1700094D03Rik,-0.021480853,-0.048707377,-0.00019808259,-0.01807978,0.019670596
Rps27,-0.077737994,0.100665405,-0.44570497,-0.22599639,1.3891177
Gatad2b,-0.026239505,0.06765702,-0.11080912,0.11356532,0.15002683
Snapin,-0.032853328,0.038142424,0.022392288,0.094088845,-0.05688565
S100a13,-0.025974138,0.3444492,0.27418396,0.062991366,-1.3456587
S100a2,-0.0380704,-0.019347394,-0.023211144,0.007920124,-0.029609798
S100a4,-0.31396717,0.5386002,0.61060476,0.7016616,-1.580763
S100a6,-0.06854783,0.3225403,0.4643143,0.51787335,-1.88095
S100a8,-0.0067785857,-0.046042427,-0.012591302,0.02593905,-0.055898566
S100a9,-0.010541307,-0.04818915,-0.025040885,-0.007941347,-0.02988901
S100a11,-0.15616529,0.17744942,0.6003709,0.42903253,-1.3079357
S100a10,-0.046227086,0.44987231,0.36310837,-0.057981525,-1.6894075
Tdrkh,-0.02966551,-0.08744148,0.025114162,-0.069700286,0.23341246
Snx27,-0.029608626,0.0020644022,-0.05219917,0.17749809,0.10174238
Pogz,-0.033621598,-0.07017921,0.036864564,0.079945646,0.20809235
Selenbp1,-0.029458184,-0.046838768,-0.015056808,-0.034365132,-0.032187894
Rfx5,-0.04429641,0.023592925,0.0045585074,0.024387656,0.022473274
Zfp687,-0.028073415,-0.04132196,0.009416888,0.063403115,0.15045758
Pip5k1a,-0.0154065145,0.070829846,-0.013888002,-0.09908289,0.016385833
Lysmd1,-0.014614178,0.018858563,-0.0379935,-0.067308426,0.09674463
Tnfaip8l2,0.00451975,0.062372655,-0.005199481,-0.07662074,-0.030157022
Sema6c,-0.010264957,-0.021705836,-0.015773796,-0.051015943,-0.055495843
Gabpb2,-0.043670733,0.10732688,-0.047411203,0.32438174,-0.0037950044
Gm128,-0.0078317,-0.07095631,-0.0047178576,-0.028268704,0.0821894
Mindy1,-0.0034633672,0.05254148,-0.02702989,-0.03829189,-0.008931379
Arnt,-0.032530885,0.05651102,-0.00025969816,-0.09130195,0.026712747
Ctss,0.004132158,-0.17704433,-0.1246412,0.07178072,0.5811076
Mcl1,0.0060123573,0.08260182,0.037409056,-0.031499412,-0.29555658
Ecm1,0.005841763,-0.033124477,-0.033757906,-0.01143621,-0.006131364
Rprd2,-0.03710594,-0.004744272,-0.036745273,0.10026516,0.20425849
Ciart,0.050864752,-0.057707258,-0.05141176,-0.060154248,-0.032985076
BC028528,0.0072405683,-0.047186848,-0.024880616,-0.035226557,-0.060792252
Anp32e,0.096742846,-0.20845835,0.26203796,0.016853025,-0.33336028
Plekho1,-0.0035711096,-0.078225575,-0.004269892,-0.09724156,0.25201485
Mtmr11,-0.0036873815,-0.033053197,-0.010289273,-0.043668184,-0.017984258
Sv2a,-0.0036071131,-0.08093828,-0.003556345,-0.019859761,0.08533446
H2ac21,-0.030866863,-0.018905206,-0.023635305,0.041059777,0.0038601991
H2ac20,0.025229763,-0.11419301,-0.040408302,0.14990538,-0.11387445
H4c14,0.055793818,-0.052731384,-0.10972474,-0.0034586242,0.11183294
Fcgr1,-0.0071556848,-0.041134786,-0.038384013,-0.021689244,-0.049886398
Txnip,-0.06711266,0.0768311,-0.29760152,0.33774048,0.5684894
Polr3gl,-0.026790028,0.008508826,-0.027095193,0.19497918,0.07819279
Itga10,-0.002781259,-0.04672772,-0.012993998,-0.046446912,-0.0075758947
Pias3,-0.024415094,0.073249005,0.0006378017,0.15538873,-0.138668
Nudt17,-0.016553387,0.00089975155,0.032787528,-0.06589857,-0.069570795
Cd160,-0.09678463,-0.25638583,0.25007772,1.0815175,-0.35104075
Acp6,0.011493029,-0.05106102,-0.040911566,0.05933892,0.16996607
Bcl9,-0.029432002,-0.117480814,-0.024386626,-0.096184105,0.53340375
Fmo5,0.0069022286,-0.046309642,-0.007542718,-0.0068162773,0.1206242
Prkab2,-0.022333968,0.03489158,0.071862854,-0.15845731,-0.06096799
Notch2,-0.026771037,0.10471338,-0.012792447,-0.10447761,-0.07942718
Adam30,0.0008564634,-0.03068555,-0.009253137,-0.046650402,-0.03574757
Wars2,-0.0071715834,0.02673583,-0.019590346,-0.047055714,0.031997874
Tent5c,-0.050956838,-0.029837687,0.23366165,-0.05784153,-0.07052688
Man1a2,-0.020979675,0.047959175,0.009281695,0.0013185764,-0.04196846
Cd2,-0.096080884,0.31621936,0.022492643,0.18826886,-0.5360185
Igsf3,0.0059380564,-0.07258391,-0.019761862,-0.061506286,0.10102668
Ampd1,-0.010422683,-0.11737074,-0.059220713,-0.098111175,0.41264164
Trim33,-0.015145043,0.039300498,0.027570954,0.017323358,0.02735567
Syt6,0.0073961713,-0.04956902,-0.02584624,-0.042529043,-0.03392017
Olfml3,-0.010092731,-0.050966635,-0.040735204,-0.070122674,0.11393613
Hipk1,-0.010515712,0.117262855,-0.09560461,0.021263778,-0.13771744
Rsbn1,-0.072841465,0.07601304,0.019289695,0.16529633,0.03636489
Magi3,0.020999253,-0.058789395,-0.022199864,0.053721588,0.12624101
Lrig2,-0.026494177,0.03343634,-0.005238115,0.05403855,0.054640133
Tafa3,-0.019259732,-0.0049203825,-0.025750881,-0.031271316,-0.08017579
Ppm1j,-0.0026950885,0.12221639,-0.037863392,0.09974988,-0.38501507
Rhoc,-0.06703618,0.08826145,0.1048631,0.10579012,-0.3651985
Mov10,-0.038117945,-0.08757893,0.11745802,0.07750307,0.08046556
St7l,-0.01789913,0.039790723,-0.029989537,0.073354326,-0.063320726
I830077J02Rik,-0.01807367,-0.037742134,-0.021726504,-0.025437064,-0.04732536
Ovgp1,-0.0123750325,-0.071980305,-0.05055467,-0.015282904,0.054229256
Chil5,0.01399817,0.12963451,-0.03731319,-0.21197432,-0.12985265
Chil3,-0.018344413,-0.039670136,-0.037167527,0.010736504,-0.046465848
Dennd2d,-0.032776523,-0.24860798,0.022969734,-0.016749496,0.64298344
Dram2,-0.039822977,0.008808866,-0.015270229,0.2366151,0.042409312
Lrif1,-0.039642934,-0.069236554,-0.037654027,0.20119351,0.29358956
Cd53,0.051991753,0.02633314,-0.08080096,-0.022722047,-0.11900454
Kcna3,0.020006245,-0.04126473,-0.053594448,-0.035914622,0.011018958
Kcna2,-0.016753228,-0.15614861,-0.076918945,-0.13079195,0.84274626
Slc16a4,-0.007093366,-0.042063072,-0.015510351,-0.02721932,-0.02100771
Csf1,-0.06526545,-0.057423074,0.0013238408,0.5791505,-0.108511776
Cyb561d1,-0.0268454,0.044586807,-0.020362712,0.063936524,-0.014385671
5330417C22Rik,-0.019983524,-0.033315785,-0.027087035,0.022911452,-0.05207458
Wdr47,-0.030205628,0.10406813,0.007085967,0.08506439,-0.062017333
Stxbp3,-0.04915481,0.026793284,-0.0022217568,0.06373119,0.010017903
Prpf38b,-0.035605364,0.03255029,-0.02321773,0.0064308643,0.066664025
Fam102b,0.014867052,-0.027165068,-0.03789312,0.18712637,0.05717401
Vav3,-0.018513586,-0.026167478,0.023443392,0.13526776,-0.02450082
Rnpc3,-0.01044867,0.0546021,0.07594231,-0.14058784,-0.11310351
S1pr1,0.04522474,-0.054057665,-0.08294121,-0.28225935,0.49559608
Dph5,0.028321603,-0.31191614,-0.071669824,-0.18950559,1.0173001
Vcam1,-0.007893329,-0.030115029,-0.04486212,0.08219724,-0.06546082
Dbt,-0.0141184,0.017071556,0.014258194,-0.051955715,0.07005654
Agl,-0.021730265,-0.03778941,-0.030491449,0.050318085,0.26693773
Frrs1,-0.045502108,0.13257991,0.011782427,-0.014340886,-0.038462758
Ptbp2,-0.0016431975,0.06675066,0.008253518,0.0136182215,-0.10314512
Rwdd3,-0.024544632,-0.056556277,-0.016386054,-0.019644046,0.104187645
Cnn3,-0.0077539263,-0.15331472,-0.061937626,-0.11915899,0.5852822
Arhgap29,-0.025253527,-0.063300736,-0.0024947254,-0.061476268,0.019960666
Pde5a,0.020357728,-0.04153689,-0.025077796,-0.026284795,-0.022679815
Usp53,-0.022115614,-0.100040376,0.0072180233,-0.0060746046,0.353138
Prss12,-0.010975528,-0.08722933,-0.043118715,-0.09332475,0.17916451
Camk2d,-0.073955275,0.015451396,-0.009843518,-0.0999878,0.41847885
Tifa,-0.010374104,-0.04185436,-0.03475453,-0.03508876,-0.050952602
Fam241a,0.13820867,-0.15687503,-0.22138292,-0.25522465,0.35665935
Elovl6,0.04717973,-0.14322284,-0.058859594,-0.055963673,0.2801649
Egf,-0.02425868,-0.08961007,-0.031279683,0.0044132625,0.15752175
Lef1,0.05400834,-0.20576519,-0.20619075,-0.4172036,1.180053
Tbck,-0.045794547,0.032046665,0.0076119537,0.058322046,0.055223778
Tet2,-0.04984409,0.061524663,0.040310703,0.17285068,-0.10996061
Cenpe,0.05861152,-0.20859124,0.28406748,0.056753453,-0.32880726
Manba,-0.023145216,0.045203414,-0.05668425,0.15839234,-0.012381757
Nfkb1,-0.12395347,0.05900146,0.095417656,0.008370212,0.08754117
Bank1,-0.021881282,-0.11382184,-0.06072738,-0.0450052,-0.076428026
Ppp3ca,0.001179281,0.2593027,-0.1583394,-0.13462928,-0.32358328
H2az1,0.10683587,-0.0286926,0.27631557,0.22807556,-1.1959276
Dnajb14,0.014853455,-0.05338387,-0.08564911,-0.06121351,0.410449
Pdlim5,-0.002910085,0.10437397,-0.029035263,-0.12617365,-0.09981434
Gbp5,-0.0403574,0.005900608,-0.049289472,0.08677907,0.14300464
Gbp7,-0.0012695651,0.12820028,-0.113284335,0.29809842,-0.26523554
Gbp2,0.08409685,-0.076649226,-0.20071238,-0.038002804,0.21862544
Pkn2,0.004996628,0.027011177,-0.07477519,-0.029462699,0.029903414
Lmo4,0.0132328635,-0.10424284,-0.014771136,-0.19140051,0.23079613
Syde2,-0.0022079067,-0.0438819,-0.027587129,-0.050316166,-0.020972027
Spata1,0.003887448,0.003591555,-0.028164878,-0.004698565,0.051880237
Prkacb,-0.026343212,0.06651808,-0.060515434,0.058755822,0.13355131
Ifi44,-0.0044210143,-0.079274245,-0.0062144664,0.04185663,0.07193282
Dnajb4,-0.032431208,0.095153846,-0.004538408,-0.1376397,-0.05815147
Fubp1,-0.028135164,-0.21029748,0.15299685,0.10939749,0.3879517
Miga1,-0.029194064,-0.036631227,-0.044134438,0.079580314,0.23436324
Usp33,0.0072509465,-0.026732536,-0.018574227,0.004752713,0.19833872
Zzz3,-0.034001898,-0.037982285,-0.016303454,0.09462907,0.25233138
St6galnac3,-0.108739756,-0.018691849,-0.12466045,1.2721771,-0.18654281
Fpgt,0.0067463415,-0.035479482,-0.011521041,-0.048563883,0.15917224
Ankrd13c,-0.019702092,0.0063338964,0.01079688,0.078230724,-0.049793404
Wls,-0.030230017,-0.05537052,-0.07498194,0.06226288,0.45258993
Lyn,-0.010743199,-0.104467355,-0.031782214,0.075283326,-0.13579388
Rps20,0.14619014,-0.8603833,-0.055974662,0.047623795,1.573511
Plag1,0.015698912,-0.038065962,-0.033674378,-0.028416108,-0.032618884
Nsmaf,-0.07884454,0.16164781,0.06872436,0.33933127,-0.44434437
Tox,-0.29299292,-0.31466916,0.74629587,1.0331594,0.0639317
Chd7,0.022514135,0.18149512,-0.12840217,-0.16525777,-0.24731165
Asph,0.012713599,-0.031675816,-0.05804976,0.026151681,0.04029393
Trp53inp1,-0.027111478,0.12143471,-0.086406104,-0.14283773,0.054980926
Gem,-0.022103228,0.048223395,0.08580353,0.13701543,-0.4990732
Cdh17,-0.004198465,-0.0025141942,-0.035667937,-0.024684776,-0.04881534
Rbm12b2,-0.008150801,-0.017381057,-0.02620945,0.10678035,0.05860695
Tmem64,-0.0050639035,-0.01903347,-0.025668249,-0.013309235,0.11531318
Mmp16,-0.1267262,-0.105368264,0.25658244,0.36846265,0.18809563
Cpne3,-0.058178313,0.1055815,0.079995774,-0.17970626,-0.017612653
Wwp1,0.013762411,0.071263045,-0.07073388,-0.05363153,-0.07224247
Ggh,0.09132996,0.14602217,-0.295279,-0.17494144,-0.41829982
Usp45,0.01690908,0.063861884,-0.05614786,-0.095720634,-0.0015938537
Pnisr,-0.10403964,0.116357535,-0.098757245,0.34474164,0.13370404
Fbxl4,0.004328259,0.00533241,-0.04458605,0.06901859,0.09356782
Manea,-0.029841922,0.011780881,-0.06280819,-0.0074378448,0.10548551
Bach2,0.04879675,-0.2156442,-0.13570069,-0.2041409,0.6323525
Mdn1,-0.027934702,-0.1431061,0.003659979,-0.06284687,0.52016616
Rragd,0.02134584,-0.06188229,-0.028132146,-0.0557896,-0.018785985
Gabrr2,-0.0052047996,-0.049723323,-0.048735917,-0.046230268,-0.012637126
Pnrc1,-0.083342,0.31034008,0.112826616,-0.374988,-0.42642942
Spaca1,-0.0036698836,-0.08615777,-0.040460277,-0.05092347,0.07852319
Zfp292,-0.055823624,0.11625175,-0.147719,-0.04331811,0.38503608
Mob3b,-0.0028053771,-0.09769188,-0.049207587,-0.031489406,0.30441573
C9orf72,-0.0031420884,-0.021608151,0.013472011,-0.018616607,0.034027018
Aco1,-0.007957412,0.02108056,-0.013012036,0.05175063,-0.14788976
Ddx58,-0.061587885,-0.019251335,0.119110405,0.17561218,0.0022407263
Smim27,-0.02459533,0.010173196,0.012454316,0.050774615,0.05317613
B4galt1,0.03715872,0.096266575,-0.122072086,-0.07464133,-0.008878884
Aqp3,-0.022342078,0.045003686,0.017045327,0.0038131915,-0.030030174
Ube2r2,-0.045224614,-0.043546133,0.0154498,0.05103445,0.13588157
Fam219a,0.0033277164,-0.003500051,0.0067664715,-0.020864617,-0.073398024
Il11ra1,-0.006157518,-0.026121182,-0.018696379,-0.0645837,-0.00058060104
Dnajb5,0.007308318,-0.032138877,-0.009194308,0.029692886,0.035469424
Fam214b,-0.010673336,0.08362073,-0.04784607,0.057516523,-0.11036872
Tesk1,-0.06571773,0.028313663,0.009520049,0.16652444,0.08222411
Cd72,-0.04700058,-0.1903552,0.12171827,-0.060427673,0.3342109
Sit1,-0.011528872,-0.039682157,-0.08218268,0.031889193,0.28212962
Gba2,-0.019142237,0.015273958,-0.015813509,0.04739997,-0.0225796
Rgp1,-0.015469142,0.039896663,-0.013549088,-0.040579576,-0.018233396
Rnf38,-0.014514973,0.0148907,-0.06628449,0.013074817,0.11484186
Pax5,-0.031033073,-0.10988337,-0.05042658,-0.03676666,-0.114731535
Zcchc7,-0.067564175,0.044487137,-0.1734563,0.2430605,0.36997998
Zbtb5,0.013619613,-0.016257549,-0.031493716,-0.005173713,0.092366755
Shb,0.0058821645,-0.041459806,-0.018444836,-0.029840508,-0.012336608
Aldh1b1,-0.007819814,-0.03618341,0.019953525,-0.06983544,0.12631847
Ccdc180,-0.0019185831,0.056201644,-0.07974006,-0.050050244,-0.1292738
Xpa,-0.08160143,0.18118683,-0.036227494,0.0731825,-0.24902447
Anp32b,0.14649917,-0.4016257,0.28061804,0.15044862,-0.47421414
Trim14,-0.05248765,0.11763476,-0.073483266,0.25762847,0.042058706
Tgfbr1,-0.011928642,-0.006089642,-0.029797575,0.031494185,0.1864262
Nr4a3,-0.0033456392,0.12043409,0.07638852,-0.188033,-0.27079186
Stx17,-0.021986682,0.052755553,-0.027806064,0.011850368,0.028024659
Invs,-0.008933089,-0.031681184,-0.04774209,0.17714341,0.2022763
Zfp189,0.0015848775,-0.050140943,-0.03204242,0.19869675,0.0028567263
Smc2,0.05739621,-0.25602826,0.23524857,0.12153006,-0.38055006
Abca1,0.0014282526,-0.13596824,-0.08086471,-0.05635226,0.2537857
Fktn,-0.023018273,0.0040474045,-0.015477314,0.10988434,0.10306917
Klf4,-0.0041709333,-0.08865555,0.12614661,-0.24812098,-0.06982564
Tmem245,0.020542132,0.016110199,-0.08031308,-0.05680744,0.16684766
Pakap-2,0.0119950995,-0.07572271,-0.034068972,-0.06813946,0.028698651
D630039A03Rik,-0.04548052,-0.07014767,0.0024181947,0.34391478,-0.08223886
Ugcg,0.14347456,0.124962196,-0.15417767,-0.5325506,-0.43381557
Susd1,0.089008376,-0.048400998,-0.014608332,-0.14043833,-0.22190617
E130308A19Rik,-0.021770632,0.057464015,-0.03097972,0.122772425,0.038833853
Snx30,-0.009737184,-0.07370652,-0.034737945,0.039724484,0.17333415
Slc31a2,-0.016826533,0.007391951,-0.017967008,0.12107487,-0.0164842
Fkbp15,-0.015604006,0.054595396,-0.04145898,-0.0021391804,-0.046535473
Rgs3,-0.023300637,0.13434078,-0.01123377,0.20613182,-0.3074706
Whrn,0.0063956296,-0.061093308,0.00020577296,-0.068983585,0.028096888
Tnfsf8,-0.089643896,-0.27146485,0.37798235,0.21190816,0.2049605
Kdm4c,-0.012848803,0.06745424,-0.0040862435,0.022742901,-0.12650527
Ttc39b,-0.06559714,0.1889082,0.109988436,0.23977968,-0.6191055
Ccdc171,-0.0071476796,0.0009988539,-0.024486613,-0.086697415,0.23865367
Dennd4c,0.014280354,0.1531946,-0.1230701,-0.10426546,-0.14670359
Acer2,0.0016297268,-0.05073677,-0.0149631975,-0.044587556,0.034841616
Hacd4,-0.0059589823,-0.037606664,-0.038088664,0.0050727613,-0.035082698
Gm26566,-0.0013579231,-0.06315847,0.016815025,-0.046373032,-0.033076294
Cdkn2a,-0.02631126,-0.016761487,0.022559639,0.39266416,-0.14510259
Dmrta1,0.013007625,-0.08190207,-0.03780814,-0.0724449,0.0059793447
Ift74,-0.010812917,-0.04160527,-0.087749064,0.11974411,0.15247045
Mysm1,-0.06136862,0.05940766,0.028500363,0.10613939,0.014735912
Jun,0.1108146,-0.040424503,-0.19666754,-0.37016773,-0.002033907
Fggy,-0.01090299,-0.030747537,-0.02334363,-0.0138647165,-0.013249392
Nfia,-0.048341796,0.045609307,0.0013351006,0.1241376,-0.034930866
Patj,0.025531158,-0.1852581,-0.035320226,-0.12334568,0.4769112
Raver2,0.026914116,-0.09148123,-0.038119797,-0.06900662,0.24571052
Jak1,-0.020944456,0.57038975,-0.21735828,-0.6705779,-0.40287462
Lepr,0.010343344,0.0070161903,-0.061547257,-0.029978784,-0.0029200753
Pde4b,0.04726528,-0.08974628,-0.032012545,-0.23865521,0.15021636
Sgip1,-0.026079608,-0.09307461,-0.014410774,-0.045472536,0.22482084
Wdr78,0.0021757877,-0.062428672,-0.03486757,-0.0734759,0.22407363
Usp24,-0.025717795,0.011739416,-0.020424385,-0.102297015,0.21820106
Tmem59,-0.071454555,0.08385959,-0.027579235,0.07066247,0.17244776
Hspb11,0.039381094,-0.15234372,0.09016462,-0.06637524,0.254971
Zyg11b,0.014851699,0.041623373,-0.14457445,0.07781414,0.055519957
Tut4,-0.0056414343,0.19525327,-0.15265658,-0.167378,-0.0565776
Zfyve9,-0.014422816,-0.023227755,-0.021859411,-0.03230869,-0.044268318
Nrd1,-0.03938355,-0.011326252,0.05501919,0.24750803,-0.062321354
Rnf11,-0.05069035,0.090485364,0.012455845,0.2207218,-0.12536131
Bend5,-0.004062031,-0.12966089,-0.07819826,-0.08160466,0.2716474
Spata6,-0.0017066975,0.024557112,-0.0953292,0.038583662,0.21164039
Foxd2,-0.011720679,0.013014534,-0.0382554,-0.014634126,-0.03141282
Efcab14,-0.032540932,0.010650787,0.010720611,0.08132597,-0.0070129475
Mob3c,0.0014996104,0.041618705,-0.0767762,0.021021334,0.1333997
Mknk1,-0.0345721,0.043853406,-0.021685198,0.092169404,-0.07813722
Faah,-0.06922713,-0.095096424,0.14643638,0.15615709,0.17658044
Nsun4,-0.006036428,-0.019672388,-0.001990201,0.0133291595,0.11688524
Gpbp1l1,-0.025905682,0.038178034,-0.0085192295,0.15815878,0.015608653
Ccdc17,-0.0105973035,-0.04239902,0.024308087,-0.022194197,0.06396778
Nasp,0.12413608,-0.25487414,0.13994357,-0.089961536,-0.20507644
Tctex1d4,-0.0046200305,-0.020611463,-0.031518698,-0.060208526,-0.0186513
Plk3,0.037468366,-0.015619395,0.011221544,0.12808673,-0.25889465
Tmem53,-0.020782951,-0.014210585,-0.051730387,0.0061937473,-0.04737544
Rnf220,-0.0060901814,0.022446929,0.014502176,-0.0064623565,-0.037790433
Szt2,-0.026359826,0.033538874,-0.01077857,0.055223893,-0.0009165002
Cdc20,0.0915318,-0.1841951,0.11417311,0.0010001353,-0.24004412
P3h1,-0.0022655167,-0.029713895,-0.064693585,-0.078700595,0.021053476
Ybx1,0.09628115,-0.19711636,0.32577175,-0.08570061,-0.5324196
Frg2f1,-0.013372762,-0.045646194,-0.008486367,0.012756368,0.04866013
Foxj3,0.00024899974,0.022390531,0.037023585,-0.029147414,-0.0157831
Guca2a,-0.0036357585,-0.024098953,-0.01215213,-0.054946117,-0.06356348
Hivep3,-0.12582743,-0.1101207,0.27674305,0.5108329,-0.0042205653
Scmh1,0.041565835,-0.1059107,-0.062029473,-0.04937748,0.24711159
Zfp69,-0.02463272,-0.03509614,-0.0014919534,-0.06790149,0.12621975
Smap2,-0.046781883,0.05763411,0.312034,-0.23430444,-0.38703462
Rlf,-0.017934956,0.10260416,-0.01146067,-0.08516738,-0.11789509
Ppt1,-0.05370155,0.016031086,0.005620587,0.15385032,0.11633316
Macf1,-0.09908275,0.2871539,-0.1298296,-0.0019756358,0.10316077
Rhbdl2,0.0031121536,-0.008944934,-0.07607675,-0.03602416,-0.04896061
Pou3f1,0.0117923785,-0.033063523,-0.04527242,-0.035034582,-0.03471299
Maneal,-0.009157649,-0.027283834,-0.03426359,-0.030499479,-0.033759758
Cdca8,0.09942282,-0.29736567,0.30311063,0.055278335,-0.41618502
9930104L06Rik,0.016165953,-0.044538543,-0.031613458,0.06284855,0.17201169
Zc3h12a,-0.08633485,0.051392637,0.29470512,-0.17348643,-0.26983848
Csf3r,-0.0071543134,-0.039230157,-0.032359745,-0.001402334,-0.048915766
Eva1b,-0.044811893,0.2218691,0.043288387,0.015111297,-0.46249858
Ago3,-0.038268004,0.065399386,-0.054382805,0.057552293,0.064486764
