gene_name,P9,P3,P10,P0,P5,P6,P2,P7,P8,P1,P4
Ankrd16,0.05605741,0.10519064,0.09509473,0.025617706,-0.09742108,-0.0018194165,-0.059692908,-0.0022227997,0.101797625,-0.16707093,0.09834332
Rsu1,0.21830988,-0.07058836,0.44702104,-0.19406094,-0.087045155,-0.0572828,0.00228575,0.07171563,-0.22464974,-0.3044694,0.031032918
Vim,0.002896939,0.17261596,0.24355254,-1.152271,0.5640345,0.71219116,-0.29822814,-0.30718347,0.7232394,-1.347202,-0.46897644
St8sia6,-0.049820747,-0.026670204,-0.04317568,0.000116056864,-0.030888252,-0.034221146,-0.0035873405,-0.021933397,-0.023223458,-0.05082488,0.07027891
Stam,-0.04167311,0.03922544,0.015176047,0.10947725,-0.04897655,-0.07554111,-0.023462648,-0.030065766,-0.035005603,0.059433665,0.09581014
Nsun6,-0.030582855,-0.014017725,-0.0053386255,-0.010939337,-0.0034220575,0.06797293,-0.015825156,-0.08630347,0.017990783,0.0123649975,0.008525201
Arl5b,0.15824182,0.07360016,0.018740634,-0.3136335,0.00057393406,0.045640215,-0.100254625,0.0654126,-0.118271776,-0.060716026,0.027206982
Nebl,0.14643057,-0.17678466,0.31455672,-0.18036138,-0.049889855,-0.0009226829,0.16536316,0.1168084,-0.13369775,-0.19925958,-0.12828843
Mllt10,0.0013066893,0.08518133,0.021225005,0.098806955,0.0038367002,-0.17424208,0.014411319,-0.052967846,-0.006902735,0.03547885,0.035607174
Dnajc1,0.14551194,0.23000708,0.2955178,-0.49036792,0.07672932,-0.043840036,-0.21398073,-0.056278877,0.23156826,-0.4842856,0.06275282
Armc3,0.12584963,-0.071041465,0.05176216,-0.21892332,-0.054934777,0.04213203,-0.043090515,0.24901804,0.31336838,-0.15893349,0.080373414
Otud1,-0.058997132,-0.030202955,0.048803706,0.08029495,-0.0074045495,-0.060535897,0.056758877,-0.025207344,-0.16629873,0.27302048,0.0920616
Enkur,-0.0216265,0.03049827,-0.05301399,-0.051481225,-0.032282364,0.025330443,-0.014424014,-0.046357777,-0.070450835,0.01772638,-0.023391845
Apbb1ip,0.27390996,0.123207815,0.8251313,-0.32343614,-0.14947416,-0.12604018,-0.18922207,-0.30276304,-0.05689444,-0.6410731,0.32523873
Abi1,0.09146951,0.10202322,0.13753943,-0.3514772,-0.15800895,0.016983178,-0.108231105,0.12918082,0.13356477,-0.14745739,0.14709482
Acbd5,0.02996657,0.036020193,-0.05769043,-0.13246158,-0.09628004,0.0933986,-0.083503954,0.07232595,0.18989165,0.042513948,0.011182004
Spopl,0.07474874,-0.081035174,0.042861458,0.22618634,-0.1333242,-0.102522686,0.0758367,0.016616305,0.28939578,0.018276013,0.13835283
Psd4,0.10260107,0.047047526,-0.031266727,-0.019983768,-0.111772425,-0.012529946,0.031652465,0.0011556835,0.05799825,-0.028099675,0.031782497
Pnpla7,0.1599014,-0.14384931,-0.010526661,0.15802695,-0.13765304,-0.18655705,0.07263953,0.15033787,-0.14828594,0.28830475,0.13551441
Nrarp,0.016255902,0.22260182,-0.035368968,-0.21137686,0.06052013,-0.063994065,-0.039136283,-0.24506207,0.14513297,-0.15161695,-0.003466559
Tor4a,0.029421225,0.040332455,0.020922206,0.04246296,-0.046714164,0.058580928,-0.018210448,-0.04293486,-0.0657598,-0.09832975,0.01996028
Tubb4b,-0.39547,1.3323336,-0.40159497,-0.14068802,0.045303684,0.4155249,-0.41590762,-0.67894256,-0.3517046,-0.3513295,-0.48299593
Tmem203,0.099383295,0.063416205,-0.0436661,-0.010589626,-0.07482525,-0.12188806,-0.033605028,0.11549236,0.17985351,-0.08148966,0.089081384
Tmem141,-0.08279134,-0.09694071,-0.052357927,0.150262,0.024083488,-0.022559557,0.0116456365,0.35506228,-0.110847965,-0.046986457,-0.019201746
Bmyc,-0.12898822,-0.16052267,-0.18175198,0.42565495,-0.0917462,-0.09281542,0.223676,-0.02905155,-0.22244063,0.51479876,0.03929429
Camsap1,0.008685384,-0.03882159,0.03504811,0.1044263,-0.0120273605,-0.055043396,0.009793372,0.08895928,-0.006683511,-0.037438624,-0.08241471
Nacc2,-0.07546583,-0.055520732,-0.11889313,0.11730596,-0.045380555,-0.07131892,-0.005712452,-0.09344553,-0.11041121,0.32031685,0.04829941
Gpsm1,-0.051595103,-0.024221256,0.09920113,0.08715841,-0.00891646,-0.026648093,0.0002731107,-0.009399102,-0.0060878764,-0.088360995,0.039661333
Card9,-0.043333087,-0.04006545,-0.06222395,0.018235791,-0.04681519,-0.05214851,0.030589309,-0.021510947,-0.07083753,0.011793287,0.05716402
Inpp5e,0.059927195,0.038463186,-0.008510865,-0.04209487,-0.029041411,-0.0009992789,0.018973975,0.05805183,0.038273133,0.06626596,0.0841247
Sec16a,0.08257487,-0.066712275,0.04289611,0.09720775,-0.056883186,-0.03716039,0.025539674,0.009878218,-0.085188776,-0.013775655,0.001660103
Notch1,0.044196386,0.1047354,-0.10565797,0.20514338,-0.13174713,-0.1046774,-0.00256565,-0.0686824,0.12802002,0.055598833,0.040811192
Lcn4,0.34445953,0.004804782,-0.21476926,-0.108462,-0.15034494,-0.1817942,0.011303954,-0.1668155,-0.10268384,0.5727851,0.17215988
Adamts13,-0.0865583,-0.036454655,-0.08439065,0.23084028,-0.04558358,-0.040300168,0.013502517,-0.040537525,-0.07807342,-0.088731505,0.044429205
Cacfd1,0.00215039,-0.06067235,-0.029498843,0.064984195,-0.040089685,-0.02537634,0.016395565,0.18310508,0.06668607,-0.0304882,0.10683585
Brd3,-0.06582943,-0.13474539,0.23332497,0.13490582,0.15935701,-0.104386024,0.059666276,-0.103802554,0.060262747,-0.052187458,-0.06536504
Rxra,0.0036762173,-0.08276991,0.23947108,-0.057357073,-0.02647193,-0.062103946,0.06849047,-0.11178578,-0.07844518,0.10828876,0.015423214
Olfm1,-0.01893399,-0.008561509,-0.087309144,-0.10370819,0.00093199813,-0.068038516,0.024902001,0.004215591,0.18867703,-0.10691876,0.051739074
Tsc1,-0.0024876015,-0.06188508,0.016447132,0.060286563,-0.06856953,-0.093622975,0.08098993,-0.0063126762,0.07586867,0.21867473,0.12844057
Cfap77,-0.044751216,-0.021900866,-0.054243084,-0.041986186,-0.013172497,-0.03649047,-0.0051886225,-0.0114007825,-0.01302154,0.058073472,0.000629665
Ttf1,-0.038219288,0.042939924,-0.024760133,0.08562759,-0.07902964,0.01928229,-0.04818764,-0.017045166,0.106910504,-0.012016028,0.08659972
Setx,-0.06226596,0.11237129,-0.088424824,0.21674637,-0.08738128,-0.10078126,-0.09365013,0.15016948,0.20485702,0.033049233,0.098847836
Ntng2,-0.015881376,0.0045945393,-0.03618358,-0.04432445,-0.0032383292,-0.036712766,0.014754873,-0.034147624,0.07486209,-0.07586174,-0.026983337
Rapgef1,0.07325691,0.015629409,0.2089034,-0.1896858,-0.023968248,-0.043420687,0.01628246,-0.00941256,0.08456987,-0.03628608,0.02243686
Trub2,0.072353676,-0.005914378,0.018282589,-0.018127555,0.028954836,-0.018665371,-0.027010117,-0.024889393,0.17092752,-0.13274238,0.063292906
Set,-0.3533077,-0.017948065,-0.36887288,0.07557559,0.63751876,0.2642213,0.23034865,-0.16008456,0.02539725,-0.13448808,-0.6999399
Zer1,0.05106142,-0.08740908,0.119989134,0.13080442,-0.18963178,-0.088038065,0.03748991,0.17812395,0.20013905,0.042991098,0.096528545
Ier5l,-0.054859992,0.06664356,-0.111919686,-0.066934325,0.0014667193,-0.035089117,-0.0002641941,-0.025684375,0.011290022,0.06942886,0.110681325
Cstad,-0.05946771,0.0032023177,0.005268167,-0.009733131,-0.05888188,-0.06494375,-0.009226939,0.039442778,0.004909022,-0.034754932,0.03968584
1700001O22Rik,0.15160885,0.025972962,0.022655545,-0.15325272,-0.031515125,-0.08342988,0.032726947,-0.111540936,0.046038218,-0.14503415,0.06571311
Usp20,0.10323015,0.05211353,-0.05918813,0.035885595,-0.05012622,0.027755797,-0.070472255,-0.0737462,0.10233907,-0.08803397,0.15138881
Fnbp1,0.19160406,0.19631852,0.12550533,-0.22632469,-0.08431948,-0.10877509,-0.18925858,0.010011958,0.28985724,-0.23798248,0.13633613
Ass1,0.0039121523,-0.15051648,-0.041603852,0.13776085,0.0683744,0.10032703,0.14798816,-0.33801186,-0.27015528,0.060365997,-0.10254151
Abl1,0.039865643,-0.012739749,-0.00504173,0.051116817,-0.0434295,-0.07944414,-0.0028583135,0.03559734,0.052309703,0.15501516,0.06280934
Fam78a,0.0081947595,-0.07526479,-0.27546352,0.70451665,-0.1901095,-0.06316406,0.025750514,-0.06452696,-0.079729885,0.1104316,0.15496732
Prrc2b,0.2925773,0.05638376,0.22476275,-0.32235298,-0.054079086,0.00061318843,-0.07792096,-0.16194321,0.32110217,-0.29050544,0.14057322
Lcn2,-0.027109351,-0.0033285713,-0.03751271,-0.03721337,-0.025808273,-0.027518649,0.01627229,-0.021821246,-0.033512156,-0.036039364,0.019007439
Fam102a,0.13987851,0.123465605,-0.38021216,0.5018882,-0.20331214,-0.15479994,-0.026172468,-0.09138549,0.27864507,0.20220482,0.20445369
Eng,-0.12322645,-0.057037693,-0.15149929,0.4205497,-0.07148194,-0.086453535,0.03384023,-0.09568826,-0.102564946,0.25498208,0.106122054
Sh2d3c,0.1711935,0.29098514,0.11306452,-0.18697596,-0.18982747,-0.123044,-0.21882024,-0.12601694,0.22936049,-0.31156722,0.2472037
Ttc16,-0.040441617,-0.0004034162,-0.049042977,-0.058629233,0.009150399,0.036214527,-0.010182176,-0.02862284,-0.0029982615,-0.021803876,-0.06190651
Rpl12,-0.38381645,-0.5527708,-0.9428561,1.8373309,-0.2076628,-0.43844214,0.38996762,0.4420701,-0.3117157,1.6864896,0.03448355
Ralgps1,-0.08632731,0.024691984,-0.079044156,0.17917062,-0.01477112,-0.08994293,-0.0038788214,0.06855721,0.05522581,0.0864025,-0.006376403
Zbtb34,-0.05185524,-0.010070719,-0.0014854218,0.04375604,0.001161386,0.07189705,0.0008300137,-0.057232425,0.006392673,-0.085095726,-0.021483248
Zbtb43,0.09201,0.009736225,0.019827358,0.0101343375,-0.06780351,0.0005315864,-0.04261458,0.01406039,-0.04612811,-0.02075532,0.040031206
Gapvd1,0.009264148,0.0075822053,0.005955595,0.12821174,-0.06909269,-0.045380794,0.10228377,-0.04770833,-0.08024571,-0.0018528426,0.036864933
Hspa5,-0.030442871,-0.16302882,-0.35901305,-0.62711936,0.23381965,0.58609784,-0.03451276,0.15511763,-0.26479414,0.025542134,-0.36700338
Traf1,0.28247553,0.13909191,-0.4666636,-0.54070395,-0.061854653,-0.04700602,-0.22279683,1.0097786,-0.33213475,-0.08042733,-0.051252317
AI182371,-0.036387715,-0.021996599,-0.042033374,-0.030363062,0.012499084,0.013746018,-0.03665313,-0.035621025,-0.05394072,-0.053061247,-0.019876959
Gsn,-0.010707703,0.010285344,-0.16027352,0.22815956,-0.049222946,-0.03271654,-0.109276526,0.20871785,-0.05811863,-0.24720271,0.07703923
Rc3h2,0.029589066,-0.040664803,-0.016907398,0.12145016,-0.13424112,-0.043131128,0.04396341,0.17021364,0.15241246,-0.05419411,0.111927
Zbtb26,-0.08070077,0.0016623026,-0.11317441,0.2127681,-0.05968842,-0.008249541,-0.012004549,0.034173403,0.042362764,0.112372175,0.026745472
Rabgap1,0.077098556,-0.028206421,-0.03421636,0.27864203,-0.08294095,-0.18603562,-0.012437711,0.11215418,-0.009062478,-0.019543318,0.13654818
Gpr21,-0.03640548,0.020310562,-0.027894022,-0.023373395,-0.062164556,-0.020257633,0.012652425,-0.017487241,0.044611786,0.003043865,0.0047728796
Dennd1a,0.02317928,0.044308923,-0.113755405,0.16265269,-0.03234298,-0.08707362,-0.016568208,-0.028567368,-0.009764438,0.105170265,0.07792428
Nr6a1,-0.02753165,0.0070930924,-0.031244695,-0.006812493,-0.0536496,-0.0425099,0.023300245,-0.023678418,-0.059687395,-0.061668053,0.04168229
Golga1,-0.022510437,-0.013336481,0.0068144286,0.11697603,-0.010323984,0.0029420815,0.058889557,0.07648995,0.120984666,0.030588685,0.0536211
Scai,0.09929497,-0.019662898,0.0049338196,0.07320388,-0.124250256,-0.14369613,0.033480693,0.21659921,0.05632155,0.02581357,0.0517183
Arhgap15,0.14369349,0.12607832,-0.1654887,0.46458712,-0.37219062,-0.32477137,-0.021110699,0.005648444,0.1321547,0.23417497,0.38860327
Gtdc1,0.00025788578,0.23267427,-0.016120156,-0.0775921,-0.11572818,-0.1257701,-0.045158777,0.050903134,0.25866455,-0.09064019,0.11874833
Zeb2,-0.06271412,-0.02054137,2.0679271,-0.84574586,-0.13211289,-0.16449201,0.021336474,-0.45373818,-0.15665074,-0.8045681,0.2982149
Acvr2a,-0.041092526,-0.0019820144,-0.05875565,0.009283105,-0.025422033,-0.044289272,0.0020320015,-0.01696417,-0.040758517,-0.037006587,0.036448706
Mbd5,0.020814968,0.011400622,-0.052456234,0.18178491,-0.104925476,-0.089327954,-0.010299369,0.03266994,0.0418958,0.13496077,0.091098696
Epc2,0.07029199,-0.00050694274,-0.07050205,-0.05592514,-0.036382817,-0.053061068,-0.059034925,0.07096631,0.010356692,0.2570952,0.082803816
Kif5c,-0.03396239,0.03047031,-0.049385,-0.066717304,-0.02987539,-0.06934533,0.012743151,0.299769,-0.008437366,-0.059517693,0.0072866194
Lypd6b,-0.09895853,-0.06647732,-0.16604751,0.56649065,-0.08678765,-0.07688031,0.020833515,-0.110825315,-0.1459656,0.24051853,0.08960995
Rif1,-0.05737356,-0.17652363,-0.20530342,0.05935565,0.5241792,0.10220891,0.16669266,-0.15625805,0.058139544,-0.20655406,-0.3608401
Fmnl2,-0.03884127,-0.031478,-0.057124175,-0.023461059,-0.037395332,-0.0126966825,0.064837664,-0.03106286,-0.031553052,-0.025958274,0.04394005
Nr4a2,0.22741501,0.122597575,-0.062165026,-0.822313,0.13429539,-0.033044454,-0.24144405,0.6716152,-0.0069771023,-0.49969426,0.08818839
Pkp4,-0.1107843,0.06680547,-0.06969408,0.22707066,-0.13667817,-0.15094352,0.06546505,0.25535476,-0.08760157,0.2760115,-0.0171171
Dapl1,-0.5105285,-0.20448235,-0.56587607,1.7731166,-0.2917232,-0.32369044,0.056118395,-0.030252935,-0.48038903,1.4708155,0.19867179
Tanc1,0.003300469,-0.08758502,-0.13611244,0.65784395,-0.058855508,-0.2152875,-0.009844759,-0.08405447,-0.27008012,0.16446018,0.15087105
Wdsub1,-0.014113655,-0.002274148,-0.09109924,-0.00797382,-0.028722305,0.02943415,0.007516733,0.14310814,-0.03820022,0.06528646,0.054792635
Baz2b,0.011672101,-0.15739132,0.07234323,0.106692806,-0.05250554,-0.045471672,0.035126287,0.083230086,0.03010823,-0.00046796378,0.14838293
March7,0.0509618,0.0387017,0.19540718,-0.061009165,-0.15778242,-0.16728471,-0.105588496,-0.035226233,-0.17378752,0.27333325,0.21085922
Cd302,-0.04520314,-0.032421976,-0.03367102,-0.03224728,-0.0397187,-0.036840603,0.071891375,-0.050078508,-0.052545782,-0.053908803,0.056814015
Ly75,0.048688713,-0.030948244,-0.13423963,0.30568728,-0.13047789,-0.041001655,-0.042137727,0.14996521,0.037674967,-0.06547546,0.11221408
Tbr1,-0.043122727,0.0119049335,-0.049327277,-0.026125198,-0.0002367735,-0.026538901,-0.0056668976,-0.052226275,-0.056293245,-0.028422311,-0.03278675
Dpp4,0.13492788,-0.12333658,-0.1043856,0.0917018,-0.14625926,-0.1316065,0.00034807896,0.40213862,-0.23891218,0.23051873,0.11104183
Ifih1,0.07923267,0.054114424,-0.14862515,-0.18627496,-0.12337745,0.040413905,-0.06719366,0.6444197,0.32841092,-0.18686007,0.015010521
Fastkd1,0.023414288,-0.043837823,-0.016748331,0.13557363,-0.056043487,-0.019197421,0.1084239,-0.018645493,0.04362966,-0.11293821,-0.001562225
Ccdc173,-0.04726737,-0.045787323,-0.08229965,0.04530918,-0.032066755,0.05929458,0.018382646,-0.008628242,0.03449345,-0.030783437,-0.03209935
Ubr3,0.05529034,0.008802775,0.016320957,0.06692763,-0.0759229,-0.023204716,0.0032889917,0.030512432,-0.058862317,0.018625509,0.08332
Myo3b,-0.0219469,0.014214046,-0.04133437,-0.05988251,-0.0050114607,-0.058911584,-0.0009279845,0.04848488,-0.019710287,-0.090781234,0.039563738
Mettl8,-0.08484814,-0.07308664,-0.09809861,0.50064784,-0.07279383,-0.014727881,0.022325227,-0.012954352,-0.074268326,-0.0041593243,0.0714775
Dcaf17,-0.052913405,-0.069729716,-0.0575568,0.37424347,-0.10140964,-0.06577647,0.04692323,0.053098507,0.032913506,-0.008432725,0.051020306
Metap1d,-0.11259545,-0.03190724,-0.0860573,0.26474395,-0.079966,-0.05047063,0.052043788,0.083504766,-0.059308454,0.012349419,-0.008217542
Itga6,0.105391614,0.016513819,-0.18858534,-0.019609256,-0.10512766,-0.051634796,-0.03234425,0.047580685,-0.021273753,0.20017575,0.113022365
Pdk1,-0.18586983,-0.19894496,-0.3830732,1.2599112,-0.14483592,-0.19242424,0.1422154,-0.11757843,-0.30109903,0.5376219,0.11214782
Rapgef4,-0.2770304,-0.12288511,-0.32873696,1.2755545,-0.16342574,-0.19033827,0.07550906,-0.1175497,-0.29281685,0.47503096,0.1523761
Cir1,0.12034945,-0.044388965,0.18448736,-0.17405273,-0.20280994,0.03145826,-0.04351161,0.14798604,0.067342006,-0.13443495,0.15634342
Gpr155,0.0555963,0.009324001,-0.041330397,-0.020654412,-0.043437757,0.041789252,0.0071344473,-0.070102215,-0.07983617,0.03081587,-0.018605066
Wipf1,0.17967047,0.11493827,0.0881504,-0.34979773,-0.17916444,0.038369,-0.10524617,0.13792278,0.06305817,-0.34803623,0.030623784
Atf2,0.030852789,0.03038518,0.06451559,-0.05901044,-0.10955628,-0.025807459,0.011283265,0.07527475,0.023045512,-0.092587546,0.011863553
Nfe2l2,-0.05235572,-0.042260922,0.030728279,0.23124306,-0.14747414,-0.10664116,0.12287067,0.022123674,-0.04467183,0.010469327,0.11940232
Pde11a,-0.07238392,-0.018253887,-0.052972727,0.018599397,-0.04049229,-0.046494916,0.011914341,-0.01633924,-0.04405744,0.17231613,0.0610299
Prkra,0.025780601,-0.045341816,0.12065831,-0.0401822,-0.04665212,-0.056456383,0.0499159,0.07239248,0.03201769,-0.08932206,0.03985636
Fkbp7,-0.009866659,0.0054031336,-0.047770403,-0.019909823,-0.004727435,-0.0208404,0.003132601,-0.030514052,0.1413784,0.01846879,-0.021105641
Itga4,0.5642369,0.29018202,0.74473625,-1.4008367,-0.06488561,0.28270546,-0.2826524,0.1663887,0.62482154,-1.5447224,0.15397838
Itprid2,0.02723973,-0.07318863,0.029483281,-0.023021441,-0.04743682,-0.050745774,0.05492558,0.021667894,0.017615201,0.02392341,0.035422903
Nckap1,-0.018789044,-0.040186424,0.15123084,0.045164328,-0.015126963,0.0019881842,-0.0056979083,-0.0047656554,0.20682304,-0.11123742,-0.0071601477
Itgav,0.08165536,0.007839656,-0.006242736,-0.21719918,-0.0066765393,0.042356562,-0.018068882,0.1120489,0.30877483,-0.25771707,0.07262931
Calcrl,-0.00096085126,-0.04379006,-0.012537669,0.29589364,-0.046507165,-0.013139066,-0.0033890172,0.041343823,-0.0410184,-0.059789393,0.048482362
Selenoh,-0.40931982,0.44401455,-0.53042424,-0.43248516,0.52788645,0.8115851,-0.33080795,-0.11439636,-0.32295668,-0.43782234,-0.5683495
Ube2l6,-0.029939873,0.031656746,-0.17625627,-0.1814621,-0.017941676,0.058079075,-0.04650747,0.10301277,0.39209598,0.10074359,0.04415269
Fnbp4,0.071998976,0.060340755,-0.07039727,-0.030193696,-0.034571685,-0.052482024,-0.026667565,0.07727239,-0.0012963375,0.019582637,0.003652307
C1qtnf4,0.06962819,-0.062130116,-0.13781986,0.11822727,-0.019375429,-0.08801377,0.01636259,0.30161834,0.06618861,0.0027534459,0.032135367
Celf1,0.21909681,-0.014476123,0.19904423,-0.08657971,-0.21884567,-0.13887946,0.076568894,0.20964174,0.1215208,-0.13220556,0.108406916
Slc39a13,-0.04229215,0.012570515,0.0395842,0.08650481,-0.041311346,0.009001357,0.07503865,0.047734328,0.02498291,-0.083247826,0.039881043
Spi1,-0.085065976,-0.05415412,-0.096886985,-0.076355815,-0.06950588,-0.059522603,0.12107817,-0.059356682,-0.02786239,-0.08055471,0.13236639
Madd,0.080194935,0.1332759,0.021726666,-0.038586885,-0.078748874,-0.10126291,-0.14229703,0.13046831,0.153239,-0.11773337,0.16872354
Acp2,-0.034773,0.0640784,-0.00956784,-0.007482774,0.0030146213,-0.0010619886,0.055411972,0.04335189,0.08814209,0.010755274,0.035566967
Ckap5,-0.200765,1.2411637,-0.13079678,-0.20155223,-0.18118282,0.082372986,-0.5119733,-0.3508789,-0.25170836,-0.2870136,-0.06425275
Zfp408,-0.0633861,-0.031532086,0.023347782,0.17899454,-0.055071045,-0.007169347,0.04173355,0.039379034,0.01317131,-0.05736602,-0.011190801
Atg13,0.06508788,-0.07391957,-0.047921903,-0.019602459,-0.012982991,-0.02434492,-0.024173364,0.03657533,0.044160914,-0.12033079,0.039839685
Harbi1,-0.03225901,-0.0097419415,-0.11505754,0.10094579,-0.027068382,0.036345642,0.019783508,-0.0035587086,0.047679942,-0.06474583,0.06459916
Ambra1,0.05613123,0.0126975905,0.018868089,-0.017497579,-0.073891334,-0.06028123,0.037209306,0.0070849136,-0.025567537,0.13256934,0.049737148
Phf21a,0.34456283,-0.08146446,0.19427133,0.07083914,-0.24119885,-0.27004036,0.045159765,-0.10516956,-0.29379356,0.118656404,0.2655823
Mapk8ip1,-0.009471858,0.0037193336,-0.01890965,-0.06086407,-0.011380247,-0.045662396,-0.0014216239,-0.0010851577,-0.05911833,-0.06031033,0.032283843
Cry2,-0.025303764,-0.062106322,-0.028896108,0.14817372,-0.022506755,-0.08737318,0.03747265,-0.0028129723,-0.018897956,0.057463225,0.0066743726
Prdm11,-0.01947265,-0.07796534,-0.026303956,0.18342042,-0.044953354,-0.06604625,0.016552472,0.057570577,0.022267638,0.12036143,0.08005375
Cd82,0.23725943,0.082312845,0.25880498,-0.4347174,0.097818114,-0.029763006,-0.07444359,0.19335715,0.3127202,-0.6020953,0.009727675
Accs,0.008667629,-0.027992764,-0.01908751,-0.01291427,-0.018990228,-0.04935341,-0.01728691,0.0023289646,0.22963034,-0.03489718,0.06027365
Ttc17,0.09388404,0.0002570612,0.0633991,0.069316335,-0.07958773,-0.08023879,-0.021888092,0.011607095,0.0023491818,-0.025754316,0.08273824
Gm10800,-0.033211526,-0.015022047,-0.012111087,-0.031261787,-0.0185154,-0.021026585,-0.00096591946,-0.016523525,-0.0458909,-0.0511195,0.008812788
Prr5l,-0.06158891,0.008399407,-0.06240251,-0.10504589,0.06071502,0.007256926,0.030319547,-0.05903895,-0.0070307073,-0.106466465,-0.015126559
Trim44,-0.057676338,-0.12586685,-0.098088816,0.28391397,-0.0016793027,-0.113068506,0.078470334,0.04752233,0.3177132,0.22566088,0.037428457
Cd44,0.43543318,0.25179604,-0.15118352,-0.74434227,-0.01765943,-0.014477097,-0.0825249,0.1711054,0.58096504,-0.49516875,-0.00085592124
Abtb2,-0.04718055,-0.025857884,0.188953,-0.06373676,-0.010153051,-0.05599053,-0.031367324,0.0771118,-0.046702255,0.03560924,0.08527382
Lmo2,-0.070784844,-0.045256954,-0.10551425,-0.0936107,-0.048568625,-0.04680471,0.06938245,-0.063364856,-0.08128565,-0.10178516,0.11887614
Qser1,-0.08888336,-0.025896411,-0.09364403,0.11968334,-0.03220332,-0.06334675,0.035771493,-0.044196304,-0.08406702,0.060953267,0.06270277
Prrg4,-0.029847328,-0.0516655,-0.060969137,-0.0025777563,-0.033868168,0.018196056,-0.012169055,-0.037023235,-0.07573705,0.056005478,0.010014238
Ccdc73,0.012784684,0.0072879638,0.00716316,-0.05314547,-0.02256507,-0.052421313,-0.008707992,0.053082652,0.023496319,0.034764215,-0.019675784
Ccdc34,-0.38022122,0.88361573,-0.26151395,-0.23207854,0.42155758,0.16147566,-0.2635,-0.38642544,-0.2753355,-0.3280677,-0.45271757
Slc12a6,0.10440457,0.04056452,0.27363405,-0.06662729,-0.16213126,-0.14642626,0.007782977,-0.04850973,0.13061087,-0.13312279,0.20372339
Ryr3,-0.03641278,0.00069230405,-0.020724595,-0.08319965,-0.029841531,-0.022452932,-0.0005185348,0.094235405,0.040513273,-0.049861062,0.011566046
Scg5,-0.040300693,-0.030267367,-0.07154252,0.052154947,-0.03670941,-0.034257874,0.004986078,-0.04602228,-0.03690741,-0.067157745,0.035772804
Rasgrp1,0.22770008,0.020900005,-0.04968176,0.34964663,-0.20964366,-0.2673995,0.013191312,0.047026426,-0.14059582,0.047149815,0.28306425
Thbs1,-0.024724593,-0.03346288,-0.03307956,-0.0151188215,-0.03340305,-0.020907318,0.025027478,-0.0134485625,-0.033190127,-0.03312028,0.030812403
Bmf,-0.046540935,-0.010666371,-0.07515201,-0.0035157097,-0.004867797,-0.04997672,0.019704988,0.036519382,0.17036478,-0.03170033,0.022033
Plcb2,0.038090315,-0.102021575,0.050227065,0.22537749,-0.13362703,-0.1302044,0.035229586,-0.0017769975,-0.15279664,0.16547292,0.14396791
Ivd,-0.021318309,-0.06435855,-0.092371754,0.26482624,-0.11458565,-0.03173337,0.099030375,0.13160618,-0.10803644,0.23994567,0.040477727
Bahd1,0.00023751795,-0.05875855,0.058777597,0.10258251,-0.051867645,-0.034948017,0.076624714,0.012767979,-0.09033145,0.019821411,0.05607551
Knl1,-0.3198241,1.4986407,-0.23026375,-0.25626656,0.011760734,0.06562383,-0.4816624,-0.49125743,-0.3042361,-0.3293864,-0.2376711
Rhov,-0.014631151,-0.011880576,-0.049170755,-0.04904282,-0.00970492,-0.044899505,0.055310663,-0.025613913,-0.047461003,-0.048541076,0.034794997
Ino80,0.004111316,-0.052512724,0.011751034,0.20101433,-0.115573175,-0.09085084,0.0073484825,0.11001355,-0.015580418,0.02329374,0.04616982
Nusap1,-0.30341366,1.9344308,-0.1855352,-0.23491278,0.06788462,-0.48536068,-0.7985942,-0.47312912,-0.31289452,-0.257379,0.065172516
Mga,-0.051056903,-0.064974084,-0.033304147,0.45756158,-0.10660406,-0.14876425,0.06206393,-0.023086768,-0.15528156,0.20210892,0.14218333
Mapkbp1,-0.03169449,-0.02067707,0.05443878,0.021117818,-0.038635857,-0.023332834,0.02017444,0.037281826,-0.01514124,-0.019378366,0.058966424
Ganc,-0.03364179,0.0040238695,-0.07867398,0.06618403,-0.105541766,-0.01774321,-0.038623083,0.15257713,0.047338657,0.017745746,0.09555582
Ttbk2,-0.015416153,0.0039880616,-0.02553972,0.017803604,-0.06641549,-0.027665278,0.0049837623,0.0063181208,-0.030455604,-0.066460185,0.022097081
Ubr1,0.14782864,-0.015635103,-0.060058206,0.13763972,-0.080470674,-0.08965118,0.06652392,-0.006271154,0.06025789,0.06385142,0.05687475
Ccndbp1,0.16409183,0.026870847,0.23144428,-0.33216137,-0.16028987,0.06024081,-0.100713186,0.10585579,0.08776292,-0.28861582,0.12914276
Zscan29,0.020409184,0.014714804,0.049369693,-0.01685773,-0.065862246,0.0016095549,-0.009681969,0.026761556,0.030508546,-0.03427805,0.053623077
Pdia3,-0.19548933,-0.094500236,-0.39168215,-0.45198983,0.60075074,0.68858886,-0.22367395,0.016077632,0.11399898,-0.53455704,-0.49284944
Frmd5,-0.02653099,-0.01877513,0.00030853428,-0.041962083,-0.014589482,-0.014836926,-0.00033418168,-0.048878312,-0.045055237,-0.042943217,0.018319245
Casc4,-0.0137996785,-0.081116594,-0.022040755,0.17480557,-0.02132323,-0.06266131,0.112764165,-0.0376908,0.013449971,0.18714918,0.04254912
