gene_name,0_A,10_A,1_A,2_A,3_A,4_A,5_A,6_A,7_A,8_A,9_A,0_C,10_C,1_C,2_C,3_C,4_C,5_C,6_C,7_C,8_C,9_C
S100pbp,-0.11972852,0.050415847,-0.277312,0.1817935,0.12945902,-0.087641284,-0.40054256,0.3437539,0.28810292,-1.1206001,-0.19955665,-0.29474792,0.37008715,-0.016344199,-0.56344867,0.11275356,0.6249388,-0.035217945,-0.6036865,0.41166943,1.1757463,1.2168356
Bsdc1,0.3552511,0.4370966,-0.18308501,0.08909774,-0.53832495,0.012908536,-0.21527833,-0.4625006,0.24495283,-0.1813684,0.46418145,-0.7224703,0.6206469,-0.13596705,-0.6645213,-0.5281387,-0.45068502,0.5234922,-0.4244473,-0.28083044,-0.38584986,1.0259593
Marcksl1,-0.7925782,-2.933917,-0.97483087,0.01139011,-0.5684853,1.3395783,-0.2879275,0.88672435,-0.38481647,-0.3217679,-0.600509,-1.1842141,-1.1385803,0.28603926,-0.27505958,-0.5653359,2.71637,0.7128943,2.724272,1.3837398,-0.4437906,1.4872018
Tmem234,1.2759863,0.4507542,0.18486191,0.86456525,-1.0532457,-0.7547848,-0.7691637,-0.41945285,0.04656286,-2.014495,-0.60156995,0.29776537,0.5053411,-0.041472778,1.7358878,-1.0745444,-0.65593237,-0.04682098,0.6265614,-0.0060304785,1.475226,0.92523766
Dcdc2b,-0.3448471,-0.24574679,-0.23146519,-0.24431986,0.056917366,-0.019487817,0.081136465,0.40828744,-0.43766287,-0.19300818,0.020578003,-0.37932134,-0.2974374,-0.33003184,-0.018123517,0.060557716,-0.08977979,0.27117267,-0.078647,-0.119664885,-0.31089175,-0.11571578
Adgrb2,-0.27728468,-0.24166688,-0.2609761,-0.2803475,0.3669418,0.03969516,0.28918862,0.06857674,-0.6872773,-0.31672052,0.16720378,-0.5470982,-0.4888155,-0.25067145,-0.094155945,0.33952576,-0.15498498,-0.0054058516,-0.3043349,-0.32488447,-0.46029922,-0.17340098
Pum1,0.44410196,-0.2733729,0.03507753,0.17532802,0.20806405,0.20949203,-0.79574484,0.8104949,0.87056136,1.382924,0.6799526,0.27659628,-0.1874782,-0.30633718,-0.552076,0.17721342,-0.15896228,-0.9561832,1.1328976,0.49031734,-0.6509401,0.9847951
Sdc3,-0.14909431,0.3183726,-0.011691431,-0.20206818,-0.36983252,-0.0034497844,-0.050450943,0.42715055,-0.5625224,-0.37814766,-0.17855111,0.524328,0.82714975,-0.54218364,-0.11898793,-0.36798972,0.17742059,-0.28813377,-0.46221232,-0.17539617,-0.23546632,-0.19813819
Laptm5,4.572164,2.3210592,0.48613986,4.0525937,-3.5307164,-1.100525,-0.10927804,-1.953293,0.79515016,0.5058192,-3.2172039,1.9846437,2.3554966,0.047347967,2.9738326,-3.5152824,-0.3541758,0.2635927,-2.1742213,-0.6045741,1.4400891,-1.8968132
Matn1,-0.22721161,-0.35398167,-0.2701014,-0.14298026,-0.16641699,0.012572036,0.0875537,0.2369278,-0.3836454,-0.15242036,-0.021438563,-0.33568418,-0.3908845,-0.14261644,0.012691893,-0.16584168,0.14567444,0.13136458,-0.11253699,-0.19467206,-0.23817356,-0.09501585
Epb41,0.954297,0.7380289,-0.051078852,0.31783938,-0.2005796,-0.28635305,-0.14455996,-0.24797745,0.16881342,-0.34931213,-0.14686386,1.1699637,0.03369304,-0.10119477,1.4353619,-0.21433422,0.019935342,-0.0019622734,-0.032430124,-0.6219818,-0.41011333,-1.056962
Rab42,-0.4562644,-0.10297705,-0.24724708,0.03823441,-0.120171554,0.0053769588,0.46428823,0.2733849,0.06654731,-0.15970734,-0.01794202,-0.36709732,-0.6970394,-0.3170808,0.019293569,-0.11912728,-0.14874554,0.2250203,0.74152935,-0.37636533,-0.2574068,-0.09506454
Phactr4,-0.3127476,-0.2296882,0.3581806,0.44606927,0.03801047,0.08329444,-0.314656,-0.33265242,0.3962708,-0.07540455,-0.09278298,-0.5239511,0.22216395,0.6609831,-0.36415917,0.0105539225,-0.07474853,-0.04557955,-0.19081582,-0.21112858,-0.03380652,-0.3988316
Ptafr,-0.3340755,0.05632319,-0.2336469,-0.09123494,-0.13418183,0.1779831,0.006042183,0.6279171,-0.33715793,-0.12798703,-0.091528066,-0.30369863,0.6250427,-0.27852303,0.028300492,-0.13365193,-0.006735668,-0.015975842,-0.078849785,-0.27406013,-0.19283342,-0.08344398
Xkr8,-0.31887275,-0.28973606,0.07423557,0.8781815,-0.21720292,0.39944234,0.20279214,-0.58599657,-0.11399383,0.9677502,-0.28120288,-0.3772281,-0.024410998,0.09684612,-0.16594425,-0.24225663,0.24592616,0.2843647,-0.21871474,-0.16692428,0.03211585,-0.23809068
Smpdl3b,0.90349436,0.7261764,0.87623477,4.3489423,-1.5089755,0.32507497,1.254459,0.1871485,-0.45040292,-0.9045504,-1.5589728,-1.1537073,-0.2914912,-0.93448067,0.563978,-1.5054867,-1.2587812,-1.1264446,-1.0814148,-1.6186827,0.24388069,-0.60954916
Rpa2,-0.097768545,-2.5599155,0.06874554,2.2714746,-2.5443943,3.5336578,2.4831724,-0.9443981,-1.7218664,0.22544667,-2.8584015,0.44285256,-2.749554,0.17746288,0.21229778,-2.525602,4.025016,2.7376277,-1.1018798,-1.988693,2.0224054,-1.4645201
Themis2,0.6588143,-0.13356481,0.20675595,0.27305475,-0.83335716,-0.27975193,-0.13630532,-0.045348704,-0.7343913,2.2993603,-0.50219357,1.2299125,0.89692676,0.29237202,-0.3192422,-0.8313177,-0.19292454,0.95984674,-0.348061,-0.4905546,1.0941061,-0.35154086
Ahdc1,-0.032096475,0.768174,0.3981269,0.18392245,0.24219915,-0.06744309,-0.49691123,-0.5226312,-0.32820854,-0.033307713,0.43610454,-0.80669457,0.12008147,-0.25005034,-0.4375267,0.24462397,-0.62990695,0.002893163,-1.4818857,-0.6193164,0.04761031,-0.45602208
Sytl1,1.8999755,0.062748395,-0.11434651,0.27211398,-0.31513932,0.60014296,0.6942629,-0.03984439,0.8048089,-0.8653348,-0.7951518,0.6318119,-0.57931453,-0.6631754,-0.41099265,-0.30524093,-0.54388106,0.063468024,-0.81924415,-0.87671715,0.76200277,-0.42306474
Trnp1,-0.6749435,0.11660704,-0.29849377,-0.4337479,0.6902039,-0.059804536,-0.07466185,0.276845,-0.508342,-0.2469487,0.2516339,-0.4368605,-0.16703127,-0.35040936,-0.059310246,0.70148194,0.05927369,-0.20122841,-0.029313179,-0.17736349,-0.52045447,-0.14329623
Zdhhc18,1.895528,0.48448116,0.11233199,0.45825344,-1.3429238,-1.1967131,-0.043045025,-0.41885877,-0.089120746,1.6787971,-0.8496025,0.41357088,0.6124626,0.49838632,1.385021,-1.3312104,-0.23081835,0.5914513,0.035377983,-0.27950644,3.019403,-0.32869583
Arid1a,0.81222767,0.41574672,1.0069509,0.3104602,0.3395149,-0.007495148,-1.5057695,-0.17839365,-0.5561139,-2.027337,-0.04070179,1.041447,1.0565611,0.42302927,-1.9376886,0.3462489,-0.5638063,-1.6632429,0.12708297,-0.75409436,-0.04647483,-0.72292066
Hmgn2,-3.5376182,-3.8488398,3.9351137,-3.0226994,-1.6538837,4.257502,5.540734,-3.7797978,-1.8463554,-0.98905665,-2.2315075,-1.7020315,-3.6000335,3.7984262,-0.7861644,-1.6511762,3.565848,5.024049,-2.1713462,-1.102369,-0.67230815,1.7872092
Cd52,3.4828339,2.6915417,1.6683035,1.5745616,-1.993303,-1.126752,-0.23602033,-5.45602,0.7834423,0.77326906,-4.676251,2.2302394,3.6338832,2.0655303,-0.77913123,-1.9689802,0.19945323,2.0082788,-3.0264034,1.6711086,3.7862623,-1.4701957
Ubxn11,1.1376166,0.020876778,0.08093,0.28592137,-0.18510576,-0.124557875,-0.38136032,0.24685508,0.97705936,-0.1789321,-0.3943362,-0.19294403,0.0763193,-0.49780998,-0.51842594,-0.17148553,-0.18802808,0.091786735,-0.022594724,-0.3509053,-0.6209638,-0.49180752
Stmn1,-4.9131403,-4.7081857,5.386864,-1.4285176,-2.3872218,5.893803,5.0784106,-5.1150517,-3.1260464,-1.4569811,-2.718648,-2.828831,-3.4369538,5.164391,-0.09775502,-2.383189,5.6687665,4.905673,-3.722602,-2.1422567,-1.7132983,-0.511131
Paqr7,0.25596124,0.66880065,-0.42166477,0.48919427,0.17720245,-0.799444,-0.49733347,0.41958928,0.88786244,-0.9476342,-0.28673372,0.39369082,0.8000546,0.01080056,-0.5174752,0.19426465,-0.9655411,0.11482284,0.0167048,0.15939145,1.0581752,-0.4783368
Mtfr1l,0.4372754,-0.21307233,-0.5358439,0.8799524,0.1130067,-0.6400241,-0.3174162,0.7172458,0.09443348,0.3773589,-0.19330353,0.49370974,0.22705053,-0.71494627,-0.93521273,0.12373454,-0.5152817,0.054557774,0.06229233,0.61596936,0.5076742,0.7289398
Selenon,-0.06694575,0.25644124,-0.005765546,0.683895,-0.5983247,0.046506908,1.5590327,-0.35503495,-1.2593727,0.5644192,-0.5121633,1.8320537,-0.29779845,-0.36000133,-0.24815549,-0.5956977,-0.06833542,-0.021306444,-0.8163271,-0.80856293,-0.1289341,-0.2940193
Ldlrap1,-0.4292809,0.66771436,-0.11638947,-0.38788477,1.6053681,-0.40673628,-0.6708067,0.60764736,-0.16059217,-1.1374139,0.80084974,1.3940465,-0.18252203,-0.3460783,-0.6172217,1.5739911,-0.34045094,-0.4707494,0.24190462,-0.5627514,-0.17448772,-0.561723
Rsrp1,2.0116212,2.1909597,-0.5354497,0.90676135,-0.17837633,-1.3445832,0.38190663,-0.3879587,0.14107072,1.6304804,-1.0408723,0.43390542,1.9858694,-0.91744083,0.080212995,-0.19081241,-1.4731421,0.2905801,-0.7745238,-0.17095847,2.04738,0.93321157
Runx3,-1.1590185,0.90965337,0.9208375,0.60546225,0.35610795,1.1949784,0.6758812,-0.37403008,-0.27515307,-0.2318215,0.37547845,1.5494925,-0.2788825,-0.397152,0.5278109,0.3764047,-0.8839425,0.011730812,-0.35163146,-0.70245796,0.3156042,0.5439823
Nipal3,0.9885215,0.3326607,0.3930768,1.8684969,-1.0656439,-0.08152277,0.4286709,-0.70634276,-0.29432288,0.66964203,-0.8043063,-0.8738109,0.54512566,-0.0057570273,3.2062078,-1.0543947,-0.6760895,-0.23503868,-0.047416087,-0.2962329,0.9715852,0.9938693
Pnrc2,0.35006016,0.8712091,0.89740765,0.61436903,-0.6031828,-0.73202825,0.50003034,-1.0065739,0.58301526,0.91347694,-0.8118179,0.7001486,0.398476,-0.032278314,1.9446069,-0.58400536,-1.0963273,0.037231263,-1.3622696,0.5803958,-0.4389907,0.7817684
Cnr2,-0.89829135,0.17970748,-0.27038878,-0.6559032,0.76613235,-0.104426816,-0.3268453,0.4946175,-0.67306846,-0.34493873,0.89917684,-0.55625397,-0.13373545,-0.45137894,-0.12648089,0.81615996,-0.2847046,-0.23778716,-0.0803507,-0.52235055,-0.7002045,-0.19108732
Id3,-2.5248723,-0.42601666,-1.0618675,-1.882056,3.1895862,-0.83672863,-1.5636212,0.463826,4.0216656,-1.019944,0.8856589,-0.94134974,-0.19071195,-0.41863236,0.60761034,3.2177079,-0.6422309,-1.2814445,1.0003995,5.881068,-1.8596524,0.82347053
Zfp46,-0.32124013,-0.34977028,-0.06343484,0.13867237,0.14125174,-0.20811903,0.5192189,0.20310691,0.23539533,-0.37333325,-0.0008095123,-0.6538007,0.17163876,-0.16213486,-0.113549404,0.14839943,-0.29649517,0.20224665,-0.05479159,-0.21722563,0.051129214,-0.19514379
Lactbl1,-0.16892597,-0.22327542,-0.25016424,-0.19615215,-0.12741609,0.024439575,-0.04360744,0.11840137,-0.39491388,-0.1703634,0.36506242,-0.34981447,0.30588624,-0.23562764,-0.0035868078,-0.12608597,-0.048720222,-0.07840337,-0.04872501,-0.09929848,-0.26884177,-0.10496961
C1qb,-0.32978338,-0.0008612157,-0.19413652,-0.18826453,-0.15761869,0.20120932,0.50260824,-0.08164474,-0.51307803,-0.20714197,-0.1956782,-0.41768038,0.52407664,-0.23725808,-0.016933888,-0.22831461,-0.113460384,0.07596304,-0.28601152,-0.02679427,0.27276662,-0.11932098
C1qc,-0.28155613,-0.11590054,-0.18694778,-0.11724573,-0.14898798,0.1576556,0.34975204,-0.040234327,-0.4444811,-0.17264777,-0.14822371,-0.37130988,0.5320063,-0.12754342,0.0044769226,-0.18399772,0.054193087,-0.13312124,-0.22696346,-0.2096957,0.38207754,-0.10317307
C1qa,-0.19039634,-0.13321741,-0.07694617,-0.19995354,-0.16668163,-0.07742178,0.53769034,-0.004292921,-0.4568197,-0.18362255,-0.16575408,-0.3821813,0.36012828,0.00263477,-0.0043329424,-0.2017023,-0.13054246,0.051601365,-0.20902039,-0.27268574,0.18749738,-0.10891458
Zbtb40,-0.037273657,0.18649296,-0.26776645,-0.4120139,0.3125001,-0.3022951,-0.10019775,0.13779153,0.89865977,-0.5955637,0.48140642,-0.45534572,-0.4147807,-0.14665717,-0.24330291,0.32482928,-0.22990856,-0.17631651,0.45339414,0.09988952,-0.072437756,-0.29670292
Wnt4,-0.40127534,-0.14684916,-0.1796283,-0.12212292,0.36201704,0.45851278,-0.093946464,0.09351269,0.38313967,-0.29021636,-0.11576447,-0.5087995,-0.41557303,-0.19261366,-0.079078205,0.37041095,0.1316505,0.16782488,-0.23370953,-0.4898348,-0.45518082,-0.1614087
Usp48,2.5993893,0.37482667,0.7750402,1.6220477,-1.7204957,-0.31348315,0.42925274,-0.41778556,0.10180772,-0.40701646,-0.94862974,1.1969512,0.26099586,-0.13111286,-0.0004122761,-1.708318,0.1415337,-0.22650479,-0.76192266,-0.97277135,-0.091632016,0.5479913
Eif4g3,0.37309536,-0.020537687,-0.1523689,-0.07318983,0.058653302,-0.8119982,-0.32777372,-0.07947623,0.19951731,1.4973909,-0.28987077,1.6335459,0.960982,0.4204768,0.24811262,0.07449546,0.01645895,0.050119385,-0.044923864,0.83007026,0.71934885,-1.1015842
Hp1bp3,-0.6705855,0.09737094,1.5919315,-0.19740377,-0.16004926,-0.58917195,2.4157312,-1.8150861,0.23347871,-0.05255411,-0.7470097,0.36317655,0.920249,1.9745831,-1.7260848,-0.16299067,-1.1550509,3.1490614,-1.2597659,-0.4496213,-0.71142304,0.54476917
Pink1,0.72803223,1.1536852,-0.32325706,0.89313126,0.18168148,-0.82948416,-0.15211937,0.115811676,0.5413402,0.35850203,-0.32277614,-1.0262765,-0.016633803,-0.6057452,-0.7491457,0.19283652,-1.1344974,-0.94379663,0.015513922,-0.21889938,0.029504782,-0.65248734
Camk2n1,1.1838435,0.110776894,-0.23445947,2.104295,-0.9542326,0.025711698,-0.31216535,0.41426972,-0.89133024,1.5227968,-1.1333908,0.8870035,0.12895912,-0.22502984,3.1219318,-0.9493378,-0.2387856,-0.1887929,1.664853,-0.84717137,1.3657478,-0.47281817
Otud3,0.18633394,0.03395928,-0.21019825,0.4381885,-0.21640725,0.08019186,-0.100016974,0.52068526,-0.7245793,-0.59029925,0.10951054,-0.098121114,-1.05158,-0.7049774,-0.2304388,-0.20987418,-0.17450817,-0.05180789,0.7841852,-0.2696281,0.15472804,-0.29133782
Pqlc2,0.08959125,0.017336914,-0.10814768,-0.17458726,-0.25682724,0.08143817,-0.0046838587,-0.10353168,-0.5648905,0.9896089,-0.22235088,-0.7944543,-0.13114066,0.056284375,-0.17771603,-0.25227454,-0.2611463,0.4194218,0.3582015,0.26040763,0.37630495,-0.24372318
Ubr4,0.240624,0.42878732,-0.04578261,0.09088879,0.1518834,-0.93161637,-0.41499114,-0.4579892,0.5754277,-0.50656116,0.37042966,0.6927934,0.034987975,0.23213151,0.11930871,0.14437677,-0.1492759,-0.3374982,0.057558473,0.0910109,0.35837758,-0.8346568
Iffo2,-0.44753718,0.58794856,-0.057029273,0.66783726,0.63561255,0.03377225,-0.044922266,0.22055729,0.3921656,0.5888331,0.1258345,0.047583528,-0.3470334,-0.2173747,-0.2548972,0.64272267,-0.092973486,-0.45780295,0.4450977,-0.29777673,-0.5120552,-0.29171494
Aldh4a1,-0.3823011,-0.09323735,-0.07862654,0.10404282,0.13459653,-0.28744808,0.25925234,0.31947824,0.41534895,-0.45659,0.6762516,4.422704,0.19316743,-0.39361092,-0.16602632,0.14298254,0.07075262,-0.037361365,-0.31699887,-0.28909197,-0.23813221,-0.23436058
Padi2,1.080562,0.34699506,0.044643436,0.10110713,-0.30566463,-0.076672845,0.6752097,-0.43955928,-0.9491804,0.25727212,-0.60081446,1.341723,-1.090348,-0.4857757,0.77098274,-0.28993455,-0.5850366,0.47464055,-0.80105484,-1.0357436,0.08094182,-0.5938029
Cplane2,-0.17800929,-0.07320123,-0.26193833,-0.08803875,-0.098106265,0.061109684,0.2969288,0.21158585,0.11152076,-0.14047062,-0.097500235,-0.33835965,-0.6309983,-0.37505984,0.02975295,-0.09711075,0.2866622,0.30431703,-0.26938948,-0.21718884,-0.3333867,-0.086506836
Spen,0.26635784,-0.26346475,-0.56863487,0.41929224,0.019053768,-0.09989087,-0.0030167087,0.6419568,0.71110946,-0.37166744,0.023387378,0.90191555,0.15315865,0.006059654,-0.92982614,0.022948923,-0.063345216,-0.2956119,1.3151573,-0.021285132,0.9227437,0.3597394
Plekhm2,0.0031643282,-0.27641764,-0.47152665,0.36111942,0.03435464,0.08180565,0.16517398,0.11685298,-0.3561956,-0.8382411,-0.37702152,1.530558,-0.10932343,0.13939746,-0.40369472,0.047644347,0.36805135,0.37693095,0.49535635,-0.01644635,0.16281958,-0.41325858
Dnajc16,0.3755735,0.19024749,-0.280702,-0.1133323,0.18195498,-0.12561795,0.16318737,0.020230902,0.07051547,-0.46442127,0.12387151,-0.76838076,-0.31506094,-0.5511894,-0.17413816,0.15801741,-0.073840454,0.06171309,0.72294974,0.017233469,0.13011599,8.847831
Tmem51,0.013205848,0.4964551,-0.06330991,-0.20544285,-0.24007751,0.52499384,0.06550231,0.88112086,-0.5439332,-0.21828592,-0.20878027,-0.4362187,0.07333149,-0.46834886,-0.022020208,-0.23932856,-0.029505685,-0.101955436,-0.3387489,-0.33521414,-0.4769338,-0.123984456
Prdm2,0.15298028,0.48185685,-0.39633805,-0.3252015,0.205276,-0.58081424,-0.2719622,-0.23125987,-0.8774827,1.1688479,0.7607284,0.9681786,0.9147162,-0.23726714,3.0011342,0.199906,-0.24009846,-0.07357201,-0.0017782662,0.10253853,-0.1192508,-0.83685946
Dhrs3,-0.026703425,-0.476028,-0.3995234,0.05983877,-0.27936313,-0.06542842,-0.0736934,0.3085471,1.6590531,-0.30491254,-0.31857175,1.6483728,0.45707414,-0.22541803,-0.06808297,-0.3005114,1.0905432,-0.2767132,0.3722412,-0.03050598,0.17047268,-0.16220778
Vps13d,0.7841008,0.8627365,-0.07709068,0.47529715,0.240725,-0.32788184,-0.9339663,-0.013362106,-0.2753509,1.0076021,0.29326862,-0.33535144,0.5222754,0.21081369,-0.740891,0.26438412,-0.7648054,-0.7682061,0.019821268,-0.09412249,-0.007575164,1.181946
Gm13212,0.09399482,0.08570816,-0.6124632,-0.09890674,0.26110014,-0.059361693,0.27712753,0.77057916,-0.4052388,-0.9538043,0.55923754,0.85299295,-0.19221872,-0.6692468,-0.49283415,0.27713913,-0.657497,-0.49144006,0.85885,0.1563969,0.4028099,1.5569028
Zfp992,-0.056255914,0.2524522,-0.6157329,-0.36405474,0.36284772,0.33271667,0.23771608,1.0562102,0.80466276,0.48199242,0.57440597,-0.93846184,-0.7816999,-0.78348076,-0.25366977,0.3484686,0.25079745,-0.19460478,1.2396548,-0.37860736,-0.5996789,-0.29875347
Zfp984,-0.2068308,-0.01709517,-0.60354745,0.074206725,-0.101084605,0.07366552,0.19869332,0.28483647,0.5736563,1.1684294,-0.3552079,1.0877721,0.13472463,-0.64420843,-0.57013506,-0.08871213,-0.66075045,0.9622744,1.01537,-0.034945425,0.946552,-0.54540926
Zfp933,-0.2977824,-0.22497302,-0.36251602,-0.05208883,0.5381292,-0.2512501,-0.098131835,0.47111335,-0.27964246,-0.4997965,-0.04835554,-0.40930703,-0.24477693,-0.016422905,-0.20445858,0.55160075,-0.25516704,0.096829705,0.31665817,0.072424434,0.38493004,-0.25809735
Clcn6,-0.5499116,-0.28950226,-0.42854434,0.047056034,0.12014465,-0.02738658,-0.22204612,0.40497503,0.18254836,-0.45010692,0.26138255,0.8183898,0.17296606,-0.26145723,-0.16958173,0.128368,0.010263363,0.12986799,-0.2716705,0.33472055,-0.19069688,-0.2336166
Mthfr,-0.14927106,-0.08419469,-0.25561315,-0.03663324,-0.10405461,-0.38201427,0.051128123,0.4944067,-0.8348171,-0.36411622,0.5634633,-0.6326175,-0.37160194,-0.2935496,-0.11235328,-0.09959259,-0.03210729,-0.28934363,1.1963193,-0.23372346,0.08514572,-0.1921967
Srm,-0.85659635,-3.697116,-2.635163,-0.617756,1.2897285,1.5721279,-1.3648168,4.780453,-0.52421296,-0.32999247,1.0527363,-1.0607564,-3.816898,-2.594872,-0.30016887,1.2646363,2.5033286,-0.5072952,2.5272498,0.102044426,-0.28462306,-0.4294047
Casz1,-0.6968111,-0.14940067,-0.20585613,-0.5096163,0.6400497,0.39385226,-0.22906697,0.18755,0.029939046,-0.4288177,0.22621582,-0.70452017,-0.73614955,-0.11302931,-0.16027208,0.6534909,0.4658778,-0.4987124,0.5873386,0.21865755,0.020988455,-0.22483064
Kif1b,-1.4074396,0.91269916,-0.6843068,0.47331303,1.2021784,-0.9357394,-1.4460788,0.5443286,0.39739442,-0.7992213,3.9127753,-1.5477713,0.48764476,-0.8543468,-0.8044392,1.2264034,-0.8323007,-1.8135413,0.055040475,-0.46663865,-1.1112398,-0.6907924
Pik3cd,0.6674736,1.2755857,0.53479975,-0.17453493,0.8527047,-0.3662433,0.5675485,-0.7078022,-1.6771027,0.17169352,1.2771461,-0.66761976,-0.33349591,-0.4461891,-0.593986,0.8418437,-1.301503,-1.3308963,-1.3021196,-1.5521921,-1.7235625,1.0338452
Spsb1,-0.4959442,-0.0892368,-0.269937,-0.38230154,0.39947397,0.14126448,0.10609668,0.23035477,-0.46703652,-0.22363721,0.07519658,-0.40759063,-0.16308384,-0.32266116,-0.043776512,0.40729812,-0.100740254,-0.15634765,-0.008972284,-0.38177416,-0.36458606,-0.13206169
Rere,0.17660399,0.88428044,-0.26247558,-0.06148281,1.0089755,-0.24962038,-0.7915161,0.70394444,0.31947482,1.8814602,1.279013,-0.77466786,1.2623484,-0.5494382,-0.5887898,1.0295961,-0.7613783,-1.4653591,-0.009165107,-0.56341124,-1.0916793,-0.53184956
Errfi1,0.8865233,1.1699415,0.60172373,1.2105498,-1.0388479,0.5301267,0.9674684,-0.31260264,-0.8568831,-0.9277869,-0.15750535,0.7246883,0.72417736,-0.2685003,-0.69354326,-1.0596869,-0.609029,-0.78301346,-1.2406136,-1.3703173,-0.3378426,0.8557176
Tnfrsf9,-1.5544994,-3.1793468,-0.29625005,-1.2910483,-0.8219096,0.8151782,2.1047735,-0.89029,-1.7223175,3.0705044,-1.0201216,2.0985134,-0.23371165,0.86414194,-0.40544772,-0.81420577,4.1562567,3.5956826,2.2734394,0.7459175,0.69959885,-0.53325593
Per3,-0.2239208,-0.05965988,-0.2692495,-0.3030257,-0.008666103,0.32355922,-0.16288449,0.586299,0.18772155,2.215095,-0.12869564,-0.5351513,-0.17733131,0.115125075,-0.084549114,-0.0040119505,-0.23187535,0.016356327,0.45424104,-0.0092753405,-0.07186147,-0.16712998
Thap3,1.2887663,1.2014961,-0.22738343,0.52402157,-1.2480991,-0.6579986,-0.1559201,-1.7791947,1.5764384,-0.52658844,-0.85164046,0.39678362,1.2871082,0.3254201,0.42746463,-1.2391193,-0.12480265,1.9830711,-1.0254558,1.147763,0.16269617,0.017597865
Plekhg5,-0.58902514,0.09567585,-0.22251585,0.33425114,-0.26398566,0.3558891,-0.36765262,0.35155803,-0.57309365,-0.37273023,-0.11566495,0.041481074,-0.0461239,-0.06030046,-0.12061585,-0.26104683,0.38419446,0.3482361,-0.04720158,0.09804833,0.82555056,-0.19711053
Tnfrsf25,1.5497605,0.15381867,-0.7899347,0.7908949,-0.26479775,-0.7895344,-1.1736989,0.11384981,2.1153626,-0.91138464,-0.60932654,1.2978785,0.09588117,-0.2930935,-0.49951094,-0.2529248,-0.7354273,-0.7409025,0.11528578,3.3287258,-0.65289384,-0.46273825
Espn,-0.86250776,0.009430062,-0.35116464,-0.4860597,0.598335,-0.15778054,-0.50947237,0.08027719,2.1672723,-0.38059205,-0.05547621,1.1501626,-0.033944264,-0.39416954,-0.13814974,0.6106764,0.2906451,-0.09727986,0.32985026,2.131876,-0.643963,-0.20461574
Cep104,-0.06891511,-0.89701945,-0.12300793,-0.43525642,0.14952667,0.8680276,0.4859,0.17872098,-0.17728233,0.53628314,-0.184978,1.8184726,-0.093056336,-0.28350428,-0.3109641,0.14075169,0.21554293,-0.042452246,0.54896206,-0.0023578522,0.46607888,-0.35577324
Tprgl,1.5551604,0.97723496,-0.53146064,2.454832,-0.3459254,-1.0775008,0.97733253,0.035346452,0.6355942,0.105443776,-1.5662092,-0.7315729,0.08679374,-1.1743362,2.239963,-0.3407846,-1.8868406,0.46018562,0.41304243,0.3314113,-0.41243294,-0.36778238
Tnfrsf14,-0.17662688,-0.06643718,-0.35596377,-0.1816347,-0.06747319,0.3178919,0.11099977,0.20351717,-0.294906,-0.366608,0.6926919,1.2774595,-0.42176202,-0.37706855,-0.13023563,-0.062388007,-0.24036573,-0.40569183,0.066178836,-0.09259339,0.15995976,-0.19830084
Ski,0.5544562,0.47459677,0.031997606,0.47907,0.70381355,0.11971107,-0.424424,0.6210683,-0.6240554,-0.84404415,0.6016424,-0.50344115,-0.27795225,-0.8676263,-0.6667051,0.6983335,-0.53746814,-0.8916781,0.50944304,-0.95427185,-0.624656,2.2992532
Prkcz,0.8048862,0.3051447,0.004886962,0.03557174,-0.3976353,0.35393095,-0.29306826,-0.2647745,0.6497156,0.7119117,0.21431029,0.19628373,0.45897523,-0.41663122,-0.51326644,-0.38618726,0.19164577,0.26275477,0.16817637,0.20108145,-0.46822155,-0.49507317
Cfap74,-0.4251679,-0.19586843,0.050140064,-0.20991403,0.0061177197,0.049595807,0.028187543,-0.034195222,-0.43727422,-0.18274222,0.3526238,-0.37371603,-0.39546818,-0.26393226,-0.0075339135,0.009009301,0.0700014,0.4691499,0.31457627,-0.12078022,-0.29392672,-0.10963516
Mib2,0.26698622,0.5248231,-0.35776445,0.34570616,0.1642628,-0.3894344,-0.33608514,0.4356567,0.2166583,-0.5627811,0.6043891,0.44975317,-0.010779312,-0.3219418,-0.25495306,0.17489752,-0.010821605,-0.3134749,0.519901,-0.25847083,-0.58633494,-0.2910282
Fndc10,-0.5298309,-0.19726422,-0.19868492,-0.34475744,0.4727562,0.19455472,-0.34580836,0.23435754,0.30804083,-0.33322668,0.12530477,-0.55034405,-0.25221723,-0.40027505,-0.11415007,0.4830945,0.23189104,0.034593355,0.80834156,-0.26293775,0.5616855,-0.18407471
Tmem240,0.40325508,-0.11024927,-0.59441113,-0.15223156,0.052776426,-0.13239194,0.34493557,0.08246859,-0.27681303,-0.44966465,-0.18005078,2.8260436,-0.46080726,-0.4934399,-0.16218196,0.060193844,0.5387878,0.27583796,0.8831745,0.007836225,-0.054219898,-0.23125589
Vwa1,-0.25641194,0.09735439,-0.076462656,0.08734397,-0.11632005,0.16648094,0.34267154,-0.21955912,-0.05330223,-0.23295145,-0.22918275,-0.45557165,-0.26209235,-0.24587092,-0.031309474,-0.1140301,0.03515362,0.12458963,-0.08066814,-0.2663245,-0.39125457,-0.13090618
