,gene_ids,feature_types,n_cells,highly_variable,means,dispersions,dispersions_norm
Pigu,ENSMUSG00000038383,Gene Expression,141,True,0.10210183,0.55866814,0.28741914
Trp53inp2,ENSMUSG00000038375,Gene Expression,15,False,0.009186503,0.31268552,-0.34896964
Ncoa6,ENSMUSG00000038369,Gene Expression,129,True,0.121749,0.5315663,0.21730325
Ggt7,ENSMUSG00000027603,Gene Expression,11,True,0.013709958,0.6894028,0.6256466
Acss2,ENSMUSG00000027605,Gene Expression,245,True,0.26308507,0.63373804,0.4277943
Gss,ENSMUSG00000027610,Gene Expression,97,False,0.06938199,0.22787686,-0.5683806
Trpc4ap,ENSMUSG00000038324,Gene Expression,504,False,0.4994892,0.49351645,-0.0464444
Edem2,ENSMUSG00000038312,Gene Expression,322,False,0.25968274,0.31890455,-0.3328802
BC029722,ENSMUSG00000074649,Gene Expression,247,True,0.23169228,0.5732107,0.32504267
Eif6,ENSMUSG00000027613,Gene Expression,751,False,0.8267605,0.50230837,-0.28768128
Uqcc1,ENSMUSG00000005882,Gene Expression,107,False,0.08946508,0.35482842,-0.23994052
Cep250,ENSMUSG00000038241,Gene Expression,244,False,0.19403291,0.26694748,-0.46729985
6430550D23Rik,ENSMUSG00000074646,Gene Expression,3,False,0.0027190552,0.16554268,-0.72964716
Ergic3,ENSMUSG00000005881,Gene Expression,553,False,0.5343716,0.56188774,0.10219782
Spag4,ENSMUSG00000038180,Gene Expression,8,False,0.005405195,0.107702926,-0.8792861
Cpne1,ENSMUSG00000074643,Gene Expression,4,False,0.004988433,0.43480605,-0.03302807
Rbm12,ENSMUSG00000089824,Gene Expression,105,False,0.07776962,0.3333163,-0.29559514
Nfs1,ENSMUSG00000027618,Gene Expression,286,False,0.2495794,0.3068084,-0.36417446
Romo1,ENSMUSG00000067847,Gene Expression,848,False,1.0168861,0.45273295,-0.42847773
Rbm39,ENSMUSG00000027620,Gene Expression,1258,False,1.9292647,0.647139,-0.820785
Phf20,ENSMUSG00000038116,Gene Expression,179,False,0.16914506,0.49318886,0.11801579
Scand1,ENSMUSG00000046229,Gene Expression,918,False,1.0839155,0.47004977,-0.32505414
Cnbd2,ENSMUSG00000038085,Gene Expression,16,True,0.018587528,0.5400187,0.23917058
2900097C17Rik,ENSMUSG00000102869,Gene Expression,248,True,0.23478116,0.5596588,0.28998217
Aar2,ENSMUSG00000027628,Gene Expression,91,False,0.07970234,0.3059939,-0.3662817
Gm14168,ENSMUSG00000055494,Gene Expression,3,False,0.0038116556,0.37600598,-0.18515144
Dlgap4,ENSMUSG00000061689,Gene Expression,268,True,0.27430412,0.65399015,0.49628827
Tgif2,ENSMUSG00000062175,Gene Expression,38,False,0.03772744,0.43872678,-0.022884624
4930518I15Rik,ENSMUSG00000074629,Gene Expression,16,True,0.015602065,0.7531306,0.79051864
1110008F13Rik,ENSMUSG00000027637,Gene Expression,786,False,0.89969105,0.36329418,-0.68248796
Sla2,ENSMUSG00000027636,Gene Expression,391,False,0.39732605,0.5219571,0.04974377
Ndrg3,ENSMUSG00000027634,Gene Expression,306,False,0.30584067,0.40052018,-0.36096394
Dsn1,ENSMUSG00000027635,Gene Expression,71,False,0.04463056,0.05918477,-1.0048088
Samhd1,ENSMUSG00000027639,Gene Expression,834,True,0.992278,0.8467543,0.6905611
Rbl1,ENSMUSG00000027641,Gene Expression,216,False,0.16525121,0.15472198,-0.7576417
Rpn2,ENSMUSG00000027642,Gene Expression,761,False,0.82138914,0.4868535,-0.33157378
Manbal,ENSMUSG00000063019,Gene Expression,317,False,0.2773822,0.30804738,-0.673713
Gm14286,ENSMUSG00000087445,Gene Expression,7,False,0.006513333,0.30769444,-0.3618822
Blcap,ENSMUSG00000067787,Gene Expression,41,True,0.05196092,1.0721003,1.6157343
Platr27,ENSMUSG00000087547,Gene Expression,14,False,0.011576153,0.2550973,-0.4979578
Ctnnbl1,ENSMUSG00000027649,Gene Expression,404,False,0.37264517,0.37230694,-0.45638296
Tti1,ENSMUSG00000027650,Gene Expression,52,False,0.04089274,0.29528037,-0.393999
Rprd1b,ENSMUSG00000027651,Gene Expression,167,False,0.14915533,0.4983429,0.13134997
Tgm2,ENSMUSG00000037820,Gene Expression,3,False,0.0028893822,0.5231603,0.19555572
Lbp,ENSMUSG00000016024,Gene Expression,5,False,0.008192249,0.7037033,0.6626438
Snhg11,ENSMUSG00000044349,Gene Expression,3,False,0.003288931,0.4490612,0.0038518072
Ralgapb,ENSMUSG00000027652,Gene Expression,127,False,0.10533211,0.31397367,-0.34563702
Actr5,ENSMUSG00000037761,Gene Expression,173,False,0.12885955,0.26139155,-0.48167375
Ppp1r16b,ENSMUSG00000037754,Gene Expression,311,True,0.32132602,0.7928572,0.96594596
Fam83d,ENSMUSG00000027654,Gene Expression,42,False,0.022269033,-0.04360097,-1.2707287
Dhx35,ENSMUSG00000027655,Gene Expression,43,False,0.032197163,0.08094719,-0.9485066
Top1,ENSMUSG00000070544,Gene Expression,726,False,0.78820837,0.41347834,-0.46963075
Plcg1,ENSMUSG00000016933,Gene Expression,193,False,0.18420249,0.44653946,-0.0026722169
Zhx3,ENSMUSG00000035877,Gene Expression,39,True,0.037398122,0.8342275,1.0003268
Gm16751,ENSMUSG00000085303,Gene Expression,4,False,0.0013121457,-0.5797259,-2.657753
Chd6,ENSMUSG00000057133,Gene Expression,213,True,0.24442063,0.67519885,0.58889914
Srsf6,ENSMUSG00000016921,Gene Expression,664,True,0.728784,0.7377218,0.7796949
Ift52,ENSMUSG00000017858,Gene Expression,243,False,0.19883187,0.26555577,-0.4709004
Mybl2,ENSMUSG00000017861,Gene Expression,176,False,0.11317711,0.22770874,-0.5688155
Tox2,ENSMUSG00000074607,Gene Expression,7,False,0.0056086057,0.44981602,0.005804658
Oser1,ENSMUSG00000035399,Gene Expression,343,False,0.30741644,0.47951084,-0.09381227
2900093K20Rik,ENSMUSG00000099632,Gene Expression,63,True,0.070466734,0.53471285,0.22544372
Fitm2,ENSMUSG00000048486,Gene Expression,16,True,0.017532935,1.1260815,1.7553906
Ttpal,ENSMUSG00000017679,Gene Expression,98,False,0.07263236,0.24359117,-0.52772564
Serinc3,ENSMUSG00000017707,Gene Expression,607,True,0.7039418,0.782536,0.95236605
Pkig,ENSMUSG00000035268,Gene Expression,115,False,0.07779012,0.19263634,-0.65955234
Ada,ENSMUSG00000017697,Gene Expression,99,False,0.09146334,0.42604345,-0.05569804
Ywhab,ENSMUSG00000018326,Gene Expression,818,False,0.97715074,0.49134097,-0.3188292
Pabpc1l,ENSMUSG00000054582,Gene Expression,34,False,0.018072207,-0.18144941,-1.6273605
Tomm34,ENSMUSG00000018322,Gene Expression,399,False,0.3517207,0.17753772,-1.1151053
Stk4,ENSMUSG00000018209,Gene Expression,664,False,0.701529,0.5734221,0.14664017
Slpi,ENSMUSG00000017002,Gene Expression,42,True,0.15827037,3.6597922,8.310427
Sdc4,ENSMUSG00000017009,Gene Expression,3,False,0.008185523,1.4095767,2.4888291
Sys1,ENSMUSG00000045503,Gene Expression,789,False,0.87717706,0.43379563,-0.4822606
Gm14302,ENSMUSG00000085760,Gene Expression,7,False,0.0050240834,0.11147785,-0.8695198
Dbndd2,ENSMUSG00000017734,Gene Expression,20,True,0.027207099,0.79799974,0.9066009
Pigt,ENSMUSG00000017721,Gene Expression,412,False,0.36625764,0.4352017,-0.2436687
Dnttip1,ENSMUSG00000017299,Gene Expression,297,False,0.25015938,0.34735182,-0.25928345
Ube2c,ENSMUSG00000001403,Gene Expression,412,True,0.87339133,2.2327702,4.62691
Snx21,ENSMUSG00000050373,Gene Expression,28,True,0.03277922,0.6103718,0.42118326
Acot8,ENSMUSG00000017307,Gene Expression,273,False,0.22796394,0.26257476,-0.47861263
Zswim3,ENSMUSG00000045822,Gene Expression,22,False,0.022033166,0.41114256,-0.09424857
Zswim1,ENSMUSG00000017764,Gene Expression,77,False,0.06377378,0.3561751,-0.2364565
Neurl2,ENSMUSG00000039873,Gene Expression,30,True,0.02697738,0.9987171,1.4258827
Ctsa,ENSMUSG00000017760,Gene Expression,561,False,0.52997696,0.43243372,-0.39659473
Pltp,ENSMUSG00000017754,Gene Expression,54,True,0.062194407,0.6185447,0.44232753
Pcif1,ENSMUSG00000039849,Gene Expression,625,False,0.62730175,0.5823158,0.18090813
Zfp335,ENSMUSG00000039834,Gene Expression,67,False,0.050919842,0.2432196,-0.52868694
Zfp335os,ENSMUSG00000085436,Gene Expression,59,True,0.06796179,1.0919023,1.6669645
Ncoa5,ENSMUSG00000039804,Gene Expression,139,False,0.12518185,0.38759264,-0.15517524
Slc35c2,ENSMUSG00000017664,Gene Expression,158,False,0.12636603,0.38809243,-0.15388224
Elmo2,ENSMUSG00000017670,Gene Expression,129,False,0.100436136,0.4223296,-0.06530624
Trp53rka,ENSMUSG00000039725,Gene Expression,110,False,0.106242515,0.38289726,-0.16732281
Eya2,ENSMUSG00000017897,Gene Expression,61,True,0.06739564,0.7862015,0.87607723
Zmynd8,ENSMUSG00000039671,Gene Expression,338,True,0.35306177,0.60124844,0.31791234
Ncoa3,ENSMUSG00000027678,Gene Expression,226,False,0.21369992,0.5205012,0.18867633
5031425F14Rik,ENSMUSG00000085129,Gene Expression,9,False,0.0057297717,0.13628815,-0.80533236
Prex1,ENSMUSG00000039621,Gene Expression,614,False,0.6142976,0.47006845,-0.25158632
Trp53rkb,ENSMUSG00000042854,Gene Expression,100,False,0.07937549,0.2990483,-0.38425088
Arfgef2,ENSMUSG00000074582,Gene Expression,76,False,0.06955436,0.44710267,-0.0012151346
Cse1l,ENSMUSG00000002718,Gene Expression,246,False,0.19580376,0.45411944,0.016938176
Stau1,ENSMUSG00000039536,Gene Expression,110,False,0.10222371,0.4138396,-0.08727095
Ddx27,ENSMUSG00000017999,Gene Expression,417,False,0.4151878,0.44161496,-0.22197866
Znfx1,ENSMUSG00000039501,Gene Expression,110,True,0.11776063,0.5758862,0.33196446
Kcnb1,ENSMUSG00000050556,Gene Expression,6,False,0.005276795,0.15836056,-0.74822825
B4galt5,ENSMUSG00000017929,Gene Expression,288,False,0.21960936,0.1771954,-0.6995
Slc9a8,ENSMUSG00000039463,Gene Expression,144,True,0.1338568,0.7071402,0.67153555
Spata2,ENSMUSG00000047030,Gene Expression,90,False,0.06850969,0.29221502,-0.40192947
Rnf114,ENSMUSG00000006418,Gene Expression,490,True,0.5377433,0.6142523,0.3039611
Snai1,ENSMUSG00000042821,Gene Expression,6,False,0.005755802,0.46278614,0.03936003
Ube2v1,ENSMUSG00000078923,Gene Expression,133,False,0.092247196,0.1222113,-0.841751
Tmem189,ENSMUSG00000090213,Gene Expression,321,False,0.27904367,0.32695332,-0.6097719
Cebpb,ENSMUSG00000056501,Gene Expression,177,True,0.25076348,1.9376009,3.854896
9230111E07Rik,ENSMUSG00000087624,Gene Expression,19,True,0.02416958,0.56899476,0.31413543
Ptpn1,ENSMUSG00000027540,Gene Expression,681,False,0.6986358,0.4042011,-0.50537646
Ripor3,ENSMUSG00000074577,Gene Expression,6,False,0.0043327725,0.31177327,-0.35132974
Pard6b,ENSMUSG00000044641,Gene Expression,8,False,0.0063658482,0.11681671,-0.8557075
Adnp,ENSMUSG00000051149,Gene Expression,18,True,0.017405022,0.623226,0.45443863
Dpm1,ENSMUSG00000078919,Gene Expression,366,False,0.32839155,0.33102667,-0.59599555
Mocs3,ENSMUSG00000074576,Gene Expression,113,False,0.10158267,0.46068898,0.033934407
Nfatc2,ENSMUSG00000027544,Gene Expression,156,False,0.124426246,0.26785448,-0.4649533
Atp9a,ENSMUSG00000027546,Gene Expression,5,False,0.0065853545,0.6422158,0.5035677
Zfp64,ENSMUSG00000027551,Gene Expression,98,False,0.0790453,0.33321872,-0.2958476
Zfp217,ENSMUSG00000052056,Gene Expression,139,True,0.15456125,0.65795714,0.54429257
Pfdn4,ENSMUSG00000052033,Gene Expression,450,False,0.429225,0.41648728,-0.30696213
Fam210b,ENSMUSG00000027495,Gene Expression,35,True,0.035843205,0.61528987,0.43390685
Aurka,ENSMUSG00000027496,Gene Expression,158,False,0.13463081,0.447908,0.0008684049
Cstf1,ENSMUSG00000027498,Gene Expression,151,False,0.11891897,0.3261803,-0.31405687
Gm14455,ENSMUSG00000087633,Gene Expression,5,False,0.007836196,0.73576015,0.745579
Rtf2,ENSMUSG00000027502,Gene Expression,515,False,0.4969968,0.50621516,-0.003496524
Fam209,ENSMUSG00000027505,Gene Expression,3,False,0.0021633548,0.24753141,-0.5175317
Bmp7,ENSMUSG00000008999,Gene Expression,3,False,0.003799846,0.42850628,-0.04932637
Spo11,ENSMUSG00000005883,Gene Expression,14,False,0.0150929885,0.4447424,-0.007321418
Rae1,ENSMUSG00000027509,Gene Expression,460,False,0.43137974,0.32942894,-0.6013992
Rbm38,ENSMUSG00000027510,Gene Expression,627,False,0.65018934,0.476517,-0.2267398
Zbp1,ENSMUSG00000027514,Gene Expression,598,True,0.68011355,0.7788809,0.9382829
Pmepa1,ENSMUSG00000038400,Gene Expression,64,True,0.10031732,0.8104159,0.93872315
Rab22a,ENSMUSG00000027519,Gene Expression,294,False,0.24530317,0.3549711,-0.23957135
Vapb,ENSMUSG00000054455,Gene Expression,354,False,0.33926448,0.50243235,-0.016290233
Stx16,ENSMUSG00000027522,Gene Expression,441,True,0.44971263,0.60743463,0.33883443
Npepl1,ENSMUSG00000039263,Gene Expression,244,False,0.22882359,0.32891774,-0.30697477
Nespas,ENSMUSG00000086537,Gene Expression,28,False,0.01422457,-0.08980938,-1.3902758
Gnas,ENSMUSG00000027523,Gene Expression,1207,False,2.1726701,0.7867582,-0.5662985
Gm20721,ENSMUSG00000090625,Gene Expression,10,False,0.010883206,0.49818915,0.1309522
Nelfcd,ENSMUSG00000016253,Gene Expression,252,False,0.19684473,0.2010469,-0.6377931
Ctsz,ENSMUSG00000016256,Gene Expression,364,True,0.3430638,0.6118859,0.35388893
Atp5e,ENSMUSG00000016252,Gene Expression,1194,False,2.3203263,0.5480591,-0.9128317
Prelid3b,ENSMUSG00000016257,Gene Expression,433,False,0.40197772,0.3076806,-0.6749535
Zfp831,ENSMUSG00000050600,Gene Expression,31,True,0.050316773,1.4174769,2.5092683
Gm14399,ENSMUSG00000090093,Gene Expression,4,False,0.0027665517,0.25411135,-0.50050855
Gm4631,ENSMUSG00000078899,Gene Expression,32,False,0.029122842,0.3552812,-0.2387691
Zfp968,ENSMUSG00000078898,Gene Expression,18,False,0.015257962,0.21114568,-0.61166626
Gm4724,ENSMUSG00000078897,Gene Expression,5,False,0.005091922,0.31897533,-0.3326971
Zfp965,ENSMUSG00000078896,Gene Expression,3,False,0.003081488,0.49178374,0.11438056
Gm6710,ENSMUSG00000078887,Gene Expression,62,True,0.06133855,0.5537204,0.27461874
Gm14435,ENSMUSG00000089951,Gene Expression,3,False,0.002967244,0.53112525,0.21616213
Gm14308,ENSMUSG00000078880,Gene Expression,5,False,0.00619467,0.5066321,0.15279517
Zfp973,ENSMUSG00000078879,Gene Expression,8,False,0.008229752,0.27197033,-0.45430508
Gm14305,ENSMUSG00000078878,Gene Expression,90,True,0.0896733,0.5791616,0.34043834
Gm14295,ENSMUSG00000078877,Gene Expression,49,False,0.039766684,0.46856794,0.054318294
Gm14296,ENSMUSG00000074527,Gene Expression,38,True,0.041296627,0.61767405,0.44007504
Gm14419,ENSMUSG00000078875,Gene Expression,20,False,0.014657988,0.18204768,-0.68694663
Gm14410,ENSMUSG00000078870,Gene Expression,5,False,0.0027088646,0.36144048,-0.22283426
Gm14418,ENSMUSG00000078867,Gene Expression,3,False,0.0020462791,-0.0066391793,-1.1751038
Gm14403,ENSMUSG00000094786,Gene Expression,10,True,0.015980503,1.8358983,3.5917783
Gm14325,ENSMUSG00000095362,Gene Expression,20,False,0.021929156,0.5242009,0.19824798
Gm14327,ENSMUSG00000074521,Gene Expression,5,False,0.0069058654,0.80161244,0.9159474
Gm14326,ENSMUSG00000078862,Gene Expression,34,True,0.03691143,0.6204706,0.44731003
Zfp971,ENSMUSG00000074519,Gene Expression,21,True,0.02010726,0.67297626,0.58314896
Zfp931,ENSMUSG00000078861,Gene Expression,62,False,0.06929297,0.5050675,0.14874744
Taf4,ENSMUSG00000039117,Gene Expression,96,False,0.071243726,0.357234,-0.23371696
Lsm14b,ENSMUSG00000039108,Gene Expression,119,False,0.11316529,0.50361115,0.1449796
Psma7,ENSMUSG00000027566,Gene Expression,1048,False,1.5199338,0.61392784,-0.30437624
Ss18l1,ENSMUSG00000039086,Gene Expression,7,False,0.007848623,0.3971324,-0.13049467
Mtg2,ENSMUSG00000039069,Gene Expression,181,False,0.16841547,0.42680743,-0.05372152
Osbpl2,ENSMUSG00000039050,Gene Expression,109,False,0.08540312,0.3356882,-0.28945872
Adrm1,ENSMUSG00000039041,Gene Expression,502,False,0.47205225,0.22874023,-0.9419351
Rps21,ENSMUSG00000039001,Gene Expression,1286,True,3.617544,1.876351,1.4046791
Cables2,ENSMUSG00000038990,Gene Expression,93,False,0.07867306,0.4661249,0.047997817
B230312C02Rik,ENSMUSG00000084843,Gene Expression,6,False,0.0029646265,-0.28423375,-1.8932768
Slco4a1,ENSMUSG00000038963,Gene Expression,36,False,0.01760854,-0.053792167,-1.2970947
Mrgbp,ENSMUSG00000027569,Gene Expression,192,True,0.19571164,0.6870779,0.6196317
Ogfr,ENSMUSG00000049401,Gene Expression,457,False,0.42661858,0.36344528,-0.48635367
Col9a3,ENSMUSG00000027570,Gene Expression,4,False,0.0025625287,0.1904926,-0.6650985
Dido1,ENSMUSG00000038914,Gene Expression,303,True,0.3023157,0.9482911,1.4916337
Gid8,ENSMUSG00000027573,Gene Expression,284,False,0.2480211,0.30940092,-0.35746732
Slc17a9,ENSMUSG00000023393,Gene Expression,223,True,0.24726014,0.6846853,0.61344177
Ythdf1,ENSMUSG00000038848,Gene Expression,291,True,0.27239445,0.57351726,0.22412366
Arfgap1,ENSMUSG00000027575,Gene Expression,199,False,0.19015412,0.50335675,0.14432146
Col20a1,ENSMUSG00000016356,Gene Expression,4,False,0.0051304963,0.40424025,-0.112105735
Ppdpf,ENSMUSG00000016344,Gene Expression,813,False,0.9537728,0.56735396,-0.10294878
Helz2,ENSMUSG00000027580,Gene Expression,105,False,0.096207455,0.39478925,-0.1365567
Gmeb2,ENSMUSG00000038705,Gene Expression,67,True,0.06023172,0.5754735,0.33089674
Rtel1,ENSMUSG00000038685,Gene Expression,100,False,0.06882567,0.33336362,-0.2954727
Arfrp1,ENSMUSG00000038671,Gene Expression,390,False,0.3828424,0.47641277,-0.10429015
Zgpat,ENSMUSG00000027582,Gene Expression,171,False,0.15718567,0.42705798,-0.05307332
Lime1,ENSMUSG00000090077,Gene Expression,6,False,0.0025519908,-0.2722941,-1.8623874
Tpd52l2,ENSMUSG00000000827,Gene Expression,342,True,0.31912085,0.5708787,0.21519981
Dnajc5,ENSMUSG00000000826,Gene Expression,513,False,0.52333087,0.4903678,-0.057093326
Uckl1,ENSMUSG00000089917,Gene Expression,220,False,0.2227104,0.48781297,0.10410766
Uckl1os,ENSMUSG00000010492,Gene Expression,6,False,0.0026041998,0.22495513,-0.5759395
Zfp512b,ENSMUSG00000000823,Gene Expression,48,True,0.054648302,0.57593906,0.33210123
Prpf6,ENSMUSG00000002455,Gene Expression,291,False,0.26656422,0.51267695,0.018357709
Samd10,ENSMUSG00000038605,Gene Expression,81,False,0.07290724,0.4013138,-0.119676806
Tcea2,ENSMUSG00000059540,Gene Expression,8,False,0.007645939,0.3039724,-0.3715116
Rgs19,ENSMUSG00000002458,Gene Expression,501,False,0.49900177,0.4319964,-0.25450924
Pcmtd2,ENSMUSG00000027589,Gene Expression,114,True,0.12781735,0.75078875,0.78445995
Polr3k,ENSMUSG00000038628,Gene Expression,427,False,0.39845806,0.27497432,-0.78556836
Clcn5,ENSMUSG00000004317,Gene Expression,36,False,0.02408801,0.13724978,-0.8028446
Usp27x,ENSMUSG00000046269,Gene Expression,4,False,0.0016410564,-0.089094594,-1.3884265
Ppp1r3f,ENSMUSG00000039556,Gene Expression,14,False,0.012865992,0.35956156,-0.22769526
Flicr,ENSMUSG00000039545,Gene Expression,3,False,0.0021013261,0.16508707,-0.73082584
Ccdc22,ENSMUSG00000031143,Gene Expression,137,False,0.11392154,0.30294764,-0.3741628
Prickle3,ENSMUSG00000031145,Gene Expression,83,True,0.09113732,0.59056437,0.3699388
Plp2,ENSMUSG00000031146,Gene Expression,428,False,0.41781864,0.40985903,-0.32937932
Gpkow,ENSMUSG00000031148,Gene Expression,117,False,0.096301995,0.3299045,-0.30442193
Wdr45,ENSMUSG00000039382,Gene Expression,183,False,0.17716095,0.38489717,-0.16214877
Praf2,ENSMUSG00000031149,Gene Expression,107,False,0.08294394,0.18170987,-0.6878205
Tfe3,ENSMUSG00000000134,Gene Expression,87,False,0.07529066,0.44020772,-0.01905325
Gripap1,ENSMUSG00000031153,Gene Expression,213,False,0.1982968,0.49618727,0.12577307
Otud5,ENSMUSG00000031154,Gene Expression,329,False,0.30388635,0.34589234,-0.5457189
Pim2,ENSMUSG00000031155,Gene Expression,264,True,0.33172157,0.7573899,0.8459931
Slc35a2,ENSMUSG00000031156,Gene Expression,107,False,0.091329485,0.35336092,-0.24373712
Pqbp1,ENSMUSG00000031157,Gene Expression,442,False,0.41337267,0.3404526,-0.5641164
Timm17b,ENSMUSG00000031158,Gene Expression,432,False,0.4086991,0.4183064,-0.3008097
Hdac6,ENSMUSG00000031161,Gene Expression,47,False,0.030074589,0.12257002,-0.84082294
Gata1,ENSMUSG00000031162,Gene Expression,11,True,0.023025917,1.2962179,2.1955557
Suv39h1,ENSMUSG00000039231,Gene Expression,187,False,0.1294524,0.16199,-0.73883843
Was,ENSMUSG00000031165,Gene Expression,387,False,0.3747499,0.35354006,-0.5198538
Wdr13,ENSMUSG00000031166,Gene Expression,52,False,0.051698443,0.46789297,0.052572075
Rbm3,ENSMUSG00000031167,Gene Expression,1206,False,2.4233587,1.4875607,0.09771127
Rbm3os,ENSMUSG00000055188,Gene Expression,21,False,0.01822703,0.27943978,-0.43498066
Tbc1d25,ENSMUSG00000039201,Gene Expression,30,False,0.01983444,0.12170606,-0.8430581
Ebp,ENSMUSG00000031168,Gene Expression,569,False,0.53521407,0.3605168,-0.6736942
Ftsj1,ENSMUSG00000031171,Gene Expression,115,False,0.096225016,0.43221393,-0.03973421
B630019K06Rik,ENSMUSG00000052364,Gene Expression,5,False,0.006286028,0.46055585,0.033589993
Lancl3,ENSMUSG00000047344,Gene Expression,30,False,0.014474128,-0.31512108,-1.9731863
Xk,ENSMUSG00000015342,Gene Expression,25,False,0.014976504,0.0017577449,-1.1533799
H2al1m,ENSMUSG00000100200,Gene Expression,5,False,0.002265634,-0.09798938,-1.4114386
Cybb,ENSMUSG00000015340,Gene Expression,3,True,0.015927617,2.1118367,4.3056664
Dynlt3,ENSMUSG00000031176,Gene Expression,88,False,0.0831234,0.5024894,0.14207746
Rpgr,ENSMUSG00000031174,Gene Expression,19,False,0.009720405,0.17958738,-0.69331175
Mid1ip1,ENSMUSG00000008035,Gene Expression,247,False,0.20496155,0.35260275,-0.2456986
Bcor,ENSMUSG00000040363,Gene Expression,249,True,0.26849547,0.6339939,0.42865974
Atp6ap2,ENSMUSG00000031007,Gene Expression,355,False,0.3098249,0.36990964,-0.46449077
1810030O07Rik,ENSMUSG00000044148,Gene Expression,220,False,0.1860472,0.4260876,-0.055583853
Med14,ENSMUSG00000064127,Gene Expression,159,False,0.1281291,0.37076852,-0.19870143
Usp9x,ENSMUSG00000031010,Gene Expression,251,True,0.24252617,0.73619837,0.74671274
Ddx3x,ENSMUSG00000000787,Gene Expression,521,False,0.5210621,0.5253274,0.0611423
Cask,ENSMUSG00000031012,Gene Expression,6,False,0.003168183,-0.05347521,-1.2962747
Gpr34,ENSMUSG00000040229,Gene Expression,17,True,0.031282052,0.9121892,1.2020237
Maoa,ENSMUSG00000025037,Gene Expression,3,False,0.0029113006,0.505129,0.14890642
Fundc1,ENSMUSG00000025040,Gene Expression,263,False,0.27290958,0.4670443,-0.13597497
Kdm6a,ENSMUSG00000037369,Gene Expression,170,False,0.15817401,0.45863494,0.028620353
Slc9a7,ENSMUSG00000037341,Gene Expression,42,False,0.029920215,0.16907302,-0.7205137
Rp2,ENSMUSG00000060090,Gene Expression,84,False,0.06206633,0.39205772,-0.14362352
Jade3,ENSMUSG00000037315,Gene Expression,12,False,0.010973468,0.41556895,-0.08279693
Ndufb11,ENSMUSG00000031059,Gene Expression,1055,False,1.399602,0.3935986,-0.66704404
Rbm10,ENSMUSG00000031060,Gene Expression,264,False,0.22616078,0.3324983,-0.29771137
Uba1,ENSMUSG00000001924,Gene Expression,613,False,0.6600082,0.43239683,-0.39673692
Cdk16,ENSMUSG00000031065,Gene Expression,88,False,0.076800264,0.46176612,0.03672112
Usp11,ENSMUSG00000031066,Gene Expression,96,True,0.101796106,0.8141342,0.94834274
Araf,ENSMUSG00000001127,Gene Expression,301,False,0.27955616,0.5626726,0.18744634
Cfp,ENSMUSG00000001128,Gene Expression,16,False,0.014188965,0.36028293,-0.225829
Elk1,ENSMUSG00000009406,Gene Expression,40,False,0.038113274,0.4730509,0.06591628
Uxt,ENSMUSG00000001134,Gene Expression,366,False,0.33168942,0.2960147,-0.7144084
Zfp182,ENSMUSG00000054737,Gene Expression,52,False,0.04756931,0.4308075,-0.04337283
Zfp300,ENSMUSG00000031079,Gene Expression,10,False,0.010524133,0.45796674,0.02689164
Wdr44,ENSMUSG00000036769,Gene Expression,162,False,0.14191036,0.42958328,-0.046540044
Dock11,ENSMUSG00000031093,Gene Expression,373,False,0.34358308,0.5158059,0.02894001
Il13ra1,ENSMUSG00000017057,Gene Expression,3,False,0.0034948366,0.44067875,-0.017834645
Zcchc12,ENSMUSG00000036699,Gene Expression,5,False,0.0069616316,0.60412395,0.4050192
Gm14569,ENSMUSG00000091556,Gene Expression,4,False,0.0026695067,-0.20495296,-1.6881671
Pgrmc1,ENSMUSG00000006373,Gene Expression,379,False,0.31527412,0.30399087,-0.6874324
Akap17b,ENSMUSG00000059708,Gene Expression,36,True,0.040198892,0.6553099,0.5374439
Slc25a43,ENSMUSG00000037636,Gene Expression,3,False,0.0016769194,-0.09625198,-1.4069437
Slc25a5,ENSMUSG00000016319,Gene Expression,1186,False,2.1308146,0.96009475,-0.3146558
Mdrl,ENSMUSG00000097468,Gene Expression,8,False,0.004582785,0.06240069,-0.99648875
C330007P06Rik,ENSMUSG00000006423,Gene Expression,139,True,0.11875652,0.7244272,0.7162593
Ube2a,ENSMUSG00000016308,Gene Expression,575,False,0.59139013,0.3145502,-0.8508057
Nkrf,ENSMUSG00000044149,Gene Expression,34,False,0.024003517,0.23849073,-0.54092115
Sept6,ENSMUSG00000050379,Gene Expression,873,False,1.0175315,0.46485615,-0.3940473
Rpl39,ENSMUSG00000079641,Gene Expression,1282,True,4.14647,2.075996,0.34860975
Upf3b,ENSMUSG00000036572,Gene Expression,394,False,0.3750545,0.46770808,-0.13373
Nkap,ENSMUSG00000016409,Gene Expression,286,False,0.25107405,0.37941945,-0.17632036
Ndufa1,ENSMUSG00000016427,Gene Expression,1035,False,1.3860604,0.44119605,-0.5886973
Rnf113a1,ENSMUSG00000036537,Gene Expression,46,False,0.04134644,0.48344722,0.092812926
Rhox8,ENSMUSG00000064137,Gene Expression,48,True,0.06089624,0.6981812,0.64835745
Zbtb33,ENSMUSG00000048047,Gene Expression,50,True,0.053910024,0.59771055,0.3884269
Lamp2,ENSMUSG00000016534,Gene Expression,225,True,0.19395682,0.7104647,0.68013644
Cul4b,ENSMUSG00000031095,Gene Expression,119,False,0.09942322,0.30243134,-0.3754985
Mcts1,ENSMUSG00000000355,Gene Expression,576,False,0.57415926,0.40631375,-0.49723628
