gene_name,Ctrl_vs_Chd7,Chd7_vs_Ctrl
Alkbh5,0.999,0.999
Vmo1,,
Gm14832,,
Abl2,0.999,0.999
Arhgap6,0.999,0.999
Zfp740,0.969,0.969
Api5,0.999,0.999
Fam129b,0.999,0.999
Olfr274-ps1,,
Gm15370,,
Raph1,0.999,0.999
Zfp957,,
Gm6190,,
Gm12005,,
Slc35f4,,
Gm30646,,
Gm6113,,
Gm8257,,
Gm3683,,
Krt73,,
Gm27236,,
Tm2d2,0.999,0.999
Tef,0.999,0.999
Gm14036,,
Gtf2e2,0.999,0.999
Ttc34,,
Ptpn5,0.999,0.999
Defb20,,
Hist1h2ba,0.999,0.999
Gm9509,,
Gm37288,,
Hs3st4,,
Jazf1,0.999,0.999
Dmxl1,0.999,0.999
Adgb,,
Fam193b,0.999,0.999
Gm8613,,
Gm20906,,
Gapt,,
Gm45498,,
Sprr1b,,
Eif1ax,0.999,0.999
Rnf181,0.999,0.999
Baz1a,0.999,0.999
Gm11285,,
1810065E05Rik,,
Spag7,0.999,0.999
Egr2,0.999,0.999
Olfr989-ps1,,
AA619741,,
Gm21795,,
Casp7,0.995,0.995
Gm18072,,
4933417G07Rik,,
Plpp6,0.999,0.999
Masp2,,
Gm49804,,
Sprn,,
Gm8603,,
Ptpn18,0.999,0.999
Gm19945,,
2410004B18Rik,0.999,0.999
Vmn2r8,0.999,0.999
Grap,0.999,0.999
Gm8324,,
Cylc1,,
Dpy19l2,,
Gm21115,,
Gm21853,,
Mmp11,,
Gm10205,,
Gm16057,,
Capsl,,
Gm4997,,
Tmem239,,
Hars2,0.937,0.937
Gm49669,,
Gm44003,,
Igkv12-40,,
Otop1,,
Rpl7l1,0.999,0.999
Gm18134,,
Gm11438,0.999,0.999
Gm47355,0.999,0.999
Tcf15,,
Map10,0.999,0.999
Nfam1,0.999,0.999
Gtpbp4-ps2,,
E2f2,0.999,0.999
Gm13408,0.999,0.999
AC124716.1,,
Clspn,0.999,0.999
Pgp,0.999,0.999
Eml5,0.999,0.999
Gm7583,,
Vmn2r-ps129,,
Gm17415,,
Tma16,0.999,0.999
Tmem207,,
Tgoln1,0.999,0.999
Sspo,,
Gm7624,,
Stam2,0.999,0.999
Mtln,0.999,0.999
Idh2,0.999,0.999
Tbc1d24,0.907,0.907
Ces2c,,
Cyp2d11,,
Gm14086,0.999,0.999
Speer4a,,
Trim72,0.999,0.999
Ppp1r35,0.999,0.999
Gm11955,,
Slc18a2,,
Gm6009,,
Copa,0.999,0.999
Xpot,0.999,0.999
Golga4,0.999,0.999
Gm49286,,
Coil,0.999,0.999
Vmn1r85,0.999,0.999
Atg13,0.999,0.999
Cep85,0.999,0.999
Gm46415,,
Gm13768,,
Ppan,0.999,0.999
Wnt4,0.999,0.999
Gm6149,,
Gnl3l,0.999,0.999
Gm9602,,
Adam6a,,
Rps4l,0.999,0.999
Chic2,0.999,0.999
Gm29280,,
Gm14150,,
Gm16204,,
Gm11065,,
Gm43037,,
Pcdhb9,,
Dalrd3,0.999,0.999
Pcmtd1,0.999,0.999
Otub1,0.999,0.999
Gm43247,,
Gm3027,,
Gm47659,0.999,0.999
Gm7103,,
Grpel2,0.999,0.999
Crs-ps,,
Pam,0.999,0.999
Gm17740,,
Ptges3-ps,0.999,0.999
Gm21050,,
Gm6440,,
Ripor1,0.999,0.999
Ctbs,0.999,0.999
Gm19786,,
Gm49274,0.999,0.999
AC163611.1,,
Coq3,0.999,0.999
Ighv3-7,,
Msh6,0.999,0.999
Gm21978,,
Gm35713,,
Txk,0.999,0.999
AC165408.1,,
Gm11668,,
AL626765.1,,
Asphd1,0.999,0.999
Gm8824,,
Rps6ka1,0.999,0.999
Gm11338,,
Gm19810,,
Sult2a4,,
Gm12350,,
Gm19212,,
Gm6726,,
Pdss2,0.999,0.999
Gm3149,,
Gm48507,,
Ugt2a1,,
Gm13983,,
Krt2,,
Uchl4,,
Dop1a,0.999,0.999
Focad,0.767,0.767
Gm18195,,
Gm30946,,
2310040G07Rik,,
Pbrm1,0.999,0.999
Nol4l,0.999,0.999
A4gnt,,
Gm18079,,
Gm17183,,
Glyctk,0.999,0.999
Gm10230,,
Rhox9,,
1700029P11Rik,,
Taar8a,,
Coa3,0.999,0.999
Hey2,,
Dusp10,0.999,0.999
Dnajb5,0.999,0.999
Agtr1b,,
Vmn2r81,,
Prr15l,,
Gtpbp3,0.999,0.999
Ap3s1,0.999,0.999
Gm2606,,
Ighv1-84,,
Cd200r3,0.999,0.999
Pafah1b2,0.999,0.999
Man2c1,0.999,0.999
Emg1,0.999,0.999
Ush1c,,
Atp1b1,,
Phf5a,0.999,0.999
Olfr1537,0.999,0.999
Pdia5,,
Gm11814,,
Ighv5-1,,
Cplx4,,
Gm20150,,
Nek2,0.999,0.999
Gm16020,,
Olfr1085,,
Bcas2,0.999,0.999
Serinc3,0.927,0.927
Ppp5c,0.999,0.999
Osbpl5,0.999,0.999
Gm13622,,
Gm7786,,
Sbp,,
Ddi1,,
Gm43927,,
Vmn2r-ps56,,
Mrgprc1-ps,,
Cpt1c,0.999,0.999
Cyp1a1,,
Rpl7,0.999,0.999
Srpx2,,
Gm18428,,
Gm16383,,
Cdpf1,0.999,0.999
Rpl31-ps24,,
Ncstn,0.999,0.999
Gm19932,,
Gm49704,,
Ighv7-4,,
Gm45331,,
C8g,0.999,0.999
Trim27,0.999,0.999
Gm18552,,
Trmt61a,0.999,0.999
Gm11573,,
Gnat2,,
Gm5302,,
Xdh,0.837,0.837
Kirrel3,,
Ccdc169,,
Ube2e2,0.999,0.999
Wdr75,0.999,0.999
Gm12647,,
Psg23,0.999,0.999
Tpte,,
Ace2,,
Slc7a3,0.999,0.999
Gm2174,,
Gcsam,,
Gm8038,,
Ubxn11,0.703,0.703
Vmn1r221,,
Zfp773,0.999,0.999
Gm5808,,
Med7,0.999,0.999
Pcolce2,,
Trav3-1,,
Cytip,0.966,0.966
Irf9,0.999,0.999
Exosc7,0.999,0.999
Trmt12,0.999,0.999
Olfr271-ps1,,
Gm13286,,
Capg,0.999,0.999
Ahnak,0.203,0.203
Fabp5l2,,
Gm8815,,
Gm17816,,
Gm48999,,
Gm45344,,
Tas2r124,,
Gm18904,,
Gm3712,,
Gm7988,,
Bglap2,,
Stxbp5l,,
Olfr1229,,
Ddx11,0.999,0.999
Filip1l,0.999,0.999
Gm12266,,
Calca,,
Vmn2r114,0.999,0.999
Gm19683,,
Gm48040,0.999,0.999
Ugt1a6a,,
Phf11d,0.999,0.999
Aff1,0.999,0.999
Trav3d-3,,
Gm12607,,
Cdh9,,
Gm18761,,
Prkar1b,0.999,0.999
Gm18801,,
Krt90,,
Nxf2,,
Gm6881,,
Gm48320,,
Gm47178,,
Gm3191,,
Cadps2,,
Gm14520,,
Pde2a,0.999,0.999
Olfr1437,,
Gm48100,,
Nt5dc3,0.999,0.999
C1qtnf4,,
Dmrt3,,
Btbd8,0.999,0.999
Nt5dc2,0.999,0.999
Maoa,0.999,0.999
Unc5d,0.999,0.999
Gm5500,,
Phb,0.999,0.999
Asdurf,,
Clec2e,,
Gm48317,,
Tdo2,,
Ptchd4,,
Plod2,0.999,0.999
Aurkaip1,0.999,0.999
Gas6,0.999,0.999
Cfap97,0.999,0.999
Gm3285,,
Bicral,0.999,0.999
Erich2,,
Leng1,0.999,0.999
Gm28840,,
Dyrk2,0.999,0.999
Polr3gl,0.142,0.142
Vmn2r124,0.999,0.999
Acoxl,0.999,0.999
Tdh,,
Cyp2c37,,
Rhox11-ps1,,
Gm5477,,
Klhl3,0.837,0.837
Gm14517,,
Ms4a6b,0.999,0.999
Rita1,0.999,0.999
Gm46199,,
Apbb2,0.999,0.999
Tubb3,0.999,0.999
Gm5358,,
Hand1,,
Peli3,,
Olfr777,,
Gm21756,,
Ryr2,0.514,0.514
Gm43431,,
Mrgprb11-ps,,
Gm18467,,
Gm5987,0.999,0.999
Reg2,0.999,0.999
Gm15504,,
Spata32,,
Olfr1279,,
Cyp2d26,,
Asah1,0.999,0.999
Fance,0.999,0.999
Gm15147,,
Tmem144,0.999,0.999
Olfr452,,
Pabpc1,0.999,0.999
Speer4d,,
Vmn1r27,,
Gm7048,,
Ago2,0.999,0.999
Gm14531,,
Gh,,
Gm29105,,
Rbms1,0.999,0.999
Plek,0.999,0.999
Slco1a6,0.999,0.999
AC102106.1,,
AC100212.3,,
Olfr1248,,
Trpc5os,,
Ak4,,
Emc7,0.999,0.999
Taf7l,,
Fam131a,0.999,0.999
Lamtor2,0.999,0.999
Trav9-4,,
Erbb3,0.999,0.999
Gm7086,,
Fam126a,0.999,0.999
Vmn1r63,,
Gm49568,,
Slc26a8,,
Narfl,0.999,0.999
Gm9439,,
Vmn1r-ps150,,
Amz1,0.999,0.999
Gm9427,,
Gm7880,,
Gm7346,,
Gm49396,0.999,0.999
Gm28680,,
AC132418.2,,
Gm12466,,
Gm15572,,
Olfr38,,
Gm21678,,
Dnajc13,0.999,0.999
Sctr,,
Kctd17,0.999,0.999
Mmp13,,
Pth,,
Ccnt1,0.999,0.999
Ctsb,0.999,0.999
Gm19641,,
Gm14719,,
Gm6496,,
Olfr658,,
Gm43806,,
Gm28064,,
Tnpo1,0.999,0.999
Vmn1r-ps144,0.999,0.999
Gm7219,,
Olfr319,,
Gm44583,,
Gm12067,,
Gm13739,,
Nmu,,
Tbx3,,
Coq10a,0.999,0.999
Olfr301,,
Spaca5,,
Olfr985,,
Olfr693,,
Qprt,0.999,0.999
Olfr947-ps1,,
Lrrc34,,
Igkv13-74-1,,
Kif5c,0.999,0.999
Gm7201,,
Cldn14,,
Gm49091,,
Olfr941-ps1,,
Rnf139,0.999,0.999
Tmem255b,,
Gm8031,,
Rps3a3,0.999,0.999
Smpd3,0.999,0.999
Traj13,0.999,0.999
AC116871.3,,
Gm1979,,
Cntn3,0.999,0.999
Rfc2,0.999,0.999
Ncmap,,
Gm47610,,
Gm29372,,
Htr4,,
Uchl3,0.999,0.999
Mmp8,,
Igkv4-91,,
Ptk7,,
Gm45398,,
A230050P20Rik,0.999,0.999
Gm12070,0.043,0.043
Gm12620,,
Ccdc25,0.999,0.999
Slc5a2,,
Cyp4a10,,
Gm8661,,
Prss52,,
Col13a1,,
Arhgap21,0.999,0.999
Prdm13,,
Gm50093,,
5730455P16Rik,0.531,0.531
Fbln7,,
Gm13240,,
Srek1,0.999,0.999
Fem1b,0.999,0.999
Tmub1,0.999,0.999
Gm13804,,
Gm19459,,
Tstd2,0.999,0.999
Ndc1,0.999,0.999
Gm21378,0.999,0.999
Scrn2,0.999,0.999
Gm47600,,
Gm20489,,
Fiz1,0.999,0.999
Gm11251,,
Gm7856,,
Gm2033,,
Zfp120,0.999,0.999
Gm11531,,
Camk1,0.999,0.999
Tnrc18,0.999,0.999
Cdh2,,
Amigo2,,
Ear10,,
Gm12285,,
Gm9671,,
Pnmal1,,
Tgs1,0.999,0.999
Gm9131,,
Naa80,0.999,0.999
Mcf2,,
Sypl2,,
Smap2,0.999,0.999
6820408C15Rik,,
Gm10985,,
Caly,,
Ces3a,,
Nat8b-ps,,
Gm12513,,
Gm8458,,
Gm17709,,
Cbx3-ps5,,
Eef1a1,0.999,0.999
Tmem255a,,
Ptk6,0.999,0.999
Gm5973,,
Slc6a8,0.999,0.999
Slc39a1,0.999,0.999
Trmt112-ps1,,
Gm28647,,
Mex3a,0.999,0.999
Smim10l1,0.999,0.999
Olfr196,,
Muc16,,
Gm3496,,
Slc7a2,0.999,0.999
Rnaseh2b,0.999,0.999
Gm48458,,
Nup214,0.999,0.999
Iqgap1,0.999,0.999
Hadhb,0.999,0.999
Fam149b,0.999,0.999
Gm15172,,
Gm43978,,
Ralgps1,0.999,0.999
Vmn1r201,0.999,0.999
Gm12618,,
Gm2324,,
Trem2,0.999,0.999
Gm3033,,
Sbno2,0.999,0.999
Gm7445,,
Gm11860,,
Tpi-rs5,,
Gm38541,,
Rab3gap1,0.999,0.999
Gm5060,,
Gm48254,0.999,0.999
Qsox1,0.999,0.999
Gm12509,,
Smc4,0.999,0.999
Olfr656,0.999,0.999
Btbd35f8,,
4931428F04Rik,0.999,0.999
Gm6781,,
Zranb2,0.999,0.999
Ighv1-83,,
Cyp4a12b,,
Gm20651,,
Csrnp1,0.999,0.999
Fbxo27,0.772,0.772
Rpl3,0.999,0.999
Cyp2d35-ps,,
Gm13370,,
Gm38433,,
Nmnat3,0.999,0.999
Gm49467,,
Ppp4r2,0.837,0.837
Zbed4-ps3,,
Smagp,0.999,0.999
Mrgprb1,0.999,0.999
Obox3-ps8,,
Gm49831,,
F11,,
Gm48454,,
Pign,0.999,0.999
Capn9,,
Gm8188,0.999,0.999
Gm21897,0.999,0.999
Gm13303,,
Gm13162,,
Cat,0.999,0.999
Prdm1,0.999,0.999
Birc3,0.999,0.999
Gm18335,,
4930430A15Rik,,
Gm35570,,
Gm12155,,
Tenm1,0.999,0.999
Bpifb5,,
Gm281,,
Pspn,,
Gm17147,,
Tdpoz4,,
Ighv14-1,,
Ddit3,0.999,0.999
Gm20449,0.999,0.999
Gm43551,,
Gm17967,,
Gm15702,,
Gm26957,,
Gm18517,0.999,0.999
Sdhaf3,0.999,0.999
Olfr877,,
Mup11,,
Ighv4-2,,
Zfp263,0.999,0.999
Gpkow,0.969,0.969
Tmem39a,0.999,0.999
Lrrfip1,0.999,0.999
Upk3b,,
Ftmt,,
Gm21271,,
Gm18981,,
Lce3f,,
Trim59,0.999,0.999
Gm10169,,
Ecscr,,
Olfr338,0.999,0.999
Gm18834,,
Cip2a,0.999,0.999
Gm6029,,
Smad1,0.999,0.999
Rhox13,,
Gm5305,,
Zfp251,0.999,0.999
Ighv1-17,,
Secisbp2l,0.999,0.999
Gm6268,,
Fam114a2,0.999,0.999
Rbm12b2,0.999,0.999
Gm49657,,
Lat2,0.999,0.999
Gm2534,,
Olfr994,,
Npm3-ps1,,
Gm18914,,
Glycam1,,
Gm14903,,
Gm10167,,
Pou4f1,0.999,0.999
Gm20738,,
Gm18525,,
Btla,0.999,0.999
Adss,0.999,0.999
Mbip,0.999,0.999
Gm21820,,
Gm42672,0.999,0.999
Smim1,,
Dkkl1,0.331,0.331
Gm11819,,
Gm15476,,
Kcnk9,,
Casp3,0.999,0.999
Rpp21,0.999,0.999
Gm19963,,
Atp6v0b,0.999,0.999
Bahd1,0.999,0.999
Fxyd4,,
Tshb,,
Ift140,0.999,0.999
Gm12304,,
Gm6007,,
Mrpl28,0.999,0.999
Nanos3,,
Apoa2,,
Adcy6,0.999,0.999
Gm44565,,
Gm30534,,
Gm15442,,
Apela,,
Pfkp,0.999,0.999
Dhx57,0.999,0.999
Cyp4f14,,
Lgals7,,
Gm45156,,
Slc7a4,,
Smpd5,0.999,0.999
AC135670.1,,
Gm3145,,
Shmt1,0.999,0.999
Gm5924,,
Gm47182,,
Gm29257,0.999,0.999
Gm43158,,
Gm21734,,
Gm12745,,
1700020N15Rik,,
Ighv8-1,,
Gm46542,,
Foxp1,0.999,0.999
Slain2,0.999,0.999
Tmem183a,0.999,0.999
Gm44023,,
Gm29262,,
Gm21958,,
Tnfrsf18,0.999,0.999
Bdnf,,
Gm12393,,
Gm28939,,
Cd37,0.918,0.918
AC103405.1,,
Olfr489-ps1,,
Gm12733,,
Gm18290,,
Cpa2,,
Rpl28-ps3,,
Parp6,0.999,0.999
Cuedc2,0.999,0.999
Acsf2,0.13,0.13
Bves,,
Gm49360,,
Washc4,0.999,0.999
Gm9903,0.999,0.999
Ighv1-44,,
Ccdc187,0.999,0.999
Lrch4,0.999,0.999
Ighv1-20,,
Gm18926,,
Gm42878,0.999,0.999
Gm5525,,
Vmn2r-ps111,,
Mylk,,
Xcl1,0.999,0.999
Gm44976,,
Nat3,,
Mta1,0.999,0.999
Gm8264,,
Gm28650,,
Hdac4,0.999,0.999
Slc6a21,,
Alg11,0.999,0.999
Rpl38,0.999,0.999
Ttc6,,
Pycrl,0.999,0.999
Tmc4-ps,,
Gm14304,,
Aif1,0.999,0.999
Oplah,0.999,0.999
Gm3424,,
Gm10108,0.999,0.999
Olfr1478-ps1,,
A3galt2,0.999,0.999
Wee1,0.999,0.999
Myh6,,
AC116451.1,,
Gm26897,,
CR555305.2,,
Piwil4,,
Fhl1,0.999,0.999
Gm15204,,
Numa1,0.999,0.999
Trav17,0.999,0.999
Arhgap17,0.999,0.999
Vmn1r91,,
Trbv21,,
Tmem106c,0.999,0.999
Mat1a,,
Taok2,0.999,0.999
Ehmt1,0.906,0.906
Olfr582,,
Gm8127,,
Gm38233,,
Gm47104,,
Adam2,,
Gm28584,,
Med12,0.999,0.999
Ighv1-24,,
Gm14006,,
Akr7a5,0.999,0.999
Gm16053,,
Paf1,0.999,0.999
Gm6657,,
Gm16410,,
Gm19428,,
Mical2,0.999,0.999
Gnas,0.999,0.999
Gm12281,,
Ighv8-6,,
Gm11380,,
A930004D18Rik,0.999,0.999
Tgif2,0.999,0.999
Xpo6,0.999,0.999
Olfr826,,
Gm28423,,
Pcx,0.999,0.999
3110009M11Rik,,
Gm43160,,
P4htm,0.999,0.999
Gm18832,,
Ttc12,,
Fmr1nb,,
Gm18787,,
Gm47261,,
Gm2287,,
Kap,,
Gm9847,,
Qpctl,0.999,0.999
Rpl36-ps3,,
Gm715,,
Cldn34b3,,
Vmn1r135,,
Gm13433,,
Gm11920,,
Wdr13,0.999,0.999
Gm7134,,
Sdk1,0.999,0.999
Gm48848,0.999,0.999
Gm16147,,
Gm13627,,
Gm15140,,
Rxylt1,0.999,0.999
Gm48481,,
Srgn,0.999,0.999
Fus,0.999,0.999
Klhdc2,0.221,0.221
Gm2a,0.837,0.837
Nos1ap,,
Reep2,0.953,0.953
Zfp341,0.999,0.999
Unc45a,0.999,0.999
Olfr1369-ps1,0.999,0.999
Gm18853,0.999,0.999
Sms-ps,0.999,0.999
Apol7c,,
C1qtnf12,0.999,0.999
Appbp2,0.999,0.999
Pds5a,0.999,0.999
Crisp2,,
Ifit3b,0.999,0.999
Sigmar1,0.999,0.999
Gm18848,,
Dstyk,0.999,0.999
Gm29866,,
Olfr285,0.999,0.999
Gm7587,,
Eef1akmt1,0.999,0.999
Gm13285,0.999,0.999
Gm3584,,
Anp32-ps,,
Gm14219,,
Dock6,0.999,0.999
Gm11922,,
Gm44908,,
Mup22,,
Gm27014,,
Klk9,,
Gm5120,,
Gm44638,,
Gm47933,0.999,0.999
Izumo1,,
Gm6340,,
Syt5,,
Cst6,1.0,1.0
Vmn1r-ps83,,
Six2,0.999,0.999
Gm14997,,
Hunk,0.999,0.999
Gm8146,,
Atxn10,0.999,0.999
Gm49990,,
Mpp2,0.999,0.999
Gm16100,,
Vmn1r-ps2,,
Gm6407,,
Olfr1509,,
4930572O03Rik,,
Rock1,0.999,0.999
Fbxl16,,
Vmn1r-ps64,,
Rdx,0.999,0.999
Tmcc2,,
Smndc1,0.999,0.999
Olfr1060-ps1,,
Rfpl4,,
Gm38208,,
B430305J03Rik,0.999,0.999
Chst12,0.999,0.999
AC140325.4,,
Hist1h2ai,0.999,0.999
Gm29471,,
Gucy2g,,
Armh2,0.999,0.999
Zfp143,0.999,0.999
Gm3702,,
Fsip2,,
Gm17511,,
Oaz1-ps,0.999,0.999
Gm2427,,
Itprip,0.999,0.999
Gm49001,,
Pepd,0.999,0.999
AU021092,,
Tmem136,0.999,0.999
C2cd4a,,
Olfr595-ps1,,
Gm11653,,
Ighv1-79,,
Acap1,0.999,0.999
Sirt7,0.999,0.999
Gm49009,,
Ctbp2,0.999,0.999
Gm28110,,
AC118472.1,,
Gm20156,,
Gm20737,,
Chpf,0.999,0.999
Adam15,0.999,0.999
Lingo3,,
Cxcl13,,
Lpar3,,
Olfr1077-ps1,,
Cass4,0.999,0.999
Ccdc6,0.999,0.999
Guca2b,,
Tpbpb,,
Olfr734,0.999,0.999
Gm49523,,
Treh,,
Gm21963,,
Prkcz2,,
Gm18365,,
Ctsw,0.999,0.999
Ccl21b,,
Gpr22,,
Gm8804,,
Tmbim4,0.703,0.703
Gm48009,,
Csnka2ip,,
Gm32742,0.999,0.999
Gm28359,,
Slc13a5,,
Pcdhgb5,,
Gm20904,,
Tbc1d19,0.999,0.999
Clec14a,,
Morn2,,
Gm49383,0.999,0.999
Ccdc82,0.999,0.999
Micu2,0.999,0.999
Sprr4,,
Gm10319,,
Gm49142,,
Gm8896,,
Capn1,0.999,0.999
Gm17748,,
Ighv10-4,,
Gm13506,,
Fthl17b,,
Gm8864,,
Gm14213,,
Mgat5,0.999,0.999
Gm48041,,
Lgals4,0.999,0.999
2310061I04Rik,0.999,0.999
Gm18604,,
Gm31230,,
Gm364,,
Gm29133,,
Olfr421-ps1,,
Zbtb3,0.999,0.999
Gm5866,,
Gm6122,,
Gm49104,,
Dicer1,0.999,0.999
Rpe65,,
5430437J10Rik,,
Tacc3,0.999,0.999
Gm14139,,
Gm20794,,
Gm29659,,
Mospd3,0.999,0.999
Gm10254,,
Ppip5k1,0.999,0.999
Cfap74,0.999,0.999
Gnpda2,0.999,0.999
Rftn2,0.998,0.998
Naa35,0.999,0.999
Gm14419,,
Ankrd34a,,
Gm6734,,
Cxcl1,,
Smurf2,0.999,0.999
Vmn2r16,,
Lpcat1,0.767,0.767
Gm14322,,
Cdc23,0.999,0.999
Gm48178,,
Igkv8-30,,
Gm13616,,
Olfr612,,
Snrnp70,0.999,0.999
AC133103.1,,
Ttc30a1,0.999,0.999
Gm21752,,
Gm12421,,
Tbc1d10a,0.999,0.999
Hoga1,,
Nr1h2-ps,,
Gm5734,,
Cdca7l,0.999,0.999
Dok1,0.999,0.999
Frs2,0.999,0.999
Tec,0.999,0.999
Gm17936,,
Gm6298,,
Gm42988,,
Gm20856,,
Gm12877,,
Rnf10,0.999,0.999
Gm5903,,
Gm45115,,
Gm13655,,
Olfr520,,
Vmn2r-ps40,,
Phc1,0.999,0.999
Gm18555,,
Gm6427,,
Slc35f3,,
Avil,0.999,0.999
Gm38076,,
Slc22a12,,
Cxcr4,0.999,0.999
Scnm1,0.999,0.999
AC157914.1,,
Gm18541,,
Hus1,0.999,0.999
Hspg2,,
Pan2,0.999,0.999
Gm37044,,
AC100212.1,,
Odf2l,0.999,0.999
Slc7a7,0.999,0.999
Gm49863,,
Gm4874,,
Mccc2,0.999,0.999
Lif,,
Krt80,0.999,0.999
Cacna1g,,
Gm6954,,
Vmn1r159,,
St13,0.999,0.999
Pik3r4,0.772,0.772
Gm13754,,
Olfr482,,
Slc12a3,0.999,0.999
Gm3020,,
Vmn1r-ps76,,
Tle4,0.999,0.999
Gm48315,,
Defb42,0.999,0.999
Gm9218,,
Zfand4,0.999,0.999
Atg7,0.999,0.999
Gm12308,,
Rab33a,,
Gm15922,,
Skor1,,
Gm5322,,
Slc25a36,0.999,0.999
Gm18186,0.906,0.906
Emc8,0.999,0.999
H2al2c,,
Gm12183,0.999,0.999
Rpl38-ps2,,
Gm7700,,
Gm3774,,
Gm45116,,
Fignl2,,
Gm7420,,
Gm16128,,
Zdhhc17,0.999,0.999
Helz,0.999,0.999
Gm12817,,
Olfr1473-ps1,,
Tmprss6,,
Gm18582,,
Vmn2r50,,
Tmem173,0.999,0.999
Gm9224,,
Sprr2g,,
Gm6746,,
Gm16171,,
Timp4,,
Vars,0.999,0.999
Cyb5rl,0.999,0.999
Cacnb2,,
Gm19726,,
Inpp5e,0.999,0.999
Gabrb3,,
Olfr1172-ps1,,
Gal3st3,0.999,0.999
Gm12058,,
Gm4045,,
AC102106.2,,
Lacc1,0.999,0.999
Gm31711,,
Map3k5,0.999,0.999
Ncoa7,0.999,0.999
Olfr910,,
C330018D20Rik,0.999,0.999
Gm13604,,
Olfr736,,
Vmn1r119,,
Gm44526,,
Sdf2,1.0,1.0
Rpf1,0.999,0.999
Olfr1041-ps1,,
Ifnb1,,
Tmem256,0.999,0.999
Gm7936,,
Mphosph10,0.999,0.999
Adam7,,
Gm10608,,
Olfr373,0.999,0.999
Igfbp4,0.999,0.999
Slc26a3,0.999,0.999
Eif4ebp3,0.999,0.999
Gm3594,,
Lsm5,0.999,0.999
Gm2791,,
Tbkbp1,0.999,0.999
Gm21256,,
Gm16563,,
Gm48085,,
Gm42581,,
Igdcc3,,
Gm45247,,
Gm13131,,
Akp3,,
Plxdc1,0.999,0.999
1110008L16Rik,0.999,0.999
Gm15331,,
Ces1h,,
Atp1a4,,
Gm45717,,
Prss33,,
Gm43988,,
Gm21836,,
Pomgnt1,0.999,0.999
Srsf7,0.999,0.999
Nat8f4,0.999,0.999
5830411N06Rik,0.999,0.999
Zc3h8,0.999,0.999
Olfr999-ps1,,
Olfr790,,
Gm43394,,
Ggt6,,
Olfr1280,0.999,0.999
Gm6985,,
Esp36,,
Gm13368,,
Ate1,0.999,0.999
mt-Co2,0.999,0.999
Ckap4,,
Gm43595,,
Nfu1,0.999,0.999
Ppp1r11,0.999,0.999
Gm6539,,
Gsto2,,
Gm18873,,
Trav12-3,,
Supt4a,0.999,0.999
Fam50a,0.999,0.999
Dnah17,0.999,0.999
Plxnd1,0.999,0.999
9530002B09Rik,,
Clic3,,
Cdk3,0.999,0.999
Vmn1r183,0.999,0.999
Gm28436,,
Tmem258,0.999,0.999
Gm7775,,
Gm18974,,
Olfr1535,0.999,0.999
Cdk5rap1,0.999,0.999
Olfr16,,
Asb11,,
Gm12613,,
Gm50092,,
Gm14923,,
Rec8,,
Cd3eap,0.999,0.999
Ppp1r14b,0.999,0.999
0610009B22Rik,0.999,0.999
Ctla2b,0.999,0.999
Ssbp2,0.999,0.999
Olfr1472,,
Mtmr11,0.999,0.999
Gm28551,,
Gnai3,0.999,0.999
Gm5408,,
Gm29525,,
Gm28812,,
Trav14-1,0.999,0.999
Prkx,0.999,0.999
Gm42451,,
Sema3d,,
Ccnj,0.999,0.999
Olfr568,,
Sp8,,
Fam84b,0.999,0.999
Gm18492,0.999,0.999
Gm8167,,
Il3ra,0.999,0.999
Defa24,,
Bhmt-ps1,,
Olfr577,,
Gm14836,,
Eif2s3y,0.999,0.999
Gm2012,,
Rnf32,,
Gm7542,,
Lta4h,0.604,0.604
Cacnb3,0.999,0.999
Ighv1-69,,
Gm5335,,
Psca,,
Rbm28,0.999,0.999
Gm48354,,
Gm9135,,
Cyp4b1,,
Gm43933,,
Gm9487,,
Fam174a,0.984,0.984
Dnah9,,
Wfdc6a,,
Ssh2,0.999,0.999
Gm7722,,
Gm11576,,
Gm15760,0.999,0.999
Gm44943,,
Gm44233,,
Gm18272,,
AC125126.1,,
Ftsj3,0.999,0.999
1700123K08Rik,,
Gp6,0.999,0.999
Gm20530,,
Sycp2l,,
Ccl9,0.999,0.999
Olfr1168,,
Arf5,0.999,0.999
Sfswap,0.999,0.999
Pwwp2b,0.999,0.999
Gm3104,,
Gm20954,,
Pin4,0.999,0.999
Gm15078,,
Capn12,,
Gm14819,,
Gm21790,,
Gm9805,,
Gm49037,0.999,0.999
Olfr912,0.999,0.999
Olfr360,,
Bet1l,0.999,0.999
Sergef,0.999,0.999
Creb3l4,,
Gm11461,,
Gm5898,0.969,0.969
Eapp,0.631,0.631
Ccdc13,,
Inip,0.999,0.999
Gm15725,0.999,0.999
Pla2r1,0.999,0.999
Olfr1300-ps1,,
Gm12449,,
Gm38574,,
Gm27254,,
Sdcbp,0.999,0.999
Gm49997,,
Gm13430,,
Olfr1135,,
Gm45506,,
Folh1,,
Pa2g4,0.999,0.999
Rab3b,,
Gm3511,,
Cyp2c29,,
D2hgdh,0.999,0.999
Fgfr1op2,0.999,0.999
Gm13352,,
Afap1l1,,
Krtap19-3,,
Trav10,,
Gm15048,,
Ppp2r5b,0.999,0.999
Rraga,0.999,0.999
Ndufv1,0.999,0.999
Gm49955,,
Gm3213,,
Ctsa,0.999,0.999
Gm12615,,
