gene_name,Ctrl_vs_Chd7,Chd7_vs_Ctrl
Gm15504,,
Spata32,0.275,-0.275
Olfr1279,0.997,-0.997
Cyp2d26,0.044,-0.044
Asah1,0.555,-0.555
Fance,-0.92,0.92
Gm15147,,
Tmem144,-0.682,0.682
Olfr452,,
Pabpc1,-1.677,1.677
Speer4d,,
Vmn1r27,-0.559,0.559
Gm7048,-0.431,0.431
Ago2,0.463,-0.463
Gm14531,,
Gh,0.048,-0.048
Gm29105,,
Rbms1,-0.019,0.019
Plek,0.696,-0.696
Slco1a6,-0.574,0.574
AC102106.1,0.603,-0.603
AC100212.3,,
Olfr1248,,
Trpc5os,0.312,-0.312
Ak4,0.253,-0.253
Emc7,0.299,-0.299
Taf7l,,
Fam131a,-0.32,0.32
Lamtor2,1.305,-1.305
Trav9-4,-0.002,0.002
Erbb3,0.735,-0.735
Gm7086,,
Fam126a,-0.359,0.359
Vmn1r63,-0.06,0.06
Gm49568,0.144,-0.144
Slc26a8,-0.188,0.188
Narfl,-0.232,0.232
Gm9439,-0.096,0.096
Vmn1r-ps150,,
Amz1,-0.465,0.465
Gm9427,,
Gm7880,-0.232,0.232
Gm7346,,
Gm49396,0.49,-0.49
Gm28680,,
AC132418.2,0.312,-0.312
Gm12466,-0.343,0.343
Gm15572,0.25,-0.25
Olfr38,,
Gm21678,,
Dnajc13,-0.622,0.622
Sctr,1.015,-1.015
Kctd17,-0.145,0.145
Mmp13,0.863,-0.863
Pth,,
Ccnt1,0.767,-0.767
Ctsb,-0.499,0.499
Gm19641,,
Gm14719,,
Gm6496,0.685,-0.685
Olfr658,1.189,-1.189
Gm43806,,
Gm28064,,
Tnpo1,-0.578,0.578
Vmn1r-ps144,-0.255,0.255
Gm7219,,
Olfr319,,
Gm44583,-0.232,0.232
Gm12067,,
Gm13739,,
Nmu,,
Tbx3,-0.232,0.232
Coq10a,-0.006,0.006
Olfr301,,
Spaca5,,
Olfr985,,
Olfr693,,
Qprt,-1.03,1.03
Olfr947-ps1,,
Lrrc34,-0.096,0.096
Igkv13-74-1,,
Kif5c,0.047,-0.047
Gm7201,,
Cldn14,,
Gm49091,,
Olfr941-ps1,,
Rnf139,0.625,-0.625
Tmem255b,,
Gm8031,0.761,-0.761
Rps3a3,-0.405,0.405
Smpd3,-1.452,1.452
Traj13,0.133,-0.133
AC116871.3,,
Gm1979,,
Cntn3,0.287,-0.287
Rfc2,-0.697,0.697
Ncmap,-0.367,0.367
Gm47610,,
Gm29372,,
Htr4,0.325,-0.325
Uchl3,-0.509,0.509
Mmp8,0.736,-0.736
Igkv4-91,-0.232,0.232
Ptk7,-0.059,0.059
Gm45398,,
A230050P20Rik,-1.315,1.315
Gm12070,-3.864,3.864
Gm12620,-0.635,0.635
Ccdc25,0.381,-0.381
Slc5a2,,
Cyp4a10,,
Gm8661,,
Prss52,,
Col13a1,,
Arhgap21,-0.767,0.767
Prdm13,,
Gm50093,0.312,-0.312
5730455P16Rik,2.614,-2.614
Fbln7,-1.766,1.766
Gm13240,-0.232,0.232
Srek1,0.016,-0.016
Fem1b,-0.457,0.457
Tmub1,0.476,-0.476
Gm13804,-0.451,0.451
Gm19459,,
Tstd2,-0.353,0.353
Ndc1,-0.727,0.727
Gm21378,-0.054,0.054
Scrn2,-0.155,0.155
Gm47600,-0.096,0.096
Gm20489,-0.625,0.625
Fiz1,-0.615,0.615
Gm11251,-0.096,0.096
Gm7856,0.077,-0.077
Gm2033,-0.783,0.783
Zfp120,0.67,-0.67
Gm11531,1.288,-1.288
Camk1,-1.11,1.11
Tnrc18,-0.127,0.127
Cdh2,-0.163,0.163
Amigo2,-0.072,0.072
Ear10,,
Gm12285,0.31,-0.31
Gm9671,,
Pnmal1,0.047,-0.047
Tgs1,-0.197,0.197
Gm9131,-0.096,0.096
Naa80,0.467,-0.467
Mcf2,0.606,-0.606
Sypl2,0.102,-0.102
Smap2,-0.498,0.498
6820408C15Rik,-0.096,0.096
Gm10985,0.864,-0.864
Caly,0.91,-0.91
Ces3a,,
Nat8b-ps,-0.086,0.086
Gm12513,,
Gm8458,0.312,-0.312
Gm17709,-0.879,0.879
Cbx3-ps5,,
Eef1a1,-0.417,0.417
Tmem255a,-0.517,0.517
Ptk6,-0.372,0.372
Gm5973,,
Slc6a8,-0.571,0.571
Slc39a1,1.649,-1.649
Trmt112-ps1,-0.366,0.366
Gm28647,,
Mex3a,0.119,-0.119
Smim10l1,-0.014,0.014
Olfr196,,
Muc16,-0.679,0.679
Gm3496,0.312,-0.312
Slc7a2,-0.086,0.086
Rnaseh2b,-0.752,0.752
Gm48458,-0.096,0.096
Nup214,-1.61,1.61
Iqgap1,0.459,-0.459
Hadhb,1.233,-1.233
Fam149b,0.526,-0.526
Gm15172,-0.371,0.371
Gm43978,,
Ralgps1,-1.535,1.535
Vmn1r201,0.017,-0.017
Gm12618,0.048,-0.048
Gm2324,,
Trem2,0.069,-0.069
Gm3033,,
Sbno2,-0.216,0.216
Gm7445,,
Gm11860,-0.619,0.619
Tpi-rs5,-0.125,0.125
Gm38541,,
Rab3gap1,-0.955,0.955
Gm5060,,
Gm48254,-0.281,0.281
Qsox1,0.835,-0.835
Gm12509,,
Smc4,-0.133,0.133
Olfr656,-0.17,0.17
Btbd35f8,,
4931428F04Rik,-0.638,0.638
Gm6781,0.746,-0.746
Zranb2,0.196,-0.196
Ighv1-83,,
Cyp4a12b,,
Gm20651,,
Csrnp1,0.923,-0.923
Fbxo27,-2.266,2.266
Rpl3,-0.15,0.15
Cyp2d35-ps,,
Gm13370,,
Gm38433,,
Nmnat3,-1.362,1.362
Gm49467,,
Ppp4r2,2.15,-2.15
Zbed4-ps3,,
Smagp,0.549,-0.549
Mrgprb1,-1.523,1.523
Obox3-ps8,,
Gm49831,,
F11,,
Gm48454,,
Pign,-0.192,0.192
Capn9,-0.399,0.399
Gm8188,0.382,-0.382
Gm21897,-0.382,0.382
Gm13303,,
Gm13162,,
Cat,1.097,-1.097
Prdm1,0.116,-0.116
Birc3,0.484,-0.484
Gm18335,,
4930430A15Rik,-0.096,0.096
Gm35570,,
Gm12155,,
Tenm1,-0.615,0.615
Bpifb5,,
Gm281,-0.096,0.096
Pspn,-0.238,0.238
Gm17147,-0.313,0.313
Tdpoz4,,
Ighv14-1,0.731,-0.731
Ddit3,0.618,-0.618
Gm20449,-0.902,0.902
Gm43551,-0.232,0.232
Gm17967,,
Gm15702,-0.096,0.096
Gm26957,,
Gm18517,0.604,-0.604
Sdhaf3,-0.414,0.414
Olfr877,-1.359,1.359
Mup11,,
Ighv4-2,,
Zfp263,1.67,-1.67
Gpkow,1.884,-1.884
Tmem39a,-1.723,1.723
Lrrfip1,0.762,-0.762
Upk3b,0.588,-0.588
Ftmt,,
Gm21271,,
Gm18981,,
Lce3f,,
Trim59,-1.749,1.749
Gm10169,-0.965,0.965
Ecscr,-0.67,0.67
Olfr338,0.127,-0.127
Gm18834,,
Cip2a,-0.061,0.061
Gm6029,0.645,-0.645
Smad1,-0.462,0.462
Rhox13,,
Gm5305,-1.003,1.003
Zfp251,-0.988,0.988
Ighv1-17,,
Secisbp2l,0.97,-0.97
Gm6268,,
Fam114a2,1.11,-1.11
Rbm12b2,-0.604,0.604
Gm49657,,
Lat2,0.349,-0.349
Gm2534,0.303,-0.303
Olfr994,,
Npm3-ps1,0.075,-0.075
Gm18914,,
Glycam1,,
Gm14903,1.059,-1.059
Gm10167,-0.096,0.096
Pou4f1,-0.73,0.73
Gm20738,,
Gm18525,,
Btla,-0.657,0.657
Adss,0.088,-0.088
Mbip,0.531,-0.531
Gm21820,,
Gm42672,-0.873,0.873
Smim1,-0.537,0.537
Dkkl1,2.926,-2.926
Gm11819,,
Gm15476,,
Kcnk9,-0.218,0.218
Casp3,-0.299,0.299
Rpp21,0.809,-0.809
Gm19963,,
Atp6v0b,0.278,-0.278
Bahd1,-0.461,0.461
Fxyd4,0.312,-0.312
Tshb,-0.499,0.499
Ift140,-1.086,1.086
Gm12304,,
Gm6007,,
Mrpl28,-0.248,0.248
Nanos3,-0.197,0.197
Apoa2,0.077,-0.077
Adcy6,-1.04,1.04
Gm44565,,
Gm30534,,
Gm15442,,
Apela,,
Pfkp,0.6,-0.6
Dhx57,0.56,-0.56
Cyp4f14,-0.096,0.096
Lgals7,-0.412,0.412
Gm45156,,
Slc7a4,-1.435,1.435
Smpd5,-0.301,0.301
AC135670.1,-0.232,0.232
Gm3145,,
Shmt1,-1.492,1.492
Gm5924,,
Gm47182,,
Gm29257,0.464,-0.464
Gm43158,,
Gm21734,,
Gm12745,,
1700020N15Rik,,
Ighv8-1,,
Gm46542,,
Foxp1,-0.071,0.071
Slain2,1.026,-1.026
Tmem183a,0.906,-0.906
Gm44023,,
Gm29262,,
Gm21958,-0.096,0.096
Tnfrsf18,0.271,-0.271
Bdnf,-0.248,0.248
Gm12393,,
Gm28939,,
Cd37,1.979,-1.979
AC103405.1,0.312,-0.312
Olfr489-ps1,,
Gm12733,-0.198,0.198
Gm18290,-0.232,0.232
Cpa2,-0.131,0.131
Rpl28-ps3,-0.898,0.898
Parp6,0.919,-0.919
Cuedc2,0.068,-0.068
Acsf2,-3.37,3.37
Bves,0.005,-0.005
Gm49360,,
Washc4,0.93,-0.93
Gm9903,0.447,-0.447
Ighv1-44,,
Ccdc187,-0.405,0.405
Lrch4,0.438,-0.438
Ighv1-20,,
Gm18926,,
Gm42878,0.229,-0.229
Gm5525,-0.582,0.582
Vmn2r-ps111,,
Mylk,-0.455,0.455
Xcl1,-0.546,0.546
Gm44976,-0.096,0.096
Nat3,,
Mta1,0.453,-0.453
Gm8264,-0.392,0.392
Gm28650,,
Hdac4,-0.247,0.247
Slc6a21,-0.232,0.232
Alg11,-0.516,0.516
Rpl38,0.387,-0.387
Ttc6,,
Pycrl,-0.989,0.989
Tmc4-ps,,
Gm14304,,
Aif1,-0.423,0.423
Oplah,0.07,-0.07
Gm3424,,
Gm10108,1.046,-1.046
Olfr1478-ps1,,
A3galt2,-0.364,0.364
Wee1,-0.724,0.724
Myh6,,
AC116451.1,,
Gm26897,,
CR555305.2,,
Piwil4,-1.102,1.102
Fhl1,-0.356,0.356
Gm15204,0.512,-0.512
Numa1,-0.153,0.153
Trav17,0.442,-0.442
Arhgap17,0.023,-0.023
Vmn1r91,0.169,-0.169
Trbv21,-1.146,1.146
Tmem106c,0.42,-0.42
Mat1a,,
Taok2,0.091,-0.091
Ehmt1,-2.005,2.005
Olfr582,,
Gm8127,,
Gm38233,,
Gm47104,,
Adam2,0.726,-0.726
Gm28584,,
Med12,-0.566,0.566
Ighv1-24,,
Gm14006,0.312,-0.312
Akr7a5,0.84,-0.84
Gm16053,0.312,-0.312
Paf1,1.662,-1.662
Gm6657,,
Gm16410,,
Gm19428,0.312,-0.312
Mical2,0.905,-0.905
Gnas,-1.624,1.624
Gm12281,,
Ighv8-6,-0.096,0.096
Gm11380,1.006,-1.006
A930004D18Rik,0.601,-0.601
Tgif2,0.155,-0.155
Xpo6,0.641,-0.641
Olfr826,,
Gm28423,,
Pcx,-1.293,1.293
3110009M11Rik,0.177,-0.177
Gm43160,,
P4htm,0.444,-0.444
Gm18832,,
Ttc12,-0.677,0.677
Fmr1nb,1.117,-1.117
Gm18787,,
Gm47261,,
Gm2287,0.175,-0.175
Kap,,
Gm9847,,
Qpctl,1.038,-1.038
Rpl36-ps3,-0.004,0.004
Gm715,0.312,-0.312
Cldn34b3,,
Vmn1r135,,
Gm13433,,
Gm11920,,
Wdr13,0.733,-0.733
Gm7134,,
Sdk1,0.338,-0.338
Gm48848,-0.299,0.299
Gm16147,-0.141,0.141
Gm13627,,
Gm15140,,
Rxylt1,0.313,-0.313
Gm48481,,
Srgn,-0.173,0.173
Fus,-0.375,0.375
Klhdc2,3.156,-3.156
Gm2a,2.158,-2.158
Nos1ap,-0.019,0.019
Reep2,-1.924,1.924
Zfp341,-0.403,0.403
Unc45a,-0.223,0.223
Olfr1369-ps1,-1.411,1.411
Gm18853,0.157,-0.157
Sms-ps,-0.594,0.594
Apol7c,0.353,-0.353
C1qtnf12,0.415,-0.415
Appbp2,-0.281,0.281
Pds5a,-1.072,1.072
Crisp2,0.312,-0.312
Ifit3b,-0.146,0.146
Sigmar1,-0.376,0.376
Gm18848,,
Dstyk,1.669,-1.669
Gm29866,,
Olfr285,-0.819,0.819
Gm7587,-0.232,0.232
Eef1akmt1,-0.305,0.305
Gm13285,-0.427,0.427
Gm3584,,
Anp32-ps,-1.199,1.199
Gm14219,-0.335,0.335
Dock6,0.399,-0.399
Gm11922,-0.232,0.232
Gm44908,,
Mup22,,
Gm27014,,
Klk9,,
Gm5120,0.08,-0.08
Gm44638,,
Gm47933,0.658,-0.658
Izumo1,0.297,-0.297
Gm6340,,
Syt5,-0.129,0.129
Cst6,-0.001,0.001
Vmn1r-ps83,,
Six2,-0.147,0.147
Gm14997,,
Hunk,1.061,-1.061
Gm8146,0.312,-0.312
Atxn10,0.061,-0.061
Gm49990,,
Mpp2,1.358,-1.358
Gm16100,-1.736,1.736
Vmn1r-ps2,,
Gm6407,,
Olfr1509,0.283,-0.283
4930572O03Rik,,
Rock1,0.351,-0.351
Fbxl16,-1.221,1.221
Vmn1r-ps64,,
Rdx,0.009,-0.009
Tmcc2,-1.244,1.244
Smndc1,0.974,-0.974
Olfr1060-ps1,,
Rfpl4,-0.096,0.096
Gm38208,,
B430305J03Rik,0.391,-0.391
Chst12,1.268,-1.268
AC140325.4,,
Hist1h2ai,0.152,-0.152
Gm29471,,
Gucy2g,,
Armh2,-0.059,0.059
Zfp143,0.202,-0.202
Gm3702,,
Fsip2,-0.232,0.232
Gm17511,-0.289,0.289
Oaz1-ps,0.477,-0.477
Gm2427,-0.678,0.678
Itprip,-0.889,0.889
Gm49001,0.246,-0.246
Pepd,-0.238,0.238
AU021092,-0.39,0.39
Tmem136,1.05,-1.05
C2cd4a,,
Olfr595-ps1,,
Gm11653,-1.239,1.239
Ighv1-79,,
Acap1,0.367,-0.367
Sirt7,0.835,-0.835
Gm49009,,
Ctbp2,-0.957,0.957
Gm28110,,
AC118472.1,0.047,-0.047
Gm20156,,
Gm20737,,
Chpf,0.096,-0.096
Adam15,1.121,-1.121
Lingo3,-0.232,0.232
Cxcl13,-0.344,0.344
Lpar3,0.729,-0.729
Olfr1077-ps1,,
Cass4,1.521,-1.521
Ccdc6,0.719,-0.719
Guca2b,-0.096,0.096
Tpbpb,,
Olfr734,-0.509,0.509
Gm49523,-0.164,0.164
Treh,-0.096,0.096
Gm21963,0.051,-0.051
Prkcz2,0.176,-0.176
Gm18365,,
Ctsw,0.869,-0.869
Ccl21b,,
Gpr22,,
Gm8804,,
Tmbim4,2.389,-2.389
Gm48009,,
Csnka2ip,-0.096,0.096
Gm32742,-0.143,0.143
Gm28359,,
Slc13a5,0.269,-0.269
Pcdhgb5,0.872,-0.872
Gm20904,,
Tbc1d19,-1.099,1.099
Clec14a,-0.096,0.096
Morn2,0.597,-0.597
Gm49383,-0.472,0.472
Ccdc82,-0.265,0.265
Micu2,0.334,-0.334
Sprr4,,
Gm10319,,
Gm49142,,
Gm8896,0.176,-0.176
Capn1,1.094,-1.094
Gm17748,,
Ighv10-4,,
Gm13506,,
Fthl17b,,
Gm8864,0.052,-0.052
Gm14213,,
Mgat5,-0.835,0.835
Gm48041,,
Lgals4,0.441,-0.441
2310061I04Rik,0.285,-0.285
Gm18604,1.598,-1.598
Gm31230,,
Gm364,,
Gm29133,,
Olfr421-ps1,,
Zbtb3,-0.941,0.941
Gm5866,,
Gm6122,,
Gm49104,,
Dicer1,-0.93,0.93
Rpe65,,
5430437J10Rik,0.175,-0.175
Tacc3,-0.283,0.283
Gm14139,0.518,-0.518
Gm20794,,
Gm29659,,
Mospd3,-1.687,1.687
Gm10254,,
Ppip5k1,1.295,-1.295
Cfap74,-0.996,0.996
Gnpda2,1.062,-1.062
Rftn2,-1.817,1.817
Naa35,-0.371,0.371
Gm14419,-1.267,1.267
Ankrd34a,0.219,-0.219
Gm6734,-0.232,0.232
Cxcl1,0.505,-0.505
Smurf2,0.671,-0.671
Vmn2r16,-1.055,1.055
Lpcat1,-2.312,2.312
Gm14322,-0.195,0.195
Cdc23,-0.999,0.999
Gm48178,,
Igkv8-30,-0.854,0.854
Gm13616,,
Olfr612,0.408,-0.408
Snrnp70,0.941,-0.941
AC133103.1,0.319,-0.319
Ttc30a1,-0.489,0.489
Gm21752,,
Gm12421,0.524,-0.524
Tbc1d10a,1.405,-1.405
Hoga1,-0.631,0.631
Nr1h2-ps,-0.096,0.096
Gm5734,,
Cdca7l,-0.229,0.229
Dok1,0.524,-0.524
Frs2,-0.66,0.66
Tec,0.966,-0.966
Gm17936,,
Gm6298,-0.399,0.399
Gm42988,,
Gm20856,,
Gm12877,,
Rnf10,-0.587,0.587
Gm5903,-0.314,0.314
Gm45115,,
Gm13655,-0.583,0.583
Olfr520,,
Vmn2r-ps40,,
Phc1,-0.864,0.864
Gm18555,,
Gm6427,,
Slc35f3,-0.229,0.229
Avil,0.399,-0.399
Gm38076,,
Slc22a12,0.314,-0.314
Cxcr4,-1.064,1.064
Scnm1,0.156,-0.156
AC157914.1,-0.096,0.096
Gm18541,0.602,-0.602
Hus1,-1.641,1.641
Hspg2,-1.002,1.002
Pan2,-0.283,0.283
Gm37044,,
AC100212.1,,
Odf2l,0.68,-0.68
Slc7a7,-0.169,0.169
Gm49863,,
Gm4874,0.506,-0.506
Mccc2,0.513,-0.513
Lif,0.267,-0.267
Krt80,-0.367,0.367
Cacna1g,-0.5,0.5
Gm6954,,
Vmn1r159,,
St13,-1.603,1.603
Pik3r4,2.287,-2.287
Gm13754,,
Olfr482,,
Slc12a3,0.918,-0.918
Gm3020,,
Vmn1r-ps76,,
Tle4,0.903,-0.903
Gm48315,,
Defb42,0.513,-0.513
Gm9218,,
Zfand4,0.404,-0.404
Atg7,1.058,-1.058
Gm12308,,
Rab33a,-0.948,0.948
Gm15922,-0.231,0.231
Skor1,-0.495,0.495
Gm5322,0.177,-0.177
Slc25a36,1.256,-1.256
Gm18186,-1.997,1.997
Emc8,-0.841,0.841
H2al2c,,
Gm12183,-0.212,0.212
Rpl38-ps2,-0.366,0.366
Gm7700,,
Gm3774,,
Gm45116,,
Fignl2,,
Gm7420,,
Gm16128,0.08,-0.08
Zdhhc17,-0.057,0.057
Helz,-1.128,1.128
Gm12817,,
Olfr1473-ps1,,
Tmprss6,-0.731,0.731
Gm18582,,
Vmn2r50,,
Tmem173,0.148,-0.148
Gm9224,-0.096,0.096
Sprr2g,,
Gm6746,,
Gm16171,0.047,-0.047
Timp4,1.006,-1.006
Vars,-0.615,0.615
Cyb5rl,1.256,-1.256
Cacnb2,0.399,-0.399
Gm19726,,
Inpp5e,0.436,-0.436
Gabrb3,-2.712,2.712
Olfr1172-ps1,,
Gal3st3,-0.26,0.26
Gm12058,-0.799,0.799
Gm4045,0.262,-0.262
AC102106.2,0.18,-0.18
Lacc1,-1.43,1.43
Gm31711,-0.096,0.096
Map3k5,-1.1,1.1
Ncoa7,0.023,-0.023
Olfr910,-0.232,0.232
C330018D20Rik,0.374,-0.374
Gm13604,1.649,-1.649
Olfr736,,
Vmn1r119,,
Gm44526,,
Sdf2,-0.004,0.004
Rpf1,0.782,-0.782
Olfr1041-ps1,,
Ifnb1,,
Tmem256,0.285,-0.285
Gm7936,-0.232,0.232
Mphosph10,0.441,-0.441
Adam7,-0.232,0.232
Gm10608,0.408,-0.408
Olfr373,0.468,-0.468
Igfbp4,1.764,-1.764
Slc26a3,0.026,-0.026
Eif4ebp3,0.558,-0.558
Gm3594,,
Lsm5,1.028,-1.028
Gm2791,,
Tbkbp1,0.44,-0.44
Gm21256,,
Gm16563,-0.096,0.096
Gm48085,-0.232,0.232
Gm42581,0.396,-0.396
Igdcc3,,
Gm45247,-0.096,0.096
Gm13131,,
Akp3,-0.104,0.104
Plxdc1,0.717,-0.717
1110008L16Rik,0.774,-0.774
Gm15331,,
Ces1h,,
Atp1a4,,
Gm45717,,
Prss33,-0.096,0.096
Gm43988,,
Gm21836,,
Pomgnt1,0.195,-0.195
Srsf7,-1.11,1.11
Nat8f4,-1.727,1.727
5830411N06Rik,-1.362,1.362
Zc3h8,-0.089,0.089
Olfr999-ps1,,
Olfr790,,
Gm43394,-0.677,0.677
Ggt6,,
Olfr1280,-0.329,0.329
Gm6985,0.993,-0.993
Esp36,,
Gm13368,,
Ate1,0.276,-0.276
mt-Co2,0.069,-0.069
Ckap4,-0.946,0.946
Gm43595,,
Nfu1,-0.111,0.111
Ppp1r11,-0.797,0.797
Gm6539,,
Gsto2,0.15,-0.15
Gm18873,,
Trav12-3,-0.204,0.204
Supt4a,0.973,-0.973
Fam50a,0.504,-0.504
Dnah17,-0.235,0.235
Plxnd1,0.636,-0.636
9530002B09Rik,,
Clic3,0.483,-0.483
Cdk3,-0.488,0.488
Vmn1r183,-0.345,0.345
Gm28436,,
Tmem258,-0.359,0.359
Gm7775,,
Gm18974,,
Olfr1535,0.674,-0.674
Cdk5rap1,0.299,-0.299
Olfr16,,
Asb11,-0.474,0.474
Gm12613,,
Gm50092,0.312,-0.312
Gm14923,,
Rec8,-0.147,0.147
Cd3eap,0.483,-0.483
Ppp1r14b,-0.444,0.444
0610009B22Rik,-0.67,0.67
Ctla2b,0.019,-0.019
Ssbp2,-1.404,1.404
Olfr1472,,
Mtmr11,0.247,-0.247
Gm28551,0.453,-0.453
Gnai3,1.112,-1.112
Gm5408,,
Gm29525,,
Gm28812,,
Trav14-1,1.177,-1.177
Prkx,1.56,-1.56
Gm42451,,
Sema3d,-0.688,0.688
Ccnj,1.728,-1.728
Olfr568,,
Sp8,-0.096,0.096
Fam84b,0.394,-0.394
Gm18492,0.134,-0.134
Gm8167,,
Il3ra,1.042,-1.042
Defa24,,
Bhmt-ps1,,
Olfr577,,
Gm14836,0.478,-0.478
Eif2s3y,0.92,-0.92
Gm2012,,
Rnf32,-0.698,0.698
Gm7542,-0.53,0.53
Lta4h,-2.522,2.522
Cacnb3,-0.541,0.541
Ighv1-69,-0.791,0.791
Gm5335,-0.142,0.142
Psca,,
Rbm28,-0.023,0.023
Gm48354,,
Gm9135,0.177,-0.177
Cyp4b1,,
Gm43933,,
Gm9487,0.165,-0.165
Fam174a,1.836,-1.836
Dnah9,0.602,-0.602
Wfdc6a,,
Ssh2,-0.976,0.976
Gm7722,0.492,-0.492
Gm11576,,
Gm15760,0.019,-0.019
Gm44943,,
Gm44233,,
Gm18272,,
AC125126.1,,
Ftsj3,-1.171,1.171
1700123K08Rik,0.567,-0.567
Gp6,-0.727,0.727
Gm20530,,
Sycp2l,,
Ccl9,-1.262,1.262
Olfr1168,-0.232,0.232
Arf5,-0.51,0.51
Sfswap,-0.348,0.348
Pwwp2b,-0.037,0.037
Gm3104,,
Gm20954,,
Pin4,1.053,-1.053
Gm15078,,
Capn12,-0.341,0.341
Gm14819,,
Gm21790,,
Gm9805,-0.096,0.096
Gm49037,0.245,-0.245
Olfr912,0.488,-0.488
Olfr360,-0.506,0.506
Bet1l,0.954,-0.954
Sergef,-0.839,0.839
Creb3l4,0.037,-0.037
Gm11461,,
Gm5898,-1.892,1.892
Eapp,2.476,-2.476
Ccdc13,-0.957,0.957
Inip,-0.031,0.031
Gm15725,-1.637,1.637
Pla2r1,-0.727,0.727
Olfr1300-ps1,,
Gm12449,,
Gm38574,-1.803,1.803
Gm27254,-1.041,1.041
Sdcbp,0.9,-0.9
Gm49997,,
Gm13430,-0.232,0.232
Olfr1135,-0.775,0.775
Gm45506,,
Folh1,,
Pa2g4,-0.497,0.497
Rab3b,0.012,-0.012
Gm3511,-0.396,0.396
Cyp2c29,-0.207,0.207
D2hgdh,-1.745,1.745
Fgfr1op2,0.578,-0.578
Gm13352,-0.149,0.149
Afap1l1,-0.096,0.096
Krtap19-3,,
Trav10,0.35,-0.35
Gm15048,,
Ppp2r5b,1.52,-1.52
Rraga,-0.49,0.49
Ndufv1,-0.241,0.241
Gm49955,,
Gm3213,,
Ctsa,0.306,-0.306
Gm12615,,
Lrrc56,-0.398,0.398
Cd274,-0.979,0.979
Cdk16,-0.103,0.103
Bbs2,1.362,-1.362
Lce1a2,,
Cd300c,-0.232,0.232
Rps17-ps1,-0.283,0.283
Rbmxl2,,
Rdm1,-0.135,0.135
Naglu,1.646,-1.646
Supt20,-0.975,0.975
2700097O09Rik,-0.671,0.671
Mxra8,0.876,-0.876
Cog1,0.333,-0.333
Gm8828,,
Galm,-1.861,1.861
Aard,-0.096,0.096
Ccdc36,-0.002,0.002
Hmgb1-ps7,2.415,-2.415
Gm47149,,
Ly6l,,
Gm14761,-0.096,0.096
Olfr1532-ps1,,
AC141477.1,-0.27,0.27
Cnksr1,1.4,-1.4
Svil,-0.562,0.562
Gm13156,0.591,-0.591
Nlrp9b,0.987,-0.987
Il2rb,0.133,-0.133
Morn3,0.77,-0.77
Inpp5a,-1.078,1.078
Bag4,-0.907,0.907
Nlrp14,,
Gm6517,-0.376,0.376
Gm48272,,
Zfp663,-0.106,0.106
Olfr1023,-1.716,1.716
Gfra4,,
Nf1,-0.777,0.777
Gm10420,-0.051,0.051
Ago3,-0.596,0.596
Gm12693,-1.326,1.326
Thoc3,0.857,-0.857
Gm3667,-0.751,0.751
Gm6316,-0.974,0.974
Gm49577,,
Gatd1,0.665,-0.665
Macrod1,0.283,-0.283
Dnm2,0.091,-0.091
Kif1bp,-1.732,1.732
Cmya5,-1.597,1.597
Olfr599,,
Gm5159,,
Msl2,0.581,-0.581
Lgi1,0.472,-0.472
Hnrnpr,1.3,-1.3
Gm4270,,
Gm28070,,
Cox16,1.363,-1.363
Vmn1r115,,
Gm38298,-0.096,0.096
Gm18557,,
Rpl19-ps7,-0.12,0.12
Rab4a,0.215,-0.215
Ybx2,0.058,-0.058
Usp17le,,
Gm47213,,
Slc25a21,0.788,-0.788
Slc35e4,1.705,-1.705
Gm11246,,
Dnah6,0.528,-0.528
Gm18944,,
Gm5916,,
Gm8459,-0.232,0.232
Gm48587,,
Rhox10,,
Efr3b,0.629,-0.629
Vldlr,0.002,-0.002
Zdhhc3,0.358,-0.358
Vmn1r-ps13,,
Gm49570,,
Igf2bp3,1.444,-1.444
Gm37430,,
Lpxn,1.437,-1.437
Gm7695,0.706,-0.706
Ocm,,
Nop2,-2.263,2.263
Fbxw17,0.326,-0.326
Isoc2a,0.336,-0.336
AU022133,-0.108,0.108
Nlk,-0.208,0.208
Naga,3.305,-3.305
Hspe1-ps4,,
Pde10a,-0.786,0.786
Gm15905,,
1700011M02Rik,,
Myo18b,-0.127,0.127
Glis1,0.585,-0.585
Il23a,-0.309,0.309
Adra1d,-0.816,0.816
Pate5,,
Gm2594,0.519,-0.519
D11Wsu47e,0.52,-0.52
As3mt,-0.077,0.077
Rpl21-ps1,0.424,-0.424
Myl2,0.873,-0.873
Gm18626,,
Gm3015,,
Phf7,1.027,-1.027
Gm18983,,
Ighd6-2,,
Stk35,-0.847,0.847
Gm15268,,
Osbpl1a,-0.521,0.521
Gm48489,,
Gm5150,-0.328,0.328
Mgst2,0.156,-0.156
Dennd5a,-0.482,0.482
Lrrk1,-0.024,0.024
Gm11282,,
Ap5b1,1.725,-1.725
Ifi27l2b,,
Gm18859,0.096,-0.096
Gm47379,,
Gm2404,-0.094,0.094
Olfr145,0.578,-0.578
Onecut3,0.617,-0.617
Dmp1,0.02,-0.02
Gm13560,,
Gm45080,0.181,-0.181
Kera,,
Usp31,-0.232,0.232
Lrrc6,-0.096,0.096
Zfp827,-3.769,3.769
Prodh,0.19,-0.19
Prss27,0.312,-0.312
Gm8655,-0.096,0.096
Olfr1216,-0.499,0.499
Gm48319,0.312,-0.312
Gsap,0.863,-0.863
Gm16511,,
