gene_name,Ctrl_vs_Chd7,Chd7_vs_Ctrl
Hgh1,-0.126,0.126
Gsr,-0.05,0.05
Tlx1,-0.819,0.819
Crb2,1.104,-1.104
Gm5638,0.058,-0.058
Angptl4,-0.082,0.082
Gm21451,,
Vmn2r-ps104,-0.22,0.22
Slc38a2,0.076,-0.076
Use1,0.194,-0.194
Sln,-0.338,0.338
Micu3,0.068,-0.068
Ubxn6,0.142,-0.142
Il4,-0.338,0.338
Nucks1,0.021,-0.021
Npdc1,-0.569,0.569
Slc9a3r2,0.091,-0.091
Mup-ps10,,
Nudt17,0.155,-0.155
Usp28,-0.241,0.241
Olfr102,-0.253,0.253
Gm9231,1.163,-1.163
Cryab,3.019,-3.019
Olfr137,0.101,-0.101
Mthfd2l,0.208,-0.208
Slc22a29,,
Dnajc27,-0.03,0.03
Gm17076,,
Gm45623,,
Llcfc1,,
Gm3690,,
Gm6177,-0.105,0.105
Cebpe,-1.699,1.699
Leng8,0.09,-0.09
B3galt1,-0.338,0.338
Vps26b,0.012,-0.012
Gm12173,,
Lrrc46,,
Tpgs2,0.049,-0.049
Smarca1,-0.338,0.338
Gm4819,-1.144,1.144
Gm43191,1.09,-1.09
Olfr105-ps,0.351,-0.351
Dusp11,0.014,-0.014
Hist1h3c,-0.014,0.014
Timm23,-0.035,0.035
Alox5ap,-2.079,2.079
Tal2,0.17,-0.17
Gm36973,,
Gm16250,,
Gm14303,-0.121,0.121
Csgalnact2,0.115,-0.115
Gm11386,,
Ms4a6c,-0.251,0.251
Gm44134,,
Apobec1,0.144,-0.144
Ascl1,-0.338,0.338
Gm21135,,
Lcn5,,
Gm28114,,
Herc2,0.007,-0.007
Cebpa,-0.219,0.219
Sptbn1,0.038,-0.038
Il23r,-0.385,0.385
Gm2345,,
AC126035.1,,
Gm11471,,
Gm44295,,
Gm6198,-1.195,1.195
Crnn,,
Gm6546,-0.338,0.338
Pcdh15,0.435,-0.435
Zfp607b,0.573,-0.573
Zfp35,-0.068,0.068
Nradd,-0.206,0.206
Gm2316,0.022,-0.022
Gm13537,0.318,-0.318
Mtor,-0.117,0.117
Kcnk18,,
Gm28929,-0.819,0.819
Adam1b,-0.355,0.355
Gm6333,0.557,-0.557
Trav11d,0.396,-0.396
Cited1,0.497,-0.497
Dennd5b,-0.417,0.417
Amy1,1.476,-1.476
Ripk3,0.047,-0.047
Cybrd1,-0.474,0.474
Gm7295,-0.338,0.338
H3f3a-ps2,-1.021,1.021
Gm12411,0.342,-0.342
Zfp868,-0.036,0.036
Syvn1,-0.005,0.005
Kmt5c,-0.19,0.19
Gm19353,-0.254,0.254
Gm11890,,
Rfesd,0.089,-0.089
Gm16139,0.632,-0.632
Ash2l,-0.023,0.023
Rapgef6,0.042,-0.042
2610024D14Rik,-0.282,0.282
Heph,,
Gm18757,,
Tmem87a,-0.055,0.055
Slc2a13,,
Ssxb3,,
Olfr343-ps1,,
Gm18812,,
Lypla1,0.209,-0.209
Skint8,-0.111,0.111
Ttyh2,0.083,-0.083
Gm49062,,
Il10,-1.054,1.054
Cstdc7,,
Gm47412,,
Gm8233,0.044,-0.044
Slc4a9,-0.168,0.168
Uckl1,-0.012,0.012
Paqr8,0.095,-0.095
Gm9864,0.082,-0.082
Dgkk,,
Amd-ps3,-3.963,3.963
Pomc,-0.572,0.572
Zmynd11,0.094,-0.094
Cd52,0.091,-0.091
AC117248.1,0.61,-0.61
Jmjd6,0.001,-0.001
Olfr211,-1.343,1.343
Gm45562,,
Gm11824,0.805,-0.805
Ltb4r2,-0.389,0.389
Gm10039,-0.581,0.581
Gm29586,,
Vmn2r-ps121,,
Snx2,-0.074,0.074
Gm7543,,
Dusp2,-0.028,0.028
4930448K20Rik,-0.402,0.402
Wwc1,0.576,-0.576
Vgll3,1.104,-1.104
Polr3e,0.138,-0.138
Acss2,0.239,-0.239
Gm6823,-0.338,0.338
Gm49339,-0.044,0.044
Rps15a,0.027,-0.027
Psmc2,-0.08,0.08
Reep5,0.206,-0.206
Gm48300,0.632,-0.632
Pkdrej,1.933,-1.933
Gm14380,0.432,-0.432
Olfr527,-0.156,0.156
Iglv2,1.105,-1.105
Asb12,,
Gm10020,-0.211,0.211
Asb1,0.076,-0.076
Sult2a2,,
Stum,0.525,-0.525
Gm48407,0.421,-0.421
Zfp616,,
Gm8116,-0.297,0.297
Gm16265,0.62,-0.62
Gm29299,,
Gm8161,,
Gm9431,-1.214,1.214
Arglu1,0.233,-0.233
Gm5200,,
Gm15455,-1.415,1.415
Olfr359-ps1,,
Barx1,,
Clrn3,,
1500009L16Rik,0.37,-0.37
Ankrd33,,
Gm9143,-0.155,0.155
Ttc25,0.069,-0.069
Cops9,0.07,-0.07
Trav13d-2,0.154,-0.154
Prodh2,-0.107,0.107
Mapk12,0.191,-0.191
Ighv1-62,,
Usp37,-0.075,0.075
Tmem184c,0.22,-0.22
Gm815,,
Gm49273,-0.154,0.154
Gm43925,,
Nrg4,0.224,-0.224
Ldha-ps2,-0.111,0.111
Adra2c,,
Pcdh12,,
Tfg,0.02,-0.02
Rnf111,0.013,-0.013
Nelfb,0.023,-0.023
Zfp787,0.077,-0.077
Wnt10b,0.466,-0.466
Syt9,,
Nup62,-0.045,0.045
Mmd2,-0.353,0.353
Hbegf,-1.085,1.085
Tes3-ps,-1.41,1.41
Gm17113,-0.338,0.338
Tmem267,0.012,-0.012
Galnt2,0.299,-0.299
Ddrgk1,0.002,-0.002
Gm5552,-0.338,0.338
Gm43097,1.104,-1.104
Gm5936,,
Gm8785,,
Gm5617,0.075,-0.075
Gm5231,,
Gm18116,0.116,-0.116
Gm8749,,
Pde12,-0.034,0.034
Ngly1,-0.053,0.053
Rgr,0.408,-0.408
Gm49962,,
Gm6348,,
Gm4852,-0.713,0.713
Tmem64,0.056,-0.056
Abca7,0.118,-0.118
Gm20815,,
Spaca4,-1.292,1.292
Dad1,-0.064,0.064
Rpl15-ps4,0.149,-0.149
Mon1b,0.137,-0.137
Gm44856,1.104,-1.104
Gm49929,,
Gm42773,,
Pglyrp4,,
Reln,-0.688,0.688
Cst9,,
Ldlrap1,0.27,-0.27
Thap6,0.043,-0.043
Gm14058,,
Gm48645,,
Gm14251,-0.539,0.539
1700030J22Rik,-0.175,0.175
1110038F14Rik,0.021,-0.021
Zfp459,-0.383,0.383
Gm9252,-0.819,0.819
Adamts15,-0.87,0.87
Tkfc,0.013,-0.013
Opa3,-0.034,0.034
Gm47929,-1.333,1.333
Slc5a11,0.954,-0.954
Olfr1367,,
Gm47899,-0.231,0.231
Nup54,0.021,-0.021
Rpl21,0.056,-0.056
Runx3,0.055,-0.055
Aldoa-ps4,0.625,-0.625
Gm7212,,
Gm8412,-0.819,0.819
Tafa2,-2.659,2.659
Gm18453,-0.338,0.338
Anxa8,-1.496,1.496
Zc3h12a,0.325,-0.325
Mpc2,0.154,-0.154
Gm6669,0.423,-0.423
Gm5274,-0.338,0.338
Gm20495,,
Hist2h2aa2,0.006,-0.006
Slco4c1,-0.819,0.819
Adam34,,
Gm3261,,
Gm45246,-0.338,0.338
Cyp3a41b,,
Cabp2,,
Gm15560,2.12,-2.12
Parl,0.312,-0.312
Med13l,0.058,-0.058
Sec22c,0.09,-0.09
Ift22,0.321,-0.321
Tmem120a,0.145,-0.145
Wscd2,-0.242,0.242
Gm3486,,
Gm49591,,
Pik3r2,0.156,-0.156
Iglv3,-1.594,1.594
Eps8,0.499,-0.499
Taf11,0.044,-0.044
Gm10292,,
Gm46593,-2.048,2.048
Gm10031,-0.574,0.574
Rbbp6,0.149,-0.149
Zfp516,-1.237,1.237
Olfr1259,-1.374,1.374
Tprgl,0.209,-0.209
Trpc4ap,-0.128,0.128
Ttll2,,
Kif2b,,
Dhps,0.055,-0.055
Ero1lb,0.0,-0.0
Gm3238,,
Meox2,,
Serpinb9b,-0.005,0.005
Drg2,-0.005,0.005
Nlrp4a,0.071,-0.071
Gm19320,,
Foxl1,0.397,-0.397
Nxpe3,0.135,-0.135
Col8a2,-0.854,0.854
Gm37290,,
Glrx3,-0.044,0.044
Tmcc1,-0.137,0.137
Gm46474,,
Il17f,0.101,-0.101
Gm38360,,
Gm47463,,
Gm14669,,
Kif28,0.537,-0.537
Pla2g15,0.027,-0.027
Clec2g,-0.999,0.999
Trav7-1,,
Lrrc3b,,
Gm29519,,
Wnt10a,-0.218,0.218
Gm14202,,
Olfr23,1.072,-1.072
Qars,0.108,-0.108
Olfr1095,,
Gm28253,,
Gm45497,,
Ighv1-19-1,,
Ppp1ccb,-0.158,0.158
Gm20526,,
Gm8385,,
Serpina3j,,
Vmn2r4,0.096,-0.096
Ak3,0.025,-0.025
Cd207,,
Gm15229,-0.588,0.588
Ptpn14,0.362,-0.362
3110082I17Rik,-0.322,0.322
Olfr633,1.71,-1.71
Gm49840,,
Arhgap4,0.02,-0.02
Gm16101,,
Xlr3d-ps,,
Lrpprc,-0.134,0.134
Ppp6r2,0.016,-0.016
Gm3183,1.114,-1.114
Gm11562,,
Gm11371,,
Slamf8,-1.764,1.764
Gm29524,,
Pef1,0.139,-0.139
Gm14201,,
Sh3bgrl,0.207,-0.207
4933406M09Rik,,
Krtap10-10,,
Ckb-ps1,-0.441,0.441
1700073E17Rik,-1.06,1.06
Plxna4,0.451,-0.451
Hist1h1b,-0.016,0.016
Exoc3l4,-2.433,2.433
Gm27475,,
Vezt,-0.023,0.023
Gm2139,,
Olfr8,,
Pax8,1.071,-1.071
Cd209b,,
Fpr-rs5,,
Fxyd5,0.118,-0.118
Gm18762,0.623,-0.623
Fuom,-0.333,0.333
Gm38038,1.104,-1.104
Gm10681,,
Tmed7,0.19,-0.19
Erg,-0.306,0.306
Hebp1,-1.164,1.164
Isyna1,0.007,-0.007
Aco2,-0.081,0.081
Tnmd,,
4930449A18Rik,,
Zscan4e,,
Gm18252,,
Syce1,-0.819,0.819
Aoc3,0.301,-0.301
Igkv4-70,,
Scly,0.188,-0.188
Ezr,0.04,-0.04
Commd4,0.112,-0.112
Gm13674,1.104,-1.104
Gm13501,,
Dll3,0.239,-0.239
Serpina3f,-0.912,0.912
Bspry,-0.09,0.09
Gm14855,,
Gm13482,,
Gm14981,,
Gm15037,,
Cracr2a,-0.068,0.068
Gm28097,-0.338,0.338
Rhoa,0.037,-0.037
Gm4383,-0.819,0.819
Gm11953,-0.927,0.927
Cox20b,,
Gm49047,,
Smug1,0.446,-0.446
Men1,-0.02,0.02
Rtn4r,,
Gm42674,-1.382,1.382
Krt23,,
Gm5184,,
Slco1a5,,
Klk6,,
Gm17205,-0.135,0.135
Pdp1,-0.119,0.119
Eif1-ps2,-0.819,0.819
Fn3krp,-0.176,0.176
Gm37098,0.529,-0.529
Bbs7,-1.035,1.035
Bbox1,,
Gm5217,-0.571,0.571
Olfr1383,-0.052,0.052
En1,,
Krtap7-1,,
Cryzl1,0.263,-0.263
Olfr680-ps1,,
Olfr1510,,
Gm7361,,
Olfr456,,
Gm45026,,
Igkv9-123,,
Gm14098,-1.305,1.305
Smkr-ps,-1.525,1.525
Pitpnm1,0.182,-0.182
Mrps18c,0.13,-0.13
Gm10540,,
Cfl1,-0.06,0.06
Lamtor4,0.016,-0.016
Zbtb26,-0.069,0.069
Ppp2r5a,-0.052,0.052
Ldb1,0.057,-0.057
Skap2,0.097,-0.097
Ociad1,0.07,-0.07
4930578I06Rik,,
AC131105.1,1.578,-1.578
Gm6309,,
Gm5259,-0.077,0.077
Slc35a1,0.221,-0.221
Gm8604,,
Polr3k,-0.067,0.067
Spata31d1c,,
Tcam1,-0.162,0.162
Traj37,-0.157,0.157
Gm6914,-0.256,0.256
Lrrc38,,
Gm48345,,
Zfp40,0.17,-0.17
Olfr759-ps1,,
Vmn1r18,-0.107,0.107
Cldn24,,
Gm15377,,
Mtch2,0.08,-0.08
Nkx2-9,-2.408,2.408
Olfr1247,-0.088,0.088
Gm12497,,
Ube2u,-0.333,0.333
Gm5195,-0.338,0.338
Ighv1-27,,
Gm11952,-1.274,1.274
Utp14b-ps1,0.985,-0.985
Phlda3,0.066,-0.066
Prdm16,-0.184,0.184
Wscd1,-0.338,0.338
Kel,-0.338,0.338
Catspere2,0.199,-0.199
Gm13439,,
Gm28724,-0.338,0.338
Gm8850,-0.37,0.37
Gm11645,-0.228,0.228
Mnd1-ps,-0.819,0.819
Gm10177,-0.093,0.093
Crot,0.026,-0.026
Gm2387,0.435,-0.435
Gm11188,,
Fpr-rs6,,
Gm43035,,
Cd84,0.067,-0.067
Bcl2l15,0.205,-0.205
Hsd17b13,-0.402,0.402
Dgkb,-0.302,0.302
Mroh5,-0.338,0.338
Cyp4b1-ps1,,
Gm14931,,
Fgf13,-0.241,0.241
Gm2115,-0.113,0.113
Gm19668,,
Trim23,0.132,-0.132
Krt35,-0.06,0.06
Ube2v2,-0.072,0.072
Nrip1,0.032,-0.032
Kiz,0.284,-0.284
Gm6929,,
Lce1b,,
Ythdf3,0.083,-0.083
Gm5946,-0.338,0.338
Gm13930,,
Tcp11x2,,
Gm4057,,
Setd7,0.053,-0.053
Traj52,-0.295,0.295
Cngb3,,
Gm2892,,
Krtap19-1,,
Impa1,0.029,-0.029
Jam2,-0.246,0.246
Gm7422,-0.407,0.407
Necap2,0.103,-0.103
H2-T22,-0.032,0.032
Cherp,0.111,-0.111
Cd276,-0.109,0.109
Gm19801,,
Gdpd1,-1.192,1.192
Gm8079,-0.338,0.338
Gm16357,,
Gm6541,,
Gm13378,-0.693,0.693
Gm36245,,
Cdh17,-0.114,0.114
Mrpl41,-0.149,0.149
Gm11099,0.152,-0.152
Gm15023,,
Mob1a,0.12,-0.12
1700034E13Rik,,
Gm8705,0.586,-0.586
Rhox4d,0.057,-0.057
Calcrl,0.088,-0.088
Snx18,0.092,-0.092
Gm48533,,
Vmn2r-ps119,,
Olfr1258,-0.017,0.017
Gm13498,-0.819,0.819
Srcap,-0.143,0.143
Gm15329,,
Gm18243,-0.338,0.338
Vmn2r-ps36,,
Pcdhb13,-0.239,0.239
Olfr822,-0.198,0.198
AC124513.1,-3.113,3.113
Gm14193,,
4930415L06Rik,,
Gm5819,-0.847,0.847
A930018P22Rik,-0.338,0.338
Ribc1,0.098,-0.098
Tbc1d9,0.118,-0.118
Gm49136,,
Ighv1-36,,
Gm21083,-0.338,0.338
Gm49131,,
Gm14905,,
Abca4,-1.036,1.036
Ddx47,0.135,-0.135
Gm17808,,
Rhbdl3,-1.191,1.191
Hist1h2ad,-0.067,0.067
Olfr333-ps1,-0.338,0.338
Spag11a,,
Tmigd1,,
Rpl36-ps8,,
F3,-0.338,0.338
C1qtnf2,-0.819,0.819
Sox17,-0.349,0.349
Gm48637,,
Gm47660,,
AC142448.2,,
Gm45880,0.417,-0.417
Olfr1451,0.511,-0.511
Cela1,0.171,-0.171
Triml2,-0.264,0.264
Gm17889,,
Gm20458,-0.516,0.516
Htr1b,0.066,-0.066
Tmem98,,
Gm12230,-0.819,0.819
Dydc2,,
Gm7614,-0.446,0.446
Glrb,-0.073,0.073
Ranbp17,0.111,-0.111
Gm21312,,
Chic1,0.052,-0.052
Camp,-2.526,2.526
Gm14365,,
Ccdc85c,-0.232,0.232
Trav6-7-dv9,-0.213,0.213
Gm9280,-0.819,0.819
Rbpj,0.095,-0.095
Fdxacb1,0.111,-0.111
Sh3tc2,0.904,-0.904
Gm8118,-1.025,1.025
Olfr139,,
AC120797.1,-0.338,0.338
Kpna4,0.108,-0.108
Gm11746,,
Ccdc34,0.03,-0.03
Prkag1,0.09,-0.09
Olfr186,,
Rps15a-ps2,-0.331,0.331
Olfr703,,
Iglv1,-0.234,0.234
Serpina7,,
Usp38,0.043,-0.043
Trib1,0.135,-0.135
Ccpg1,0.191,-0.191
Gm21767,,
Rab11fip3,-0.207,0.207
Vax2,0.423,-0.423
Hccs,0.026,-0.026
Gm11382,0.967,-0.967
Gm42459,,
Gigyf1,0.215,-0.215
Vmn1r-ps6,,
Nle1,-0.054,0.054
Gm11545,,
Prr19,1.664,-1.664
Hoxd8,,
Wipf3,0.596,-0.596
Gm2614,0.882,-0.882
B020017C02Rik,-2.276,2.276
Wdr19,0.535,-0.535
Gm5624,,
Cebpzos,0.09,-0.09
Rbm26,0.057,-0.057
Gm35629,,
Slc45a4,0.145,-0.145
Olfr1317,,
Lgals8,0.304,-0.304
C920008G01Rik,-3.071,3.071
Aldh16a1,-0.153,0.153
Gm18749,,
Dynlt1c,0.127,-0.127
Gm11393,,
Gm27825,,
Gm7746,,
Clock,0.186,-0.186
Mtfr1l,0.307,-0.307
Gm49377,-2.239,2.239
Retsat,0.171,-0.171
Klhdc7a,-0.318,0.318
Gm15709,,
Msrb3,-1.792,1.792
Zscan10,2.735,-2.735
Gm2965,,
Gm8601,-0.338,0.338
Olfr1489,-0.102,0.102
Gm47930,-0.191,0.191
Fetub,,
Saysd1,-0.053,0.053
Myb,-0.112,0.112
Gm5069,0.252,-0.252
Ccl3,-0.135,0.135
Cxcr3,-0.01,0.01
Ufsp2,-0.037,0.037
Uba2,0.01,-0.01
Gm42855,,
Fam43b,,
Tmc2,-0.089,0.089
Hist1h2bc,-0.101,0.101
Ttll7,-0.744,0.744
Gm29086,,
Zmynd12,-0.819,0.819
Edn1,-1.819,1.819
Fxn,-0.147,0.147
Slc37a2,-0.156,0.156
Mamstr,-0.186,0.186
Gm6089,,
Gast,-0.819,0.819
Gm8725,-0.338,0.338
Gm16007,-0.819,0.819
Frat2,0.235,-0.235
Pik3ap1,-0.057,0.057
Gm14982,,
Tamm41,0.044,-0.044
Gm14238,-1.373,1.373
Wnt8a,1.709,-1.709
Rhox7b,,
Gm12684,,
Drc1,-0.232,0.232
Gm7588,1.203,-1.203
Rpl21-ps8,-0.601,0.601
Lrch1,0.197,-0.197
Gm12501,0.138,-0.138
Snrpd3,0.136,-0.136
Myoz2,0.184,-0.184
Gm7128,,
Lgsn,,
C920006O11Rik,0.352,-0.352
Gm28862,,
4933425L06Rik,,
Gm12168,-0.667,0.667
Spata45,-0.338,0.338
Vmn1r-ps77,,
Tas2r109,,
Obox4-ps38,,
Elovl6,-0.503,0.503
Gm16260,,
Pusl1,0.105,-0.105
Larp7,0.075,-0.075
Cmklr1,-0.14,0.14
4930596D02Rik,,
Pgk1-ps1,0.629,-0.629
Scgb2b13-ps,,
Dhx37,-0.117,0.117
Gzmk,0.248,-0.248
Gm5760,1.055,-1.055
1700029F12Rik,,
Gm28980,,
Ormdl1,0.003,-0.003
Dhrs7,0.076,-0.076
Lrrc32,-0.794,0.794
AC134908.1,,
Gm16513,,
Gm38154,,
Htr3b,-0.487,0.487
Ccdc127,0.094,-0.094
Gm3103,,
Vmn1r169,0.322,-0.322
Prr12,-0.0,0.0
Gm11032,-0.077,0.077
Tcf7l1,0.388,-0.388
Cln8,-0.064,0.064
Kmt2a,-0.117,0.117
Defa30,,
Gm9604,,
Polr2m,-0.03,0.03
Gm17946,,
Pcdha5,,
Manba,0.317,-0.317
Trbv12-3,1.63,-1.63
H2al1g,,
Gm18602,,
Gm13409,,
Krtap19-9b,,
Ttc1,0.071,-0.071
Far2,-0.176,0.176
Kcna5,,
Gm48497,0.214,-0.214
Gm17154,,
Ankle1,0.016,-0.016
Galnt7,0.064,-0.064
Cyp2j11,,
Ddb1,-0.054,0.054
Gm48052,,
Gm29111,,
Abcg4,0.051,-0.051
Was,0.092,-0.092
Gfer,0.108,-0.108
Parp4,-0.045,0.045
Macf1,0.022,-0.022
Gjb5,,
Tpi-rs10,-0.338,0.338
Krtap5-1,,
Gm7732,,
Gm9305,,
Tgm5,-1.369,1.369
Gm5750,0.486,-0.486
Gm14530,,
Gm7091,-0.006,0.006
Mcm3,-0.236,0.236
Umod,,
Ndufa12,-0.124,0.124
Gm28801,,
Gm11686,-0.819,0.819
Olfr706,-0.338,0.338
Cacnb4,-0.046,0.046
Arl6ip5,0.135,-0.135
Trim40,,
Gm43841,-1.275,1.275
Gm48572,,
Gm18840,,
Plekhf1,0.101,-0.101
Mmut,0.251,-0.251
Gm5368,-0.338,0.338
Mog,,
Cnep1r1,0.02,-0.02
Gm29490,,
Dnajc9,-0.162,0.162
Igkv6-14,1.104,-1.104
Gm6820,,
Vps41,0.112,-0.112
Patl2,-0.249,0.249
Gm6189,0.626,-0.626
Ndufaf8,0.101,-0.101
Gm47154,,
Vsx1,-0.359,0.359
Zfp583,0.367,-0.367
Enox1,-0.451,0.451
Gm44212,-0.048,0.048
Gm11199,,
Etnk2,,
Gm6551,-1.157,1.157
Mpp5,0.18,-0.18
Nnt,0.046,-0.046
Gm15546,,
Gm28459,,
Rplp1-ps1,-1.044,1.044
Sprr1a,,
Tug1,0.089,-0.089
Gatad2a,-0.209,0.209
Mphosph6,0.004,-0.004
Gm45021,-0.596,0.596
Gm13333,,
Dpep1,-1.247,1.247
Gm20718,,
Gm14602,,
Olfr93,-1.12,1.12
Uhrf1bp1l,-0.156,0.156
Gm15368,-1.253,1.253
Stxbp3-ps,,
Olfr647-ps1,,
Fem1a,-0.011,0.011
Gm12599,,
Rab11fip2,0.025,-0.025
Cdv3,0.099,-0.099
1700001J11Rik,-1.392,1.392
Mov10l1,,
Klre1,0.472,-0.472
Gm2878,,
Krt32,,
Sec13,-0.089,0.089
Gdf5,-0.338,0.338
Atoh1,,
Olfr117,-0.2,0.2
Gm5763,,
Gm45742,,
Asb2,-0.102,0.102
Gm14026,-1.244,1.244
1700092M07Rik,0.08,-0.08
Gm5675,1.104,-1.104
Gm18619,,
Lrfn4,-0.312,0.312
Scrn3,-0.021,0.021
AC127331.8,,
Lamc2,-0.004,0.004
Gm8813,-0.495,0.495
Blmh,-0.009,0.009
Gm6667,,
Stfa1,,
Etfrf1,0.111,-0.111
Gm48026,,
Unc93b1,0.429,-0.429
Klhl4,0.098,-0.098
Angptl6,-0.045,0.045
Rwdd2a,0.037,-0.037
Cdca4,-0.048,0.048
Gm10307,0.144,-0.144
Lama1,-0.338,0.338
Gorasp2,0.014,-0.014
Lipk,,
Srp14,0.096,-0.096
Tex52,-0.438,0.438
Gm47086,,
Gm5915,-1.063,1.063
Gm49921,,
Car3,-0.249,0.249
Phf24,1.639,-1.639
AC108812.1,,
Gm6070,,
Klrb1-ps1,,
Gm11440,-0.232,0.232
4930503B20Rik,-1.645,1.645
Olfr645,0.091,-0.091
Ngdn,0.046,-0.046
Slc7a15,-0.458,0.458
Efna4,0.59,-0.59
Gm13353,,
Gm17983,,
Nkpd1,0.138,-0.138
Gm21802,,
Uqcrh-ps1,,
Gm12848,1.104,-1.104
Gm15223,1.104,-1.104
Pkd1l2,-0.759,0.759
Ighv1-19,-1.369,1.369
Gm8734,,
Mindy4b-ps,,
Tgfbr2,-0.002,0.002
H2al1e,-2.362,2.362
Fuca2,0.188,-0.188
Gm4491,,
Calb1,-0.233,0.233
Ddx6,-0.162,0.162
Scgb2b33,,
Gm47250,,
Gm4833,-0.059,0.059
Ccdc153,0.217,-0.217
Samt2,,
Cfi,,
Gm14993,,
Pde8a,0.69,-0.69
Gm47500,,
Gm29818,,
Sirt1,-0.02,0.02
Ighv1-35,,
Scnn1a,-1.687,1.687
Gm3608,0.758,-0.758
Gm16016,,
Gm16407,,
AF366264,-0.037,0.037
Clec7a,-0.498,0.498
Adam20,,
Gm4644,,
Bcl6b,0.861,-0.861
Srxn1,0.426,-0.426
Gm11639,1.15,-1.15
Gm48018,-0.819,0.819
Etfb,0.036,-0.036
Gm34727,-0.338,0.338
4930579F01Rik,,
Rsrc2,0.102,-0.102
Olfr314,0.143,-0.143
AC140325.2,,
Opcml,-0.11,0.11
Ppwd1,-0.078,0.078
Marc2,-0.132,0.132
Gm17061,,
Gm7002,-2.005,2.005
Gm29231,,
Ros1,,
Bicdl1,-0.158,0.158
Slc25a15,0.01,-0.01
Gm20874,,
Trim25,0.033,-0.033
Gm18060,,
Olfr643,,
Vmn1r198,-0.282,0.282
Pea15b,,
Vmn2r72,-0.062,0.062
Myo9a,-0.0,0.0
Camk2b,-0.631,0.631
Gm14574,,
Nppc,-0.819,0.819
Tmem44,0.94,-0.94
Sgo2a,0.041,-0.041
Igkv15-97,,
Vmn1r-ps10,,
Usp36,0.007,-0.007
Gm49995,,
Serpinb6a,0.255,-0.255
H2-Pa,,
Gm15616,2.062,-2.062
Gm49184,,
Txn-ps1,3.014,-3.014
Ccdc24,-0.088,0.088
Gm9825,-1.712,1.712
Olfr829,0.022,-0.022
AC124231.1,-0.819,0.819
Vmn1r232,0.994,-0.994
Olfr27,,
Rbm48,-0.051,0.051
Cdx4,,
Ott,,
Gm45134,,
Thbs2,,
Gm14629,,
Hist1h2aj,-6.891,6.891
Gm12149,,
Gm47669,-1.362,1.362
Frmd4a,-0.319,0.319
Celf6,-0.887,0.887
Gm5528,-2.108,2.108
Tagln2,0.029,-0.029
Gm13787,-1.688,1.688
Gm11546,,
Tas2r118,,
Gm6450,-1.008,1.008
Gm19074,-0.819,0.819
Wnt5b,-1.729,1.729
Cdhr3,-0.338,0.338
Gm17813,,
Cox7b,0.029,-0.029
Snrnp35,0.464,-0.464
Ints11,-0.068,0.068
Gm29126,,
Gm5389,0.407,-0.407
Cd47,0.074,-0.074
Gm43015,,
Vmn1r34,-0.054,0.054
Vstm2a,,
Ppp4r4,0.643,-0.643
Tph2,-0.746,0.746
Olfr1228,-0.338,0.338
Gm17979,,
Fer1l6,0.14,-0.14
Gm40879,,
Plcz1,,
AC125259.1,,
Myom3,-1.641,1.641
Olfr398,-0.226,0.226
Smpx,,
Sema6b,0.505,-0.505
Klk1b19-ps,,
Gm5350,,
Gm3176,,
Rnf220,-0.042,0.042
Rcvrn,1.359,-1.359
Dcc,0.602,-0.602
Mbd6,-0.31,0.31
Gm8908,1.476,-1.476
Gm13282,0.442,-0.442
Atp11c,0.043,-0.043
AI467606,0.012,-0.012
Gm47377,-0.254,0.254
Lsm2,0.04,-0.04
Kif15,-0.052,0.052
Vps13a,0.014,-0.014
Gm7344,,
Bmpr1a,0.21,-0.21
Vmn2r30,0.12,-0.12
Snx21,0.239,-0.239
Cyb5b,-0.022,0.022
Gm19203,0.086,-0.086
Gm2077,,
Gm6136,0.561,-0.561
Igkv4-78,-0.338,0.338
Lrwd1,-0.087,0.087
Efhd1,1.104,-1.104
Tiam1,-0.501,0.501
Ica1l,-0.483,0.483
Icam5,-0.21,0.21
AC139347.1,0.742,-0.742
Arhgef10,-0.247,0.247
Gm12565,-0.635,0.635
Gm38183,,
Uba1y-ps1,,
Gm15844,-0.338,0.338
Gm29106,,
Gm20241,,
Camkk2,-0.136,0.136
Ube2d-ps,0.192,-0.192
Asap2,-0.066,0.066
Gm5749,,
Pmch,,
Gm14188,,
Ctdspl,-0.372,0.372
Gm14626,,
Mup17,,
Olfr893,0.053,-0.053
Nfe2l3,-0.06,0.06
Ccdc126,0.01,-0.01
Eme1,-0.15,0.15
Amacr,0.246,-0.246
Btbd35f14,,
Arrdc5,0.788,-0.788
Stoml1,-0.097,0.097
Lars2,-0.54,0.54
Mzt2,0.28,-0.28
Gm8891,,
Olfr707,,
Pcdhb22,-0.128,0.128
1700049L16Rik,,
Gm7692,-0.683,0.683
Gm5899,0.156,-0.156
Slc12a5,-0.299,0.299
Wdr27,0.629,-0.629
Eef2k,0.003,-0.003
Sult6b1,,
Gpr171,0.126,-0.126
Tbc1d8b,-0.013,0.013
Hsdl2,-0.029,0.029
Oxt,0.189,-0.189
Gm47654,0.038,-0.038
Pfn2,0.159,-0.159
Adcy1,-1.945,1.945
Vmn1r-ps67,,
Pde1b,0.089,-0.089
Serpinf2,0.089,-0.089
Celf2,-0.062,0.062
Gm6943,,
Sdhaf2,0.026,-0.026
Brcc3,-0.239,0.239
Gm17908,,
Olfr1456-ps1,0.478,-0.478
Ptger1,-1.113,1.113
Olfr1192-ps1,0.014,-0.014
