gene_name,log2fc,padj,nlog10pval,significant,Tex_term up,TCM_vs_TEM-TRM
Mybl2,-3.243727207183838,2.144687510670563e-4,3.6686359772684694,TRUE,FALSE,FALSE
Oser1,0.27081719040870667,0.8722938966199781,0.05933716624197201,FALSE,FALSE,FALSE
Serinc3,-0.07426674664020538,1,-0,FALSE,FALSE,FALSE
Pkig,-27.467220306396484,4.3964117387601474e-61,60.35690164120353,TRUE,FALSE,FALSE
Ywhab,-0.6160047054290771,0.4982562371334487,0.30254725612835665,FALSE,FALSE,FALSE
Tomm34,-1.2881466150283813,0.1509335228645243,0.8212142911841115,FALSE,FALSE,FALSE
Stk4,1.1284270286560059,0.15850512154264662,0.7999567005012752,FALSE,FALSE,FALSE
Sys1,0.8433870673179626,0.04933854878324982,1.3068136287557994,FALSE,FALSE,FALSE
Pigt,0.7848367691040039,0.5024967505567828,0.29886674230512794,FALSE,FALSE,FALSE
Dnttip1,0.8837800025939941,0.4363099396994954,0.36020489311569737,FALSE,FALSE,FALSE
Ube2c,-1.839054822921753,0.01895924907262547,1.7221788679511933,TRUE,FALSE,FALSE
Acot8,0.7760337591171265,0.5121281481453995,0.29062135334297906,FALSE,FALSE,FALSE
Ctsa,1.545020580291748,0.22236540204954286,0.652932783941762,FALSE,FALSE,FALSE
Pcif1,0.5028266906738281,0.602725594144251,0.2198803662563098,FALSE,FALSE,FALSE
Slc35c2,-0.2572135925292969,0.9233085807632122,0.034653128307246324,FALSE,FALSE,FALSE
Elmo2,1.6947590112686157,0.4399642005801356,0.3565826601570551,FALSE,FALSE,FALSE
Trp53rka,1.4000860452651978,0.6175207289721127,0.2093484594009209,FALSE,FALSE,FALSE
Zmynd8,0.5714806914329529,0.7340066055894608,0.13430003169408752,FALSE,FALSE,FALSE
Ncoa3,-1.882133960723877,0.10541469884027822,0.9770988276420511,FALSE,FALSE,FALSE
Prex1,1.8735072612762451,0.0012104139679543352,2.9170660732775913,TRUE,FALSE,FALSE
Cse1l,-28.874170303344727,3.5034067869518096e-129,128.45550943303013,TRUE,FALSE,FALSE
Ddx27,-2.6807148456573486,0.0012104139679543352,2.9170660732775913,TRUE,FALSE,FALSE
Znfx1,2.4763481616973877,0.5032204181843596,0.2982417456929628,FALSE,FALSE,FALSE
B4galt5,-1.4415428638458252,0.1711915601867499,0.7665176500249479,FALSE,FALSE,FALSE
Slc9a8,1.4216102361679077,0.4977334849297465,0.3030031411907993,FALSE,FALSE,FALSE
Spata2,0.70147305727005,0.8036436794715612,0.0949364666003164,FALSE,FALSE,FALSE
Rnf114,1.4718736410140991,0.2983976119639352,0.5252046567859487,FALSE,FALSE,FALSE
Tmem189,0.48513612151145935,0.7683053890449666,0.11446612057439182,FALSE,FALSE,FALSE
Cebpb,-0.10545578598976135,1,-0,FALSE,FALSE,FALSE
Ptpn1,0.21482129395008087,0.8255372712437398,0.08326331449072481,FALSE,FALSE,FALSE
Dpm1,0.04992036521434784,1,-0,FALSE,FALSE,FALSE
Nfatc2,0.1388251930475235,1,-0,FALSE,FALSE,FALSE
Pfdn4,-0.5393245220184326,0.39301990254392855,0.40558545637738486,FALSE,FALSE,FALSE
Aurka,-28.15328598022461,6.032966142204728e-75,74.2194691119942,TRUE,FALSE,FALSE
Rtf2,0.8608199954032898,0.3202893458569995,0.4944575075193528,FALSE,FALSE,FALSE
Rae1,-0.05352357029914856,1,-0,FALSE,FALSE,FALSE
Rbm38,-0.1382007747888565,0.9828040335089158,0.00753306980788039,FALSE,FALSE,FALSE
Zbp1,1.4360196590423584,0.13165958041545453,0.8805475332902954,FALSE,FALSE,FALSE
Rab22a,0.6558110117912292,0.5795533300739352,0.23690659440069636,FALSE,FALSE,FALSE
Vapb,0.1385025829076767,1,-0,FALSE,FALSE,FALSE
Stx16,1.2263799905776978,0.47045251528685306,0.3274842051583159,FALSE,FALSE,FALSE
Npepl1,-0.9474119544029236,0.5010905844359558,0.3000837576365411,FALSE,FALSE,FALSE
Gnas,0.4717571437358856,0.08279363963533512,1.082003025260719,FALSE,FALSE,FALSE
Nelfcd,-0.20602025091648102,0.9604860106458987,0.01750895619899323,FALSE,FALSE,FALSE
Ctsz,-3.1038546562194824,0.0010499961555314697,2.978812291058181,TRUE,FALSE,FALSE
Atp5e,0.31595557928085327,0.07248720523773476,1.1397386442569792,FALSE,FALSE,FALSE
Prelid3b,-0.6550095081329346,0.4193961729666134,0.37737553683458785,FALSE,FALSE,FALSE
Psma7,-0.906688392162323,0.10420561915007107,0.9821088616500172,FALSE,FALSE,FALSE
Mtg2,0.13322189450263977,1,-0,FALSE,FALSE,FALSE
Adrm1,0.19764241576194763,0.8745542832396841,0.05821322886135183,FALSE,FALSE,FALSE
Rps21,-0.21496523916721344,0.06708267275455143,1.173389642258127,FALSE,FALSE,FALSE
Mrgbp,0.7859175205230713,0.6093748071351667,0.21511550440993543,FALSE,FALSE,FALSE
Ogfr,0.2206215113401413,0.9619341547897114,0.01685465477110932,FALSE,FALSE,FALSE
Dido1,-0.34934335947036743,0.852336947589305,0.06938868510385099,FALSE,FALSE,FALSE
Gid8,0.8301880359649658,0.5121281481453995,0.29062135334297906,FALSE,FALSE,FALSE
Ythdf1,-0.3513847887516022,0.8884979592826416,0.051343565352552106,FALSE,FALSE,FALSE
Ppdpf,0.6232620477676392,0.30848994395794804,0.5107589883722428,FALSE,FALSE,FALSE
Helz2,0.9746776819229126,0.6003375092507643,0.2216045209591137,FALSE,FALSE,FALSE
Arfrp1,0.34602081775665283,0.8918879632702877,0.049689697181542355,FALSE,FALSE,FALSE
Tpd52l2,-1.0710413455963135,0.4320440651835081,0.3644719562173074,FALSE,FALSE,FALSE
Dnajc5,0.20989279448986053,0.9360948407288245,0.028680148357418646,FALSE,FALSE,FALSE
Prpf6,-1.012130618095398,0.6088853895584467,0.21546444688532357,FALSE,FALSE,FALSE
Rgs19,-0.03439508005976677,1,-0,FALSE,FALSE,FALSE
Polr3k,-0.731117308139801,0.3834094853373612,0.4163371471211843,FALSE,FALSE,FALSE
Ccdc22,0.8182033896446228,0.7687879858838952,0.11419341215675634,FALSE,FALSE,FALSE
Plp2,-1.2845312356948853,0.09873467927784732,1.0055302802209227,FALSE,FALSE,FALSE
Gripap1,0.7507960796356201,0.7009545999220863,0.15431010991041222,FALSE,FALSE,FALSE
Otud5,1.0839658975601196,0.4092665626072342,0.38799373609835924,FALSE,FALSE,FALSE
Pqbp1,-0.0374448299407959,1,-0,FALSE,FALSE,FALSE
Timm17b,0.5128244161605835,0.7070184461372594,0.1505692552962846,FALSE,FALSE,FALSE
Suv39h1,-0.6046467423439026,0.7177593187725598,0.14402116028707637,FALSE,FALSE,FALSE
Was,0.8727449178695679,0.2892287755490722,0.5387585010023859,FALSE,FALSE,FALSE
Rbm3,0.11742649227380753,0.7464258074543052,0.12701335339709074,FALSE,FALSE,FALSE
Ebp,0.16686643660068512,0.9411198950863958,0.026355045587044053,FALSE,FALSE,FALSE
Dynlt3,1.369278073310852,0.5121281481453995,0.29062135334297906,FALSE,FALSE,FALSE
Mid1ip1,-1.6033376455307007,0.2607070295552701,0.5838472586057203,FALSE,FALSE,FALSE
Bcor,0.5785865783691406,0.7160527421276842,0.14505498778792705,FALSE,FALSE,FALSE
Atp6ap2,0.32944056391716003,0.8933549509239705,0.04897595141467925,FALSE,FALSE,FALSE
1810030O07Rik,-0.19870859384536743,0.9671436931793804,0.014508995907954082,FALSE,FALSE,FALSE
Med14,0.37710586190223694,0.9380920964157445,0.02775452302630635,FALSE,FALSE,FALSE
Usp9x,-1.7519313097000122,0.06847285089221661,1.1644815897464846,FALSE,FALSE,FALSE
Ddx3x,-1.9120969772338867,0.02716515748459868,1.5659877728870637,TRUE,FALSE,FALSE
Fundc1,0.5903541445732117,0.6984134601622215,0.1558873992883864,FALSE,FALSE,FALSE
Kdm6a,0.4195233881473541,0.856963886179697,0.06703747955095404,FALSE,FALSE,FALSE
Ndufb11,-0.4075268805027008,0.2262840427668875,0.6453460708028201,FALSE,FALSE,FALSE
Rbm10,-1.94819974899292,0.12637670119835023,0.8983329851806985,FALSE,FALSE,FALSE
Uba1,-0.17821648716926575,0.9063943046643519,0.0426828320288334,FALSE,FALSE,FALSE
Araf,0.5308626890182495,0.6669866882084796,0.17588283369258512,FALSE,FALSE,FALSE
Uxt,0.647485077381134,0.5121281481453995,0.29062135334297906,FALSE,FALSE,FALSE
Zfp182,2.2703075408935547,0.5121281481453995,0.29062135334297906,FALSE,FALSE,FALSE
Dock11,0.23912416398525238,0.9003016176606642,0.04561196951507742,FALSE,FALSE,FALSE
Pgrmc1,-0.9743539690971375,0.27059603946736804,0.567678564168754,FALSE,FALSE,FALSE
Slc25a5,-1.1062355041503906,0.0038448822137836128,2.4151169600725244,TRUE,FALSE,FALSE
C330007P06Rik,-27.320301055908203,2.6650920427239545e-48,47.574287787404074,TRUE,FALSE,FALSE
Ube2a,-0.2083492875099182,0.8683708262615023,0.06129477550604899,FALSE,FALSE,FALSE
Sept6,-0.06835297495126724,1,-0,FALSE,FALSE,FALSE
Rpl39,0.026000041514635086,1,-0,FALSE,FALSE,FALSE
Upf3b,0.11144165694713593,1,-0,FALSE,FALSE,FALSE
Nkap,-0.8238193392753601,0.5652306000751085,0.24777433464366394,FALSE,FALSE,FALSE
Ndufa1,1.457037329673767,4.8516908049225514e-4,3.3141068842264705,TRUE,FALSE,FALSE
Lamp2,-0.9823718070983887,0.6078722626640726,0.2161876731096639,FALSE,FALSE,FALSE
Cul4b,-0.800147294998169,0.6003319218569054,0.22160856299476198,FALSE,FALSE,FALSE
Mcts1,0.3817345201969147,0.7820343904118229,0.10677414817073998,FALSE,FALSE,FALSE
Thoc2,0.18238909542560577,0.9159964236672793,0.03810622194852308,FALSE,FALSE,FALSE
Xiap,0.7611758708953857,0.5330192201363345,0.2732571304693866,FALSE,FALSE,FALSE
Stag2,0.32674500346183777,0.6818469344489488,0.16631310772631788,FALSE,FALSE,FALSE
Sh2d1a,1.1637241840362549,0.0212750909823123,1.672128573991591,TRUE,FALSE,FALSE
Sash3,0.09872876107692719,1,-0,FALSE,FALSE,FALSE
Utp14a,-1.4789949655532837,0.1524966739761497,0.8167396283798647,FALSE,FALSE,TRUE
Elf4,-0.733871340751648,0.5330192201363345,0.2732571304693866,FALSE,FALSE,FALSE
Aifm1,-1.9868228435516357,0.09542377017248399,1.0203434285572308,FALSE,FALSE,FALSE
Slc25a14,2.242875099182129,0.5121281481453995,0.29062135334297906,FALSE,FALSE,FALSE
Rbmx2,-1.296173334121704,0.26158589055224724,0.5823856847382742,FALSE,FALSE,FALSE
Stk26,0.5847716331481934,0.5508874431366276,0.2589371267710314,FALSE,FALSE,FALSE
Rap2c,-0.009170199744403362,1,-0,FALSE,FALSE,FALSE
Mbnl3,-1.0425251722335815,0.4016280036057059,0.3961760135238213,FALSE,FALSE,FALSE
Phf6,0.869378387928009,0.6619951455094949,0.1791451952826096,FALSE,FALSE,FALSE
Hprt,-1.1529237031936646,0.10137784030508416,0.9940569649726997,FALSE,FALSE,FALSE
Htatsf1,-1.1773006916046143,0.25874629352427525,0.587125862649939,FALSE,FALSE,FALSE
Arhgef6,0.8400501608848572,0.11091603817946401,0.9550056514231138,FALSE,FALSE,FALSE
Rbmx,0.15086674690246582,1,-0,FALSE,FALSE,FALSE
Fmr1,-0.6640792489051819,0.46514959394558303,0.3324073538261359,FALSE,FALSE,FALSE
1110012L19Rik,0.7569077610969543,0.6912616005915199,0.16035756739703227,FALSE,FALSE,FALSE
Mtmr1,0.40899980068206787,0.9215602914589553,0.03547624656386303,FALSE,FALSE,FALSE
Hmgb3,-2.9552485942840576,0.0026121808139072484,2.582996764700056,TRUE,FALSE,FALSE
Vma21,0.18515796959400177,0.8910652894335807,0.0500904735142941,FALSE,FALSE,FALSE
Cetn2,0.5977277755737305,0.563012056104083,0.24948230524915743,FALSE,FALSE,FALSE
Xlr4a,1.102134108543396,0.51046524333588,0.2920338229038253,FALSE,FALSE,FALSE
Xlr4b,0.47979259490966797,0.7662363815396901,0.11563723120073684,FALSE,FALSE,FALSE
Haus7,-27.474634170532227,1.039876033966514e-67,66.98301843086777,TRUE,FALSE,FALSE
Bcap31,0.11315948516130447,0.9523735617133348,0.021192669295487014,FALSE,FALSE,FALSE
Idh3g,-0.0672466829419136,1,-0,FALSE,FALSE,FALSE
Ssr4,-0.3262211084365845,0.7050763928122951,0.1517638260164576,FALSE,FALSE,FALSE
Naa10,-0.38318300247192383,0.6632508486040745,0.17832218568211103,FALSE,FALSE,FALSE
Hcfc1,-1.1183439493179321,0.17889277737721004,0.7474071932981565,FALSE,FALSE,FALSE
Irak1,-1.1610559225082397,0.33835857530891206,0.4706228123469144,FALSE,FALSE,FALSE
Flna,0.3290814459323883,0.6652843821159942,0.17699267171471503,FALSE,FALSE,FALSE
Emd,-0.2544459402561188,0.8742306771951167,0.05837395796670202,FALSE,FALSE,FALSE
Rpl10,-0.6298372745513916,0.04323441151356841,1.3641704480599164,FALSE,FALSE,FALSE
Atp6ap1,-0.31563618779182434,0.9244244180285776,0.03412859145449019,FALSE,FALSE,FALSE
Gdi1,1.8483452796936035,0.217435641298042,0.6626692663657272,FALSE,FALSE,FALSE
Fam50a,-0.2844054698944092,0.9019882321229565,0.044799128486220495,FALSE,FALSE,FALSE
Lage3,-0.8736576437950134,0.34494219701170326,0.46225367484577784,FALSE,FALSE,FALSE
Ubl4a,-0.6577641367912292,0.4457101525416208,0.35094747328966897,FALSE,FALSE,FALSE
Ikbkg,2.4027249813079834,0.24144796556406675,0.6171764496052042,FALSE,FALSE,FALSE
G6pdx,0.08772982656955719,1,-0,FALSE,FALSE,FALSE
Dkc1,-1.6591565608978271,0.018568678351558253,1.7312190066022666,TRUE,FALSE,TRUE
Fundc2,0.1402534693479538,0.9532625083953058,0.020787487348372012,FALSE,FALSE,FALSE
Brcc3,-0.7005181312561035,0.5683805656655466,0.24536078009099108,FALSE,FALSE,FALSE
Vbp1,-1.3768807649612427,0.0736670232444667,1.1327268788708034,FALSE,FALSE,FALSE
Tbl1x,0.1654306948184967,0.9589667602976664,0.01819644608219132,FALSE,FALSE,FALSE
Prkx,1.0790892839431763,0.6288022223898123,0.20148593202919796,FALSE,FALSE,FALSE
Pola1,-0.9844528436660767,0.4954792754489915,0.30497450615625327,FALSE,FALSE,FALSE
Pdk3,-1.0515309572219849,0.4079721154908177,0.38936951951383475,FALSE,FALSE,FALSE
Zfx,0.5804416537284851,0.6271933319631612,0.20259856752227562,FALSE,FALSE,FALSE
Eif2s3x,-0.8125615119934082,0.4437652187389252,0.35284673973740854,FALSE,FALSE,FALSE
Klhl15,2.1646499633789062,0.3834094853373612,0.4163371471211843,FALSE,FALSE,FALSE
Apoo,-1.573447823524475,0.09498526036378567,1.0223437824934858,FALSE,FALSE,FALSE
Las1l,-0.4825289249420166,0.6823692346002267,0.16598056206408857,FALSE,FALSE,FALSE
Msn,0.37836846709251404,0.217435641298042,0.6626692663657272,FALSE,FALSE,FALSE
Igbp1,0.9965441226959229,0.1787264377673746,0.747811200559645,FALSE,FALSE,FALSE
Pdzd11,-2.241595983505249,0.04227172879712852,1.3739499903611854,TRUE,FALSE,FALSE
Kif4,-28.518281936645508,3.2904478864077982e-99,98.4827449830967,TRUE,FALSE,FALSE
Snx12,-1.4608790874481201,0.32784464752773707,0.48433190233799905,FALSE,FALSE,FALSE
Il2rg,0.8753661513328552,0.39760778346636577,0.40054512255589525,FALSE,FALSE,FALSE
Med12,0.08361826837062836,1,-0,FALSE,FALSE,FALSE
Nono,0.02225901186466217,1,-0,FALSE,FALSE,FALSE
Taf1,-0.6105746626853943,0.7360941410911952,0.1330666390023509,FALSE,FALSE,FALSE
Ogt,1.5513312816619873,0.0835325985537781,1.0781440082384237,FALSE,FALSE,FALSE
Cxcr3,-1.0502070188522339,0.2134222025901997,0.6707604023397058,FALSE,FALSE,FALSE
Pin4,0.18264858424663544,0.9550047078932105,0.01999448746651228,FALSE,FALSE,FALSE
Ercc6l,-2.38218355178833,0.016470714779221744,1.7832875533538681,TRUE,FALSE,FALSE
Rps4x,-0.579978883266449,0.023852510783172905,1.6224658991444159,FALSE,FALSE,FALSE
Rlim,0.34784436225891113,0.8190938409054385,0.0866663396892035,FALSE,FALSE,FALSE
Abcb7,0.842180073261261,0.5578280648046348,0.25349963979535567,FALSE,FALSE,FALSE
Pbdc1,-0.49896469712257385,0.6176986495141373,0.20922334816724256,FALSE,FALSE,FALSE
Atrx,-0.07408294081687927,0.987474034247773,0.0054743153786379,FALSE,FALSE,FALSE
Magt1,-2.1135737895965576,0.023118307538132387,1.6360439632339683,TRUE,FALSE,FALSE
Cox7b,0.3296931982040405,0.33346331760256603,0.4769519333785974,FALSE,FALSE,FALSE
Pgk1,-1.4559649229049683,0.03484889019507953,1.4578110479770914,TRUE,FALSE,FALSE
Taf9b,1.1801484823226929,0.6549069973534282,0.18382036932727244,FALSE,FALSE,FALSE
Gpr174,2.436861038208008,0.04087059501327821,1.388589039579761,TRUE,FALSE,FALSE
Itm2a,2.2485060691833496,0.24361731827018593,0.6132918418115887,FALSE,FALSE,FALSE
2610002M06Rik,-0.5273487567901611,0.7740424281487661,0.11123523336637109,FALSE,FALSE,FALSE
Hmgn5,-1.4442775249481201,0.13646586268183497,0.8649759750194908,FALSE,FALSE,FALSE
Sh3bgrl,0.7173770070075989,0.6749538735100497,0.17072590593127338,FALSE,FALSE,FALSE
Apool,-1.2224788665771484,0.47943790885385884,0.3192676295532087,FALSE,FALSE,FALSE
Chm,0.3303704857826233,0.9038998602845143,0.04387968073572162,FALSE,FALSE,FALSE
Cstf2,-28.34548568725586,5.454193468125393e-102,101.26326946106819,TRUE,FALSE,FALSE
Timm8a1,-2.028982400894165,0.012058751654237879,1.9186976488904968,TRUE,FALSE,FALSE
Rpl36a,-0.9640301465988159,0.0752174758392149,1.1236812447968145,FALSE,FALSE,FALSE
Hnrnph2,-0.5048381686210632,0.680193528390266,0.1673675044200078,FALSE,FALSE,FALSE
Tceal9,-0.17164139449596405,0.9416703941189567,0.026101083475259395,FALSE,FALSE,FALSE
Bex3,0.6643022298812866,0.2621618007725897,0.5814305884745024,FALSE,FALSE,FALSE
Morf4l2,-2.4776930809020996,0.003485845811821293,2.4576918267946266,TRUE,FALSE,FALSE
Prps1,-1.7799558639526367,0.0687473845836786,1.1627438194247144,FALSE,FALSE,FALSE
Tsc22d3,-0.10573799908161163,1,-0,FALSE,FALSE,FALSE
Psmd10,0.650087833404541,0.5985422886714233,0.22290516006486238,FALSE,FALSE,FALSE
Acsl4,-0.5850123763084412,0.7297565047377149,0.13682202520722384,FALSE,FALSE,FALSE
Tmem164,1.4562442302703857,0.5121281481453995,0.29062135334297906,FALSE,FALSE,FALSE
Ammecr1,0.21289390325546265,1,-0,FALSE,FALSE,FALSE
Tmem29,0.09376730769872665,1,-0,FALSE,FALSE,FALSE
Gnl3l,-0.7040055394172668,0.5395999561295817,0.26792809430903136,FALSE,FALSE,FALSE
Huwe1,-1.0290361642837524,0.2893787210590886,0.5385334071022003,FALSE,FALSE,FALSE
Hsd17b10,0.8522842526435852,0.3662932576723402,0.4361710752820748,FALSE,FALSE,FALSE
Smc1a,-1.195357084274292,0.18382925637822772,0.7355853695957068,FALSE,FALSE,FALSE
Kdm5c,-1.0178825855255127,0.5757184037968436,0.2397898873771321,FALSE,FALSE,FALSE
Sat1,1.3854224681854248,0.22579706087689988,0.6462817154369654,FALSE,FALSE,FALSE
Acot9,0.9025875329971313,0.5449696498086093,0.2636276835722964,FALSE,FALSE,FALSE
Prdx4,-3.5409040451049805,7.298292261519842e-5,4.136778749216933,TRUE,FALSE,FALSE
Sms,-1.229313611984253,0.07531256939451039,1.1231325355772162,FALSE,FALSE,FALSE
Rps6ka3,0.16025613248348236,0.988970786524097,0.0048165369556680444,FALSE,FALSE,FALSE
Eif1ax,-1.5743685960769653,0.027149200248090692,1.5662429591858815,TRUE,FALSE,FALSE
Bclaf3,-1.056172251701355,0.5503872051234733,0.2593316707188762,FALSE,FALSE,FALSE
Sh3kbp1,1.2336913347244263,0.004646386048787744,2.3328847093241962,TRUE,FALSE,FALSE
Pdha1,0.2653476893901825,0.8610587288761696,0.06496722629661467,FALSE,FALSE,FALSE
Rbbp7,-2.7203729152679443,0.0019687361527603456,2.705812483495363,TRUE,FALSE,FALSE
Txlng,0.7716968059539795,0.6746255565226422,0.17093721066160045,FALSE,FALSE,FALSE
Syap1,1.5276910066604614,0.5093874140043552,0.2929517898317379,FALSE,FALSE,FALSE
Ctps2,-1.304857850074768,0.4189374394654799,0.37785082601573566,FALSE,FALSE,FALSE
Ap1s2,0.8308541774749756,0.6794972906098474,0.16781227060998355,FALSE,FALSE,FALSE
Zrsr2,0.6921133399009705,0.668762096622013,0.1747283493465255,FALSE,FALSE,FALSE
Car5b,-0.16398818790912628,1,-0,FALSE,FALSE,FALSE
Mospd2,2.1870148181915283,0.2677686324884528,0.5722402993742577,FALSE,FALSE,FALSE
Trappc2,1.2582703828811646,0.5164468634852206,0.2869743558138489,FALSE,FALSE,FALSE
Rab9,0.3615732789039612,0.8640387934930518,0.06346675819038287,FALSE,FALSE,FALSE
Tmsb4x,0.9792448878288269,9.083480665963519e-4,3.041747703861566,FALSE,FALSE,FALSE
Prps2,-0.36370527744293213,0.8362265639953905,0.07767604054860959,FALSE,FALSE,TRUE
Msl3,-0.8145042061805725,0.570365016512774,0.24384711990476712,FALSE,FALSE,FALSE
Hccs,0.2545669972896576,0.9360948407288245,0.028680148357418646,FALSE,FALSE,FALSE
Mid1,-28.0413818359375,6.291746772077901e-69,68.20122876502242,TRUE,FALSE,FALSE
Pex2,0.22324852645397186,0.9729005894990366,0.011931533459969255,FALSE,FALSE,FALSE
Mrps28,-0.9931336045265198,0.31890993844528587,0.4963319462801174,FALSE,FALSE,FALSE
Pag1,-0.22010353207588196,0.9386992485482027,0.027473529797401516,FALSE,FALSE,FALSE
Fabp5,-2.805467367172241,2.7765494068314207e-4,3.5564945941441084,TRUE,FALSE,FALSE
Impa1,-0.7771037220954895,0.4813275601918808,0.3175592704718708,FALSE,FALSE,FALSE
Zfand1,1.1339409351348877,0.5420216688980013,0.26598335092523184,FALSE,FALSE,FALSE
Lrrcc1,1.138595700263977,0.4800860906578961,0.31868087648871785,FALSE,FALSE,FALSE
Rbis,-0.8392339944839478,0.39140315874540976,0.40737567377212686,FALSE,FALSE,FALSE
Ythdf3,1.035457968711853,0.5121281481453995,0.29062135334297906,FALSE,FALSE,FALSE
Armc1,-1.5604734420776367,0.06175559263874205,1.2093237062114193,FALSE,FALSE,FALSE
Mtfr1,-27.44468116760254,1.4895055429588895e-61,60.82695787628782,TRUE,FALSE,FALSE
Pde7a,1.3363932371139526,0.386908238896255,0.41239202223253174,FALSE,TRUE,FALSE
Hps3,1.2941657304763794,0.6503939533130254,0.1868235050139174,FALSE,FALSE,FALSE
Hltf,-1.0373514890670776,0.44625557958010714,0.35041634081655004,FALSE,FALSE,FALSE
Gyg,-1.1128894090652466,0.35046785495284394,0.45535180952844445,FALSE,FALSE,FALSE
Tbl1xr1,-0.6815406084060669,0.6943903453516839,0.15839632612309285,FALSE,FALSE,FALSE
Ect2,-27.749343872070312,3.1889501174663213e-69,68.4963522740711,TRUE,FALSE,FALSE
Nceh1,1.050549030303955,0.5836819541153125,0.23382373370593162,FALSE,FALSE,FALSE
Tnfsf10,1.9984885454177856,0.38497172366042726,0.4145711684375486,FALSE,TRUE,FALSE
Tnik,1.7473766803741455,0.23780990419581105,0.623770062046944,FALSE,FALSE,FALSE
Rpl22l1,-1.0255746841430664,0.003736300564560095,2.427558194465655,TRUE,FALSE,FALSE
Sec62,0.2962474226951599,0.7357659293305272,0.13326032665212273,FALSE,FALSE,FALSE
Phc3,0.029494039714336395,1,-0,FALSE,FALSE,FALSE
Skil,-0.68658846616745,0.6653682651533545,0.17693791671855,FALSE,FALSE,FALSE
Zmat3,1.6160589456558228,0.5650690003028552,0.24789851745293173,FALSE,FALSE,FALSE
Pik3ca,-0.9249100685119629,0.6406210306895179,0.19339880815972996,FALSE,FALSE,FALSE
Zfp639,-0.35486122965812683,0.9015104969185089,0.04502921211712562,FALSE,FALSE,FALSE
Mfn1,1.484165072441101,0.5792594394276761,0.2371268803555097,FALSE,FALSE,FALSE
Actl6a,-0.987176239490509,0.22960162887962954,0.6390250352160264,FALSE,FALSE,FALSE
Mrpl47,-0.36020156741142273,0.961731231357525,0.01694628040185462,FALSE,FALSE,FALSE
Ndufb5,-0.4566408097743988,0.4282063275627865,0.36834691946732007,FALSE,FALSE,FALSE
Ttc14,1.1781554222106934,0.03259097778730143,1.486902609732483,TRUE,FALSE,FALSE
Fxr1,-0.6190969944000244,0.7047312568377735,0.1519764658787433,FALSE,FALSE,FALSE
Dnajc19,-1.289608359336853,0.21830463283210672,0.6609370476528854,FALSE,FALSE,FALSE
Atp11b,0.10295899957418442,1,-0,FALSE,FALSE,FALSE
Dcun1d1,-1.8989479541778564,0.11679328312252153,0.932582133137193,FALSE,FALSE,FALSE
Acad9,-2.244201421737671,0.029191071650418232,1.5347499610818705,TRUE,FALSE,FALSE
Anxa5,0.8208275437355042,0.34655331077987084,0.46022994778627,FALSE,FALSE,FALSE
Exosc9,-0.5640316605567932,0.6582461327558067,0.1816116837262573,FALSE,FALSE,FALSE
Ccna2,-4.740484714508057,1.1333159389641189e-7,6.94564900326847,TRUE,FALSE,FALSE
4932438A13Rik,1.3812839984893799,0.20763957988396112,0.6826898584979756,FALSE,FALSE,FALSE
Spata5,0.3365139365196228,0.9492008425332787,0.022641884964400068,FALSE,FALSE,FALSE
Hspa4l,-0.8000888824462891,0.5660386796698653,0.24715389073183153,FALSE,FALSE,FALSE
Plk4,-3.193094491958618,5.005692785019076e-4,3.3005358079169973,TRUE,FALSE,FALSE
Larp1b,-2.632110595703125,0.00513477966011982,2.2894781877915746,TRUE,FALSE,FALSE
Pgrmc2,-28.145267486572266,2.4340541327078106e-91,90.61366976740634,TRUE,FALSE,FALSE
Jade1,-0.7636117935180664,0.582460767355443,0.2347333219669358,FALSE,FALSE,FALSE
Elf2,-1.394677758216858,0.1920167132163001,0.716660968475017,FALSE,FALSE,FALSE
Ndufc1,0.17980627715587616,0.7810123982191973,0.10734207183915995,FALSE,FALSE,FALSE
Naa15,-0.3873407244682312,0.7048001161531472,0.15193403302298533,FALSE,FALSE,FALSE
Rab33b,1.5404434204101562,0.5680356563611749,0.245624402185329,FALSE,FALSE,FALSE
Setd7,1.104156732559204,0.6726282683816436,0.17222488465120858,FALSE,FALSE,FALSE
Mgst2,0.813005805015564,0.6674483509368846,0.1755823356127772,FALSE,FALSE,FALSE
Foxo1,1.0752661228179932,0.4709713923274954,0.3270054719191595,FALSE,FALSE,FALSE
Nhlrc3,1.9604848623275757,0.5205562633637401,0.2835323236983841,FALSE,FALSE,FALSE
Proser1,0.5808773040771484,0.8585174623265068,0.06625086682232495,FALSE,FALSE,FALSE
Ufm1,-0.8423960208892822,0.3138348575309991,0.503298821129502,FALSE,FALSE,FALSE
Supt20,0.5967109799385071,0.5777426508398965,0.23826557024518272,FALSE,FALSE,FALSE
Exosc8,-1.827905297279358,0.022563305021183647,1.6465972855692836,TRUE,FALSE,FALSE
Alg5,-0.2883515954017639,0.7635585999440895,0.11715762703486027,FALSE,FALSE,FALSE
Rfxap,-0.6086019277572632,0.6943903453516839,0.15839632612309285,FALSE,FALSE,FALSE
Commd2,-0.2560460567474365,0.874244109442635,0.05836728523567789,FALSE,FALSE,FALSE
Tsc22d2,-0.4067814350128174,0.8611088181208765,0.06494196338578703,FALSE,FALSE,FALSE
Serp1,0.08924954384565353,0.9560344711621623,0.01952644834564152,FALSE,FALSE,FALSE
