comparison,pathway,NES,padj,pval,leadingEdge_signal,mlog10padj,mlog10pval,old_names
P10_NP14B,2017_CELL_REP_Kumar---CD4Lung_CD69pos_vs_neg_up,0.9776317611022899,0.9018315325710689,0.5453216374269005,14,0.044874583642223034,0.26334726991142865,2_NP14B
P10_NP14B,2019_NAT_COMMU_BIOL_Schoettler---CD4_TEM-Lung_vs_LDLN_up,0.9463636357493024,0.9018315325710689,0.5529653753856703,28,0.044874583642223034,0.2573020617327711,2_NP14B
P10_NP14B,2018_CELL_Schmiedel_CD4---Memory_TREG_cells,0.9606691149516294,0.9018315325710689,0.5589866260737197,9,0.044874583642223034,0.25259858261780943,2_NP14B
P10_NP14B,2019_JEM_Beura---CD4_LP_TRM_dn,0.9670162391580017,0.9018315325710689,0.5631617569975889,5,0.044874583642223034,0.24936684479072352,2_NP14B
P10_NP14B,2018_CELL_Schmiedel_CD4---Naive_TREG_cells,0.93923315386101,0.9018315325710689,0.5682117028270874,9,0.044874583642223034,0.245489825838554,2_NP14B
P10_NP14B,2018_CELL_Schmiedel_CD4---TH2_cells,0.9188165614919782,0.9018315325710689,0.5865921787709497,64,0.044874583642223034,0.2316637319099551,2_NP14B
P10_NP14B,2018_CELL_Schmiedel_CD4---TH1_cells,0.9034979488059354,0.9018315325710689,0.5976882324610692,22,0.044874583642223034,0.22352529465574872,2_NP14B
P10_NP14B,2019_JEM_Beura---CD4_NLT-SLO_TRM_up,0.9279434217683568,0.9018315325710689,0.6116105274558649,15,0.044874583642223034,0.21352504782374293,2_NP14B
P10_NP14B,2019_NAT_COMMU_Szabo---CD8-cytokine,0.9048320519388621,0.9018315325710689,0.6184099408855109,18,0.044874583642223034,0.20872353778794858,2_NP14B
P10_NP14B,2017_CELL_REP_Kumar---CD4Spleen_CD69pos_vs_neg_dn,0.9238808214007403,0.9018315325710689,0.6388715386216948,16,0.044874583642223034,0.1945864590190115,2_NP14B
P10_NP14B,2019_NAT_COMMU_BIOL_Schoettler---CD4_TCM-Lung_vs_LDLN_dn,0.9040607329398382,0.9018315325710689,0.6425830501041553,11,0.044874583642223034,0.19207073434522265,2_NP14B
P10_NP14B,2019_NAT_IMMUNOL_Nakayama---LungTRreg_vs_LungTRM_dn,0.9316474436177681,0.9018315325710689,0.6468680316237584,9,0.044874583642223034,0.18918431126863078,2_NP14B
P10_NP14B,2018_CELL_Schmiedel_allCellTypes---NK_cells,0.9243069158729045,0.9018315325710689,0.6473851844241241,12,0.044874583642223034,0.18883724376025157,2_NP14B
P10_NP14B,2019_NAT_COMMU_BIOL_Schoettler---CD8_TRM-Lung_vs_LDLN_dn,0.9310172993782194,0.9018315325710689,0.6653919694072657,10,0.044874583642223034,0.17692244492069334,2_NP14B
P10_NP14B,2013_IMMUNITY_Locci---GC-Tfh,-0.9095658282799618,0.9018315325710689,0.6807228915662651,41,0.044874583642223034,0.16702964455663535,2_NP14B
P10_NP14B,2019_NAT_IMMUNOL_Nakayama---LungTRreg_Foxp3Inhibited,0.8883714578199186,0.9018315325710689,0.683205706493234,8,0.044874583642223034,0.1654485148480729,2_NP14B
P10_NP14B,2019_NAT_COMMU_BIOL_Schoettler---CD4_TEM-Lung_vs_LDLN_dn,0.8769514909630761,0.9133345305697814,0.705758500894831,16,0.03937012260784146,0.1513438820517738,2_NP14B
P10_NP14B,2019_NAT_COMMU_Szabo---Treg,0.7887804796285124,0.9364403123516976,0.737801458216489,9,0.028519898846563373,0.13206049075363288,2_NP14B
P10_NP14B,2019_NAT_COMMU_Szabo---IFN-Response,0.7340422013970086,0.9987771323754203,0.8240479980408962,15,5.314096495442546e-4,0.08404749136452552,2_NP14B
P10_NP14B,2018_CELL_Schmiedel_CD4---TFH_cells,0.7709833157135286,0.9987771323754203,0.8442556634304207,58,5.314096495442546e-4,0.0735260173513242,2_NP14B
P10_NP14B,2019_JEM_Beura---CD4_NLT_TRM_up,0.7874051184512754,0.9987771323754203,0.8908524952304449,9,5.314096495442546e-4,0.05019419922985465,2_NP14B
P10_NP14B,2018_CELL_Schmiedel_CD4---TH1-17_cells,0.6137846191072213,0.9987771323754203,0.8988505747126436,8,5.314096495442546e-4,0.046312499558770544,2_NP14B
P10_NP14B,2018_CELL_Schmiedel_allCellTypes---Naive_CD8+_T_cells,-0.6703373809098141,0.9987771323754203,0.9004875886524822,25,5.314096495442546e-4,0.04552226864887428,2_NP14B
P10_NP14B,2019_JEM_Beura---CD4_LP_TRM_up,0.7036923824720427,0.9987771323754203,0.9135892116182572,15,5.314096495442546e-4,0.039249037559614536,2_NP14B
P10_NP14B,2018_CELL_Schmiedel_allCellTypes---Naive_B_cells,0.6719976018688991,0.9987771323754203,0.9436013125512716,5,5.314096495442546e-4,0.02521146368154814,2_NP14B
P10_NP14B,2019_NAT_IMMUNOL_Nakayama---Cir_CD44hi_vs_CD44lo_dn,0.7291091208153392,0.9987771323754203,0.9602443420789105,3,5.314096495442546e-4,0.017618243091343713,2_NP14B
P10_NP14B,2018_CELL_Schmiedel_CD4---Naive_CD4+_T_cells,-0.5860139719044655,0.9987771323754203,0.9605173587474473,22,5.314096495442546e-4,0.01749478203590865,2_NP14B
P10_NP14B,2016_IMMUNITY_De_Simone---Th17_vs_Th1-or-Treg,-0.5654763781727128,0.9987771323754203,0.9663059517953763,42,5.314096495442546e-4,0.014885345490213699,2_NP14B
P10_NP14B,2019_NAT_COMMU_Szabo---Proliferation,-0.46568893146794654,0.9987771323754203,0.9910246821241586,36,5.314096495442546e-4,0.0039155289891576895,2_NP14B
P10_NP14B,2019_NAT_IMMUNOL_Nakayama---LungTRM_Foxp3Inhibited,0.7818904886088519,0.9987771323754203,0.9927007299270073,3,5.314096495442546e-4,0.0031816587861892504,2_NP14B
P10_NP14B,2015_NAT_IMMUNOL_Choi---GC-Tfh,0.5368264410806073,0.9987771323754203,0.997583081570997,3,5.314096495442546e-4,0.0010509248489439205,2_NP14B
P10_NP14B,2015_NAT_IMMUNOL_Choi---Tfh,0.5038139501776696,0.9987771323754203,0.9987771323754203,3,5.314096495442546e-4,5.314096495442546e-4,2_NP14B
P0_A5T,2019_NAT_IMMUNOL_Nakayama---Cir_CD44hi_vs_CD44lo_dn,1.8238292476033306,0.0061361100780959466,1.0219724067450178e-4,15,2.2121068580093954,3.99056082999402,3_A5T
P0_A5T,2019_JEM_Beura---CD4_FRT_TRM_up,1.5507356065549978,0.0061361100780959466,2.0485506504148315e-4,5,2.2121068580093954,3.688553293647024,3_A5T
P0_A5T,2019_NAT_COMMU_Szabo---CD8-cytotoxic,-2.048392089491886,0.0061361100780959466,3.180661577608143e-4,40,2.2121068580093954,3.4974825373673704,3_A5T
P0_A5T,2019_NAT_COMMU_Szabo---CD8-cytokine,-2.1377515448916653,0.0061361100780959466,3.718854592785422e-4,40,2.2121068580093954,3.4295908022233017,3_A5T
P0_A5T,2019_NAT_IMMUNOL_Nakayama---LungTRM_Foxp3Inhibited,1.3103270320468505,0.010562112422484496,8.001600320064013e-4,6,1.976249214218778,3.096823145424628,3_A5T
P0_A5T,2013_IMMUNITY_Locci---non-GC-Tfh,-1.5495993967583193,0.016007761338830948,0.0016025641025641025,21,1.7956693992594899,2.795184589682424,3_A5T
P0_A5T,2019_NAT_IMMUNOL_Nakayama---LungTRM_Foxp3Promoted,-1.7667814306232634,0.016007761338830948,0.001697792869269949,36,1.7956693992594899,2.7701152947871015,3_A5T
P0_A5T,2019_NAT_IMMUNOL_Nakayama---LungTRreg_Foxp3Inhibited,1.597864938350522,0.019952781296786827,0.0024185189450650697,18,1.6999965577388347,2.6164505062887597,3_A5T
P0_A5T,2019_JEM_Beura---CD4_LP_TRM_up,-1.5540521877533406,0.02146341463414634,0.002926829268292683,30,1.6683011845695668,2.533602610672111,3_A5T
P0_A5T,2018_CELL_Schmiedel_allCellTypes---Naive_B_cells,1.499963232103001,0.04588391083645994,0.006952107702493931,12,1.3383395728477165,2.157883508389585,3_A5T
P0_A5T,2019_NAT_IMMUNOL_Nakayama---Cir_CD44hi_vs_CD44lo_up,-1.8367904908376782,0.046511627906976744,0.007751937984496124,35,1.3324384599156054,2.110589710299249,3_A5T
P0_A5T,2019_JEM_Beura---CD4_NLT-SLO_TRM_up,-1.546743382531779,0.05796252927400468,0.01053864168618267,39,1.2368526717554365,1.9772153612496801,3_A5T
P0_A5T,2017_CELL_REP_Kumar---CD4Spleen_CD69pos_vs_neg_up,1.5322365474438195,0.07694300518134715,0.016341923318667503,19,1.1138308553545426,1.7866968316757637,3_A5T
P0_A5T,2019_NAT_IMMUNOL_Nakayama---Cir_CD44lo_Foxp3Promoted,1.4102523725436353,0.07694300518134715,0.01732620320855615,18,1.1138308553545426,1.7612965963298868,3_A5T
P0_A5T,2019_NAT_COMMU_BIOL_Schoettler---CD4_TRM-Lung_vs_LDLN_dn,-1.4358849943984868,0.07694300518134715,0.017487046632124352,23,1.1138308553545426,1.75728353184073,3_A5T
P0_A5T,2016_IMMUNITY_De_Simone---Th1_vs_Th17-or-Treg,-1.5560985307829387,0.0851557032890133,0.020643806857942617,33,1.0697862599268633,1.6852102128128073,3_A5T
P0_A5T,2018_CELL_Schmiedel_allCellTypes---NK_cells,-1.3065790406707969,0.10033046926635822,0.025842696629213482,31,0.9985671564637252,1.58766217062732,3_A5T
P0_A5T,2018_CELL_Schmiedel_allCellTypes---Classical_monocytes,-1.249309618630611,0.10504108372196315,0.03007518796992481,19,0.9786408062251212,1.5217916496391235,3_A5T
P0_A5T,2018_CELL_Schmiedel_CD4---TH1_cells,-1.5526749203573469,0.10504108372196315,0.030239099859353025,40,0.9786408062251212,1.519431140814161,3_A5T
P0_A5T,2019_JEM_Beura---CD4_FRT_TRM_dn,1.385150869552252,0.12833127871791997,0.03888826627815757,18,0.8916674783172355,1.4101814181951229,3_A5T
P0_A5T,2019_JEM_Beura---CD4_NLT_TRM_up,-1.1863378156412954,0.14423740510697033,0.04589371980676329,23,0.8409220993601205,1.33824674016807,3_A5T
P0_A5T,2013_IMMUNITY_Locci---GC-Tfh,-1.2870071225148432,0.15740740740740738,0.05246913580246913,29,0.8029748341086759,1.2800960888283381,3_A5T
P0_A5T,2019_NAT_COMMU_BIOL_Schoettler---CD4_TEM-Lung_vs_LDLN_dn,-1.2849771512979595,0.164167916041979,0.05721003134796238,11,0.7847117147404119,1.2425278142646876,3_A5T
P0_A5T,2015_NAT_IMMUNOL_Choi---GC-Tfh,1.2796611765894315,0.1900841662283009,0.06912151499210942,15,0.7210540578114185,1.1603867516416813,3_A5T
P0_A5T,2019_JEM_Beura---CD4_IEL_TRM_dn,1.3338669485389216,0.2603460207612457,0.0986159169550173,12,0.5844490558782065,1.0060529827480376,3_A5T
P0_A5T,2019_NAT_COMMU_BIOL_Schoettler---CD8_TEM-Lung_vs_LDLN_up,-1.3317525600721958,0.26502540739442787,0.1044039483675019,55,0.5767124892244517,0.9812830767955023,3_A5T
P0_A5T,2019_NAT_IMMUNOL_Nakayama---LungTRM,-1.1487562848443833,0.28997659978943535,0.12007168458781362,30,0.5376370469022749,0.9205593962367523,3_A5T
P0_A5T,2019_NAT_COMMU_Szabo---Treg,-1.3270281232879169,0.28997659978943535,0.12534284147010422,35,0.5376370469022749,0.9019004642491073,3_A5T
P0_A5T,2015_NAT_IMMUNOL_Choi---Tfh,1.2267538807621956,0.28997659978943535,0.12741396051353976,16,0.5376370469022749,0.8947829845451876,3_A5T
P0_A5T,2018_CELL_Schmiedel_allCellTypes---Non-classical_monocytes,1.2707571341843948,0.2986559139784946,0.135752688172043,11,0.52482888094103,0.8672515617632361,3_A5T
P0_A5T,2019_NAT_IMMUNOL_Nakayama---LungTRreg_vs_LungTRM_dn,1.2036929870762763,0.31634205721241626,0.14858490566037735,12,0.499843065431555,0.8280253071391509,3_A5T
P0_A5T,2018_CELL_Schmiedel_CD4---TH1-17_cells,-1.2530634105672782,0.3847912353347136,0.18656544743501266,23,0.4147748287577183,0.7291687859796809,3_A5T
P0_A5T,2019_NAT_COMMU_BIOL_Schoettler---CD8_TEM-Lung_vs_LDLN_dn,-1.209507800737255,0.3911679757439523,0.19796954314720813,30,0.4076367073787701,0.7034016191350937,3_A5T
P0_A5T,2019_NAT_COMMU_BIOL_Schoettler---CD8_TRM-Lung_vs_LDLN_up,1.1815543903697696,0.3911679757439523,0.20151077538324816,25,0.4076367073787701,0.6957017258783836,3_A5T
P0_A5T,2016_IMMUNITY_De_Simone---Treg_vs_Th1-or-Th17,1.1770035096821552,0.3968344248175894,0.2104424980093277,14,0.4013906604598114,0.6768665516514044,3_A5T
P0_A5T,2017_CELL_REP_Kumar---CD4Spleen_CD69pos_vs_neg_dn,1.1534692134072841,0.43966723388164114,0.2398184912081679,18,0.35687589888935195,0.6201173336639334,3_A5T
P0_A5T,2019_NAT_COMMU_Szabo---CD4-NV-CM,1.1630318755552564,0.500131358576073,0.28037667071688943,26,0.30091591403944645,0.5522581255143202,3_A5T
P0_A5T,2019_JEM_Beura---CD4_LP_TRM_dn,1.1189933202471705,0.5054113140730301,0.29099439295113855,7,0.29635504024656234,0.5361153791716209,3_A5T
P0_A5T,2019_NAT_IMMUNOL_Nakayama---LungTRreg,-1.0341660857175348,0.55,0.325,29,0.2596373105057561,0.48811663902112556,3_A5T
P0_A5T,2019_JEM_Beura---CD4_NLT_TRM_dn,1.0828852004866614,0.5549170237128864,0.34098469727212244,18,0.25577195172005435,0.4672651108591162,3_A5T
P0_A5T,2019_NAT_COMMU_BIOL_Schoettler---CD4_TEM-Lung_vs_LDLN_up,-1.1095211650345924,0.5549170237128864,0.34472118139739916,42,0.25577195172005435,0.4625320305421875,3_A5T
P0_A5T,2018_CELL_Schmiedel_allCellTypes---Naive_CD8+_T_cells,1.1321110353747046,0.557164843621173,0.35455944594074645,12,0.2540162948019517,0.45031093994592,3_A5T
P0_A5T,2019_NAT_COMMU_BIOL_Schoettler---CD4_TRM-Lung_vs_LDLN_up,1.0743765003128225,0.5682922945798874,0.37025104040810847,12,0.24542823247211368,0.4315037124343958,3_A5T
P0_A5T,2019_NAT_COMMU_BIOL_Schoettler---CD4_TCM-Lung_vs_LDLN_dn,-1.0195517860886931,0.5969036697247706,0.39793577981651373,21,0.22409575108601226,0.40018701014169356,3_A5T
P0_A5T,2019_NAT_COMMU_Szabo---Proliferation,1.0447809480915222,0.63841244515357,0.43532889874353287,35,0.1948986554780654,0.36118250181052136,3_A5T
P0_A5T,2019_JEM_Beura---CD4_NLT-SLO_TRM_dn,1.0185114881860653,0.63841244515357,0.44495412844036697,19,0.1948986554780654,0.35168475933835996,3_A5T
P0_A5T,2019_NAT_COMMU_BIOL_Schoettler---CD8_TRM-Lung_vs_LDLN_dn,1.0083869898535307,0.6550998653500898,0.4726056043496445,12,0.1836924898333922,0.3255011326323551,3_A5T
P0_A5T,2019_NAT_IMMUNOL_Nakayama---LungTRreg_vs_LungTRM_up,1.00216874501587,0.6550998653500898,0.4764362657091562,7,0.1836924898333922,0.3219951879996737,3_A5T
P0_A5T,2018_CELL_Schmiedel_CD4---TH17_cells,0.9842378794683428,0.6804554079696394,0.5222042793702059,74,0.1672003299863826,0.28215957353327475,3_A5T
P0_A5T,2017_CELL_REP_Kumar---CD4Lung_CD69pos_vs_neg_dn,0.9683444821908275,0.6804554079696394,0.5231416549789621,13,0.1672003299863826,0.28138069804317795,3_A5T
P0_A5T,2019_NAT_COMMU_Szabo---IFN-Response,-0.9570360530792502,0.6804554079696394,0.5258064516129032,39,0.1672003299863826,0.2791740894303149,3_A5T
P0_A5T,2019_NAT_COMMU_Szabo---CD4-CD8,-0.9130790852448298,0.7280002434274585,0.5735759493670886,27,0.13786847546830305,0.24140906737537254,3_A5T
P0_A5T,2019_JEM_Beura---CD4_SP_TRM_up,-0.8983924539658388,0.762729932073975,0.6135726303982053,38,0.11762921010861496,0.2121340211779426,3_A5T
P0_A5T,2018_CELL_Schmiedel_CD4---TH2_cells,0.8854270554102098,0.762729932073975,0.6240517626059795,60,0.11762921010861496,0.20477938582751515,3_A5T
P0_A5T,2017_CELL_REP_Kumar---CD4Lung_CD69pos_vs_neg_up,0.8994717199940246,0.7821850726106045,0.6558419439082548,14,0.10669047647479024,0.18320081178163353,3_A5T
P0_A5T,2018_CELL_Schmiedel_CD4---Naive_CD4+_T_cells,0.8546370422988244,0.7821850726106045,0.663672182821119,5,0.10669047647479024,0.17804638501045852,3_A5T
P0_A5T,2018_CELL_Schmiedel_allCellTypes---Naive_CD4+_T_cells,-0.8398065390340448,0.7940009947330163,0.6857281318148777,59,0.10017895348374839,0.1638480333531257,3_A5T
P0_A5T,2019_NAT_IMMUNOL_Nakayama---Cir_CD44lo_Foxp3Inhibited,0.8361434706507256,0.8828222006133594,0.7758134490238612,7,0.05412675403026752,0.11024269600919895,3_A5T
P0_A5T,2018_CELL_Schmiedel_CD4---Memory_TREG_cells,0.7571963373447365,0.9297484091196427,0.8524887973840378,6,0.031634556083968694,0.06931131939266386,3_A5T
P0_A5T,2019_NAT_COMMU_BIOL_Schoettler---CD4_TCM-Lung_vs_LDLN_up,0.6592381686275284,0.9297484091196427,0.8555921690250049,12,0.031634556083968694,0.06773319904767204,3_A5T
P0_A5T,2019_JEM_Beura---CD4_IEL_TRM_up,0.7584115459319928,0.9297484091196427,0.8593129235802758,6,0.031634556083968694,0.06584865661507038,3_A5T
P0_A5T,2019_JEM_Beura---CD4_SP_TRM_dn,0.680263908716075,0.9376253094496267,0.8807995331193463,4,0.02797067819676038,0.05512292424037518,3_A5T
P0_A5T,2016_IMMUNITY_De_Simone---Th17_vs_Th1-or-Treg,-0.6404605809633069,0.9526726477683956,0.9098065677013045,44,0.02105630365380566,0.0410509324146807,3_A5T
P0_A5T,2018_CELL_Schmiedel_CD4---TFH_cells,0.7219921202233021,0.9526726477683956,0.9238037796542018,54,0.02105630365380566,0.03442026521178714,3_A5T
P0_A5T,2018_CELL_Schmiedel_CD4---Naive_TREG_cells,-0.6026025996199625,0.9542830394757372,0.9398242055442867,26,0.020322794843784284,0.026953373742797365,3_A5T
P0_A5T,2019_NAT_IMMUNOL_Nakayama---LungTRreg_Foxp3Promoted,0.6305726970137211,0.9843007186290769,0.9843007186290769,5,0.006872197819689967,0.006872197819689967,3_A5T
P0_A8P,2019_JEM_Beura---CD4_FRT_TRM_up,1.7261514527448183,0.0032496750324967506,9.999000099990002e-5,18,2.488160066297988,4.000043427276863,3_A8P
P0_A8P,2019_NAT_IMMUNOL_Nakayama---LungTRM_Foxp3Inhibited,1.4535056721540796,0.0032496750324967506,9.999000099990002e-5,12,2.488160066297988,4.000043427276863,3_A8P
P0_A8P,2019_NAT_IMMUNOL_Nakayama---Cir_CD44hi_vs_CD44lo_dn,1.3162298748685004,0.006499350064993501,2.9997000299970003e-4,15,2.187130070634007,3.5229221725572004,3_A8P
P0_A8P,2016_IMMUNITY_De_Simone---Th17_vs_Th1-or-Treg,1.6237614209254803,0.012763450713444167,7.854431208273334e-4,30,1.894031894329143,3.1048852596440364,3_A8P
P0_A8P,2018_CELL_Schmiedel_CD4---Naive_CD4+_T_cells,1.613392880774983,0.01660088228465289,0.0012769909449732992,10,1.7798688299615195,2.8938121822683565,3_A8P
P0_A8P,2016_IMMUNITY_De_Simone---Th1_vs_Th17-or-Treg,-2.16572048057873,0.016641065028161803,0.0015360983102918587,39,1.7788188823089799,2.8135809885681917,3_A8P
P0_A8P,2019_NAT_IMMUNOL_Nakayama---LungTRreg_Foxp3Promoted,1.3443939569063161,0.030875,0.003508420208500401,10,1.510393033732278,2.4548883961202104,3_A8P
P0_A8P,2015_NAT_IMMUNOL_Choi---GC-Tfh,1.295540629115671,0.030875,0.0038,18,1.510393033732278,2.42021640338319,3_A8P
P0_A8P,2015_NAT_IMMUNOL_Choi---Tfh,1.3031841337488212,0.046249972205545546,0.00640384230538323,20,1.3348885239191501,2.193559371122681,3_A8P
P0_A8P,2018_CELL_Schmiedel_allCellTypes---Naive_CD4+_T_cells,-1.8106947519892231,0.05904757142380905,0.01,30,1.2287979598443382,2,3_A8P
P0_A8P,2019_NAT_COMMU_BIOL_Schoettler---CD8_TRM-Lung_vs_LDLN_dn,1.2435887965570867,0.05904757142380905,0.0104,12,1.2287979598443382,1.9829666607012197,3_A8P
P0_A8P,2019_JEM_Beura---CD4_NLT_TRM_up,1.23772753668597,0.05904757142380905,0.010901090109010901,14,1.2287979598443382,1.962530070439569,3_A8P
P0_A8P,2019_NAT_COMMU_Szabo---CD8-cytokine,-1.5160328577284243,0.06700553030646846,0.014652014652014652,52,1.173889351292246,1.8341026557127937,3_A8P
P0_A8P,2018_CELL_Schmiedel_allCellTypes---Classical_monocytes,1.2345756438560445,0.06700553030646846,0.0159015901590159,12,1.173889351292246,1.798559444059741,3_A8P
P0_A8P,2019_NAT_COMMU_BIOL_Schoettler---CD4_TCM-Lung_vs_LDLN_dn,1.350372256840979,0.06700553030646846,0.017474347251854108,13,1.173889351292246,1.7575990381981612,3_A8P
P0_A8P,2018_CELL_Schmiedel_CD4---TH1-17_cells,1.5029004990265011,0.06700553030646846,0.017480719794344474,35,1.173889351292246,1.7574406886194713,3_A8P
P0_A8P,2019_JEM_Beura---CD4_SP_TRM_dn,1.4698994349287562,0.06700553030646846,0.017524523310922517,14,1.173889351292246,1.7563537865568277,3_A8P
P0_A8P,2017_CELL_REP_Kumar---CD4Spleen_CD69pos_vs_neg_up,1.3535970608291061,0.08575974812851787,0.02374885332789726,18,1.066716503147521,1.6243573546870704,3_A8P
P0_A8P,2019_NAT_COMMU_BIOL_Schoettler---CD4_TCM-Lung_vs_LDLN_up,-1.5724423934719638,0.10975979964330436,0.03208363374188897,33,0.9595566944023267,1.4937164500923532,3_A8P
P0_A8P,2018_CELL_Schmiedel_allCellTypes---Naive_B_cells,1.242644354618223,0.12785285285285286,0.03933933933933934,18,0.8932895768716812,1.4051729378505555,3_A8P
P0_A8P,2019_NAT_COMMU_BIOL_Schoettler---CD4_TRM-Lung_vs_LDLN_up,1.3098246200887274,0.21771973243482323,0.07034022124817366,19,0.6621022080778705,1.1527962699868068,3_A8P
P0_A8P,2019_NAT_IMMUNOL_Nakayama---Cir_CD44lo_Foxp3Promoted,1.1791980666173905,0.22149122807017546,0.07903161264505802,24,0.6546434688817924,1.102199156163971,3_A8P
P0_A8P,2019_JEM_Beura---CD4_SP_TRM_up,-1.4133621658363769,0.22149122807017546,0.0795774647887324,14,0.6546434688817924,1.0992099008996368,3_A8P
P0_A8P,2019_NAT_COMMU_BIOL_Schoettler---CD4_TEM-Lung_vs_LDLN_up,-1.4628928555904472,0.22149122807017546,0.08178137651821862,28,0.6546434688817924,1.087345583813042,3_A8P
P0_A8P,2019_JEM_Beura---CD4_IEL_TRM_up,1.1800540161008917,0.35954943176103793,0.13828824298501458,15,0.4442413932776254,0.8592147412484434,3_A8P
P0_A8P,2018_CELL_Schmiedel_allCellTypes---NK_cells,-1.2944951419072315,0.38461538461538464,0.15384615384615385,29,0.414973347970818,0.8129133566428556,3_A8P
P0_A8P,2019_NAT_IMMUNOL_Nakayama---LungTRreg_vs_LungTRM_up,1.150020965136535,0.4230762090411213,0.1757393483709273,12,0.37358139578112265,0.7551309882649909,3_A8P
P0_A8P,2018_CELL_Schmiedel_allCellTypes---Naive_CD8+_T_cells,-1.190760995223017,0.6280810782462766,0.27055800293685756,77,0.20198429008105967,0.567739615381696,3_A8P
P0_A8P,2019_JEM_Beura---CD4_IEL_TRM_dn,-1.0610478529960805,0.6784715750232991,0.3027027027027027,22,0.1684683426529139,0.5189837013968134,3_A8P
P0_A8P,2019_NAT_COMMU_BIOL_Schoettler---CD8_TEM-Lung_vs_LDLN_dn,1.1231538530446867,0.7318951952281626,0.3377977824129981,11,0.13555110390445554,0.47134320582764866,3_A8P
P0_A8P,2018_CELL_Schmiedel_CD4---Memory_TREG_cells,1.080394068767683,0.7386363636363636,0.3610379079667545,20,0.13156931550731304,0.4424471959988977,3_A8P
P0_A8P,2019_JEM_Beura---CD4_FRT_TRM_dn,-1.0133336670145776,0.7386363636363636,0.36363636363636365,37,0.13156931550731304,0.43933269383026263,3_A8P
P0_A8P,2013_IMMUNITY_Locci---non-GC-Tfh,1.042919044143847,0.7390537381502145,0.38887777555511105,11,0.13132398199272347,0.4101868761623344,3_A8P
P0_A8P,2019_NAT_IMMUNOL_Nakayama---LungTRreg_Foxp3Inhibited,1.0544535259603682,0.7390537381502145,0.3943803311590567,20,0.13132398199272347,0.40408475266107974,3_A8P
P0_A8P,2019_JEM_Beura---CD4_LP_TRM_dn,1.053165551283217,0.7390537381502145,0.39795201285011544,12,0.13132398199272347,0.40016929428530346,3_A8P
P0_A8P,2018_CELL_Schmiedel_CD4---Naive_TREG_cells,-1.0055284994989255,0.8010450557034408,0.44365572315882873,38,0.09634305583451945,0.3529539117100878,3_A8P
P0_A8P,2019_NAT_COMMU_BIOL_Schoettler---CD4_TEM-Lung_vs_LDLN_dn,1.021977369364317,0.825455162275246,0.4820729135281711,13,0.08330651211081933,0.31688726975267917,3_A8P
P0_A8P,2019_NAT_IMMUNOL_Nakayama---LungTRM_Foxp3Promoted,-1.4506870261668148,0.825455162275246,0.5,31,0.08330651211081933,0.3010299956639812,3_A8P
P0_A8P,2019_NAT_COMMU_Szabo---CD8-cytotoxic,1.013311144970919,0.825455162275246,0.5015354244351832,13,0.08330651211081933,0.2996983864852616,3_A8P
P0_A8P,2019_NAT_COMMU_Szabo---CD4-NV-CM,1.0038806000573355,0.825455162275246,0.5079724075539975,9,0.08330651211081933,0.2941598774257125,3_A8P
P0_A8P,2019_NAT_COMMU_Szabo---IFN-Response,0.9880830126897585,0.8483275483680173,0.5350989151244416,13,0.07143642960336546,0.27156592952648556,3_A8P
P0_A8P,2016_IMMUNITY_De_Simone---Treg_vs_Th1-or-Th17,0.9738388742902685,0.9139800353441276,0.5905717151454363,15,0.039063290737258165,0.2287273569822133,3_A8P
P0_A8P,2019_JEM_Beura---CD4_NLT-SLO_TRM_up,0.9536825835522421,0.9329697801294131,0.6171953930086886,20,0.03013242327985881,0.20957732434312787,3_A8P
P0_A8P,2018_CELL_Schmiedel_CD4---TH1_cells,-0.8499793249506381,0.958060978756343,0.6485335856196783,56,0.01860684802522666,0.1880675281818948,3_A8P
P0_A8P,2019_NAT_COMMU_BIOL_Schoettler---CD4_TRM-Lung_vs_LDLN_dn,0.9241142184918052,0.97389909594634,0.6742378356551585,9,0.011486037314191047,0.17118688018170294,3_A8P
P0_A8P,2018_CELL_Schmiedel_CD4---TH17_cells,0.8580881701778051,0.981320773764146,0.7118103963353913,64,0.008189007396421059,0.14763567320472148,3_A8P
P0_A8P,2017_CELL_REP_Kumar---CD4Lung_CD69pos_vs_neg_up,0.9165370448578428,0.981320773764146,0.7122655701534449,17,0.008189007396421059,0.1473580482902211,3_A8P
P0_A8P,2018_CELL_Schmiedel_allCellTypes---Non-classical_monocytes,0.8615891269169859,0.981320773764146,0.766497461928934,8,0.008189007396421059,0.1154892788684235,3_A8P
P0_A8P,2013_IMMUNITY_Locci---GC-Tfh,0.880138056586103,0.981320773764146,0.7693080245053731,17,0.008189007396421059,0.11389973749566248,3_A8P
P0_A8P,2019_NAT_IMMUNOL_Nakayama---LungTRreg,0.9157121724681726,0.981320773764146,0.7745,18,0.008189007396421059,0.11097857790477521,3_A8P
P0_A8P,2019_NAT_COMMU_BIOL_Schoettler---CD8_TEM-Lung_vs_LDLN_up,-0.7262787016675812,0.981320773764146,0.7970479704797048,35,0.008189007396421059,0.09851553972347485,3_A8P
P0_A8P,2019_NAT_COMMU_Szabo---Treg,0.7449248424117342,0.981320773764146,0.8118285780293404,14,0.008189007396421059,0.09053566469403225,3_A8P
