,P0,P1,P2,P3,P4,P5,P6,P7
Mxd3,0.022610075771808624,0.01082852203398943,0.33462709188461304,0.00987913180142641,0.08678991347551346,0.8180463910102844,0.017809828743338585,0.07908228039741516
Wdhd1,0.03973739221692085,0.030714290216565132,0.17903612554073334,0.04305147007107735,0.19999969005584717,0.18344755470752716,0.03849111869931221,0.03117675706744194
Cd80,0.0,0.0,0.010054460726678371,0.03786293789744377,0.025541353970766068,0.017516903579235077,0.045390356332063675,0.032646000385284424
Ube2a,0.2814212143421173,0.3062938153743744,0.6200484037399292,0.4317854046821594,0.7483786940574646,0.7614688277244568,0.5065650939941406,0.8428871035575867
Pdlim4,0.07061055302619934,0.00859366450458765,0.0,0.005972933489829302,0.0,0.0,0.0,0.0
Hmga1,0.028408152982592583,0.007367677055299282,0.08707955479621887,0.0100059499964118,0.07213748246431351,0.05516673997044563,0.037411611527204514,0.0354815274477005
Gmeb2,0.02534100040793419,0.02516692876815796,0.04473886638879776,0.03421396017074585,0.020844191312789917,0.09232011437416077,0.04869087412953377,0.10320480167865753
Lag3,0.009119515307247639,0.012928414158523083,0.1903931051492691,0.4581335783004761,0.32485610246658325,0.25951114296913147,0.2988496720790863,0.2630968391895294
Gata1,0.02040060982108116,0.0042975302785634995,0.0,0.0,0.0,0.0016438435995951295,0.0,0.0
Ncr1,0.0,0.0,0.0,0.0,0.002328805858269334,0.011103011667728424,0.10411001741886139,0.0
Zdhhc15,0.03470704331994057,0.004445248283445835,0.04137720912694931,0.0466533899307251,0.06630546599626541,0.07439061254262924,0.052227575331926346,0.026040058583021164
Asb1,0.019825324416160583,0.010306564159691334,0.02911802940070629,0.03907359763979912,0.03070382960140705,0.06332875788211823,0.015871671959757805,0.036427658051252365
Igf1r,0.03443019837141037,0.018743695691227913,0.0,0.0,0.0,0.0,0.0,0.0
Tnfrsf1b,0.06735385954380035,0.0458562895655632,0.1487499177455902,0.13023775815963745,0.11847512423992157,0.0988868996500969,0.11418294906616211,0.22338172793388367
Plagl2,0.04610537365078926,0.02152508683502674,0.14528809487819672,0.07520633190870285,0.09551215916872025,0.07946020364761353,0.05982166528701782,0.06697246432304382
Il4ra,0.19338402152061462,0.19665110111236572,0.11697672307491302,0.1191120594739914,0.05837511643767357,0.0508933886885643,0.05283620208501816,0.06857511401176453
Tax1bp3,0.058226101100444794,0.0796499252319336,0.09107162803411484,0.07047584652900696,0.13468950986862183,0.1597869098186493,0.20129255950450897,0.1439838409423828
Zdhhc16,0.07386695593595505,0.0397927351295948,0.1683008372783661,0.07881767302751541,0.16685116291046143,0.12896260619163513,0.08764897286891937,0.11848229169845581
Irf4,0.004711841233074665,0.0031616201158612967,0.07178878039121628,0.048581887036561966,0.03585832938551903,0.05178613215684891,0.054894477128982544,0.034172073006629944
Klrg1,0.02734573930501938,0.015362728387117386,0.2784402370452881,0.10876049101352692,0.7649868130683899,0.826520562171936,0.8824368715286255,1.068183183670044
Ly6c1,0.18383321166038513,0.013856936246156693,0.033549632877111435,0.016656571999192238,0.009602556936442852,0.016092946752905846,0.0,0.03726845234632492
Zbtb32,0.012623208574950695,0.009225105866789818,0.44602829217910767,0.46637848019599915,0.444425493478775,0.2946009039878845,0.3014261722564697,0.3354109525680542
Phf5a,0.38925427198410034,0.32041025161743164,0.9685078859329224,0.6435307860374451,0.9076982140541077,0.8935348391532898,0.6666507124900818,0.6942650079727173
Ppargc1b,0.06423480063676834,0.051833514124155045,0.04493146389722824,0.03530308976769447,0.04114513099193573,0.010544823482632637,0.016332248225808144,0.0
Ddx20,0.0307071004062891,0.04165979102253914,0.08078747242689133,0.049435943365097046,0.056010957807302475,0.10904444754123688,0.04604840651154518,0.06166583672165871
Hif1a,0.19713450968265533,0.19666297733783722,0.5544666647911072,0.6581215858459473,0.4906231760978699,0.5081475973129272,0.3765121102333069,0.47013163566589355
Upf1,0.09675862640142441,0.0771523043513298,0.23871617019176483,0.11080456525087357,0.17229197919368744,0.16304008662700653,0.10439345240592957,0.176424041390419
Chd3,0.9252287149429321,0.7533194422721863,0.4242425560951233,0.4261467456817627,0.23260332643985748,0.33756470680236816,0.34783434867858887,0.23942087590694427
Itgb2,0.5636803507804871,0.3474864363670349,0.8935834765434265,1.0084030628204346,1.1928644180297852,1.4495242834091187,1.4337023496627808,1.4816068410873413
Tcerg1,0.16811570525169373,0.11206040531396866,0.3833370506763458,0.1569160521030426,0.36249303817749023,0.39354294538497925,0.2018914669752121,0.21537691354751587
Gtf2f1,0.1671796590089798,0.1931309551000595,0.4256855547428131,0.22190457582473755,0.3728523552417755,0.4394455850124359,0.2697812020778656,0.3553186357021332
Tet1,0.030179226770997047,0.026613911613821983,0.011346854269504547,0.01023068092763424,0.005286275874823332,0.0,0.0,0.0
Nap1l1,0.7309139966964722,0.8480224609375,1.6107280254364014,1.213692545890808,1.6613788604736328,1.695507526397705,1.0538434982299805,1.219915509223938
E2f3,0.019707191735506058,0.015810582786798477,0.17178112268447876,0.027629518881440163,0.1649501621723175,0.12349127978086472,0.024393802508711815,0.027287976816296577
Fkbp2,0.20770233869552612,0.19353936612606049,0.7575896978378296,0.2338176965713501,0.8394050002098083,0.918113112449646,0.3437980115413666,1.0106079578399658
Stat1,0.8678165078163147,1.1959203481674194,0.6591155529022217,0.7161777019500732,0.4764580726623535,0.5231231451034546,0.5266624689102173,0.49856865406036377
Brpf1,0.05395858362317085,0.07466214150190353,0.0785026028752327,0.07634507864713669,0.17568114399909973,0.19179300963878632,0.10874618589878082,0.08153609186410904
Zeb1,0.2429889440536499,0.12585486471652985,0.14658990502357483,0.11250973492860794,0.09306597709655762,0.1316637396812439,0.07623884081840515,0.06646186858415604
Zfp146,0.056988514959812164,0.02244536392390728,0.011429393664002419,0.019785769283771515,0.02261175774037838,0.028011349961161613,0.025181498378515244,0.019706375896930695
Tcf7,1.3790363073349,1.1449226140975952,0.45765918493270874,1.398318886756897,0.17151665687561035,0.1058453619480133,0.22988958656787872,0.12337127327919006
Gtf2ird1,0.03934857249259949,0.003709500189870596,0.04339953511953354,0.005078765098005533,0.005943512078374624,0.005345142912119627,0.0,0.0
Zbtb7b,0.003918938804417849,0.0,0.0242723748087883,0.04800073057413101,0.06724529713392258,0.029681101441383362,0.08079148083925247,0.07081806659698486
E2f6,0.030144749209284782,0.03305882588028908,0.09832490235567093,0.0548567995429039,0.08486995100975037,0.07438603788614273,0.02441808208823204,0.025300679728388786
Mxd1,0.04339393228292465,0.034014131873846054,0.044772662222385406,0.11356877535581589,0.05953953415155411,0.07276192307472229,0.17006219923496246,0.08392786979675293
Ccr2,0.01766771450638771,0.01110002025961876,0.2597702145576477,0.14570409059524536,0.4383038580417633,0.4675554037094116,0.7028147578239441,0.6017331480979919
Smyd2,0.04678162932395935,0.044044118374586105,0.1557440161705017,0.062432125210762024,0.05255166441202164,0.044983912259340286,0.01690012961626053,0.0
Eya2,0.05145573988556862,0.021652869880199432,0.05904338136315346,0.035463131964206696,0.004688633605837822,0.026951178908348083,0.01963130198419094,0.0283354464918375
Tcf4,0.059105344116687775,0.014150881208479404,0.03649594634771347,0.015705963596701622,0.015113567002117634,0.0217297300696373,0.01949567161500454,0.02536839433014393
Mta1,0.12094487994909286,0.0844767615199089,0.26616981625556946,0.2126096934080124,0.18327580392360687,0.20273281633853912,0.13469626009464264,0.13573326170444489
Fkbp5,0.13196325302124023,0.05218835920095444,0.4279090166091919,0.19664649665355682,0.37943729758262634,0.3612438142299652,0.20947815477848053,0.3095875084400177
Pou2f2,0.15669913589954376,0.1515803039073944,0.3904971182346344,0.6988446712493896,0.41860684752464294,0.43986329436302185,0.4534265100955963,0.2734026312828064
Igf2r,0.06928791105747223,0.07651426643133163,0.18923550844192505,0.16840434074401855,0.27915728092193604,0.2457423061132431,0.17110738158226013,0.21867921948432922
Ighm,1.2725868225097656,0.9616326093673706,0.8582066893577576,1.41435706615448,0.5036641955375671,0.4580022096633911,0.4934093654155731,0.5939074754714966
Izumo1r,0.04285278916358948,0.1262201964855194,0.03995770961046219,0.09133606404066086,0.009100445546209812,0.004061782266944647,0.020656464621424675,0.0
Suv39h1,0.045384664088487625,0.05983688309788704,0.25398293137550354,0.0360257662832737,0.12376787513494492,0.27961230278015137,0.027671152725815773,0.08304769545793533
Cd160,0.15835340321063995,0.08182898163795471,0.4905399978160858,0.7616108655929565,0.5570718050003052,0.4908658266067505,0.5012144446372986,0.5225569605827332
Mcm7,0.2158488631248474,0.07343386113643646,0.7872692346572876,0.12805625796318054,1.0217875242233276,0.9240384101867676,0.14841128885746002,0.3210066258907318
Brd8,0.21302838623523712,0.22850821912288666,0.4003000855445862,0.12009057402610779,0.19403985142707825,0.5689998865127563,0.17844009399414062,0.17738477885723114
Treml2,0.21040116250514984,0.21744394302368164,0.09723296761512756,0.05322647467255592,0.002679899102076888,0.011727342382073402,0.003619498573243618,0.0
Trps1,0.07021503895521164,0.035800207406282425,0.09723015129566193,0.19738198816776276,0.101260244846344,0.10721747577190399,0.1084303930401802,0.10258566588163376
Hcfc1,0.11906179040670395,0.10625346750020981,0.28520509600639343,0.15613922476768494,0.3069624602794647,0.3561227023601532,0.1974240094423294,0.21788015961647034
Ezh2,0.12275393307209015,0.07872195541858673,0.8285964727401733,0.24401268362998962,0.7328353524208069,1.1867858171463013,0.21688389778137207,0.4140028655529022
Dpy30,0.3978659510612488,0.36446335911750793,0.8798912167549133,0.5160804390907288,1.0005104541778564,0.9628791809082031,0.5598335862159729,0.6756888628005981
Gabpb1,0.06853456795215607,0.09665359556674957,0.16684481501579285,0.10342629998922348,0.13391880691051483,0.20014223456382751,0.0968611091375351,0.1649891585111618
Entpd1,0.0,0.0,0.018479444086551666,0.0,0.02428048849105835,0.0377352200448513,0.06311965733766556,0.07291866093873978
Cbfa2t2,0.016761161386966705,0.042273011058568954,0.04652402922511101,0.04529011622071266,0.055502112954854965,0.0666801780462265,0.03921985626220703,0.03688562661409378
Trbc1,2.074756383895874,1.5821866989135742,1.8717068433761597,2.568510055541992,1.978291630744934,1.8571724891662598,1.953598141670227,1.6908879280090332
Chaf1a,0.011498626321554184,0.004704404156655073,0.29823336005210876,0.019949065521359444,0.37956154346466064,0.3411373496055603,0.007479655556380749,0.05343438684940338
Smyd1,0.0,0.0,0.03605341166257858,0.045138925313949585,0.03759251534938812,0.012999084778130054,0.020056458190083504,0.0177490022033453
Tef,0.03602704405784607,0.011562018655240536,0.012394123710691929,0.026235582306981087,0.007832487113773823,0.007282634265720844,0.02072817273437977,0.008826857432723045
Dennd4a,0.04852490499615669,0.09940627962350845,0.2313132882118225,0.3340608477592468,0.3724246919155121,0.4344295859336853,0.41110479831695557,0.3364318609237671
Fmr1,0.12630845606327057,0.09667334705591202,0.3104498088359833,0.16787229478359222,0.2997383773326874,0.4275130331516266,0.16552242636680603,0.24153770506381989
Sell,1.2025290727615356,1.3138750791549683,0.4154961407184601,0.3295736610889435,0.05287928879261017,0.04967188835144043,0.1462750881910324,0.05535667762160301
Cxcr3,0.05075392872095108,0.09184787422418594,0.6413982510566711,1.0055218935012817,0.6859391331672668,0.691977858543396,0.773408830165863,0.6166257262229919
Adgre5,0.3807608187198639,0.4993993937969208,0.45778268575668335,0.726832926273346,0.5443941950798035,0.6450849771499634,0.8655497431755066,0.853692352771759
Pdcd1,0.007902439683675766,0.008677414618432522,0.2529122829437256,0.25205302238464355,0.15585282444953918,0.11807069927453995,0.08891994506120682,0.0840638056397438
Znhit3,0.08781836926937103,0.08249979466199875,0.2514253854751587,0.06224820390343666,0.2416633516550064,0.22078073024749756,0.09427503496408463,0.17326755821704865
Il18rap,0.021300384774804115,0.03371351584792137,0.18578648567199707,0.29922863841056824,0.3700089156627655,0.5045896768569946,0.5451637506484985,0.47417619824409485
Htatip2,0.13731977343559265,0.11774753779172897,0.28624099493026733,0.32933545112609863,0.35527554154396057,0.28358250856399536,0.4847498834133148,0.4396766126155853
Hist3h2ba,0.05897913873195648,0.04766108840703964,0.09831107407808304,0.1028832420706749,0.05529310554265976,0.2356480062007904,0.10185392200946808,0.08696269243955612
Cd101,0.008935733698308468,0.015444306656718254,0.018891649320721626,0.01400522980839014,0.014096888713538647,0.0,0.04984033852815628,0.009054545313119888
Runx2,0.028057150542736053,0.012026229873299599,0.26545417308807373,0.2730181813240051,0.2622595727443695,0.2858433425426483,0.24067381024360657,0.20430222153663635
Mxd4,0.20373328030109406,0.16629160940647125,0.13455042243003845,0.46443769335746765,0.1947866678237915,0.17949409782886505,0.5002472996711731,0.306490957736969
Nsd2,0.040356893092393875,0.03581800311803818,0.4086560904979706,0.14780013263225555,0.4181825518608093,0.5178782939910889,0.09836838394403458,0.07543273270130157
Tlr1,0.07694177329540253,0.11866836249828339,0.08592992275953293,0.07222583144903183,0.01152920164167881,0.006363613065332174,0.02239980176091194,0.022958077490329742
Batf,0.23896478116512299,0.18429502844810486,0.7970361113548279,1.0852504968643188,0.6728167533874512,0.6490073204040527,0.616887092590332,0.6909331679344177
Itgal,0.3588049113750458,0.21826966106891632,0.5381069183349609,0.6955068111419678,0.8011986613273621,0.9185728430747986,0.9573543667793274,0.8829524517059326
Hist1h2bh,0.0034691053442656994,0.003342375624924898,0.03298105672001839,0.0,0.003394124796614051,0.03297709301114082,0.006042854860424995,0.01751897856593132
Hist1h2bb,0.002614408265799284,0.007821844890713692,0.02702747844159603,0.005551143549382687,0.015197989530861378,0.13066764175891876,0.0,0.027744097635149956
Igkc,0.051915593445301056,0.014573565684258938,0.3228117525577545,0.3647981286048889,0.24812184274196625,0.2120940089225769,0.23666366934776306,0.3195875287055969
Tnfrsf25,0.06175868585705757,0.020704666152596474,0.0393327996134758,0.28744420409202576,0.04033074900507927,0.03244179114699364,0.03660670295357704,0.025009524077177048
Baz1a,0.2372414618730545,0.24835646152496338,0.8242830038070679,0.443339079618454,0.6817829012870789,0.7255014181137085,0.4951120615005493,0.5248854756355286
Hist1h1d,0.007983908988535404,0.0,0.07903394103050232,0.007765201386064291,0.04951438680291176,0.15374450385570526,0.02205498144030571,0.015455651096999645
Itgam,0.0034049127716571093,0.0,0.12417656928300858,0.02293742261826992,0.14264607429504395,0.08216652274131775,0.18100187182426453,0.11234910041093826
Klrb1c,0.0022960975766181946,0.0040280804969370365,0.0,0.0,0.02179885096848011,0.03216532617807388,0.21163250505924225,0.030079521238803864
Vax2,0.0,0.0,0.01821393147110939,0.0,0.010487190447747707,0.01886574551463127,0.006860535126179457,0.007026344072073698
Ifngr2,0.13718286156654358,0.06278973072767258,0.021876774728298187,0.004327988252043724,0.004701788537204266,0.004879455082118511,0.01877889782190323,0.011779401451349258
Creb3l1,0.0043326509185135365,0.0,0.04401923716068268,0.01930643990635872,0.03961881995201111,0.01744375191628933,0.011763296090066433,0.009584384970366955
L3mbtl3,0.11003939062356949,0.06040387973189354,0.03752077370882034,0.03644784539937973,0.04895618557929993,0.03164880722761154,0.07288878411054611,0.05787697434425354
Zfp286,0.018751155585050583,0.005126667208969593,0.00853346660733223,0.007213471923023462,0.006322627887129784,0.007190304808318615,0.00276984297670424,0.0
Icos,0.08999497443437576,0.12495674192905426,0.459137499332428,0.6162858009338379,0.40642693638801575,0.38482433557510376,0.31914421916007996,0.39325183629989624
Abcg2,0.03030669130384922,0.017118535935878754,0.007710893172770739,0.0,0.0024527881760150194,0.005505722016096115,0.0191786028444767,0.0062764897011220455
Cd81,0.03878040984272957,0.004820235539227724,0.0540524423122406,0.0054196384735405445,0.0048530190251767635,0.008500705473124981,0.0,0.0
H1f0,0.03614217787981033,0.01685968041419983,0.25629445910453796,0.11384481936693192,0.1455722451210022,0.250759482383728,0.13763272762298584,0.20149262249469757
Kntc1,0.0013645485742017627,0.0,0.06235325336456299,0.007757037412375212,0.05463467165827751,0.08732779324054718,0.0031581141520291567,0.04853392019867897
Hmgb3,0.05762449651956558,0.04389414191246033,0.34665727615356445,0.08663485199213028,0.2683430016040802,0.514390230178833,0.07337955385446548,0.4761800467967987
Lair1,0.06914769113063812,0.02973206713795662,0.14827296137809753,0.08029919862747192,0.21074658632278442,0.18709933757781982,0.25451478362083435,0.06802906095981598
Espl1,0.0032342432532459497,0.0,0.1332627832889557,0.0,0.054278288036584854,0.28952357172966003,0.0,0.05682595446705818
Ankra2,0.18554407358169556,0.11697189509868622,0.1907385140657425,0.25539857149124146,0.1788717657327652,0.1850811243057251,0.25675469636917114,0.3542414605617523
Klf10,0.033439699560403824,0.04870180785655975,0.1282820999622345,0.17574824392795563,0.204573392868042,0.2042710930109024,0.14387395977973938,0.06929978728294373
Ccr5,0.016590669751167297,0.011280681006610394,0.17402863502502441,0.15580198168754578,0.35217007994651794,0.38798004388809204,0.49406003952026367,0.34702903032302856
Smad1,0.058482151478528976,0.028880976140499115,0.039061833173036575,0.03107372857630253,0.010131989605724812,0.03244459256529808,0.016408296301960945,0.0
Klf11,0.010705316439270973,0.029542557895183563,0.0672961175441742,0.025949154049158096,0.09758267551660538,0.08788969367742538,0.06448320299386978,0.029465116560459137
Il6st,0.3169327676296234,0.16262474656105042,0.11963937431573868,0.07695481181144714,0.026849452406167984,0.04025869444012642,0.024138201028108597,0.03533492237329483
Rad51,0.016538944095373154,0.0,0.3283986747264862,0.005606925114989281,0.27220237255096436,0.4443846642971039,0.002880436135455966,0.10003582388162613
Cd7,0.6782069206237793,0.4777073264122009,0.3580334484577179,0.6107120513916016,0.2385445088148117,0.25454941391944885,0.40747758746147156,0.23622184991836548
Il7r,0.5971372723579407,0.8038159012794495,0.2391006350517273,0.18773598968982697,0.06071024388074875,0.053095411509275436,0.14413653314113617,0.06834886223077774
Havcr2,0.003873654641211033,0.004017142113298178,0.13894754648208618,0.008065899834036827,0.18680183589458466,0.15857768058776855,0.12449166923761368,0.30741721391677856
Tbx21,0.022335870191454887,0.016938146203756332,0.2897871732711792,0.22969897091388702,0.49714675545692444,0.47233542799949646,0.43894684314727783,0.4577435255050659
Preb,0.18856219947338104,0.12647490203380585,0.3907600939273834,0.20535892248153687,0.2638920247554779,0.3180745244026184,0.20884867012500763,0.13248708844184875
Tox,0.2008742094039917,0.16380976140499115,0.09468573331832886,0.2971528470516205,0.05231789872050285,0.08584755659103394,0.06583750247955322,0.019870979711413383
Hsf4,0.002368699526414275,0.0,0.012974390760064125,0.010609403252601624,0.044535424560308456,0.029303932562470436,0.020240608602762222,0.03822894021868706
Ctdp1,0.06610362231731415,0.06331963837146759,0.15419387817382812,0.08775235712528229,0.11835943907499313,0.16282428801059723,0.08432934433221817,0.04798354208469391
Rbmx,0.1122014969587326,0.08393271267414093,0.1744495928287506,0.1951078176498413,0.17690283060073853,0.2998284101486206,0.09985949844121933,0.17233595252037048
Nfkbiz,0.15231062471866608,0.13215287029743195,0.26452040672302246,0.5285565853118896,0.3309154212474823,0.27714893221855164,0.28068846464157104,0.3177490532398224
Smarca5,0.4287773072719574,0.3576275408267975,0.9979333877563477,0.5423833727836609,0.8811541199684143,0.9594234228134155,0.43842142820358276,0.7061646580696106
Nr4a1,0.07532090693712234,0.11300250142812729,0.1514907330274582,0.3226398229598999,0.18607620894908905,0.2560961842536926,0.2925655245780945,0.18418632447719574
Sirt5,0.10209393501281738,0.03203631937503815,0.03608250245451927,0.08644089847803116,0.03909501060843468,0.015299921855330467,0.020614296197891235,0.026583356782794
Jun,0.3383401036262512,0.6638375520706177,0.2915129065513611,0.4709891378879547,0.24336710572242737,0.2552339434623718,0.35321035981178284,0.20177222788333893
Toe1,0.07560402899980545,0.038291122764348984,0.261532187461853,0.13839085400104523,0.201996311545372,0.22312289476394653,0.1255902349948883,0.10117185115814209
Csrp2,0.0022892337292432785,0.007735916879028082,0.06924127787351608,0.03047706000506878,0.08613967895507812,0.09907703101634979,0.024983085691928864,0.024520153179764748
Fosb,0.07485207170248032,0.09671182185411453,0.17865648865699768,0.27071937918663025,0.15199311077594757,0.20136256515979767,0.1783720850944519,0.12653185427188873
Pcgf2,0.0024857220705598593,0.0,0.03608613833785057,0.0,0.053659114986658096,0.0248893853276968,0.024301281198859215,0.02080008015036583
Nr4a2,0.041742946952581406,0.035717178136110306,0.13680143654346466,0.37022864818573,0.2506233751773834,0.2022707760334015,0.29023224115371704,0.12387973070144653
Carf,0.04105684533715248,0.02211134135723114,0.022743873298168182,0.01367238163948059,0.00485081784427166,0.01821036823093891,0.016069963574409485,0.02431250363588333
Zfhx2,0.024827100336551666,0.0307020153850317,0.034422434866428375,0.12784019112586975,0.047531239688396454,0.024246012791991234,0.09994155168533325,0.03563002124428749
Egr3,0.024157240986824036,0.00574093870818615,0.009420806542038918,0.013798934407532215,0.0,0.017298901453614235,0.0,0.0
Sox13,0.011992102488875389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Snrpd1,0.5626392364501953,0.5169039964675903,1.2839207649230957,0.7158297896385193,1.4308850765228271,1.5210498571395874,0.6975215077400208,1.0177122354507446
Zfp41,0.008998489007353783,0.004541680216789246,0.022652754560112953,0.03643136844038963,0.03194345906376839,0.06746017187833786,0.00994779635220766,0.019907508045434952
Hdgf,0.5474569797515869,0.5950057506561279,1.137982964515686,0.6356081962585449,1.111183762550354,1.3052407503128052,0.5835516452789307,1.3629096746444702
Ctsl,0.07555487751960754,0.12356914579868317,0.0134150180965662,0.02452170103788376,0.018244512379169464,0.010584410279989243,0.022339360788464546,0.03435719013214111
Adam8,0.001193197094835341,0.004597218241542578,0.04732212424278259,0.0294053852558136,0.08254130929708481,0.0722980797290802,0.07185982912778854,0.03454488143324852
Lef1,1.2198824882507324,1.3200414180755615,0.6061102151870728,0.6824646592140198,0.4867057502269745,0.37942373752593994,0.5099986791610718,0.44868841767311096
Nmi,0.43673938512802124,0.40875086188316345,0.5197208523750305,0.5668438673019409,0.6902145147323608,0.5942155718803406,0.6054199934005737,0.8941439390182495
Scml4,0.29407092928886414,0.28288182616233826,0.1207951083779335,0.154001384973526,0.05381764471530914,0.06345400959253311,0.10590849071741104,0.05437897518277168
Actb,3.7572269439697266,3.1724801063537598,4.197197437286377,4.298186779022217,4.736053943634033,4.769167900085449,4.563663005828857,4.786279678344727
L1cam,0.010878476314246655,0.009366950020194054,0.0379292368888855,0.023539641872048378,0.045398008078336716,0.04623998701572418,0.04735312610864639,0.1122012659907341
Mbd4,0.021641546860337257,0.007159488741308451,0.0846128910779953,0.0,0.07275757938623428,0.06367690116167068,0.011090039275586605,0.0
Dot1l,0.06541687995195389,0.058872368186712265,0.11386548727750778,0.0683935210108757,0.11972378939390182,0.16090242564678192,0.06719513237476349,0.0647052675485611
Dnmt1,0.17316824197769165,0.07092779874801636,0.6931919455528259,0.16303183138370514,0.7141104936599731,0.9499549269676208,0.22560733556747437,0.2720656096935272
Klrk1,0.03481143340468407,0.017098944634199142,0.4059049189090729,0.6062802076339722,0.6158857345581055,0.799027681350708,0.9253881573677063,0.6804054975509644
Pttg1,0.2805861830711365,0.3488267660140991,0.4674628973007202,0.5863604545593262,0.5618776679039001,0.5856268405914307,0.463672399520874,0.7438383102416992
Cnot6,0.14572787284851074,0.1746646612882614,0.4025181531906128,0.10638008266687393,0.29049235582351685,0.4023084342479706,0.2144312709569931,0.3132648468017578
Mcm2,0.10936126857995987,0.09636177122592926,0.47927767038345337,0.05797411501407623,0.8287421464920044,0.447581946849823,0.08875354379415512,0.14435197412967682
Cxcr5,0.002725070808082819,0.009792170487344265,0.0,0.06747371703386307,0.0,0.0,0.012093570083379745,0.0
Aurkb,0.016920646652579308,0.02046375349164009,0.3913305997848511,0.028588999062776566,0.13671468198299408,0.8871318101882935,0.029067091643810272,0.07182047516107559
Ahr,0.02731284312903881,0.01085235271602869,0.0,0.010622316040098667,0.00696804653853178,0.00491369841620326,0.006683883257210255,0.0
Epas1,0.0016214175848290324,0.0,0.09362616389989853,0.030835269019007683,0.06409887969493866,0.0598485954105854,0.027875741943717003,0.06686253100633621
Il3ra,0.020953478291630745,0.01643315516412258,0.07379370927810669,0.12647855281829834,0.09727068990468979,0.11643579602241516,0.08926823735237122,0.10158661752939224
Med14,0.06429199874401093,0.06044311076402664,0.1419006735086441,0.07011126726865768,0.1381193846464157,0.18145620822906494,0.052929431200027466,0.0845358669757843
Btaf1,0.04903217405080795,0.028609145432710648,0.10871030390262604,0.07151010632514954,0.07756613940000534,0.14244836568832397,0.0567905530333519,0.057312291115522385
Lgals3,0.10166212916374207,0.05572296306490898,1.6444741487503052,0.7577586770057678,2.0754077434539795,1.6596969366073608,1.4326587915420532,1.8481016159057617
Med30,0.44228893518447876,0.3127954304218292,0.7241470217704773,0.4384304881095886,0.692197859287262,1.0201270580291748,0.4007605016231537,0.8730370402336121
Maml3,0.033295679837465286,0.012569584883749485,0.009154818952083588,0.0,0.0,0.0,0.0,0.0
Per1,0.029064198955893517,0.048256680369377136,0.030728641897439957,0.07298032194375992,0.03324888274073601,0.08539319038391113,0.05841362103819847,0.02688460424542427
Il2ra,0.012031500227749348,0.009025642648339272,0.08020862936973572,0.008065899834036827,0.04574207216501236,0.05311960726976395,0.05035071447491646,0.03800218179821968
Tardbp,0.22410185635089874,0.20989303290843964,0.5840669274330139,0.26510483026504517,0.4700804352760315,0.5087761282920837,0.30748555064201355,0.37388312816619873
Klrc1,0.044509876519441605,0.012316488660871983,0.4772111177444458,0.6976257562637329,0.7829276919364929,0.9146476984024048,0.9946580529212952,0.6776882410049438
Baz1b,0.2330319881439209,0.22629478573799133,0.6969783902168274,0.2842870354652405,0.5996370315551758,0.662682056427002,0.2450355440378189,0.2793589234352112
Brd9,0.27795323729515076,0.2820803225040436,0.5458469986915588,0.46708300709724426,0.5098413228988647,0.7550433278083801,0.37526434659957886,0.6039379835128784
Bard1,0.011949481442570686,0.006969982758164406,0.1336982101202011,0.021376322954893112,0.14502297341823578,0.22944696247577667,0.01577519066631794,0.026355622336268425
Itgax,0.013946889899671078,0.004810390993952751,0.19557222723960876,0.19093307852745056,0.5086227059364319,0.5405901074409485,0.6368370652198792,0.5521175265312195
Irf8,0.01590278372168541,0.023160098120570183,0.1504185050725937,0.13503636419773102,0.17354963719844818,0.14663685858249664,0.24537242949008942,0.08998166024684906
Atf6,0.019968289881944656,0.0,0.13321234285831451,0.12698222696781158,0.13755099475383759,0.12010740488767624,0.09105440974235535,0.11103535443544388
Slamf6,0.5140150785446167,0.6284708380699158,0.5128869414329529,0.9560930728912354,0.28495121002197266,0.2941264808177948,0.31650984287261963,0.2321791797876358
Rere,0.1281200647354126,0.0820239931344986,0.07251990586519241,0.0765654444694519,0.028498075902462006,0.062238506972789764,0.040654636919498444,0.051146335899829865
Nfkbia,0.8061114549636841,0.8819220066070557,1.013355016708374,1.756523609161377,1.2175806760787964,1.3213436603546143,1.298324704170227,1.006174921989441
Rbbp7,0.44416770339012146,0.4033142626285553,0.8967113494873047,0.3767804205417633,0.8619210720062256,1.0378847122192383,0.3858952224254608,0.6210827827453613
Cd5,0.31618285179138184,0.20937089622020721,0.3685872554779053,0.6496577262878418,0.3716002106666565,0.4170149564743042,0.380926251411438,0.4169257581233978
Hist1h1e,0.10145233571529388,0.05555387958884239,0.6613695025444031,0.14905259013175964,0.3864569664001465,1.2839967012405396,0.21574509143829346,0.34857377409935
Kdm4b,0.04376837611198425,0.03999900445342064,0.03451985865831375,0.035420313477516174,0.012096361257135868,0.01243206113576889,0.01656542718410492,0.01510209497064352
Mybl1,0.0,0.0,0.028032738715410233,0.0,0.019813593477010727,0.03856956213712692,0.0,0.005882040597498417
Sf1,0.2930617034435272,0.280475378036499,0.5652966499328613,0.4500335156917572,0.5262452960014343,0.7338215708732605,0.39023110270500183,0.47892630100250244
Orc1,0.003270587418228388,0.004409346729516983,0.06392790377140045,0.0,0.0943007543683052,0.028019020333886147,0.0,0.021336497738957405
