,NAV-P0,WT-P1,KO-P1,WT-P2,KO-P2,WT-P3,KO-P3,WT-P4,KO-P4,WT-P5,KO-P5,WT-P6,KO-P6,WT-P7,KO-P7
Brca1,0.006830359343439341,0.0,0.005784288514405489,0.0963326096534729,0.14425092935562134,0.0,0.0,0.12092063575983047,0.14573130011558533,0.12619923055171967,0.10319773107767105,0.006685809697955847,0.0,0.03136623278260231,0.019207051023840904
Krba1,0.0336410291492939,0.0,0.02070961706340313,0.0,0.02088070847094059,0.0,0.0,0.014240941032767296,0.018254509195685387,0.021212205290794373,0.005589161068201065,0.007005613762885332,0.0,0.0,0.0
Parp1,0.16387730836868286,0.093206986784935,0.1447695642709732,0.5004595518112183,0.4194411337375641,0.26565301418304443,0.23325246572494507,0.40599164366722107,0.35125723481178284,0.39320749044418335,0.31778064370155334,0.16243229806423187,0.23239946365356445,0.14025874435901642,0.1390746831893921
Smarcc2,0.09907498955726624,0.05379984900355339,0.07081349939107895,0.19936178624629974,0.10216962546110153,0.12423095107078552,0.09873952716588974,0.17948032915592194,0.1905958503484726,0.31910204887390137,0.252695232629776,0.11384750157594681,0.09548836201429367,0.05600886419415474,0.06776828318834305
Parp2,0.130840003490448,0.3042975068092346,0.0987316444516182,0.3178076446056366,0.22799497842788696,0.12941144406795502,0.11568166315555573,0.24218682944774628,0.17801885306835175,0.2884387671947479,0.2990019917488098,0.08177272230386734,0.11642301827669144,0.24534189701080322,0.2467799186706543
Sp2,0.09057998657226562,0.05963313579559326,0.062313854694366455,0.14845934510231018,0.13027270138263702,0.06943674385547638,0.12917569279670715,0.11831220239400864,0.14247778058052063,0.1995108276605606,0.2571271061897278,0.10867061465978622,0.14659203588962555,0.08711788803339005,0.03244754672050476
Zbtb20,0.31250619888305664,0.17663860321044922,0.20135091245174408,0.008509943261742592,0.11216691136360168,0.05066685751080513,0.05400688573718071,0.017370831221342087,0.015848616138100624,0.060049328953027725,0.0310005322098732,0.0716584324836731,0.05811461806297302,0.032887574285268784,0.02297726832330227
Mcm8,0.0019512365106493235,0.051495619118213654,0.0,0.08788055926561356,0.050813451409339905,0.0,0.0,0.05933522805571556,0.01750854216516018,0.05428614094853401,0.05379118770360947,0.0,0.00905471108853817,0.010380071587860584,0.014736322686076164
Igsf8,0.024043051525950432,0.0,0.018433827906847,0.1179286316037178,0.04938339814543724,0.0152636943385005,0.03817591071128845,0.0837528184056282,0.07385321706533432,0.1130128800868988,0.10248445719480515,0.009214879013597965,0.022227341309189796,0.009313267655670643,0.013920587487518787
Cd274,0.04849456250667572,0.11336268484592438,0.1580982655286789,0.019856983795762062,0.045819833874702454,0.05097077041864395,0.044681206345558167,0.05221758037805557,0.02472704090178013,0.051268093287944794,0.028653720393776894,0.05068044364452362,0.061448946595191956,0.03746625408530235,0.0
Ybx1,1.5472948551177979,1.4619593620300293,1.2787071466445923,2.7147293090820312,2.318601369857788,1.8762167692184448,2.001279830932617,2.4081549644470215,2.4039297103881836,2.4287221431732178,2.3252921104431152,1.8340880870819092,1.9498271942138672,2.228412389755249,2.2338273525238037
Ighd,0.0460500568151474,0.0,0.021162331104278564,0.0,0.010901161469519138,0.0,0.014002878218889236,0.0,0.0,0.004594435449689627,0.0,0.0,0.0,0.0,0.0
Thra,0.11277292668819427,0.1399369090795517,0.05874325707554817,0.008931878954172134,0.0,0.0,0.03393292799592018,0.01163879781961441,0.016024310141801834,0.0,0.014407198876142502,0.012822767719626427,0.0,0.012733529321849346,0.0
Nfix,0.03791116178035736,0.0,0.039761316031217575,0.0,0.0642753466963768,0.044276658445596695,0.0,0.0,0.010392284020781517,0.007151284720748663,0.0,0.0,0.009069755673408508,0.0,0.0
Plaur,0.03991112858057022,0.0,0.025439294055104256,0.0,0.0,0.05205459147691727,0.011698337271809578,0.0,0.0,0.0,0.0,0.027945086359977722,0.015369522385299206,0.0,0.018095865845680237
Gtf2e2,0.07601488381624222,0.05963313579559326,0.07914620637893677,0.2991667091846466,0.2252044528722763,0.1864360272884369,0.1021067202091217,0.23671233654022217,0.14323219656944275,0.2001030147075653,0.19697004556655884,0.1787179708480835,0.09820689260959625,0.23950040340423584,0.1627526581287384
Kdm5b,0.16285936534404755,0.04501698538661003,0.11069437861442566,0.0,0.11771348863840103,0.21652746200561523,0.18918514251708984,0.004096692893654108,0.009388360194861889,0.00837911106646061,0.0,0.12470971047878265,0.12359945476055145,0.022679027169942856,0.03224457427859306
Alcam,0.001665084739215672,0.0,0.0,0.219903826713562,0.15143373608589172,0.10091421753168106,0.16011224687099457,0.12005899101495743,0.12651285529136658,0.16434817016124725,0.15509532392024994,0.06014034152030945,0.055278658866882324,0.1591082215309143,0.05049581453204155
Bop1,0.1205880418419838,0.0,0.08804164081811905,0.22437170147895813,0.30189409852027893,0.10828989744186401,0.23211316764354706,0.2650829255580902,0.21006377041339874,0.2026228904724121,0.16697727143764496,0.1541830152273178,0.10698304325342178,0.11506826430559158,0.14238710701465607
Jazf1,0.0,0.0,0.0,0.009395277127623558,0.012841224670410156,0.0,0.0,0.008914667181670666,0.0,0.030054934322834015,0.015221631154417992,0.012691888026893139,0.009297155775129795,0.0,0.0
Il10ra,0.02644452452659607,0.08441855013370514,0.03702452778816223,0.05856659635901451,0.01390913501381874,0.07150653749704361,0.025770699605345726,0.10564938187599182,0.06141131743788719,0.05148954689502716,0.06997143477201462,0.1876981407403946,0.1063632220029831,0.09280633926391602,0.09191406518220901
Xrcc3,0.0,0.0,0.0,0.03688538447022438,0.011216110549867153,0.0,0.0,0.053597427904605865,0.025307103991508484,0.038315389305353165,0.03196382895112038,0.0,0.0,0.010380071587860584,0.0
E2f8,0.001697819447144866,0.0,0.0,0.35045984387397766,0.22074633836746216,0.034738507121801376,0.008130974136292934,0.16770389676094055,0.21962738037109375,0.33561545610427856,0.29343003034591675,0.009173109196126461,0.0,0.010402054525911808,0.0
Zeb2,0.01145536731928587,0.0,0.013131649233400822,0.13194620609283447,0.11725040525197983,0.19069774448871613,0.06489317119121552,0.37429484724998474,0.339767724275589,0.4364061653614044,0.5657026171684265,0.6890517473220825,0.5477010607719421,0.6934155225753784,0.35883426666259766
Hdac6,0.013979065231978893,0.0,0.0075567662715911865,0.081780806183815,0.028342528268694878,0.0,0.0,0.029453441500663757,0.016660697758197784,0.05131411924958229,0.0379570908844471,0.0,0.0,0.06266029179096222,0.04972714185714722
Mybl2,0.011090818792581558,0.0,0.0,0.3762853145599365,0.23688453435897827,0.0173655953258276,0.03278348222374916,0.28557589650154114,0.2316003143787384,0.2834266722202301,0.2736899256706238,0.006104110274463892,0.006754126399755478,0.01691362075507641,0.019207051023840904
Art4,0.05325095355510712,0.05201886594295502,0.017612170428037643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Polr2k,0.43140432238578796,0.2815561294555664,0.5227118134498596,0.8962769508361816,0.9393172264099121,0.6571877002716064,0.6200264692306519,1.070083498954773,0.9729419350624084,0.9426378011703491,0.942310094833374,0.8104350566864014,0.7687249183654785,0.9599140882492065,0.7143406867980957
Pcbd2,0.24183574318885803,0.2706640660762787,0.13762244582176208,0.6678593158721924,0.33921876549720764,0.3905513882637024,0.3075025975704193,0.5929319262504578,0.575198233127594,0.7025740742683411,0.7194159030914307,0.4802868664264679,0.4040985107421875,0.580146849155426,0.6392276883125305
Sema7a,0.0051237125881016254,0.0,0.0,0.04836504906415939,0.0,0.03244560956954956,0.042533185333013535,0.010260993614792824,0.03181459382176399,0.04127821326255798,0.01728525198996067,0.0,0.026459118351340294,0.02575109899044037,0.03380214422941208
Cd9,0.15904077887535095,0.09651260077953339,0.0694936215877533,0.17949312925338745,0.302153080701828,0.555962085723877,0.7054455876350403,0.2621156573295593,0.2618592083454132,0.13788577914237976,0.2016526609659195,0.26855483651161194,0.32230010628700256,0.2538973391056061,0.3289423882961273
Mllt1,0.040090836584568024,0.04828087240457535,0.036992818117141724,0.10830214619636536,0.03969360888004303,0.04898994415998459,0.033629875630140305,0.08637047559022903,0.10875813663005829,0.05625205859541893,0.06305857002735138,0.03524450957775116,0.05448862537741661,0.0580957867205143,0.06535464525222778
Cx3cr1,0.004111744929105043,0.0,0.01779034361243248,0.12677332758903503,0.07405469566583633,0.10046738386154175,0.025178909301757812,0.35975149273872375,0.4842773675918579,0.49755755066871643,0.5824913382530212,0.6180519461631775,0.37904104590415955,0.8855960369110107,0.5724692344665527
Slamf1,0.04058435186743736,0.0,0.0361139141023159,0.19886493682861328,0.06930399686098099,0.08574825525283813,0.09545589983463287,0.11053124070167542,0.08389218151569366,0.14749819040298462,0.10393770784139633,0.0521472729742527,0.0074052331037819386,0.1374848186969757,0.15503880381584167
Cbx1,0.40314728021621704,0.273221492767334,0.27081361413002014,0.9013651013374329,0.748386800289154,0.3274129331111908,0.4271114766597748,0.8293870091438293,0.7147523164749146,0.900977373123169,0.871027946472168,0.3251221776008606,0.3797731399536133,0.7734935879707336,0.655400276184082
Ing2,0.13731572031974792,0.31227007508277893,0.1479833424091339,0.3637077808380127,0.24321091175079346,0.3263581395149231,0.14329217374324799,0.2621847689151764,0.3529975712299347,0.4387836158275604,0.33632636070251465,0.21951983869075775,0.29940834641456604,0.2320227473974228,0.1847478151321411
Zfp354c,0.020850401371717453,0.0,0.012729663401842117,0.0,0.0,0.0,0.0,0.0,0.007239071652293205,0.0,0.011634689755737782,0.013947900384664536,0.0,0.0,0.0
Itgae,0.2219773530960083,0.0,0.019764970988035202,0.0,0.050194818526506424,0.0,0.0,0.00897273700684309,0.008302074857056141,0.011175164952874184,0.00414291163906455,0.01887631230056286,0.01690177246928215,0.02799353376030922,0.042948950082063675
Nrp1,0.005516817327588797,0.0,0.0,0.07691451907157898,0.0,0.12306187301874161,0.13807381689548492,0.08828726410865784,0.10545838624238968,0.06953318417072296,0.0418553352355957,0.09450461715459824,0.08097095787525177,0.08553268760442734,0.057186245918273926
Fcgr2b,0.0,0.0,0.0,0.019948171451687813,0.02206781506538391,0.06684087961912155,0.0,0.02786499634385109,0.03483649343252182,0.013918016105890274,0.04412887617945671,0.05600578337907791,0.07197453081607819,0.03976370021700859,0.08793690800666809
Tnfsf9,0.0025214250199496746,0.0,0.0,0.0966813787817955,0.06206039711833,0.034320369362831116,0.03047865629196167,0.09884972870349884,0.06492473930120468,0.06364672631025314,0.0531359538435936,0.07201823592185974,0.01745644398033619,0.0249643512070179,0.07227817177772522
Phf19,0.0,0.0,0.0,0.044325049966573715,0.07237277179956436,0.0,0.0,0.05471055954694748,0.054955676198005676,0.05132880061864853,0.0490015409886837,0.012043111957609653,0.0,0.009313267655670643,0.0
Suv39h2,0.01049622893333435,0.05069926753640175,0.013712715357542038,0.07141974568367004,0.1383914202451706,0.020450372248888016,0.04564337059855461,0.07368176430463791,0.06205547973513603,0.11927249282598495,0.10422483086585999,0.01400325819849968,0.023721080273389816,0.05207269638776779,0.02806098572909832
Cd68,0.006861444562673569,0.0,0.007311233319342136,0.0973011702299118,0.09120874851942062,0.21289487183094025,0.14775864779949188,0.13549627363681793,0.13325463235378265,0.09393345564603806,0.12815609574317932,0.13893944025039673,0.1869090050458908,0.07666122913360596,0.099123515188694
Taf12,0.22136631608009338,0.34060442447662354,0.19025276601314545,0.6363850235939026,0.3920253813266754,0.37265416979789734,0.3673648238182068,0.5249341130256653,0.5430132150650024,0.588127851486206,0.6014705300331116,0.38548827171325684,0.47311240434646606,0.5132662653923035,0.5966058373451233
Rora,0.06679762154817581,0.09610012173652649,0.03656170144677162,0.527405858039856,0.22822816669940948,0.4977879524230957,0.5231454968452454,0.41525107622146606,0.4760499894618988,0.448150634765625,0.4494285583496094,0.5947393178939819,0.5311313271522522,0.5873196721076965,0.684984028339386
Polr3k,0.19631409645080566,0.1499183028936386,0.08871842920780182,0.6289170980453491,0.4562346041202545,0.27014198899269104,0.3512548506259918,0.5336670875549316,0.3742135763168335,0.4570690393447876,0.5369172096252441,0.2786310315132141,0.35910263657569885,0.36397725343704224,0.4307864308357239
Hsf2,0.030546750873327255,0.0395859032869339,0.027097627520561218,0.0096038319170475,0.05882306024432182,0.0,0.030660774558782578,0.05070646107196808,0.0803816169500351,0.050495635718107224,0.02493295446038246,0.006820463575422764,0.02252276800572872,0.01097243931144476,0.0
Tnfrsf9,0.03453758731484413,0.0,0.025002339854836464,0.2656767666339874,0.272775799036026,0.12374197691679001,0.1813768595457077,0.22807864844799042,0.18662749230861664,0.1848735809326172,0.15516670048236847,0.050840433686971664,0.07296761125326157,0.10312515497207642,0.06521894782781601
Eng,0.05012045428156853,0.0,0.030851146206259727,0.0,0.02619129978120327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017305968329310417,0.0,0.0
S1pr1,0.9697384238243103,0.8112372756004333,0.7186003923416138,0.5754987001419067,0.482668399810791,0.6314259171485901,0.2944652736186981,0.53413987159729,0.5234890580177307,0.5668545365333557,0.5134125351905823,0.6356182098388672,0.542534589767456,0.5409567356109619,0.6871135234832764
Zfp358,0.052227720618247986,0.04196538031101227,0.04450433701276779,0.017325615510344505,0.03521963581442833,0.017103809863328934,0.0,0.02205950766801834,0.019170964136719704,0.024635853245854378,0.011151116341352463,0.012871090322732925,0.0244663767516613,0.0,0.0
Cnot6l,0.41239145398139954,0.33012163639068604,0.24690763652324677,0.6019663214683533,0.6131221652030945,0.7202010154724121,0.8420811891555786,0.5239706039428711,0.5358142852783203,0.560085117816925,0.5537676215171814,0.5509914755821228,0.5915331840515137,0.6129640340805054,0.5143529772758484
Rel,0.10553468018770218,0.24474996328353882,0.11402573436498642,0.3584769666194916,0.2523563504219055,0.25531628727912903,0.3835630714893341,0.18706320226192474,0.2166624218225479,0.236514151096344,0.2372599095106125,0.2591247260570526,0.21119435131549835,0.08811944723129272,0.21703825891017914
Trgv2,0.06819401681423187,0.0,0.0,0.0,0.0,0.0,0.0,0.01202244684100151,0.0159587599337101,0.015287038870155811,0.0,0.036645401269197464,0.024771517142653465,0.018542682752013206,0.020114237442612648
Klrd1,0.7666181921958923,1.0929770469665527,0.8337828516960144,0.5424545407295227,0.7452477812767029,1.3083757162094116,1.2524210214614868,1.1559207439422607,1.2976100444793701,1.1064932346343994,1.2086265087127686,1.8702656030654907,1.7329941987991333,1.4394044876098633,1.5180548429489136
E2f2,0.02808438614010811,0.04196538031101227,0.05226999148726463,0.48197516798973083,0.3483814299106598,0.10833465307950974,0.1442175656557083,0.30703553557395935,0.2849871516227722,0.5218546390533447,0.4473126232624054,0.12087291479110718,0.16573427617549896,0.24826042354106903,0.15979644656181335
Zfp1,0.07374125719070435,0.04250772297382355,0.06275605410337448,0.010152137838304043,0.0637509748339653,0.017597824335098267,0.03664989769458771,0.014240038581192493,0.04995644837617874,0.01481893565505743,0.016937868669629097,0.018866756930947304,0.030679231509566307,0.025028204545378685,0.03176410123705864
Hcls1,0.5002026557922363,0.3517492711544037,0.4003647565841675,0.90049147605896,0.7826426029205322,1.0408180952072144,0.9317297339439392,1.1635894775390625,1.061560034751892,1.0584920644760132,0.9979355931282043,1.17652428150177,1.1781061887741089,1.1202826499938965,1.2602462768554688
Hic1,0.008615219034254551,0.0,0.0,0.0,0.08573385328054428,0.04487793520092964,0.04994887486100197,0.04249390959739685,0.03601468354463577,0.013736986555159092,0.03582038730382919,0.012369268573820591,0.023911267518997192,0.013472598046064377,0.032283101230859756
Hopx,0.010542436502873898,0.0,0.07897081971168518,0.4211914837360382,0.22814591228961945,0.23475764691829681,0.33016467094421387,0.31179454922676086,0.32035619020462036,0.30847638845443726,0.25648996233940125,0.2956421375274658,0.3607754111289978,0.2201678454875946,0.16149023175239563
Ruvbl2,0.13913121819496155,0.15391477942466736,0.12827494740486145,0.3427010774612427,0.2616651654243469,0.1848357617855072,0.15273216366767883,0.26473185420036316,0.20424820482730865,0.18839290738105774,0.18590575456619263,0.117421455681324,0.13696280121803284,0.13272733986377716,0.12793980538845062
Crebl2,0.0748533234000206,0.0940033495426178,0.05656679347157478,0.0,0.011504024267196655,0.020483393222093582,0.03046923689544201,0.0,0.0,0.009178218431770802,0.0074101947247982025,0.017778804525732994,0.00783670973032713,0.05063609406352043,0.0
Eed,0.16706068813800812,0.09452659636735916,0.24569736421108246,0.46004828810691833,0.44208335876464844,0.14230914413928986,0.2278510183095932,0.46897879242897034,0.4011041224002838,0.4341123402118683,0.32753005623817444,0.22674943506717682,0.18070703744888306,0.3206131160259247,0.42260780930519104
Crtam,0.06503718346357346,0.0,0.07051877677440643,0.17285886406898499,0.22244949638843536,0.6004552245140076,0.5483719110488892,0.1098097413778305,0.1668308973312378,0.12449464201927185,0.08794043213129044,0.23154029250144958,0.3540301024913788,0.19096563756465912,0.24602575600147247
Habp4,0.04207953065633774,0.0,0.036535438150167465,0.027145735919475555,0.06286203116178513,0.0347016379237175,0.08058744668960571,0.06316672265529633,0.05334870144724846,0.11792909353971481,0.09673069417476654,0.06754901260137558,0.028707481920719147,0.02415681816637516,0.11081013083457947
Ube2i,0.8098137378692627,0.6569705009460449,0.8122332096099854,1.4205931425094604,1.1376315355300903,1.095360279083252,1.0004209280014038,1.2857317924499512,1.2825806140899658,1.4627360105514526,1.4807361364364624,1.1272798776626587,1.147609829902649,1.2578052282333374,1.3572447299957275
Zfp296,0.005403049290180206,0.0,0.016214139759540558,0.038768474012613297,0.08155893534421921,0.052699703723192215,0.14038211107254028,0.026104984804987907,0.027777375653386116,0.012383203022181988,0.0,0.009860041551291943,0.04087107628583908,0.011808286421000957,0.017468329519033432
Sox4,0.2262638509273529,0.04501698538661003,0.05671657994389534,0.010862448252737522,0.0857519879937172,0.0157468244433403,0.026575790718197823,0.007314595393836498,0.02342466078698635,0.011108791455626488,0.015995828434824944,0.006052015814930201,0.02911166474223137,0.015576806850731373,0.0
Tcf3,0.21755874156951904,0.23315858840942383,0.1982957422733307,0.49584105610847473,0.45818090438842773,0.39023256301879883,0.2526489496231079,0.4459376633167267,0.4211122393608093,0.5115782618522644,0.5882829427719116,0.3569032549858093,0.3605259954929352,0.5080090761184692,0.2928149402141571
Tdg,0.11235029250383377,0.15651798248291016,0.08757462352514267,0.26642489433288574,0.3423992097377777,0.204954594373703,0.20701421797275543,0.3015964925289154,0.2546077370643616,0.2816598117351532,0.2726151645183563,0.11064209043979645,0.15060266852378845,0.18252623081207275,0.23579737544059753
Klrc2,0.0,0.0,0.019001701846718788,0.2431633323431015,0.14277659356594086,0.3428693115711212,0.3098582923412323,0.27004367113113403,0.257725328207016,0.34889930486679077,0.24454167485237122,0.5375112295150757,0.3250507116317749,0.3930087089538574,0.3175560235977173
Taf15,0.22070816159248352,0.28873273730278015,0.16073010861873627,0.4379517734050751,0.36470961570739746,0.21308505535125732,0.25485023856163025,0.4174238443374634,0.34901705384254456,0.5411501526832581,0.4846417307853699,0.3529203236103058,0.3674485683441162,0.3416663408279419,0.3519577085971832
Cd44,0.015362154692411423,0.2141910195350647,0.018411211669445038,0.26631760597229004,0.2036701887845993,0.4378098249435425,0.3836079239845276,0.2943437099456787,0.2825470566749573,0.30597227811813354,0.3547329604625702,0.32582569122314453,0.3892430365085602,0.23719412088394165,0.25441789627075195
Ctnnbip1,0.013282009400427341,0.05546380206942558,0.012563098222017288,0.12776842713356018,0.13775290548801422,0.11800996959209442,0.09994673728942871,0.15594403445720673,0.17252884805202484,0.20366066694259644,0.19192242622375488,0.11692050844430923,0.13523361086845398,0.036865927278995514,0.10151557624340057
Cbfb,0.3098836839199066,0.26655858755111694,0.23145714402198792,0.7865937352180481,0.5560382008552551,0.27571338415145874,0.42656898498535156,0.569222092628479,0.5702003836631775,0.8595837354660034,0.8471622467041016,0.2924898564815521,0.31696608662605286,0.42634716629981995,0.5785142779350281
Nab1,0.2085341215133667,0.2125646024942398,0.12097678333520889,0.5653687119483948,0.3802436888217926,0.46771004796028137,0.5956305265426636,0.5956054329872131,0.639844536781311,0.6418140530586243,0.6812449097633362,0.38703596591949463,0.5418322682380676,0.49068376421928406,0.4836428761482239
Ezh1,0.08635997772216797,0.0,0.11982961744070053,0.057692889124155045,0.04917464032769203,0.19278407096862793,0.0871722400188446,0.05170594900846481,0.06071975454688072,0.07885582745075226,0.07312839478254318,0.1662404090166092,0.1759013533592224,0.012665396556258202,0.08332667499780655
Mtf1,0.07245825976133347,0.09394878894090652,0.03675239160656929,0.16397155821323395,0.2148115038871765,0.09718713164329529,0.08084692806005478,0.15486973524093628,0.0932597666978836,0.1458861529827118,0.07582345604896545,0.1257697492837906,0.12481168657541275,0.15816791355609894,0.11809272319078445
Sub1,1.502346158027649,1.6423710584640503,1.5238457918167114,2.7427868843078613,2.372844696044922,2.4897124767303467,2.4099035263061523,2.7516846656799316,2.6317150592803955,2.682450532913208,2.725372076034546,2.599531650543213,2.7079808712005615,2.609050750732422,2.5805904865264893
Rpa3,0.18442054092884064,0.08214832842350006,0.16742505133152008,0.8837546706199646,0.5423385500907898,0.24706311523914337,0.24191640317440033,0.736074686050415,0.6769894957542419,0.7962706685066223,0.7782149314880371,0.2108977884054184,0.23029635846614838,0.4237605035305023,0.4566217362880707
Mcm3,0.12378460168838501,0.20006272196769714,0.10359493643045425,0.8588733077049255,0.6269204020500183,0.09119061380624771,0.06771392375230789,1.07772958278656,1.0654253959655762,0.7751209139823914,0.703414797782898,0.15041384100914001,0.19358737766742706,0.36192479729652405,0.3189736604690552
Mxd3,0.014287363737821579,0.0,0.014391454868018627,0.5243744850158691,0.22357283532619476,0.011410150676965714,0.008943509310483932,0.09718211740255356,0.06886978447437286,0.8474192023277283,0.7659059166908264,0.02534502185881138,0.00884158443659544,0.06507918238639832,0.09995701164007187
Wdhd1,0.036886364221572876,0.0,0.03460247442126274,0.24657990038394928,0.15247167646884918,0.018424175679683685,0.058101486414670944,0.19406288862228394,0.2058713585138321,0.16255028545856476,0.2204436957836151,0.03853645920753479,0.040201928466558456,0.055017806589603424,0.0
Cd80,0.0,0.0,0.0,0.010862448252737522,0.013686437159776688,0.01712167263031006,0.05053815618157387,0.017364460974931717,0.03707998991012573,0.009751331992447376,0.030589543282985687,0.03384114429354668,0.062477972358465195,0.04684033244848251,0.014454818330705166
Ube2a,0.28117409348487854,0.47546517848968506,0.318381130695343,0.7369818687438965,0.5762719511985779,0.413039892911911,0.4432409703731537,0.7829037308692932,0.6992855072021484,0.758937656879425,0.7758066058158875,0.5246017575263977,0.5064284801483154,0.7951943874359131,0.9290769696235657
Pdlim4,0.07554247230291367,0.0,0.006503044627606869,0.0,0.0,0.0157468244433403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hmga1,0.024626756086945534,0.0,0.004452968947589397,0.0933416560292244,0.08786573261022568,0.0,0.01612069644033909,0.0724128857254982,0.07262837141752243,0.04517225921154022,0.07242651283740997,0.030811073258519173,0.0477047935128212,0.021214410662651062,0.055563222616910934
Gmeb2,0.026515670120716095,0.0,0.03344766050577164,0.037787362933158875,0.04923105239868164,0.06755669414997101,0.01383784506469965,0.02320164255797863,0.01785738579928875,0.08556855469942093,0.10471363365650177,0.030495660379529,0.05381276085972786,0.10476585477590561,0.10382559895515442
Lag3,0.006125934887677431,0.14795851707458496,0.0,0.3189695179462433,0.08714649826288223,0.3276192843914032,0.5378922820091248,0.3023928999900818,0.35493096709251404,0.2862122356891632,0.2188255339860916,0.2656978368759155,0.35564911365509033,0.3101869821548462,0.20682059228420258
Gata1,0.020001431927084923,0.0,0.005711556412279606,0.0,0.0,0.0,0.0,0.0,0.0,0.0026513608172535896,0.0,0.0,0.0,0.0,0.0
Ncr1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004044767934828997,0.0,0.017908083274960518,0.0,0.10474884510040283,0.035665180534124374,0.0,0.0
Zdhhc15,0.03655029088258743,0.050873395055532455,0.0,0.044219523668289185,0.011504024267196655,0.04769343137741089,0.04601781815290451,0.07962855696678162,0.044112976640462875,0.07626418024301529,0.07228484004735947,0.03023582138121128,0.08319283276796341,0.03487688675522804,0.014865370467305183
Asb1,0.02057340368628502,0.0,0.013697756454348564,0.044008754193782806,0.013410468585789204,0.0,0.06295190751552582,0.03497673198580742,0.02520494908094406,0.050113603472709656,0.08602219074964523,0.01137029379606247,0.022448020055890083,0.04940323904156685,0.019971681758761406
Igf1r,0.03539393097162247,0.04828087240457535,0.019304165616631508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tnfrsf1b,0.06634198874235153,0.05069926753640175,0.034859366714954376,0.2195805311203003,0.13133998215198517,0.12853659689426422,0.13127733767032623,0.10658897459506989,0.13153593242168427,0.11545077711343765,0.0728197768330574,0.11874565482139587,0.11350645124912262,0.1734890341758728,0.29622137546539307
Plagl2,0.04797399789094925,0.0,0.02319604903459549,0.1694132536649704,0.09026002138853073,0.06563182920217514,0.08105742186307907,0.10351411998271942,0.08567223697900772,0.06444711983203888,0.10534130036830902,0.07561694085597992,0.04205639287829399,0.07724134624004364,0.05495298653841019
Il4ra,0.19217514991760254,0.24120807647705078,0.1807807981967926,0.036566220223903656,0.15879876911640167,0.14704138040542603,0.10204415023326874,0.06838265061378479,0.0453331395983696,0.04296776279807091,0.06467565894126892,0.060076143592596054,0.0458618625998497,0.05784201994538307,0.08478465676307678
Tax1bp3,0.05683797597885132,0.0,0.10585732012987137,0.0888555645942688,0.11251211911439896,0.08330842852592468,0.0626337081193924,0.1170383095741272,0.1605561226606369,0.16333536803722382,0.1560506373643875,0.16731677949428558,0.25467681884765625,0.15539875626564026,0.13245292007923126
Zdhhc16,0.07185665518045425,0.11499258130788803,0.03953184932470322,0.1871979981660843,0.17523379623889923,0.11782645434141159,0.05497897043824196,0.1647111028432846,0.17180082201957703,0.12692175805568695,0.13405632972717285,0.07504285871982574,0.10805225372314453,0.15056364238262177,0.07854367792606354
Irf4,0.005040947813540697,0.0,0.0042018950916826725,0.10838419944047928,0.060472521930933,0.05442718788981438,0.04500975459814072,0.04402543231844902,0.025072891265153885,0.04517374560236931,0.06340909749269485,0.07288740575313568,0.03404824435710907,0.03519820421934128,0.03369415923953056
Klrg1,0.020536011084914207,0.0,0.014686510898172855,0.39318031072616577,0.2674144208431244,0.1033092811703682,0.1120917871594429,0.7009665966033936,0.8574426770210266,0.7872231602668762,0.9025124311447144,0.919288694858551,0.8481937050819397,1.0198403596878052,1.1611742973327637
Ly6c1,0.1938745677471161,0.0,0.01299663819372654,0.010813676752150059,0.02619129978120327,0.04391277953982353,0.0,0.006048395298421383,0.014599869027733803,0.008374961093068123,0.02906791679561138,0.0,0.0,0.041060466319322586,0.033159926533699036
Zbtb32,0.00719071552157402,0.0,0.01226046308875084,0.5343248844146729,0.4765104353427887,0.36756908893585205,0.526762068271637,0.4841751754283905,0.39518406987190247,0.32603806257247925,0.24655278027057648,0.25247061252593994,0.37887078523635864,0.37815597653388977,0.2868692874908447
Phf5a,0.38081613183021545,0.30095815658569336,0.3226996660232544,1.1053849458694458,0.939521074295044,0.5832095742225647,0.6803937554359436,0.9138184785842896,0.9055359363555908,0.8597018718719482,0.9522661566734314,0.6717866659164429,0.6566882729530334,0.6982359290122986,0.6821433901786804
Ppargc1b,0.06557907909154892,0.07840517908334732,0.054444387555122375,0.028197618201375008,0.06151626631617546,0.017051436007022858,0.04645687714219093,0.040758974850177765,0.04217124730348587,0.008641443215310574,0.013832343742251396,0.01996770314872265,0.012361244298517704,0.0,0.0
Ddx20,0.03074154444038868,0.0,0.0457032285630703,0.10822473466396332,0.0474049337208271,0.0639953464269638,0.040538541972637177,0.04031473770737648,0.07824446260929108,0.12108276784420013,0.08147532492876053,0.04630863294005394,0.0478275790810585,0.053909141570329666,0.07369892299175262
