gs_name,gene_symbol
general_Il2raKO_down,Dbf4
general_Il2raKO_down,Gsap
general_Il2raKO_down,Armc10
general_Il2raKO_down,Dnajc2
general_Il2raKO_down,Rheb
general_Il2raKO_down,Paxip1
general_Il2raKO_down,Dnajb6
general_Il2raKO_down,Tyms
general_Il2raKO_down,Selenoi
general_Il2raKO_down,Cenpa
general_Il2raKO_down,Ost4
general_Il2raKO_down,Mrpl33
general_Il2raKO_down,Ppp1cb
general_Il2raKO_down,Ywhah
general_Il2raKO_down,Ctbp1
general_Il2raKO_down,Maea
general_Il2raKO_down,Slbp
general_Il2raKO_down,Tacc3
general_Il2raKO_down,Nsd2
general_Il2raKO_down,Haus3
general_Il2raKO_down,Sh3bp2
general_Il2raKO_down,Htt
general_Il2raKO_down,Grpel1
general_Il2raKO_down,Lyar
general_Il2raKO_down,Wdr1
general_Il2raKO_down,Ncapg
general_Il2raKO_down,Dhx15
general_Il2raKO_down,Arap2
general_Il2raKO_down,Rfc1
general_Il2raKO_down,Ube2k
general_Il2raKO_down,Pds5a
general_Il2raKO_down,Slc30a9
general_Il2raKO_down,Paics
general_Il2raKO_down,Srp72
general_Il2raKO_down,Hopx
general_Il2raKO_down,Polr2b
general_Il2raKO_down,Uba6
general_Il2raKO_down,Utp3
general_Il2raKO_down,Dck
general_Il2raKO_down,Cox18
general_Il2raKO_down,Sept11
general_Il2raKO_down,Ccni
general_Il2raKO_down,Hnrnpd
general_Il2raKO_down,Lin54
general_Il2raKO_down,Plac8
general_Il2raKO_down,Mrps18c
general_Il2raKO_down,Lrrc8c
general_Il2raKO_down,Atp5k
general_Il2raKO_down,Pole
general_Il2raKO_down,Tpst2
general_Il2raKO_down,Iscu
general_Il2raKO_down,Selplg
general_Il2raKO_down,Gltp
general_Il2raKO_down,Mlec
general_Il2raKO_down,Rnf10
general_Il2raKO_down,Dynll1
general_Il2raKO_down,Cox6a1
general_Il2raKO_down,Rab35
general_Il2raKO_down,Cit
general_Il2raKO_down,Suds3
general_Il2raKO_down,Rfc5
general_Il2raKO_down,Erp29
general_Il2raKO_down,Ppp1cc
general_Il2raKO_down,Vps29
general_Il2raKO_down,Arpc3
general_Il2raKO_down,Anapc7
general_Il2raKO_down,Anapc5
general_Il2raKO_down,Rnf34
general_Il2raKO_down,Rhof
general_Il2raKO_down,Diablo
general_Il2raKO_down,Zcchc8
general_Il2raKO_down,Rsrc2
general_Il2raKO_down,Hip1r
general_Il2raKO_down,Cdk2ap1
general_Il2raKO_down,Kmt5a
general_Il2raKO_down,Rilpl2
general_Il2raKO_down,Ran
general_Il2raKO_down,Chchd2
general_Il2raKO_down,Crcp
general_Il2raKO_down,Rfc2
general_Il2raKO_down,Eif4h
general_Il2raKO_down,Tbl2
general_Il2raKO_down,Baz1b
general_Il2raKO_down,Pom121
general_Il2raKO_down,Hip1
general_Il2raKO_down,Mdh2
general_Il2raKO_down,Polr2j
general_Il2raKO_down,Lrwd1
general_Il2raKO_down,Prkrip1
general_Il2raKO_down,Srrt
general_Il2raKO_down,Pop7
general_Il2raKO_down,Gnb2
general_Il2raKO_down,Agfg2
general_Il2raKO_down,Tsc22d4
general_Il2raKO_down,Ppp1r35
general_Il2raKO_down,Mcm7
general_Il2raKO_down,Lamtor4
general_Il2raKO_down,Get4
general_Il2raKO_down,Adap1
general_Il2raKO_down,Eif3b
general_Il2raKO_down,Lfng
general_Il2raKO_down,Actb
general_Il2raKO_down,Kdelr2
general_Il2raKO_down,Rac1
general_Il2raKO_down,Ccz1
general_Il2raKO_down,Arpc1a
general_Il2raKO_down,Arpc1b
general_Il2raKO_down,Pdap1
general_Il2raKO_down,Bud31
general_Il2raKO_down,Atp5j2
general_Il2raKO_down,Gtf3a
general_Il2raKO_down,Polr1d
general_Il2raKO_down,Pomp
general_Il2raKO_down,Hmgb1
general_Il2raKO_down,Wdr95
general_Il2raKO_down,Hsph1
general_Il2raKO_down,Brca2
general_Il2raKO_down,Pds5b
general_Il2raKO_down,Rfc3
general_Il2raKO_down,Sem1
general_Il2raKO_down,Rpa3
general_Il2raKO_down,Ndufa4
general_Il2raKO_down,Tmem106b
general_Il2raKO_down,Mdfic
general_Il2raKO_down,Tes
general_Il2raKO_down,Capza2
general_Il2raKO_down,Ndufa5
general_Il2raKO_down,Arf5
general_Il2raKO_down,Calu
general_Il2raKO_down,Atp6v1f
general_Il2raKO_down,Zc3hc1
general_Il2raKO_down,Akr1b3
general_Il2raKO_down,Nup205
general_Il2raKO_down,Mtpn
general_Il2raKO_down,Luc7l2
general_Il2raKO_down,Mrps33
general_Il2raKO_down,Ssbp1
general_Il2raKO_down,Zyx
general_Il2raKO_down,Ezh2
general_Il2raKO_down,Pdia4
general_Il2raKO_down,Gimap9
general_Il2raKO_down,Gimap4
general_Il2raKO_down,Gimap7
general_Il2raKO_down,Gimap1
general_Il2raKO_down,Tmem176a
general_Il2raKO_down,Osbpl3
general_Il2raKO_down,Cycs
general_Il2raKO_down,Hnrnpa2b1
general_Il2raKO_down,Cbx3
general_Il2raKO_down,Snx10
general_Il2raKO_down,Gars
general_Il2raKO_down,Lsm5
general_Il2raKO_down,Gprin3
general_Il2raKO_down,Mad2l1
general_Il2raKO_down,Gadd45a
general_Il2raKO_down,Serbp1
general_Il2raKO_down,Il12rb2
general_Il2raKO_down,Igkc
general_Il2raKO_down,Rpia
general_Il2raKO_down,Immt
general_Il2raKO_down,Usp39
general_Il2raKO_down,Vamp8
general_Il2raKO_down,Capg
general_Il2raKO_down,Mthfd2
general_Il2raKO_down,Mob1a
general_Il2raKO_down,Bola3
general_Il2raKO_down,Spr
general_Il2raKO_down,Cct7
general_Il2raKO_down,Pcbp1
general_Il2raKO_down,Snrnp27
general_Il2raKO_down,Arhgap25
general_Il2raKO_down,Isy1
general_Il2raKO_down,Copg1
general_Il2raKO_down,Rpn1
general_Il2raKO_down,Sec61a1
general_Il2raKO_down,Mcm2
general_Il2raKO_down,Nup210
general_Il2raKO_down,Lsm3
general_Il2raKO_down,Arl6ip5
general_Il2raKO_down,Ppp4r2
general_Il2raKO_down,Bhlhe40
general_Il2raKO_down,Edem1
general_Il2raKO_down,Arpc4
general_Il2raKO_down,Brk1
general_Il2raKO_down,Sec13
general_Il2raKO_down,Hnrnpf
general_Il2raKO_down,Atp6v1e1
general_Il2raKO_down,Klrg1
general_Il2raKO_down,M6pr
general_Il2raKO_down,Slc2a3
general_Il2raKO_down,Emg1
general_Il2raKO_down,Ptpn6
general_Il2raKO_down,Tpi1
general_Il2raKO_down,Usp5
general_Il2raKO_down,Cdca3
general_Il2raKO_down,Lag3
general_Il2raKO_down,Ptms
general_Il2raKO_down,Mlf2
general_Il2raKO_down,Chd4
general_Il2raKO_down,Gapdh
general_Il2raKO_down,Ncapd2
general_Il2raKO_down,Mrpl51
general_Il2raKO_down,Ndufa9
general_Il2raKO_down,Rad51ap1
general_Il2raKO_down,Rhno1
general_Il2raKO_down,Foxm1
general_Il2raKO_down,Klrk1
general_Il2raKO_down,Klrc2
general_Il2raKO_down,Klrc1
general_Il2raKO_down,Magohb
general_Il2raKO_down,Ybx3
general_Il2raKO_down,Lockd
general_Il2raKO_down,Emp1
general_Il2raKO_down,H2afj
general_Il2raKO_down,Arhgdib
general_Il2raKO_down,Strap
general_Il2raKO_down,Dera
general_Il2raKO_down,C2cd5
general_Il2raKO_down,Lrmp
general_Il2raKO_down,Fgfr1op2
general_Il2raKO_down,Mrps35
general_Il2raKO_down,Ergic2
general_Il2raKO_down,Ndufa3
general_Il2raKO_down,Leng8
general_Il2raKO_down,Ube2s
general_Il2raKO_down,U2af2
general_Il2raKO_down,Chmp2a
general_Il2raKO_down,Lig1
general_Il2raKO_down,Sae1
general_Il2raKO_down,Zc3h4
general_Il2raKO_down,Ap2s1
general_Il2raKO_down,Calm3
general_Il2raKO_down,Pglyrp1
general_Il2raKO_down,Ccdc61
general_Il2raKO_down,Snrpd2
general_Il2raKO_down,Vasp
general_Il2raKO_down,Zfp575
general_Il2raKO_down,Ethe1
general_Il2raKO_down,Tgfb1
general_Il2raKO_down,Hnrnpul1
general_Il2raKO_down,Snrpa
general_Il2raKO_down,Psmc4
general_Il2raKO_down,Timm50
general_Il2raKO_down,Supt5
general_Il2raKO_down,Gmfg
general_Il2raKO_down,Mrps12
general_Il2raKO_down,Ech1
general_Il2raKO_down,Actn4
general_Il2raKO_down,Psmd8
general_Il2raKO_down,Yif1b
general_Il2raKO_down,Capns1
general_Il2raKO_down,Tbcb
general_Il2raKO_down,Polr2i
general_Il2raKO_down,Wdr62
general_Il2raKO_down,Lin37
general_Il2raKO_down,Zbtb32
general_Il2raKO_down,Cox6b1
general_Il2raKO_down,Rbm42
general_Il2raKO_down,Uba2
general_Il2raKO_down,Cebpg
general_Il2raKO_down,Cep89
general_Il2raKO_down,Ccne1
general_Il2raKO_down,Pop4
general_Il2raKO_down,Nkg7
general_Il2raKO_down,Etfb
general_Il2raKO_down,Pold1
general_Il2raKO_down,Atf5
general_Il2raKO_down,Nup62
general_Il2raKO_down,Fcgrt
general_Il2raKO_down,Flt3l
general_Il2raKO_down,Dkkl1
general_Il2raKO_down,Nucb1
general_Il2raKO_down,Cyth2
general_Il2raKO_down,Emp3
general_Il2raKO_down,Ldha
general_Il2raKO_down,E2f8
general_Il2raKO_down,Snrpa1
general_Il2raKO_down,Selenos
general_Il2raKO_down,Chsy1
general_Il2raKO_down,Lrrk1
general_Il2raKO_down,Mctp2
general_Il2raKO_down,AU020206
general_Il2raKO_down,Ticrr
general_Il2raKO_down,Cib1
general_Il2raKO_down,Prc1
general_Il2raKO_down,Iqgap1
general_Il2raKO_down,Sec11a
general_Il2raKO_down,Fam103a1
general_Il2raKO_down,Ctsc
general_Il2raKO_down,Hikeshi
general_Il2raKO_down,Picalm
general_Il2raKO_down,Sytl2
general_Il2raKO_down,Ndufc2
general_Il2raKO_down,Anapc15
general_Il2raKO_down,Lamtor1
general_Il2raKO_down,Rhog
general_Il2raKO_down,Rrm1
general_Il2raKO_down,Ilk
general_Il2raKO_down,Taf10
general_Il2raKO_down,Mrpl17
general_Il2raKO_down,Tmem41b
general_Il2raKO_down,Wee1
general_Il2raKO_down,Eif4g2
general_Il2raKO_down,Btbd10
general_Il2raKO_down,Copb1
general_Il2raKO_down,Psma1
general_Il2raKO_down,Arl6ip1
general_Il2raKO_down,Ccp110
general_Il2raKO_down,Gga2
general_Il2raKO_down,Plk1
general_Il2raKO_down,Lat
general_Il2raKO_down,Rabep2
general_Il2raKO_down,Eif3c
general_Il2raKO_down,Coro1a
general_Il2raKO_down,Mapk3
general_Il2raKO_down,Ppp4c
general_Il2raKO_down,Aldoa
general_Il2raKO_down,Ino80e
general_Il2raKO_down,Hirip3
general_Il2raKO_down,Kif22
general_Il2raKO_down,Spn
general_Il2raKO_down,Sept1
general_Il2raKO_down,Dctpp1
general_Il2raKO_down,Sephs2
general_Il2raKO_down,Itgal
general_Il2raKO_down,Bckdk
general_Il2raKO_down,Pycard
general_Il2raKO_down,Itgam
general_Il2raKO_down,Itgax
general_Il2raKO_down,Tial1
general_Il2raKO_down,Mcmbp
general_Il2raKO_down,Nsmce4a
general_Il2raKO_down,Pstk
general_Il2raKO_down,Bub3
general_Il2raKO_down,Eef1akmt2
general_Il2raKO_down,Mki67
general_Il2raKO_down,Psmd13
general_Il2raKO_down,Ifitm1
general_Il2raKO_down,Rnh1
general_Il2raKO_down,Rassf7
general_Il2raKO_down,Taldo1
general_Il2raKO_down,Polr2l
general_Il2raKO_down,Chid1
general_Il2raKO_down,Ctsd
general_Il2raKO_down,Lsp1
general_Il2raKO_down,Tspan32
general_Il2raKO_down,Nap1l4
general_Il2raKO_down,Ppfia1
general_Il2raKO_down,Mthfd1l
general_Il2raKO_down,Fbxo5
general_Il2raKO_down,Pcmt1
general_Il2raKO_down,Katna1
general_Il2raKO_down,Stx11
general_Il2raKO_down,Sf3b5
general_Il2raKO_down,Abracl
general_Il2raKO_down,Reps1
general_Il2raKO_down,Ifngr1
general_Il2raKO_down,Tbpl1
general_Il2raKO_down,Ptprk
general_Il2raKO_down,Themis
general_Il2raKO_down,Cenpw
general_Il2raKO_down,Rwdd1
general_Il2raKO_down,Fyn
general_Il2raKO_down,Mical1
general_Il2raKO_down,Smpd2
general_Il2raKO_down,Snx3
general_Il2raKO_down,Cd24a
general_Il2raKO_down,Qrsl1
general_Il2raKO_down,Crybg1
general_Il2raKO_down,Prdm1
general_Il2raKO_down,Hace1
general_Il2raKO_down,Lims1
general_Il2raKO_down,Psap
general_Il2raKO_down,Prf1
general_Il2raKO_down,Sar1a
general_Il2raKO_down,Srgn
general_Il2raKO_down,Ccar1
general_Il2raKO_down,Cdk1
general_Il2raKO_down,Cisd1
general_Il2raKO_down,Adora2a
general_Il2raKO_down,Mif
general_Il2raKO_down,Itgb2
general_Il2raKO_down,Ube2g2
general_Il2raKO_down,D10Jhu81e
general_Il2raKO_down,Agpat3
general_Il2raKO_down,Cdc34
general_Il2raKO_down,Bsg
general_Il2raKO_down,Ptbp1
general_Il2raKO_down,R3hdm4
general_Il2raKO_down,Cnn2
general_Il2raKO_down,Gpx4
general_Il2raKO_down,Atp5d
general_Il2raKO_down,Dazap1
general_Il2raKO_down,2310011J03Rik
general_Il2raKO_down,Uqcr11
general_Il2raKO_down,Tcf3
general_Il2raKO_down,Abhd17a
general_Il2raKO_down,Mknk2
general_Il2raKO_down,Mob3a
general_Il2raKO_down,Plekhj1
general_Il2raKO_down,Oaz1
general_Il2raKO_down,Timm13
general_Il2raKO_down,Map2k2
general_Il2raKO_down,Mrpl54
general_Il2raKO_down,Cactin
general_Il2raKO_down,Fzr1
general_Il2raKO_down,Smim24
general_Il2raKO_down,Gm16104
general_Il2raKO_down,S1pr4
general_Il2raKO_down,Gna15
general_Il2raKO_down,Aes
general_Il2raKO_down,Nfyb
general_Il2raKO_down,Txnrd1
general_Il2raKO_down,1500009L16Rik
general_Il2raKO_down,Hsp90b1
general_Il2raKO_down,Parpbp
general_Il2raKO_down,Gnptab
general_Il2raKO_down,Tmpo
general_Il2raKO_down,Lta4h
general_Il2raKO_down,Metap2
general_Il2raKO_down,Ndufa12
general_Il2raKO_down,Cep83
general_Il2raKO_down,Ube2n
general_Il2raKO_down,Nudt4
general_Il2raKO_down,Eea1
general_Il2raKO_down,Atp2b1
general_Il2raKO_down,Ppp1r12a
general_Il2raKO_down,E2f7
general_Il2raKO_down,Nap1l1
general_Il2raKO_down,Phlda1
general_Il2raKO_down,Glipr1
general_Il2raKO_down,Yeats4
general_Il2raKO_down,Nup107
general_Il2raKO_down,Rap1b
general_Il2raKO_down,Mdm1
general_Il2raKO_down,Ifng
general_Il2raKO_down,Llph
general_Il2raKO_down,Tbk1
general_Il2raKO_down,Usp15
general_Il2raKO_down,Cdk4
general_Il2raKO_down,Os9
general_Il2raKO_down,Dctn2
general_Il2raKO_down,Prim1
general_Il2raKO_down,Ptges3
general_Il2raKO_down,Atp5b
general_Il2raKO_down,Cnpy2
general_Il2raKO_down,Cs
general_Il2raKO_down,Nabp2
general_Il2raKO_down,Smarcc2
general_Il2raKO_down,Myl6
general_Il2raKO_down,Esyt1
general_Il2raKO_down,Cdk2
general_Il2raKO_down,Dnajc14
general_Il2raKO_down,Sarnp
general_Il2raKO_down,Shcbp1
general_Il2raKO_down,Tfdp1
general_Il2raKO_down,Cdc16
general_Il2raKO_down,Ckap2
general_Il2raKO_down,Vps36
general_Il2raKO_down,Fnta
general_Il2raKO_down,Ubxn8
general_Il2raKO_down,Gsr
general_Il2raKO_down,Gtf2e2
general_Il2raKO_down,Leprotl1
general_Il2raKO_down,Eri1
general_Il2raKO_down,Tusc3
general_Il2raKO_down,Zdhhc2
general_Il2raKO_down,Asah1
general_Il2raKO_down,Slc25a4
general_Il2raKO_down,Cenpu
general_Il2raKO_down,Casp3
general_Il2raKO_down,Rwdd4a
general_Il2raKO_down,Ing2
general_Il2raKO_down,Neil3
general_Il2raKO_down,Spcs3
general_Il2raKO_down,Sap30
general_Il2raKO_down,Hmgb2
general_Il2raKO_down,Hpf1
general_Il2raKO_down,Tmem192
general_Il2raKO_down,Ndufa13
general_Il2raKO_down,Gatad2a
general_Il2raKO_down,Cope
general_Il2raKO_down,Rex1bd
general_Il2raKO_down,Fkbp8
general_Il2raKO_down,Lsm4
general_Il2raKO_down,Mast3
general_Il2raKO_down,Il12rb1
general_Il2raKO_down,Ccdc124
general_Il2raKO_down,Babam1
general_Il2raKO_down,Mrpl34
general_Il2raKO_down,Dda1
general_Il2raKO_down,Mvb12a
general_Il2raKO_down,Fcho1
general_Il2raKO_down,Tpm4
general_Il2raKO_down,Rab8a
general_Il2raKO_down,Sin3b
general_Il2raKO_down,F2rl3
general_Il2raKO_down,Mcm5
general_Il2raKO_down,Lsm6
general_Il2raKO_down,Smarca5
general_Il2raKO_down,Ndufb7
general_Il2raKO_down,Tecr
general_Il2raKO_down,Dnajb1
general_Il2raKO_down,Ddx39
general_Il2raKO_down,Asf1b
general_Il2raKO_down,D8Ertd738e
general_Il2raKO_down,Gadd45gip1
general_Il2raKO_down,Calr
general_Il2raKO_down,Farsa
general_Il2raKO_down,Syce2
general_Il2raKO_down,Prdx2
general_Il2raKO_down,Asna1
general_Il2raKO_down,Tnpo2
general_Il2raKO_down,Orc6
general_Il2raKO_down,N4bp1
general_Il2raKO_down,Nudt21
general_Il2raKO_down,Mt3
general_Il2raKO_down,Mt2
general_Il2raKO_down,Mt1
general_Il2raKO_down,Nup93
general_Il2raKO_down,Arl2bp
general_Il2raKO_down,Katnb1
general_Il2raKO_down,Gins3
general_Il2raKO_down,Cnot1
general_Il2raKO_down,Got2
general_Il2raKO_down,Dync1li2
general_Il2raKO_down,Cbfb
general_Il2raKO_down,Tradd
general_Il2raKO_down,Fbxl8
general_Il2raKO_down,Hsf4
general_Il2raKO_down,Tppp3
general_Il2raKO_down,Atp6v0d1
general_Il2raKO_down,Ctcf
general_Il2raKO_down,Nutf2
general_Il2raKO_down,Wwp2
general_Il2raKO_down,Rfwd3
general_Il2raKO_down,Gabarapl2
general_Il2raKO_down,Cmc2
general_Il2raKO_down,Cotl1
general_Il2raKO_down,Gins2
general_Il2raKO_down,Emc8
general_Il2raKO_down,Cox4i1
general_Il2raKO_down,Zfpm1
general_Il2raKO_down,Zc3h18
general_Il2raKO_down,Cyba
general_Il2raKO_down,Cdt1
general_Il2raKO_down,Fanca
general_Il2raKO_down,Urb2
general_Il2raKO_down,Sprtn
general_Il2raKO_down,Coa6
general_Il2raKO_down,Itgb1
general_Il2raKO_down,Psmd6
general_Il2raKO_down,Slc4a7
general_Il2raKO_down,Gng2
general_Il2raKO_down,Dnajc9
general_Il2raKO_down,Mrps16
general_Il2raKO_down,Ppp3cb
general_Il2raKO_down,1810062O18Rik
general_Il2raKO_down,6230400D17Rik
general_Il2raKO_down,Fut11
general_Il2raKO_down,Chchd1
general_Il2raKO_down,Zmiz1
general_Il2raKO_down,Anxa11
general_Il2raKO_down,Dennd6a
general_Il2raKO_down,Selenok
general_Il2raKO_down,Tkt
general_Il2raKO_down,Spcs1
general_Il2raKO_down,Pbrm1
general_Il2raKO_down,Parg
general_Il2raKO_down,Glud1
general_Il2raKO_down,Ghitm
general_Il2raKO_down,Gm7324
general_Il2raKO_down,Cdkn3
general_Il2raKO_down,Cnih1
general_Il2raKO_down,Mapk1ip1l
general_Il2raKO_down,Lgals3
general_Il2raKO_down,Dlgap5
general_Il2raKO_down,Ccnb1ip1
general_Il2raKO_down,Parp2
general_Il2raKO_down,Pnp
general_Il2raKO_down,Supt16
general_Il2raKO_down,Trdc
general_Il2raKO_down,Dad1
general_Il2raKO_down,Lrp10
general_Il2raKO_down,Haus4
general_Il2raKO_down,Psmb5
general_Il2raKO_down,Ngdn
general_Il2raKO_down,Mdp1
general_Il2raKO_down,Nedd8
general_Il2raKO_down,Tinf2
general_Il2raKO_down,Dhrs1
general_Il2raKO_down,Ltb4r1
general_Il2raKO_down,Ripk3
general_Il2raKO_down,Gzmb
general_Il2raKO_down,Eef1akmt1
general_Il2raKO_down,Sap18
general_Il2raKO_down,Ska3
general_Il2raKO_down,Mrpl57
general_Il2raKO_down,Phf11b
general_Il2raKO_down,Cab39l
general_Il2raKO_down,Kpna3
general_Il2raKO_down,Gm27010
general_Il2raKO_down,Rnaseh2b
general_Il2raKO_down,Ctsb
general_Il2raKO_down,Pbk
general_Il2raKO_down,Esco2
general_Il2raKO_down,Ptk2b
general_Il2raKO_down,Dpysl2
general_Il2raKO_down,Cdca2
general_Il2raKO_down,Kctd9
general_Il2raKO_down,Bin3
general_Il2raKO_down,Reep4
general_Il2raKO_down,Dok2
general_Il2raKO_down,Rcbtb2
general_Il2raKO_down,Itm2b
general_Il2raKO_down,Esd
general_Il2raKO_down,Lcp1
general_Il2raKO_down,Dnajc15
general_Il2raKO_down,Epsti1
general_Il2raKO_down,Naa16
general_Il2raKO_down,Diaph3
general_Il2raKO_down,Bora
general_Il2raKO_down,Uchl3
general_Il2raKO_down,Ndfip2
general_Il2raKO_down,Ipo5
general_Il2raKO_down,Casp1
general_Il2raKO_down,Dcun1d5
general_Il2raKO_down,Cep57
general_Il2raKO_down,Cwc15
general_Il2raKO_down,Chordc1
general_Il2raKO_down,Ubl5
general_Il2raKO_down,Dnmt1
general_Il2raKO_down,S1pr2
general_Il2raKO_down,Mrpl4
general_Il2raKO_down,Cdc37
general_Il2raKO_down,S1pr5
general_Il2raKO_down,Atg4d
general_Il2raKO_down,Spc24
general_Il2raKO_down,Prkcsh
general_Il2raKO_down,Elof1
general_Il2raKO_down,Anln
general_Il2raKO_down,Sept7
general_Il2raKO_down,Ncapd3
general_Il2raKO_down,St14
general_Il2raKO_down,St3gal4
general_Il2raKO_down,Dcps
general_Il2raKO_down,Ubash3b
general_Il2raKO_down,Rnf26
general_Il2raKO_down,H2afx
general_Il2raKO_down,Hmbs
general_Il2raKO_down,Arcn1
general_Il2raKO_down,Atp5l
general_Il2raKO_down,Il10ra
general_Il2raKO_down,Tmprss13
general_Il2raKO_down,Pts
general_Il2raKO_down,Sdhd
general_Il2raKO_down,Timm8b
general_Il2raKO_down,Rdx
general_Il2raKO_down,Idh3a
general_Il2raKO_down,Acsbg1
general_Il2raKO_down,Psma4
general_Il2raKO_down,Pstpip1
general_Il2raKO_down,1700017B05Rik
general_Il2raKO_down,Cox5a
general_Il2raKO_down,Csk
general_Il2raKO_down,Clk3
general_Il2raKO_down,Pkm
general_Il2raKO_down,Kif23
general_Il2raKO_down,Zwilch
general_Il2raKO_down,Snapc5
general_Il2raKO_down,Tipin
general_Il2raKO_down,Rab11a
general_Il2raKO_down,Dennd4a
general_Il2raKO_down,Pif1
general_Il2raKO_down,Pclaf
general_Il2raKO_down,Ppib
general_Il2raKO_down,Snx1
general_Il2raKO_down,Fam96a
general_Il2raKO_down,Rab8b
general_Il2raKO_down,Rps27l
general_Il2raKO_down,Rora
general_Il2raKO_down,Anxa2
general_Il2raKO_down,Bnip2
general_Il2raKO_down,Ccnb2
general_Il2raKO_down,Mns1
general_Il2raKO_down,Nedd4
general_Il2raKO_down,Rab27a
general_Il2raKO_down,Arpp19
general_Il2raKO_down,Mapk6
general_Il2raKO_down,Cox7a2
general_Il2raKO_down,Phip
general_Il2raKO_down,Ttk
general_Il2raKO_down,Syncrip
general_Il2raKO_down,Mthfsl
general_Il2raKO_down,Bcl2a1d
general_Il2raKO_down,Bcl2a1b
general_Il2raKO_down,Tmed3
general_Il2raKO_down,U2surp
general_Il2raKO_down,Rnf7
general_Il2raKO_down,Zbtb38
general_Il2raKO_down,Pxylp1
general_Il2raKO_down,Copb2
general_Il2raKO_down,Cep70
general_Il2raKO_down,Stag1
general_Il2raKO_down,Msl2
general_Il2raKO_down,Anapc13
general_Il2raKO_down,Ryk
general_Il2raKO_down,Topbp1
general_Il2raKO_down,Ppm1m
general_Il2raKO_down,Twf2
general_Il2raKO_down,Poc1a
general_Il2raKO_down,Manf
general_Il2raKO_down,Cyb561d2
general_Il2raKO_down,Rassf1
general_Il2raKO_down,Gnai2
general_Il2raKO_down,Traip
general_Il2raKO_down,Gmppb
general_Il2raKO_down,Rhoa
general_Il2raKO_down,Qars
general_Il2raKO_down,Ndufaf3
general_Il2raKO_down,Arih2
general_Il2raKO_down,Slc26a6
general_Il2raKO_down,Uqcrc1
general_Il2raKO_down,Tma7
general_Il2raKO_down,Ccdc51
general_Il2raKO_down,Nbeal2
general_Il2raKO_down,Ccdc12
general_Il2raKO_down,Pdcd6ip
general_Il2raKO_down,Cmtm7
general_Il2raKO_down,Stt3b
general_Il2raKO_down,Golga4
general_Il2raKO_down,Cx3cr1
general_Il2raKO_down,Ctnnb1
general_Il2raKO_down,Higd1a
general_Il2raKO_down,Kif15
general_Il2raKO_down,Limd1
general_Il2raKO_down,Cxcr6
general_Il2raKO_down,Ccr2
general_Il2raKO_down,Ccr5
general_Il2raKO_down,Sf3a1
general_Il2raKO_down,Uqcr10
general_Il2raKO_down,Nefh
general_Il2raKO_down,Mrps24
general_Il2raKO_down,Dbnl
general_Il2raKO_down,Pold2
general_Il2raKO_down,Ykt6
general_Il2raKO_down,Ppia
general_Il2raKO_down,H2afv
general_Il2raKO_down,Purb
general_Il2raKO_down,Myo1g
general_Il2raKO_down,Zpbp
general_Il2raKO_down,Fignl1
general_Il2raKO_down,Sec61g
general_Il2raKO_down,Plek
general_Il2raKO_down,C1d
general_Il2raKO_down,Etaa1
general_Il2raKO_down,Actr2
general_Il2raKO_down,Rab1a
general_Il2raKO_down,Mdh1
general_Il2raKO_down,Commd1
general_Il2raKO_down,Xpo1
general_Il2raKO_down,Ahsa2
general_Il2raKO_down,Acyp2
general_Il2raKO_down,Spdl1
general_Il2raKO_down,Hmmr
general_Il2raKO_down,Cyfip2
general_Il2raKO_down,Med7
general_Il2raKO_down,Havcr2
general_Il2raKO_down,Cnot6
general_Il2raKO_down,Hnrnph1
general_Il2raKO_down,Hnrnpab
general_Il2raKO_down,Nhp2
general_Il2raKO_down,Rmnd5b
general_Il2raKO_down,Cdkn2aipnl
general_Il2raKO_down,Ppp2ca
general_Il2raKO_down,Vdac1
general_Il2raKO_down,Hspa4
general_Il2raKO_down,Uqcrq
general_Il2raKO_down,Rad50
general_Il2raKO_down,Hint1
general_Il2raKO_down,Anxa6
general_Il2raKO_down,Ccdc69
general_Il2raKO_down,Gm2a
general_Il2raKO_down,Slc36a3os
general_Il2raKO_down,Atox1
general_Il2raKO_down,G3bp1
general_Il2raKO_down,Mrpl22
general_Il2raKO_down,Arf1
general_Il2raKO_down,Cops3
general_Il2raKO_down,Alkbh5
general_Il2raKO_down,Flii
general_Il2raKO_down,Map2k3
general_Il2raKO_down,Trpv2
general_Il2raKO_down,Mmgt2
general_Il2raKO_down,Adprm
general_Il2raKO_down,Aurkb
general_Il2raKO_down,Trappc1
general_Il2raKO_down,Naa38
general_Il2raKO_down,Wrap53
general_Il2raKO_down,Tmem256
general_Il2raKO_down,Eif5a
general_Il2raKO_down,0610010K14Rik
general_Il2raKO_down,Arrb2
general_Il2raKO_down,Psmb6
general_Il2raKO_down,Slc25a11
general_Il2raKO_down,Pfn1
general_Il2raKO_down,Derl2
general_Il2raKO_down,Pimreg
general_Il2raKO_down,Txndc17
general_Il2raKO_down,Atp2a3
general_Il2raKO_down,Haspin
general_Il2raKO_down,Rap1gap2
general_Il2raKO_down,Pafah1b1
general_Il2raKO_down,Rpa1
general_Il2raKO_down,Prpf8
general_Il2raKO_down,Pitpna
general_Il2raKO_down,Ywhae
general_Il2raKO_down,Timm22
general_Il2raKO_down,Abr
general_Il2raKO_down,Blmh
general_Il2raKO_down,Spag5
general_Il2raKO_down,Tmem97
general_Il2raKO_down,Lyrm9
