,gene_ids,feature_types,n_cells,highly_variable,means,dispersions,dispersions_norm,mean,std
Spi1,ENSMUSG00000002111,Gene Expression,117,True,0.022757787060548432,1.857159568279313,3.4140825,2.9017101091620933e-13,0.11557807810217403
Madd,ENSMUSG00000040687,Gene Expression,6800,True,0.4488448501027024,0.23881531163971628,0.39175114,3.138214416334997e-11,0.418651043312944
Acp2,ENSMUSG00000002103,Gene Expression,723,True,0.03473261036592536,0.1794305229590709,0.15249002,3.47935250496059e-11,0.12401691935232347
Ckap5,ENSMUSG00000040549,Gene Expression,6402,True,0.5187166227677165,0.30186451702996164,0.602469,5.654040911113853e-11,0.4272792161110791
Zfp408,ENSMUSG00000075040,Gene Expression,446,True,0.023517022762353863,0.2680416859095681,0.32475474,1.2709963488440512e-11,0.10472878021659138
Atg13,ENSMUSG00000027244,Gene Expression,1765,True,0.09459211708592327,0.20191699964616766,0.1962049,4.766236308165192e-12,0.20460796293323705
Harbi1,ENSMUSG00000027243,Gene Expression,1016,True,0.051411730088686984,0.16944546167295574,0.13307855,1.906494523266077e-12,0.15045616914388665
Ambra1,ENSMUSG00000040506,Gene Expression,1853,True,0.10647807706312197,0.28449972485440567,0.35675,-2.7326421500147102e-11,0.22118130489217375
Phf21a,ENSMUSG00000058318,Gene Expression,3512,True,0.2873994556131105,0.6099913934623558,1.6322653,7.986176472394916e-11,0.37090443679633944
Mapk8ip1,ENSMUSG00000027223,Gene Expression,65,True,0.003336551199613024,0.38453714436667275,0.551228,-1.727760661709882e-11,0.039519804918698644
Cry2,ENSMUSG00000068742,Gene Expression,678,True,0.034649583904258756,0.274999520969019,0.33828112,2.0812565212321338e-11,0.12590321212134006
Prdm11,ENSMUSG00000075028,Gene Expression,529,True,0.032170146046351066,0.4228748290280591,0.6257584,-1.6205203447761653e-11,0.12496726916415396
Cd82,ENSMUSG00000027215,Gene Expression,9007,True,0.7372072429474501,0.2843409368987234,0.270946,9.479721303023868e-12,0.5053698390588734
Accs,ENSMUSG00000040272,Gene Expression,1114,True,0.05851741878828082,0.19121520568777578,0.17540006,-1.5728579816945132e-11,0.161635916179527
Ttc17,ENSMUSG00000027194,Gene Expression,1649,True,0.09829292502893397,0.33888710824205937,0.46248192,1.2074465314018486e-11,0.21413846228572392
Gm10800,ENSMUSG00000075014,Gene Expression,18,True,0.0020020008031955984,0.8941121181482191,1.5418682,-3.1874326522512134e-12,0.03346666750624522
Prr5l,ENSMUSG00000032841,Gene Expression,287,True,0.014104376935528566,0.5615162238575829,0.8952845,-6.354981744220256e-13,0.08000206716623856
Trim44,ENSMUSG00000027189,Gene Expression,4451,True,0.26995789237814827,0.2553662932613231,0.3001131,1.920054713804281e-11,0.3405510251016109
Cd44,ENSMUSG00000005087,Gene Expression,6909,True,0.4835357804063136,0.3447205227836877,0.74569887,1.1250303619064921e-10,0.4377074249696896
Abtb2,ENSMUSG00000032724,Gene Expression,2741,True,0.15976070158994593,0.25671314392324435,0.30273145,3.749439229089951e-11,0.2662085644091489
Lmo2,ENSMUSG00000032698,Gene Expression,131,True,0.01428537314876471,1.2779345220754184,2.288039,2.3942890204298583e-12,0.08989912191738905
Qser1,ENSMUSG00000074994,Gene Expression,99,True,0.00698897193652445,0.5931387383553247,0.9567603,-1.0329560475483987e-11,0.06093063766972474
Prrg4,ENSMUSG00000027171,Gene Expression,91,True,0.005884422909664762,0.2587179382521822,0.30662888,2.772857268864854e-12,0.05314181270361663
Ccdc73,ENSMUSG00000045106,Gene Expression,222,True,0.01474861576908694,0.4852163638325306,0.7469536,-2.5419926976881026e-12,0.08513114491899713
Ccdc34,ENSMUSG00000027160,Gene Expression,6507,True,0.5090299875644377,0.21139448853268641,0.3001075,-6.29875505027237e-11,0.39190713909935826
Slc12a6,ENSMUSG00000027130,Gene Expression,2991,True,0.21506652919298694,0.496583852977752,0.76905257,-1.683449558532409e-10,0.32000083394608986
Ryr3,ENSMUSG00000057378,Gene Expression,58,True,0.004141661149029704,0.44667385055025355,0.67202497,4.288276924883972e-12,0.04615019989834224
Scg5,ENSMUSG00000023236,Gene Expression,24,True,0.00280673261632535,0.5245879188149222,0.82349396,-1.7036346934182256e-12,0.03994353634331132
Rasgrp1,ENSMUSG00000027347,Gene Expression,5728,True,0.44333949269813255,0.5624185288016623,1.4732713,-1.369697159058972e-10,0.4387760628509324
Thbs1,ENSMUSG00000040152,Gene Expression,27,True,0.003469912475781515,1.7403442307950332,3.1869874,3.07223648697148e-11,0.04427195675770463
Bmf,ENSMUSG00000040093,Gene Expression,134,True,0.009959357280811994,0.41274532986031226,0.6060661,1.8262591939109106e-11,0.07060432345948156
Plcb2,ENSMUSG00000040061,Gene Expression,1420,True,0.1033353045077359,0.4466207992712694,0.6719218,-2.5934562583462532e-11,0.22542375302539372
Ivd,ENSMUSG00000027332,Gene Expression,1486,True,0.07786800359913874,0.1832141083325582,0.15984552,4.2260628599064703e-11,0.18615377315654674
Bahd1,ENSMUSG00000040007,Gene Expression,1062,True,0.055574653578868635,0.17861665854298117,0.15090783,-1.1756716226807474e-11,0.15847844097870065
Knl1,ENSMUSG00000027326,Gene Expression,5650,True,0.453519702414905,0.3548571479259031,0.77957666,3.686758256808091e-11,0.38447578050820863
Rhov,ENSMUSG00000034226,Gene Expression,40,True,0.002075751894133238,0.24914516633513684,0.2880189,1.3896557735994138e-11,0.03126626160708895
Ino80,ENSMUSG00000034154,Gene Expression,3962,True,0.23355924022805308,0.24989608313532571,0.28947875,4.730365415116761e-11,0.31719324369891533
Nusap1,ENSMUSG00000027306,Gene Expression,5128,True,0.633161965403822,1.0979025543700478,2.3940299,-9.488037392415719e-11,0.5445441377427958
Mga,ENSMUSG00000033943,Gene Expression,4293,True,0.28786463286754727,0.5001117204241144,1.2650346,-2.3195683366403934e-11,0.3628315240168482
Mapkbp1,ENSMUSG00000033902,Gene Expression,359,True,0.02089392318219975,0.32761756483761456,0.44057333,-3.034503782865172e-11,0.10016774301224668
Ganc,ENSMUSG00000062646,Gene Expression,1894,True,0.11488447565092329,0.3778524714923062,0.5382326,-6.672730831431269e-12,0.23102341210455787
Ttbk2,ENSMUSG00000090100,Gene Expression,128,True,0.008039364322706017,0.477494537593422,0.73194194,3.381048881104683e-12,0.06359256791538634
Ubr1,ENSMUSG00000027272,Gene Expression,4028,True,0.23672006514904534,0.26371038954837117,0.31633446,6.037232657009243e-11,0.32008854854540314
Ccndbp1,ENSMUSG00000023572,Gene Expression,6851,True,0.4607233645438513,0.17582515546404281,0.1812306,-1.1964618461603742e-11,0.4181717252347296
Zscan29,ENSMUSG00000050619,Gene Expression,1942,True,0.09891780051583815,0.17259118131083415,0.139194,1.9700443407082793e-11,0.20734963864897574
Pdia3,ENSMUSG00000027248,Gene Expression,11341,True,1.636851516485893,0.6778767408718128,0.49980885,8.626949778147594e-11,0.5773145534932508
Frmd5,ENSMUSG00000027238,Gene Expression,53,True,0.002550589455787691,0.4136559293086118,0.60783637,5.491101413365315e-12,0.03406706774627934
Casc4,ENSMUSG00000060227,Gene Expression,1940,True,0.10176623145219824,0.25560982035815255,0.30058655,5.71948356979823e-12,0.2131057863995364
Shf,ENSMUSG00000033256,Gene Expression,218,True,0.013306590167893085,0.4116631361435675,0.6039623,2.0077770448145872e-11,0.08007596941315395
Slc28a2,ENSMUSG00000027219,Gene Expression,2703,True,0.17559387922446415,0.31650237629018674,0.41896483,-2.9232916023413175e-11,0.2830386659016126
Slc28a2b,ENSMUSG00000079071,Gene Expression,243,True,0.034383509133692106,0.9392885238399964,1.6296935,-4.2080035350683776e-11,0.14155220074952615
Gatm,ENSMUSG00000027199,Gene Expression,126,True,0.004436437549385369,0.15349351171567943,0.10206713,8.628873649574066e-12,0.04293002282987757
AA467197,ENSMUSG00000033213,Gene Expression,4021,True,0.367806844938967,0.8553838795061668,2.452396,-1.6233130613629808e-10,0.437807410493269
Sqor,ENSMUSG00000005803,Gene Expression,57,True,0.004295891127578354,0.37571727946799144,0.5340817,-6.584508138699159e-13,0.04717074270067901
Dut,ENSMUSG00000027203,Gene Expression,9978,True,1.7436345974625653,1.3290315506864407,1.1681032,5.0376263000350666e-11,0.673386146347587
Secisbp2l,ENSMUSG00000035093,Gene Expression,3558,True,0.20828047263619712,0.21027630518416107,0.21245582,-1.4298708924495575e-11,0.2993654064119557
Atp8b4,ENSMUSG00000060131,Gene Expression,7702,True,0.5546968699146279,0.2475152117731115,0.174845,-7.657008277362258e-11,0.4565326802620569
Hdc,ENSMUSG00000027360,Gene Expression,303,True,0.02392093164239758,2.2817954586668496,4.239597,3.495239959321141e-11,0.1034465620682978
Trpm7,ENSMUSG00000027365,Gene Expression,6845,True,0.4526863996656705,0.24444833693188683,0.4105774,-9.518571093764902e-11,0.42146534765512644
Ap4e1,ENSMUSG00000001998,Gene Expression,1640,True,0.08099614527779654,0.16053695800073028,0.115759954,-3.5587897767633435e-11,0.18781811929459152
1810024B03Rik,ENSMUSG00000044145,Gene Expression,604,True,0.029831141141064797,0.15780498948969932,0.11044887,4.1307381337431666e-12,0.1149821660279808
Tmem127,ENSMUSG00000034850,Gene Expression,2848,True,0.16309540138993073,0.21033221769069835,0.21256453,-1.6459402717530462e-10,0.26726065718510594
Dusp2,ENSMUSG00000027368,Gene Expression,11492,True,1.7570680361950233,1.5584730424203603,1.5867412,4.377397068727575e-11,0.7923571733841859
Kcnip3,ENSMUSG00000079056,Gene Expression,39,True,0.0037480982570726974,0.7042144953622789,1.1726973,-3.720083947474145e-12,0.045538235323636655
Zfp661,ENSMUSG00000034800,Gene Expression,87,True,0.004055264398448138,0.18896657998827895,0.17102861,-1.6443515263169913e-11,0.04315884735119363
Mtln,ENSMUSG00000051319,Gene Expression,3437,True,0.1838243586230559,0.16395031991928785,0.12239571,1.3113728246525442e-10,0.2777470812918664
Acoxl,ENSMUSG00000027380,Gene Expression,597,True,0.037313753260857174,0.3692929796353094,0.5215925,-1.2233339857623993e-11,0.1333430050058824
Bcl2l11,ENSMUSG00000027381,Gene Expression,5194,True,0.4562911905854765,0.8199879320023431,2.3340986,-1.2757625851522163e-10,0.4676332188741475
Tmem87b,ENSMUSG00000014353,Gene Expression,1775,True,0.10591561010156328,0.2668597969479403,0.32245708,-5.322297210784464e-11,0.2217082133815659
Zc3h6,ENSMUSG00000042851,Gene Expression,856,True,0.08288414036609856,0.6513232767692267,1.069874,-1.584441937370242e-11,0.210368680892868
Slc20a1,ENSMUSG00000027397,Gene Expression,6830,True,0.4758837914621864,0.4664676717389303,1.1525922,-7.568261950270119e-13,0.4423159746271616
Il1b,ENSMUSG00000027398,Gene Expression,61,True,0.04282177745518294,4.887815347262196,9.305835,-2.642693403281026e-11,0.09905163242224482
Sirpa,ENSMUSG00000037902,Gene Expression,54,True,0.004950972148127219,0.9768965363745117,1.7028054,4.310276840704589e-12,0.05269806127765501
Nop56,ENSMUSG00000027405,Gene Expression,8880,True,0.781254234413743,0.2513123713832935,0.18475412,1.3527143391927038e-10,0.5045492388527875
Ptpra,ENSMUSG00000027303,Gene Expression,6918,True,0.4606571391354093,0.15679040830244173,0.11761424,9.768674379206382e-11,0.415859498712113
4930402H24Rik,ENSMUSG00000027309,Gene Expression,1345,True,0.07676342275434028,0.27789693296851725,0.34391385,4.7821237625257423e-11,0.1880526240021742
Atrn,ENSMUSG00000027312,Gene Expression,1714,True,0.11268109308025709,0.467829027692139,0.7131517,-1.6761264350380926e-11,0.23440327506737582
Cdc25b,ENSMUSG00000027330,Gene Expression,7164,True,0.6068811841165535,0.45064305123361614,0.7049307,2.8220711411614033e-11,0.49387405741608786
Smox,ENSMUSG00000027333,Gene Expression,733,True,0.039772659823390656,0.39086960122567566,0.5635386,3.0186163285046215e-12,0.13404631405845271
Rassf2,ENSMUSG00000027339,Gene Expression,3123,True,0.21782706522166118,0.40205667694789143,0.58528686,-1.671409847024804e-11,0.31891927008543125
Pcna,ENSMUSG00000027342,Gene Expression,9769,True,1.3986596898334012,0.9868833807774775,1.2315178,-1.7966515496243694e-10,0.6442917561011583
Gpcpd1,ENSMUSG00000027346,Gene Expression,4196,True,0.27137691393618407,0.3358820486315592,0.45663992,5.71948356979823e-12,0.34533894375651364
Shld1,ENSMUSG00000044991,Gene Expression,2479,True,0.15286611297253508,0.2497318638396561,0.28915948,-8.896974441908359e-12,0.26195806838098556
Tmx4,ENSMUSG00000034723,Gene Expression,3246,True,0.17959315787297986,0.2970389231532367,0.38112688,-7.286383756107537e-11,0.279399874028433
Plcb4,ENSMUSG00000039943,Gene Expression,55,True,0.0044151077050049075,0.6828438239034318,1.1311517,-6.580542093268576e-12,0.047970351567788574
Esf1,ENSMUSG00000045624,Gene Expression,6573,True,0.44129527825239223,0.16126606018601,0.1325724,5.2221860786932016e-11,0.4066876435240906
Bfsp1,ENSMUSG00000027420,Gene Expression,46,True,0.003100974442739761,0.34905224069965735,0.48224345,-5.057030347000509e-12,0.039631006184639876
Dstn,ENSMUSG00000015932,Gene Expression,5200,True,0.31658632503102346,0.1749790352981874,0.17840277,2.5480125534419047e-11,0.35434117167844137
Rbbp9,ENSMUSG00000027428,Gene Expression,323,True,0.016864851486567644,0.2538029374125011,0.29707387,-6.593293559628515e-12,0.08868505917441417
Ralgapa2,ENSMUSG00000037110,Gene Expression,3759,True,0.21950169106881756,0.24560769905390636,0.2811419,-1.1534291865759764e-10,0.30885922049830067
Kiz,ENSMUSG00000074749,Gene Expression,965,True,0.055712736139142044,0.28210386301219254,0.35209233,3.3363654157156346e-11,0.16056704820580184
Cd93,ENSMUSG00000027435,Gene Expression,62,True,0.003971269411831786,0.3615319206200809,0.5065046,2.0206856014825345e-12,0.04442652282111595
Napb,ENSMUSG00000027438,Gene Expression,29,True,0.0023299715001222046,0.7096456436472518,1.1832558,1.0344435570081817e-11,0.03531580843973523
Cst3,ENSMUSG00000027447,Gene Expression,9989,True,0.9519220182671024,2.130202947433146,5.3575478,4.902769119076174e-11,0.5336923332557533
Zfp120,ENSMUSG00000068134,Gene Expression,1678,True,0.09454714114201505,0.2511494765907796,0.2919154,-4.130738133743166e-11,0.20605339476591375
Zfp937,ENSMUSG00000060336,Gene Expression,99,True,0.007209836083776616,0.4646776957047685,0.70702535,-9.097565189529421e-13,0.06107987525254168
3300002I08Rik,ENSMUSG00000063364,Gene Expression,140,True,0.007913034879561914,0.26931023292696304,0.32722086,-5.967725044181834e-12,0.06141846668550999
Gm10130,ENSMUSG00000095315,Gene Expression,868,True,0.04302286372171064,0.24237619518753828,0.2748597,4.71857394508354e-11,0.1388349677996888
Zfp442,ENSMUSG00000068130,Gene Expression,184,True,0.010414878511839736,0.3098788394985717,0.40608832,-1.2124113608895207e-11,0.0707781008685893
Acss1,ENSMUSG00000027452,Gene Expression,1128,True,0.0959161754405414,0.4408146933484649,0.66063446,-1.9585786876101868e-11,0.2204328130578176
Entpd6,ENSMUSG00000033068,Gene Expression,1917,True,0.10077522994225767,0.25204463559194445,0.29365563,5.242859938981711e-11,0.21262171571979607
Sdcbp2,ENSMUSG00000027456,Gene Expression,4110,True,0.27821922532682986,0.3215951471192833,0.66841114,7.133467007887238e-11,0.3508465216687846
Tbc1d20,ENSMUSG00000027465,Gene Expression,4493,True,0.26148363460133806,0.18606471437776206,0.16538724,1.5338743732836944e-10,0.32863865306719914
Sox12,ENSMUSG00000051817,Gene Expression,119,True,0.00665863153157706,0.4044711929047219,0.5899808,8.201898313634268e-12,0.057038854813424
Id1,ENSMUSG00000042745,Gene Expression,226,True,0.01397223947237049,0.8705039655488778,1.4959728,-3.892426318334907e-12,0.08305292208115334
Tpx2,ENSMUSG00000027469,Gene Expression,6127,True,0.6966040713596662,0.7630405850249682,1.5201684,3.981793249113004e-12,0.4863998522539838
Hck,ENSMUSG00000003283,Gene Expression,95,True,0.011539014732143369,1.191204013763361,2.1194303,2.4336852333225137e-12,0.08185879922361233
Tm9sf4,ENSMUSG00000068040,Gene Expression,3702,True,0.20215815964502926,0.20688375818267565,0.20586054,-2.6121829745700665e-11,0.29262364131882207
Pofut1,ENSMUSG00000046020,Gene Expression,1981,True,0.10050933793892766,0.1670543441830862,0.1284301,6.672730831431269e-11,0.20892128314995836
Kif3b,ENSMUSG00000027475,Gene Expression,2334,True,0.13252592918662287,0.24501551641016467,0.27999067,-3.6223395942055456e-11,0.24335241956943302
Nol4l,ENSMUSG00000061411,Gene Expression,262,True,0.01223422780075536,0.18432783395408853,0.16201065,2.1726093838053e-11,0.0749278520227807
Dnmt3b,ENSMUSG00000027478,Gene Expression,763,True,0.03870060176910552,0.19509974291781224,0.18295181,4.766236308165192e-13,0.13204053401285357
Cdk5rap1,ENSMUSG00000027487,Gene Expression,1359,True,0.07233483670138835,0.26436077464674784,0.31759885,5.179310121539509e-11,0.18132300614567834
Cbfa2t2,ENSMUSG00000038533,Gene Expression,1282,True,0.06386624566635134,0.17823390050620525,0.15016373,3.177490872110128e-12,0.1674974500878764
a,ENSMUSG00000027596,Gene Expression,923,True,0.04909435165746009,0.21932899182417864,0.23005472,1.8429447058238742e-11,0.149063755341094
Itch,ENSMUSG00000027598,Gene Expression,5879,True,0.38774945436178926,0.3043961373209347,0.61092997,-1.796802821772822e-11,0.3996756371859647
Trp53inp2,ENSMUSG00000038375,Gene Expression,763,True,0.04283875276169554,0.15269021444717223,0.10050548,4.527924492756932e-12,0.13889908552440394
Ncoa6,ENSMUSG00000038369,Gene Expression,2695,True,0.1517897642851796,0.24513865038768354,0.28023005,-7.244679188411091e-11,0.25832181942301763
Ggt7,ENSMUSG00000027603,Gene Expression,124,True,0.006449559570561004,0.19456937393043683,0.18192074,-1.0346704652308604e-11,0.05446498307362418
Acss2,ENSMUSG00000027605,Gene Expression,2442,True,0.1898346614906469,0.5300296469791117,0.83407295,5.935453652511965e-11,0.304426361779547
Trpc4ap,ENSMUSG00000038324,Gene Expression,6358,True,0.4173386300900986,0.2275550577097232,0.35411805,9.028480362963073e-11,0.40691977500557885
Phf20,ENSMUSG00000038116,Gene Expression,3695,True,0.22349332047948303,0.2553152525380498,0.30001387,5.0363230322945526e-11,0.312818753804056
Cnbd2,ENSMUSG00000038085,Gene Expression,223,True,0.011582888606598679,0.27219426957538073,0.33282757,-2.3870900176727335e-11,0.07314784153546768
Dlgap4,ENSMUSG00000061689,Gene Expression,4407,True,0.2689459936136071,0.21216506250542178,0.21612768,-6.164332291893649e-11,0.33684179405559417
Ndrg3,ENSMUSG00000027634,Gene Expression,3712,True,0.21275999540285467,0.20203450356759703,0.19643334,9.834334249180846e-11,0.3008914180259942
Samhd1,ENSMUSG00000027639,Gene Expression,11315,True,1.267224187834937,0.9942012009500719,1.3968456,-2.057316734046265e-10,0.6088530865129419
Blcap,ENSMUSG00000067787,Gene Expression,623,True,0.031964163289033405,0.16233295476937668,0.11925147,2.2242436104770897e-12,0.1196861469479128
Tgm2,ENSMUSG00000037820,Gene Expression,35,True,0.0045630000688355815,1.8792326625930216,3.4569938,4.592675760147421e-12,0.05001287079077812
Lbp,ENSMUSG00000016024,Gene Expression,26,True,0.003080667405193054,0.5256280842914712,0.8255161,-3.4677079434561548e-12,0.04176557556265503
Ralgapb,ENSMUSG00000027652,Gene Expression,2953,True,0.1608634626886913,0.18654449069244916,0.16631995,-1.7793948883816718e-11,0.26308178681428473
Ppp1r16b,ENSMUSG00000037754,Gene Expression,5198,True,0.3499832323707988,0.3485532875979679,0.7585084,-3.290991528725956e-11,0.38702292488631257
Mafb,ENSMUSG00000074622,Gene Expression,120,True,0.005746506022504277,0.7867143119457383,1.3330812,1.2114183949919862e-12,0.05168127690547071
Plcg1,ENSMUSG00000016933,Gene Expression,4044,True,0.2607671747738773,0.3399342291383362,0.46451756,2.160693793034887e-11,0.34024156077084994
Zhx3,ENSMUSG00000035877,Gene Expression,779,True,0.03916547204195996,0.20426458502133743,0.20076874,-8.102601723880826e-12,0.13228365697330755
Chd6,ENSMUSG00000057133,Gene Expression,3460,True,0.2489682740373249,0.5609600928204355,0.89420336,1.249190662583274e-10,0.3430896229455062
Fitm2,ENSMUSG00000048486,Gene Expression,460,True,0.019865550402182956,0.18089048481435782,0.15532827,2.3195683366403934e-11,0.09279360064470386
Serinc3,ENSMUSG00000017707,Gene Expression,9766,True,0.9511452659729274,0.4353624327931536,0.4540378,1.0543513596218355e-10,0.5578579142044535
Pkig,ENSMUSG00000035268,Gene Expression,2706,True,0.11239056083818563,0.3155648727168911,0.41714227,-4.111189117635458e-11,0.19914126282732506
Slpi,ENSMUSG00000017002,Gene Expression,307,True,0.04244467747188839,2.6135910394634663,4.8846245,-5.1670687138339675e-12,0.1453400360535862
Sdc4,ENSMUSG00000017009,Gene Expression,70,True,0.010623588501765601,1.4239274525482848,2.5718567,-3.5041090162941134e-12,0.07936371411545941
Dbndd2,ENSMUSG00000017734,Gene Expression,92,True,0.005640736369951774,0.24399689069447986,0.2780104,-1.1591907160454984e-11,0.05207577847495446
Ube2c,ENSMUSG00000001403,Gene Expression,7742,True,1.3441658612895886,2.1377986955330974,3.898403,-1.8764324807182223e-10,0.7798965957069619
Zswim3,ENSMUSG00000045822,Gene Expression,236,True,0.012090767302989405,0.1551222392440332,0.10523346,1.7595355704309834e-11,0.07389123648280269
Ctsa,ENSMUSG00000017760,Gene Expression,8086,True,0.6118553688753169,0.35051361497488337,0.44363132,1.2049641166580126e-11,0.4795398871303198
Pltp,ENSMUSG00000017754,Gene Expression,537,True,0.03174334171102511,0.181184089233531,0.15589905,2.5658238792289284e-11,0.12106598363278073
Zfp335,ENSMUSG00000039834,Gene Expression,1790,True,0.08627791483589797,0.15795225053908898,0.11073515,6.037232657009243e-12,0.1915557069783944
Mmp9,ENSMUSG00000017737,Gene Expression,21,True,0.0051002768465190475,3.056533840739859,5.7457285,3.731453600939566e-12,0.04804377128139676
Cd40,ENSMUSG00000017652,Gene Expression,25,True,0.0021524722525818915,0.5631863592860527,0.8985313,6.961452150924808e-12,0.03439836733709939
Eya2,ENSMUSG00000017897,Gene Expression,622,True,0.02859979853994464,0.2126940738315731,0.2171561,-1.588745436055064e-13,0.1121786846084334
Zmynd8,ENSMUSG00000039671,Gene Expression,5893,True,0.3917571948494851,0.3029214905658847,0.60600156,1.5683896351556085e-11,0.4045417791102025
Ncoa3,ENSMUSG00000027678,Gene Expression,4328,True,0.2700015414929484,0.24357080629287764,0.27718207,3.749439229089951e-11,0.3396070200660957
Sulf2,ENSMUSG00000006800,Gene Expression,28,True,0.002926997002980732,0.7041301816965472,1.1725334,7.911761241982134e-12,0.040281032243026586
Prex1,ENSMUSG00000039621,Gene Expression,9867,True,0.8700257549538192,0.36847330411487644,0.26051426,-4.169758590497839e-12,0.5417862926092958
Znfx1,ENSMUSG00000039501,Gene Expression,1911,True,0.122806321496895,0.3374800585270058,0.45974654,-1.648323389907129e-11,0.23994794377358672
Slc9a8,ENSMUSG00000039463,Gene Expression,2675,True,0.14124175780274217,0.1768633673831848,0.14749934,-4.575586855838584e-11,0.24691459545091185
Rnf114,ENSMUSG00000006418,Gene Expression,6204,True,0.4302968471849022,0.26789057093252544,0.4889241,-3.01349634809546e-12,0.41788698738491653
Cebpb,ENSMUSG00000056501,Gene Expression,5254,True,0.39073590132932123,1.6436587052918032,5.0869036,-1.165729551631684e-10,0.41315030090818905
Zfp217,ENSMUSG00000052056,Gene Expression,1646,True,0.09303225078048966,0.3748476382704622,0.5323911,8.531562991615694e-11,0.2081177971504774
Fam210b,ENSMUSG00000027495,Gene Expression,790,True,0.05148157236852881,0.3284564802288007,0.44220424,2.0633831350765143e-11,0.1576207984998792
Fam209,ENSMUSG00000027505,Gene Expression,116,True,0.006530362494082795,0.30935445751242685,0.4050689,7.633425337295815e-13,0.056328646679235386
Spo11,ENSMUSG00000005883,Gene Expression,215,True,0.012372966658723889,0.29098595866544247,0.36935958,3.3811031839272046e-11,0.07701431305568322
Zbp1,ENSMUSG00000027514,Gene Expression,8655,True,0.7720757245813082,0.7185376349546636,1.4040328,1.4165744584778857e-10,0.5541354792335312
Pmepa1,ENSMUSG00000038400,Gene Expression,619,True,0.06318054791212514,0.8381060156046292,1.4329894,-4.1325572782976337e-11,0.1884803632810686
Stx16,ENSMUSG00000027522,Gene Expression,4970,True,0.32069291692170154,0.3159564548980279,0.64956594,4.1307381337431666e-12,0.37165141652622125
Ctsz,ENSMUSG00000016256,Gene Expression,6137,True,0.378955488869653,0.15538783508271123,0.11292667,-9.754741826456603e-11,0.36102171695451907
Zfp831,ENSMUSG00000050600,Gene Expression,532,True,0.05732013417077266,0.5962063419896508,0.96272385,-1.742307999986065e-11,0.17644168585100242
Gm14399,ENSMUSG00000090093,Gene Expression,41,True,0.0024828378992552704,0.28135457426445326,0.35063568,1.1625768849070123e-11,0.03502285485242276
Gm4631,ENSMUSG00000078899,Gene Expression,217,True,0.012370529714267773,0.352655716370225,0.4892488,2.1189892253384417e-11,0.07792031041365327
Zfp966,ENSMUSG00000089756,Gene Expression,44,True,0.002454915122785037,0.2537811578660127,0.29703152,1.990896624556502e-12,0.03446155127142967
Zfp973,ENSMUSG00000078879,Gene Expression,116,True,0.006964092122540801,0.22682155585682748,0.24462065,-2.0703338963592554e-12,0.057348221100157325
Gm14410,ENSMUSG00000078870,Gene Expression,75,True,0.0042426442926168945,0.1942641125467461,0.1813273,-3.594536549074582e-12,0.044351617847821975
Gm14325,ENSMUSG00000095362,Gene Expression,262,True,0.013945690459953997,0.1690655671012188,0.13234001,1.004881488304828e-11,0.08018266741111246
Zfp972,ENSMUSG00000074529,Gene Expression,47,True,0.002453908972025105,0.21787332553955027,0.22722483,-1.8965648642907327e-12,0.03388252318325133
Zfp971,ENSMUSG00000074519,Gene Expression,285,True,0.01630129261010696,0.2168787410523287,0.22529131,2.6611486053922323e-12,0.08767825467639338
Zfp931,ENSMUSG00000078861,Gene Expression,774,True,0.048559462882211205,0.2744667049056991,0.33724532,6.061063838550069e-11,0.15161006032280236
Phactr3,ENSMUSG00000027525,Gene Expression,13,True,0.002193022285356535,1.1428310594539406,2.0253906,7.811668291639484e-12,0.03627909474117197
Ss18l1,ENSMUSG00000039086,Gene Expression,166,True,0.009865058227724266,0.3028903347834037,0.3925023,-1.7525848091482425e-11,0.06946972803768242
Rps21,ENSMUSG00000039001,Gene Expression,13128,True,3.1909080851829503,1.7222336904898627,0.10316476,9.860213422885336e-11,0.3889203670698051
Dido1,ENSMUSG00000038914,Gene Expression,5232,True,0.3199820419366285,0.2203268609286265,0.32996055,7.411683640302661e-11,0.36448689495021985
Slc17a9,ENSMUSG00000023393,Gene Expression,2270,True,0.1419822705297745,0.4033796574392288,0.5878588,2.383118154082596e-11,0.25859884212042544
Helz2,ENSMUSG00000027580,Gene Expression,3282,True,0.19973330665870045,0.27858825236758256,0.34525782,-3.431690141878938e-11,0.29794698815807324
Dnajc5,ENSMUSG00000000826,Gene Expression,7519,True,0.5237974367647766,0.25190151757599716,0.4354868,-2.9423286204081106e-11,0.44350566407919717
Uckl1,ENSMUSG00000089917,Gene Expression,2928,True,0.16740343409684943,0.19200230406343782,0.17693022,-4.893335943049597e-11,0.2692880486271411
Zfp512b,ENSMUSG00000000823,Gene Expression,1067,True,0.06643196718949188,0.3144938587375088,0.41506016,3.677945684467473e-11,0.17958060142659862
Pcmtd2,ENSMUSG00000027589,Gene Expression,2471,True,0.17763219499594896,0.441633068509868,0.6622254,1.1596096235335207e-10,0.29124689081508515
Ppp1r3f,ENSMUSG00000039556,Gene Expression,208,True,0.013644028498154687,0.39013620794171866,0.5621128,-6.738747548525159e-12,0.08278536230580819
Syp,ENSMUSG00000031144,Gene Expression,86,True,0.005111626584999157,0.4936337791345741,0.76331747,7.17914343917382e-12,0.05010724837078258
