gene_name,P2-P4_likelihood,P9-P4_likelihood,P5-P7_likelihood,P6-P7_likelihood,P2-P7_likelihood,P9-P7_likelihood,P5-P2_likelihood,P5-P4_likelihood,P2-P1_likelihood,P9-P10_likelihood,P3-P5_likelihood,P3-P6_likelihood,act_likelihood,P7-P8_likelihood,P6-P2_likelihood,P5-P6_likelihood,P9-P6_likelihood,P5-P8_likelihood,P6-P8_likelihood,P9-P8_likelihood
Phf1,0.15174106758330008,,,,,,0.26881047220763005,,,,,,,,,,,,,
Tnfrsf1b,,,,,,,0.1099463057840113,,,,,,,,,,,,,
Ddit3,,,,,,,0.19991576297868074,,,,,,,,,,,,,
Sla2,,,,,,,0.19298581024215375,,,,,,,,,,,,,
Ing3,,,,,,,0.23028043231505124,,,,,,,,,,,,,
Mef2a,,,,,,,0.2194704422665696,,,,,,,,,,,,,
Baz2a,,0.2319693776831358,,,,,,,,,,,,,,,,,,0.24561628060145055
Lef1,,,,,,,,,,,,,,,,,,,0.20814243083750406,0.2658568836130749
Ptprc,,,,,,,,,,,,,,,,,,,,0.3215460368299108
Zfpm1,,,,,,,,,,,,,,,,,,,,0.22328481757800714
Pms1,,,,,,,,,,,,,,,,,,,,0.2188795443001072
Fubp1,,,,,,,,,,,,,,,,,,,,0.2150548648008516
Rara,,,,,,,,,,,,,,,,,,,,0.2341009290441926
Tnfrsf4,,,,,,,,,,,,,,,,,,,,0.2474775886634107
Klra1,,,,,,,,,,,,,0.004212328111167731,,,0.26549771886289675,,,0.2078327395108064,
Rnps1,,,,,,,,,,,,,,,,,,,0.2668699374815979,
Klf10,,,,,,,,,,,,,,,,,,,0.2368343332120802,
Ercc5,,,,,,,,,,,,,,,,,,,0.21621018932659544,
Irf7,,0.5245197561016612,,,0.2437772307649595,0.24541035730766464,,,,,,,,,,,,,,
Pcgf6,,0.3368639112884045,,,,0.30983004923250057,,,,,,,,,,,,,,
Cd2,,0.4672637369190967,,,,0.2398550489199331,,,,,,,,,,,,,,
Nfkbiz,,0.2785843224407429,,,,0.1666531083147177,,0.2340092857398048,,,,,,,,,,,,
Fcgr1,,0.27630655216825395,,,,,,0.3311678462685829,,,,,0.0023522258868578557,,,,,,,
Taf4b,,0.3885898814078336,,,,,,0.3283771088255648,,,,,,,,,,,,
Lgals9,,0.29150833197371473,,,,,,,,,,,,,,0.2292172790843284,0.21339366141212227,,,
Tet3,,0.2581849294090658,,,,,,,,,,,,,,,,0.2461794115219809,,
Gtf2f2,,0.2112299903655776,,,,,,,,,,,0.22691000445241802,,,,,0.20601258512781748,,
Cd37,,0.3916559782177971,,,,,0.2348412663238625,,,,,,,,,,,,,
Ncoa4,,0.5057176910448062,,,,,,,,,,,,,,,,,,
Hivep2,,0.2406044219565849,0.2231007604022025,,,,,,,,,,,,,,,,,
Rbbp5,,0.2041204092327758,,,,,,,,,,,,,,,,,,
Gatad2a,,0.2082518909441884,,,,,,,,,,,,,,,,,,
Zfp131,,0.2108204716169053,,,,,,,,,,,,,,,,,,
Zfp341,,0.21218293440318414,,,,,,,,,,,,,,,,,,
Elp3,,0.18637933426540912,,,,,,,,,,,,,,,,,,
Gata3,,0.188346881490852,,,,,,,,,,,,,,,,,,
Parn,,0.1964532318240016,,,,,,,,,,,,,,,,,,
Nfe2l1,,0.19912603941523985,,,,,,,,,,,,,,,,,,
Eaf1,,0.2367160329530337,,,,,,,,,,,,,,,,,,
Nfatc1,,0.23243952419644745,,,,,,,,,,,,,,,,,,
Rest,,0.2344481581626271,,,,,,,,,,,,,,,,,,
Klf4,,0.22541456664177226,,,,,,,,,,,,,,,,,,
Atm,,0.22293625877592002,,,,,,,,,,,,,,,,,,
Taf1a,,0.22416586542148256,,,,,,,,,,,,,,,,,,
Abcb1a,,0.2304843084201818,,,,,,,,,,,,,,,,,,
Mphosph8,,0.2301236389462618,,,,,,,,,,,,,,,,,,
Ctnnbl1,,0.2300390469825499,,,,,,,,,,,,,,,,,,
Pvr,,0.2270746531475453,,,,,,,,,,,,,,,,,,
Zfp553,,0.2282352946451001,,,,,,,,,,,,,,,,,,
Epcam,,0.22843983721775005,,,,,,,,,,,,,,,,,,
Fiz1,,0.2424164508541565,,,,,,,,,,,,,,,,,,
Med27,,0.2468901191325557,,,,,,,,,,,,,,,,,,
Klf8,,0.2469764839099513,,,,,,,,,,,,,,,,,,
Hdac1,,0.2636207169601456,,,,,,,,,,,,,,,,,,
Kdm3b,,0.2621597876410841,,,,,,,,,,,,,,,,,,
Plrg1,,0.25795985959518003,,,,,,,,,,,,,,,,,,
Lmo4,,0.2539154866941879,,,,,,,,,,,,,,,,,,
Zfp275,,0.3804780549085885,,,,,,,,,,,,,,,,,,
Hdgf,,0.4121449723467121,,,,,,,,,,,,,,,,,,
Phf2,,0.2961749012020413,,,,,,,,,,,,,,,,,,
Ddb1,,0.2912442270465155,,,,,,,,,,,,,,,,,,
Zfp444,,0.2708805006820353,,,,,,,,,,,,,,,,,,
Hdac3,,0.2812821481374059,,,,,,,,,,,,,,,,,,
Zdhhc16,,0.2806086158984032,,,,,,,,,,,,,,,,,,
Gtf2b,,0.28037265118649685,,,,,,,,,,,,,,,,,,
Arntl,,0.3605392444382957,,,,,,,,,,,,,,,,,,
Prkcd,,0.3461880982431738,,,,,,,,,,,,,,,,,,
Zfp236,,0.3491518541996557,,,,,,,,,,,,,,,,,,
Notch2,,0.3487963280842913,,,,,,,,,,,,,,,,,,
Hbp1,,0.3399361501331887,,,,,,,,,,,,,,,,,,
Setdb2,,0.34230273044023984,,,,,,,,,,,,,,,,,,
E2f5,,0.3433208989780599,,,,,,,,,,,,,,,,,,
Tcf4,,0.3438335148550609,,,,,,,,,,,,,,,,,,
Nfyb,,0.3284283029446046,,,,,,,,,,,,,,,,,,
Zscan21,,0.32854715054851524,,,,,,,,,,,,,,,,,,
Hdac6,,0.3050360506669432,,,,,,,,,,,,,,,,,,
Ncoa5,,0.312595244899401,,,,,,,,,,,,,,,,,,
Chd9,,0.3157004674119354,,,,,,,,,,,,,,,,,,
Atf3,0.2447729523688612,0.19849573426740375,,,,,0.20224861035751365,0.2099729291757561,,,,,,,,0.18391467076979046,,,,
Trgv2,0.2333679163979643,,,,,,0.2722687740885571,0.25693616899791033,,,,,,,,,,,,
Il1r2,0.25903236398695,,0.13323206893505554,,,0.22307855990740744,,,,,,,,0.13733122273534668,,,,,,
Sp110,0.3437200872784865,,,0.26832704825706905,,,,,,,,,,,,,,,,
Pdcd11,0.4234323932880379,,,,0.2702965479400989,,,,,,,,,,,,,,,
Nono,0.23461680952400385,,,,0.21581056503144036,,,,,,,,,,,,,,,
Ivns1abp,0.3039247872353916,,,,0.2871854973372913,,,,,,,,,,,,,,,
Stat1,0.3686598500535918,0.2095752042074165,,,,,,,,,,,,,,,,,,
Zfp62,0.3249834175468166,0.2649213909428052,,,,,,,,,,,,,,,,,,
Zfp248,0.3161328398816005,0.3246655400884889,,,,,,,,,,,,,,,,,,
Med12,0.2899960060437695,0.19358410970767453,,,,,,,,,,,,,,,,,,
Cd52,0.2833592426855266,0.2706148361959019,,,,,,,,,,,,,,,,,,
Klrc2,0.2671942366354977,0.2307034288074018,,,,,,,,,,,,,,,,,,
Nfatc3,0.26902383520637624,0.2508138698463073,,,,,,,,,,,,,,,,,,
Ncam1,0.2453402460058996,0.29827969750890626,,,,,,,,,,,,,,,,,,
Ube2k,0.24117047260928845,0.2641886685085135,,,,,,,,,,,,,,,,,,
Cd69,0.507442095704097,,,,,,,,,,,,,,,,,,,
Klf13,0.4107770249001582,,,,,,,,,,,,,,,,,,,
Zfp422,0.3744441113556832,,,,,,,,,,,,,,,,,,,
Slamf1,0.3769894456107342,,,,,,,,,,,,,,,,,,,
Pknox1,0.23454530189835635,,,,,,,,,,,,,,,,,,,
Ubn1,0.25072048575305417,,,,,,,,,,,,,,,,,,,
Brd1,0.2418418195701987,,,,,,,,,,,,,,,,,,,
Ctr9,0.2431165286802907,,,,,,,,,,,,,,,,,,,
Rai1,0.24414126864136196,,,,,,,,,,,,,,,,,,,
Taf5l,0.200748328811008,,,,,,,,,,,,,,,,,,,
Mtf1,0.22545280166529466,,,,,,,,,,,,,,,,,,,
Zfp207,0.21963547250819626,,,,,,,,,,,,,,,,,,,
Gabpa,0.22168034166574566,,,,,,,,,,,,,,,,,,,
Cd68,0.22298843739841825,,,,,,,,,,,,,,,,,,,
Polr3f,0.20851867390477366,,,,,,,,,,,,,,,,,,,
Zdhhc2,0.21039085223742948,,,,,,,,,,,,,,,,,,,
Ankra2,0.2130729973507283,,,,,,,,,,,,,,,,,,,
Gatad1,0.21492628718252954,,,,,,,,,,,,,,,,,,,
Prmt6,0.2155736666620908,,,,,,,,,,,,,,,,,,,
Stat6,0.27702099499438504,,,,,,,,,,,,,,,,,,,
Apc,0.2765746839258537,,,,,,,,,,,,,,,,,,,
Anks3,0.2799345925819969,,,,,,,,,,,,,,,,,,,
Foxk2,0.2823031070389669,,,,,,,,,,,,,,,,,,,
Drap1,0.28204583036494524,,,,,,,,,,,,,,,,,,,
Snai3,0.2622067505376001,,,,,,,,,,,,,,,,,,,
Aatf,0.2707595681388322,,,,,,,,,,,,,,,,,,,
Zdhhc9,0.26865565662709423,,,,,,,,,,,,,,,,,,,
Fos,0.35052339369469354,,,,,,,,,,,,,,,,,,,
Eomes,0.3401901730156227,,,,,,,,,,,,,,,,,,,
Ctsl,0.33812916405754023,,,,,,,,,,,,,,,,,,,
Cbx7,0.3375277077455777,,,,,,,,,,,,,,,,,,,
Pwp1,0.31884986410817595,,,,,,,,,,,,,,,,,,,
Baz2b,0.3200641227249273,,,,,,,,,,,,,,,,,,,
Ecd,0.31494621027850195,,,,,,,,,,,,,,,,,,,
Xpc,0.3163140145403259,,,,,,,,,,,,,,,,,,,
Ets2,0.31703052330002585,,,,,,,,,,,,,,,,,,,
Ercc2,0.2996788334045061,,,,,,,,,,,,,,,,,,,
Crtc1,0.30004761122288426,,,,,,,,,,,,,,,,,,,
Nr2c1,0.2959758960109157,,,,,,,,,,,,,,,,,,,
Zfp606,0.2941676412801659,,,,,,,,,,,,,,,,,,,
Fbxo17,0.4173693894872989,,,,,,0.18117527358469715,,,,,,,,,,,,,
Il17ra,0.3136318609138545,,,,,,0.22754408796970196,,,,,,,,,,,,,
Zbtb1,0.2561489743937672,,,,,,0.1980243835929115,,,,,,,,,,,,,
Elf1,,,,0.1977136171475119,,0.23121529356772785,,,,,,,,,0.20854754835285114,0.19063750865526646,0.1873768389944707,,,
Tshz2,,,0.2633075818110872,0.2292313801491252,,,,,,,,,,,0.3041359594729791,,,,,
Carf,,,,,,,,,,,,,,,0.2431220206259237,,,,0.24708869622647064,
Ruvbl2,,,,,,,,,,,,,,,0.2551857034173842,,,,0.2586146601901146,0.2423570417231107
Xrcc5,0.2802185795580837,,,,,,,,,,,,,,0.3401202317256172,,,,,
Smarcc1,,,,,,,,,,,,,,,0.4059572687436617,,,,,
Bcor,,,,,,,,,,,,,,,0.4016292610562737,,,,,
Ash2l,,,,,,,,,,,,,,,0.34487891614674154,,,,,
Bclaf1,,,,,,,,,,,,,,,0.3707993581341347,,,,,
Phf14,,,,,,,,,,,,,,,0.2426786248320396,,,,,
Gtf2e2,,,,,,,,,,,,,,,0.23420455977843824,,,,,
Sp140,,,,,,,,,,,,,,,0.2264663854847564,,,,,
Hmga1,,,,,,,,,,,,,,,0.3039922974503057,,,,,
Safb,,,,,,,,,,,,,,,0.28177195168825897,,,,,
Bin1,,,,,,,,,,,,,,,0.2783482294605103,,,,,
Mxd3,,,0.2137730012405941,,,,,,,,,,0.2888744740731791,,,0.2299160969389493,,0.24674016261077555,,
Elf4,,,,0.21709367816842526,,0.21919866988994535,,,,,,,,0.21784483724977846,,,,0.1987726056905184,0.2113014924455135,
Hivep3,,,,0.3046538709116226,,,,,,,,,0.2455499371401023,0.2471091463431617,,,,0.26295290281901584,0.2350932884220902,0.2695578705620265
Fli1,,,,0.2083644861784312,0.15332918970061585,,,,,,,,0.2199336350577789,0.21618795761466544,,,,0.2303197310014134,0.19847320114672706,
Irf2,,,,,,,,,,,,,0.2587808025979696,0.2584885887643947,,,,0.2678167170317963,0.2974935701555721,0.20466995903312865
Zbtb38,,,,,,,,,,,,,0.26139804777645304,0.3569994554675696,,,,0.3239093490138503,0.236044857496772,
Bcl11b,,,,,,,,,,,,0.07952128541947104,0.2187468981908648,0.2452646602249274,,,,0.2327064958516723,0.2269671108915681,
Hdac7,,,,,,,,,,,,,0.19809781387645467,0.2154093256813422,,,,0.22853090393910275,0.2914442348584814,
Ikzf1,,,,,,,,,,,,,0.21737364369435505,0.2561604031250823,,,,0.2685619383975744,0.2966969933106071,
L1cam,,,,,,,,,,,,,0.23202473233243354,0.25832728871578603,,,,0.2805625576146979,0.2907475788602793,
Zdhhc21,,,,,,,,,,,,,,,,,0.2080308680844945,0.27087701584728346,0.24222407761000306,0.276054673990533
Fbxo7,,0.18875610538481,,,,,,,,,,0.270279966435641,,,,,,0.26671269917199697,,
Cnot6,,,,,,0.24673774773818755,,,,,,,,,,,,0.28657748209087724,,
Jarid2,,,0.2281256591931854,,,,,,,,,,,,,,,0.25857603730468515,,
Mta3,,,,,,,,,,,,,0.20433843481401195,,,,,0.26092165325145444,,
Btg2,,,,,,,,,,,,,,,,,,0.3400538822883217,,
Zbtb11,,,,,,,,,,,,,,,,,,0.21686235560243486,,
Trip11,,,,,,,,,,,,,,,,,,0.21524638439445468,,
Cd200r1,,,,,,,,,,,,,,,,,,0.2429686394104965,,
Tbx21,,,,,,,,,,,,,,,,,,0.2559053212255588,,
Smarca5,,0.2551331613274088,,,,,,,,,,,,,,,,0.3979681332775687,0.33629049869582683,
Igf2r,,0.23371805998482603,,,,,,,,,,,,,,,,0.24319886521090714,0.2346651534563668,
Elk3,,0.23143741687805802,,,,,,,,,,,,,,,,0.24504333564295736,0.2110417843189167,
Cd38,,,,,,,,,,,,,0.23191672890865755,,,,,0.283329197516369,0.2504772923939557,
Znfx1,,,,,,,,,,,,,,,,,,0.24990740779219855,0.2417687582719508,
Nsd1,,,,,,,,,,,,0.16106430056163248,,,,,,0.2500660177251908,0.2546256418802202,
Id3,,,,,,,,0.2529556644791122,,,0.3743584416179048,,0.2799437491905388,,,0.17891348043725758,0.17686215536762984,0.16904570357638496,0.10885976409983257,
Eif5b,,0.2521176536811363,,,,,,,,,0.2911374637241838,,0.2336940602534048,0.22266683132180864,,,,,,
Skil,0.2320163326834983,,,,,,,,,,0.24860912749358685,0.2791822395171554,,0.2914744374576062,,,,,,
Tlr1,,,,,,,,,,,0.2751234465544583,0.17147851444494586,0.18420798494911936,0.2348248145194107,,,,,,
Sp4,,,,,,,,,,,0.286983069288062,0.28983718685961896,0.20002897810051756,0.2714228596115439,,,,,,
Cd9,,,,,,,,,,,0.1965373744708288,0.26184388331305564,0.2071622708545129,0.2907376427503908,,,,,,
Batf,,,,,,,,,,,0.2668429460471917,0.2466202103873681,0.2846110948228086,0.3477196324294331,0.2019474177323392,0.2155784893589525,,0.2490519414077811,,
Cx3cr1,,,,,,,,,,,0.26546279883618634,0.2524651518012222,0.2319001116928922,0.23849103112959685,,,,0.25730589864818715,,0.2359945559624327
Setbp1,,,,,,,,,,,0.26101728417502584,0.2568916894261256,0.2498255817921816,0.2769944452816089,,,,0.2582374380628399,0.2593827855613807,
Khdrbs1,,,,,,,0.25006336810929997,0.2473117184741904,,,0.22178615152747716,0.2134711379837977,0.2112997175423344,0.2206826969310787,,,,,0.22704606354374135,
Dnmt3a,,,,0.2506077029797976,,,,,,,0.2697672203241776,0.2309501412211962,0.2844694890271042,,,,,,0.29728521572231786,
Arid1a,,,,,,,,,,,,0.3065604996918472,0.25752236796796124,0.19428195762152808,,,,,0.28123844613262083,
Pml,,,,,,,,,,,,0.2073604819761224,0.22433415410065274,,,,,,0.2618834851042767,
Kmt2a,,,,,,0.3721627126183885,0.17519485606822874,0.18188280716097205,,,0.2176605204743276,0.22253578879913205,,,,,,,,
Tnfrsf25,,,,,,,,0.28260946846187945,,,0.365453024466666,0.34905522469574873,,,,0.1882821706244572,,,,
Ms4a1,0.22497211086054564,0.21300216811248876,,,,,,0.14552618679254772,,,0.35537737727156216,0.13394819739283995,,,,,,,,
Pbx3,,0.31699143556758563,,,,,,,,,0.2348066254500777,0.2520561091870193,,,,,,,,
Tgif1,0.2768273841666478,,,,,,,,,,0.3015801213854674,,,,0.2405626343370052,,,,0.2545488415766172,
Jade1,,,,,,,,,,,0.21078389202711106,0.2827733062903368,0.16794399827803064,,0.2891332097428703,,0.2241451422723812,,,
Polr2b,,,,,,,0.2375031065338127,,,,0.2393210866664044,0.18815543184771708,0.2584545351340358,,0.20892430762238007,,,,,
Elf2,0.3178860596711654,,,,,,,,,,0.1765724785165444,0.2239607935365891,,,0.2500815437666372,,0.2356438501629293,,,
Tet1,0.3191700651823557,,,,,,0.3373178439504054,,,,0.2663891506311615,0.3078763450954122,,,0.29195469594159074,,,,,
Pa2g4,0.4657371053655418,,,,0.3592731434861129,,0.2848585144330787,,,,,,0.22488074521930826,,0.3614053746306514,,0.21665658413679312,,,0.2770413722342077
Il4ra,0.2956817656342505,,,,0.25876840684333424,,0.1997500030762153,,,,,0.2738398572736933,,,,,,,,
Il6ra,0.4631861888891667,,,,,,0.31856143491241845,,,,,,0.18760824009548327,0.2611802046593827,0.3416008729150549,,,,,
Prdm5,0.3949452721081291,,,,,,0.24653445360304785,,,,0.2041134020721783,,,,0.3930781395647937,,,,,
Prmt1,0.3087684938839081,,,,,,0.3034360106993196,,,,,,0.21986056413123087,,0.20224869974358475,,,,,
Bmpr1a,0.34759237974498103,,,,,,0.26948132604263925,,,,,,,,0.2879484947632349,,,,,
Btbd11,0.30656861548395675,,,,,,0.22301061024106694,,,,,,,,0.2168854805932603,,,,,
Srrm1,0.22369290570581007,,,,0.20902146008657807,,0.13945588188480088,,,,,,0.21552919630009487,,0.21004850329754854,,,0.23661997935291065,,
Cnbp,0.2716333080184983,,,,0.22479640546010826,,0.22675327380254784,,,,,,,0.2353763740283238,0.18850487875631936,,,,,0.2289068250630989
Klra6,0.3628555087274077,,,,0.22955884664478185,,0.34681667097350805,,,,,,,,0.22144914952521436,,,,,
Tardbp,0.22987035388342344,,,,0.2726973513736637,,0.2992840527728663,,,,,,,,0.3869808143099107,,,,,
Trem1,0.21882223481834776,,,,0.3847281392732572,,0.2964947822117515,,,,,,1.9249687889976943e-15,,0.2454676335585785,,,,,
Cxcr2,0.2900028481868885,,,,0.38473087677444345,,0.3076611096781266,,,,,,1.9251117534593135e-15,,0.2447093579598347,,,,,
Csf3r,0.2777602508893173,,,,0.38473087677444345,,0.3076611096781266,,,,,,0.06090020957591274,,0.2447093579598347,,,,,
Dach1,0.2709260818170576,,,,0.40503918684550505,,0.3076611641345466,,,,,,0.05272876087613503,,0.2451600081439935,,,,,
Nsd3,0.29656853479650586,0.3884071334475361,,,,,0.2673458470944538,,,,,,,,,,,,,
Mxd1,0.5212105975353066,0.5304486858220526,,,,,0.2144966141935551,,,,,,,,0.2436140212244821,,,,,
Ube2b,0.3674430845062256,0.2764498043228617,0.20883880060243368,,0.271721643158204,,,,,,,,,,0.24985169604853444,,,,,
Smad3,,0.4051056319523904,0.24069312801034884,,,,,,,,,,,,0.3007181186756997,,,,,
Cd53,0.2652389741112381,,,,0.22435072625285796,,,,,,,,,,0.3097528602526462,0.23396544610286574,0.2255896016490945,,,
Thrap3,0.2362550989093057,0.2673602757282143,,,,,,,,,,,,,0.2559997109590473,,0.2496279542183773,0.2441538862095023,,
Ccr2,,0.43921113627319547,,0.2321191240629837,,0.1776020883036261,,,,,,0.2574012695518377,0.21529881373633286,0.18067793723022554,0.2376576002976934,0.2596983156577136,0.2954140304728249,,0.2094166243013592,
Itgb1,,,0.29080526954672153,,,,0.27220520142045074,,,,0.25223652370065525,0.2447520548631885,,,0.2943775652812598,0.2393979859426077,0.28477444088052073,0.1890900550713919,,0.2921544512900032
Klrg1,,0.1912476488792031,0.23733542984092165,0.22389462555303194,,,0.2914901631616643,,,,,0.2010845004741852,0.16798858102390066,0.12640921908153094,0.2702552751234817,0.21126433585325288,0.266687144179251,,,
Taf15,,,0.27625388191693195,0.3210873621977244,,,,,,,,0.2096857848792592,0.24190568674605897,,0.2472940356352012,0.2053516519549147,0.2299671447943075,0.21816902177407105,,
Eed,,,0.21922140856144487,0.2178508534643773,,,0.2224785081120183,,,,0.2233711345272889,0.2261343400141467,0.2518742062540361,0.2357044225272155,0.18130782685617333,0.22735678838321835,0.20032648616086235,0.2549363888530776,0.2610969184130809,
Itgax,,,,0.2719816396069322,,,0.2881737268835087,,,,0.2692905891810415,0.3072610567407375,0.2646061413988359,0.3371865218230781,0.2479194254707291,0.2501092075169392,0.3042273043642041,0.3238157934050245,0.2932867284001922,0.2958148370137268
Ccr9,,,,0.3100765959662333,0.20844896883200992,,,,,,,,0.23926482754799655,0.2597069727874169,0.3362858752001007,0.22385115516505105,0.2783833968375656,0.24929905666347474,0.255744999306213,0.26091248143308016
Foxp4,,,,0.2733496237043445,,,,,,,,,,,0.2626968047547037,,0.2920379365390461,0.23261240899406646,0.24132031397489945,
Trp73,,0.2315694289957436,,0.2241334413913481,,,0.15844707844336392,0.18963358361854987,,,0.1684340743402723,,0.13764449564082468,0.19102514034965806,0.254930339465184,0.16208087068691554,0.22321949228141985,0.244818339273772,0.2468684315069694,
Cd83,,,0.3738502304748456,0.42321686564570793,,,,,,,0.3307189965776066,0.4479798001646241,0.2984515189877755,0.3858218772353669,,0.21926011148098104,,0.20461279251030975,,
Lair1,,,0.2952666282255441,0.22512083630401106,,,,,,,0.2545029060761296,,0.2316903703535444,0.2145542708516827,,0.24619430516888974,0.2558226353267267,,,
Cd22,,,0.30863394734037075,0.273943435532064,,,,,,,0.21869829194959284,0.2461438066694041,0.23259773599707756,0.2507462839696887,0.17830823911670698,,,,,
Cxcr5,,,0.34670983499434554,0.285588611248885,,,,,,,0.3329367057986308,0.28362931425528604,0.2921563589850736,0.2908616093877952,,,0.22095120625705508,,0.17338611743553958,
Ahr,0.4847049761845236,,0.2602554363890421,0.3146450735495784,,,0.21523469144110108,,,,0.23857737749246985,0.3171738581626323,0.2361040356626557,0.2833562448703173,0.3363112591048857,,,,,
Crtam,0.36012234419003675,,0.3938748883781119,0.4575345483132687,,,0.2542306058868448,0.2608521471483425,,,0.3527401444187141,0.21612707066532702,0.3599497553588104,0.33805440416736976,,0.2109795739396449,,,,
Klra3,0.19375929524966615,,0.2380168091868913,,,,0.2525334014251156,0.2509814152773826,,,0.4431194150021538,0.3704122118223987,0.22292046744138008,0.26839373602274724,,,,0.22155721559142805,0.2385539898593511,0.24269324586210556
Il1rl1,,,0.2814022566290435,0.2734286047677709,,,0.2638697559358371,0.2680003690190709,,,0.2562077733086777,0.2489455867456508,0.2469217908241116,0.24235826472483,,,,0.3206847337018978,0.27740180281188914,
Brd9,,,0.31069312560752904,,,,,0.24738946147767105,,,,,0.30832009125611903,,0.20747221823613776,,0.221074635210486,0.3113584735557314,0.2368986283974153,
Hnrnpr,,,0.31381074372697776,,,,,0.21215367189627274,,,,0.2286756580879181,0.27168821920619346,0.2765654901266344,,0.2769381431237536,,0.2677433317204526,0.2279636926810462,0.2900441243078864
Kdm5b,,,0.3988754055187669,,,,0.14650974791559554,,,,,0.2308067188446283,0.33512119628792386,0.3040229891377574,0.2471359595730692,,,0.2958734894289035,,0.30247203106771803
Cbx5,,0.2659805393483453,,0.3416105600900914,0.6030334021703508,0.4996545397098688,,,,,,,,0.33867470747378553,0.3976055528674993,,0.29173373429085,,0.3476835989279691,0.3448043712334766
Ssrp1,,,,0.3752337888433833,0.3986706835730754,0.3359365081098782,,,,,,,,0.30657554480711724,0.28908682914065914,,0.3449121629895305,,0.35456635016236515,
Baz1b,,,,0.33736374413055104,0.5152714566436077,0.2625153570333988,,,,,,,,0.31807764043580344,,,0.2503409820650795,,0.3322004265656855,0.2774686632964413
Mbd4,,0.3550089190859643,0.3353369451658892,0.2948342075466176,0.3236009760162649,0.23190572361043105,,,,,0.27015246737237586,0.22985450045481626,0.2876096431337771,,0.29802159627755703,0.2741123153295829,0.24464496634551675,0.29233940080887183,,
Cxcr6,,0.27709730872242505,0.4082317426537288,0.546124300172775,0.3555682198120032,0.4017837577117122,0.29455145740178146,,,,0.4095501802837657,0.3412226119085744,0.3737111526513248,,0.3106533945224704,0.3017691871318007,,,,
H2-Eb1,0.6009885609355533,0.3000413194222784,0.27828081026378776,0.27310823682647545,0.6067339197858791,0.2454455627374617,0.1189959598242911,0.28018191700413697,,,0.22219394874197373,0.24544494760553354,0.001513542944686707,0.024675218053440875,0.06971923048219338,,,,,
Ccr6,,,0.3182403134696864,0.31982990678923445,0.32295153011416805,0.315874075833214,,0.3796070241376944,,,0.3204662386024653,0.2486971692110453,0.3231086386378491,0.3242618064510686,,0.2850850340962007,,0.2700768677001687,,
Tox2,0.2612656545162377,,0.27700596029917096,0.2866632975444847,0.2754626507453183,0.2691954095581516,0.3516718715023209,0.21923873986445264,,,0.30301991770055386,0.2927836467631636,0.21801124308180744,0.2343843809105772,0.3711202640366889,0.1966618443837201,,0.22497140205390767,,
Vax2,0.3564495928289011,,0.2758145448910865,0.2387621146226393,0.2931649775289475,0.27349912946760424,0.250946467841815,0.2516784845097361,,,0.32355621213772084,0.2989665523512508,0.2653765959074689,0.26790345427437795,0.2724288543672528,0.22867382580573156,0.13666151920703914,0.2800716832309841,0.28461370934330305,
Ikzf2,0.2360254854574646,,0.3433849151425816,0.3669264782403643,0.24917884249393085,0.2726295785572125,0.15927518634262444,0.3267676272330264,,,0.19223404040655,0.3108042051829125,0.2734234106300715,0.44620147034668056,0.15115102247313922,,,0.21877063940128744,,
Fasl,0.4145609972236978,,0.41537447331463373,0.3695067757738719,0.23409087542663745,0.32166935884438896,0.3087249112214864,0.31173217351703536,,,0.3645564044348907,0.3035266250245528,0.3495955808557528,0.41792228628035866,,0.24424831264929125,,0.2819477831644092,,
Il2ra,0.2513139867021475,,0.3794666156940358,0.346906984767408,0.3392830665111399,0.3243110515026616,,,,,0.3326631479852451,0.4298598540867394,0.3372345447268877,0.1794279526831303,,0.2558096155665248,,0.27789668428045394,0.2782994413751205,
Tox,,,0.3897137671557199,0.4811714147762117,0.3559143489187695,0.2517674983313694,,,,,0.2242256936570083,0.3365409133436453,0.3451255875384145,0.2386149813277195,,,,0.2332376360944953,0.33965760615091634,0.21969281429710208
Tnfsf11,,,0.2858044569363692,0.252526226286449,0.28624560985292713,0.27505642591629953,0.2020020355173555,0.2256868461405693,,,0.3073026346512464,0.2875348053447063,0.2947946399201717,0.2825591288939611,0.25173769632680465,,,,,
Prdm1,,,0.4718707030551237,0.43002076008771256,0.3938322457324529,0.3331864451831775,,,,,0.3147863430766683,0.37143299223012943,0.34720732850963576,0.3079775487164809,,,,,,
Pou6f1,,,0.37348672238205577,0.36653886444425865,0.3777556283791122,0.30884494300662896,,,,,0.2567137410230745,0.2716148366707303,0.2786406148666956,0.3293172770755507,0.20064427910983906,,,,,
Ssbp2,,,0.28779744332766266,0.2999855738585288,0.3283464701155497,0.3122953793064503,0.19916701493486025,,,,0.3661002034226453,0.2941830415525825,0.23318919825177856,,0.1951302503603984,,,,0.21920666984658754,
Tfdp2,0.38008073853474256,,0.21361641981063198,0.2930465835383516,0.27293476969959024,0.2949703314882987,,,,,0.19004600976789746,0.2698034690296661,0.17646597841902484,0.2455197230751617,0.2266260439158873,,,,0.24054222184556634,
Il23r,0.27437113771502475,,0.290581174081669,0.2758201460789061,0.2521691532732985,0.2615858228436881,0.22505546016156824,,,,0.2981905518628232,0.30668428382136426,0.2263762932653972,0.24886033447919345,0.29600252267825033,,,,,
