gene_name,P7-P8_likelihood,P2-P4_likelihood,P5-P2_likelihood,P6-P2_likelihood,act_likelihood,P9-P4_likelihood,P9-P6_likelihood,P3-P6_likelihood,P5-P6_likelihood,P6-P8_likelihood,P9-P7_likelihood,P9-P10_likelihood,P9-P8_likelihood,P3-P5_likelihood,P5-P4_likelihood,P5-P8_likelihood,P5-P7_likelihood,P6-P7_likelihood,P2-P1_likelihood,P2-P7_likelihood
Batf3,,0.3545035270893139,0.3736910570382235,0.4005613209535332,1.8102271512167465e-05,0.07855238816159618,,,,,,,,,,,,,0.4709740368679834,0.3753666121607326
Ruvbl2,,0.3251285156331908,0.3338231336027397,0.3573685335533772,0.21584736033395271,,,,,,,,,,,,,,0.4196551952049417,0.4350882774907337
Kmt5b,,0.29777522942870954,,0.22109963096842994,0.2905696904756113,,,0.2387466363145328,0.22794967450502296,0.2246669174257833,,,,,,,0.2284169296019782,,0.3111208833764566,0.3575490878021005
Taf15,,,0.22616254351064125,0.2408140517926007,0.22514856263981511,0.22740376765746576,,,0.20456836195130387,,,,,,,,0.2470885906128904,,0.3023097180803364,0.25634303432511285
Zfpm1,,,0.2414206183947909,0.2834935789112337,0.25460215592158986,,,,0.2204345519686236,,,,,,,,0.21037904772309307,,0.4040691172271589,0.264970403080904
Ube2b,0.3217420393848171,,,0.2654838102944587,0.20990384759895472,,,,0.2283850275851497,,,,,,,,0.2289523473038141,0.2384681268577545,0.26415428973723265,0.27166310434494195
Cnot6,0.2641659627943032,,,0.30628837493261163,0.2802568271660349,,,,,,,,,,,,,,0.4278025993952284,0.2992179867678311
Cxcr5,,,,,0.16723335424725494,,,0.05166952280183888,,,0.2179669942274314,,,0.16392296179044272,,,0.4191373447047545,0.3574958168259496,0.2429158687811333,0.2939181730723023
Tox2,,,,,0.06862526938363009,,,0.1828713831032398,,,0.2361769527139821,,,0.16887075947952898,,,0.3024634560078305,0.2693850591817662,,0.2973659531228357
Id3,,,,,0.0701929670127889,,,0.16858972697271118,,,0.2509375999557568,,,,,,0.241039153280635,0.38273559753842334,,0.2731339218082754
Cd5,,0.25454636585638724,,,0.23687760562878354,,,0.14387312368538752,,,,0.23434510917871615,,0.21894129046812413,,,0.19806801728332946,0.2227924562748774,0.21855645845699304,0.17563907776483986
Tlr1,,,,,0.19622131734487186,,,0.10550855351723,,,,,,,,,0.2821729945521144,0.2622576431178548,0.2569570308631213,0.2194457684824616
Il6st,,,,,0.21518889557278034,,,,,,,,,,,,0.2862594880138541,0.21043645601210748,0.4679913404325691,0.22806260088028035
Zbtb20,,0.31455204214894383,,0.18349159184223734,0.21821180450256375,,,,,,,,,,,,0.4052940524482419,0.3385832201387493,0.4531372866023508,0.4254493772261068
Zhx2,,0.20187151419856106,,,0.20375462538217126,,,,,,,,,,,,0.3189206647111488,0.3653349026052357,0.3892813840338841,0.3508467231030233
Chd3,,0.2287468716433051,0.01567965694692715,0.12472605822279663,0.23496874712177054,,,,,,,,,,,,0.2486431112645809,0.2393010447633887,0.3634341663997136,0.2763361476038363
Pecam1,,,,,0.2616199585487353,,,,,,,0.2807070872344555,,,,,0.2938867804259415,0.4242743837827616,0.38282505470316014,0.35876488033275683
Tcf12,0.20330362298916588,,,,0.17288999440645855,,,,,,,,,,,,0.3266189762203721,0.3676894828084055,0.4574553918123912,0.5052544931230047
Dpp4,0.31649933035791084,0.18620410804225687,,,0.2334058967956338,0.2501489022202081,0.19402940645051628,,0.2131869983501205,,0.20873918963193291,,,,0.20252720937228744,0.18469580981911565,0.33368452174038804,0.3602542792486785,0.24992444361089244,0.28785736011460794
Ddx5,0.2807260169886687,0.10415842306989688,,,0.24225934908549926,,,,,,,,,0.2426110910862515,,0.2289394548151392,0.2501180686975216,0.214869407165337,0.4877331727500382,0.21024103169603747
Batf,0.247108006166716,,,,0.2367762509479183,,,,0.187042884683147,,0.22475533969656572,,,0.2129583134071603,0.2367357483349405,0.27576236695121986,0.3488562576361567,0.23564559237601515,0.4614315556516978,
Cd55,0.35373032643966124,0.19998740235546367,,,0.1020463092775723,,,,,,,0.23877961097128375,,,,,,0.23038336284943706,0.2852257847738693,0.2744431796350999
Hdac7,0.3521271673158767,0.18752761641001214,,,,,,,,,,,,,,,,0.21348396027238106,0.2436546953280829,0.21183098664151095
Fmr1,0.34270431630455284,,,,,,,,,,,,,,,,,,0.5671740855603661,0.434125319070376
Pcmt1,0.3321190931659094,0.3123962593373544,,,,,,,,,,,,,,,,,0.3640973979069954,0.3248400150924823
Hif1a,0.5492050592472453,0.2322211683883873,,,,,,,,,,,,,,,,,0.58939945316343,0.3372227035042645
Kdm6b,0.32290265128245405,0.2579032897869131,,,0.282027836777913,,,,,,,0.21208107813125288,,,0.2429279164347663,,,,0.4655267069118537,0.3055482158820485
Gatad1,0.4676470918882975,0.2838499166462791,,,0.3108051605678952,,0.2535944731189828,,,,,,,,,,0.2799556068911901,,0.4440248687109247,0.3501872857404944
Il6ra,0.2567206240467005,0.2975071918235627,0.17787792189636656,0.06758135956642469,0.3168963186474539,,,,,,,,,,,,0.2304393494800091,,0.4392879415217855,0.2460376248172446
Jmy,0.3144967546473217,0.17428180503899554,,,0.20584316828432955,,,,,,,,,,,,0.23730041074934424,,0.3837271496318552,0.2785443500253267
Cbx1,0.4587996977412357,,,,,0.2744847852981373,0.34766169821704185,,,,,,,,,,,,0.7012304394492195,
Mybl1,0.6673179215627857,,,,,0.25647667559785675,,,,,,,,,,,,,0.26879228323891396,0.28314446384269143
Kmt5a,0.411111504378472,,,,,0.3146647062446368,,,,,,,,,,,,,0.5427186287459383,
Foxm1,0.42926844133316544,,,,0.2445627162120481,0.31923846250435745,,,,,,,,,,,,,0.2637591462368324,
Znfx1,0.2844522959361057,,,,,0.1323689471376729,0.1938443517680085,,,,0.16430882318515722,,0.1823005959180122,,,,,0.3151522248037973,,0.3012260743447418
Setbp1,0.4016622183722212,,,,0.16406614625968646,0.1846370133452953,0.17346102389888718,,,0.2436123975817521,0.1530140738606681,0.13324554968383787,0.20212056345551585,,,0.2108631086360158,,,0.19239728487762264,0.289471538122837
Kcnip3,,,0.02347420592015772,,,,,,0.18065732275793592,,,,,0.2525625426666764,0.2169556703007596,0.3399782815478394,0.12456262297905413,0.1905357864823882,0.009701724897218142,0.18233615894784225
Tnf,,,0.18668511533886548,,0.21361438503168487,,,,0.1967290535182197,,,0.21119353780876468,,0.17755132972470197,0.24098498481066494,0.3492566766938915,0.22993262311322754,,,
Notch3,,,0.1560814831356589,,0.0002279986868031181,,,,,,,0.00017652663177330892,,0.05979773926130636,0.4070606802269908,0.405195143792572,0.3667716522378605,,,
Cd8b1,,,,,,,,,,,,,,,0.2294439926607619,0.26061266700340946,0.25871772854826314,,,
Pou2af1,,,,,,0.2522490363071373,,,,,0.3054667965128762,,,,0.23033465056390295,,0.22964890885170075,,,
Cd83,,,,,0.1410801563469928,0.04560315423729713,,,0.17568871968675176,,0.3297501438032245,0.2223786555854106,0.2868203303977201,0.09384116401328614,0.2206393429846248,0.31496078917924625,0.2356376095459871,0.18358115336298286,,
Ggt1,,,,,0.2080248508852016,,,,,,0.2378526900627085,0.20157368727132172,0.2610727467187649,,,,,,,
Tnfrsf25,,,,,,,,,,0.2175580226005991,,,,,,,0.22657409013150145,0.2969110356014092,,0.27174281382784704
Mtf2,,,,0.2897488979522377,,,,,,0.2363374384990245,,,,,,,,0.266956119824304,,0.2609100742862224
Bclaf1,,,,0.3752232076482512,,,,,0.18207246778970665,0.3327552410354377,,,,,,,,0.2306224668141961,,0.2289169156895134
Il10ra,0.4069235019060249,,,0.26927661003454545,,,,,0.2565731830218694,0.2803287939610718,,,,,,,,0.27180593525084235,,
Atf1,0.2568989989943915,,,,,,,0.24822926973346976,,0.32761002411070705,,,,,,,,0.32694858197990073,,
Trip11,0.2825854827431151,,,,,,,,,0.21637678466717689,,,,,,,0.2635138601171761,0.2780357354937715,,
Nfkb1,0.2149550144556836,,,,,,,0.2087545287924794,,,,,,,,,0.22906606038407604,0.23270042839908456,,
Psip1,0.23882246165898646,,,,,,0.25432601807820104,,,0.3865771661139912,,,,,,,,0.4005509282086271,0.3511103369924246,
Dpy30,0.3174423110039009,,,,,0.2756115911979005,,,,0.4318510740973992,,,,,,,,0.4386349079704756,,
Pcgf5,,,,,,0.08669123735588055,0.08931894724618304,,,0.2906437199208442,0.15368887323802374,0.11942519758914626,0.11892070433683917,,,,,0.2825771338092913,,
Hat1,,,,,,,,,,0.4929075631464584,,,,,,,,0.5585293144406535,,
Brd8,0.3472404796600397,,,,,,,0.4354903431645767,,,,,,,,0.2605923448840197,,,,
Hnrnpr,0.36658339183781297,,,,,,,0.2794961690167765,,,,,,,,0.2645334513764073,0.26647560096650313,,,
Pdcd1,,,,,0.28342100799357284,,0.2647233643643485,0.2701182458391414,,,,,,,,,,,0.3765185228699367,
Myb,,,,,0.25960046094128164,0.34240572678537995,0.2955932334654245,,,,0.220773200461002,0.17415501239244793,,,,,,,0.2077481573126153,
Cd69,,,,,0.2375287872141077,0.2113497659556489,0.20736843483484416,,,,0.22498554907436497,0.20174100769950826,0.20898711796601974,,,,0.2184400225951628,,0.3537761375781074,
Rbl1,,,,,0.2905824640182177,0.24731455216096,,,0.25305355203078705,0.2962249053261847,,,,,,,,,0.2354752685413369,
Gtf2ird1,,,,0.3051524926453085,0.22152889746623725,0.2599538296430386,,,,,,,,,,,,,0.2675332440995976,
Suv39h2,,,,,0.2559477263322815,0.3170515312033033,,,,,,,,,,,,,0.3145162204838752,
Tial1,,,,,,,0.29250021428776185,,,0.296823330904986,,,,,,,,,,
Cry1,,,,,,,0.2559164672938585,,,,,,,,,,,,,
Cd86,,,0.05231595527757449,0.055157289239992566,0.1963879553326606,,0.2287054152762345,,,,,0.2100337678574776,,,0.14113789602433113,,,,5.251323994845902e-09,
Ilf2,,,,,0.30623843009916235,,0.3392501430877653,,,,,,,,,,,,,
Crebbp,,0.2033972906670508,,,0.25455137764705155,,0.24276620693004966,,,,,,,,,,,,0.2006271359064664,
Ybx1,0.4931041503242162,,,,,,0.4272889759236192,,,,,,,,,,,,,
Klf6,0.3511517047494845,,,,0.2827889954072997,,0.2471697051201101,,,,,,,,,,,,,
Prmt1,0.2405344861553677,,,,0.2978794261190835,0.2060038106638272,0.21775833586961024,,,,,,,,,,,,,
Trp73,0.2614534317739161,,,,,,,0.21181119772182835,,,,,,0.2054896309136604,,,,,,
Ncr1,,,,,,,,0.3323435552881848,,,,,,0.1898649914472122,,,,,,
Phf20l1,,,0.19820276822170232,,,,,0.2180963479917946,,,,,,0.2112366446378979,,,,,,
Ctcf,,,,,0.21244640007320106,,,0.310737659872272,,,,,,,,0.22647233152413804,0.2385049411482824,,,
Snrpb,,,,,0.2842065027021131,0.19961482799702265,,,,,,,,,,,,,,
Ttf2,,,,,0.2604243909746735,,,0.24199685315079994,,,,,,,,,,,,
Ikzf3,0.3763776758851418,,,,0.2264190822097693,,,,,,,0.2072015387831468,,,,0.14258496407284765,0.19354530116835406,,,
Mafk,0.22200182267278445,,,,,,,,,,,,,,,,0.2257958363180024,,,0.2469928588726348
Elk3,0.24852875170364114,,,,,,,,,,,,,,,,0.2439545150801184,,,0.20700926176443604
Ly75,0.23305778242226735,,,,,,,,,,,,,,,,0.3036907599774584,0.2376687198024147,,0.24750693411446864
Cd9,0.2858491101210105,,,,0.15927704669915446,,,,,,,,,,,,0.3346070458616829,0.2413353132263886,,0.21660810787000667
Itga6,0.301909282549816,,,,0.22130195593895036,,,,,,,,,,,,0.1664773687489981,0.18936699180700728,0.2449963836882073,0.2744487239410225
Nsd1,0.2431513982761668,,,,0.1993803218836503,,,,,,,,,,,,,0.2254348276044772,,0.2139296569676431
Ncor1,0.2217575702340437,,,,,0.20512939707739186,0.20696531362509074,,,,,,,,,,,,,0.23064579303058716
Hdac2,0.3525801974256376,,,,,,,,,,,,,,,,,,0.5139295030947643,
Polr2i,0.2561439423591091,,,,,,,,,,,,,,,,,,0.3970899710797936,
Calcoco1,0.21630003164026654,,,,,,,,,,,,,,0.1665435783199263,,,,0.22727095148576615,
Gtf2a2,0.2354035618042007,,,,,,,,,,,,,,,,,,0.2415386282641644,
Zfp1,0.3374219643235577,,,,,,,,,,,,,,,,,,0.27139702803653953,
Brd7,0.2545856137356869,,0.2419598495241025,,,,,,,,,,,,,,,,0.3181807521412284,0.2961278022597716
Zmym2,0.30391860171352514,0.18106310519629834,,,,,,,,,,,,,,,,,0.2502293379695601,0.17986425715620352
Atp1b3,0.2616736960773537,,,,,,,,,,,,,,,,,,0.2283366257104854,0.20166684662446274
Prmt5,0.40653095138161216,,,,,,,,,,,,,,,,,,0.2220161631558846,0.2169293237089675
Per1,0.4031887398657079,,,,,,,,,,,,,,,,,,0.30357834319183385,0.30428021088497065
Polr2h,0.3754929950550254,0.25733347673630114,,,,,,,,,,,,,,,,,,0.27802260266413104
Nono,0.26135897647602424,,,,,,,,,,,,,,,,,,,0.44471940619351424
Kdm4a,0.4626152651512941,,,,,,,,,,,,,,,,,,,0.2124137589657664
Sf1,0.30062484502002346,,,,,,,,,,,,,,,,,,,0.2705265638254831
Parp2,0.5719221898143821,,,,,,,,,,,,,,,,,,,
Pnn,0.6295941830141989,,,,,,,,,,,,,,,,,,,
Zbtb39,0.6054978951313376,,,,,,,,,,,,,,,,,,,
Fkbp2,0.512054660801227,,,,,,,,,,,,,,,,,,,
Bmi1,0.3977312516091499,,,,,,,,,,,,,,,,,,,
Zfp422,0.4347157210724829,,,,,,,,,,,,,,,,,,,
Zkscan5,0.4491280339217748,,,,,,,,,,,,,,,,,,,
Tnfrsf8,0.4428197972614896,,,,,,,,,,,,,,,,,,,
Kmt5c,0.4611577576630692,,,,,,,,,,,,,,,,,,,
Xab2,0.4773023334906543,,,,,,,,,,,,,,,,,,,
Smarca2,0.2984329386728363,,,,,,,,,,,,,,,,0.22516088164652007,,,
Sub1,0.2304940746111676,,,,,,,,,,,0.2011399536453801,,,,,,,,
Zdhhc13,0.34926246675693223,,,,,,,,,,,,,,,,,,,
Foxn3,0.3491561354937154,,,,,,,,,,,,,,,,,,,
Gtf3c4,0.33431007574521543,,,,,,,,,,,,,,,,,,,
Mbd1,0.3376978191355596,,,,,,,,,,,,,,,,,,,
Snapc1,0.3033091395589996,,,,,,,,,,,,,,,,,,,
Hnrnpk,0.3256189841501395,,,,,,,,,,,,,,,,,,,
Irf9,0.3139719419138101,,,,,,,,,,,,,,,,,,,
Ddb1,0.31882217391520823,,,,,,,,,,,,,,,,,,,
Prmt3,0.3203597908773734,,,,,,,,,,,,,,,,,,,
Brwd3,0.26275194397109863,,,,,,,,,,,,,,,,,,,
Mllt3,0.26373866068587976,,,,,,,,,,,,,,,,,,,
Ncoa3,0.2633329789460098,,,,,,,,,,,,,,,,,,,
Med8,0.2524777033530699,,,,,,,,,,,,,,,,,,,
Plag1,0.2572969364496435,,,,,,,,,,,,,,,,,,,
Bcor,0.25645869692689904,,,,,,,,,,,,,,,,,,,
Zfp275,0.27175052243824777,,,,,,,,,,,,,,,,,,,
Foxj2,0.2731937123968404,,,,,,,,,,,,,,,,,,,
Cnot6l,0.2764456602081554,,,,,,,,,,,,,,,,,,,
Top2b,0.27908399968330183,,,,,,,,,,,,,,,,,,,
Nap1l4,0.2783321640612605,,,,,,,,,,,,,,,,,,,
Fiz1,0.2776808986912481,,,,,,,,,,,,,,,,,,,
Max,0.2836009281901378,,,,,,,,,,,,,,,,,,,
Ctsl,0.2863485932716116,,,,,,,,,,,,,,,,,,,
Chd6,0.2946944548873517,,,,,,,,,,,,,,,,,,,
E4f1,0.2921120547903783,,,,,,,,,,,,,,,,,,,
Ecd,0.28946308350393385,,,,,,,,,,,,,,,,,,,
Plrg1,0.28999472226328793,,,,,,,,,,,,,,,,,,,
Coil,0.1871266046928556,,,,,,,,,,,,,,,,,,,
Rgs14,0.2064214674121295,,,,,,,,,,,,,,,,,,,
Rarg,0.200410920589442,,,,,,,,,,,,,,,,,,,
Pou2f2,0.20236832603025973,,,,,,,,,,,,,,,,,,,
Elp3,0.21743274783652275,,,,,,,,,,,,,,,,,,,
Slamf1,0.21449110953186054,,,,,,,,,,,,,,,,,,,
Ivns1abp,0.2272689162649222,,,,,,,,,,,,,,,,,,,
Zfp213,0.2206552613081386,,,,,,,,,,,,,,,,,,,
Ahctf1,0.22269747725321892,,,,,,,,,,,,,,,,,,,
Eif5b,0.22189388659113626,,,,,,,,,,,,,,,,,,,
Cd22,0.24776113258431096,,,,,,,,,,,,,,,,,,,
Zfp131,0.24593961011493476,,,,,,,,,,,,,,,,,,,
Tcof1,0.2467208956077631,,,,,,,,,,,,,,,,,,,
Ubn1,0.2394447282553618,,,,,,,,,,,,,,,,,,,
Prmt6,0.2408701520477267,,,,,,,,,,,,,,,,,,,
Prpf4b,0.2319295245278404,,,,,,,,,,,,,,,,,,,
Polr2d,0.2325928561324791,,,,,,,,,,,,,,,,,,,
Trim27,0.23445338137483626,,,,,,,,,,,,,,,,,,,
Rsf1,0.2353852002597665,,,,,,,,,,,,,,,,,,,
Tet3,0.3206062249158851,,,,,,,,,,,,,,,,,0.27836110709434325,,
Polr2k,0.58678797869576,,,,,,,,,,,,,,,,,0.2930604918675256,,
Actl6a,,,,,,0.2597258677929256,,,,,,,,,,,,,0.6338709169879796,
Smad7,,,,,,,,,0.1643937958478396,,,,,,,,,,0.5321090340826853,
Gtf2e2,,,,,,,,,,,,,,,,,,,0.6114357827535488,
Atf6,,,,,,,,,,,,,,,,,,,0.673662510270589,
Fosl2,,0.18330276817221125,,,0.20081203905463368,,,,,,,,,,0.15560627732407314,,,,0.3605542319690681,
Cd47,,0.2275879677638433,,,0.2765151488623285,,,,,,,,,,,,,,0.3109607457576629,
Zranb2,,0.22989248175563198,,,0.251788095859557,,,,,,,,,,,,,,0.3797279452427978,
Alcam,,0.2783805691531383,,,0.2630135496402969,,,,,,,,,,,,,,0.41524652873248025,
Tbx21,,,,,0.30731228295996804,,,,,,,0.2071538775034016,,,,,,,0.4862125935836793,
Cd48,,,,,0.3035442514170486,,,,,,,,,,,,,,0.5359101466472493,
Smad4,,,,,0.2927124402498981,,,,,,,,,,,,,,0.4135181779843611,
Mycbp,,,,,0.28817913992265176,,,,,,,,,,,,,,0.3828888130949604,
Klf13,,,,0.25215180761395223,,,,,,,,,,,,,,,0.4319821437968193,
Vsir,,,,0.3277686207343448,,,,,,,,,,,,,,,0.3391335811617626,
Ssbp3,,,,0.3038361975053895,,,,,,,,,,,,,,,0.3059848654571494,
Zfp113,,,0.2891612839048564,,,,,,,,,,,,,,,,0.2228769521772123,
Lair1,,,0.21729322841060086,,,,,,,,,,,,,,,,0.2393047985011951,
Cd300c2,,0.09476277433765457,0.21971784290456756,0.14546764168696022,0.001466449930348745,0.020313541843839343,,,,,,,,,0.055644386122093256,,,,0.15399377685029186,0.046630306982388806
Irf7,,0.17956819898312631,0.19331836321313656,0.1644437087578109,,,,,,,,,,,,,,,0.273988819099257,
Ccr6,,0.20843194945938776,0.1839277459527307,0.26668887521532275,,,,,,,,,,,,,,,0.18724113372029627,
Lag3,,,,,0.1377074759420627,,,,,,,,0.1896033082555644,,,,,,0.17079646980267102,0.19709718320137445
Zeb1,,,,,0.15967910941952512,,,,,,,,,,,,,,0.35840837869639514,0.2092453589849555
Hnrnpul1,,,,,,,,,,,,,,,,,,,0.3022681633152114,0.3405065463035573
Gtf3c5,,,,,,,,,,,,,,,,,,,0.2932812657665909,0.2534729236535114
Ewsr1,,,,,,,,,,,,,,,,,,,0.2263093289208031,0.2416025595712613
Fosl1,,,,,,,,,,,,,,,,,,,0.2415345759054392,0.23560060684684675
Khdrbs1,,,,,,,,,,0.20434573109774248,,,,,,,,0.2114470373129204,0.2836155066906707,
Arid5b,,,,,,,,,,0.2417068020547409,,,,,,,,,0.3656798969959368,
Stat2,,,,,0.13181271396135807,0.12420976048556184,0.09175704877780133,,,,0.15417733378664658,0.09886725983527246,0.07123929290776851,,,,,,0.2601118459797921,
Ncam1,,0.14071737014717134,,,0.00013556789383904744,,,,,,,,,,,,,,0.1651404516388993,0.14258466209049245
Ikbkb,,0.2669038980479737,,,,,,,,,,,,,,,,,0.326616138053178,
Il21r,,0.2434131034318191,,,,,,,,,,,,,,,,,0.3140005816679766,
Plxnc1,,0.2633956466677729,,,,,,,,,,,,,,,,,0.29971677893106563,
Izumo1r,,0.28747954757892097,,,7.115743951759203e-08,,,,,,,,,,,,,,0.21156522879357686,
Ikzf1,,0.18438472476980752,,,,,,,,,,,,,,,,,0.1823397716263961,
Mybbp1a,,0.22499304447681406,,,,,,,,,,,,,,,,,0.2116932946746296,
Polr2b,,,,,,0.22994533714480306,,,,,,,,,,,,,0.3504567144503678,
Gtf2i,,,,,,,,,,,,,,,,,,,0.30859644379219714,
Trps1,,,,,,,,,,,,,,,,,,,0.3046359806979801,
Hbp1,,,,,,,,,,,,,,,,,,,0.3274159565534984,
Zfp280b,,,,,,,,,,,,,,,,,,,0.3284077886890784,
Klf7,,,,,,,,,,,,,,,,,,,0.3177487579243509,
Toe1,,,,,,,,,,,,,,,,,,,0.3188004085794057,
Hdac1,,,,,,,,,,,,,,,,,,,0.39447881354166897,
Smyd3,,,,,,,,,,,,,,,,,,,0.3856551941218079,
Stat1,,,,,,,,,,,,,,,,,,,0.3899360160405085,
Gtf2b,,,,,,,,,,,,,,,,,,,0.3700316935890077,
Gtf3c1,,,,,,,,,,,,,,,,,,,0.3487982193210418,
Cbfb,,,,,,,,,,,,,,,,,,,0.35746707518630383,
Nr1d2,,,,,,,,,,,,,,,,,,,0.36000442455893833,
Arid4b,,,,,,,,,,,,,,,,,,,0.17528548249274264,
Jdp2,,,,,,,,,,,,,,,,,,,0.1925616398544402,
Rela,,,,,,,,,,,,,,,,,,,0.2116556678807304,
Trbc1,,,,,,,,,,,,,,,,,,,0.2023068789622316,
Eng,,,,,5.409929743578235e-06,,,,,,,,,,,,,,0.20554228313884693,
Kat2b,,,,,,,,,,,,,,,,,,,0.22586059087059046,
Hmga1,,,,,,,,,,,,,,,,,,,0.24023676412207776,
Adgre5,,,,,,,,,,,,,,,,,,,0.2417843972237778,
Kdm3a,,,,,,,,,,,,,,,,,,,0.24088596420390804,
Igsf8,,,,,,,,,,,,,,,,,,,0.2411999902750084,
Tob1,,,,,,,,,,,,,,,,,,,0.24675539829292986,
Eya2,,,,,,,,,,,,,,,,,,,0.2442538521066117,
Hopx,,,,,,,,,,,,,,,,,,,0.2942174587581392,
Zbtb1,,,,,,,,,,,,,,,,,,,0.2895316120159259,
Nr4a3,,,,,,,,,,,,,,,,,,,0.28692456415470463,
Zdhhc2,,,,,,,,,,,,,,,,,,,0.28817528844260365,
Mxi1,,,,,,,,,,,,,,,,,,,0.2593057003574271,
Pdlim1,,,,,,,,,,,,,,,,,,,0.2630196962990887,
Slamf7,,,,,,,,,,,,,,,,,,,0.2646987704996841,
Bbx,,,,,,,,,,,,,,,,,,,0.2739529896104132,
Tcf7l2,,0.0010804157096941892,,,1.9866243748264245e-06,,,,,,,,,,,,,,0.2695232968624724,
Nsd3,,0.15936928758446312,,,,,,,,,,,,,,,,,0.43314479870568856,
Ptprj,,,,,,,,,,,,,,,,,,,0.42491857795102944,
Bsg,,,,,,,,,,,,,,,,,,,0.4733837369971188,
Baz1a,,,,,,,,,,,,,,,,,,,0.4574099110307675,
Fhl2,,,,,,,,,,,,,,,,,,,0.4504366120632946,
Ppargc1b,,,,0.17893154466952094,0.1610274444378324,,,,,,,,,,,,,,0.2637008531920542,
Maml3,,0.010805533248230952,,,0.2031424467624877,,,,,,,,,,,,,,0.355594567599257,
Igf1r,,,,,0.20244382192864516,,,,,,,,,,,,,,0.3051120046699318,
Fos,,,,,0.21270768842508064,,,,,,,,,,,,,,0.3227668039603656,
Maff,,,,,0.18779952949515166,,,,,,,,,,,,,,0.2630841130679935,
Taf4b,,,,,0.16117550919192403,,,,,,,,,,,,,,0.3050281487283995,
Smad1,,,,,0.1297663837087336,,,,,,,,,,,,,,0.2503510483178832,
Itgae,,,,,0.0714911055590965,,,,,,,,,,,,,,0.1936044818537936,
Stat4,,,,0.19547503705661465,,,,,,,,,,,,,0.3365017990181233,,,0.17199718429781713
Cbx7,,,,,,,,,,,,,,,,,0.2553015439370907,,,0.2350836442129757
Tgif1,,,,,,,,,,,,,,,,,0.4067442130090275,,,
Meis3,,,,,,,,,,,,,,,,,0.4724309057855826,,,
Tnfsf11,,,,,6.363951008493638e-06,,,,,,,,,,,,0.2726857297277962,0.2002324290404909,,
Abcg2,,,,,,,,,,,,,,,,,0.2866243393878507,,,
Btla,,,,,,,,,,,,,,,,,0.2325616156639713,,,
Phc2,,,,,,,,,,,,,,,,,0.21262869899233347,,,
Jarid2,,,,,,,,,,,,,,,,,0.19831239484141627,,,
Epcam,,,,,,,,,,,,,,,,,0.19638139495310009,,,
Nfxl1,,,,,,,,0.2284475400579745,,,,,,,,,,0.27155131856491616,,
Sox5,,,,,,,,,,,,,,,,,,0.37924637403996986,,
Mef2d,,,,,,,,,,,,,,,,,,0.19168263661052026,,
Pias2,,,,,,,,,,,,,,,,,,0.2669911360467737,,
Cd37,,,,,,,,,0.19492833409671811,,,,,,0.19492454297595924,0.2301433587881641,,,,
Fkbp1a,,,,,,,,,0.23529003232811166,,,,,,,,,,,
Hdac9,,0.3170365195124075,0.02211860787754273,0.0199498457074185,,,,,,,,,,,,,,,0.02906673321980456,0.23000828390519765
Stat6,,0.18752236437789704,,,,,,,,,,,,,,,,,,0.2166017629260097
Kdm4b,,0.20825637758329535,,,,,,,,,,,,,,,,,,0.2061074339163976
Ilf3,,0.2536808896952293,,,,,,,,,,,,,,,,,,0.22559768801356456
Setdb1,,0.2737160608808769,,,,,,,,,,,,,,,,,,0.2529558215269521
Sp3,,0.2524643817355177,,,,,,,,,,,,,,,,,,0.24949928563189006
Med21,,0.2614895568145689,,,,,,,,,,,,,,,,,,0.2437673554836245
Cramp1l,,0.2270224287068995,,,,,,,,,,,,,,,,,,0.2787302753705308
L3mbtl3,,0.2688076635756961,,,,,,,,,,,,,,,,,,0.28764780014461216
Men1,,0.25361642534724177,,,,,,,,,,,,,,,,,,0.2948485396308161
Prdm4,,0.2623313428733943,,,,,,,,,,,,,,,,,,0.2980070388558968
Il1rl1,,,,,,,,0.21255775746451006,,,,,,,,,,,,0.33301070050907683
Foxn2,,,,,,,,,,,,,,,,,,,,0.24292260850258154
Vax2,,,,,,,,,,,,,,,,,,,,0.2397084392629669
Polr2a,,,,,,,,,,,,,,,,,,,,0.2407970415716721
Pwp1,,,,,,,,,,,,,,,,,,,,0.2849348537154736
Thrap3,,,,,,,,,,,,,,,,,,,,0.26418538224091626
Sin3a,,,,,,,,,,,,,,,,,,,,0.2713093205248029
Hdac8,,,,,,,,,,,,,,,,,,,,0.17448211924078513
Kdm4c,,,,,,,,,,,,,,,,,,,,0.16438930100524365
Trim25,,,,,,,,,,,,,,,,,,,,0.16113416716534135
Cd68,,,,,,,,,,,,,,,,,,,,0.1884408920585489
Ppard,,,,,,,,,,,,,,,,,,,,0.21500980377444628
Prkcd,,,,,,,,,,,,,,,,,,,,0.21468260810646225
Cnbp,,,,,,,,,,,,,,,,,,,,0.20455295457242895
Stat3,,,,,,,,,,,,,,,,,,,,0.20182890992871444
Tlr2,,0.2304401443617831,3.234199261564799e-08,0.14012974168404385,3.0080975007456618e-05,0.09253883156151413,,,,,,,,,0.06623362844794323,,,,0.07918992455873848,0.1828599900950816
Bcl11a,,0.191625439753795,0.07402893170071959,0.11765951076581235,0.0005177413532828166,0.12453219715250373,,,,,,,,,0.13770542673720446,,,,0.17982458043538602,0.07716152381469955
