X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,X_pca31,X_pca32,X_pca33,X_pca34,X_pca35,X_pca36,X_pca37,X_pca38,X_pca39,X_pca40,X_pca41,X_pca42,X_pca43,X_pca44,X_pca45,X_pca46,X_pca47,X_pca48,X_pca49,X_pca50,X_draw_graph_fa1,X_draw_graph_fa2,X_diffmap1,X_diffmap2,X_diffmap3,X_diffmap4,X_diffmap5,X_diffmap6,X_diffmap7,X_diffmap8,X_diffmap9,X_diffmap10,X_diffmap11,X_diffmap12,X_diffmap13,X_diffmap14,X_diffmap15
-10.678684,0.36581826,-1.4139756,1.0188036,1.5031509,0.741454,0.056601685,0.0565959,0.8177358,1.5128158,-1.5571448,-0.041929375,-0.8386931,-0.046987765,-0.56895375,0.47030962,0.7722294,-0.61817443,-0.05653888,-0.7993831,-0.284913,-1.4426891,-0.09496851,-1.4463435,-0.3780937,0.25500473,-1.2651957,-1.2724025,0.35471374,-1.5085284,1.4500077,0.2760674,1.2944262,-1.109119,-2.4045258,1.857141,-0.858812,0.6166827,-0.13626307,-2.2916083,-1.042118,0.3319366,-0.4037328,3.3357787,-1.151865,-0.44407773,-2.1361854,1.5143386,-0.07899418,-1.7693408,-1062.6140959160175,-1591.101313918319,0.027519604,0.022150895,0.00091985904,0.0055340575,0.0094893975,-0.012676602,-0.032233827,-0.0052257804,0.0061703734,0.019418113,0.0040813712,0.013724578,-0.00086861855,-0.0022624573,-0.014478264
14.552952,-12.386379,1.5992866,6.25062,-4.28212,-1.1787184,0.94238394,0.5417502,0.20129213,0.21959029,-2.3728325,0.09547427,2.4530318,-4.530415,-0.9217807,3.1316414,-1.5140694,-0.8786303,0.3277648,0.74531907,0.34894365,0.22589852,1.087282,0.5466471,-1.4508835,0.70075935,0.53983796,0.3043366,-0.2224154,-2.031476,0.24820381,-0.3946566,1.3214341,-0.09818683,0.4816783,-0.124581225,0.10087356,-0.7246301,0.7370333,-1.1178322,0.45995557,-1.2636267,-1.3089607,-0.9659997,0.7375773,0.584408,0.37424016,0.6512219,-0.41091096,-1.1693976,3462.342158184233,947.3027762945528,0.030485403,-0.044818822,-0.106039435,-0.010910468,0.011979508,0.06607726,-0.024947628,0.03747649,-0.0176613,0.041715257,-0.080206454,0.045945838,0.0035041994,-0.0015437602,-0.0025997157
-7.1743264,0.8357201,-0.3170833,-0.6569677,-0.8593199,1.3628243,0.540835,1.5638841,-1.3079516,0.337233,0.547517,1.4673548,2.3968968,2.1829004,2.0805564,-0.4485396,0.080019176,-3.1615987,-1.343438,-2.2304533,3.3962657,-1.905055,1.5004213,1.4556738,3.7866452,-0.2113638,1.2332331,-1.9605241,0.5607564,-3.434455,2.8946195,2.7763731,1.3768283,1.0338194,2.2482798,0.74394625,0.075519785,-2.031268,2.0587363,5.3258348,-0.90372205,0.8320401,1.5471914,1.4074984,-2.5470726,-2.28309,0.005361649,-2.206983,-2.3098824,-0.6319351,-1266.6865466921988,-1569.349366550791,0.030597238,0.02759292,0.00046396867,-0.0014519315,-0.0040072086,-0.004458057,-0.032647695,-0.0023392823,-0.007226991,-0.00090641354,0.0010405475,0.0032831994,0.000110474204,0.0004969607,0.004399768
3.3497279,-1.6995904,3.547927,-0.44984087,-5.915973,-2.3548996,4.790369,-1.1931164,1.3902748,5.8632197,1.8325561,1.2378454,0.80724865,3.035509,1.2873969,-0.39398837,1.2561772,1.7714527,-0.020814354,1.9116825,0.433147,0.11918513,-0.43915784,-1.1574398,-0.1945026,0.79299545,-0.566873,0.4372835,0.5887265,0.6940462,0.42048153,-0.38777775,-0.6057526,-0.8216332,0.46140084,0.030076616,1.7175608,-1.2964183,0.12333759,0.17359452,-0.1482013,-1.0233722,-1.7347451,1.0967124,-0.675606,1.7290944,1.172829,1.1402477,0.16556495,-0.36955607,2021.1271097211227,901.0074621132919,0.031838294,-0.025871774,-0.046974782,-0.04710472,0.06732339,-0.049391642,0.014710974,-0.035842318,0.018017031,-0.07788366,0.0018054441,0.005682138,0.01696235,0.007788454,-0.0229427
-3.4093297,-2.707069,-2.2776742,3.878874,2.2472386,0.3222343,-0.992454,-1.0799353,-0.0971733,-1.4252847,-0.04666501,-0.7689566,-0.79161173,-0.7771603,0.7639259,-1.4269359,-0.9627327,1.5699484,0.8472216,0.5567212,-0.55781305,0.5043329,0.564822,-0.36422724,-1.162317,0.7740614,0.27183387,0.13199794,0.3635198,0.9547877,0.49658328,0.6191346,0.80993617,-1.117863,0.46322706,-0.9434184,0.34784853,0.8395841,0.30682856,1.0391725,2.2780857,1.5287702,-0.9522352,-0.040961232,-1.1464897,0.6768321,0.119816035,0.39333394,-0.59364164,-1.5755438,-636.0718287822622,-1061.4121174946008,0.030017499,0.018438451,-0.0042771436,0.005468233,-0.009414738,-0.003933196,-0.012938704,-0.0001838484,0.002773026,-0.011134566,0.0015861527,-0.019187482,-0.009983382,-0.0035523288,0.015980972
-7.8175144,1.3705419,-2.7337973,0.6421037,2.1664832,0.8480685,1.6314341,-0.40400058,2.4742093,1.6640701,0.08516661,0.6204491,0.8535409,1.383689,-2.0662646,0.8076734,-1.3887064,1.8248568,0.6037469,0.08722104,0.8691179,0.42536417,-1.5664296,-0.8560043,0.035357013,-1.3486111,1.6435212,-0.7579798,1.0170687,0.97225606,-1.7718512,0.83737427,0.027430737,0.3373983,-0.41850784,-0.06174928,0.07775332,1.5324556,2.731529,-1.6805569,1.1130251,-3.0737517,1.0492799,-0.56144416,0.76835316,0.15016715,-0.8841478,1.3778654,0.6856399,-2.9307213,-1747.4206963464999,-1533.44862573749,0.027654814,0.02523251,0.00065502326,-0.0012522936,-0.006541777,-0.0038904187,-0.034075055,-0.008083809,-0.019873936,-0.002449816,-0.0025280458,0.00032341632,0.0012743452,-0.00022045163,-0.0054430477
-6.8125772,-0.6326241,1.6649328,-0.35918713,0.89687395,0.2506604,-0.9368069,-2.8948348,-0.9512579,2.1050239,-2.2285793,3.305881,-0.9514461,-0.71283895,1.1670254,1.6250331,1.1792752,0.55738515,2.2213686,-4.4855933,3.4561715,-2.4923565,-1.5190376,-0.9565678,-4.234654,2.7520359,-2.8222384,0.9367422,-2.1903348,-2.2879658,1.024666,0.6420581,-0.70885724,0.71194005,-5.053809,3.470714,-1.3276237,-0.22534233,-0.15107393,-0.8353697,2.2526605,-0.018614892,3.5561764,0.96487236,1.6639961,0.3279638,-2.4235156,0.59161997,-0.15551709,5.240603,-1122.1284286062971,-939.1426209467294,0.029295076,0.023980571,-4.0491113e-06,-0.0012121494,-0.0030867779,-0.002147954,-0.012057662,-0.009783196,-0.012354037,0.0036439728,0.000565883,0.0019192117,-1.3551632e-05,-0.0006813102,-0.019616881
-0.7558201,-2.0817986,8.068523,-6.7770376,4.4513693,2.3617613,-4.004572,-5.6820846,3.2150688,6.8262997,5.444283,-0.79331076,-4.401016,2.2030156,1.2727058,4.4679785,5.49936,0.27877855,0.32867706,0.8991677,-5.6710906,-3.472686,-0.42793053,1.654246,0.9374027,-2.9440625,-2.3359272,10.035605,1.8181527,-5.1667047,1.5623068,8.173639,5.573513,-0.5158251,2.6077044,-3.826224,-2.4727392,4.997899,3.429818,-0.7436598,1.3103721,-3.218493,4.3458405,9.092195,1.6644994,-5.2113485,2.1811326,2.8458014,-1.9896169,-0.22074252,-753.7747222486411,208.2058218954647,0.030128501,0.019784024,-0.0010352432,-0.0068441117,-0.0067820125,0.011459022,0.071533106,-0.03300052,-0.035517465,0.028781215,-0.0055691507,0.0057356944,0.007981546,0.0016850055,0.021378592
8.314165,-6.828754,4.608579,-0.2801561,-13.0838995,-4.482112,7.0806484,-1.0260963,2.2507021,6.3776975,0.2529779,-0.56061137,0.5931607,0.025382051,-0.032743655,0.7047225,-0.2781787,0.6226469,0.22963941,1.3555626,1.1537063,-0.39871153,-0.82360065,-0.8695301,0.07446429,-0.050389893,-0.19188674,0.7658349,0.28839576,0.50952923,1.1871437,0.34350362,-0.47447374,1.2487324,-0.6222307,-0.51957864,0.4559485,0.45194867,0.89987993,0.5576616,0.88347775,-1.5117077,-1.6500288,0.03489446,0.3470083,0.046072118,-1.1194912,0.4751944,-0.115209326,-0.6564224,2612.440790746158,1007.8296590221836,0.032400515,-0.037124082,-0.07205777,-0.06644911,0.072018646,-0.039964925,0.0080218,-0.0062240665,6.5205975e-05,-0.07300176,-0.05112928,0.032695796,0.05049955,0.052941307,-0.006178598
20.989742,1.8473424,-3.860746,-0.4051503,-3.9506214,-3.5895522,0.26120085,-2.744938,-1.8118802,1.8851786,-1.99201,1.2736304,-2.2739313,2.5016937,3.493528,-0.9839202,1.3159374,3.5248268,0.7465968,-0.055805773,-5.1202927,3.7707798,-0.3778431,2.4894207,-3.6500218,-2.397255,1.890058,-0.8352462,-0.227895,-1.1809431,-0.36017442,-3.4371135,1.1401405,-2.317622,-1.2063094,5.236706,1.7207085,-2.73398,0.46713787,3.3122325,1.5444374,4.076492,-3.2730467,-1.9415472,0.22973078,0.5426127,0.5262752,1.0887603,1.1673342,-2.3470902,2736.4365628605683,3278.9359268870953,0.029617043,-0.04791353,0.015647393,-0.07327493,-0.021613471,-0.058495764,-0.0024643072,0.038701497,-0.019385008,0.03899803,0.033132248,-0.028391803,-0.005134794,0.0038444977,0.021927612
-8.1181965,1.056184,-1.3276068,2.101976,0.2013556,0.05465973,0.17857936,1.0610167,-0.060115166,1.5723926,0.5230071,-0.52799934,-1.2216089,1.7860659,3.1879828,-1.1645243,2.9252424,-0.62146217,1.2120352,2.0944314,-1.0416461,-1.6098396,0.69592375,-1.518387,-2.8486607,-2.9458787,-2.1253643,0.11283192,-2.7254505,0.5023759,0.87620586,0.20595421,1.1632051,0.268777,0.6675451,-0.5588917,-0.5444096,-0.8432822,0.55876505,0.19674782,0.6794172,-1.1191603,1.408818,-0.22797374,-0.7341736,0.47303566,-1.707281,2.9818156,-0.0871827,-1.8589396,-1461.5098571885728,-1706.199767680723,0.027819341,0.024181757,0.0013061553,0.0013313504,-0.003381354,-0.005765962,-0.033181857,-0.0027103007,-0.012139127,-0.00039221288,-0.0042577647,-0.0016658772,-0.0011778838,0.00074242434,0.013462242
10.189531,7.892013,-1.8229321,-5.9318323,-1.6362498,-1.6453996,2.1560202,-0.33803818,2.2994328,-1.3343905,-2.2997446,0.54381186,0.11032364,-0.64668703,-0.49984154,-0.88793015,0.1651596,-0.05439683,2.2504234,0.40960565,-2.7239857,1.0255792,-0.36764407,-0.3086279,1.5683708,-0.8151196,1.5568826,-0.32954982,0.7883952,1.8283437,-0.55961937,1.3583122,-1.9239634,1.2466627,-1.0547868,-0.075810544,-0.7939258,-1.6215738,-0.17365077,1.0844008,-0.8854334,-2.4756906,-0.21544386,0.5212248,-0.06290832,-1.2750813,-3.2973416,-1.1932039,-1.7394246,-0.97308546,1513.6067266055045,3365.380853455678,0.02909641,-0.037124712,0.04557986,-0.010858317,0.008541752,0.040345937,-0.0046693888,-0.008702772,0.0019206282,-0.019140977,0.0024593472,0.046556927,-0.045057118,-0.05683561,0.030929985
11.410021,0.6992809,0.24590449,-1.2265987,-1.8426615,-2.6543987,2.7374444,-2.3015573,-0.193947,3.9632945,-0.04438666,0.45742804,-0.8641327,2.9548426,-1.4667318,-2.2082546,-1.7920407,1.0768528,0.8110959,-0.94155353,0.39403275,0.079504095,-2.0582345,-0.8548872,1.4804679,0.86535776,-1.0439972,-0.6571508,-1.3093163,2.84879,-0.17032517,0.60775244,0.041557927,-0.7350621,-1.2842753,0.6283898,-0.06625829,1.5560219,-1.2467937,-1.55355,0.37334168,-0.95756936,0.18068944,-0.97513676,0.15261096,-0.93018454,-0.70691085,-0.7093509,1.3157703,1.2241,2636.936203896312,2932.0691480613027,0.028796738,-0.04327367,0.00869096,-0.059727017,-0.010351184,-0.06715315,0.007332592,0.033642255,-0.022797482,0.005557334,0.01621269,0.008664572,-0.028962988,-0.02200117,-0.034340188
-5.9232035,0.27343148,-1.8423482,1.4352876,0.38402647,-0.8206419,-0.57309204,-1.4476275,-0.039807778,0.031211607,-0.13948059,1.3589876,-0.4411667,-0.6323143,-1.0726892,-1.7036302,1.2194631,-0.4068795,-1.4134259,1.3798393,1.9071316,-1.345058,-1.6527038,2.9358208,2.5487401,1.1059209,1.728483,1.2936225,0.3677684,2.4314585,2.7705612,1.3470948,-3.8471463,-0.052223023,-2.8848925,1.8936952,-3.7577055,-2.8670218,1.5778264,-1.6159286,-0.6959855,1.2294503,0.36492333,-2.061086,0.6838353,2.3334675,1.4246981,-3.5438461,2.871796,-2.8852932,-1180.6448425383458,-1628.2421324696936,0.027498428,0.024777973,0.0003367955,-0.002970922,-0.0069520692,-0.0005315548,-0.019981464,0.0044389027,-0.0017227833,-0.0073180683,-0.00057230226,-0.0012714306,-0.00048352306,-0.0011692746,-0.0078334715
-7.6653075,0.20786266,-4.1264734,2.3496351,-0.4976147,0.17105462,-0.7069032,0.5945072,0.49680746,-0.0925631,0.8468029,-2.6335323,-0.055723667,-0.032057118,-0.707213,-1.9580903,-0.745222,-1.3256035,0.18526472,-0.9228281,1.0731629,-2.3607678,-0.61331517,-0.45946527,-0.43527615,-0.85708183,0.98478997,-0.29497653,0.34364882,0.14573471,-1.4672894,-0.66874987,1.0262523,0.2665398,0.6713559,0.6307599,0.037203684,2.24504,2.021844,0.19418906,1.6419835,-2.2258787,2.210289,-0.5988288,-2.8841763,-1.4783045,-1.3310418,-2.5624828,-0.4169486,-0.59073603,-1260.5285060185938,-2010.6589467760293,0.029149923,0.027760688,0.0005114035,-0.0033325448,-0.008159838,-0.0014965718,-0.030911265,0.008283489,0.0003113856,-0.009618681,-0.0003556801,-0.000102278624,0.00029325712,-0.00038177028,-0.0044067064
-7.3070016,-3.2352562,-2.4357588,4.0390077,0.42052728,1.1599314,0.81820214,0.8949927,-0.6774876,-0.47227362,3.0518887,-0.49896032,1.1527256,2.463341,-1.890463,-0.49686033,1.9358058,1.4234719,1.8579468,-0.42722845,0.72605646,0.6664009,1.3819283,-1.0200455,0.74303,-1.5630379,-1.7455276,0.9158311,-0.46773982,1.7660298,-1.5390283,-2.1090868,0.66590697,-2.380926,3.2913594,0.39568323,2.2153356,2.0999513,-0.99464875,1.0341938,-0.64283,4.3368654,1.5798296,0.39091855,0.03752866,-0.9278303,1.2020954,-3.1458356,-1.5943208,0.38574165,-1271.6091764451721,-1640.8520443018233,0.027350966,0.024626445,-0.00018730803,-0.0021226492,-0.0074476264,-0.0016691093,-0.022587454,0.0048305914,-0.0005303504,-0.00900091,-0.0017735532,-0.0047788667,-0.0017518096,-0.00083668454,0.019252254
-6.768344,2.0557995,1.3441327,-1.9589629,0.203466,1.4519932,-0.4428544,-0.05218387,0.37575105,3.8647642,1.5891103,0.53920686,-2.596586,3.6683388,0.16595381,-1.539902,1.6716635,2.2415733,-1.5904269,2.0867164,-0.4294546,0.72380865,-0.6351486,1.5008428,0.80198467,0.631839,-1.2725757,-1.5209693,-0.006445081,1.974922,0.0067201345,-0.646245,1.2059073,0.85637295,0.5569405,-0.54441655,-0.6220276,-0.5951959,-0.4262108,0.075091414,-0.08600637,1.0657364,0.055296887,-0.44712064,1.1244614,-0.038702466,-0.9633924,0.33978054,-0.07206725,0.99842066,-410.15795483870795,-447.42427861280936,0.030846227,0.011202282,0.008580099,0.03190124,0.030422743,-0.024718517,-0.019529138,0.0018088536,-0.005255061,0.040143628,-0.025450204,-0.019077735,-0.0086608725,0.009034541,0.022670932
-6.166933,-1.3499054,4.5913815,-2.097202,-2.8267431,0.3478751,1.6929259,2.014129,-0.49563235,-5.6031656,1.1418012,-1.0930179,-4.8477955,1.941412,-3.812099,2.7888756,0.77490586,-1.9000641,1.6422979,1.5780971,0.45416772,-0.76049656,0.5235908,-5.209904,-3.2679472,-0.16550937,-1.8662108,-1.3245194,0.99866736,0.45714173,-3.3625479,-0.11310182,4.978481,1.3922461,0.18657863,-1.7791849,3.5279977,3.977202,1.1088078,-0.36928138,2.0692177,2.2915154,6.720507,3.256018,-2.0165563,0.6422754,-4.8970733,-3.5820494,-2.5987432,-1.6226819,-117.64717148197789,-834.3698299426972,0.028954338,0.022976393,0.0004615032,-0.005288028,-0.0065809293,0.010291033,0.05127087,0.017235575,0.021071052,0.008314059,-0.005517032,-0.000369131,0.004233898,0.0030091275,0.030970365
8.8622,0.13505961,-2.811755,-0.9436119,4.373265,-1.2099266,-0.6091022,-0.90434575,-0.42388657,0.5758357,-1.6552304,-0.4082204,-0.87602586,4.1896873,1.4775691,-0.5752977,-1.3463356,2.6555848,1.9007252,2.7886348,-2.4332721,2.446141,-2.0178895,0.7439552,1.4162925,-0.6141384,-0.2568614,-1.6207334,-0.3022999,0.40250883,-0.8978543,1.3711598,0.15907495,0.082104005,-0.82604283,-0.3493508,-0.7061606,1.2700495,-1.5441622,-0.8280835,0.30804616,0.49895215,-0.083729945,-1.0088928,-1.0297073,-0.057252984,-0.09926599,-0.9929584,-1.3375014,-0.42043495,2158.9595514517714,2397.915231666631,0.030371737,-0.03923933,0.008869703,0.0146063175,-0.03336383,-0.05207693,0.014229285,0.009865601,-0.011293547,-0.02000718,-0.002366486,0.031871937,-0.016295863,-0.039188642,-0.070859775
-3.7882094,-0.53872526,-2.8089008,3.9402359,1.0918573,0.32840747,1.2739731,-3.936936,1.731551,1.8708705,0.57712597,2.4043386,2.3557289,-1.7177097,0.76424307,2.1986122,2.6722429,-0.23279577,0.88095963,0.7984743,-1.8709955,2.0800147,0.5120871,0.41371572,-1.1019834,-2.9457178,-1.5211558,-1.3931035,-0.43944705,1.9763969,2.0920324,-2.4962997,1.6654553,-3.609422,-1.7176032,2.3584378,0.72505337,3.666972,-0.82091796,-0.84356934,1.5439483,1.3085548,-3.9081585,4.6455894,-0.80549884,-1.4280487,-3.2476656,0.02400743,0.0889387,0.8272752,-1878.6431036586293,-1124.9795014514746,0.025352161,0.022953788,0.00021432042,-0.004325756,-0.010106301,0.0005126483,-0.024928575,-0.012114985,-0.027826933,-0.008422476,-0.0014688548,-0.0024925077,0.0013033892,0.00050814,0.006206275
2.981863,-3.605394,12.05768,-7.3875303,3.2855318,-2.6782067,-4.8309546,-9.289184,-1.2408539,2.7277539,-6.43714,-0.011142627,-3.3945415,2.6971602,-0.9300182,-1.328649,-4.9763985,1.7673371,-9.580184,-6.925979,-2.0276468,-4.7781806,-1.1488789,-3.487223,-5.6312613,2.8082147,8.611461,0.5531388,-7.4819775,-1.9124795,3.8143938,-0.019729385,7.542852,-9.387039,-2.0209248,-2.763826,6.8024826,-1.7718831,-0.20968045,-9.311175,0.81645346,-12.165985,-6.305959,-8.392579,10.221634,-7.217247,6.8097286,-2.7023878,0.7591919,-4.7547426,-595.7141252093176,279.8742610961306,0.031510375,0.019910643,-0.0011070662,-0.0074537685,-0.0072838175,0.014251862,0.09467877,-0.035214286,-0.033662107,0.038871266,-0.0060813846,0.010684428,0.009126374,-0.00032809397,-0.040662874
-5.1127863,0.56550336,-2.4589152,0.5191451,-0.057009745,1.4116374,0.74486125,0.7759446,0.51704836,2.2121377,-0.810902,-2.2804594,0.8247248,0.85051626,0.7635931,1.1637776,0.7857022,2.8072255,-1.518293,-0.0077785533,1.4521878,3.379773,1.4407035,1.7688953,-1.3083656,0.1704424,1.3762568,-0.5891456,0.40810737,0.4138025,1.7184565,-2.9743445,-3.078285,0.06697214,0.26518202,-0.095139295,0.9554285,-1.2970986,2.1926327,-0.5043665,0.18294673,1.1172138,0.7987273,0.61279374,-1.7366191,-1.0668122,1.5647923,1.000809,0.21673542,0.35109058,-1452.3501261865144,-1301.698367637314,0.02837437,0.025423124,0.000513283,-0.002993766,-0.008178828,-0.00024770226,-0.02260503,-0.004507258,-0.017241761,-0.0068121958,-0.0020007463,-0.003638671,0.0012633805,0.0008260863,0.011387861
14.1578045,-9.95934,-7.7103887,15.711547,5.3365655,5.9415145,-5.3542085,-3.0886075,-4.4998684,0.8966319,0.14985213,-2.370706,-4.987766,-0.43534765,-3.0218866,-0.267327,-3.761615,1.6026014,2.2789695,2.7435875,-2.4309204,2.4760687,-1.7090228,0.9049792,-0.30080366,0.9404268,-0.63152134,2.707624,0.30107087,-2.4957206,0.64360464,-2.4749136,-0.47409657,-0.22109216,-1.4156727,2.8387382,-1.2726172,2.377578,0.31741005,-0.31236097,2.349197,-3.9596615,1.065954,-2.54412,0.14263438,2.045402,0.42593813,-1.6610518,-0.16984545,-5.03418,3156.7339118072973,1561.0120098804412,0.03119098,-0.045281604,-0.06668039,0.03537154,-0.04371496,0.036779527,-0.014404287,0.01512696,-0.0011035713,0.036751643,0.0546046,-0.02050487,-0.014509995,-0.016572498,-0.0058616954
8.923196,10.550348,-1.4412451,-5.3324037,-2.689233,-2.2447345,1.3946106,-0.65575373,0.7914996,-0.5573839,-0.37330574,1.2995933,-0.7455603,-0.72219616,-1.1068374,-0.050897636,2.0388093,-2.1020565,-2.8508909,-2.3165576,0.7325161,0.5348254,0.7329475,-1.4483782,-0.26593363,-0.9412947,0.5760485,1.0026499,-3.333885,1.1493506,1.8817875,0.3678334,-1.4017438,-0.4942038,1.0638945,-0.6577419,1.5417031,-0.10183171,0.20723881,0.015210109,-0.81479424,-0.38849485,-0.57651746,0.31979027,1.3031542,-1.0951809,0.5021449,-0.69633436,-1.1864332,-0.9327433,1636.3816600998057,3665.8515580395638,0.028641196,-0.040271636,0.051549952,-0.02260468,0.004431282,0.0515848,-0.016972503,-0.029157486,0.025438046,0.0031502673,-0.019611306,-0.0101788975,0.012801383,-0.02757193,0.008176163
6.827987,6.1049004,-4.5513134,-3.3409204,0.14585252,-3.8463302,1.6204468,-0.29525432,-1.7118564,0.9742168,0.2425866,-0.015136633,-1.8086014,0.36661947,1.5484308,-0.53767425,-1.0145702,0.8341993,-0.842371,1.8525877,0.11077994,1.0280449,0.23336112,-0.66643715,-1.8006179,-1.9883977,1.1823988,0.5622635,0.9708224,1.2258395,0.23493087,1.4679096,0.15053995,-1.3069475,0.20900495,1.3501887,0.9849099,-0.033350997,-0.07166191,-1.4963335,0.7375443,1.2065048,-1.5475262,0.80493075,-0.99410784,0.2984107,-1.7961569,-1.0498266,-1.0406862,-1.3395557,1755.1386519328432,3004.2951722246007,0.030944038,-0.041035224,0.040051617,0.0045333197,0.0024101194,0.005233714,0.003254214,0.007800835,-0.011467217,-0.03178116,-0.008355642,0.05583241,-0.02658877,-0.08665199,-0.0033445775
0.92614454,4.7433343,-0.2820115,-4.082867,4.6107097,-1.2139403,-2.5110855,1.1955205,-1.8982965,-2.2073917,-1.4924691,-0.00649916,0.7791092,-0.35724208,1.5505636,1.3463297,-1.5483031,0.29599896,-0.10799258,-0.251829,0.37145182,-1.2249614,-0.16547394,0.41806027,1.1052365,1.0094776,-0.29047066,1.2645499,0.2903702,-0.47717446,-0.45101225,0.6116083,-0.06040233,0.4259132,-0.24497092,1.7311422,0.03509761,0.7311109,-0.23280163,0.79215896,-0.008595863,0.5365042,-0.60342443,-0.18633737,-0.7674705,1.5999703,0.28975445,-0.22821014,-0.28792113,-0.6808253,1469.4380876469802,1909.417360712249,0.030798323,-0.029942703,0.019379755,0.08363809,0.0034325034,-0.053102884,0.008836728,0.0043766457,-0.0041916603,-0.017938655,-0.11630478,-0.05436663,-0.01413901,0.0062994496,0.036548175
-6.597247,0.61038214,-2.6172345,3.5183957,-0.5705827,-0.83749425,0.32303593,-1.4604177,-0.45112532,0.39663985,-1.5468109,-0.49304074,0.42865193,1.6992195,-0.40787598,0.76546603,-0.4243683,-2.48144,-0.14163499,2.602553,0.26662737,-2.6224203,0.46675277,-0.2393633,0.6737496,-1.7746422,-1.049632,0.038338374,-0.7269025,-1.2242557,2.3020685,2.2433503,0.98124206,-0.025530983,0.14583783,-1.1716628,-0.18708354,-2.733468,1.0671512,1.5181642,0.14110732,-0.82159895,0.9380325,1.8675318,-0.4877983,0.06326097,1.5214242,-0.08504047,-0.38885775,-1.4383571,-1510.2702988058231,-1945.6254771443005,0.024729671,0.02330369,0.00041712157,-0.0031074472,-0.007684598,-0.0008779946,-0.02614637,0.0025248262,-0.006533652,-0.008335642,-0.0008034567,-0.00095269433,0.00036425955,-0.0001989152,-0.00142859
-5.7914047,0.17386724,1.6950403,-0.82104087,0.6099277,0.5929964,-1.1499017,-2.1328924,-1.7034996,3.836451,-1.1952318,-1.2861869,4.6273546,1.0425631,1.9102124,1.2236558,-1.0917641,-0.7883165,1.6956513,-3.1131084,2.5124712,-1.5724958,-4.021797,-5.891254,-2.244577,1.0326859,-1.5970902,-1.4324993,-3.120152,2.9993424,-0.26646045,-0.32106945,-0.55598074,2.2991977,-1.1912162,2.2654297,2.3425634,-1.477914,-0.9222594,-1.4012966,-0.3105385,1.2401247,-1.686611,-3.1917527,-1.3110236,-0.6356235,-0.9884968,3.7262218,1.6019192,0.25862962,-1760.496930536814,-771.4703795088337,0.030607242,0.026408015,2.6032416e-05,-0.004907042,-0.009982113,0.0019148212,-0.014730615,-0.01880824,-0.03313064,-0.0006121824,-0.00036117173,0.0020115892,0.004164325,-3.2769476e-05,-0.03830218
-1.2082355,7.319173,1.3879641,-6.1892295,-4.151722,-3.5234442,3.1275516,0.9484224,0.55946445,-3.9933152,-4.9155445,-1.3509166,3.4523206,-6.092494,2.3059616,3.1125169,1.2990528,0.05380785,2.2124467,0.8321576,-2.238283,1.4692507,0.58668625,1.7479392,-1.9020011,0.24989557,0.96786267,0.71013033,-3.6257277,-0.8402704,-1.2842494,-0.35816774,-3.9869,-1.4047416,0.8026327,-2.0172348,-0.76776236,-2.7768693,-2.659255,-1.5697187,2.2261329,0.6232602,2.262091,2.6171565,2.414258,0.5588008,-0.74927706,-0.18668199,-2.2249973,0.7314432,601.5768095947245,2235.262805201315,0.029148635,-0.019941637,0.04234417,0.0427804,0.092246674,0.04025776,0.008217474,0.070252456,-0.061419565,-0.010384501,0.04350035,-0.040741555,0.042903624,0.035787124,-0.022613827
-4.019851,-1.158666,-2.145852,1.7977978,-1.0724057,1.2505612,1.6495926,0.7741855,-1.8436973,-4.734101,-0.7438222,-3.2175267,-1.800362,1.7900546,-1.4892617,-1.857502,-1.1004215,0.5068378,-0.3671208,-2.2096303,1.0085006,-1.2894312,-0.3382108,0.8123372,0.42705446,-2.7225077,-0.48636985,0.17862,0.4644011,2.5240347,-0.45915538,-4.885581,-1.0981209,1.7951332,1.13705,0.81753117,0.90944624,-1.7435061,-1.7172871,1.7867888,3.1420162,-2.5071979,-0.38908947,1.0294356,-3.3834317,-3.8131654,0.6049929,3.9942772,-2.279753,-1.4138244,-24.460518889895773,-1812.7527686757885,0.02969948,0.028258145,0.0009397405,-0.0057603926,-0.010485968,0.007903798,0.019032368,0.05523194,0.062302947,-0.015203186,-0.0047156406,-0.0037380971,-0.0008435213,-0.00067628315,0.012187724
